"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","year","month","day","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount","sex"
"11","2016-11-01 11:43:00-02","NY","NYBG","641079","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"J. R. Swallen","8333","South America","Brazil","Paraná","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=583894' target='other'> <mi>dwc_moreinfo</mi></a>","NY00641079","Magnoliophyta","Poales",NA,"1946","01","28","Estaçao Experimental, Ponta Grossa",NA,NA,NA,NA,"NY00641079_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-11-01 11:27:00-02","NY","NYBG","00837681","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"G. C. G. Argent","6452","South America","Brazil","Mato Grosso","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931138' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837681","Magnoliophyta","Poales",NA,"1968","07","15","Pantanal transect, Xavantina",NA,NA,NA,NA,"NY00837681_01",NA,"G. Guala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-11-01 11:43:00-02","NY","NYBG","641080","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"J. R. Swallen","8619","South America","Brazil","Paraná","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=583895' target='other'> <mi>dwc_moreinfo</mi></a>","NY00641080","Magnoliophyta","Poales",NA,"1946","02","18","Lapa",NA,NA,NA,NA,"NY00641080_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00837679","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"W. R. Anderson","10400","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931127' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837679","Magnoliophyta","Poales","(Hack.) Clayton","1973","05","16","Serra dos Pirineus, ca. 15 km (straight line) N of Corumbá de Goiás","-48.80861","-15.7880556","1230","1230","NY00837679_01","Cocalzinho de Goiás","G. Guala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-11-01 11:27:00-02","NY","NYBG","00837683","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"W. D. Clayton","4806","South America","Brazil","Distrito Federal","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931148' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837683","Magnoliophyta","Poales",NA,"1965","02","23","31 km from Brasilia on Anapolis road","-47.9294","-15.7797",NA,NA,"NY00837683_01","Brasília","G. Guala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","608535","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"H. S. Irwin","14242","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=583888' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608535","Magnoliophyta","Poales","(Hack.) Clayton","1966","03","30","Rio Paraná, ca. 35 km N of Formosa, Goiás","-47.3342","-15.5372","950","950","NY00608535_01","Formosa","T. de S. Filgueiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00837655","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"W. R. Anderson","10303","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931130' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837655","Magnoliophyta","Poales","(Hack.) Clayton","1973","05","14","Serra dos Pirineus, ca. 15 km (straight line) N of Corumbá de Goiás","-48.80861","-15.7880556","1300","1300","NY00837655_01","Cocalzinho de Goiás","G. Guala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00837652","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"H. S. Irwin","16411","South America","Brazil","Mato Grosso","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931114' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837652","Magnoliophyta","Poales","(Hack.) Clayton","1966","06","01","Ca. 84 km. N. of Xavantina. Serra do Roncador.","-52.1","-13.93","550","550","NY00837652_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-11-01 11:27:00-02","NY","NYBG","00837682","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"N. Lima","217","South America","Brazil","Distrito Federal","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931142' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837682","Magnoliophyta","Poales",NA,"1968","05",NA,"Universidade de Brasília, Estaçao Experimental do ICB","-47.9294","-15.7797",NA,NA,"NY00837682_01","Brasília","G. Guala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","604768","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"G. Jönsson","152a","South America","Brazil","Paraná","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=583890' target='other'> <mi>dwc_moreinfo</mi></a>","NY00604768","Magnoliophyta","Poales","(Hack.) Clayton","1914","04","06","Serrinha",NA,NA,NA,NA,"NY00604768_01",NA,"G. Guala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00837653","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"H. S. Irwin","24946","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931119' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837653","Magnoliophyta","Poales","(Hack.) Clayton","1969","03","23","Chapada dos Veadeiros, ca. 10 km south of Alto Paraíso (formerly Veadeiros)","-47.5167","-14.20708","1000","1000","NY00837653_01","Alto Paraíso de Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00837678","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"W. R. Anderson","7666","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931120' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837678","Magnoliophyta","Poales","(Hack.) Clayton","1973","03","22","7 km by road S of São João da Aliança. Serra Geral do Paraná.","-47.5","-14.78","1100","1100","NY00837678_01","Água Fria de Goiás","G. Guala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-29 15:32:00-03","NY","NYBG","608536","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"T. M. Pedersen","10067","South America","Argentina","Corrientes","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=583889' target='other'> <mi>dwc_moreinfo</mi></a>","NY00608536","Magnoliophyta","Poales",NA,"1972","02","21","Estancia Buena Vista",NA,NA,NA,NA,NA,"Concepción","G. Guala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-11-01 11:27:00-02","NY","NYBG","00837657","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"N. Lima","225","South America","Brazil","Distrito Federal","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931145' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837657","Magnoliophyta","Poales",NA,"1968","05",NA,"Universidade de Brasília, Estaçao Experimental do ICB","-47.9294","-15.7797",NA,NA,"NY00837657_01","Brasília","G. Guala",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-06-29 11:31:59-03","UFRJ","RFA","28030","PreservedSpecimen","Plantae","Poaceae","Agenium","goyazense","Agenium goyazense",NA,"T.S.Filgueiras","1386",NA,"Brasil","Distrito Federal",NA,NA,NA,"RFA30549",NA,NA,"(Hack.) Clayton","1988","04","25","Reserva Ecológica do IBGE","-47.876389","-15.959722",NA,NA,NA,"Brasília","T.S.Filgueiras","1988","06","05","47º52'35''W","15º57'35''S",NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:15:46-03","NBC","NL-BOTANY","L 0043511","PreservedSpecimen","Plantae","Gramineae","Agenium","leptocladum","Agenium leptocladum","syntype","Balansa B",NA,"Southern America","Paraguay",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200043511 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0043511",NA,"Poales","Hack.","1876","02","14","Paraguay",NA,NA,NA,NA,"NL-L0043511",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","90880196",NA,NA,NA,NA,NA
"27","2020-02-08 10:15:46-03","NBC","NL-BOTANY","L 0043512","PreservedSpecimen","Plantae","Gramineae","Agenium","leptocladum","Agenium leptocladum","isolectotype","Balansa B",NA,"Southern America","Paraguay",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200043512 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0043512",NA,"Poales","Hack.","1875","03","25","Paraguay",NA,NA,NA,NA,"NL-L0043512",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","90880146",NA,NA,NA,NA,NA
"28","2020-02-08 10:15:46-03","NBC","NL-BOTANY","L 0043513","PreservedSpecimen","Plantae","Gramineae","Agenium","leptocladum","Agenium leptocladum","syntype","Balansa B",NA,"Southern America","Paraguay",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200043513 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0043513",NA,"Poales","Hack.","1881","03","01","Paraguay",NA,NA,NA,NA,"NL-L0043513",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","90880246",NA,NA,NA,NA,NA
"29","2020-02-08 10:15:46-03","NBC","NL-BOTANY","L.1204957","PreservedSpecimen","Plantae","Gramineae","Agenium","leptocladum","Agenium leptocladum",NA,"Hassler E",NA,"Southern America","Paraguay",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1204957 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1204957",NA,"Poales","Hack.","1913","01","01","Plantæ Paraguarienses. Paraguaria Centralis: In regione lacus Ypacaray.",NA,NA,NA,NA,"NL-L1204957",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"30","2020-02-08 10:15:46-03","NBC","NL-BOTANY","U.1487386","PreservedSpecimen","Plantae","Gramineae","Agenium","leptocladum","Agenium leptocladum",NA,"Hatschbach GG; Haas JH de",NA,"Southern America","Brazil","Paraná",NA,NA,"On dry sandy campo along road.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1487386 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1487386",NA,"Poales","Hack.","1966","03","03","Along road Jaguariaíva-Arapotí in Mun. Arapotí.",NA,NA,NA,NA,"NL-U1487386",NA,"Renvoize SA",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"31","2020-02-08 10:15:46-03","NBC","NL-BOTANY","U.1487387","PreservedSpecimen","Plantae","Gramineae","Agenium","leptocladum","Agenium leptocladum",NA,"Hatschbach GG",NA,"Southern America","Brazil",NA,NA,NA,"Campo, proximidades dos afloramentos de arenito.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1487387 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1487387",NA,"Poales","Hack.","1962","03","03","Est. Paraná (BRASIL). Mun. Ponta Grossa. Loc. Parque Vila Velha, Arroio Quebra Perna. Campo, proximidades dos afloramentos de arenito.",NA,NA,NA,NA,"NL-U1487387",NA,"Renvoize SA",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"32","2020-02-08 10:15:46-03","NBC","NL-BOTANY","U.1511244","PreservedSpecimen","Plantae","Gramineae","Agenium","leptocladum","Agenium leptocladum",NA,"Richards; Argent GCG",NA,"Southern America","Brazil","Mato Grosso",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1511244 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1511244",NA,"Poales","Hack.","1968","07","15","Xavantina.","-52.233333","-14.633333",NA,NA,"NL-U1511244",NA,"Reis P.A.","2014","08","22","-52.233333","-14.633333","Magnoliopsidae",NA,NA,NA,NA,NA,NA
"33","2020-11-04 12:18:29-03","ESALQ","ESA","63673","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Scaramuzza, C.A.M. ; Souza, V.C.",NA,NA,"Brasil","São Paulo",NA,NA,NA,"ESA063673","Magnoliophyta",NA,"(Hack.) Clayton","1993","01","01",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA063673","Itararé","Scaramuzza, C.A.M.",NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA
"34","2020-11-04 12:18:29-03","ESALQ","ESA","63677","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Scaramuzza, C.A.M. ; Souza, V.C.",NA,NA,"Brasil","São Paulo",NA,NA,NA,"ESA063677","Magnoliophyta",NA,"(Hack.) Clayton","1993","01","01",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA063677","Itararé","Scaramuzza, C.A.M.",NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA
"35","2020-11-04 12:18:29-03","ESALQ","ESA","9456","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Souza, V.C. et al.","3711.0",NA,"Brasil","São Paulo",NA,NA,NA,"ESA009456","Magnoliophyta",NA,"(Hack.) Clayton","1993","05","19",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA009456","Itararé","Valls, J.F.M.",NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA
"36","2020-11-04 12:18:29-03","ESALQ","ESA","63672","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Scaramuzza, C.A.M. ; Souza, V.C.",NA,NA,"Brasil","São Paulo",NA,NA,NA,"ESA063672","Magnoliophyta",NA,"(Hack.) Clayton","1993","01","01",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA063672","Itararé","Scaramuzza, C.A.M.",NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA
"37","2020-11-04 12:18:29-03","ESALQ","ESA","63674","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Scaramuzza, C.A.M. ; Souza, V.C.",NA,NA,"Brasil","São Paulo",NA,NA,NA,"ESA063674","Magnoliophyta",NA,"(Hack.) Clayton","1993","01","01",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA063674","Itararé","Scaramuzza, C.A.M.",NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA
"38","2020-11-04 12:18:29-03","ESALQ","ESA","63671","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Scaramuzza, C.A.M. ; Souza, V.C.",NA,NA,"Brasil","São Paulo",NA,NA,NA,"ESA063671","Magnoliophyta",NA,"(Hack.) Clayton","1993","01","01",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA063671","Itararé","Scaramuzza, C.A.M.",NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA
"39","2020-11-04 12:18:29-03","ESALQ","ESA","26478","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Souza, V.C. et al.","3809.0",NA,"Brasil","São Paulo",NA,NA,NA,"ESA026478","Magnoliophyta",NA,"(Hack.) Clayton","1993","05","22",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA026478","Itararé","Flores, A.I.P.",NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA
"40","2020-11-04 12:18:29-03","ESALQ","ESA","63670","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Scaramuzza, C.A.M. ; Souza, V.C.",NA,NA,"Brasil","São Paulo",NA,NA,NA,"ESA063670","Magnoliophyta",NA,"(Hack.) Clayton","1993","01","01",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA063670","Itararé","Scaramuzza, C.A.M.",NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA
"41","2020-11-04 12:18:29-03","ESALQ","ESA","63675","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Scaramuzza, C.A.M. ; Souza, V.C.",NA,NA,"Brasil","São Paulo",NA,NA,NA,"ESA063675","Magnoliophyta",NA,"(Hack.) Clayton","1993","01","01",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA063675","Itararé","Scaramuzza, C.A.M.",NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA
"42","2020-11-04 12:18:29-03","ESALQ","ESA","63676","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Scaramuzza, C.A.M. ; Souza, V.C.",NA,NA,"Brasil","São Paulo",NA,NA,NA,"ESA063676","Magnoliophyta",NA,"(Hack.) Clayton","1993","01","01",NA,"-49.3400001525879","-24.1100006103516",NA,NA,"ESA063676","Itararé","Scaramuzza, C.A.M.",NA,NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA
"43","2020-11-04 12:18:29-03","ESALQ","ESA","26479","PreservedSpecimen","Plantae","Poaceae","Agenium","leptocladum","Agenium leptocladum",NA,"Souza, V.C. et al.","3803.0",NA,"Brasil","São Paulo",NA,NA,NA,"ESA026479","Magnoliophyta",NA,"(Hack.) Clayton","1993","05","22",NA,"-46.6300010681152","-23.5400009155273",NA,NA,"ESA026479","São Paulo","Valls, J.F.M.",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA
"44","2021-03-12 01:36:07-03","UFPI","TEPB","5878","PreservedSpecimen","Plantae","Poaceae","Agenium","goyazense","Agenium goyazense",NA,"E.P.Heringer","4758",NA,"Brasil","Distrito Federal",NA,NA,"Capim crescendo em colônia densa, racemos ora glabros ora pilosos. Ambiente: Cerrado",NA,NA,NA,"(Hack)Clayton","1980","05","12","Bacia do rio São Bartolomeu","-47.9296989440918","-15.7797002792358","1020","1020",NA,"Brasília","M. F. A. Lucena","2007","05","01",NA,NA,NA,NA,"70570","auto",NA,NA,NA
"45","2021-03-12 01:36:07-03","UFPI","TEPB","5878","PreservedSpecimen","Plantae","Poaceae","Agenium","goyazense","Agenium goyazense",NA,NA,NA,NA,"Brasil","Distrito Federal",NA,NA,"Capim crescendo em colonia densa, racemosora glabros ora pilosos Ambiente: Cerrado úmido",NA,NA,NA,NA,"1980","05","12","Bacia do Rio São Bartolomeu","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Brasília","Miranda, A.M","1905","06","27",NA,NA,NA,NA,"70570","auto",NA,NA,NA
"46","2021-04-02 02:01:12-03","UFPI","TEPB","5869","PreservedSpecimen","Plantae","Poaceae","Agenium","goyazense","Agenium goyazense",NA,"T.S.Filgueiras","639",NA,"Brasil","Distrito Federal",NA,NA,"Capim crescendo, espiguetas cor palha, pouco frequente Ambiente: Cerrado",NA,NA,NA,"(Hack)Clayton","1979","09","26","Lago Paranoá","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Brasília","FERNANDES, A.","1979","12","11",NA,NA,NA,NA,"70570","auto",NA,NA,NA
