"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","day","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"576","2021-02-11 17:20:36-03","UFPR","UPCB","34351","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol.) Warb.","Rodrigues, W.A.",NA,"Amaral, I.L.","447","1982","11",NA,"Brasil","Amazonas","Rio Japurá - margem direita",NA,NA,NA,"Árvore ca. 20m de altura x 60cm de diâmetro. Flores e botões florais amarelos. Planta frequente em toda a extensão do Rio Japurá..",NA,NA,"14","Vila Bittencourt",NA,NA,NA,NA,"1998","10",NA,NA,NA,NA,NA,NA,NA,NA
"577","2021-02-11 17:20:36-03","UFPR","UPCB","34707","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol.) Warb.","Rodrigues, W.A.",NA,"Andel, T.van","3066","1997","11",NA,NA,NA,"Assakata River, North-West District",NA,NA,NA,"Tree, red latex, buttressed, leaves gray underneath..",NA,NA,"22",NA,NA,NA,NA,NA,"1998","01",NA,NA,"01",NA,NA,NA,NA,NA
"578","2021-02-11 17:20:36-03","UFPR","UPCB","35075","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol.) Warb.","Rodrigues, W.A.",NA,"Thomas, W.W.","3437","1984","05",NA,"Venezuela",NA,"Dpto. Rio Negro, into the Rio Baria from the Rio Marawinuma",NA,NA,NA,"Tree at edge of river. Leaves dark green above, flowers cream, fruits green with red aril. In swamp forest draining into the Rio Baria..",NA,NA,"09",NA,NA,NA,NA,NA,"1998","11",NA,NA,NA,NA,NA,NA,NA,NA
"579","2021-02-11 17:20:36-03","UFPR","UPCB","40078","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol.) Warb.","Rodrigues, W.A.",NA,"Nee, M.","34861","1987","04",NA,"Brasil","Rondônia","Along BR 364, 38km ENE of junction with BR 325, 09°40'S 65°00'W","-65","-9.666667",NA,"Tree 28m, 35cm in diam, buttressed in basal 1m, then with cylindrical bole; bark finely ridged; inner bark reddish brown; exsudate bloody red; wood tan-brown, heartwood not distinct. Alt. 140m..",NA,NA,"16","Porto Velho",NA,NA,NA,NA,"1999","01","-65","-9.666667","01",NA,NA,NA,NA,NA
"580","2021-02-11 17:20:36-03","UFPR","UPCB","40079","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol.) Warb.","Rodrigues, W.A.",NA,"Díaz, C.","8454","1996","11",NA,"Peru",NA,"Amazonas, Bagua Prov., Dtto. Imaza, Comunidad Aguaruna de Kusú-Listra, Cerro Apág",NA,NA,NA,"Árbol 26m, yemas florales vedoso-amarillentas. Alt. 550m..",NA,NA,"10",NA,NA,NA,NA,NA,"1999","01",NA,NA,"01",NA,NA,NA,NA,NA
"581","2021-02-11 17:20:36-03","UFPR","UPCB","42064","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol.) Warb.","Rodrigues, W.A.",NA,"Carvalho, V.","5","1988","01",NA,"Brasil","Amazonas","Uhe-Balbina, Rio Uatumã",NA,NA,NA,"Árvore, frutos imaturos verdes. Mata, solo argiloso. Nome vulgar: ucuúba..",NA,NA,"14",NA,NA,NA,NA,NA,"2000","05",NA,NA,NA,NA,NA,NA,NA,NA
"582","2021-02-11 17:20:36-03","UFPR","UPCB","58813","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol.) Warb.",NA,NA,"Sobel, G.L.","4820","1984","10",NA,"Brasil","Pará","Rio Moções, ca. 2km upstream from Anajás in center of Marajó Island",NA,NA,NA,"Tree ca. 8m tall, fruits green, imature, latex..",NA,NA,"27","Marajó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"583","2021-02-11 17:20:36-03","UFPR","UPCB","66224","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol.) Warb.","Rodrigues, W.A.",NA,"Leitão Filho, H.F.","8139","1981","02",NA,"Brasil","Pará","Km 641 ou 126. Santarém-Cuiabá. ponte do Igarapé do Mojú.",NA,NA,NA,"Árvore nova de 10m com flores, frutos pequenos e maduros, foi possível retirar um pouco do arilo..",NA,NA,"19",NA,NA,NA,NA,NA,"2009","01",NA,NA,"01",NA,NA,NA,NA,NA
"584","2021-02-11 17:20:36-03","UFPR","UPCB","73161","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol.) Warb.","Rodrigues, W.A.",NA,"Quinet, A.","1300","2008","07",NA,"Brasil","Amazonas","Floresta Nacional do Purus, Igarapé Mapiá.","-67.519444","-8.425556",NA,"Árvore 12m, folhas discolores verdes, cartáceas. Flores com tépalas amarelas. Heliófila na margem do igarapé. Floresta Ombrófila Densa..",NA,NA,"22","Pauini",NA,NA,NA,NA,"2010","10","-67.519444","-8.425556",NA,NA,NA,NA,NA,NA
"585","2021-02-11 17:20:36-03","UFPR","UPCB","80601","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"Valenzuela, L.","9910","2007","07",NA,"Peru","Madre de Dios","Distrito Las Piedras, Quebrada Loboyoc. Bosque ribereño intervenido. 188m","-69.001","-12.477",NA,"Árbol 30m, botones florales verdes.","UPCB0028098","UPCB0028098","17","Tambopata",NA,NA,NA,NA,"2016",NA,"-69.001","-12.477",NA,NA,NA,NA,NA,NA
"586","2021-02-11 17:20:36-03","UFPR","UPCB","35074","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol.) Warb.","Rodrigues, W.A.",NA,"Thomas, W.W.","3854","1985","09",NA,"Brasil","Mato Grosso","7km E fo BR 163, N of Rio Celeste, 51km S of Sinop","-55.502498626709","-11.8641996383667",NA,"Tree to 6m, leaves subcoriaceous, paler beneath. Inflorescence and flowers greenish-yellow. Riverine forest and marsh along Corrigo Nandico..",NA,NA,"18","Sinop",NA,NA,"56293","auto","1998","11",NA,NA,NA,NA,NA,NA,NA,NA
"587","2021-02-11 17:20:36-03","UFPR","UPCB","34365","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol.) Warb.","Rodrigues, W.A.",NA,"Silveira, M.","779","1994","05",NA,"Brasil","Acre","Bacia do Alto Juruá - Rio Moa - margem direita - cerca de 2 horas acima da foz.","-72.8957977294922","-7.61417007446289",NA,"Árvore 14m. Flores pistiladas com tépalas amarelo ferrugíneas. Nome vulgar: Ucuuba de baixio..",NA,NA,"31","Mâncio Lima",NA,NA,"120292","auto","1998","10",NA,NA,NA,NA,NA,NA,NA,NA
"588","2021-02-11 17:20:36-03","UFPR","UPCB","58808","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol.) Warb.",NA,NA,"Santos, C.A.","6",NA,NA,NA,"Brasil","Pará","Furo Santo Antonio","-49.5407981872559","-1.71749997138977",NA,"Árvore 20m x 96cm de circunferência, fruto imaturo verde..",NA,NA,NA,"São Sebastião da Boa Vista",NA,NA,"78190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","2021-02-11 17:20:36-03","UFPR","UPCB","58818","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol.) Warb.","OCN",NA,"Dias, A.T.G.","135","1986","08",NA,"Brasil","Pará","Lado esquerdo do Rio Iriri na Ilha do Jatobá Tombado","-52.2064018249512","-3.20333003997803",NA,"Com 30m x 120cm de circunferência, frutos verdes imaturos, mata de cipó, solo de várzea..",NA,NA,"29","Altamira",NA,NA,"748499","auto","1986","09",NA,NA,NA,NA,NA,NA,NA,NA
"590","2021-02-11 17:20:36-03","UFPR","UPCB","58810","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol.) Warb.","Rosa, N.A.",NA,"Lins, A.","97","1983","12",NA,"Brasil","Pará","Margem do Rio Murucupi, área de influência de maré","-48.6258010864258","-1.50583004951477",NA,"Árvore ca. 8m, leite vermelho, frutos imaturos verdes..",NA,NA,"01","Barcarena",NA,NA,"34723","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","2021-02-11 17:20:36-03","UFPR","UPCB","89305","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb) Warb.","Rodrigues, W.",NA,"Pedrollo, C.T. et al.","172","2011","10",NA,"Brasil","Roraima","Parque Nacional do Viruá, trilha para a Sumaúma, atrás dela","-61.128101348877","1.81611001491547",NA,"Árvore (ca. 24 m); indivíduo estéril; folhas com indumento marrom nos ramos e face abaxial das folhas..",NA,NA,"21","Caracarai",NA,NA,"365858","auto","2012","03",NA,NA,"19",NA,NA,NA,NA,NA
"592","2021-02-11 17:20:36-03","UFPR","UPCB","35931","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol.) Warb.","Rodrigues, W.A.",NA,"Daly, D.C.","9041","1996","05",NA,"Brasil","Acre","Parque Nacional Serra do Divisor, Rio Moa","-72.8957977294922","-7.61417007446289",NA,"Tree 8m, inflorescences terminal on long hanging branches, axes and flowers pale green. Rare..",NA,NA,"12","Mâncio Lima",NA,NA,"120292","auto","1999","01",NA,NA,NA,NA,NA,NA,NA,NA
"593","2021-02-11 17:20:36-03","UFPR","UPCB","25743","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol.) Warb.","Rodrigues, W.A.",NA,"Silveira, M.","489","1993","04",NA,"Brasil","Acre","Reserva Extrativista do Alto Juruá, foz do igarapé Caipora, Faz. José Rubens, margem direita.","-72.7917022705078","-8.9411096572876",NA,"Árvore, 28m, inflorescência ereta, cálice e corola amarelos. Ocasional na região. Floresta de várzea. Terreno suave ondulado..",NA,NA,"07","Marechal Thaumaturgo",NA,NA,"84570","auto","1995","11",NA,NA,NA,NA,NA,NA,NA,NA
"594","2021-02-11 17:20:36-03","UFPR","UPCB","34336","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol.) Warb.","Rodrigues, W.A.",NA,"Kawasaki, M.L.","374","1989","10",NA,"Brasil","Amazonas","Reserva Florestal Ducke - entrada sudoeste","-60.0250015258789","-3.10193991661072",NA,"Árvore ca. 10m. botões ferrugíneos..",NA,NA,"09","Manaus",NA,NA,"138090","auto","1998","11",NA,NA,NA,NA,NA,NA,NA,NA
"595","2021-02-11 17:20:36-03","UFPR","UPCB","34382","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol.) Warb.","Rodrigues, W.A.",NA,"Amaral, I.L.","274","1982","10",NA,"Brasil","Amazonas","Rio Japurá - margem direita","-65.5811004638672","-1.85610997676849",NA,"Árvore ca. 22m de altura x 80cm de diâmetro. Inflorescência amarela. Madeira leve, de cor branca. Mata de igapó, solo argilo-arenoso..",NA,NA,"31","Maraã",NA,NA,"297241","auto","1998","10",NA,NA,NA,NA,NA,NA,NA,NA
"596","2021-02-11 17:20:36-03","UFPR","UPCB","34395","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol.) Warb.","Rodrigues, W.A.",NA,"Pardo, M.de","145","1995","07",NA,"Brasil","Acre","Riozinho do Andirá - margem esquerda - BR 364 km 47 - sentido Sena Madureira","-68.6568984985352","-9.06556034088135",NA,"Árvore ca. 25m de altura. Inflorescências axilares, perpendiculares, flores com corola amarela clara. Floresta de várzea. Nome vulgar: Ucuúba-de-igapó..",NA,NA,"16","Sena Madureira",NA,NA,"278222","auto","1998","09",NA,NA,NA,NA,NA,NA,NA,NA
"597","2021-02-11 17:20:36-03","UFPR","UPCB","32722","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol.) Warb.","Rodrigues, W.A.",NA,"Ferreira, J.N.",NA,"1997","08",NA,"Brasil","Tocantins","Sítio após a ponte sobre o rio Tocantins, saída para Fátima","-48.4171981811523","-10.7081003189087",NA,"Corola creme, cálice ferrugíneo. Área bastante úmida, alagadiço..",NA,NA,"02","Porto Nacional",NA,NA,"77281","auto","1998","03",NA,NA,"04",NA,NA,NA,NA,NA
"598","2021-02-11 17:20:36-03","UFPR","UPCB","29725","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol.) Warb.","Rodrigues, W.A.",NA,"Maciel, U.N.","1576","1989","02",NA,"Brasil","Rondônia","UHE de Samuel, Rio Jamari","-63.9039001464844","-8.76194000244141",NA,"Fruto imaturo, maduro amarelado..",NA,NA,NA,"Porto Velho",NA,NA,"333357","auto","1997","03",NA,NA,NA,NA,NA,NA,NA,NA
"599","2020-05-25 15:13:54-03","FSU","FSU","000080362","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"Manuel Rimachi Y.","1959",NA,NA,NA,"Peru",NA,NA,"-74.38031691","-9.171950831",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","2008-09-30 12:13:00-03","MO","MOBOT","100151207","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","W. Rodrigues",NA,"Julian A. Steyermark|Ronald L. Liesner","Steyermark 127662","1982","12","South America","Venezuela","Bolívar","Laguna en la altiplanicie, en el margen derecho de la carretera principal saliendo desde El Dorado, 3 kms al sur de Rancho Higuerote, 17 kms. al sur Tumeremo.","-61.4166667","7.25",NA,NA,NA,NA,"4",NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"601","2009-07-29 11:48:00-03","MO","MOBOT","100203456","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"Moysés Kuhlmann|S. Jimbo","Kuhlmann 246","1959","9","South America","Brazil","Pará","Rodov. Belém-Brasília km 97.",NA,NA,NA,NA,NA,NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"602","2016-10-24 12:20:00-02","MO","MOBOT","100203460","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"Bureau v.h. Boschwezen","Bureau v.h. Boschwezen 380","1914","8","South America","Suriname",NA,"Zanderij I.",NA,NA,NA,NA,NA,NA,"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"603","2020-02-01 04:34:00-03","MO","MOBOT","100345727","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","Marisabel Ureta Adrianzin",NA,"Rocío Rojas|Gregorio Ortiz","Rojas Gonzáles 6652","2009","5","South America","Peru","Pasco","Dist. Palcazú. Comunidad Nativa Alto Lagarto - Villa Progreso. Reserva Comunal Yanesha.","-75.3683334","-10.1344444",NA,NA,NA,NA,"5","Oxapampa","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA
"604","2011-08-25 13:52:00-03","MO","MOBOT","100404918","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"Roelof A.A. Oldeman","Oldeman 1399","1965","6","South America","French Guiana",NA,"Rivière Orapu, env. 35 km S de Cayenne.",NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"605","2014-05-15 13:28:00-03","MO","MOBOT","100456325","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","Sabatier",NA,"D. Sabatier","Sabatier 5788","2011","3","South America","French Guiana","Cayenne","Colline de Montabo.","-52.3333333","4.9333333",NA,NA,NA,NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"606","2014-01-15 12:14:00-02","MO","MOBOT","100664122","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"José Schunke V.","Schunke Vigo 4902","1971","5","South America","Peru","San Martín","Dtto. Tocache Nuevo.",NA,NA,NA,NA,NA,NA,"16","Mariscal Cáceres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"607","2018-06-27 05:25:00-03","MO","MOBOT","100671132","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","S. Acha",NA,"Freddy Zenteno|E. Tipuli|C. Luna","Zenteno Ruiz 9133","2009","10","South America","Bolivia","La Paz","Prov. Iturralde. Alto Madidi, al Norte en línea recta de la comunidad Ixiamas aprox. 93,4 km del campamento Lucachi.","-67.8197223","-12.9636111",NA,NA,NA,NA,"26",NA,"177.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"608","2014-03-24 13:46:00-03","MO","MOBOT","100682619","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"Gerrit Davidse|Ángel C. González","Davidse 15853A","1979","2","South America","Venezuela","Apure","Cano (or Morichal) El Caballo, 16 airline km NW of Mata de Guanabana, between the Rio Meta and the Rio Cinaruco.","-68.3166667","6.3166667",NA,NA,NA,NA,"27","Pedro Camejo","75.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"609","2018-10-02 07:08:00-03","MO","MOBOT","100683784","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","D. Santamaría-Aguilar",NA,"James L. Zarucchi|Michael J. Balick","Zarucchi 1742","1976","6","South America","Colombia","Vaupés","Mitú and vicinity; along Río Vaupés near mouth of Río Kuduyarí.",NA,NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"610","2018-10-02 07:08:00-03","MO","MOBOT","100683785","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","D. Santamaría-Aguilar",NA,"James L. Zarucchi","Zarucchi 1855","1976","7","South America","Colombia","Vaupés","Mitú and vicinity; lower Río Kuduyarí.",NA,NA,NA,NA,NA,NA,"23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"611","2014-03-26 15:08:00-03","MO","MOBOT","100696142","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","W.A. Rodrigues (INPA)",NA,"Ricardo Callejas|Orlando Marulanda","Callejas Posada 7114","1988","8","South America","Colombia","Meta","Vereda Yarumales arriba, finca bordeando la cienága del Río Guayabero, 1 hora por bote al S de La Macarena.","-74.1","2.1666667",NA,NA,NA,NA,"12","La Macarena","310.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"612","2017-07-04 14:52:00-03","MO","MOBOT","100741048","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","A. Fuentes (LPB)",NA,"Beatriz Nieto Ariza|Huber Villca Corani|Cartagena Chuqui, Julio Teddy|Racua Amutari, Belisario|Rubín de Celis Castillo, Daniel Fernando","Nieto Ariza 792","2014","7","South America","Bolivia","La Paz","Ixiamas, concesión de la empresa forestal Bosques del norte, arroyo Muri","-67.8954166","-13.4258056",NA,NA,NA,NA,"28","Abel Iturralde","189.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","14-15",NA
"613","2016-10-19 14:16:00-02","MO","MOBOT","100934766","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","B. Torke",NA,"Thomas Couvreur|R.T. Vargas","Couvreur 162","2009","10","South America","Bolivia","La Paz","Ixiamas. Near camp, in forest.","-68.06885","-13.14111",NA,NA,NA,NA,"18",NA,"193.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"614","2018-11-28 09:41:00-02","MO","MOBOT","101083704","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"Julian A. Steyermark","Steyermark 75302","1953","4","South America","Venezuela","Bolívar","Large savanna, vicinity of Urimán.",NA,NA,NA,NA,NA,NA,"30",NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"615","2008-05-27 22:02:00-03","MO","MOBOT","1067344","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","P. Berry",NA,"Paul E. Berry|et al.","Berry 6217","1996","5","South America","Venezuela","Amazonas","Seasonally flooded forest along the black-water Caño Mesaque, a tributary on the south side of the Río Atacavi. GPS unit used.","-67.10138","2.99722",NA,NA,NA,NA,"24",NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","216",NA
"616","2010-11-25 10:29:00-02","MO","MOBOT","1140593","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","R. Vasquez (MO)",NA,"Randall J. Evans|Sylva Koemar|Usha Raghoenandan","Evans 2688","1997","3","South America","Suriname","Sipaliwini","Vicinity of Blanche Marie Waterfall on the Nickerie River.","-56.88055","4.75833",NA,NA,NA,NA,"29",NA,"50.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","378",NA
"617","2011-06-21 05:18:00-03","MO","MOBOT","1181066","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","W.A. Rodriguez (INPA)",NA,"Miryam Monsalve B.","Monsalve Benavides 1817","1987","9","South America","Colombia","Valle del Cauca","Concesión Pulpapel/Buenaventura. Bosque pluvial tropical. Suelos deficientes en nutrientes principalmente en P, Ca, K, Mg, Cu, B, Mn, Zn y un alto porcentaje de saturación de Al. Carretera Canalete. PS2","-77","3.91666",NA,NA,NA,NA,"24","Buenaventura","100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","2008-05-27 22:02:00-03","MO","MOBOT","1226940","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","W.A. Rodriguez (UPBC)",NA,"James L. Zarucchi","Zarucchi 1452","1975","7","South America","Colombia","Vaupés","Mitú and vicinityl; along lower Río Kuduyarí.",NA,NA,NA,NA,NA,NA,"22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","2008-05-27 22:02:00-03","MO","MOBOT","1237120","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","W.R. Rodriguez (UPCB)",NA,"Camilo Díaz S.|et al.","Díaz Santibáñez 8425","1996","11","South America","Peru","Amazonas","Dtto. Imaza. Comunidad Aguaruna de Kusú-Listra. Cerro Apág, margen derecha Quebrada Kusú. Ambas márgens Quebrada Kusú. Subtransecto No.IV.","-78.32","-5.04",NA,NA,NA,NA,"9","Bagua","550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","279",NA
"620","2008-05-27 22:02:00-03","MO","MOBOT","1237181","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","W.R. Rodriguez (UPCB)",NA,"Camilo Díaz S.|et al.","Díaz Santibáñez 8454","1996","11","South America","Peru","Amazonas","Dtto. Imaza. Comunidad Aguaruna de Kusú-Listra. Cerro Apág, margen derecha Quebrada Kusú. Ambas márgens Quebrada Kusú. Subtransecto No. VI.",NA,NA,NA,NA,NA,NA,"10","Bagua","550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6","281",NA
"621","2014-11-15 05:40:00-02","MO","MOBOT","1351483","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","P. Muriel (QCA)",NA,"Nigel Pitman|Tom Delinks","Pitman 2654","1997","11","South America","Ecuador","Napo","Yasuni National Park. Occasionally flooded forest along the Tiputini River, ca. 1 km upriver from the PUCE field station.","-76.41666","-0.66666",NA,NA,NA,NA,NA,"Orellana","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","2014-11-15 05:40:00-02","MO","MOBOT","1352496","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","P. Muriel (QCA)",NA,"Nigel Pitman|Tom Delinks","Pitman 2600","1997","11","South America","Ecuador","Napo","Yasuni National Park. Occasionally flooded forest on the banks of the Río Tiputini, ca. 1 km upriver from the PUCE field station.","-76.41666","-0.66666",NA,NA,NA,NA,NA,"Orellana","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","2011-10-05 04:59:00-03","MO","MOBOT","1432039","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","fide T. J. Killeen",NA,"Richard T. Pennington|et al.","Pennington 126",NA,NA,"South America","Bolivia","Pando","Puerto Oro","-69.08333","-11.41666",NA,NA,NA,NA,NA,"Nicolas Suarez","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","2014-04-21 08:11:00-03","MO","MOBOT","1443951","PreservedSpecimen","Plantae",NA,NA,"Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"Alwyn H. Gentry|Enrique Rentería A.","Gentry 24319","1979","1","South America","Colombia","Chocó","Trail to Tubado, Quibdo-Tutunendo road 14 km E of Quibdo, pluvial forest. Transect No. 2.","-76.545","5.74833",NA,NA,NA,NA,"17",NA,"90.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1702",NA
