"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","day","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"29","2021-03-15 16:37:00-03","NY","NYBG","1595373","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"I. L. do Amaral","447",NA,NA,"South America","Brazil","Amazonas","Vila Bittencourt, rio Japurá, margem direita","-69.4264","-1.3994","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=952493' target='other'> <mi>dwc_moreinfo</mi></a>","NY01595373","NY01595373_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1595422","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"G. Martinelli","6952","1980","06","South America","Brazil","Pará","Rio Trombetas, Lago Sapucuá, 12 Km de Oriximiná; margem do lago","-56.0962692","-1.7662257","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=971682' target='other'> <mi>dwc_moreinfo</mi></a>","NY01595422","NY01595422_01","13","Oriximiná","60.00","60.00",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-09-27 04:23:00-03","NY","NYBG","1595416","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Myristicaceae","Virola","surinamensis","Virola surinamensis",NA,NA,NA,"E. Lleras","17449","1973","08","South America","Brazil","Amazonas","Rio Solimões, behind Fonte Boa","-66.0967","-2.5133","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=971674' target='other'> <mi>dwc_moreinfo</mi></a>","NY01595416","NY01595416_01","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1595379","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"C. A. Cid Ferreira","3353","1982","10","South America","Brazil","Amazonas","Rio Japurá, alfuente do Rio Solimões, ao longo do rio","-65.58","-1.83","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=953969' target='other'> <mi>dwc_moreinfo</mi></a>","NY01595379","NY01595379_01","28","Maraã",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1595380","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"E. Lleras","16579","1973","07","South America","Brazil","Amazonas","Rio Solimões and Rio Javari. Tefé, IPEAAO Experimental Station.","-64.7","-3.37","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954281' target='other'> <mi>dwc_moreinfo</mi></a>","NY01595380","NY01595380_01","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1595384","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"A. S. Tavares","245","1987","10","South America","Brazil","Pará","Ilha de Marajó, rio Jipurú, afluente do rio Anajás.","-50.5","-0.008","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=955624' target='other'> <mi>dwc_moreinfo</mi></a>","NY01595384","NY01595384_01","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1595506","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","N. Castaño Arboleda",NA,"A. S. L. da Silva","2420","1991","10","South America","Brazil","Pará","Floresta Nacional de Caxiuana, Área pertencente a Estação Científica Ferreira Penna, próximo ao Igarapé Puraquequara.","-51.455","-1.7369","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1013015' target='other'> <mi>dwc_moreinfo</mi></a>","NY01595506","NY01595506_01","15","Melgaço",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1595419","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"N. T. da Silva","4607","1978","05","South America","Brazil","Pará","Rio Trombetas, Planalto Saracá, minerio da Bauxita.","-56.4489985","-1.6942627","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=971678' target='other'> <mi>dwc_moreinfo</mi></a>","NY01595419","NY01595419_01","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00894125","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.","A. C. Smith",NA,"R. de Lemos Fróes","1971","1932","10","South America","Brazil","Maranhão","Campo de Boa Esperanca, Maracassumé River region","-44.8681","-1.8283","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=980921' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894125","NY00894125_01","22","Cururupu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1595346","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"K. Kubitzki","85-15","1985","03","South America","Brazil","Pará","Region der Furos de Breves. Furo de Jaburu.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944255' target='other'> <mi>dwc_moreinfo</mi></a>","NY01595346","NY01595346_01","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1595420","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"A. S. Tavares","267","1987","10","South America","Brazil","Pará","Ilha de Marajó, rio Jipurú, afluente do rio Anajás.","-50.5","-0.008","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=971679' target='other'> <mi>dwc_moreinfo</mi></a>","NY01595420","NY01595420_01","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1595348","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"G. T. Prance","1567","1965","10","South America","Brazil","Pará","Rios Pacaja and Muirapiranga. Banks of Rio Muirapiranga.","-50.75","-2.72","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944270' target='other'> <mi>dwc_moreinfo</mi></a>","NY01595348","NY01595348_01","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1595421","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"H. T. Beck","362","1987","11","South America","Brazil","Pará","Rio Mocoões. 1 Km above Anajás","-49.933333","-0.966667","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=971680' target='other'> <mi>dwc_moreinfo</mi></a>","NY01595421","NY01595421_01","07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","1595367","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"R. de Lemos Fróes","22956","1948","02","South America","Brazil","Roraima","Road Boa Vista to Caracarahy.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951684' target='other'> <mi>dwc_moreinfo</mi></a>","NY01595367","NY01595367_01","05","Rio Branco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","1595448","PreservedSpecimen","Plantae","Magnoliophyta","Magnoliales","Myristicaceae","Virola","surinamensis","Virola surinamensis","(Rol. ex Rottb.) Warb.",NA,NA,"M. G. da Silva","3149","1977","05","South America","Brazil","Pará","Itinga do Pará","-47.5378","-4.4361","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=971765' target='other'> <mi>dwc_moreinfo</mi></a>","NY01595448","NY01595448_01","26","Paragominas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
