"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","typeStatus","verbatimLongitude","verbatimLatitude","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","relationshipType","coordinatePrecision","geoFlag","fieldNumber","infraspecificEpithet","individualCount","sex"
"11","2020-09-14 20:50:12-03","FPS","FPS","2769","MachineObservation","Plantae",NA,NA,"Myrtaceae","Myrcia","pileata","Myrcia pileata","(D.Legrand) A.R.Lourenço & E.Lucas","Molz, M.","Schwirkowski, P.","2197","2017","01","21",NA,"Brasil","Santa Catarina","São Bento do Sul","Serra Alta, atrás da Implantec","-49.389684","-26.2962",NA,NA,NA,"<ll>dwc_commonname:</ll> Guamirim-araçá, guamirim","FPS02769,FURB55703","FPS02769_v01 FPS02769_v02 FPS02769_v03 FPS02769_v04 FPS02769_v05 FPS02769_v06 FPS02769_v07 FURB55703",NA,NA,"-49.389684","-26.2962","FURB 55703","2017","01","21","voucher",NA,NA,NA,NA,NA,NA
"12","2020-09-14 20:50:12-03","FPS","FPS","2877","MachineObservation","Plantae",NA,NA,"Myrtaceae","Myrcia","pileata","Myrcia pileata","(D.Legrand) A.R.Lourenço & E.Lucas","Schwirkowski, P.","Schwirkowski, P.","2304","2017","07","29",NA,"Brasil","Santa Catarina","São Bento do Sul","Serra Alta. Em caíva, atrás da Implantec","-49.38898","-26.296916",NA,NA,NA,"<ll>dwc_commonname:</ll> Guamirim-araçá, guamirim","FPS02877,FURB55585,MBM423595,ASE0041812","FPS02877_v01 FPS02877_v02 FPS02877_v03 FPS02877_v04 FPS02877_v05 FPS02877_v06 FPS02877_v07 FPS02877_v08 FPS02877_v09 FPS02877_v10 FURB55585",NA,NA,"-49.38898","-26.296916","FURB 55585, ASE 40295, MBM 423595","2017","07","29","voucher",NA,NA,NA,NA,NA,NA
"13","2019-08-27 13:31:17-03","IAP","PACA-AGP","66926","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","Legr.","C.D. Legrand","Reitz, R.","9726","1960","08","11",NA,"Brasil","SC","Serra da Boa Vista","Rancho Queimado",NA,NA,"800","800",NA,"5m de altura e frutos maduros roxo-escuros. Habitat: mata Hábito: arvoreta","PACA066926",NA,"Magnoliatae",NA,NA,NA,NA,"1971",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-11-21 14:40:03-03","UFJF","CESJ","59390","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","D.Legrand","A.R. Lourenço","T.J.Cadorin; B. Grosch; R.Zimmermann; C.P.Lopes","2638","2010","06","15","América do Sul","Brasil","Santa Catarina","Nova Trento","RPPN Prima Luna / Monte Barão, Lat.:27º15'49,00S; Lon.:49º01'37,00O; Alt.: 1097m.","-49.026944","-27.263611","1097","1097",NA,"Floresta Ombrófrila Densa Alto Montana; estádio suces. primário. Árvore, 10m alt., em interior de fragmento.","CESJ059390",NA,NA,NA,"-49.026944","-27.263611",NA,"2015","11","06",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:36:06-03","UNICAMP","UEC","200681","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","D.Legrand",NA,"Pereira, LS; Belinello, R; Padgurschi, MCG","N874","2007","12",NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4","990","1045",NA,"Parcela N - Projeto Biota-FAPESP. Árvore com 6.5 metros de altura. Frequência da espécie na parcela: n=2; Mata Atlântica","UEC158069","UEC158069",NA,NA,"-45.183333","-23.4",NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:36:06-03","UNICAMP","UEC","178177","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","D.Legrand","Sobral, M","Rochelle, ALC","J1263",NA,NA,NA,NA,"Brazil","São Paulo","Ubatuba","Fazenda Capricórnio - Bairro Taquaral.","-45.089722","-23.372222",NA,NA,NA,"Indivíduo j1263 da parcela j do projeto Temático BIOTA - Gradiente Funcional.; Floresta Ombrófila Densa Submontana.","UEC041696","UEC041696",NA,NA,"-45.089722","-23.372222",NA,"2008","03",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:36:06-03","UNICAMP","UEC","1706","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","D.Legrand","Legrand, D","Hatschbach, G","19758","1968","07","30",NA,"Brazil","Paraná","Morretes","Estrada Graciosa, Alto da serra","-48.834400177002","-25.476900100708",NA,NA,NA,"Arvoreta 4m, tronco 8cm diâmetro, fruto imaturo amarelado. Matinha do topo do morro.",NA,NA,NA,NA,NA,NA,NA,"1972",NA,NA,NA,"30514","auto",NA,NA,NA,NA
"18","2020-12-09 14:47:02-03","FURB","FURB","31790","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","pileata","Myrcia pileata","(D.Legrand) A.R.Lourenço & E.Lucas","Sobral, M","Cadorin, T.J.; Grosch, B. & Lopes, C.P.","2905","2010","07","06",NA,"Brasil","Santa Catarina","Joinville","Cubatão.","-49.05","-26.1016667","1169","1169",NA,"Florística IFFSC e1065a (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; Fruto verde;","FURB31929","FURB31929",NA,NA,"-49.0500000","-26.1016667",NA,"2010","10","29",NA,NA,NA,NA,NA,NA,NA
"19","2020-12-09 14:47:02-03","FURB","FURB","31801","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","pileata","Myrcia pileata","(D.Legrand) A.R.Lourenço & E.Lucas","Sobral, M","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2638","2010","06","15",NA,"Brasil","Santa Catarina","Nova Trento","RPPN Prima Luna / Monte Barão.","-49.0269445","-27.2636111","1097","1097",NA,"Florística IFFSC e8007a (Arbórea) Habitat: Floresta Ombrófila Densa Alto Montana; Estágio Primário; interior do fragmento Habito: arbórea;","FURB31927","FURB31927",NA,NA,"-49.0269445","-27.2636111",NA,"2010","10","25",NA,NA,NA,NA,NA,NA,NA
"20","2020-12-09 14:47:02-03","FURB","FURB","48768","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","pileata","Myrcia pileata","(D.Legrand) A.R.Lourenço & E.Lucas","Oliveira, AA de","Oliveira, A.A. de","2687","2015","10","28",NA,"Brasil","Santa Catarina","Jaraguá do Sul","Fazenda Veludo.","-49.2283334","-26.2780556","1005","1005",NA,NA,"FURB48768","FURB48768",NA,NA,"-49.2283334","-26.2780556",NA,"2015","10","28",NA,NA,NA,NA,NA,NA,NA
"21","2020-12-09 14:47:02-03","FURB","FURB","55703","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","pileata","Myrcia pileata","(D.Legrand) A.R.Lourenço & E.Lucas","Molz, M","Schwirkowski, P.","2197","2017","01","21",NA,"Brasil","Santa Catarina","São Bento do Sul","Serra Alta. Atrás da Implantec.","-49.3897222","-26.2961111","850","850",NA,"Flores em botão Habitat: Heliófita Habito: Árvore","FURB55703","FURB55703",NA,NA,"-49.3897222","-26.2961111",NA,"2017","01","21",NA,NA,NA,NA,NA,NA,NA
"22","2020-12-09 14:47:02-03","FURB","FURB","9563","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","pileata","Myrcia pileata","(D.Legrand) A.R.Lourenço & E.Lucas","Sobral, M","Godoy, M.B.; Verdi, M. & Dreveck, S.","80","2007","12","13",NA,"Brasil","Santa Catarina","Rio Negrinho","Butiá II.","-49.68","-26.55","979","979",NA,"IFFSC 902/S/14.","FURB02398","FURB02398",NA,NA,"-49.6800000","-26.5500000",NA,"2008","04","01",NA,NA,NA,NA,NA,NA,NA
"23","2020-12-09 14:47:02-03","FURB","FURB","3124","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","pileata","Myrcia pileata","(D.Legrand) A.R.Lourenço & E.Lucas","Sobral, M","Moser, D.M.",NA,"2002","02","09",NA,"Brasil","Santa Catarina","Guabiruba","Morro Santo Antônio.","-48.9810981750488","-27.0858001708984","100","100",NA,"FNMA. Florística. Habitat: Floresta Ombrófila Densa; floresta Habito: arbórea;","FURB31928","FURB31928",NA,NA,NA,NA,NA,"2002","02","09",NA,"16046","auto",NA,NA,NA,NA
"24","2020-12-21 16:37:22-03","MBM","MBM","397574","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","pileata","Myrcia pileata","(D.Legrand) A.R.Lourenço & E.Lucas",NA,"Ariati, V.; Engels, M.E.; Engels, M.E.","865","2013","02","02","Southern America","Brazil","Paraná","São José dos Pinhais",NA,"-49.102608","-25.762822",NA,NA,NA,"Frutos pretos.; Floresta Ombrófila Mista Altomontana.","MBM397574","MBM397574",NA,NA,"-49.102608","-25.762822",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:37:22-03","MBM","MBM","200990","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","pileata","Myrcia pileata","(D.Legrand) A.R.Lourenço & E.Lucas",NA,"Cordeiro, J.; Barboza, E.; Barboza, E.","1343","1996","10","24","Southern America","Brazil","Paraná","Quatro Barras","Serra da Baitaca","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM200990","MBM200990",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17116","auto",NA,NA,NA,NA
"26","2020-12-21 16:37:22-03","MBM","MBM","271083","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","pileata","Myrcia pileata","(D.Legrand) A.R.Lourenço & E.Lucas",NA,"Sobral, M.; et al.; et al.","9526","2002","02",NA,"Southern America","Brazil","Santa Catarina","Blumenau","Morro Santo Antônio","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,"MBM271083","MBM271083",NA,NA,NA,NA,NA,NA,NA,NA,NA,"34291","auto",NA,NA,NA,NA
"27","2020-12-21 16:37:22-03","MBM","MBM","332120","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","pileata","Myrcia pileata","(D.Legrand) A.R.Lourenço & E.Lucas",NA,"Vieira, F.C.S.","1910","2007","05","12","Southern America","Brazil","Santa Catarina","Garuva","Serra Quiriri. Rancho Paulo Sales.","-48.8549995422363","-26.0266990661621","1000","1000",NA,"Floresta Ombrófila Densa Altomontana. Arvoreta 4m, fruto avermelhado.","MBM332120","MBM332120",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22441","auto",NA,NA,NA,NA
"28","2020-12-21 16:37:22-03","MBM","MBM","7653","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","pileata","Myrcia pileata","(D.Legrand) A.R.Lourenço & E.Lucas","Legrand, D.","Hatschbach, G.","19758","1968","07","30","Southern America","Brazil","Paraná","Morretes","Estrada da Graciosa, Alto da Serra","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"MBM007653","MBM007653",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA
"29","2020-12-21 16:37:22-03","MBM","MBM","51345","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","pileata","Myrcia pileata","(D.Legrand) A.R.Lourenço & E.Lucas","Legrand, D.","Reitz, R.; Klein, R.M.; Klein, R.M.","9726","1969","08","11","Southern America","Brazil","Santa Catarina","Rancho Queimado","Serra Boa Vista, Rancho Queimado","-49.0217018127441","-27.6725006103516",NA,NA,NA,NA,"MBM051345","MBM051345",NA,NA,NA,NA,NA,NA,NA,NA,NA,"17361","auto",NA,NA,NA,NA
"30","2015-09-04 20:44:56-03","MNHN","RECOLNAT_MNHN_P","P05232095","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","D.Legrand","Lourenço","Dusén, P.",NA,"1908","12","30",NA,"Brasil","Paraná",NA,"Brésil. Paraná, Sul, Brasil, América do Sul",NA,NA,NA,NA,"hb","Plantae. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05232095' target='other'> <mi>dwc_moreinfo</mi></a>","P05232095","P05232095_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7411",NA,NA,NA
"31","2015-09-04 20:44:56-03","MNHN","RECOLNAT_MNHN_P","P05232099","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","D.Legrand","Lourenço","Dusén, P.",NA,"1908","12","30",NA,"Brasil","Paraná",NA,"Brésil. Paraná, Sul, Brasil, América do Sul",NA,NA,NA,NA,"hb","Plantae Brasilienses. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05232099' target='other'> <mi>dwc_moreinfo</mi></a>","P05232099","P05232099_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7411",NA,NA,NA
"32","2015-09-04 20:35:42-03","MNHN","RECOLNAT_MNHN_P","P05203843","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","D.Legrand",NA,"Hatschbach, G.",NA,"1968","7","30",NA,"Brasil","Paraná","Morretes","Est. da Graciosa, Alto da Serra.","-48.834400177002","-25.476900100708",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05203843' target='other'> <mi>dwc_moreinfo</mi></a>","P05203843","P05203843_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30514","auto","19758",NA,NA,NA
"33","2020-12-11 11:39:01-03","UFMG","BHCB","91433","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","D.Legrand",NA,"Cordeiro, J; Barbosa, E","1343","1996","10","24","Southern America","Brasil","Paraná","Quatro Barras","Serra da Baitaca","-49.0769004821777","-25.3656005859375",NA,NA,NA,"Arbusto, 2,5m, fruto amarelo. Orla do pantanal.","BHCB000750","BHCB000750",NA,NA,NA,NA,NA,"2002",NA,NA,NA,"17116","auto",NA,NA,NA,NA
"34","2018-06-22 05:25:00-03","MO","MOBOT","2482036","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","D. Legrand",NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 4159","1960","2","6","South America","Brazil","Santa Catarina",NA,"Blumenau. Morro Spitzkopf",NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2008-05-27 22:02:00-03","MO","MOBOT","3183714","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","D. Legrand","D. Legrand","Gert G. Hatschbach","Hatschbach 19758","1968",NA,NA,"South America","Brazil","Paraná",NA,"Mun. Morretes. Estr. Graciosa, Alto da Serra.",NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2012-11-19 05:00:00-02","MO","MOBOT","2482057","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata riograndensis","D. Legrand",NA,"F. Theissen","Theissen s.n.","1903",NA,NA,"South America","Brazil","Rio Grande do Sul",NA,"São Leopoldo. São Leopoldo, in silvula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"riograndensis",NA,NA
"37","2012-11-19 05:00:00-02","MO","MOBOT","2482057","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata riograndensis","D. Legrand",NA,"F. Theissen","Theissen s.n.","1903",NA,NA,"South America","Brazil","Rio Grande do Sul",NA,"São Leopoldo. São Leopoldo, in silvula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"riograndensis",NA,NA
"38","2020-08-31 09:07:28-03","INPA","INPA","88080","S","Plantae","Dicotyledon Com-Clade","Myrtales","Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","D.Legrand","Legrand, CMDE","Hatschbach, GG","19758","1968","07","30","Southern America","Brasil","Paraná","Morretes","Estr. da Graciosa, alto da Serra.","-48.834400177002","-25.476900100708","900","900",NA,NA,"INPA0088080","INPA0088080 INPA0088080_e",NA,NA,NA,NA,NA,"1972",NA,NA,NA,"30514","auto",NA,NA,NA,NA
"39","2020-09-12 05:00:02-03","US","US","2705859","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","D. Legrand",NA,"G. Hatschbach","19758","1968","7","30","South America - Neotropics","Brazil","Paraná","Morretes","Estrada Graciosa, Alto da Serra","-48.834400177002","-25.476900100708","900",NA,NA,NA,"US01895019","US01895019_01 US01895019_02","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,"1",NA
"40","2020-09-12 05:00:02-03","US","US","2841465","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","D. Legrand",NA,"R. Reitz & Klein, --","9930","1960","9","8","South America - Neotropics","Brazil","Santa Catarina","Rancho Queimado","Serra da Boa Vista","-49.0217018127441","-27.6725006103516","800",NA,NA,NA,"US01895018","US01895018_01 US01895018_02","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"17361","auto",NA,NA,"1",NA
"41","2020-09-12 05:00:02-03","US","US","2841460","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","D. Legrand",NA,"R. Reitz & Klein, --","9726","1960","8","11","South America - Neotropics","Brazil","Santa Catarina","Rancho Queimado","Serra da Boa Vista","-49.0217018127441","-27.6725006103516","800",NA,NA,NA,"US01895017","US01895017_01 US01895017_02","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"17361","auto",NA,NA,"1",NA
"42","2020-09-12 05:00:02-03","US","US","USw36277","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","D. Legrand",NA,"Collector unknown","HBR 24994",NA,NA,NA,"South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"43","2020-09-12 05:00:02-03","US","US","2570624","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","D. Legrand",NA,"R. Reitz & R. M. Klein","4159","1960","2","6","South America","Brazil","Santa Catarina",NA,"Morro Spitzkopf, Blumenau.",NA,NA,"900","900",NA,NA,"US00005302","US00005302_01","Dicotyledonae","Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"44","2019-11-13 11:26:35-03","USP","SPF","19174","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","D.Legrand","Legrand, D","Hatschbach, G","19758","1968","07","30",NA,"Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708","900","900",NA,NA,"SPF00019174",NA,NA,NA,NA,NA,NA,"1972",NA,NA,NA,"30514","auto",NA,NA,NA,NA
"45","2019-11-13 11:26:35-03","USP","SPF","159732","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","D.Legrand","Sobral, M","Cordeiro, J","1343","1996","10","24",NA,"Brasil","Paraná","Quatro Barras",NA,"-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"SPF00159732",NA,NA,NA,NA,NA,NA,"1997",NA,NA,NA,"17116","auto",NA,NA,NA,NA
"46","2021-03-25 13:52:45-03","UNIVILLE","JOI","2931","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calyptranthes","pileata","Calyptranthes pileata","D.Legrand","M.E.G. Sobral","F.C.S. Vieira","722","2004","12","25",NA,"Brasil","Santa Catarina","Joinville","Castelo dos Bugres. Floresta Montana.","-48.8456001281738","-26.3043994903564","900","900",NA,"Habito: Arvoreta","JOI002931","JOI002931",NA,NA,NA,NA,NA,"2005","04","30",NA,"37150","auto",NA,NA,NA,NA
