"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem","previousCatalogNumber","sex"
"14","2021-03-15 16:37:00-03","NY","NYBG","418222","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","L. A. Garay",NA,NA,NA,"F. C. Lehmann","1898","07","08","Colombia",NA,NA,"Las Juntas del Dagua",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=766628' target='other'> <mi>dwc_moreinfo</mi></a>","NY00418222","NY00418222_01","Magnoliophyta","Asparagales","BT246","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","418380","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","raniferum","Epidendrum raniferum","Lindl.","F. C. Hoehne",NA,NA,NA,"Collector unspecified","1928","03","23","Brazil","São Paulo","Sao Paulo","Sao Paulo, capital","-46.63","-23.5403",NA,NA,NA,NA,"Cult. proc. do interior <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=113019' target='other'> <mi>dwc_moreinfo</mi></a>","NY00418380","NY00418380_01","Magnoliophyta","Asparagales","22399","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-02-18 09:30:19-03","UNESP-IBB","BOTU","9113","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Buono, F.A.","1997","09","04","Amaral Jr., A.","1972","11","17","Brasil","São Paulo","Botucatu","Próximo a Usina Indiana, dsitante + - 7 km de Botucatu",NA,NA,"9999","9999",NA,NA,NA,"BOTU009113",NA,NA,NA,"1246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-03-17 16:33:55-03","UNEMAT","TANG","6946","S","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum",NA,"Kock, AK","2019","10","22","Silva, CA","2019","10","22","Brasil","Mato Grosso","Colider","Resgate de flora da UHE Colíder., Floresta do Planalto dos Parecís, região de ecótono entre a Floresta Amazônica de Cerrado.","-55.465367","-10.923817","-55.465367","-10.923817","452","452",NA,"TANG000006946",NA,NA,NA,"637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-10-09 11:28:37-03","UFBA","ALCB","74599","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","A.Ruiz & Pav.","Menini Neto, L","2005",NA,NA,"Silva, JM; Ferreira, LA; Abe, LM","1999","01","14","Brasil","Paraná","Adrianópolis","Córrego do Franco","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,"epífita. Flor creme com máculas vinosas; labelo alvo.","ALCB006120","ALCB006120","Monocotyledon",NA,"2845","Southern America",NA,"49901","auto",NA,NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:28:37-03","UFBA","ALCB","08922","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","A.Ruiz & Pav.","Queiroz, LP de","1983","11","20","Pinto, GCP","1980","03",NA,"Brasil","Bahia","Ibicoara","Chapada Diamantina","-41.283333","-13.4","-41.283333","-13.4",NA,NA,"2,0 m, rupícola em mata. Inflorescência em cachos multifloros.","ALCB006121","ALCB006121","Monocotyledon",NA,"77-80","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-02-08 08:46:13-03","NBC","NL-BOTANY","L.1508618","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.",NA,NA,NA,NA,"Herzog T","1911","04","01","Bolivia",NA,NA,"in itinere secundo per Boliviam lectae, Auf Baumasten im Bergwald der Jungas von San Mates.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1508618 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1508618","NL-L1508618",NA,"Asparagales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"21","2020-02-08 08:46:13-03","NBC","NL-BOTANY","L.1504058","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","raniferum","Epidendrum raniferum","Lindl.",NA,NA,NA,NA,"Schomburgk",NA,NA,NA,"Guyana",NA,NA,"Guiana anglica.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1504058 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1504058","NL-L1504058",NA,"Asparagales",NA,"Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"22","2020-11-04 12:17:30-03","ESALQ","ESA","96625","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Menini, L.",NA,NA,NA,"Silva, J.M. ; Nicolack, V.","1989","05","02","Brasil","Paraná","Tijucas do Sul",NA,"-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,NA,"ESA096625","ESA096625","Magnoliophyta",NA,"616.0",NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA
"23","2020-11-04 12:17:30-03","ESALQ","ESA","95210","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Forster, W.",NA,NA,NA,"Braidotti, J.C. et al.","2005","03","25","Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,NA,"ESA095210","ESA095210","Magnoliophyta",NA,"90.0",NA,NA,"38804","auto",NA,NA,NA,NA,NA,NA,NA
"24","2020-11-04 12:17:30-03","ESALQ","ESA","107992","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Silva-Filho, A.A.","2016","05","05","Santos, M.B.","2005","03","27","Brasil","São Paulo","Eldorado",NA,"-48.0999984741211","-24.5200004577637",NA,NA,NA,NA,NA,"ESA107992","ESA107992","Magnoliophyta",NA,"105.0",NA,NA,"38804","auto",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-31 13:40:58-03","MN","R","2855","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Stancik, J.F.","2004","02",NA,"Dusén, P.K.H.","1904","02","16","Brasil","Paraná","Ipiranga",NA,"-50.5842018127441","-25.0238990783691",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3782",NA,NA,"31827","auto",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-31 13:40:58-03","MN","R","2847","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Stancik, J.F.","2003","08","19","Schreiner, C.",NA,NA,NA,"Brasil","Rio de Janeiro","Cantagalo",NA,"-42.3680992126465","-21.9811000823975",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8",NA,NA,"33898","auto",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-31 13:40:58-03","MN","R","121740","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Stancik, J.F.","2003","08","19","Lutz, A.","1914","01",NA,"Brasil","Santa Catarina","São Bento do Sul",NA,"-49.3786010742188","-26.2502994537354",NA,NA,NA,NA,"Herbarium Lutz",NA,NA,NA,NA,"626",NA,NA,"23090","auto",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-31 13:40:58-03","MN","R","24968","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Queiroz, L.P.","1987","02","02","Brade, A.C.","1920","12",NA,"Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"Herbarium Brasiliense",NA,NA,NA,NA,"7801",NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA
"29","2020-12-20 21:18:45-03","UFV","VIC","012653","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.",NA,NA,NA,NA,"Gomes, V.","1969","01","29","Brasil","Minas Gerais","Cel. Pacheco","Estação Experimental de Água Limpa",NA,NA,NA,NA,NA,NA,"Encontrada vegetando próximo ao coleto das árvores, em terreno fresco e fértil.","VIC012653","VIC012653",NA,NA,"492695",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-20 21:18:45-03","UFV","VIC","012654","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.",NA,NA,NA,NA,"Gomes, V.","1969","01","29","Brasil","Minas Gerais","Cel. Pacheco","Estação Experimental de Água Limpa",NA,NA,NA,NA,NA,NA,"Encontrada vegetando próximo ao coleto das árvores, em terreno fresco e fértil.","VIC012654","VIC012654",NA,NA,"482695",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-04-07 11:46:53-03","UFMS","CGMS","50699","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","L. Menini Neto","2005",NA,NA,"J.M. Silva; L.A. Ferreira; L.M. Abe","1999","01","14","Brasil","Paraná","Adrianópolis","Córrego do Franco.","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,"Flor creme com máculas vinosas. Labelo alvo. Habitat: Floresta atlântica. Habito: Epífita.","CGMS1080695",NA,NA,NA,"2845",NA,NA,"49901","auto",NA,NA,NA,NA,NA,NA,NA
"32","2021-04-07 11:46:53-03","UFMS","CGMS","63098","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","L.Menini","2005",NA,NA,"J.M Silva; V. Nicolack","1989","05","02","Brasil","Paraná","Tijucas do Sul","Parque recanto Saltinho.","-49.1988983154297","-25.9281005859375",NA,NA,NA,NA,"Flor verde com labelo vinoso. Habitat: Mata de transição araucária- Pluvial. Alt: 900m. Habito: Epífita.","CGMS1096066",NA,NA,NA,"616",NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA
"33","2019-08-20 10:00:42-03","UNICAMP","UEC","144315","S","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Forster, W",NA,NA,NA,"Braidotti, JC; Udulutsch, RG; Lopes, LE; Foresto, EB; Rodrigues, MEF; Dias, P","2005","03","25","Brazil","São Paulo","Eldorado","Parque Estadual de Jacupiranga, Núcleo Caverna do Diabo. Trilha da Água Grande/Ressurgência. Floresta Ombrófila Densa Baixo Montana pouco degradada sobre afloramento de calcário.","-48.403611","-24.630556","-48.403611","-24.630556",NA,NA,"Epífita coletada em ramo caído.","UEC064237","UEC064237","Liliopsida",NA,"90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-08-20 10:00:42-03","UNICAMP","UEC","140043","S","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Breier, TB","2003","02",NA,"Breier, TB","2003","01","04","Brazil","São Paulo","Cananéia","Base do Instituto Oceanográfico, Base do Instituto Florestal.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"Sobre rocha. Obra: Barbosa Rodrigues.","UEC064240","UEC064240","Liliopsida",NA,"797",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"35","2019-08-20 10:00:42-03","UNICAMP","UEC","140045","S","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Breier, TB","2004","09",NA,"Breier, TB","2003","03","19","Brazil","São Paulo","Cananéia","Base do Instituto Oceanográfico, Base do Instituto Florestal. Sobre rocha.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"UEC064239","UEC064239","Liliopsida",NA,"930",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"36","2019-08-20 10:00:42-03","UNICAMP","UEC","140044","S","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Breier, TB","2004","09",NA,"Breier, TB; Breier, ACB","2002","12","08","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, Parcelas permanentes. Na parcela permanente sobre árvore número 8238, a 8 m do solo.","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,"UEC064242","UEC064242","Liliopsida",NA,"731",NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA,NA
"37","2020-10-14 10:04:03-03","FURB","FURB","31146","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,"Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","06","22","Brasil","Santa Catarina","Florianópolis","Pântano do Sul (Parque Municipal da Lagoinha do Leste).","-48.4925","-27.7752778","-48.4925000","-27.7752778","46","46","Epífita IFFSC e8006b (Acima de 4m), forófito 14. Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita;","FURB34977","FURB34977",NA,NA,"2806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-10-14 10:04:03-03","FURB","FURB","31226","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,"Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","05","10","Brasil","Santa Catarina","São Bento do Sul","Braço esquerdo.","-49.2355555","-26.365","-49.2355555","-26.3650000","417","417","Epífita IFFSC e993b (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: epífita de arbórea;","FURB34975","FURB34975",NA,NA,"2116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-08 08:54:20-03","FURB","FURB","37805","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Caetano, JO","2012","01","07","Caetano, J.O.","2012","01","07","Brasil","Santa Catarina","Benedito Novo","Ao lado da Ceesan, Alto Benedito.","-49.3988889","-26.7836111","-49.3988889","-26.7836111","280","280",NA,"FURB02750","FURB02750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-10-14 10:04:03-03","FURB","FURB","46851","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Ariati, V","2012","01","06","Ariati, V.; Bonaldi, R.A.","2012","01","06","Brasil","Paraná","Ortigueira","UHE Mauá.","-50.7233334","-24.1113889","-50.7233334","-24.1113889","520","520","Lobos do labelo verdes, coluna e porção central do labelo compontuações roxas","FURB34974","FURB34974",NA,NA,"588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-16 17:50:18-03","UCS","HUCS","43848","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Ariati, V.","2012","02","06","Ariati, V.","2012","01","06","Brasil","Paraná","Ortigueira","UHE Mauá","-50.723333","-24.111389","-50.723333","-24.111389","750","750","Epífita, pétalas e sépalas verdes com pontuações vinosas, lobos do labelo verdes, coluna e porção central do labelo com pontuações roxas.",NA,NA,"Angiospermae","Asparagales","588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-16 17:50:18-03","UCS","HUCS","30158","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Menini Neto, L.","2005",NA,NA,"Silva, J.M.","1999","01","14","Brasil","Paraná","Adrianópolis","Córrego do Franco","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,"flor creme com máculas vinosas, labelo alvo; Floresta Atlântica",NA,NA,"Angiospermae","Asparagales","2845",NA,NA,"49901","auto",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-16 17:50:18-03","UCS","HUCS","28318","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Menini Neto, L.","2005",NA,NA,"Silva, J.M.","1989","05","02","Brasil","Paraná","Tijucas do Sul","Saltinho","-49.1988983154297","-25.9281005859375",NA,NA,"900","900","flor verde com labelo vinoso; Mata de transição araucária-pluvial",NA,NA,"Angiospermae","Asparagales","616",NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA
"44","2019-08-16 08:40:23-03","UTFPR","HCF","19549","S","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","V. Ariati","2012","01","06","V. Ariati","2012","01","06","Brasil","PR","Ortigueira","UHE Mauá","-50.723333","-24.111389","50°43'24 W","24°06'41 S",NA,NA,"epífita. Pétalas e sépalas verdes com pontuações vinosas. Lobos do labelo verdes. Coluna e porção central do labelo com pontuações roxas.",NA,NA,NA,NA,"588",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2019-08-16 08:40:23-03","UTFPR","HCF","28123","S","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","L. Menini Neto","2005",NA,NA,"J.M. Silva","1989","05","02","Brasil","PR","Tijucas do Sul","Saltinho","-49.1988983154297","-25.9281005859375",NA,NA,"900","900","epífita, flor verde com labelo vinoso. Mata de transição araucária-pluvial.",NA,NA,NA,NA,"616",NA,NA,"25228","auto",NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:38:25-03","MBM","MBM","48991","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1960","02","12","Brazil","Paraná","Cerro Azul","Turvo","-49.261100769043","-24.823600769043",NA,NA,NA,NA,NA,"MBM048991","MBM048991",NA,NA,"6786","Southern America",NA,"32006","auto",NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:38:25-03","MBM","MBM","396084","PreservedSpecimen","Plantae","Orchidaceae","Epidendrum","cristatum","Epidendrum cristatum","Ruiz & Pav.","Engels, M.E.",NA,NA,NA,"Engels, M.E.; Ferneda Rocha, L.C.; Pereira, S.; Ferneda Rocha, L.C.; Pereira, S.","2014","01","14","Brazil","Paraná","Matinhos","Parque Estadual Rio da Onça","-48.5428009033203","-25.8174991607666",NA,NA,NA,NA,"Epífita. Caule e folhas verdes. Flores com pétalas e sépalas verdes com pintas vináceas. Labelo verde com centro vináceo. Rara na área.; Floresta Ombrófila Densa. Restinga arbórea, local paludoso.","MBM396084","MBM396084",NA,NA,"2322","Southern America",NA,"15275","auto",NA,NA,NA,NA,NA,NA,NA
