"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","infraspecificEpithet","typeStatus","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"2860","2020-09-12 05:00:02-03","US","US","2801071","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"M. Silva & R. Souza","2464","1969","9","1","Brazil","Pará",NA,NA,NA,NA,NA,"US02507440","US02507440_01","Brazilian Amazonia. Santarem, Km 35 da estrada do Palhao, arredores do Acampamento do Igarape Curupira",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2861","2020-09-12 05:00:02-03","US","US","2864858","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"J. Schunke Vigo","3635","1969","11","20","Peru","San Martin",NA,NA,NA,NA,NA,"US02507598",NA,"Dpto. San Martín: Prov. Mariscal Caceres, Dtto: Tocache Nuevo. En bosque alto. Al oeste de la Escuela de Balsa, Probana, margen Izquierda del río Huallaga",NA,NA,NA,"400",NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2862","2020-09-12 05:00:02-03","US","US","3018636","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"D. Araujo, Genise & Regina","22011984",NA,NA,NA,"Brazil","Espírito Santo",NA,NA,NA,NA,NA,"US02507449","US02507449_01","Mun. de Itapemirim, Praia do Pontal, mata de restinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2863","2020-09-12 05:00:02-03","US","US","2622046","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"J. A. Steyermark, F. Delascio, G. C. K. Dunsterville & E. Dunsterville","103641","1970","8","5","Venezuela","Lara",NA,NA,NA,NA,NA,"US02507296",NA,"Distrito Palavecino: bosque tropofilo seco enano, laderas pendientes entre Terepaima y Cabudare, mirando al noroeste",NA,NA,NA,"500","900",NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2864","2020-09-12 05:00:02-03","US","US","3589638","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"W. Diaz & W. Jimenez","482","1991","7","20","Venezuela","Carabobo",NA,"68.217","10.375",NA,NA,"US02507302",NA,"Edo. Carabobo, Municipio Autonomo Mora, Cuenca hidrografica del rio Moron, El dique, Al este de Moron, Bosque de galeria intervenido",NA,NA,NA,NA,"50",NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2865","2020-09-12 05:00:02-03","US","US","701277","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"O. Kuntze","s.n.",NA,NA,NA,"Brazil","Mato Grosso",NA,NA,NA,NA,NA,"US02507401","US02507401_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2866","2020-09-12 05:00:02-03","US","US","2879620","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"F. R. Fosberg","44751","1964","1","25","Ecuador","Colón",NA,NA,NA,NA,NA,"US02507528",NA,"Galapagos Islands. Indefatigable Island. Trail from Academy Bay to Bella Vista (La Fortuna) between the two faults",NA,NA,NA,"40","50",NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2867","2020-09-12 05:00:02-03","US","US","987407","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"H. F. Pittier","7283","1917","7","27","Venezuela",NA,NA,NA,NA,NA,NA,"US02507323",NA,"Lower Catuche wood above Caracas, in light woods, ravines, or savannas",NA,NA,NA,"1000","1200",NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2868","2020-09-12 05:00:02-03","US","US","3147190","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"R. S. Pinheiro","43","1966","2","4","Brazil","Bahia",NA,NA,NA,NA,NA,"US02507495","US02507495_01","Regiao Cacaueira da Bahia. Ba. Rod. Urucuca/Ilheus. Solo arenoso. Seira-mar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2869","2020-09-12 05:00:02-03","US","US","2891968","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"J. Mattos","9636","1961","12","28","Brazil","São Paulo",NA,NA,NA,NA,NA,"US02507522","US02507522_01","Estado de Sao Paulo: Moji - Guacu, perto de Padua Sales, Fazenda Campininha",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2870","2020-09-12 05:00:02-03","US","US","2526087","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"C. Belshaw","3333","1937","8","30","Peru","San Martin",NA,NA,NA,NA,NA,"US02507619",NA,"Department San Martin, District San Martin, Near aviation field 2 km northwest of Tarapoto",NA,NA,NA,"305",NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2871","2020-09-12 05:00:02-03","US","US","1594239","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"F. Dryander","448","1930","7","15","Colombia","Valle del Cauca",NA,NA,NA,NA,NA,"US02507375","US02507375_01","Dep. Valle, Rio Bugala grande",NA,NA,NA,"1100",NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2872","2020-09-12 05:00:02-03","US","US","1390631","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"F. C. Lehmann","7640",NA,NA,NA,"Colombia","Cauca",NA,NA,NA,NA,NA,"US02507377",NA,"Grows in bush formationa in the savannahs around Cali and Quilichao",NA,NA,NA,"1000","1500",NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2873","2020-09-12 05:00:02-03","US","US","2791615","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"R. M. Harley, S. A. Renvoize, C. Erskine, C. Brighton & R. Pinheiro","17547","1974","3","31","Brazil","Bahia",NA,"-38.98","-14.3",NA,NA,"US02507487","US02507487_01","Coastal Zone. Itacare, near the mouth of the Rio de Contas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2874","2020-09-12 05:00:02-03","US","US","3219059","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"S. G. Beck","9310","1983","7","1","Bolivia","La Paz",NA,NA,NA,NA,NA,"US02507578",NA,"Dpto. La Paz, Prov. Nor Yungas, Caranavi, 8 kms. hacia Carrasco",NA,NA,NA,"950",NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2875","2020-09-12 05:00:02-03","US","US","2783529","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"W. Anderson, M. Stieber & J. H. Kirkbride","37046","1972","3","16","Brazil","Bahia",NA,NA,NA,NA,NA,"US02507490","US02507490_01","Planalto do Brasil. Estado de Bahia. Espigao Mestre. Extensive limestone outcrop 6 km S of Cocos, and adjacent pastures",NA,NA,NA,"520",NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2876","2020-09-12 05:00:02-03","US","US","3696191","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"W. Meier & N. Flauger","15669","2008","12","29","Venezuela","Carabobo",NA,"-68.27","10.27",NA,NA,"US01921472",NA,"Limite Distrito Montalban-Distrito Bejuma. Cordillera de la Costa: al norte de Bejuma: al oeste de la carretera Bejuma-Urama.",NA,NA,NA,"950","1100",NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2877","2020-09-12 05:00:02-03","US","US","2453276","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"F. Woytkowski","7886","1963","4","6","Peru","Huanuco",NA,NA,NA,NA,NA,"US02507602","US02507602_01","In forest, Cachicoto",NA,NA,NA,"800",NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2878","2020-09-12 05:00:02-03","US","US","2864860","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"J. Schunke Vigo","2466","1968","3","1","Peru","Loreto",NA,NA,NA,NA,NA,"US02507596","US02507596_01","Dpto. Loreto: Prov. Maynas. En bosque bajo (Purma). Trocha a Pinto Yacu y Raya Cocha, nor oeste de Santa María de Nanay. Distrito Alto Nanay",NA,NA,NA,"130",NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2879","2020-09-12 05:00:02-03","US","US","2864861","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"J. Schunke Vigo","1283","1966","11","28","Peru","Huánuco",NA,NA,NA,NA,NA,"US02507595","US02507595_01","Prov. Pachitea, Dtto. Honoria. En bosque bajo en el camino a Ayamiria. Bosque Nacional de Iparia: Region de bosque seco tropical a lo largo del Rio Pachitea cerca del campamento Miel de Abeja (1 km. arriba del pueblo de Tournavista o unos 20 km. arriba de la confluencia",NA,NA,NA,"300","400",NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2880","2020-09-12 05:00:02-03","US","US","3401830","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"A. Licata, J. Rivero, R. González & A. González","604","1995","10","6","Venezuela","Trujillo",NA,"-70.1625","9.5519",NA,NA,"US02507305","US02507305_01","Edo. Trujillo. Municipio Carache, entre Mesa Potrera y el Paramo de Cende",NA,NA,NA,"2100","2380",NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2881","2020-09-12 05:00:02-03","US","US","2570492","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"G. Eiten & L. T. Eiten","3993","1962","4","4","Brazil","Maranhão",NA,"-45.12","-7.38",NA,NA,"US02507444","US02507444_01","Municipio de Loreto: Ilha de Balsas region, between the Rios Balsas and Paranaiba. Ca. 6 km W of main house of Fazenda Morros, about 35 km. south of Loreto",NA,NA,NA,"300",NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2882","2020-09-12 05:00:02-03","US","US","2141375","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"L. Smith & R. Reitz","6145","1952","3","12","Brazil","Santa Catarina",NA,"-48.48","-27.57",NA,NA,"US02507499","US02507499_01","Mun. Florianopolis: Forest, Morro Itacorubi, Ilha de Santa Catarina",NA,NA,NA,"150",NA,NA,NA,NA,NA,"Rubiales","South America",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2883","2020-09-12 05:00:02-03","US","US","3147198","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"L. A. Mattos Silva & M. Sobral","2162","1987","3","14","Brazil","Bahia",NA,NA,NA,NA,NA,"US02507476","US02507476_01","Regiao Cacaueira da Bahia. Municipio de Ilheus. Fazenda Theobroma, proximo a margem do Rio Santana. Ramal com entrada 2 km antes da Vila do Rio do Engenho",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2884","2020-09-12 05:00:02-03","US","US","1560233","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"J. C. B. Mutis","995","1760",NA,NA,"Colombia",NA,NA,NA,NA,NA,NA,"US02507343",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2885","2020-09-12 05:00:02-03","US","US","3682142","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"R. Vásquez, L. Valenzuela, R. Rivera & J. Mateo M.","35153","2009","2","11","Peru","Pasco",NA,"-75.515","-10.2981",NA,NA,"US02507592",NA,"Oxapampa. Dist. Huancabamba. Parque Nacional Yanachaga- Chemillen, Sector Tunqui (Quebrada Muchuymayo) Bosque ripario con remocion constante",NA,NA,NA,"1923",NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2886","2020-09-12 05:00:02-03","US","US","2047589","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"S. G. Smith","1276","1950","7","26","Colombia","Tolima",NA,NA,NA,NA,NA,"US02507286","US02507286_01","West of Chaparral ca. 2 km.; Cordillera Central. Depto. Tolima",NA,NA,NA,"880",NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2887","2020-09-12 05:00:02-03","US","US","2222935","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"H. Gines","4977","1952","12",NA,"Venezuela","Delta Amacuro",NA,"-60.71","8.41",NA,NA,"US00750100",NA,"Ibaruma",NA,NA,NA,NA,"20",NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2888","2020-09-12 05:00:02-03","US","US","2888651","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"R. B. Foster, W. Foster, H. Brokaw & M. Brokaw","3302","1974","8","17","Peru","Madre de Dios",NA,NA,NA,NA,NA,"US02507594",NA,"Dpto. Madre de Dios, Parque Nacional del Manu. Cocha Cashu, forest in vicinity ox-bow lake of Rio Manu, between Panagua & Tayakome",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2889","2020-09-12 05:00:02-03","US","US","3469937","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","Taylor, C. M.","T. Henkel, M. Chin & L. Williams","5553","1994","7","11","Guyana","Potaro-Siparuni",NA,"-60.2667","4.8",NA,NA,"US00825709",NA,"Pakaraima Mts; Upper Ireng watershed; E slope of Malakwalai-Tipu, downslope from summit",NA,NA,NA,"1100",NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2890","2020-09-12 05:00:02-03","US","US","1357764","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"E. P. Killip & A. C. Smith","22943","1929","5","10","Peru","Ayacucho",NA,NA,NA,NA,NA,"US02507614",NA,"Woody vine; Dept. Ayacucho: Río Apurimac Valley, near Kimpitiriki; edge of dnse forest along beach",NA,NA,NA,"400",NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2891","2020-09-12 05:00:02-03","US","US","1856797","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"E. P. Killip & J. Cuatrecasas","38732","1944","6","3","Colombia","Valle del Cauca",NA,NA,NA,NA,NA,"US02507293",NA,"Estero de Congrejo. El Valle: North shore of Buenaventura Bay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2892","2020-09-12 05:00:02-03","US","US","1124876","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"Bro. Ariste-Joseph","A867","1905",NA,NA,"Colombia","Cundinamarca",NA,NA,NA,NA,NA,"US02507372",NA,"Guaduas [interpreted]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2893","2020-09-12 05:00:02-03","US","US","2961268","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"R. M. Harley, G. L. Bromley, A. M. Carvalho, J. M. Soares Nunes & et al.","22982","1980","6","1","Brazil","Bahia",NA,"-41.28","-11.63",NA,NA,"US02507484","US02507484_01","Estado da Bahia. Morro do Chapeu, ca. 16km. along the Morro do Chapeu to Utinga road, SW of Morro do Chapeu",NA,NA,NA,"980",NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2894","2020-09-12 05:00:02-03","US","US","3700013","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"S. Díaz Píedrahíta","4005","1983","1","27","Colombia","Valle del Cauca",NA,NA,NA,NA,NA,"US02507272",NA,"Departamento del Valle: Municipio de Anserma Nueva, Vereda La Diamantina",NA,NA,NA,"1100",NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2895","2020-09-12 05:00:02-03","US","US","2818270","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"I. L. Wiggins","18512","1964","2","5","Ecuador","Colón",NA,NA,NA,NA,NA,"US02507537",NA,"Isla Santa Cruz, Galapagos Islands. In Transition Zone along Old Trail from Academy Bay toward Bella Vista",NA,NA,NA,"50",NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2896","2020-09-12 05:00:02-03","US","US","3597569","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.","Kirkbride, J. H.","E. Briceño & J. Rosales","16","1989","9","8","Venezuela","Bolívar",NA,"-62.93","7.35",NA,NA,"US00999123",NA,"Localidad Danto Manchado, Region del Embasle de Guri, bajo Caroni",NA,NA,NA,"460",NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2897","2020-09-12 05:00:02-03","US","US","1189664","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"W. E. Broadway","294","1923","1","5","Venezuela",NA,NA,NA,NA,NA,NA,"US02507315",NA,"Vicinity of Cristobal Colon",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2898","2020-09-12 05:00:02-03","US","US","2854958","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"A. Bresolin","145","1971","2","17","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"US02507515","US02507515_01","Siriu, Garopaba",NA,NA,NA,"1","10",NA,NA,NA,NA,"Rubiales","South America",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2899","2020-09-12 05:00:02-03","US","US","1775828","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"H. García Barriga","6447","1938","12","28","Colombia","Valle del Cauca",NA,NA,NA,NA,NA,"US02507361","US02507361_01","Dept. El Valle: Hacienda El Trejo, north of Palmira (Cauca Valley)",NA,NA,NA,"1050",NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2900","2020-09-12 05:00:02-03","US","US","3147188","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"F. Santos & A. Euponino","412","1984","10","2","Brazil","Bahia",NA,"-39.13","-16.38",NA,NA,"US02507481","US02507481_01","Regiao Cacaeira da Bahia. Municipio de Santa Cruz Cabralia. Area de Estacao Ecologica do Pau-Brasil (ESPAB), cerca de 16 km a W de Porto Seguro, Rod. BR 367 (Porto Seguro/ Eunapolis). Regiao de Mata Higrofila Sul Baiana",NA,NA,NA,"40",NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2901","2020-09-12 05:00:02-03","US","US","1707028","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"O. L. Haught","2381","1938","10","22","Colombia","Tolima",NA,NA,NA,NA,NA,"US02507354",NA,"Shrub along Rio Alvarado. Caldar, on Ambalema - Ibague rr. Departamento Tolima",NA,NA,NA,"500",NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2902","2020-09-12 05:00:02-03","US","US","1177890","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"O. Buchtien","2213","1909","6",NA,"Bolivia","Cochabamba",NA,NA,NA,NA,NA,"US02507586",NA,"Region: Tropical. Antahuacana, Espiritu Santo, unos 160 klm al noreste de Cochabamba",NA,NA,NA,"750",NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2903","2020-09-12 05:00:02-03","US","US","1458523","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"G. Klug","4107","1935","4",NA,"Peru","San Martin",NA,NA,NA,NA,NA,"US02507616",NA,"Mt.-forest, Department of San Martín: Chazuta, Río Huallaga; forest",NA,NA,NA,"260",NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2904","2020-09-12 05:00:02-03","US","US","2772908","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"J. Cuatrecasas","15067","1943","8","19","Colombia","Valle del Cauca",NA,NA,NA,NA,NA,"US02507279","US02507279_01","Departamento del Valle. Cordillera Occidental; vertiente occidental: Hoya del Rio Digua, lado izquierdo: Piedra de Moler",NA,NA,NA,"900","1180",NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2905","2020-09-12 05:00:02-03","US","US","533224","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"Herbert H. Smith","839","1898","11",NA,"Colombia",NA,NA,NA,NA,NA,NA,"US02507330","US02507330_01","Santa Marta, United States of Colombia",NA,NA,NA,"610",NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2906","2020-09-12 05:00:02-03","US","US","3191568","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"L. Coradin, G. Silva, J. Vieira, F. Souza & et al.","6077?",NA,NA,NA,"Brazil","Bahia",NA,NA,NA,NA,NA,"US02507483","US02507483_01","Agua Preta - Estrada Alagoinhas - Minas do Mimoso Km 15, Municipio Campo Formoso, Estado Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2907","2020-09-12 05:00:02-03","US","US","1708099","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"O. L. Haught","3380","1942","7","6","Ecuador","Manabí",NA,NA,NA,NA,NA,"US02507557","US02507557_01","Puerto Lopez, about 2 km NE of village. Prov. Manabi",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2908","2020-09-12 05:00:02-03","US","US","3583281","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"J. Betancur & et al.","3027","1991","10","25","Colombia","Risaralda",NA,"-76.22","5.28",NA,NA,"US02507273","US02507273_01","Depto. de Risaralda, municipio de Pueblo Rico, corregimiento de Santa Cecilia. 13 km de la carretera Santa Cecilia - Pueblo Rico. quebrada Pionda, Cordillera Occidental, vertiente occidental, cuenta alta del rio San Juan",NA,NA,NA,"700","900",NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2909","2020-09-12 05:00:02-03","US","US","3041230","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"J. De Jesus","575","1970","11","22","Brazil",NA,NA,NA,NA,NA,NA,"US02507493","US02507493_01","Ba. Estrada Canavieiras Ouricana, margem do Rio Pardo [interpreted]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rubiales","South America",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
"2910","2020-09-12 05:00:02-03","US","US","3371346","PreservedSpecimen","Plantae","Rubiaceae","Chiococca","alba","Chiococca alba","(L.) Hitchc.",NA,"V. Mecenas, F. Leite & E. S. Cardoso","66",NA,NA,NA,"Brazil","Distrito Federal",NA,NA,NA,NA,NA,"US02507402","US02507402_01","Area de Protecao Ambiental (APA) de Cafuringa, Fazenda Pontal",NA,NA,NA,"845",NA,NA,NA,NA,NA,"Rubiales","South America - Neotropics",NA,NA,NA,"Dicotyledonae",NA,"1",NA,NA
