"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","infraspecificEpithet","typeStatus","fieldNumber","individualCount"
"1092","2019-11-01 15:08:34-03","UnB","UB","211283","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Projeto Biodiversidade BP; Melo, MS; Concha, C; Arcela, V","CDFCBE29","2012","08","03","Southern America","Brasil",NA,NA,"Foto (exsicata); Arbusto, 1,6m; Cerrado denso. Solo argiloso, ferro, marrom",NA,"Dicotyledoneae",NA,"Reissek","Proença, CEB","Goiás","Edéia","Fazenda Canadá (CDFCBE)","-50.0556","-17.4045",NA,"450","450","-50.0556","-17.4045",NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA
"1093","2019-11-01 15:08:34-03","UnB","UB","211430","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Projeto Biodiversidade BP; Melo, MS; Concha, C; Arcela, V","CUFCBC32","2012","08","02","Southern America","Brasil",NA,NA,"Árvore, 5m; Campo úmido aberto. Solo úmido, argiloso, marrom",NA,"Dicotyledoneae",NA,"Reissek","Villarroel, D","Goiás","Edéia","Fazenda Canadá (CUFCBC)","-50.0534","-17.4109",NA,"472","472","-50.0534","-17.4109",NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA
"1094","2019-11-01 15:08:34-03","UnB","UB","211531","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Projeto Biodiversidade BP; Proença, CEB; Reis, PA; Concha, C; Mello, TRB; Mendes, VC","IRFCBH22","2012","08","15","Southern America","Brasil",NA,NA,"Árvore, 5m; Ilha rochosa no meio da vereda. Solo de canga sobre rocha",NA,"Dicotyledoneae",NA,"Reissek","Faria, JEQ","Goiás","Edéia","(IRFCBH)","-50.0848","-17.6874",NA,"487","487","-50.0848","-17.6874",NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA
"1095","2019-11-01 15:08:34-03","UnB","UB","211554","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Projeto Biodiversidade BP; Proença, CEB; Reis, PA; Concha, C; Mello, TRB; Mendes, VC","MCFPAA9","2012","08","16","Southern America","Brasil",NA,NA,"Mata seca próximo à mata ciliar. Latossolo pedregoso",NA,"Dicotyledoneae",NA,"Reissek","Faria, JEQ","Goiás","Edéia","Rio dos Bois, Fazenda Tupi (MCFPAA)","-50.1004","-17.7861",NA,"490","490","-50.1004","-17.7861",NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA
"1096","2019-11-01 15:08:34-03","UnB","UB","211572","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Projeto Biodiversidade BP; Proença, CEB; Reis, PA; Concha, C; Mello, TRB; Mendes, VC","MCFPAA27","2012","08","16","Southern America","Brasil",NA,NA,"Juvenil; Mata seca próximo à mata ciliar. Latossolo pedregoso",NA,"Dicotyledoneae",NA,"Reissek","Faria, JEQ","Goiás","Edéia","Rio dos Bois, Fazenda Tupi (MCFPAA)","-50.1004","-17.7861",NA,"490","490","-50.1004","-17.7861",NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA
"1097","2019-11-01 15:08:34-03","UnB","UB","211603","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Projeto Biodiversidade BP; Proença, CEB; Reis, PA; Concha, C; Mello, TRB; Mendes, VC","MCFPAA110","2012","08","16","Southern America","Brasil",NA,NA,"Árvore; Mata seca próximo à mata ciliar. Latossolo pedregoso",NA,"Dicotyledoneae",NA,"Reissek",NA,"Goiás","Edéia","Rio dos Bois, Fazenda Tupi (MCFPAA)","-50.1004","-17.7861",NA,"490","490","-50.1004","-17.7861",NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA
"1098","2019-11-01 15:08:34-03","UnB","UB","211768","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Projeto Biodiversidade BP; Faria, JEQ; Melo, MS; Concha, C; Arcela, V; Harris, SA","MSFCBA31","2012","07","30","Southern America","Brasil",NA,NA,"Arbusto, 1,1m; Mata seca. Solo argiloso, marrom com pequenas rochas",NA,"Dicotyledoneae",NA,"Reissek","Proença, CEB","Goiás","Edéia","Fazenda Canadá (MSFCBA)","-50.0534","-17.405",NA,"454","454","-50.0534","-17.405",NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA
"1099","2019-11-01 15:08:34-03","UnB","UB","211834","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Projeto Biodiversidade BP; Melo, MS; Concha, C; Arcela, V","MSFCBB27","2012","08","01","Southern America","Brasil",NA,NA,"Arbusto, 0,4m; Mata seca. Solo argiloso escuro, pedregoso",NA,"Dicotyledoneae",NA,"Reissek","Proença, CEB","Goiás","Edéia","Fazenda Canadá (MSFCBB)","-50.0532","-17.4044",NA,"498","498","-50.0532","-17.4044",NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA
"1100","2019-11-01 15:08:34-03","UnB","UB","211863","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Projeto Biodiversidade BP; Faria, JEQ; Rosa, PO; Izetti, C; Mendes, VC; Oku, W","MSFPAB7","2012","08","16","Southern America","Brasil",NA,NA,"Subarbusto, 0,3m; Mata seca. Solo argiloso, marrom com pequenas rochas",NA,"Dicotyledoneae",NA,"Reissek","Proença, CEB","Goiás","Edéia","Fazenda Tupi (MSFPAB)","-50.0804","-17.6872",NA,"461","461","-50.0804","-17.6872",NA,NA,"2013",NA,NA,NA,NA,NA,NA,NA,NA
"1101","2019-11-01 15:08:34-03","UnB","UB","212184","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Projeto Biodiversidade BP; Amaral, AG; Concha, C; Marshall, C; Villaroel, D; Souza, ENF; Hawthorne, W","RE223","2012","09","22","Southern America","Brasil",NA,NA,"Mata seca semidecídua. Solo orgânico úmido, arenoso e argiloso, serrapilheira, vermelho",NA,"Dicotyledoneae",NA,"Reissek","Amaral, AG","Goiás","Edéia","Fazenda Canadá - Casa Base (REMSFC01)","-50.0927","-17.6803",NA,"498","498","-50.0927","-17.6803",NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA
"1102","2019-11-01 15:08:34-03","UnB","UB","212679","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Projeto Biodiversidade BP; Faria, JEQ; Zanatta, MRV; Castro, BM","RE743","2012","10","05","Southern America","Brasil",NA,NA,"Foto (exsicata); Arbusto, 1m; Cerrado sensu stricto. Solo argiloso, marrom, com canga",NA,"Dicotyledoneae",NA,"Reissek","Proença, CEB","Goiás","Edéia","Fazenda Tropical (CSFTAA)","-50.1303","-17.6633",NA,"482","482","-50.1303","-17.6633",NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA
"1103","2019-11-01 15:08:34-03","UnB","UB","211994","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Projeto Biodiversidade BP; Amaral, AG; Concha, C; Marshall, C; Villaroel, D; Souza, ENF; Hawthorne, W","RE19","2012","09","19","Southern America","Brasil",NA,NA,"Mata de galeria/Mata seca. Solo arenoso",NA,"Dicotyledoneae",NA,"Reissek","Villarroel, D","Goiás","Edéia","Fazenda Barra Funda (REMG01)","-49.4217","-17.6745",NA,"549","549","-49.4217","-17.6745",NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA
"1104","2019-11-01 15:08:34-03","UnB","UB","29485","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Paula, JE","3207","1989","05","24","Southern America","Brasil",NA,NA,"Árvore 4m. Pouco ramosa; folha coriácea.; Mata de terra firme",NA,"Dicotyledoneae",NA,"Reissek","Paula, JE","Mato Grosso do Sul","Corumbá","Corumbá, Passo da Lontra","-57.65","-19.016667",NA,NA,NA,"-57.65","-19.016667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1105","2019-11-01 15:08:34-03","UnB","UB","29487","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Ratter, JA","2235","1972","08","26","Southern America","Brasil",NA,NA,"Sapling on the floor; Semideciduous seasonal forest",NA,"Dicotyledoneae",NA,"Reissek",NA,"Mato Grosso","Vale dos Sonhos","80 Km N de Barra do Garças para Xavantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1106","2019-11-01 15:08:34-03","UnB","UB","29489","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Ratter, JA","4019","1976","12","12","Southern America","Brasil",NA,NA,"Shrub 2-3m.; Cerradão on mesotrophic soil",NA,"Dicotyledoneae",NA,"Reissek",NA,"Goiás","Padre Bernardo","Padre Bernardo, Fazenda Lagoa Santa","-48.583333","-15.5",NA,NA,NA,"-48.583333","-15.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1107","2019-11-01 15:08:34-03","UnB","UB","29490","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Proença, CEB","1046","1993","11","14","Southern America","Brasil",NA,NA,"Árvore 3m. Frutos verdes, elípticos.; Mata de galeria",NA,"Dicotyledoneae",NA,"Reissek","Proença, CEB","Goiás",NA,"Entre Caiapônia e Jataí, 40 Km de Jataí",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1993",NA,NA,NA,NA,NA,NA,NA,NA
"1108","2019-11-01 15:08:34-03","UnB","UB","29491","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Conceição, AC","2471","1989","02","05","Southern America","Brasil",NA,NA,"Arbusto 2-2,5m.; Interior da mata",NA,"Dicotyledoneae",NA,"Reissek","Lima, R","Mato Grosso do Sul","Miranda","Miranda, Passo da Lontra","-56.366667","-20.233333",NA,NA,NA,"-56.366667","-20.233333",NA,NA,"1998","07","23",NA,NA,NA,NA,NA,NA
"1109","2019-11-01 15:08:34-03","UnB","UB","29492","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Prance, GT","59488","1964","10","19","Southern America","Brasil",NA,NA,"Tree 10m. Flowers green.",NA,"Dicotyledoneae",NA,"Reissek","Lima, R","Goiás",NA,"20 Km S de Caiapônia, road to Jatái",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1998","07","23",NA,NA,NA,NA,NA,NA
"1110","2019-11-01 15:08:34-03","UnB","UB","29493","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Hatschbach, G","63741","1995","10","22","Southern America","Brasil",NA,NA,"Árvore. Flor creme.; Mata de galeria",NA,"Dicotyledoneae",NA,"Reissek","Hatschbach, G","Mato Grosso","Nobres","Nobres, MT-201, Km 7-10","-56.333333","-14.733333",NA,NA,NA,"-56.333333","-14.733333",NA,NA,"1996",NA,NA,NA,NA,NA,NA,NA,NA
"1111","2019-11-01 15:08:34-03","UnB","UB","29494","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","U.M.R","561","1991","10","20","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"Reissek","Rossi, L","Mato Grosso do Sul","Corumbá","Corumbá, Campo próximo a Base de Pesquisa","-57.65","-19.016667",NA,NA,NA,"-57.65","-19.016667",NA,NA,"1992","02","25",NA,NA,NA,NA,NA,NA
"1112","2019-11-01 15:08:34-03","UnB","UB","29495","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Kirkbride Junior, JH","5111","1982","11","24","Southern America","Brasil",NA,NA,"Árvore 9m. Frutos verdes.; Cerradão",NA,"Dicotyledoneae",NA,"Reissek","Walter, BMT","Goiás","Padre Bernardo","Padre Bernardo, Fazenda Lagoa Santa","-48.35","-15.2",NA,NA,NA,"-48.35","-15.2",NA,NA,"2002","07",NA,NA,NA,NA,NA,NA,NA
"1113","2019-11-01 15:08:34-03","UnB","UB","29496","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Haridasan, M","MH160","1983","04","06","Southern America","Brasil",NA,NA,"Cerradão mesotrófico",NA,"Dicotyledoneae",NA,"Reissek","Lima, R","Goiás","Padre Bernardo","Padre Bernardo, Fazenda Lagoa Santa","-48.35","-15.2",NA,NA,NA,"-48.35","-15.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1114","2019-11-01 15:08:34-03","UnB","UB","29497","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Irwin, HS","10432","1965","11","17","Southern America","Brasil",NA,NA,"Tree 4m. Corolla yellow-green, spotted brown.; Cerrado and gallery",NA,"Dicotyledoneae",NA,"Reissek","Lima, R",NA,NA,"Ca. 12km E of Cabeceiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1984","06","07",NA,NA,NA,NA,NA,NA
"1115","2019-11-01 15:08:34-03","UnB","UB","29498","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Irwin, HS","34978","1972","01","24","Southern America","Brasil",NA,NA,"Tree 4m. Fruit green.; Gallery. Cerrado and adjacent gallery forest",NA,"Dicotyledoneae",NA,"Reissek","Kallunki, J",NA,NA,"Ca. 11km S of Niquelândia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1976",NA,NA,NA,NA,NA,NA,NA,NA
"1116","2019-11-01 15:08:34-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Villarroel, D; Martinez, MT; Alemán, L; Miranda, D","2779","2013","10","11","Southern America","Bolivia",NA,NA,NA,NA,"Dicotyledoneae",NA,"Reissek","Villarroel, D","Santa Cruz","Prov. Warnes","Región de Colpa Bélgica. Zona de llanura ondulante, con suelos arenosos y arcillosos, vegetación de bosques chiquitano húmedo en los valles, y zonas con sabanas abiertas hasta arboladas.","-63.273056","-17.576722",NA,"350","350","-63.273056","-17.576722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1117","2019-11-01 15:08:34-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Gomes, MS","IFN-245721.1","2017","06","28","Southern America","Brasil",NA,NA,"Avaliação da regeneração natural. Conglomerado PI-245. Subunidade 1. Subparcela 1. Indivíduo 1; Arbusto","UB0128110","Dicotyledoneae",NA,"Reissek","Faria, JEQ","Piauí","Marcos Parente",NA,"-43.919722","-7.2","UB0128110",NA,NA,"-43.919722","-7.2",NA,NA,"2017","08","08",NA,NA,NA,NA,NA,NA
"1118","2021-03-16 09:44:22-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Faria, JEQ","10701","2020","10","22","Southern America","Brasil",NA,NA,"Arvoreta ca. 3 m de altura, botões florais verdes, flores cremes esverdeadas; Cerrado sensu stricto",NA,"Dicotyledoneae",NA,"Reissek","Faria, JEQ","Goiás","Alto Horizonte","Região da Sururuca, fazenda Cajás, proprietário sr. Jair Eustáquio","-49.295556","-14.196389",NA,"385","385","-49.295556","-14.196389",NA,NA,"2020","10",NA,NA,NA,NA,NA,NA,NA
"1119","2019-11-01 15:08:34-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Barbosa, RAA","IFN-5731051.1","2017","07","22","Southern America","Brasil",NA,NA,"Inventário Florestal Nacional (IFN). Conglomerado-MA_573. Subunidade 1. Subparcela 1. Indivíduo 1. F6-Medições na subunidade completa; Árvore com 6,0 metros de altura e DAP de 6,3 cm. Base reta. Casca externa do caule de cor acinzentad","UB0126238","Dicotyledoneae",NA,"Reissek","Faria, JEQ","Maranhão","Buriti Bravo",NA,"-43.92","-5.940003","UB0126238",NA,NA,"-43.92","-5.940003",NA,NA,"2018","01","24",NA,NA,NA,NA,NA,NA
"1120","2019-11-01 15:08:34-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Projeto Biodiversidade BP; Faria, JEQ; Romão, DR; Moreira, ALC","PAMG46","2013","06","01","Southern America","Brasil",NA,NA,"Arvoreta, 1.5 metros; Mata de galeria perturbada, próximo ao Rio, relevo acidentado, solo arenoso-argiloso, cinza, com poucas rochas",NA,"Dicotyledoneae",NA,"Reissek",NA,"Goiás","Paraúna","Ponte de Pedra","-50.835833","-17.176944",NA,NA,NA,"-50.835833","-17.176944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1121","2019-11-01 15:08:34-03","UnB","UB","166297","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Belém, RP; Pinheiro, RS","2863","1966","11","10","Southern America","Brasil",NA,NA,"Árvore 15m. Flores esverdeadas.; Plantação de cacau",NA,"Dicotyledoneae",NA,"Reissek","Lima, R","Bahia","Itapebi",NA,"-39.5339012145996","-15.9507999420166",NA,NA,NA,NA,NA,"43726","auto","1984","09","21",NA,NA,NA,NA,NA,NA
"1122","2019-11-01 15:08:34-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Heringer, EP; et al.","5660A","1980","11","06","Southern America","Brasil",NA,NA,"Árvore 5m. Folhas discretamente pilosas. Frutos jovens cor verde; Solo escuro com cascalho, sob mata",NA,"Dicotyledoneae",NA,"Reissek","Nascimento, EA","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,"70570","auto","1980",NA,NA,NA,NA,NA,NA,NA,NA
"1123","2019-11-01 15:08:34-03","UnB","UB","216599","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Kuhlmann, MP","184","2013","02","28","Southern America","Brasil",NA,NA,"Foto em www.frutosatrativosdocerrado.bio.br; Árvore 7m; frutos maduros cor negra; 1 semente p/fruto; zoocórico.; Borda de Mata de Galeria",NA,"Dicotyledoneae",NA,"Reissek","Kuhlmann, MP","Distrito Federal","Brasília","Parque Nacional de Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,"70570","auto","2013","02","28",NA,NA,NA,NA,NA,NA
"1124","2019-11-01 15:08:34-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Dias, AFV; Equipe 1","54","2016","03","17","Southern America","Brasil",NA,NA,"P4 L1; Árvore 6m; Cerradão",NA,"Dicotyledoneae",NA,"Reissek",NA,"Goiás","Nova Iguaçu de Goiás",NA,"-49.3875007629395","-14.2877998352051",NA,NA,NA,NA,NA,"28856","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1125","2019-11-01 15:08:34-03","UnB","UB","15517","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Rocha, DMS","S1P1s.n.","2000","03","22","Southern America","Brasil",NA,NA,"Código fitossociológico 10.; Mata de galeria.",NA,"Dicotyledoneae",NA,"Reissek","Rocha, DMS","Goiás","Santa Rita do Araguaia","Margem direita do Rio Babilônia, próximo à ponte","-53.2052993774414","-17.3255996704102",NA,NA,NA,NA,NA,"61711","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA
"1126","2019-11-01 15:08:34-03","UnB","UB","15502","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Rocha, DMS","S1P1s.n.","2000","03","22","Southern America","Brasil",NA,NA,"Código fitossociológico 36.; Mata de galeria.",NA,"Dicotyledoneae",NA,"Reissek","Rocha, DMS","Goiás","Santa Rita do Araguaia","Margem direita do Rio Babilônia, próximo à ponte","-53.2052993774414","-17.3255996704102",NA,NA,NA,NA,NA,"61711","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA
"1127","2019-11-01 15:08:34-03","UnB","UB","166296","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Jesus, JO","90","1963","12","26","Southern America","Brasil",NA,NA,"Arbusto 1m. Frutos verdes.; Mata ciliar",NA,"Dicotyledoneae",NA,"Reissek",NA,"Minas Gerais","Coração de Jesus",NA,"-44.3650016784668","-16.6853008270264",NA,NA,NA,NA,NA,"49842","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1128","2019-11-01 15:08:34-03","UnB","UB","166293","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Mendes, S; Amorim, EH; Nakajima, JN; Arruda, R","6","2002","05","17","Southern America","Brasil",NA,NA,"Arbóreo 3m. Frutos verdes.; Borda da mata",NA,"Dicotyledoneae",NA,"Reissek",NA,"Minas Gerais","Perdizes","Estrada para Mata da Zilda, Estação Ambiental Galheiro","-47.2928009033203","-19.3528003692627",NA,NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1129","2019-11-01 15:08:34-03","UnB","UB","166295","PreservedSpecimen","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Silva, AF","175","1985","11","07","Southern America","Brasil",NA,NA,"Arbusto 4m. Flores creme.",NA,"Dicotyledoneae",NA,"Reissek",NA,"São Paulo","Pereira Barreto","Fazenda Lagoinha 2, Fazenda da Lagoinha","-51.0999984741211","-20.6299991607666",NA,NA,NA,NA,NA,"36734","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1130","2019-05-06 12:01:58-03","UFU","HUFU","46524","S","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Damasceno-Júnior, G.A.; Nakajima, J.N.; Romero, R. & Pott, V.J.","3023","2001","11","23",NA,"Brasil",NA,NA,"Árvore, ca. 8 m. Fruto verde.; Mata de galeria.Solo arenoso. Relevo - Morro.","HUFU00021903",NA,NA,"Reissek","Damasceno-Júnior.","Mato Grosso do Sul","Corumbá","Córrego Chapada, Tatú Canastra. Morraria do Acurizal.","-57.583333","-17.851111","HUFU00021903","90","90","-57.583333","-17.851111",NA,NA,"2001","11","23",NA,NA,NA,NA,NA,NA
"1131","2019-05-06 12:01:58-03","UFU","HUFU","56099","S","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Parcelas Permanentes em Floresta Estacional Semidecidual - PPFES","632","2009","01",NA,NA,"Brasil",NA,NA,"Árvore, ca. 4 m.; Floresta estacional semidecidua.","HUFU00021864",NA,NA,"Reissek",NA,"Minas Gerais","Uberlândia","Fazenda São Pedro - Itaú","-47.515278","-18.930833","HUFU00021864",NA,NA,"-47.515278","-18.930833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1132","2019-05-06 12:01:58-03","UFU","HUFU","54649","S","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Siqueira, A.S.; Cardoso, E.; Netto, C.R.B.; Silva-Neto, E.N.; Rodrigues, E.B.; et al.","1120","2008","10","26",NA,"Brasil",NA,NA,"Árvore ca. de 7 m. Botões florais.","HUFU00021861",NA,NA,"Reissek",NA,"Goiás",NA,"Serra do Facão",NA,NA,"HUFU00021861",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1133","2019-05-06 12:01:58-03","UFU","HUFU","54808","S","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Siqueira, A.S.; Cardoso, E.; Netto, C.R.B.; Silva-Neto, E.N.; Rodrigues, E.B.; et al.","976","2008","04","12",NA,"Brasil",NA,NA,"Árvore 8 m. Frutos verdes arredondados.","HUFU00021862",NA,NA,"Reissek",NA,"Goiás",NA,"Serra do Facão",NA,NA,"HUFU00021862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1134","2019-05-06 12:01:58-03","UFU","HUFU","48880","S","Plantae","Rhamnaceae","Rhamnidium","elaeocarpum","Rhamnidium elaeocarpum","Rosa, P.O.; Gusson, A.E. & Araújo, G.M.","885","2007","09","17",NA,"Brasil",NA,NA,"Árvore, ca. 8 m. Botão floral e cálice verde, filetes creme.; Mata decidua.","HUFU00021879",NA,NA,"Reissek",NA,"Minas Gerais","Araguari","Capim Branco I","-48.187198638916","-18.6471996307373","HUFU00021879",NA,NA,NA,NA,"58653","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
