"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","individualCount","fieldNumber"
"11","2020-02-08 10:01:00-03","NBC","NL-BOTANY","U.1378134","PreservedSpecimen","Plantae",NA,"Malvales","Tiliaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.",NA,"Vogl C",NA,"1931","12","01","Southern America","Venezuela",NA,NA,"in vicinitate urbis Maracay.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1378134 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1378134","NL-U1378134",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA
"12","2020-02-08 10:01:00-03","NBC","NL-BOTANY","U.1378135","PreservedSpecimen","Plantae",NA,"Malvales","Tiliaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.",NA,"Vogl C",NA,"1931","01","01","Southern America","Venezuela",NA,NA,"in vicinitate urbis Maracay.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1378135 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1378135","NL-U1378135",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA
"13","2020-02-08 10:01:00-03","NBC","NL-BOTANY","U.1378136","PreservedSpecimen","Plantae",NA,"Malvales","Tiliaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.",NA,"Cuatrecasas J; Schultes RE; Smith E",NA,"1941","10","13","Southern America","Colombia",NA,NA,"Cordillera Oriental, Departamento Norte de Santander; región del Sarare. Hoya del Rio Chitaga, sobre La Cabuya.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1378136 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1378136","NL-U1378136",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA
"14","2020-02-08 10:01:00-03","NBC","NL-BOTANY","WAG.1856603","PreservedSpecimen","Plantae",NA,"Malvales","Tiliaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.",NA,"Hutchison PC; Idrobo JM",NA,"1963","11","16","Southern America","Colombia",NA,NA,"Native forest of Finca Kyburz, eastern slope above the Bitaco River, Bitaco valley 1 km above and east of Bitaco, Pacific slope of the western cordillera. Department Valle del Cauca.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1856603 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1856603","NL-WAG1856603",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA
"15","2019-11-21 14:39:11-03","UFJF","CESJ","41378","PreservedSpecimen","Plantae","Angiosperma",NA,"Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.","M. Bovini","F.R.G. Salimena; C.N. Matozinhos; K. Antunes; A.S.M. Valente; L.C.S. Assis; A.J. Fernandes Júnio","1223","2004","02","23","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Fazenda da Tiririca, entre Rio Preto e Olaria. 21º58'53S, 43º56'08W.","-43.8278007507324","-22.0891990661621",NA,NA,NA,"Arbusto, ca. 0,5m alt., flores amarelas, no interior da mata, na subida para o campo rupestre.","CESJ041378",NA,"20815","auto","2004",NA,NA,NA,NA,NA,NA,NA
"16","2020-04-22 16:21:45-03","UFPB","JPB","48325","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.","Amorim, BS","Amorim, BS; Araújo, D; Maciel, JR; Araújo, C; Chagas, MA","1116","2011","10","06","Southern America","Brasil","Pernambuco","Paudalho","Centro de Instrução Marechal Newton Cavalcanti, (CMNIC). Borda da mata.","-35.103056","-7.824722","160","160",NA,"; HABITAT: Floresta Atlântica; DESC: Arbusto 1,7m alt., flores amarelas, frutos verdes","JPB0048325",NA,NA,NA,"2011","10",NA,"-35.103056","-7.824722",NA,NA,NA
"17","2020-04-22 16:21:45-03","UFPB","JPB","53794","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.","Miranda, AM","Miranda, AM; Grillo, M; Bezerra, I","597","1992","08","06","Southern America","Brasil","Pernambuco","Condado",NA,"-35.1058006286621","-7.5858302116394",NA,NA,NA,"; DESC: Arbusto ca. 1m alt.; flores amarelas; frutos imaturos.","JPB0053794",NA,"9495","auto","2010","07","22",NA,NA,NA,NA,NA
"18","2019-01-17 11:26:29-02","PUCRS","MPUC","10413","S","Plantae",NA,"Malvales","Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.","N.I. Matzenbacher",NA,NA,"1988","05","22","South America","Brasil","SC","Concórdia","Estreito","-52.0277778","-27.2344444",NA,NA,NA,NA,NA,NA,NA,NA,"1992","01","01","-52.0277778000","-27.2344444000","Magnoliopsida","1",NA
"19","2020-11-05 15:23:43-03","PUCRS","MPUC","10412","S","Plantae",NA,"Malvales","Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.","Equipe do Projeto",NA,NA,"1989","05","22","South America","Brasil","RS","Pirapó","foz do Rio Ijuí Mirim","-55.1988889","-28.0447222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-55.1988889000","-28.0447222000","Magnoliopsida","1",NA
"20","2019-01-17 11:26:29-02","PUCRS","MPUC","10411","S","Plantae",NA,"Malvales","Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.","Equipe do Projeto",NA,NA,"1989","06","23","South America","Argentina","Misiones","Concepcion de La Sierra",".","-54.4261111","-26.8827778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-54.4261111000","-26.8827778000","Magnoliopsida","1",NA
"21","2019-01-17 11:26:29-02","PUCRS","MPUC","7676","S","Plantae",NA,"Malvales","Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.","N.I. Matzenbacher",NA,NA,"1988","05","24","South America","Brasil","SC","Concórdia","Estreito","-52.0277778","-27.2344444",NA,NA,NA,NA,NA,NA,NA,NA,"2000","01","01","-52.0277778000","-27.2344444000","Magnoliopsida","1",NA
"22","2019-01-17 11:26:29-02","PUCRS","MPUC","18535","S","Plantae",NA,"Malvales","Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.","E. Kirch",NA,NA,"1974","05","26","South America","Brasil","RS","Canoas","Bairro Berto Círio","-51.1836111","-29.9180556",NA,NA,NA,NA,NA,NA,NA,NA,"1974","01","01","-51.1836111000","-29.9180556000","Magnoliopsida","1",NA
"23","2021-03-16 17:53:37-03","UCS","HUCS","18667","PreservedSpecimen","Plantae","Angiospermae","Malvales","Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.","Senna, R.M.","Mansan, V.","335","2000","03","29",NA,"Brasil","Rio Grande do Sul","Machadinho","balsa para Capinzal","-51.6678009033203","-27.5669002532959",NA,NA,NA,"Herbário HAS 36998",NA,NA,"14933","auto",NA,NA,NA,NA,NA,NA,NA,NA
"24","2015-09-25 02:19:11-03","MNHN","RECOLNAT_MNHN_P","P00604297","PreservedSpecimen",NA,NA,NA,"Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.","Ko Ko Lay","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Rio de Janeiro",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00604297' target='other'> <mi>dwc_moreinfo</mi></a>","P00604297","P00604297_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A1 156"
"25","2008-05-27 22:02:00-03","MO","MOBOT","182803","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.","L.J. Dorr (NY)","A.S. Barfod","Barfod 41385","1983","1","13","South America","Ecuador","Carchi",NA,"Along trail from Chical to Quinyul. Hedgerows and disturbed vegetation.","-78.21666","1.03333","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-05-25 09:58:00-03","MO","MOBOT","2362608","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.","L.J. Dorr (US)","John L. Clark","Clark 7902","2003","5","10","South America","Ecuador","Chimborazo","Alausí","Parroquia: Huigra. Headwaters of Sigsig Pamba; Quebrada Huigra Viejo. Remnant patch of forest east (2 air-km) of the town of Huigra. Cloud forest.","-79","-3.2833333","1900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"27","2009-10-24 10:42:00-02","MO","MOBOT","2430061","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.","Saunders, J. G.","Fernando O. Zuloaga|Diego Giraldo-Cañas|F. Biganzoli","Zuloaga 6680","1998","3","26","South America","Argentina","Misiones","Guaraní","Parque Provincial Moconá, picada detrás de la casa del guardaparque","-53.88333","-27.15","310.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2018-05-17 05:29:00-03","MO","MOBOT","2396151","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.","Saunders, J. G.","María E. Múlgura|Sandra S. Aliscioni|Manuel J. Belgrano|M.A. Romero","Múlgura 3165","2002","3","9","South America","Argentina","Misiones","San Pedro","Parque Provincial Moconá, sendero detrás de la vivienda de los guardaparques","-53.88333","-27.15","180.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2009-07-01 16:15:00-03","MO","MOBOT","3040272","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.",NA,"Anonymous","Anonymous 795","1940","8","3","South America","Colombia",NA,NA,"Machupijchu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-08-31 09:51:00-03","MO","MOBOT","101217147","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.","L.J. Dorr (NY)","Laurence J. Dorr|Iván A. Valdespino","Dorr 6499","1989","7","6","South America","Ecuador","Loja","Puyango","Valley of the Río Puyanga, small quebrada c. 20 km SE of Balsas (El Oro). Dry slopes with Bombacaceae and Cochlospermaceae.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"31","2008-05-27 22:02:00-03","MO","MOBOT","1113165","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.","W. Meijer","Calaway H. Dodson|P.M. Dodson","Dodson 12904","1982","3","2","South America","Ecuador","Guayas","Daule","Capeira, km 21 Guayaquil to Daule, Tropical Dry Forest.","-79.963","-2.0195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2008-05-27 22:02:00-03","MO","MOBOT","1113177","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.","W. Meijer","Clarence D. Johnson","Johnson 3245-84","1984","6","24","South America","Ecuador",NA,NA,"Quevedo, 58 km West. 500 feet alt.",NA,NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2009-09-03 16:34:00-03","MO","MOBOT","1113191","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.",NA,"Calaway H. Dodson|P.M. Dodson|W. Clendenin|P. Clendenin","Dodson 11038","1981","5","21","South America","Ecuador","Guayas",NA,"Capeira, 23 1/2 km N of Guayaquil on road to Daule.","-79.983056","-1.980833","150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","124"
"34","2009-08-25 05:42:00-03","MO","MOBOT","1113195","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.",NA,"Calaway H. Dodson|P.M. Dodson","Dodson 11366","1981","9","18","South America","Ecuador",NA,NA,"Capeira. Km 21 on the Guayaquil to Daule road. Tropical Dry Forest. El Matapalo on western slope along creek bed with occasional pockets of standing water.",NA,NA,"70.00000000","120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"185"
"35","2008-05-27 22:02:00-03","MO","MOBOT","1113196","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.","W. Meijer","Calaway H. Dodson|Alwyn H. Gentry","Dodson 12465","1982","2","15","South America","Ecuador","Guayas","Guayaquil","Capeira, km 21, Guayaquil to Daule. Tropical dry forest.","-79.96666","-2","20.00000000","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2009-07-31 06:57:00-03","MO","MOBOT","1113197","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.","W. Meijer","Calaway H. Dodson|Alwyn H. Gentry","Dodson 10167","1980","4","2","South America","Ecuador","Cotopaxi",NA,"3 km E of Macuchi on Quevedo-Latacunga road.","-79.037","-0.933","1800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"41"
"37","2008-05-27 22:02:00-03","MO","MOBOT","1113199","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.",NA,"Calaway H. Dodson|Alvin Embree","Dodson 13139","1982","7","1","South America","Ecuador","Guayas","Guayaquil","Capeira, Km 21 Guayaquil-Daule. Along El Matapalo Creek.","-79.963","-2.0195","150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2009-08-25 05:42:00-03","MO","MOBOT","1113200","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.",NA,"Calaway H. Dodson|P.M. Dodson","Dodson 11430","1981","9","20","South America","Ecuador",NA,NA,"Capeira. Km 21 on the Guayaquil to Daule road. Tropical Dry Forest.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"136"
"39","2013-07-28 05:59:00-03","MO","MOBOT","1113201","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.",NA,"Gunnar Wilhelm Harling","Harling 1522","1947","7","11","South America","Ecuador","Loja",NA,"Grassy hill.",NA,NA,"2200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2008-05-27 22:02:00-03","MO","MOBOT","1113202","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.","J.J. Wurdack","Wendell H. Camp","Camp E-3283","1945","5","19","South America","Ecuador","Chimborazo",NA,"Cañon of the Río Chanchan, about 5 km north of Huigra, 5000-6500 feet. (Moist forested valleys in the afternoon fogbelt.)",NA,NA,"1525.00000000","1980.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2008-05-27 22:02:00-03","MO","MOBOT","1487518","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.","Wm. Meyer","Alwyn H. Gentry|et al.","Gentry 30637A","1981","3","13","South America","Peru","Loreto","Requena","Quistacocha, 12 km SW of Iquitos, mature and disturbed forest.","-73.33333","-3.75","140.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","2028"
"42","2013-06-24 08:54:00-03","MO","MOBOT","1751905","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.","L. J Dorr (US)","Carlos E. Cerón|Myriam Reyna|Germán Toasa|Maximo Reyes","Cerón Martínez 20373","1992","9","26","South America","Ecuador","Guayas","Naranjal","Reserva Ecológica Manglares-Churute. Parroquia Taura. Bosque Muy Seco Tropical. Cerro Mate. Bosque Seco. Ligero Alterado. Topografíca Colinada.","-79.66666","-2.45","100.00000000","350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","97"
"43","2018-09-26 04:37:00-03","MO","MOBOT","1789539","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.","D. Sanchez (MEDEL)","Dario A. Sánchez S.|L.E. Eusse","Sánchez S. 1632","1991","11","10","South America","Colombia","Antioquia","Támesis","Vereda Río Claro.","-75.88333","5.66666","1350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2008-05-27 22:02:00-03","MO","MOBOT","180974","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.","W. Meijer","Vlastimil Zak","Zak 1493","1986","12","24","South America","Ecuador","Pichincha",NA,"Carretera Quito-Aloag-Sto. Domingo de los Colorados, km 94, a 10 km al S de la carretera en la loma de San Nicolas. Estribaciones occidentales del Volcán El Corazón. Colecciones en bosque nublado, poco intervenido.","-78.85","-0.35","1300.00000000","1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20","53"
"45","2008-05-27 22:02:00-03","MO","MOBOT","181134","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.","W. Meijer (KY)","Abundio Sagástegui A.|et al.","Sagástegui Alva 10894","1983","6","29","South America","Peru","Cajamarca","Contumazá","El Molino (Cascas - Contumazá).","-79.33333","-6.4","1800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3","367"
"46","2015-03-26 07:25:00-03","MO","MOBOT","181317","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.","L.J. Dorr (US)","Galo A. Tipaz|Jorge Zuleta|Consuegra, Lorenzo","Tipaz 889","1992","5","6","South America","Ecuador","Guayas","Guayaquil","Bosque Protector Cerro Blanco. Carretera Guayaquil-Salinas, Km 15. Suelo formado de roca caliza.","-79.8333333","-2.1666667","100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","92-10"
"47","2008-05-27 22:02:00-03","MO","MOBOT","181346","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.","L.J. Dorr (US)","Thomas B. Croat","Croat 73659","1992","4","7","South America","Ecuador","Cotopaxi","Pujilí","Along road between El Corazón and Angamarca, along side road to Yasaucho, 0.3-0.4 km off of main road, 3.1 km above main square in El Corazón.","-79.05","-1.13333","1780.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","214"
"48","2008-05-27 22:02:00-03","MO","MOBOT","181353","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.","A.H. Gentry","Alwyn H. Gentry|Calaway H. Dodson|Elsa M. Zardini","Gentry 54774","1986","7","13","South America","Ecuador","Guayas",NA,"Capeira, 22 km N of Guayaquil on road to Daule. Dry disturbed forest.","-79.96666","-2","20.00000000","150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","86-77"
"49","2013-08-08 11:50:00-03","MO","MOBOT","181509","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.","W. Meijer (KY)","Olga Salazar de Benavides","Benavides 9311","1988","2","13","South America","Colombia","Nariño","Ricaurte","Trayecto San Isidro-La Planada.","-77.9666667","1.1666667","1500.00000000","1800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","8"
"50","2008-05-27 22:02:00-03","MO","MOBOT","181584","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.",NA,"Calaway H. Dodson|et al.","Dodson 7005",NA,NA,NA,"South America","Ecuador","Los Ríos","Vinces","Jauneche forest, km 70 Quevedo-Palenque, via Mocachi.","-79.7","-1.26666","70.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2017-02-01 08:26:00-02","MO","MOBOT","182116","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Triumfetta","bogotensis","Triumfetta bogotensis","DC.","W. Meijer (KY)","Hermes Cuadros V.","Cuadros Villalobos 1033","1980","2","18","South America","Colombia","Bolívar","Carmen de Bolivar","vía Carmen de Bolivar. Alto La Causona. Altura 350 m.","-75.265","9.730556","350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","80-19"
