"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","scientificNameAuthorship","decimalLongitude","decimalLatitude","imagecode","county","minimumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","dayIdentified","infraspecificEpithet","relatedCatalogItem","fieldNumber","individualCount","sex"
"35","2021-03-15 16:37:00-03","NY","NYBG","01177051","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa","T. M. Koyama","P. B. Cavalcante","451","1958","07","30","South America","Brazil","Pará",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1412182' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177051","R.Br.",NA,NA,"NY01177051_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","602393","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa","T. M. Koyama","R. M. Harley","19390","1977","03","04","South America","Brazil","Bahia","19.5 km. S.E. of the town of Morro do Chapeu on the BA052 road to Mundo Novo, by the Rio Ferro Doido. Morro do Chapeu.","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=143054' target='other'> <mi>dwc_moreinfo</mi></a>","NY00602393","R.Br.","-41.03","-11.63","NY00602393_01",NA,"900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-11-01 14:58:00-02","NY","NYBG","602405","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa","S. J. Mayo","Grupo Pedra do Cavalo","33","1980","05",NA,"South America","Brazil","Bahia","Barragem de Bananeiras. Cachoeira, Bahia. Vale dos rios Cachoeira e Jacuípe.",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=143070' target='other'> <mi>dwc_moreinfo</mi></a>","NY00602405",NA,"-39.08","-12.53","NY00602405_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","03042310","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa",NA,"A. J. Castelo","189","2012","07","14","South America","Brazil","Rio de Janeiro","Entre as Lagoas Comprida e Carapebus. Parque Nacional da Restinga de Jurubatiba",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3272273' target='other'> <mi>dwc_moreinfo</mi></a>","NY03042310","R.Br.","-41.6966666","-22.2844444","NY03042310_01","Macaé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","637074","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa","M. H. Nee","P. von Luetzelburg","12593",NA,NA,NA,"South America","Brazil","Paraíba","Parahyba do Norte.",NA,"sheet","Communicavit herb. reg. monacense 1935 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=154392' target='other'> <mi>dwc_moreinfo</mi></a>","NY00637074","R.Br.",NA,NA,"NY00637074_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","602401","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa","W. W. Thomas","P. L. Krieger","CESJ10274","1971","04","04","South America","Brazil","Rio de Janeiro","Rio das Ostras.",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=143050' target='other'> <mi>dwc_moreinfo</mi></a>","NY00602401","R.Br.","-41.944725","-22.466365","NY00602401_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01096531","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa","M. Alves","S. Martins","042","2003","11","25","South America","Brazil","Pernambuco","Praia do Paiva.",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1239227' target='other'> <mi>dwc_moreinfo</mi></a>","NY01096531","R.Br.","-34.9453","-8.260474","NY01096531_01","Cabo de Santo Agostinho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","602415","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa",NA,"G. Gardner","s.n.",NA,NA,NA,"South America","Brazil","Pernambuco",NA,NA,"sheet","Comm.am. Shuttleworth 1838 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=143072' target='other'> <mi>dwc_moreinfo</mi></a>","NY00602415","R.Br.",NA,NA,"NY00602415_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","622939","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa",NA,"S. M. Silva","s.n.","1995","05","10","South America","Brazil","Paraná","Praia do Farol, Ilha do Mel.",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=143077' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622939","R.Br.","-48.2927066","-25.5400625","NY00622939_01","Paranaguá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-18 09:29:11-03","UNESP-IBB","BOTU","26141","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Fimbristylis","spathacea","Fimbristylis spathacea","Silva, S.M.","Silva, S.M.",NA,"1995","05","10",NA,"Brasil","Paraná",NA,NA,NA,"Herbácea cespitosa muito frequente em locais mais úmido da vegetação da praia","BOTU026141","Roth",NA,NA,NA,"Paranaguá",NA,"1995","05","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-01-06 11:42:09-03","UFPI-MRV","HDELTA","1429","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Fimbristylis","cymosa","Fimbristylis cymosa","Andrade, I. M. & Mayo, S. J.","Carneiro","20","2012","03","09",NA,"Brasil","Maranhão",NA,NA,NA,"Erva","HDELTA001429","R. Br.",NA,NA,NA,"São Raimundo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
