"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","class"
"11","2015-09-03 19:30:00-03","MNHN","RECOLNAT_MNHN_P","P00447898","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Zygopetalum","mosenianum","Zygopetalum mosenianum","Rchb.f.",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,"Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447898' target='other'> <mi>dwc_moreinfo</mi></a>","P00447898","P00447898_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3632",NA,NA
"12","2015-09-16 21:07:49-03","MNHN","RECOLNAT_MNHN_P","P00447899","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Zygopetalum","mosenianum","Zygopetalum mosenianum","Rchb.f.",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,"Rio de Janeiro","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447899' target='other'> <mi>dwc_moreinfo</mi></a>","P00447899","P00447899_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3632",NA,NA
"13","2015-09-16 04:12:39-03","MNHN","RECOLNAT_MNHN_P","P00447900","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Zygopetalum","mosenianum","Zygopetalum mosenianum","Rchb.f.",NA,"Mosen, H.",NA,NA,NA,NA,NA,"Brésil",NA,"Brésil","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00447900' target='other'> <mi>dwc_moreinfo</mi></a>","P00447900","P00447900_01 P00447900_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3227","isotype",NA
"14","2020-12-11 11:44:54-03","UFMG","BHCB","92689","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Zygopetalum","pedicellatum","Zygopetalum pedicellatum","(Thunb.) Garay",NA,"Mota, RC da","2810","2005","03","20","Southern America","Brasil","Minas Gerais","Serra do Caraça",NA,"erva terrestre; sépalas e pétalas laterais verdes com manchas castanhas, labelo branco coberto com manchas arroxeadas.; Planta coletada na transição de campo rupestre com mata nebular. Inficcionado","BHCB001586","BHCB001586","Catas Altas","-43.4075012207031","-20.0746994018555","11966","2050","2050","auto",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-07-10 09:48:37-03","MBML","MBML-HERBARIO","31548",NA,"Plantae",NA,NA,"Orchidaceae","Zygopetalum","mosenianum","Zygopetalum mosenianum","Barb.Rodr.","T.E.C. Meneguzzo/2017","R.R. Vervloet","2627","2004","03","10",NA,"Brasil","Espírito Santo","REBIO Augusto Ruschi",NA,"Terrestre, flores com sépalas e pétalas de cor verde com máculas de cor vinho, labelo de cor branca com maculas de cor azul.","MBML031548",NA,"Santa Teresa","-40.553056","-19.9075",NA,NA,NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA
"16","2020-07-10 09:48:37-03","MBML","MBML-HERBARIO","31554",NA,"Plantae",NA,NA,"Orchidaceae","Zygopetalum","mosenianum","Zygopetalum mosenianum","Barb.Rodr.","T.E.C. Meneguzzo/2017","R.R. Vervloet","2626","2004","03","10",NA,"Brasil","Espírito Santo","REBIO Augusto Ruschi",NA,"Terrestre, rizoma longo, até 2,5m. Flores com pétalas e sépalas de cor verde com máculas de cor vinho claro, labelo branco com máculas azul.","MBML031554",NA,"Santa Teresa","-40.553056","-19.9075",NA,NA,NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA,NA,NA
"17","2021-03-04 15:42:07-03","IF","SPSF","29650","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Zygopetalum","pedicellatum","Zygopetalum pedicellatum",NA,NA,"F.T.Farah","2125","2001","04","11","América do Sul","Brasil","SP","Parque Estadual da Serra do Mar, Núcleo Curucutú",NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"São Paulo","-46.6300010681152","-23.5400009155273","53584",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,"Liliopsida"
"18","2017-09-11 17:12:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Zygopetalum","mosenianum","Zygopetalum mosenianum","Barb.Rodr.",NA,"Mendonça, FR de","968?",NA,NA,NA,"Southern America","Brazil",NA,"in Brasilia loco accurato haud indicato",NA,"Floret Januario - Maio",NA,"P03P5N0107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2017-09-11 17:12:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Zygopetalum","mosenianum","Zygopetalum mosenianum","Barb.Rodr.",NA,"Mendonça, FR de","968",NA,NA,NA,"Southern America","Brazil",NA,"in Brasilia loco accurato haud indicato",NA,"Floret Januario - Maio",NA,"P03P5N0107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2017-09-11 17:12:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Zygopetalum","mosenianum","Zygopetalum mosenianum","Barb.Rodr.",NA,"Moura, JT de","73?",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","prope Theresopolis in cacumine Serra das Araras",NA,NA,NA,"P03P5N0107","Teresópolis","-42.9656","-22.4122","38539",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2017-09-11 17:12:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Zygopetalum","mosenianum","Zygopetalum mosenianum","Barb.Rodr.",NA,"Mosén, CWH","3227",NA,NA,NA,"Southern America","Brazil","São Paulo","Habitat in prov. S. Paulo prope Santos",NA,NA,NA,"P03P5N0107","Santos","-46.33","-23.96","26836",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"22","2017-09-11 17:12:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Zygopetalum","mosenianum","Zygopetalum mosenianum","Barb.Rodr.",NA,"Glaziou, AFM","3632",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","in arboribus et in rupibus ad Serra dos Orgãos prov. Rio de Janeiro",NA,NA,NA,"P03P5N0107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2017-09-11 17:12:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Zygopetalum","mosenianum","Zygopetalum mosenianum","Barb.Rodr.",NA,"Glaziou, AFM","3632?",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","in arboribus et in rupibus ad Serra dos Orgãos prov. Rio de Janeiro",NA,NA,NA,"P03P5N0107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2017-09-11 17:12:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Zygopetalum","mosenianum","Zygopetalum mosenianum","Barb.Rodr.",NA,"Moura, JT de","73",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","prope Theresopolis in cacumine Serra das Araras",NA,NA,NA,"P03P5N0107","Teresópolis","-42.9656","-22.4122","38539",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"25","2017-09-11 17:12:24-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Zygopetalum","mosenianum","Zygopetalum mosenianum","Barb.Rodr.",NA,"Mosén, CWH","3227?",NA,NA,NA,"Southern America","Brazil","São Paulo","Habitat in prov. S. Paulo prope Santos",NA,NA,NA,"P03P5N0107","Santos","-46.33","-23.96","26836",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-11-21 10:13:57-03","IBt","SP","25616","S","Plantae",NA,NA,"Orchidaceae","Zygopetalum","pedicellatum","Zygopetalum pedicellatum","(Thunb.) Garay","Barros, F","Spannagel, C","143","1928","04",NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Petrópolis","-43.1786003112793","-22.5049991607666","36524",NA,NA,"auto","1980","05","22",NA,NA,NA,NA,NA
"27","2019-11-21 10:13:57-03","IBt","SP","27193","S","Plantae",NA,NA,"Orchidaceae","Zygopetalum","pedicellatum","Zygopetalum pedicellatum","(Thunb.) Garay","Barros, F","Loefgren, A","CGG3888","1898","01",NA,NA,"Brasil","São Paulo","Cultivada na Capital",NA,NA,"SP009698","SP009698","Cubatão","-46.4199981689453","-23.8899993896484","15123",NA,NA,"auto","1980","05","22",NA,NA,NA,NA,NA
"28","2019-11-21 10:13:57-03","IBt","SP","58651","S","Plantae",NA,NA,"Orchidaceae","Zygopetalum","pedicellatum","Zygopetalum pedicellatum","(Thunb.) Garay","Barros, F","Kuhlmann, M","4357","1958","03","18",NA,"Brasil","São Paulo","Boracéia, próximo do Rio Guaratuba",NA,NA,NA,NA,"Salesópolis","-45.8400001525879","-23.5300006866455","18032",NA,NA,"auto","1980","05","22",NA,NA,NA,NA,NA
"29","2019-11-21 10:13:57-03","IBt","SP","1592","S","Plantae",NA,NA,"Orchidaceae","Zygopetalum","pedicellatum","Zygopetalum pedicellatum","(Thunb.) Garay","Barros, F","Hoehne, FC","s.n.","1918","03","04",NA,"Brasil","São Paulo","E.B. do Alto da Serra de Paranapiacaba",NA,NA,NA,NA,"Santo André","-46.5299987792969","-23.6599998474121","27258",NA,NA,"auto","1980","05","22",NA,NA,NA,NA,NA
"30","2019-11-21 10:13:57-03","IBt","SP","65713","S","Plantae",NA,NA,"Orchidaceae","Zygopetalum","pedicellatum","Zygopetalum pedicellatum","(Thunb.) Garay","Barros, F","Handro, O","1058","1963","03","18",NA,"Brasil","São Paulo","E.B. do Alto da Serra de Paranapiacaba, Campo Grande (E.F.S.J.)",NA,NA,NA,NA,"Santo André","-46.5299987792969","-23.6599998474121","27258",NA,NA,"auto","1980","05","22",NA,NA,NA,NA,NA
"31","2019-11-21 10:13:57-03","IBt","SP","27190","S","Plantae",NA,NA,"Orchidaceae","Zygopetalum","pedicellatum","Zygopetalum pedicellatum","(Thunb.) Garay","Barros, F","Edwall, G","CGG6046","1901","01",NA,NA,"Brasil","São Paulo","Est. Rio Grande",NA,NA,"SP009699","SP009699","Santo André","-46.5299987792969","-23.6599998474121","27258",NA,NA,"auto","1980","05","22",NA,NA,NA,NA,NA
