"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","geoFlag","continentOcean","preparationType","barcode","imagecode","class","typeStatus","fieldNumber","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","00877911","PreservedSpecimen","Plantae","Magnoliophyta","Cucurbitales","Begoniaceae","Begonia","lobata","Begonia lobata","Schott","L. B. Smith",NA,NA,NA,"L. Emygdio de Mello Filho","3441","1972","07","17","Brazil","Minas Gerais",NA,"Gandarela",NA,NA,"1300","1300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944677' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"South America","sheet","NY00877911","NY00877911_01",NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00877907","PreservedSpecimen","Plantae","Magnoliophyta","Cucurbitales","Begoniaceae","Begonia","lobata","Begonia lobata","Schott","L. B. Smith",NA,NA,NA,"H. S. Irwin","30304","1971","01","14","Brazil","Minas Gerais",NA,"Serra do Espinhaço, at summit of Serra da Piedade, ca. 35 km E. of Belo Horizonte, near BR-31",NA,NA,"1200","1800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944663' target='other'> <mi>dwc_moreinfo</mi></a>","-43.7263889","-19.83305",NA,NA,NA,"South America","sheet","NY00877907","NY00877907_01",NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00877912","PreservedSpecimen","Plantae","Magnoliophyta","Cucurbitales","Begoniaceae","Begonia","lobata","Begonia lobata","Schott","J. Badini",NA,NA,NA,"J. Fontella Pereira","1078","1978","06","04","Brazil","Minas Gerais","Ouro Preto","Estrada para Andorinhas, à 1 km. da Esc. de Farmácia de Ouro Preto.",NA,NA,"1250","1250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944681' target='other'> <mi>dwc_moreinfo</mi></a>","-43.5081","-20.2878",NA,NA,NA,"South America","sheet","NY00877912","NY00877912_01",NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00877908","PreservedSpecimen","Plantae","Magnoliophyta","Cucurbitales","Begoniaceae","Begonia","lobata","Begonia lobata","Schott","L. B. Smith",NA,NA,NA,"W. R. Anderson","35929","1972","02","13","Brazil","Minas Gerais",NA,"Serra do Espinhaço, eastern slopes of Pico do Itambé, canyon.",NA,NA,"1310","1310","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944664' target='other'> <mi>dwc_moreinfo</mi></a>","-43.3919","-18.43185",NA,NA,NA,"South America","sheet","NY00877908","NY00877908_01",NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00877904","PreservedSpecimen","Plantae","Magnoliophyta","Cucurbitales","Begoniaceae","Begonia","lobata","Begonia lobata","Schott","L. B. Smith",NA,NA,NA,"H. S. Irwin","20559","1968","02","20","Brazil","Minas Gerais",NA,"Palácio, Serra do Cipó, km 135 (ca. 150 km N. of Belo Horizonte).",NA,NA,"1450","1450","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944659' target='other'> <mi>dwc_moreinfo</mi></a>","-43.38","-18.82",NA,NA,NA,"South America","sheet","NY00877904","NY00877904_01",NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00877910","PreservedSpecimen","Plantae","Magnoliophyta","Cucurbitales","Begoniaceae","Begonia","lobata","Begonia lobata","Schott","J. Badini",NA,NA,NA,"A. Macedo","3037","1951","01","20","Brazil","Minas Gerais","Ouro Preto",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944675' target='other'> <mi>dwc_moreinfo</mi></a>","-43.5081","-20.2878",NA,NA,NA,"South America","sheet","NY00877910","NY00877910_01",NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00877914","PreservedSpecimen","Plantae","Magnoliophyta","Cucurbitales","Begoniaceae","Begonia","lobata","Begonia lobata","Schott","J. R. Pirani",NA,NA,NA,"J. R. Pirani","4136","1998","03","02","Brazil","Minas Gerais","Congonhas do Norte","Serra da Carapina (Serra Talhada na folha IBGE), setor N da Serra do Cipó",NA,NA,"1250","1250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944763' target='other'> <mi>dwc_moreinfo</mi></a>","-43.71722222","-18.8972222",NA,NA,NA,"South America","sheet","NY00877914","NY00877914_01",NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","03082196","PreservedSpecimen","Plantae","Magnoliophyta","Cucurbitales","Begoniaceae","Begonia","rufa","Begonia rufa","Thunb.","P. Moonlight",NA,NA,NA,"C. N. Fraga","3331","2011","06","02","Brazil","Minas Gerais",NA,"Trilha do Tanque Grande para Campo de Fora. Floresta Estaciona Semidecidual. Reserva Particular do Patrimônio Natural Santuário do Caraça",NA,NA,"1473","1473","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3311639' target='other'> <mi>dwc_moreinfo</mi></a>","-43.5138889","-20.1136111",NA,NA,NA,"South America","sheet","NY03082196","NY03082196_01",NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1280614","PreservedSpecimen","Plantae","Magnoliophyta","Cucurbitales","Begoniaceae","Begonia","rufa","Begonia rufa","Thunb.","E. de L. Jacques",NA,NA,NA,"A. Quinet","772","2004","08","10","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, Trilha para os Três Picos.",NA,NA,"1196",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1615515' target='other'> <mi>dwc_moreinfo</mi></a>","-44.6103","-22.4378",NA,NA,NA,"South America","sheet","NY01280614","NY01280614_01",NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","03082197","PreservedSpecimen","Plantae","Magnoliophyta","Cucurbitales","Begoniaceae","Begonia","rufa","Begonia rufa","Thunb.","P. Moonlight",NA,NA,NA,"C. N. Fraga","3339","2011","06","02","Brazil","Minas Gerais",NA,"Trilha do Pico do Canjerana. Campo Rupestre. Reserva Particular do Patrimônio Natural Santuário do Caraça",NA,NA,"1793","1793","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3311642' target='other'> <mi>dwc_moreinfo</mi></a>","-43.5125","-20.1322223",NA,NA,NA,"South America","sheet","NY03082197","NY03082197_01",NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02173066","PreservedSpecimen","Plantae","Magnoliophyta","Cucurbitales","Begoniaceae","Begonia","rufa","Begonia rufa","Thunb.","P. Moonlight",NA,NA,NA,"D. P. Saraiva","146","2011","05","17","Brazil","Minas Gerais","Ouro Preto","Serra de Ouro Preto. Fazenda da Brigida. Campo rupestre arbustivo sobre canga couraçada com candeia.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2847224' target='other'> <mi>dwc_moreinfo</mi></a>","-43.517222","-20.364167",NA,NA,NA,"South America","sheet","NY02173066","NY02173066_01",NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1183882","PreservedSpecimen","Plantae","Magnoliophyta","Cucurbitales","Begoniaceae","Begonia","rufa","Begonia rufa","Thunb.","P. Moonlight",NA,NA,NA,"C. N. Fraga","2878","2010","05","19","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Trilha para os Três Picos.",NA,NA,"1113","1113","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1457654' target='other'> <mi>dwc_moreinfo</mi></a>","-44.6075","-22.4353",NA,NA,NA,"South America","sheet","NY01183882","NY01183882_01",NA,NA,NA,NA
"23","2020-11-13 09:19:07-03","UFRJ","RFA","12244","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","lobata","Begonia lobata","Schott",NA,NA,NA,NA,"C.T. Rizzini",NA,"1971","07","20","Brasil","Minas Gerais","Minas Gerais","Serra do Cipó",NA,NA,NA,NA,"Flores alvas. Arbusto do campo em solo úmido.",NA,NA,NA,NA,NA,NA,NA,"RFA11548",NA,NA,NA,NA,NA
"24","2020-11-13 09:19:07-03","UFRJ","RFA","11083","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","lobata","Begonia lobata","Schott","L.B. Smith","1975",NA,NA,"P. Occhioni; Elena L; Carmen",NA,"1970","05","25","Brasil","Minas Gerais","Itabirito","Serra da Piedade do Santuário.",NA,NA,NA,NA,"Sub-arbusto herbáceo, flores brancas","-43.801399230957","-20.2532997131348","20553",NA,"auto",NA,NA,"RFA10772",NA,NA,NA,NA,NA
"25","2021-03-30 12:35:21-03","EAO","IAN","138711","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Begoniaceae","Begonia","lobata","Begonia lobata","Schott","Smith, LB","1972",NA,NA,"Irwin, HS; Harley, RM","28779","1971","01","20","Brasil","Minas Gerais",NA,"Summit and upper slopes on S. side, Serra da Piedade, iron-rich soil, ca. 5km N of Caeté.",NA,NA,"2000","2000","Soft-stemmed shrub ca. 1,5m tall. Perianth cream; stamens and pistil yellow. Fruit pink.",NA,NA,NA,NA,NA,"Southern America",NA,"IAN138711",NA,NA,NA,NA,NA
"26","2021-03-30 12:35:21-03","EAO","IAN","138770","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Begoniaceae","Begonia","lobata","Begonia lobata","Schott","Smith, LB","1972",NA,NA,"Irwin, HS; Harley, RM","29516","1971","01","31","Brasil","Minas Gerais",NA,"Lower slopes of Pico de Itacolomí, cerrado and gallery forest with some campo, ca. 3km S. of Ouro Preto.",NA,NA,"1650","1650","Herb ca. 1m tall. Perianth white; stamens and pistil yellow. Fruit light green.",NA,NA,NA,NA,NA,"Southern America",NA,"IAN138770",NA,NA,NA,NA,NA
"27","2021-03-30 12:35:21-03","EAO","IAN","138812","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Begoniaceae","Begonia","lobata","Begonia lobata","Schott","Smith, LB","1972",NA,NA,"Irwin, HS; Harley, RM","30304","1971","01","14","Brasil","Minas Gerais",NA,"Among rocks at summit. Steep iron-rich slopes and outcrops at summit of Serra da Piedade, ca. 35km E of Belo Horizonte, near BR-31.",NA,NA,"1200","1200","Shrub ca. 2m tall. Inflorescence branches pink; perianth white; stamens and pistil yellow.",NA,NA,NA,NA,NA,"Southern America",NA,"IAN138812",NA,NA,NA,NA,NA
"28","2021-03-30 12:35:21-03","EAO","IAN","34535","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Begoniaceae","Begonia","lobata","Begonia lobata","Schott",NA,NA,NA,NA,"Sellow, F","s.n.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"IAN034535","IAN034535_f",NA,NA,NA,NA
"29","2021-03-30 12:35:21-03","EAO","IAN","14229","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Begoniaceae","Begonia","lobata","Begonia lobata","Schott","Barreto, M",NA,NA,NA,"Magalhães, MG","3252","1942","08","02","Brasil","Minas Gerais","Belo Horizonte","Serra do Taquaril, pouco frequente.",NA,NA,NA,NA,"Herbácea de 2m de altura; flores alvas.","-43.937801361084","-19.9207992553711","17082",NA,"auto","Southern America",NA,"IAN014229","IAN014229 IAN014229_e",NA,NA,NA,NA
"30","2021-03-30 12:35:21-03","EAO","IAN","63708","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Begoniaceae","Begonia","lobata","Begonia lobata","Schott",NA,NA,NA,NA,"Pires, JM; Black, GA","3262","1951","01","12","Brasil","Minas Gerais","Ouro Preto","Em lugar queimado.",NA,NA,NA,NA,NA,"-43.5080986022949","-20.2875003814697","44599",NA,"auto","Southern America",NA,"IAN063708","IAN063708 IAN063708_e",NA,NA,NA,NA
"31","2021-03-30 12:35:21-03","EAO","IAN","104600","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Begoniaceae","Begonia","lobata","Begonia lobata","Schott",NA,NA,NA,NA,"Magalhães, MG","2881","1944","02","03","Brasil","Minas Gerais","Santa Bárbara","Nas rochas da serra de Catas-Altas.",NA,NA,NA,NA,"Erva de 0,50-0,80m de altura; flor rósea.","-43.4152984619141","-19.959400177002","33136",NA,"auto","Southern America",NA,"IAN104600",NA,NA,NA,NA,NA
"32","2020-02-08 08:59:05-03","NBC","NL-BOTANY","U.1144553","PreservedSpecimen","Plantae",NA,"Cucurbitales","Begoniaceae","Begonia","lobata","Begonia lobata","Schott",NA,NA,NA,NA,"Lindeman JC; Barcia J",NA,"1971","07","21","Brazil",NA,NA,"Serra dos Orgaos, RJ, vale acima da Fazenda Bonfim.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1144553 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,"NL-U1144553","NL-U1144553","Magnoliopsidae",NA,NA,NA
"33","2020-02-08 08:59:05-03","NBC","NL-BOTANY","U.1144554","PreservedSpecimen","Plantae",NA,"Cucurbitales","Begoniaceae","Begonia","lobata","Begonia lobata","Schott",NA,NA,NA,NA,"Maas PJM; Araújo D; Carauta JPP",NA,"1977","10","18","Brazil",NA,NA,"Edo. Rio de Janeiro, Serra Macahé, forest.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1144554 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,"NL-U1144554","NL-U1144554","Magnoliopsidae",NA,NA,NA
"34","2020-02-08 08:59:05-03","NBC","NL-BOTANY","WAG.1163011","PreservedSpecimen","Plantae",NA,"Cucurbitales","Begoniaceae","Begonia","lobata","Begonia lobata","Schott",NA,NA,NA,NA,"Irwin HS; Harley RM; Onishi E",NA,"1971","01","20","Brazil",NA,NA,"summit and upper slopes on S. side, Serra da Piedade, iron-rich soil, ca. 5km N. of Caeté.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1163011 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,"NL-WAG1163011","NL-WAG1163011","Magnoliopsidae",NA,NA,NA
"35","2020-02-08 08:59:05-03","NBC","NL-BOTANY","WAG.1163012","PreservedSpecimen","Plantae",NA,"Cucurbitales","Begoniaceae","Begonia","lobata","Begonia lobata","Schott",NA,NA,NA,NA,"Irwin HS; Harley RM; Onishi E",NA,"1971","01","31","Brazil",NA,NA,"Lower slopes of Pico de Italcolomí, cerrado and gallery forest with some campo. ca. 3km S. of Ouro Preto.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1163012 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,"NL-WAG1163012","NL-WAG1163012","Magnoliopsidae",NA,NA,NA
"36","2020-02-08 08:59:05-03","NBC","NL-BOTANY","WAG.1163013","PreservedSpecimen","Plantae",NA,"Cucurbitales","Begoniaceae","Begonia","lobata","Begonia lobata","Schott",NA,NA,NA,NA,"Irwin HS; Harley RM; Onishi E",NA,"1971","01","14","Brazil",NA,NA,"Steep iron-rich slopes and outcrops at summit of Serra da Piedade, ca. 35km E. of Belo Horizonte, near BR-31.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1163013 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Southern America",NA,"NL-WAG1163013","NL-WAG1163013","Magnoliopsidae",NA,NA,NA
"37","2020-11-04 11:03:01-03","ESALQ","ESA","80590","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Begoniaceae","Begonia","lobata","Begonia lobata","Schott","Jacques, E.L.",NA,NA,NA,"Lombardi, J.A. et al.","1598.0","1997","04","19","Brasil","Minas Gerais","Santa Bárbara",NA,NA,NA,NA,NA,NA,"-43.4152984619141","-19.959400177002","33136",NA,"auto",NA,NA,"ESA080590","ESA080590",NA,NA,NA,NA
"38","2020-11-04 10:55:08-03","ESALQ","ESA","117489","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","rufa","Begonia rufa",NA,"Kollmann, L.","2019","03","15","Brade, A.C.","189548.0","1948","05","01","Brasil","Minas Gerais","Passa Quatro",NA,NA,NA,NA,NA,NA,"-44.9667015075684","-22.3903007507324","17293",NA,"auto",NA,NA,"ESA117489","ESA117489",NA,NA,NA,NA
"39","2020-11-04 11:03:01-03","ESALQ","ESA","8237","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Begoniaceae","Begonia","rufa","Begonia rufa","Schott","Feliciano, C.D.","2008",NA,NA,"Souza, V.C. ; Sakuragui, C.M.","2069.0","1992","10","12","Brasil","Minas Gerais","Barão de Cocais",NA,NA,NA,NA,NA,NA,"-43.4872016906738","-19.94580078125","21378",NA,"auto",NA,NA,"ESA008237",NA,NA,NA,NA,NA
"40","2020-11-04 10:55:08-03","ESALQ","ESA","127003","PreservedSpecimen","Plantae",NA,NA,"Begoniaceae","Begonia","rufa","Begonia rufa",NA,"Kollmann, L.","2019","03","15","Romão, G.O.","2236.0","2007","09","05","Brasil","Minas Gerais","Ouro Preto",NA,NA,NA,NA,NA,NA,"-43.5080986022949","-20.2875003814697","44599",NA,"auto",NA,NA,"ESA127003",NA,NA,NA,NA,NA
"41","2020-11-04 11:03:01-03","ESALQ","ESA","110212","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Begoniaceae","Begonia","rufa","Begonia rufa",NA,"Delfini, C.",NA,NA,NA,"Colletta, G.D.","81.0","2009","05","06","Brasil","Minas Gerais","Ouro Preto",NA,NA,NA,NA,NA,NA,"-43.5080986022949","-20.2875003814697","44599",NA,"auto",NA,NA,"ESA110212","ESA110212",NA,NA,NA,NA
"42","2020-11-04 11:03:01-03","ESALQ","ESA","124715","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Begoniaceae","Begonia","rufa","Begonia rufa",NA,"Kollmann, L.","2019","03","15","Semir, J.","28827.0","1905","06","15","Brasil","Minas Gerais","Santa Barbára",NA,NA,NA,NA,NA,NA,"-43.4152984619141","-19.959400177002","33136",NA,"auto",NA,NA,"ESA124715",NA,NA,NA,NA,NA
"43","2020-11-04 11:03:01-03","ESALQ","ESA","117301","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Begoniaceae","Begonia","rufa","Begonia rufa","Thunb.","Kollmann, L.","2019","03","15","Romão, G.O.; Latvis, M.; Gissi, D.S.","2599.0","2010","04","01","Brasil","Minas Gerais","Santo Antônio do Itambé","Pico do Itambé. Proximidades do topo do Pico; campo rupestre, entre veios de rocha",NA,NA,NA,NA,"Erva, 2m alt.; cálice verde, corola branca e estames amarelados.","-43.3067016601562","-18.465799331665","19014",NA,"auto",NA,NA,"ESA117301",NA,NA,NA,NA,NA
"44","2020-11-04 11:03:01-03","ESALQ","ESA","73337","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Begoniaceae","Begonia","rufa","Begonia rufa",NA,"Feliciano, C.D.","2008",NA,NA,"Souza, V.C.; Souza, J.P.; Romão, G.O.; Araújo, A.O.","25086.0","2001","07","05","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó. Rodovia Belo Horizonte - Conceição do Mato Dentro. Próximo à Bifurcação para Morro do Pilar. 19o13'13S, 43o29'57W. 1500 m.s.m. Campo rupestre com mata ciliar no fundo do vale.","-43,499,167","-19,220,278",NA,NA,"Erva, ca. 50 cm alt.; pedicelo róseo; flores alvas. Encosta úmida.","-43.7144012451172","-19.1688995361328","26557",NA,"auto",NA,NA,"ESA073337","ESA073337",NA,NA,NA,NA
"45","2020-11-04 11:03:01-03","ESALQ","ESA","111230","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Begoniaceae","Begonia","rufa","Begonia rufa",NA,"Delfini, C.",NA,NA,NA,"Cordeiro, I.","596.0","1989","07","27","Brasil","Minas Gerais","Serra do caraça",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA111230","ESA111230",NA,NA,NA,NA
"46","2020-11-04 11:03:01-03","ESALQ","ESA","82631","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Begoniaceae","Begonia","rufa","Begonia rufa","Schott","Feliciano, C.D.","2008",NA,NA,"Salimena-Pires, F.R. et al.",NA,"1991","06","29","Brasil","Minas Gerais","Conceição de Ibitipoca","Pq. Fl. Est. Ibitipoca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA082631","ESA082631",NA,NA,NA,NA
"47","2020-11-04 11:03:01-03","ESALQ","ESA","109218","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Begoniaceae","Begonia","rufa","Begonia rufa",NA,"Jacques, E.L.","2009","08","09","Jocelino",NA,"1905","04","30","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA109218","ESA109218",NA,NA,NA,NA
