"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount"
"11","2020-02-08 10:05:45-03","NBC","NL-BOTANY","L.2511202","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calycorectes","sellowianus","Calycorectes sellowianus","O.Berg",NA,"Reitz R; Klein RM",NA,"1957","10","06","Southern America","Brazil","Santa Catarina",NA,"Santa Catarina, Inferninho, Araquari, Mata, Arvoreta.","-53.733333","-26.533333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2511202 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2511202","NL-L2511202",NA,NA,"Magnoliopsidae","-53.733333","-26.533333",NA,NA,NA,NA,NA,NA
"12","2020-02-08 10:05:45-03","NBC","NL-BOTANY","L.2511203","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calycorectes","sellowianus","Calycorectes sellowianus","O.Berg",NA,"Hatschbach GG",NA,"1961","11","05","Southern America","Brazil",NA,NA,"Est. Parana, Mun. Morretes, Pilão de Pedra.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2511203 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2511203","NL-L2511203",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 10:05:45-03","NBC","NL-BOTANY","U 0294425","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calycorectes","sellowianus","Calycorectes sellowianus","O.Berg",NA,"Reitz R; Klein RM",NA,"1957","10","06","Southern America","Brazil","Santa Catarina",NA,"Santa Catarina, Inferninho, Araquari, Mata, Arvoreta.","-53.733333","-26.533333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200294425 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0294425",NA,NA,NA,"Magnoliopsidae","-53.733333","-26.533333","Uw6904",NA,NA,NA,NA,NA
"14","2020-11-04 11:14:42-03","ESALQ","ESA","131225","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","vattimoana","Eugenia vattimoana","Mattos","Souza, V.C.","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","36428.0","2013","02","26",NA,"Brasil","Rio de Janeiro","Barra Mansa","Fragmento 49 (TAV). Contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.","-22.4691","-44.2882","441","441",NA,"Árvore.","ESA131225",NA,NA,NA,NA,"-22.4691","-44.2882",NA,"2013",NA,NA,NA,NA
"15","2019-11-21 14:40:10-03","UFJF","CESJ","38808","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","vattimoana","Eugenia vattimoana","Mattos",NA,"R.C. Forzza; V.R. Scalon; L.D. Meireles; L. Menini Neto","2234","2002","09","23","América do Sul","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,"Arbusto no interior de mata. Flores com cálice verde; corola e estames alvos.","CESJ038808",NA,"11991","auto",NA,NA,NA,NA,"2012",NA,NA,NA,NA
"16","2019-11-21 14:40:10-03","UFJF","CESJ","27596","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","vattimoana","Eugenia vattimoana","Mattos",NA,"H.F. Leitão Filho","1050","1970","09","16","América do Sul","Brasil","São Paulo","Ubatuba - Caraguatatuba","Caraguatatuba, km 230, litoral",NA,NA,NA,NA,NA,"folhas com crenação saliente. Flores brancas axilares com hipanto amarelo. Arbsuto 3-4 metros","CESJ027596",NA,NA,NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA
"17","2019-11-21 14:40:10-03","UFJF","CESJ","35361","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","vattimoana","Eugenia vattimoana","Mattos",NA,"R.M. Castro; D.S. Pifano","70","2001","12","01","América do Sul","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,"Àrvore a meia luz do Rio do Grama na mata ciliar. Frutos verdes Jambo.","CESJ035361",NA,"11991","auto",NA,NA,NA,NA,"2012",NA,NA,NA,NA
"18","2019-11-21 14:40:10-03","UFJF","CESJ","34589","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Eugenia","vattimoana","Eugenia vattimoana","Mattos",NA,"A.V. Lopes; V.R. Scalon","28","2001","10","05","América do Sul","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,"àrvore, ca. 15 m, cálice e corol creme-esverdeado, cauliflora.","CESJ034589",NA,"11991","auto",NA,NA,NA,NA,"2012",NA,NA,NA,NA
"19","2021-03-01 16:36:02-03","UNICAMP","UEC","124898","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calycorectes","sellowianus","Calycorectes sellowianus","O.Berg","Sobral, M","Castro, RM; Pifano, DS","706","2001","12","01",NA,"Brazil","Minas Gerais","Descoberto","Reserva biológica da represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,"Árvore a meia luz na beira do rio do Grama na mata ciliar. Frutos verdes. Jambo","UEC076981","UEC076981","11991","auto",NA,NA,NA,NA,"2004",NA,NA,NA,NA
"20","2021-03-01 16:36:02-03","UNICAMP","UEC","124896","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Calycorectes","sellowianus","Calycorectes sellowianus","O.Berg","Sobral, M","Lopes, AV; Scalon, VR","28","2000","10","05",NA,"Brazil","Minas Gerais","Descoberto","Reserva biológica da represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,NA,"Árvore, ca 15m, cálice e corola creme-esverdeado, cauliflora.","UEC076979","UEC076979","11991","auto",NA,NA,NA,NA,"2004",NA,NA,NA,NA
"21","2019-11-19 14:08:29-03","UFRPE","PEUFR","1554","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calycorectes","sellowianus","Calycorectes sellowianus","O. Berg","D. Legrand","G. Hatschbach",NA,"1961","11","05",NA,"Brasil","Paraná","Morretes","Pilão de Pedra","-48.834400177002","-25.476900100708",NA,NA,NA,"Árvore da mata; flor alva","PEUFR001554",NA,"30514","auto",NA,NA,NA,NA,"1962",NA,NA,NA,NA
"22","2020-10-14 10:03:26-03","FURB","FURB","51544","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","vattimoana","Eugenia vattimoana","Mattos","M. Sobral","Funez, L.A.","5582","2016","10","29",NA,"Brasil","Santa Catarina","Rodeio","Centro, propriedade do Sr. Feler.","-49.3788889","-26.9430555","118","118",NA,"Frutos maduros roxos Habitat: Margem da floresta Habito: Árvore","FURB51544","FURB51544",NA,NA,NA,"-49.3788889","-26.9430555",NA,"2017","05","02",NA,NA
"23","2019-08-16 08:40:15-03","UTFPR","HCF","24201","S","Plantae",NA,NA,"Myrtaceae","Eugenia","vattimoana","Eugenia vattimoana","Mattos","M.L. Brotto","M.L. Brotto","2393","2017","01","30",NA,"Brasil","PR","Piraquara","Recreio da Serra","-49.013056","-25.456111","1020","1020",NA,"árvore com 8 m de altura, frutos maduros vermelhos. Transição entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.",NA,NA,NA,NA,NA,"49°00'47 W","25°27'22 S",NA,"2017","02","14",NA,NA
"24","2019-08-16 08:40:15-03","UTFPR","HCF","18518","S","Plantae",NA,NA,"Myrtaceae","Eugenia","vattimoana","Eugenia vattimoana","Mattos","P. Larocca","M.L. Brotto","1377","2013","10","24",NA,"Brasil","PR","Piraquara","Recreio da Serra","-49.015833","-25.445556","965","965",NA,"árvore 7 m; frutos amarelos ou vermelhos. Transição entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.",NA,NA,NA,NA,NA,"49°00'57 W","25°26'44 S",NA,"2013","11","14",NA,NA
"25","2020-06-29 09:31:32-03","UFRRJ","RBR","26201","S","Plantae",NA,NA,"Myrtaceae","Eugenia","vattimoana","Eugenia vattimoana","Mattos","B.L. Tiellet, M.C. Souza","H.C. Rodrigues","s.n.","1994","12","03",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","REBIO do Tinguá Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"RBR00026201","RBR00026201","25743","auto",NA,NA,NA,NA,"2016","08","02",NA,NA
"26","2020-06-29 09:31:32-03","UFRRJ","RBR","35049","S","Plantae",NA,NA,"Myrtaceae","Eugenia","vattimoana","Eugenia vattimoana","Mattos","M.C. Souza, B.L. Tiellet","S.J. Silva-Neto","456","1994","09","21",NA,"Brasil","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá, Boa Esperança Reserva Biológica do Tinguá","-43.451099395752","-22.7591991424561",NA,NA,NA,NA,"RBR00035049","RBR00035049","25743","auto",NA,NA,NA,NA,"2012","07",NA,NA,NA
"27","2020-01-29 12:17:54-03","UFSM","SMDB","19179","S","Plantae",NA,NA,"Myrtaceae","Eugenia","vattimoana","Eugenia vattimoana","(O. Berg) Mattos","Larocca, P","Brotto, ML","1377","2013","10","24",NA,"Brasil","Paraná","Piraquara","Recreio da Serra","-49.015833","-25.445556","965","965",NA,NA,"SMDB019179",NA,NA,NA,NA,"-49.015833","-25.445556",NA,"2013","11","14",NA,NA
"28","2020-12-21 16:36:47-03","MBM","MBM","410000","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","vattimoana","Eugenia vattimoana","(O.Berg) Mattos","Sobral, M.","Silva Neto, S.J.","456","1994","09","21","Southern America","Brazil","Rio de Janeiro","Nova Iguaçu","Reserva Biológica do Tinguá. Boa Esperança.","-43.451099395752","-22.7591991424561",NA,NA,NA,"Árvore ombrófila, ca. 8,0 m de altura; folhas breve discolores cartáceas; botões amarronzados.","MBM410000","MBM410000","25743","auto",NA,NA,NA,NA,"2010",NA,NA,NA,NA
"29","2020-12-21 16:36:47-03","MBM","MBM","386140","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","vattimoana","Eugenia vattimoana","(O.Berg) Mattos","Larocca, P.","Brotto, M.L.; Barboza, E.; Cordeiro, J.; Silva, J.M.; Barboza, E.; Cordeiro, J.; Silva, J.M.","1377","2013","10","24","Southern America","Brazil","Paraná","Piraquara","Recreio da Serra","-49.015914","-25.445667","965","965",NA,"Árvore 7m; frutos amarelos ou vermelhos.; Transição entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.","MBM386140","MBM386140",NA,NA,NA,"-49.015914","-25.445667",NA,"2013","11","14",NA,NA
"30","2020-12-21 16:36:47-03","MBM","MBM","386140","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","vattimoana","Eugenia vattimoana","(O.Berg) Mattos","Larocca, P.","Brotto, M.L.; Barboza, E.; Cordeiro, J.; Silva, J.M.; Barboza, E.; Cordeiro, J.; Silva, J.M.","1377","2013","10","24","Southern America","Brazil","Paraná","Piraquara","Recreio da Serra","-49.015914","-25.445667","965","965",NA,"Árvore 7m; frutos amarelos ou vermelhos.; Transição entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.","MBM386140","MBM386140",NA,NA,NA,"-49.015914","-25.445667",NA,"2013","11","14",NA,NA
"31","2020-12-21 16:36:47-03","MBM","MBM","407603","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","vattimoana","Eugenia vattimoana","(O.Berg) Mattos","Brotto, M.L.","Brotto, M.L.; Völtz, R.R.; Völtz, R.R.","2393","2017","01","30","Southern America","Brazil","Paraná","Piraquara","Recreio da Serra","-49.013056","-25.456111","1020","1020",NA,"Árvore com 8 m de altura, frutos maduros vermelhos.; Transição entre Floresta Ombrófila Mista e Floresta Ombrófila Densa.","MBM407603","MBM407603",NA,NA,NA,"-49.013056","-25.456111",NA,"2017","02","14",NA,NA
"32","2019-11-01 15:33:06-03","PUC-RIO","FCAB","7763","PreservedSpecimen","Plantae",NA,"Angiospermae","Myrtaceae","Eugenia","vattimoana","Eugenia vattimoana","Mattos","M. Souza","J.M. Freire; R.R. Oliveira; B.L. Rosendo","186","2008","09","20",NA,"Brasil","Rio de Janeiro","Camorim","Maciço da Pedra Branca 3.6","-75.031917","-66.409722",NA,NA,NA,"Árvore com 5 m de altura, com 23 cm de CAP.","FCAB007763",NA,NA,NA,NA,"-75.031917","-66.409722",NA,NA,NA,NA,NA,NA
"33","2015-09-04 20:58:10-03","MNHN","RECOLNAT_MNHN_P","P05229296","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","vattimoana","Eugenia vattimoana","Mattos",NA,"Sellow, F.",NA,NA,NA,NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05229296' target='other'> <mi>dwc_moreinfo</mi></a>","P05229296","P05229296_01 P05229296_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"75",NA
"34","2017-06-16 16:45:43-03","MNHN","RECOLNAT_MNHN_P","P05234715","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","vattimoana","Eugenia vattimoana","Mattos","Giaretta","Miers, J.",NA,"1878","7","1",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05234715' target='other'> <mi>dwc_moreinfo</mi></a>","P05234715","P05234715_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2015-09-04 20:34:18-03","MNHN","RECOLNAT_MNHN_P","P05234716","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Eugenia","vattimoana","Eugenia vattimoana","Mattos","Giaretta","Miers, J.",NA,"1878","7","1",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05234716' target='other'> <mi>dwc_moreinfo</mi></a>","P05234716","P05234716_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-11 11:39:16-03","UFMG","BHCB","75925","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","vattimoana","Eugenia vattimoana","N.F.Mattos",NA,"Castro, R","706",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Descoberto",NA,"-42.9674987792969","-21.4596996307373",NA,NA,NA,NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-11 11:39:16-03","UFMG","BHCB","93020","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Eugenia","vattimoana","Eugenia vattimoana","N.F.Mattos",NA,"Lopes, AV; Scalon, VR","28","2001","10","05","Southern America","Brasil","Minas Gerais","Descoberto","Reserva Biológica do Grama.","-42.9674987792969","-21.4596996307373",NA,NA,NA,"Árvore, ca. 15m, cálice e corola creme-esverdeado, cauliflora.",NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-07-10 09:47:49-03","MBML","MBML-HERBARIO","10908",NA,"Plantae",NA,NA,"Myrtaceae","Calycorectes","sellowianus","Calycorectes sellowianus","Berg.","M. Sobral/1995","L. D. Thomaz","1467","1993","08","26",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Altura 16m. PAP 52cm, caule interno branco, ritidoma. Estéril.","MBML010908","MBML010908",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"39","2020-09-12 05:00:02-03","US","US","USw25510","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calycorectes","sellowianus","Calycorectes sellowianus",NA,NA,"Collector unknown","15138",NA,NA,NA,"South America","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"40","2020-09-12 05:00:02-03","US","US","291223","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Calycorectes","sellowianus","Calycorectes sellowianus",NA,NA,"Warming, --","s.n.",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,"Lagoa Sta.",NA,NA,NA,NA,NA,NA,"US03057169","US03057169_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"41","2019-11-13 11:26:52-03","USP","SPF","200398","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","vattimoana","Eugenia vattimoana","Mattos","Sobral, M","Freitas, HS","52","2007","12","16",NA,"Brasil","São Paulo","São José do Barreiro",NA,"-44.661389","-22.638611","482","482",NA,NA,"SPF00200398",NA,NA,NA,NA,"-44.661389","-22.638611",NA,"2009",NA,NA,NA,NA
"42","2021-03-15 18:28:59-03","USP","SPF","223486","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","vattimoana","Eugenia vattimoana","Mattos","Giaretta, A","Giaretta, A","1465","2015","01","28",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Tijuca, Próximo da sede da Fundação Estadual de Engenharia do Meio Ambiente (FEEMA).","-43.273611","-22.971944",NA,NA,NA,"Árvore ca. 8 m alt. Amostra em sílica.; Floresta Ombrófila.","SPF00223486",NA,NA,NA,NA,"-43.273611","-22.971944",NA,"2016","07",NA,NA,NA
"43","2015-11-13 13:34:13-02","F","FMNH-SEEDPLANTS","V0350333F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Calycorectes","sellowianus","Calycorectes sellowianus",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0350333F","V0350333F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"44","2015-03-07 08:58:11-03","F","FMNH-SEEDPLANTS","V0107518F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myrtaceae","Calycorectes","sellowianus","Calycorectes sellowianus",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0107518F","V0107518F_01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-23 11:39:09-03","IAC","IAC","43596","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Eugenia","vattimoana","Eugenia vattimoana","Mattos","M.E.G. Sobral","N.M. Ivanauskas","892","1996","09","21",NA,"Brasil","São Paulo","Pariquera-Açu","propriedade de Antônio Povinski","-47.8811","-24.715",NA,NA,NA,"indivíduo 139D do levantamento fitossociológico",NA,NA,NA,NA,NA,"-47.8811","-24.7150",NA,"2012","06","21",NA,NA
"46","2020-11-23 11:39:09-03","IAC","IAC","48069","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Eugenia","vattimoana","Eugenia vattimoana","Mattos","M.E.G. Sobral","L.C. Bernacci; F.R.G. Amaral & J.A.M.A. Gomes","4312","2006","12","06",NA,"Brasil","São Paulo","Ubatuba","IAC, Estação Experimental (Horto), beira do rio Ipiranguinha","-45.0711","-23.4339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-45.0711","-23.4339",NA,"2018","07","08",NA,NA
"47","2020-11-23 11:39:09-03","IAC","IAC","48071","S","Plantae",NA,NA,"Myrtaceae-2.Myrtoideae","Eugenia","vattimoana","Eugenia vattimoana","Mattos","M.E.G. Sobral","L.C. Bernacci; F.R.G. Amaral & J.A.M.A. Gomes","4314","2006","12","06",NA,"Brasil","São Paulo","Ubatuba","IAC, Estação Experimental (Horto), beira do rio Ipiranguinha","-45.0711","-23.4339",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-45.0711","-23.4339",NA,"2018","07","08",NA,NA
"48","2020-07-23 12:15:32-03","CEPLAC","CEPEC","136722","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Calycorectes","sellowianus","Calycorectes sellowianus",NA,"G. M. Barroso","M. G. Bovini","1131",NA,NA,NA,NA,"Brasil","Rio de Janeiro","mangaratiba",NA,"-44.040599822998","-22.9596996307373",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-07-23 12:15:54-03","CEPLAC","CEPEC","147632","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","vattimoana","Eugenia vattimoana",NA,"A. Giaretta","G. Martinelli","9905",NA,NA,NA,NA,"Brasil","Rio de Janeiro","MAGÉ",NA,"-43.040599822998","-22.6527996063232",NA,NA,NA,NA,NA,NA,"20531","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
