"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","year","month","day","county","decimalLongitude","decimalLatitude","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"26","2021-03-15 16:37:00-03","NY","NYBG","01059993","PreservedSpecimen","Plantae","Gentianaceae","Curtia","patula","Curtia patula",NA,"W. R. Anderson","8125","South America","Brazil","Goiás","Southern edge of Cristalina. Serra dos Cristais.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1202612' target='other'> <mi>dwc_moreinfo</mi></a>","NY01059993","Magnoliophyta","Gentianales","Knobl.","1973","04","04","Cristalina","-47.6","-16.78","NY01059993_01","S. Crespo","1250","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-30 19:04:00-03","NY","NYBG","02341921","PreservedSpecimen","Plantae","Gentianaceae","Curtia","patula","Curtia patula",NA,"G. H. H. Tate","315","South America",NA,NA,"British Guiana and Northern Brazil. Mt. Roraima: Philipp Swamp.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2529982' target='other'> <mi>dwc_moreinfo</mi></a>","NY02341921","Magnoliophyta","Gentianales",NA,"1927","11","07",NA,NA,NA,"NY02341921_01",NA,"1554","1585",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","2108880","PreservedSpecimen","Plantae","Gentianaceae","Curtia","patula","Curtia patula",NA,"G. T. Prance","13765","South America","Brazil","Amazonas","Fortaleza Savanna, Rio Puciari tributary of Rio Ituxi, 20 km above mouth.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2285163' target='other'> <mi>dwc_moreinfo</mi></a>","NY02108880","Magnoliophyta","Gentianales","Knobl.","1971","06","29",NA,"-64.7678","-7.2808","NY02108880_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-09-30 00:09:00-03","NY","NYBG","01066459","PreservedSpecimen","Plantae","Gentianaceae","Curtia","patula","Curtia patula",NA,"J. A. Ratter","R3029","South America","Brazil","Distrito Federal","Fazenda Água Limpa (University of Brasilia field station), near Vargem Bonita, c. 18 km SSW of Brasília TV Tower.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1202683' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066459","Magnoliophyta","Gentianales",NA,"1976","05","13","Brasília","-47.9294","-15.7797","NY01066459_01","S. Crespo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01059977","PreservedSpecimen","Plantae","Gentianaceae","Curtia","patula","Curtia patula",NA,"H. S. Irwin","24743","South America","Brazil","Goiás","Chapada dos Veadeiros, ca. 16 km south of Alto Paraíso (formerly Veadeiros)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1201779' target='other'> <mi>dwc_moreinfo</mi></a>","NY01059977","Magnoliophyta","Gentianales","Knobl.","1969","03","20","Alto Paraíso de Goiás","-47.5167","-14.26131","NY01059977_01","S. Crespo","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01059991","PreservedSpecimen","Plantae","Gentianaceae","Curtia","patula","Curtia patula",NA,"W. R. Anderson","8962","South America","Brazil","Minas Gerais","Serra do Espinhaço, 10 km by road SW of Rio Jequití and Mendanha on road to Diamantina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1202614' target='other'> <mi>dwc_moreinfo</mi></a>","NY01059991","Magnoliophyta","Gentianales","Knobl.","1973","04","15",NA,"-43.56681","-18.16389","NY01059991_01","S. Crespo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","2108879","PreservedSpecimen","Plantae","Gentianaceae","Curtia","patula","Curtia patula",NA,"A. J. Henderson","223","South America","Brazil","Amazonas","BR 319 Porto Velho-Manaus, 20 km. N of Humaitá","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2285162' target='other'> <mi>dwc_moreinfo</mi></a>","NY02108879","Magnoliophyta","Gentianales","Knobl.","1985","04","09",NA,"-63.2074356","-7.3951103","NY02108879_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01059995","PreservedSpecimen","Plantae","Gentianaceae","Curtia","patula","Curtia patula",NA,"W. R. Anderson","35842","South America","Brazil","Minas Gerais","Serra do Espinhaço, eastern slopes of Pico do Itambé","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1202613' target='other'> <mi>dwc_moreinfo</mi></a>","NY01059995","Magnoliophyta","Gentianales","Knobl.","1972","02","12",NA,"-43.392","-18.43185","NY01059995_01","S. Crespo","1550","1550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","2108875","PreservedSpecimen","Plantae","Gentianaceae","Curtia","patula","Curtia patula",NA,"W. R. Anderson","10924","South America","Brazil","Pará","Region of Missao Velha, a Munduruku village ca. 2 km N of the Rio Cururu.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2285158' target='other'> <mi>dwc_moreinfo</mi></a>","NY02108875","Magnoliophyta","Gentianales","Knobl.","1974","02","13",NA,"-57.33","-7.75","NY02108875_01",NA,"200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01059987","PreservedSpecimen","Plantae","Gentianaceae","Curtia","patula","Curtia patula",NA,"H. S. Irwin","33172","South America","Brazil","Goiás","Chapada dos Veadeiros, ca. 42 km N of Alto do Paraíso","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1201823' target='other'> <mi>dwc_moreinfo</mi></a>","NY01059987","Magnoliophyta","Gentianales","Knobl.","1971","03","25","Teresina de Goiás","-47.5167","-13.73709","NY01059987_01","S. Crespo","1250","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01092864","PreservedSpecimen","Plantae","Gentianaceae","Curtia","patula","Curtia patula",NA,"S. Tsugaru","B-2450","South America","Brazil","Rio Grande do Sul","vicinity of Pinhal. Near sea level.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1241344' target='other'> <mi>dwc_moreinfo</mi></a>","NY01092864","Magnoliophyta","Gentianales","Knobl.","1987","12","12","Pinhal","-53.213092","-27.51028","NY01092864_01","S. Crespo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01059996","PreservedSpecimen","Plantae","Gentianaceae","Curtia","patula","Curtia patula",NA,"W. R. Anderson","36172","South America","Brazil","Minas Gerais","Serra do Espinhaço, Serra do Cipó","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1202616' target='other'> <mi>dwc_moreinfo</mi></a>","NY01059996","Magnoliophyta","Gentianales","Knobl.","1972","02","17",NA,"-43.567497","-19.391589","NY01059996_01","S. Crespo","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","2108883","PreservedSpecimen","Plantae","Gentianaceae","Curtia","patula","Curtia patula",NA,"G. T. Prance","9178","South America","Brazil","Roraima","Dormida, foothills of Serra da Lua.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2285166' target='other'> <mi>dwc_moreinfo</mi></a>","NY02108883","Magnoliophyta","Gentianales","Knobl.","1969","01","10",NA,"-60.183333","2.416667","NY02108883_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01059962","PreservedSpecimen","Plantae","Gentianaceae","Curtia","patula","Curtia patula",NA,"H. S. Irwin","15403","South America","Brazil","Distrito Federal","Near Côrrego Taquari, E. of Lagôa Paranoá","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1201727' target='other'> <mi>dwc_moreinfo</mi></a>","NY01059962","Magnoliophyta","Gentianales","Knobl.","1966","04","28","Brasília","-47.82","-15.87","NY01059962_01","S. Crespo","975","975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01066462","PreservedSpecimen","Plantae","Gentianaceae","Curtia","patula","Curtia patula",NA,"Y. E. J. Mexia","5805","South America","Brazil","Minas Gerais","Crest of Serra do Rio Grande.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1202692' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066462","Magnoliophyta","Gentianales","Knobl.","1931","05","22","Diamantina","-43.6003","-18.2494","NY01066462_01 NY01066462_02","S. Crespo","1290","1290",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01092874","PreservedSpecimen","Plantae","Gentianaceae","Curtia","patula","Curtia patula",NA,"R. M. Harley","19621","South America","Brazil","Bahia","Serra das Almas. Middle N.E. slopes of the Pico das Almas ca. 25km W.N.W. of the Vila do Rio de Contas.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1242380' target='other'> <mi>dwc_moreinfo</mi></a>","NY01092874","Magnoliophyta","Gentianales","Knobl.","1977","03","18",NA,"-41.95","-13.55","NY01092874_01","S. Crespo","1500","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01092865","PreservedSpecimen","Plantae","Gentianaceae","Curtia","patula","Curtia patula",NA,"L. B. Smith","9477","South America","Brazil","Santa Catarina","Fazenda Campo São Vicente, 24 km west of Campo Erê.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1241345' target='other'> <mi>dwc_moreinfo</mi></a>","NY01092865","Magnoliophyta","Gentianales","Knobl.","1956","12","26","Chapecó","-53.18","-26.37","NY01092865_01","S. Crespo","900","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","01059965","PreservedSpecimen","Plantae","Gentianaceae","Curtia","patula","Curtia patula",NA,"H. S. Irwin","16423","South America","Brazil","Mato Grosso","Ca. 84 km. N. of Xavantina. Serra do Roncador.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1201742' target='other'> <mi>dwc_moreinfo</mi></a>","NY01059965","Magnoliophyta","Gentianales","Knobl.","1966","06","01",NA,"-52.1","-13.93","NY01059965_01","S. Crespo","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
