"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","coordinatePrecision","geoFlag","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","230257","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Sphenocleaceae","Sphenoclea","zeylanica","Sphenoclea zeylanica","Gaertn.","M. H. Nee","M. H. Nee","47783","1998","01","05","South America","Bolivia","Santa Cruz","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=650533' target='other'> <mi>dwc_moreinfo</mi></a>","NY00230257",NA,"Ichilo","Around gravel operation near Río Yapacaní. 4.5 km S of turnoff from highway from Buena Vista to Villa Tunari near bridge over Río Yapacaní.","-63.85","-17.43","300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01142063","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Sphenocleaceae","Sphenoclea","zeylanica","Sphenoclea zeylanica","Gaertn.","J. L. Luteyn","G. Gardner",NA,"1836",NA,NA,"South America","Brazil",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1509860' target='other'> <mi>dwc_moreinfo</mi></a>","NY01142063","NY01142063_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01142062","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Sphenocleaceae","Sphenoclea","zeylanica","Sphenoclea zeylanica","Gaertn.","J. L. Luteyn","H. H. Rusby","96","1896",NA,NA,"South America","Brazil",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1509859' target='other'> <mi>dwc_moreinfo</mi></a>","NY01142062","NY01142062_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01142060","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Sphenocleaceae","Sphenoclea","zeylanica","Sphenoclea zeylanica","Gaertn.","J. A. Kallunki","C. C. Berg","P17627","1973","11","07","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=650539' target='other'> <mi>dwc_moreinfo</mi></a>","NY01142060","NY01142060_01",NA,"Carreiro, Km 5, Manaus-Porto Velho road","-59.8688096","-3.2151275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01142055","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Sphenocleaceae","Sphenoclea","zeylanica","Sphenoclea zeylanica","Gaertn.","J. L. Luteyn","G. T. Prance","5912","1968","07","12","South America","Brazil","Rondônia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1509853' target='other'> <mi>dwc_moreinfo</mi></a>","NY01142055","NY01142055_01",NA,"E. bank of Rio Madeira at Abuña","-65.365883","-9.704187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01142047","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Sphenocleaceae","Sphenoclea","zeylanica","Sphenoclea zeylanica","Gaertn.","J. L. Luteyn","G. T. Prance","2591","1966","09","27","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1509845' target='other'> <mi>dwc_moreinfo</mi></a>","NY01142047","NY01142047_01",NA,"Sandy beach opposite Boda do Acre, margin of Rio Purus","-67.4024105","-8.7518256",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02702373","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Sphenocleaceae","Sphenoclea","zeylanica","Sphenoclea zeylanica","Gaertn.",NA,"G. Pereira-Silva","15203","2010","03","25","South America","Brazil","Rondônia","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2995335' target='other'> <mi>dwc_moreinfo</mi></a>","NY02702373","NY02702373_01","Jaciparana","Margem direita do rio Madeira, porto Prainha (bolsa da mineradora)","-65.0117","-9.5714","87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01142064","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Sphenocleaceae","Sphenoclea","zeylanica","Sphenoclea zeylanica","Gaertn.","J. L. Luteyn","T. C. Plowman","12098","1982","12","02","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1509861' target='other'> <mi>dwc_moreinfo</mi></a>","NY01142064","NY01142064_01","Tefé","Rio Japurá, approx. 6 km above mouth","-64.866667","-2.883333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01142049","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Sphenocleaceae","Sphenoclea","zeylanica","Sphenoclea zeylanica","Gaertn.","J. L. Luteyn","G. T. Prance","24341","1976","12","02","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1509847' target='other'> <mi>dwc_moreinfo</mi></a>","NY01142049","NY01142049_01",NA,"Rio Solimoes above confluence of Rio Negro","-59.9016237","-3.1715397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01142059","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Sphenocleaceae","Sphenoclea","zeylanica","Sphenoclea zeylanica","Gaertn.","J. L. Luteyn","G. T. Prance","24376","1977","02","11","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1509857' target='other'> <mi>dwc_moreinfo</mi></a>","NY01142059","NY01142059_01",NA,"Mouth of Rio Negro at the meeting of the waters. North bank of the Solimoes","-59.9016237","-3.1715397",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01142061","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Sphenocleaceae","Sphenoclea","zeylanica","Sphenoclea zeylanica","Gaertn.",NA,"A. B. Anderson","1194","1984","10","08","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1509858' target='other'> <mi>dwc_moreinfo</mi></a>","NY01142061","NY01142061_01","Barcarena","Ilha das Onças, property of Dona Alice Dumalakis.","-48.45","-1.42",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01142053","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Sphenocleaceae","Sphenoclea","zeylanica","Sphenoclea zeylanica","Gaertn.","J. L. Luteyn","L. Riedel",NA,NA,NA,NA,"South America","Brazil",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1509851' target='other'> <mi>dwc_moreinfo</mi></a>","NY01142053","NY01142053_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01142065","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Sphenocleaceae","Sphenoclea","zeylanica","Sphenoclea zeylanica","Gaertn.","J. L. Luteyn","C. C. Berg","659","1977","10","21","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1509862' target='other'> <mi>dwc_moreinfo</mi></a>","NY01142065","NY01142065_01",NA,"Tucuruí dam area, Rio Tocantins. Itupiranga, along Rio Tocantins.","-49.324539","-5.1348509",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01142057","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Sphenocleaceae","Sphenoclea","zeylanica","Sphenoclea zeylanica","Gaertn.","J. L. Luteyn","G. T. Prance","23280","1975","02","21","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1509855' target='other'> <mi>dwc_moreinfo</mi></a>","NY01142057","NY01142057_01",NA,"Fazenda Santa Terezinha, Costa de Terra Nova, Ilha do Careiro, Rio Amazonas","-59.719153","-3.1771155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01142054","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Sphenocleaceae","Sphenoclea","zeylanica","Sphenoclea zeylanica","Gaertn.","J. L. Luteyn","G. T. Prance","23280","1975","02","21","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1509852' target='other'> <mi>dwc_moreinfo</mi></a>","NY01142054","NY01142054_01",NA,"Fazenda Santa Terezinha, Costa de Terra Nova, Ilha do Careiro, Rio Amazonas","-59.719153","-3.1771155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01142052","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Sphenocleaceae","Sphenoclea","zeylanica","Sphenoclea zeylanica","Gaertn.","M. H. Nee","C. A. Cid Ferreira","2693","1980","10","03","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1509850' target='other'> <mi>dwc_moreinfo</mi></a>","NY01142052","NY01142052_01","Boca do Acre","Divisão do Acre e Amazonas, próximo ao rio Iaco, município de Boca do Acre. Mata de várzea, solo argiloso.","-68.6424145","-9.0515716",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-02-18 09:30:49-03","UNESP-IBB","BOTU","6691","PreservedSpecimen","Plantae",NA,NA,"Sphenocleaceae","Sphenoclea","zeylanica","Sphenoclea zeylanica","Gaertn.",NA,"Chagas, F.N.","2711","1976","08","10",NA,"Brasil","Amazonas",NA,"Erva, 10 cm de altura, 2 cm de diâmetro, inflorescência com flores verdes","BOTU006691",NA,"Humaitá",NA,NA,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-04 08:56:14-03","UFPI-MRV","HDELTA","2374","PreservedSpecimen","Plantae",NA,NA,"Sphenocleaceae","Sphenoclea","zeylanica","Sphenoclea zeylanica","Gaertn.","Brito, M. Z. O.","Brito, M. Z. O","2","2011","11","02",NA,"Brasil","Piauí",NA,NA,"HDELTA002374",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2011","11","02",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 08:56:14-03","UFPI-MRV","HDELTA","939","PreservedSpecimen","Plantae",NA,NA,"Sphenocleaceae","Sphenoclea","zeylanica","Sphenoclea zeylanica","Gaertn.",NA,"Lima, A.A.","88","2012","12","12",NA,"Brasil","Piauí",NA,"Erva anfíbia","HDELTA000939",NA,"Parnaíba","Rio Iguaraçu","-41.767228","-2.927444",NA,NA,"41°46'02,02''W","02°55'38,80''S","2012","12","19",NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-11-19 15:43:43-03","UNEB","HUNEB","12933","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Campanulaceae","Sphenoclea","zeylanica","Sphenoclea zeylanica","Gaertn.",NA,"Carvalho, I.M.O.","45","2010","03","04",NA,"Brasil","Bahia",NA,NA,"HUNEB0012933",NA,"Aramari","Represa de Aramari","-38.4991989135742","-12.0817003250122",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","17170","auto",NA,NA,NA,NA,NA
"31","2021-03-30 12:36:26-03","EAO","IAN","113243","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Campanulaceae","Sphenoclea","zeylanica","Sphenoclea zeylanica","Gaertn.","Pires, JM","Egler, WA; Irwin, HS","46045","1961","07","30","Southern America","Brasil","Pará",NA,"Erect herb to 1.5m tall. Flowers greenish white. Occasional.","IAN113243",NA,NA,"In shallow water of pool in capoeira near falls, Santo Antonio da Cachoeira.","-52.916667","-0.916667",NA,NA,"-52.916667","-0.916667","1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:36:26-03","EAO","IAN","101442","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Campanulaceae","Sphenoclea","zeylanica","Sphenoclea zeylanica","Gaertn.",NA,"Lanjouw, J; Lindeman, JC","3136","1949","05","07","Southern America","Suriname",NA,NA,"Herb 60cm. Flower white, leaf thin and palegreen.","IAN101442",NA,NA,"Hab. Nickerie. In swampmeddow Z, of Clrapolder.","-56.5","3.6",NA,NA,"-56.5","3.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:36:26-03","EAO","IAN","108340","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Campanulaceae","Sphenoclea","zeylanica","Sphenoclea zeylanica","Gaertn.",NA,"Oliveira, E","1207","1920",NA,NA,"Southern America","Brasil","Pará",NA,"Arbusto de 0,50cm; frutos em forma de cartucho.","IAN108340",NA,NA,"Rio Tocantins. Região de Tucuruí. Terreno alagado, areia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:36:26-03","EAO","IAN","117465","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Campanulaceae","Sphenoclea","zeylanica","Sphenoclea zeylanica","Gaertn.","Pires, JM","Prance, GT; Pennington, TD","2044","1965","11","09","Southern America","Brasil","Pará",NA,"Herb, 1.5m tall. Corolla white. Abundant.","IAN117465",NA,NA,"Road Bragança to Viseu. Banks of Rio Piria; south of Curapati.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:36:26-03","EAO","IAN","12729","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Campanulaceae","Sphenoclea","zeylanica","Sphenoclea zeylanica","Gaertn.","Killip, EP","Haught, O","2727","1939","03","30",NA,"Colômbia",NA,NA,"Upright-growing spft anual herb, 1m or less high. Small white flowers remaining nearly closed.","IAN012729","IAN012729 IAN012729_e IAN012729_e1",NA,"Department Boyacá. In damp soil along R. Meta, at Orocue.",NA,NA,"140","140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:36:26-03","EAO","IAN","20321","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Campanulaceae","Sphenoclea","zeylanica","Sphenoclea zeylanica","Gaertn.",NA,"Black, GA; Schultes, RE","100","1946","09","24",NA,"Colômbia","Letícia",NA,"15-70cm; suculena; flor branca.","IAN020321","IAN020321 IAN020321_e","Letícia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:36:26-03","EAO","IAN","64458","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Campanulaceae","Sphenoclea","zeylanica","Sphenoclea zeylanica","Gaertn.",NA,"Fróes, RL; Black, GA","27450","1951","07","14","Southern America","Brasil","Amapá",NA,"Erva.","IAN064458","IAN064458 IAN064458_e",NA,"Fortaleza de Macapá.","-52.916667","-0.916667",NA,NA,"-52.916667","-0.916667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:36:26-03","EAO","IAN","74120","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Campanulaceae","Sphenoclea","zeylanica","Sphenoclea zeylanica","Gaertn.",NA,"Black, GA; Ledoux, PVD","14392","1952","04","30","Southern America","Brasil","Pará",NA,"Flor esverdeada, raiz com cortiça.","IAN074120",NA,NA,"Rio Ararí, Ilha do Marajó, Fazneda Tuiuiú.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:36:26-03","EAO","IAN","77287","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Campanulaceae","Sphenoclea","zeylanica","Sphenoclea zeylanica","Gaertn.",NA,"Black, GA","15452","1952","07","05","Southern America","Brasil","Pará",NA,"Forma grupos amarelados, no meio de capins.","IAN077287",NA,NA,"Cacaual Grande; Canal Vicente Chermont de Miranda.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:36:26-03","EAO","IAN","84010","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Campanulaceae","Sphenoclea","zeylanica","Sphenoclea zeylanica","Gaertn.",NA,"Black, GA; Pires, JM","16612","1954","07","06","Southern America","Brasil","Maranhão",NA,NA,"IAN084010",NA,"Perizes","Várzea.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:36:26-03","EAO","IAN","158250","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Campanulaceae","Sphenoclea","zeylanica","Sphenoclea zeylanica","Gaertn.","Cordeiro, MR","Cordeiro, MR; Nivaldo, S","1669","1982","08","04","Southern America","Brasil","Pará",NA,"Erva. Fruto verde.","IAN158250",NA,"Afuá","Ao lado da ponte, perto da fábrica de palmito. Várzea.","-50.3866996765137","-0.156666994094849",NA,NA,NA,NA,NA,NA,NA,NA,"124640","auto",NA,NA,NA,NA,NA
"42","2021-03-30 12:36:26-03","EAO","IAN","56664","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Campanulaceae","Sphenoclea","zeylanica","Sphenoclea zeylanica","Gaertn.",NA,"Black, GA; Ledoux, PVD","10102","1950","08","23","Southern America","Brasil","Pará",NA,NA,"IAN056664",NA,"Belém","IAN. Plantação de arroz.","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"43","2021-03-30 12:36:26-03","EAO","IAN","120995","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Campanulaceae","Sphenoclea","zeylanica","Sphenoclea zeylanica","Gaertn.",NA,"Pires, JM; Silva, NT da","10349","1967","03","27","Southern America","Brasil","Pará",NA,"Arbusto de 80cm de altura.","IAN120995",NA,"Belém","IPEAN. Quadra do Capinzal, à margem da estrada da Bomba do Utinga, terreno de várzea baixa.","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"44","2021-03-30 12:36:26-03","EAO","IAN","56670","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Campanulaceae","Sphenoclea","zeylanica","Sphenoclea zeylanica","Gaertn.",NA,"Black, GA; Ledoux, PVD","10107","1950","08","23","Southern America","Brasil","Pará",NA,"Anual; flor branca; sementes para permuta.","IAN056670",NA,"Belém","Rio Guamá; arrozal do I.A.N.","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA,NA
"45","2021-03-30 12:36:26-03","EAO","IAN","159149","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Campanulaceae","Sphenoclea","zeylanica","Sphenoclea zeylanica","Gaertn.","Cordeiro, MR","Neves, MP das; Rodrigues, IA","358","1982","11","01","Southern America","Brasil","Pará",NA,"Erva perene, com fruto.","IAN159149",NA,"Chaves","Vaquejadas do Aacual, tapagem Zequinha Miranda. Campo de várzea.","-49.9883003234863","-0.159999996423721",NA,NA,NA,NA,NA,NA,NA,NA,"123112","auto",NA,NA,NA,NA,NA
"46","2021-03-30 12:36:26-03","EAO","IAN","62188","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Campanulaceae","Sphenoclea","zeylanica","Sphenoclea zeylanica","Gaertn.",NA,"Black, GA; Ledoux, PVD","10899","1950","11","24","Southern America","Brasil","Pará",NA,"Anual; flor branco-rosea; suculenta.","IAN062188","IAN062188 IAN062188_e","Monte Alegre","Praia; lugar arenoso entrecortado de pequenos córregos; várzea.","-54.0691986083984","-2.00778007507324",NA,NA,NA,NA,NA,NA,NA,NA,"279177","auto",NA,NA,NA,NA,NA
