"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","continentOcean","country","locality","occurrenceRemarks","barcode","imagecode","identifiedBy","stateProvince","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","recordNumber","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","phylum","minimumElevationInMeters","maximumElevationInMeters","typeStatus","fieldNumber","preparationType","individualCount","verbatimLongitude","verbatimLatitude"
"12","2019-08-27 13:26:42-03","IAP","PACA-AGP","40960","PreservedSpecimen","Plantae","Liliatae","Zingiberales","Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel ex Körn.","Rambo, B.","1949","04","10",NA,"Brasil","ad fl. Gravataí inferius","VULNERÁVEL&nf;sicher, 23.08.1954; Habitat: ad flumen in alte dumetosis Fenofase: flor","PACA040960",NA,"Emrich-Rambo","RS",NA,NA,NA,NA,NA,"Porto Alegre","-51.2299995422363","-30.0331001281738","29946","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-08-27 13:26:42-03","IAP","PACA-AGP","41119","PreservedSpecimen","Plantae","Liliatae","Zingiberales","Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel ex Körn.","Rambo, B.","1949","04","20",NA,"Brasil","Ilha da Pintada","VULNERÁVEL&nf;sicher, 23.08.1954; Habitat: in paludosis alte dumetosis Fenofase: flor","PACA041119",NA,"Emrich-Rambo","RS",NA,NA,NA,NA,NA,"Porto Alegre","-51.2299995422363","-30.0331001281738","29946","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-08-27 13:26:42-03","IAP","PACA-AGP","37310","PreservedSpecimen","Plantae","Liliatae","Zingiberales","Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel ex Körn.","G. Tessmann",NA,NA,NA,NA,"Brasil","Norte do Paraná","VULNERÁVEL&nf;sicher, 23.08.1954; Habitat: in silva primaeva Fenofase: flor","PACA037310",NA,"Emrich-Rambo","PR",NA,NA,NA,NA,"6014","Pirapó",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-08-27 13:26:42-03","IAP","PACA-AGP","53250","PreservedSpecimen","Plantae","Liliatae","Zingiberales","Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel ex Körn.","Rambo, B.","1952","01","20",NA,"Brasil","Caaró","VULNERÁVEL&nf;sicher, 23.08.1954; Habitat: in paludosis alte dumetosis Fenofase: folium","PACA053250",NA,"Emrich-Rambo","RS",NA,NA,NA,NA,NA,"São Luiz",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-08-27 13:26:42-03","IAP","PACA-AGP","70688","PreservedSpecimen","Plantae","Liliatae","Zingiberales","Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel ex Körn.","Troels Myndel Pedersen","1977","03","10",NA,"Argentina","Estancia LaYela","VULNERÁVEL&nf;Plantae Argentinensis; Hebário ICN 45515","PACA070688",NA,NA,"Cc",NA,NA,NA,NA,"11692",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-08-27 13:26:42-03","IAP","PACA-AGP","3134","PreservedSpecimen","Plantae","Liliatae","Zingiberales","Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel ex Körn.","Rambo, B.","1954","08","23",NA,"Brasil","Ilha da Pintada","VULNERÁVEL&nf;sicher, 23.08.1954; Habitat: ad flumen in dumetosis Fenofase: flor","PACA003134",NA,"Emrich-Rambo","RS",NA,NA,NA,NA,NA,"Porto Alegre","-51.2299995422363","-30.0331001281738","29946","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-08-27 13:26:42-03","IAP","PACA-AGP","2703","PreservedSpecimen","Plantae","Liliatae","Zingiberales","Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel ex Körn.","Rambo, B.","1936","02","26",NA,"Brasil","B. Rambo SJ","VULNERÁVEL&nf;sicher, 23.08.1954; Habitat: In paludosis alte dumetosis","PACA002703",NA,"Emrich-Rambo","RS",NA,NA,NA,NA,NA,"São Leopoldo","-51.1472015380859","-29.7602996826172","10287","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-08-27 13:26:42-03","IAP","PACA-AGP","49699","PreservedSpecimen","Plantae","Liliatae","Zingiberales","Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel ex Körn.","Rambo, B.","1951","01","18",NA,"Brasil","Lagoa dos Quadros","VULNERÁVEL&nf;sicher, 23.08.1954; sem material Habitat: in paludosis alte dumetosis Fenofase: flor","PACA049699",NA,"Emrich-Rambo","RS",NA,NA,NA,NA,NA,"Torres","-49.7268981933594","-29.3353004455566","20837","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-08-27 13:26:42-03","IAP","PACA-AGP","25704","PreservedSpecimen","Plantae","Liliatae","Zingiberales","Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel ex Körn.","Rambo, B.","1944","01",NA,NA,"Brasil","Fazenda Santa Cecilia","VULNERÁVEL&nf;sicher, 23.08.1954; Habitat: in paludosis alte dumetosis Fenofase: flor","PACA025704",NA,"Emrich-Rambo","RS",NA,NA,NA,NA,NA,"São Gabriel","-54.3199996948242","-30.3363990783691","56206","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-08-27 13:26:42-03","IAP","PACA-AGP","34087","PreservedSpecimen","Plantae","Liliatae","Zingiberales","Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel ex Körn.","C. Orth SJ","1934",NA,NA,NA,"Brasil",NA,"VULNERÁVEL&nf;sicher, 23.08.1954; Habitat: in paludosis dumetosis Fenofase: flor","PACA034087",NA,"Emrich-Rambo","RS",NA,NA,NA,NA,NA,"São Leopoldo","-51.1472015380859","-29.7602996826172","10287","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-08-27 13:26:42-03","IAP","PACA-AGP","7481","PreservedSpecimen","Plantae","Liliatae","Zingiberales","Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel ex Körn.","F. Theissen SJ","1907",NA,NA,NA,"Brasil",NA,"VULNERÁVEL&nf;sicher, 23.08.1954; Habitat: in paludosis alte dumetosis Fenofase: flor","PACA007481",NA,"Emrich-Rambo","RS",NA,NA,NA,NA,NA,"São Leopoldo","-51.1472015380859","-29.7602996826172","10287","auto","Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-21 14:39:17-03","UFJF","CESJ","60167","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Thalia","multiflora","Thalia multiflora","Horch. ex Xch.","R.C. Forzza; R. Mello-Silva; A.C. Marcato","2001","12","17","América do Sul","Argentina","San Cayetano, Próximo ao arroyo Riachuelo,13 Km da rodovia Corrientes- Riachuelo (Ruta 12). Campos arenosos e vegetação arbóro - arbustiva.","Erva 1,5-2m. de alt.,em brejo formando grande população.Folhas levemente glaucas. Escapo verde. Brácteas florais vináceas, glaucas. Flores com cálice e corola hialinos;estaminódios roxos.","CESJ060167",NA,"A. Schinini","Corrientes",NA,"2002",NA,NA,"2020",NA,NA,NA,NA,NA,"Angiosperma","95","95",NA,NA,NA,NA,NA,NA
"24","2019-11-06 09:56:19-03","UFOP","OUPR","14064","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel ex Koern.","Damazio, L.B.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,"Damazio, L.B.","Minas Gerais",NA,NA,NA,NA,"s.n.","Juiz de Fora","-43.3502998352051","-21.7642002105713","36144","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-16 17:55:17-03","UCS","HUCS","44958","PreservedSpecimen","Plantae",NA,"Zingiberales","Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel","Putzke, J.","1999","12","13",NA,"Brasil",NA,NA,NA,NA,NA,"Rio Grande do Sul",NA,NA,NA,NA,"16","Santa Vitória do Palmar","-53.3680992126465","-33.5189018249512","130170","auto","Angiospermae",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:33:53-03","MBM","MBM","17722","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel ex Koernicke","Krapovickas, A.; et al.; et al.",NA,NA,NA,"Southern America","Argentina",NA,NA,"MBM017722","MBM017722",NA,NA,NA,NA,NA,NA,"14891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:33:53-03","MBM","MBM","242679","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel ex Koernicke","Arbo, M.M.; et al.; et al.",NA,NA,NA,"Southern America","Argentina",NA,NA,"MBM242679","MBM242679","Schinini, A.",NA,NA,NA,NA,NA,"8070",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:33:53-03","MBM","MBM","56628","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel ex Koernicke","Pedersen, T.M.",NA,NA,NA,"Southern America","Argentina",NA,NA,"MBM056628","MBM056628","Pedersen, T.M.",NA,NA,NA,NA,NA,"11692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:33:53-03","MBM","MBM","196367","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel ex Koernicke","Jarenkow, J.A.; et al.; et al.",NA,NA,NA,"Southern America","Brazil","São Miguel",NA,"MBM196367","MBM196367","Irgang, B.","Rio Grande do Sul",NA,NA,NA,NA,"1290","Santa Vitória do Palmar","-53.3680992126465","-33.5189018249512","130170","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2015-09-29 06:41:39-03","MNHN","RECOLNAT_MNHN_P","P00689986","PreservedSpecimen",NA,NA,NA,"Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel ex Körn","Glaziou, A.","1892","10","1",NA,"Brésil","Rio de Janeiro : Quinta de Sao Christovao","Reçu le 27-05-1896 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00689986' target='other'> <mi>dwc_moreinfo</mi></a>","P00689986","P00689986_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","20517","hb",NA,NA,NA
"31","2015-09-29 09:03:06-03","MNHN","RECOLNAT_MNHN_P","P00689987","PreservedSpecimen",NA,NA,NA,"Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel ex Körn","Glaziou, A.","1892","10","1",NA,"Brésil","Rio de Janeiro : Quinta de Sao Christovao","Reçu le 27-05-1896 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00689987' target='other'> <mi>dwc_moreinfo</mi></a>","P00689987","P00689987_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype","20517","hb",NA,NA,NA
"32","2018-01-05 12:36:27-02","MNHN","RECOLNAT_MNHN_P","P01799098","PreservedSpecimen",NA,NA,NA,"Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel ex Körn","Gaudichaud","1833","1","1",NA,"Brasil","Brésil (Rio Grande).","Herbier Impérial du Brésil nº333. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01799098' target='other'> <mi>dwc_moreinfo</mi></a>","P01799098","P01799098_01",NA,"Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"333","hb",NA,NA,NA
"33","2018-01-05 12:36:27-02","MNHN","RECOLNAT_MNHN_P","P01799099","PreservedSpecimen",NA,NA,NA,"Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel ex Körn","Gaudichaud, C.","1833","1","1",NA,"Brasil","Brésil. Province de Rio-Grande","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01799099' target='other'> <mi>dwc_moreinfo</mi></a>","P01799099","P01799099_01",NA,"Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"333","hb",NA,NA,NA
"34","2008-05-27 22:02:00-03","MO","MOBOT","3096617","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel","Troels M. Pedersen","1977",NA,NA,"South America","Argentina","Estancia La Yela.",NA,NA,NA,"H. Kennedy","Corrientes",NA,NA,NA,NA,"Pedersen 11692","Empedrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2018-05-17 05:29:00-03","MO","MOBOT","100440124","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel","Rosa Guaglianone|María E. Múlgura","1988","12","13","South America","Argentina","Parque Nac. Pilcomayo, bañados del borde de la Laguna Blanca.",NA,NA,NA,"H. Kennedy (UCR)","Formosa",NA,NA,NA,NA,"Guaglianone 2190","Pilcomayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"36","2015-12-17 14:35:00-02","MO","MOBOT","100882929","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel","Rosa Degen|Fátima Mereles","1995","10","24","South America","Paraguay","Ruta a Gral. Bruguez, de Ninfa. Canaletas inundables.",NA,NA,NA,NA,"Presidente Hayes",NA,NA,NA,NA,"Degen 3416",NA,"-58.3877777","-24.7377777",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"37","2015-12-17 14:44:00-02","MO","MOBOT","100882939","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel","Fátima Mereles|Rosa Degen","1992","9","20","South America","Paraguay","Borde del riacho Yacaré.",NA,NA,NA,NA,"Presidente Hayes",NA,NA,NA,NA,"Mereles H. 4945",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"38","2013-08-12 07:41:00-03","MO","MOBOT","2424745","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel","Renée H. Fortunato|A. D'Agostini|Alejandro J. Martínez","1998","12","10","South America","Argentina","21 km al SW de San Martín por RP 7.",NA,NA,NA,"H. Kennedy (UCR)","Chaco",NA,NA,NA,NA,"Fortunato 6196","Libertador General San Martín",NA,NA,NA,NA,NA,"42.00000000",NA,NA,NA,NA,"1",NA,NA
"39","2011-03-26 12:56:00-03","MO","MOBOT","2441141","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel","Maria M. Arbo|Aurelio Schinini|Victor Maruñak|E. Vagabculow","1998","12","1","South America","Argentina","Macrosistema Iberá. Estancia Rincón del Diablo, Laguna Yacare y arroyo Itati",NA,NA,NA,"Schinini, A.","Corrientes",NA,NA,NA,NA,"Arbo 8070","Mercedes","-58.06666","-28.68333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2015-12-17 14:48:00-02","MO","MOBOT","2519410","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel","Rosa Degen","1992","11","20","South America","Paraguay","Campo León, camino a riacho González",NA,NA,NA,"Degen, R.","Presidente Hayes",NA,NA,NA,NA,"Degen 2859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"41","2014-03-29 22:05:00-03","MO","MOBOT","2519419","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel","A.L. Woolston","1957","1","10","South America","Paraguay","Colonia Primavera",NA,NA,NA,NA,"San Pedro",NA,NA,NA,NA,"Woolston 814",NA,"-56.51666","-24.63333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2010-03-01 19:04:00-03","MO","MOBOT","3069932","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel","F. Javier Fernández Casas|J. Molero","1980","9","10","South America","Paraguay","Río Verde, cerca de Pozo Colorado, en un tajamar.",NA,NA,NA,"R.L. Liesner","Presidente Hayes",NA,NA,NA,NA,"Fernández Casas 4493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2008-05-27 22:02:00-03","MO","MOBOT","3070518","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel","Aurelio Schinini","1978","11","26","South America","Argentina","Ruta 12, 11 km W de Corrientes, camino a Santa Ana.",NA,NA,NA,NA,"Corrientes",NA,NA,NA,NA,"Schinini Cacace 16055","Capital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2015-08-23 05:45:00-03","MO","MOBOT","3072693","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel","S.A. Renvoize","1978","11","29","South America","Argentina","Marshy ground beside road.",NA,NA,NA,NA,"Corrientes",NA,NA,NA,NA,"Renvoize 3669",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2009-07-10 17:57:00-03","MO","MOBOT","3072769","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel","Troels M. Pedersen","1977","3","10","South America","Argentina","Estancia ''La Yela.",NA,NA,NA,NA,"Corrientes",NA,NA,NA,NA,"Pedersen 11692","Empedrado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2009-07-10 17:57:00-03","MO","MOBOT","3072835","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel","Troels M. Pedersen","1951","2","9","South America","Argentina","Estancia ''Santa Teresa''.",NA,NA,NA,"T.M.P","Corrientes",NA,NA,NA,NA,"Pedersen 1006","Mburucuyá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2009-07-27 09:32:00-03","MO","MOBOT","3072845","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel","Auguste F.M. Glaziou","1861",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Glaziou 20517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2009-07-27 09:32:00-03","MO","MOBOT","3072974","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel","Auguste F.M. Glaziou","1861",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Glaziou 20517",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2008-05-27 22:02:00-03","MO","MOBOT","630837","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel","David R. Brunner","1985","11","13","South America","Paraguay","Km 64 de la Ruta Militar entre Pozo Colorado y Concepción. Sitio bajo al lado un arroyo pantanoso, bosque bajo espinoso. Suelo arsilloso.",NA,NA,NA,NA,"Presidente Hayes",NA,NA,NA,NA,"Brunner 1382",NA,"-58.23333","-23.53333",NA,NA,NA,NA,NA,NA,"85-21",NA,"2",NA,NA
"50","2019-06-10 10:11:05-03","FZB-BH","BHZB","7451","S","Plantae",NA,NA,"Marantaceae","Thalia","multiflora","Thalia multiflora",NA,"Ferreira Junior, C.A. et al.","2009","03","05",NA,"Brasil","FZBBH/ Coleção de Plantas Aquáticas","unicata",NA,NA,"J.M.A, Braga","MG",NA,"2016","06","07",NA,"Belo Horizonte","-43.937801361084","-19.9207992553711","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-09-12 05:00:02-03","US","US","2124706","PreservedSpecimen","Plantae","Monocotyledonae","Zingiberales","Marantaceae","Thalia","multiflora","Thalia multiflora","Horkel","T. M. Pedersen","1951","2","9","South America","Argentina","Estancia Santa Teresa",NA,"US00369322",NA,"Pedersen, T. M.","Corrientes",NA,NA,NA,NA,"1006","Mburucuyá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
