"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","fieldNumber","relatedCatalogItem","previousCatalogNumber"
"11","2020-12-20 21:18:45-03","UFV","VIC","005154","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.",NA,"Shimoya","1954","11","29","Brasil","Minas Gerais","Acesita",NA,NA,NA,NA,NA,"Cultivada em vaso de xaxim.",NA,"s.n.",NA,NA,NA,NA,"VIC005154","VIC005154",NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-08-20 10:00:53-03","UNICAMP","UEC","139838","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","Breier, TB","Breier, TB; Singer, RB","2003","05","14","Brazil","São Paulo","Sete Barras","Parque Estadual Carlos Botelho, parcelas permantentes","-47.916667","-24.166667",NA,NA,NA,NA,"1081",NA,NA,NA,NA,"UEC034839","UEC034839","2004","09","-47.916667","-24.166667",NA,NA,NA,NA
"13","2019-08-20 10:00:53-03","UNICAMP","UEC","139836","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","Singer, RB","Breier, TB; Singer, RB","2002","07","03","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, parcelas permanentes","-47.9199981689453","-25.0100002288818","37574",NA,"Na parcela permanente sobre árvore número 157","auto","344",NA,NA,NA,NA,"UEC034841",NA,"2003","03",NA,NA,NA,NA,NA,NA
"14","2019-08-20 10:00:53-03","UNICAMP","UEC","139837","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","Breier, TB","Breier, TB; Singer, RB","2003","05","06","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, parcelas permantentes","-47.9199981689453","-25.0100002288818","37574",NA,"Centro da flor é branco","auto","963",NA,NA,NA,NA,"UEC034838","UEC034838","2004","09",NA,NA,NA,NA,NA,NA
"15","2019-08-20 10:00:53-03","UNICAMP","UEC","138992","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","Singer, RB","Singer, RB","1999","02","15","Brazil","São Paulo","Ubatuba","Parque Estadual Serra do Mar, Núcleo Picinguaba.","-45.0699996948242","-23.4300003051758","34265",NA,NA,"auto","99/01",NA,NA,NA,NA,"UEC034840","UEC034840",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-10-14 10:04:10-03","FURB","FURB","21484","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","Cadorin, TJ","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","02","16","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Morro do Spitzkopf.","-49.1180556","-27.0069444",NA,NA,"Epífita IFFSC e8001b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor avermelhada",NA,"1261",NA,"249","249",NA,"FURB35440","FURB35440","2010","03","-49.1180556","-27.0069444","23",NA,NA,NA
"17","2020-10-14 10:04:10-03","FURB","FURB","22568","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","Cadorin, TJ","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","03","16","Brasil","Santa Catarina","Florianópolis","Pântano do Sul (Parque Municipal da Lagoinha do Leste).","-48.4925","-27.7752778",NA,NA,"Florística IFFSC e8006a (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita; flor vermelha",NA,"1610",NA,"46","46",NA,"FURB02792","FURB02792","2010","03","-48.4925000","-27.7752778","16",NA,NA,NA
"18","2020-10-14 10:04:10-03","FURB","FURB","23340","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","Cadorin, TJ","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","04","07","Brasil","Santa Catarina","Garuva","Sol Nascente.","-48.7272223","-26.055",NA,NA,"Epífita IFFSC e8000b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio médio de regeneração Habito: epífita; flor vermelha",NA,"1832",NA,"13","13",NA,"FURB35441","FURB35441","2010","04","-48.7272223","-26.0550000","07",NA,NA,NA
"19","2020-10-14 10:04:10-03","FURB","FURB","31224","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","Mancinelli, WS; Engels, ME; Smidt, EC","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2010","06","30","Brasil","Santa Catarina","Porto Belo","Margem da BR 101.","-48.6019444","-27.1494444",NA,NA,"Epífita IFFSC e8002c (Abaixo de 4m) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Avançado; comum no fragmento Habito: Fruto verde;",NA,"2898",NA,"6","6",NA,"FURB35438","FURB35438","2012","04","-48.6019444","-27.1494444",NA,NA,NA,NA
"20","2020-10-14 10:04:10-03","FURB","FURB","31349","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","Mancinelli, WS; Engels, ME; Smidt, EC","Dreveck, S.; Carneiro, F.E.","2010","04","08","Brasil","Santa Catarina","Araquari","Canudo / WEG Floresta.","-48.6888889","-26.5525",NA,NA,"Florística IFFSC 913 (Epífita) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Médio; interior do fragmento Habito: epífita; flor base amarela, ápice marrom e labelo branco com marrom",NA,"2073",NA,"10","10",NA,"FURB35439","FURB35439","2012","04","-48.6888889","-26.5525000",NA,NA,NA,NA
"21","2019-11-08 08:54:24-03","FURB","FURB","43881","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","Caetano, JO","Caetano, J.O.","2014","01","26","Brasil","Santa Catarina","Benedito Novo","Ao lado da PCH CEESAN Alto Benedito.","-49.3972222","-26.7833333",NA,NA,NA,NA,"65",NA,"277","277",NA,"FURB35436","FURB35436","2014","01","-49.3972222","-26.7833333","26",NA,NA,NA
"22","2020-10-14 10:04:10-03","FURB","FURB","60471","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","08","29","Brasil","Santa Catarina","Itapoá","Sai Mirim.","-48.69","-26.1",NA,NA,"fruto maduro Habitat: interior da unidade amostral Habito: epífita",NA,"3410",NA,NA,NA,NA,"FURB60471","FURB60471","2018","08","-48.6900000","-26.1000000","29",NA,NA,NA
"23","2020-10-14 10:04:10-03","FURB","FURB","64056","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","2018","09","04","Brasil","Santa Catarina","Araquari",NA,"-48.6888889","-26.5525",NA,NA,"Flor Castanho Clara, avermelhado, centro alvescente; Cultivada em casa de vegetação, floração em 5/12/2018 Habitat: Beira de rio; Ecótono entre Floresta ombrófila Mista e Floresta ombrófila densa; Estágio Avançado a médio Habito: Epífi",NA,"4208",NA,NA,NA,NA,"FURB64056","FURB64056","2018","12","-48.6888889","-26.5525000","05",NA,NA,NA
"24","2021-03-16 17:50:18-03","UCS","HUCS","46151","PreservedSpecimen","Plantae","Angiospermae",NA,"Asparagales","Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","Cadorin, T.J.","Cadorin, T.J.","2010","02","16","Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Morro do Spitzkopf.","-49.118056","-27.006944",NA,NA,"Epífita IFFSC e8001b (Abaixo de 4m)",NA,"1261",NA,"24","24",NA,NA,NA,"2010","03","-49.118056","-27.006944","23",NA,NA,NA
"25","2019-12-06 19:30:04-03","UFES","VIES","44624","S","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","Silva, H.L.","Silva, H.L.; Calazans, L.S.B; Lieven, L.J; Valadares, R.T.","2018","11","02","Brasil","Espírito Santo","Santa Teresa","Valsugana Velha, Mata da Chave Inglesa.","-40.591111","-19.971667",NA,NA,NA,NA,"135",NA,NA,NA,NA,"VIES044624",NA,"2018",NA,"40º35'28''W","19º58'18''S",NA,NA,NA,NA
"26","2019-08-16 08:40:26-03","UTFPR","HCF","15819","S","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","G. Hatschbach","G. Hatschbach","1972","02","10","Brasil","PR","Guaraqueçaba","Paruquara","-48.3288993835449","-25.3066997528076","37295",NA,"epífita, crescendo ao longo de tronco de árvore da planície litorânea; flor marrom, base alvacenta, lucidia.","auto","29150",NA,NA,NA,NA,NA,NA,"1972",NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:38:35-03","MBM","MBM","396126","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","Engels, M.E.","Engels, M.E.; Lozano, E.D.; Canestraro, B.K.; Bonaldi, R.; Kersten, R.; Machnick; Lozano, E.D.; Canestraro, B.K.; Bonaldi, R.; Kersten, R.; Machnicki, M.","2014","02","01","Brazil","Paraná","Paranaguá","Parque Estadual do Palmito","-48.5092010498047","-25.5200004577637","24916",NA,"Epífita. Folhas verdes. Flor castanha com centro alvo. Labelo castanho com região do calo alvo, calo fimbriado.; Floresta Ombrófila Densa. Restinga arbórea.","auto","2365","Southern America",NA,NA,NA,"MBM396126","MBM396126","2014","02",NA,NA,"01",NA,NA,NA
"28","2020-12-21 16:38:35-03","MBM","MBM","395316","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","Engels, M.E.","Engels, M.E.; Ferneda Rocha, L.C.; Imig, D.C.; Pereira, S.; Ferneda Rocha, L.C.; Imig, D.C.; Pereira, S.","2013","07","05","Brazil","Paraná","Paranaguá","Rodovia PR 407, próximo à Floresta do Palmito","-48.5092010498047","-25.5200004577637","24916",NA,"Epífita. Folhas verdes. Fruto verde. Flor bem conservada verde acastanhada.","auto","1142","Southern America",NA,NA,NA,"MBM395316","MBM395316","2013","07",NA,NA,"05",NA,NA,NA
"29","2015-09-03 19:39:17-03","MNHN","RECOLNAT_MNHN_P","P00455820","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","Kraenzlin","Dusén, P.","1911","3","14","Brésil",NA,NA,"Parana : Alexandra, cultivé",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00455820' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb","P00455820","P00455820_01",NA,NA,NA,NA,NA,"11550",NA,NA
"30","2015-09-03 19:39:17-03","MNHN","RECOLNAT_MNHN_P","P00455821","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","Garay","Klaboch, E.",NA,NA,NA,"Ecuador",NA,NA,"Loxa, Ecuador",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00455821' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb","P00455821","P00455821_01",NA,NA,NA,NA,NA,NA,NA,NA
"31","2015-09-03 19:39:17-03","MNHN","RECOLNAT_MNHN_P","P00455822","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","Garay","Weddell, H.A.","1861",NA,NA,"Bolivie",NA,NA,"Boilvie",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00455822' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"hb","P00455822","P00455822_01",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-11 11:44:45-03","UFMG","BHCB","86382","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.",NA,"Lombardi, JA; et al.","2004","02","28","Brasil","Minas Gerais","Almenara","Fazenda Limoeiro","-40.850833","-16.049722",NA,NA,"alto de morro (área aberta), e encosta e fundo de vale (mata). Erva epífita, lacínios castanhos de base creme, base do labelo creme, ápice castanho. Prensada em álcool.",NA,"5658","Southern America","741","836",NA,NA,NA,NA,NA,"-40.850833","-16.049722",NA,NA,NA,NA
"33","2020-12-11 11:44:45-03","UFMG","BHCB","86382","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.",NA,"Lombardi, JA; Salino, A; Mota, RC da; Almeida, TE; Viana, PL","2004","02","28","Brasil","Minas Gerais","Almenara","Fazenda Limoeiro","-40.851056","-16.049722",NA,NA,"Alto de morro (área aberta), e encosta e fundo de vale (mata). Erva epífita, lacínios castanhos de base creme, base do labelo creme, ápice castanho. Coordenadas originais: 16°02'59-03'26,4S; 40°51'03,8-19,3W",NA,"5658","Southern America","741","836",NA,NA,NA,NA,NA,"-40.851056","-16.049722",NA,NA,NA,NA
"34","2020-12-11 11:44:45-03","UFMG","BHCB","86650","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.",NA,"Lombardi, JA; Salino, A; Mota, RC da; Almeida, TE; Viana, PL","2004","03","08","Brasil","Minas Gerais","Santa Maria do Salto","Fazenda Duas Barras","-40.060806","-16.398389",NA,NA,"Erva epífita, segmentos do perianto marrons de base creme, coluna creme.; Interior e borda de mata hidrófila em encosta e pasto adjacente.",NA,"5926","Southern America","725","725",NA,"BHCB001403","BHCB001403","2005","04","-40.060806","-16.398389",NA,NA,NA,NA
"35","2020-12-11 11:44:44-03","UFMG","BHCB","168699","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.",NA,"Klein, RM; Bresolin, AR","1970","11","19","Brasil","Santa Catarina","Florianópolis","Lagoinha do Leste, Pântano do Sul, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335","27000",NA,"Epífito da mata.","auto","9221","Southern America","200","200",NA,"BHCB012815",NA,"1971",NA,NA,NA,NA,NA,NA,NA
"36","2020-12-11 11:44:44-03","UFMG","BHCB","31405","PreservedSpecimen","Plantae","Monocotyledon",NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.",NA,"Lombardi, JA; Temponi, LG","1996","02","24","Brasil","Espírito Santo","Santa Teresa","Reserva de Santa Lúcia, trilha às margens do rio T","-40.6002998352051","-19.9356002807617","23813",NA,"tépalas brancas na base, salmão no ápice, coluna branca.","auto","1085","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-10-13 06:02:00-03","MO","MOBOT","100871439","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.",NA,"David A. Neill","2015","10","22","Ecuador","Pastaza","Mera","Mera. Garden of Holger Lugo, within the town of Mera. Epiphytic orchids in cultivation, collected from wild populations near Mera and grown by Mr. Lugo. With Mercedes Asanza, Alina Freire & Diego Gutierrez.","-78.1138889","-1.46",NA,"2",NA,NA,"Neill 17993","South America","1120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-11-15 05:15:00-02","MO","MOBOT","2481843","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","Dematteis, M.","Antonio C. Krapovickas|et al.",NA,NA,NA,"Brazil","Santa Catarina",NA,"Mun. Barra Velha, Itajuba",NA,NA,NA,NA,NA,NA,"Krapovickas 46556","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2008-05-27 22:02:00-03","MO","MOBOT","3348318","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","J. Sarmiento","Ramiro Fonnegra G.","1992","4","5","Colombia","Antioquia","San Francisco","Corregimiento Aquitania.",NA,NA,NA,NA,NA,NA,"Fonnegra G. 4343","South America","1150.00000000","1250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2013-08-23 04:12:00-03","MO","MOBOT","3586877","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.",NA,"Roberto Vásquez",NA,NA,NA,"Bolivia","Cochabamba",NA,NA,NA,NA,NA,"1",NA,NA,"Vásquez C. 136","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2008-05-27 22:02:00-03","MO","MOBOT","635678","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.",NA,"Calaway H. Dodson","1988","3","8","Ecuador","Napo",NA,NA,NA,NA,NA,NA,NA,NA,"Dodson 17401","South America","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2011-03-21 10:50:00-03","MO","MOBOT","636260","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","C. Dodson (MO)","Walter A. Palacios|Carlos Iguago","1989","10","4","Ecuador","Napo",NA,"Cantón Archidona. Faldas al sur del Volcán Sumaco. Carretera Hollín-Loreto, km 31. Comuna Challua Yacu. Bosque pluvial Pre Montano. Bosque primario; suelos de origen volcánico.","-77.5666667","-0.7166667",NA,"2",NA,NA,"Palacios Cuenca 4558","South America","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"89-80",NA,NA
"43","2008-05-27 22:02:00-03","MO","MOBOT","647619","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.",NA,"Calaway H. Dodson|Alexander Hirtz","1989","1","20","Ecuador","Morona-Santiago",NA,NA,NA,NA,NA,NA,NA,NA,"Dodson 17891","South America","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2011-06-09 17:10:00-03","MO","MOBOT","656906","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.",NA,"Calaway H. Dodson|et al.","1979","10","6","Ecuador","Los Ríos",NA,"Jauneche forest, km 70 Quevedo-Palenque, via Mocachi.","-79.7","-1.26666",NA,NA,NA,NA,"Dodson 8862","South America","70.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","661543","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.",NA,"Alvin Embree",NA,NA,NA,"Ecuador","Napo",NA,NA,NA,NA,NA,NA,NA,NA,"Embree 82","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2014-02-07 18:19:00-02","MO","MOBOT","664280","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.","C.H. Dodson (MO)","H. van der Werff|Bruce Gray|Efraín Freire|Milton Tirado","1994","2","18","Ecuador","Zamora-Chinchipe","Nangaritza","Hills behind Campamento Miazi along Rio Nangaritza.","-78.6666667","-4.2666667",NA,"1",NA,NA,"van der Werff 13244","South America","900.00000000","1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"140",NA,NA
"47","2008-05-27 22:02:00-03","MO","MOBOT","664505","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.",NA,"Calaway H. Dodson|L.B. Thien","1961","10","10","Ecuador","Pastaza",NA,NA,NA,NA,NA,NA,NA,NA,"Dodson 948","South America","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2008-05-27 22:02:00-03","MO","MOBOT","666643","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.",NA,"Alvin Embree",NA,NA,NA,"Ecuador","Zamora-Chinchipe",NA,NA,NA,NA,NA,NA,NA,NA,"Embree 80","South America","1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2008-05-27 22:02:00-03","MO","MOBOT","666779","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Huntleya","meleagris","Huntleya meleagris","Lindl.",NA,"Alvin Embree",NA,NA,NA,"Ecuador","Napo",NA,NA,NA,NA,NA,NA,NA,NA,"Embree 85","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
