"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","minimumDepthInMeters","maximumDepthInMeters","individualCount","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","424088","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Santalaceae","Eubrachion","ambiguum","Eubrachion ambiguum","(Hook. & Arn.) Engl.","L. B. Smith","G. G. Hatschbach","17698","1967","11","05","South America","Brazil","Paraná","Palmeira","Fda. Sta. Amélia","-50.0064","-25.4294","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=402129' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424088","NY00424088_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","424087","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Santalaceae","Eubrachion","ambiguum","Eubrachion ambiguum","(Hook. & Arn.) Engl.","S. F. Smith","R. A. Wasum","12015","1997","01","15","South America","Brazil","Rio Grande do Sul","Bom Jesus","Fazenda Caraúno","-50.4167","-28.6681","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=402127' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424087","NY00424087_01","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","424090","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Santalaceae","Eubrachion","ambiguum","Eubrachion ambiguum","(Hook. & Arn.) Engl.","L. B. Smith","G. G. Hatschbach","17335","1967","10","05","South America","Brazil","Paraná","Campina Grande do Sul","Pico Caratuva","-48.829656","-25.241299","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=402130' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424090","NY00424090_01","1950","1950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-09-29 12:26:00-03","NY","NYBG","424083","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Santalaceae","Eubrachion","ambiguum","Eubrachion ambiguum",NA,NA,"W. A. Archer","4151","1936","10","08","South America","Brazil","São Paulo","Sao Paulo","Sao Paulo","-46.63","-23.5403","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=402135' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424083","NY00424083_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-29 12:26:00-03","NY","NYBG","424082","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Santalaceae","Eubrachion","ambiguum","Eubrachion ambiguum",NA,"L. B. Smith","L. B. Smith","14260","1965","01","05","South America","Brazil","Santa Catarina","Sao Joaquim","Encruzilhada de Boava, 7 km south of Sao Joaquim","-49.93","-28.33","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=402131' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424082","NY00424082_01","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","424079","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Santalaceae","Eubrachion","ambiguum","Eubrachion ambiguum","(Hook. & Arn.) Engl.","L. B. Smith","G. G. Hatschbach","17698","1967","11","05","South America","Brazil","Paraná","Palmeira","Fda. Santa Amélia","-50.0064","-25.4294","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=402128' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424079","NY00424079_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-02-18 09:29:59-03","UNESP-IBB","BOTU","11792","PreservedSpecimen","Plantae",NA,NA,"Loranthaceae","Eubrachion","ambiguum","Eubrachion ambiguum","(Hook. & Arn.) Engl.","Sobral, M.","Sobral, M.","2464","1983","10",NA,NA,"Brasil","Rio Grande do Sul","Itapuã",NA,NA,NA,NA,NA,"BOTU011792",NA,NA,NA,"1983","10","9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-13 09:20:54-03","UFRJ","RFA","11670","PreservedSpecimen","Plantae",NA,NA,"Santalaceae","Eubrachion","ambiguum","Eubrachion ambiguum","(Hook. & Arn.) Engl.","L.B. Smith","G.G. Hatschbach; J. Fontella","17698","1967","11","05",NA,"Brasil","Paraná","Palmeira","Fazenda Santa Amélia","-50.0064010620117","-25.4293994903564",NA,"Parasitando Eugenia pyriformis. Borda de capão","RFA44459",NA,NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"19","2020-11-13 09:20:54-03","UFRJ","RFA","11067","PreservedSpecimen","Plantae",NA,NA,"Santalaceae","Eubrachion","ambiguum","Eubrachion ambiguum","(Hook. & Arn.) Engl.","G.G. Hatschbach","G.G. Hatschbach","24395","1970","06","05",NA,"Brasil","Paraná","Piraquara","Serra do Emboque","-49.0633010864258","-25.4416999816895",NA,"Hemiparasita sobre Myrtaceae","RFA44458",NA,"1200","1200",NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"20","2020-11-24 17:11:02-03","UTFPR","DVPR","4074","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Santalaceae","Eubrachion","ambiguum","Eubrachion ambiguum","(Hook. & Arn.) Engl.","Dettke, GA","Dettke, GA; Durigon, J","972","2011","10","11",NA,"Brasil","Rio Grande do Sul","Caçapava do Sul",NA,"-53.383907","-30.310825",NA,"frutos amarelos. Sobre Eugenia uniflora (Myrtaceae).","DVPR004074",NA,NA,NA,"2012",NA,"-53.383907","-30.310825",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-12-04 15:25:50-03","PUCPR","HUCP","23700","S","Plantae","Eudicotiledonea",NA,"Santalaceae","Eubrachion","ambiguum","Eubrachion ambiguum","(Hook. & Arn.) Engl.","Dunaiski, A","Dunaiski, A","3009","2006","01","25",NA,"Brasil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00012878","HUCP00012878",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"22","2019-12-04 15:25:50-03","PUCPR","HUCP","23707","S","Plantae","Eudicotiledonea",NA,"Santalaceae","Eubrachion","ambiguum","Eubrachion ambiguum","(Hook. & Arn.) Engl.","Dunaiski, A","Dunaiski, A","3080","2006","05","17",NA,"Brasil","Paraná","Curitiba","Parque Barigui","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00013003","HUCP00013003",NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:27:05-03","NBC","NL-BOTANY","L.1067775","PreservedSpecimen","Plantae",NA,"Santalales","Eremolepidaceae","Eubrachion","ambiguum","Eubrachion ambiguum","(Hook. & Arn.) Engl.",NA,"Lindeman JC",NA,"1974","01","01","Southern America","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1067775 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1067775","NL-L1067775",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw20846",NA,NA,NA,NA,NA
"24","2020-02-08 10:27:05-03","NBC","NL-BOTANY","L.1067776","PreservedSpecimen","Plantae",NA,"Santalales","Eremolepidaceae","Eubrachion","ambiguum","Eubrachion ambiguum","(Hook. & Arn.) Engl.",NA,"Lindeman JC",NA,"1974","01","01","Southern America","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1067776 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1067776","NL-L1067776",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0053463 | Uw 20846",NA,NA,NA,NA,NA
"25","2020-02-08 10:27:05-03","NBC","NL-BOTANY","L.1643256","PreservedSpecimen","Plantae",NA,"Santalales","Eremolepidaceae","Eubrachion","ambiguum","Eubrachion ambiguum","(Hook. & Arn.) Engl.",NA,"Reitz R; Klein RM",NA,"1963","09","13","Southern America","Brazil",NA,NA,"Plantas de Santa Catarina. Caxambu, Tupitinge, Campos Novos.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1643256 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1643256","NL-L1643256",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:27:05-03","NBC","NL-BOTANY","L.1643257","PreservedSpecimen","Plantae",NA,"Santalales","Eremolepidaceae","Eubrachion","ambiguum","Eubrachion ambiguum","(Hook. & Arn.) Engl.",NA,"Pedersen TM",NA,"1979","11","02","Southern America","Argentina",NA,NA,"Estancia ''Araguá''Dep. Curuzu Cuatlia. Prov. Corrientes.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1643257 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1643257","NL-L1643257",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:27:05-03","NBC","NL-BOTANY","L.1643258","PreservedSpecimen","Plantae",NA,"Santalales","Eremolepidaceae","Eubrachion","ambiguum","Eubrachion ambiguum","(Hook. & Arn.) Engl.",NA,"Pedersen TM",NA,"1967","05","01","Southern America","Argentina",NA,NA,"Paso Ceario. Dep. Mburucuya. Prov. Corrientes.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1643258 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1643258","NL-L1643258",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"28","2020-02-08 10:27:05-03","NBC","NL-BOTANY","L.1643259","PreservedSpecimen","Plantae",NA,"Santalales","Eremolepidaceae","Eubrachion","ambiguum","Eubrachion ambiguum","(Hook. & Arn.) Engl.",NA,"Hatschbach GG",NA,"1968","10","08","Southern America","Brazil",NA,NA,"Est Parana (Brasil) Mun 4-Barras. Rio Taquari.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1643259 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1643259","NL-L1643259",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"29","2020-02-08 10:27:05-03","NBC","NL-BOTANY","U 0053464","PreservedSpecimen","Plantae",NA,"Santalales","Eremolepidaceae","Eubrachion","ambiguum","Eubrachion ambiguum","(Hook. & Arn.) Engl.",NA,"Lindeman JC",NA,"1974","01","01","Southern America","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200053464 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0053464",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw 20846",NA,NA,NA,NA,NA
"30","2020-02-08 10:27:05-03","NBC","NL-BOTANY","U 0287676","PreservedSpecimen","Plantae",NA,"Santalales","Eremolepidaceae","Eubrachion","ambiguum","Eubrachion ambiguum","(Hook. & Arn.) Engl.",NA,"Lindeman JC",NA,"1974","01","01","Southern America","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200287676 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0287676",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Uw20846",NA,NA,NA,NA,NA
"31","2020-02-08 10:27:05-03","NBC","NL-BOTANY","U.1270138","PreservedSpecimen","Plantae",NA,"Santalales","Eremolepidaceae","Eubrachion","ambiguum","Eubrachion ambiguum","(Hook. & Arn.) Engl.","Lindeman JC","Lindeman JC; Irgang BE",NA,"1971","10","16","Southern America","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1270138 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1270138","NL-U1270138",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0085450",NA,NA,NA,NA,NA
"32","2020-02-08 10:27:05-03","NBC","NL-BOTANY","U.1270139","PreservedSpecimen","Plantae",NA,"Santalales","Eremolepidaceae","Eubrachion","ambiguum","Eubrachion ambiguum","(Hook. & Arn.) Engl.","Hatschbach GG","Hatschbach GG; Lindeman JC; Haas JH de",NA,"1967","08","02","Southern America","Brazil","Paraná",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1270139 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1270139","NL-U1270139",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0085449",NA,NA,NA,NA,NA
"33","2020-02-08 10:27:05-03","NBC","NL-BOTANY","U.1270140","PreservedSpecimen","Plantae",NA,"Santalales","Eremolepidaceae","Eubrachion","ambiguum","Eubrachion ambiguum","(Hook. & Arn.) Engl.","Rizzini C","Steyermark JA",NA,"1971","02","28","Southern America","Venezuela","Lara",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1270140 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1270140","NL-U1270140",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0085451",NA,NA,NA,NA,NA
"34","2020-02-08 10:27:05-03","NBC","NL-BOTANY","U.1270141","PreservedSpecimen","Plantae",NA,"Santalales","Eremolepidaceae","Eubrachion","ambiguum","Eubrachion ambiguum","(Hook. & Arn.) Engl.","Rizzini C","Steyermark JA",NA,"1971","02","28","Southern America","Venezuela","Lara",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1270141 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1270141","NL-U1270141",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0085452",NA,NA,NA,NA,NA
"35","2020-02-08 10:27:05-03","NBC","NL-BOTANY","U.1370537","PreservedSpecimen","Plantae",NA,"Santalales","Eremolepidaceae","Eubrachion","ambiguum","Eubrachion ambiguum","(Hook. & Arn.) Engl.",NA,"Soriano J; Jackson J",NA,NA,NA,NA,"Southern America","Uruguay",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1370537 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1370537","NL-U1370537",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"36","2020-02-08 10:27:05-03","NBC","NL-BOTANY","U.1370538","PreservedSpecimen","Plantae",NA,"Santalales","Eremolepidaceae","Eubrachion","ambiguum","Eubrachion ambiguum","(Hook. & Arn.) Engl.",NA,"Herter WG",NA,NA,NA,NA,"Southern America","Uruguay",NA,NA,"Sta. Rosa d. Cuareim.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1370538 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1370538","NL-U1370538",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"37","2020-02-08 10:27:05-03","NBC","NL-BOTANY","L.1643261","PreservedSpecimen","Plantae",NA,"Santalales","Eremolepidaceae","Eubrachion","arnottii","Eubrachion arnottii","Hook.f.",NA,"Lorentz PG",NA,"1880","04","01","Southern America","Uruguay",NA,NA,"Conception del Uruguay.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1643261 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1643261","NL-L1643261",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"38","2020-02-08 10:27:05-03","NBC","NL-BOTANY","L.1643262","PreservedSpecimen","Plantae",NA,"Santalales","Eremolepidaceae","Eubrachion","brasiliense","Eubrachion brasiliense","Eichler",NA,"Unreadable",NA,"1919","11","01","Southern America","Brazil",NA,NA,"Bresil. Minas feraes- Ji. Rio Pardo parasite jun aivers artuats.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1643262 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1643262","NL-L1643262",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"39","2019-02-15 11:44:31-02","IPA","IPA","19996","S","Plantae","Plantae",NA,"Loranthaceae","Eubrachion","ambiguum","Eubrachion ambiguum","(Hook. & Arn.) Engl.","Hoehne, F.C.","Gehrt, A.","s.n.","1936","02","19","Southern America","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,"Parasita da jaboticabeira.","IPA0019996",NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"40","2019-08-27 13:32:34-03","IAP","PACA-AGP","97160","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Loranthaceae","Eubrachion","ambiguum","Eubrachion ambiguum","(Hook. & Arn.) Engl.","A. Sehnem","Cl. Steffen",NA,"1973","04",NA,NA,"Brasil","RS","Caçapava do Sul",NA,"-53.4914016723633","-30.5121994018555",NA,"Confirmado por Greta A. Dettke em 2009. Hábito: epífita","PACA097160",NA,NA,NA,"1973",NA,NA,NA,"50525","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"41","2019-08-27 13:32:34-03","IAP","PACA-AGP","36405","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Loranthaceae","Eubrachion","ambiguum","Eubrachion ambiguum","(Hook. & Arn.) Engl.","Emrich-Rambo","Rambo, B.",NA,"1948","02",NA,NA,"Brasil","RS","Cambará do Sul","P. São Francisco de Paula.","-50.1446990966797","-29.0478000640869",NA,"Confirmado por Greta A. Dettke em 2009. Habitat: hospes: Feijoa sellowiana","PACA036405",NA,NA,NA,"1954","08",NA,NA,"30776","auto","Magnoliatae",NA,"20",NA,NA,NA,NA
"42","2019-08-27 13:32:34-03","IAP","PACA-AGP","46956.1","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Loranthaceae","Eubrachion","ambiguum","Eubrachion ambiguum","(Hook. & Arn.) Engl.","Emrich-Rambo","Rambo, B.",NA,"1950","05","01",NA,"Brasil","RS","Osório",NA,"-50.2696990966797","-29.8866996765137",NA,"Confirmado por Greta A. Dettke em 2009. Habitat: hospes; Stenocalyx dasyblastus Berg.","PACA046956-1",NA,NA,NA,"1954","08",NA,NA,"27350","auto","Magnoliatae",NA,"20",NA,NA,NA,NA
"43","2019-08-27 13:32:34-03","IAP","PACA-AGP","48755","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Loranthaceae","Eubrachion","ambiguum","Eubrachion ambiguum","(Hook. & Arn.) Engl.","Emrich-Rambo","Rambo, B.",NA,"1950","09","11",NA,"Brasil","RS","Osório","P. litus boreale.","-50.2696990966797","-29.8866996765137",NA,"Confirmado por Greta A. Dettke em 2009. Habitat: hospes: Stenocalyx dasyblastus Berg","PACA048755",NA,NA,NA,"1954","08",NA,NA,"27350","auto","Magnoliatae",NA,"20",NA,NA,NA,NA
"44","2019-08-27 13:32:34-03","IAP","PACA-AGP","92889","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Loranthaceae","Eubrachion","ambiguum","Eubrachion ambiguum","(Hook. & Arn.) Engl.","J. L. Waechter","J. A. Jarenkow","1861","1991","03","07",NA,"Brasil","RS","Rio Grande","Ilha do Leonídio","-52.0985984802246","-32.0349998474121",NA,"HASU 5966. PEL 12322.&nf;Hemiparasito sobre Eugenia sp., entre 2m e 3m de altura. Inflorescências jovens. Habitat: Em borda de mata de restinga","PACA092889",NA,NA,NA,"1991","03",NA,NA,"82892","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"45","2019-08-27 13:32:34-03","IAP","PACA-AGP","56061","PreservedSpecimen","Plantae","Magnoliophyta","Santalales","Loranthaceae","Eubrachion","ambiguum","Eubrachion ambiguum","(Hook. & Arn.) Engl.","Emrich-Rambo","Pivetta","533","1954","06","16",NA,"Brasil","RS","Pestana","P. Ijuí.",NA,NA,NA,"Confirmado por Greta A. Dettke em 2009. Habitat: in silvula parasitica","PACA056061",NA,NA,NA,"1955","04",NA,NA,NA,NA,"Magnoliatae",NA,"10",NA,NA,NA,NA
