"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","individualCount","class","continentOcean","relatedCatalogItem","recordNumber","infraspecificEpithet","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","preparationType","fieldNumber"
"11","2021-03-31 13:41:04-03","MN","R","35761","PreservedSpecimen","Plantae","Orchidaceae","Laelia","purpurata","Laelia purpurata","Lindl. & Paxton","Brade, A.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-31 13:41:04-03","MN","R","2977","PreservedSpecimen","Plantae","Orchidaceae","Laelia","purpurata","Laelia purpurata var.ottiiae","Barbedo","Barbedo, A.",NA,NA,NA,"Barbedo, A.",NA,NA,NA,"Brasil","Rio Grande do Sul","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"var.ottiiae","29946","auto",NA,NA,NA,NA
"13","2019-08-27 13:26:31-03","IAP","PACA-AGP","1699","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","purpurata","Cattleya purpurata","(Lindl. & Paxton) Van den Berg","C.R. Buzatto","2009","10","07","C. Orth SJ","1933","10","12","Brasil","RS","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,"VULNERÁVEL Habitat: in horto Fenofase: flor","PACA001699",NA,"Magnoliophyta","Orchidales",NA,"Liliatae",NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA
"14","2019-08-27 13:26:31-03","IAP","PACA-AGP","32041","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","purpurata","Cattleya purpurata","(Lindl. & Paxton) Van den Berg","C.R. Buzatto","2009","10","07","Reitz, R.",NA,NA,NA,"Brasil","SC","Araranguá","Sombrio","-49.4858016967773","-28.934700012207",NA,NA,"VULNERÁVEL Habitat: In silva, epiphytica Fenofase: flor","PACA032041",NA,"Magnoliophyta","Orchidales",NA,"Liliatae",NA,NA,NA,NA,"19353","auto",NA,NA,NA,NA
"15","2020-12-20 21:18:45-03","UFV","VIC","005183","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","purpurata","Cattleya purpurata","(Lindl. & Paxt.) Van den Berg",NA,NA,NA,NA,"Shimoya, C.; Alunos do curso de Agronomia","1978","05","03","Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,NA,"VIC005183","VIC005183",NA,NA,NA,NA,NA,NA,"H58",NA,"13937","auto",NA,NA,NA,NA
"16","2020-12-20 21:18:45-03","UFV","VIC","005159","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","purpurata","Cattleya purpurata","(Lindl. & Paxt.) Van den Berg",NA,NA,NA,NA,"Shimoya, C.; Alunos do curso de Agronomia","1978","05","03","Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,NA,"VIC005159","VIC005159",NA,NA,NA,NA,NA,NA,"H59",NA,"13937","auto",NA,NA,NA,NA
"17","2020-12-20 21:18:45-03","UFV","VIC","005158","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","purpurata","Cattleya purpurata","(Lindl. & Paxt.) Van den Berg",NA,NA,NA,NA,"Shimoya, C.; Alunos do curso de Agronomia","1978","05","03","Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,NA,"VIC005158","VIC005158",NA,NA,NA,NA,NA,NA,"H60",NA,"13937","auto",NA,NA,NA,NA
"18","2020-12-20 21:18:45-03","UFV","VIC","005157","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","purpurata","Cattleya purpurata","(Lindl. & Paxt.) Van den Berg",NA,NA,NA,NA,"Shimoya, C.; Alunos do curso de Agronomia","1978","05","03","Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,NA,"VIC005157","VIC005157",NA,NA,NA,NA,NA,NA,"H57",NA,"13937","auto",NA,NA,NA,NA
"19","2020-12-20 21:18:45-03","UFV","VIC","003917","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","purpurata","Cattleya purpurata","(Lindl. & Paxt.) Van den Berg",NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Minas Gerais","Viçosa","ESA-Jardim Botânico","-42.8819007873535","-20.7539005279541",NA,NA,NA,"VIC003917","VIC003917",NA,NA,NA,NA,NA,NA,"s.n.",NA,"13937","auto",NA,NA,NA,NA
"20","2016-07-05 11:14:16-03","FFCLRP","LBMBP","39","S","Plantae","Orchidaceae","Cattleya","purpurata","Cattleya purpurata","(Lindl. & Paxton) Van den Berg","E.R. Pansarin",NA,NA,NA,"E.R. Pansarin",NA,NA,NA,"Brasil","São Paulo","Ubatuba",NA,"-45.066667","-23.433333","45°04'W","23°26'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-07-05 11:14:18-03","FFCLRP","LBMBP","64","S","Plantae","Orchidaceae","Hadrolaelia","purpurata","Hadrolaelia purpurata","(Lindl. & Paxton) Chiron & V.P.Castro","E.R. Pansarin",NA,NA,NA,"E.R. Pansarin",NA,NA,NA,"Brasil","São Paulo","Ubatuba",NA,"-45.066667","-23.433333","45°04'W","23°26'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-06 09:56:54-03","UFOP","OUPR","14201","PreservedSpecimen","Plantae","Orchidaceae","Sophronitis","purpurata","Sophronitis purpurata","(Lindl. & J.Paxton)","s.col.","2008",NA,NA,"Badini, J.","1974","11","29","Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,"Cultivada. Erva. Flores lilás e purpurea no labelo",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,"44599","auto",NA,NA,NA,NA
"23","2020-10-14 10:04:10-03","FURB","FURB","22524","PreservedSpecimen","Plantae","Orchidaceae","Hadrolaelia","purpurata","Hadrolaelia purpurata","(Lindl.) Chiron & V.P.Castro","Cadorin, TJ","2010","03","16","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","03","16","Brasil","Santa Catarina","Florianópolis","Pântano do Sul (Parque Municipal da Lagoinha do Leste).","-48.4925","-27.7752778","-48.4925000","-27.7752778","Epífita IFFSC e8006a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor escapo floral seco","FURB02788","FURB02788",NA,NA,NA,NA,NA,NA,"1683",NA,NA,NA,"46","46",NA,NA
"24","2020-10-14 10:04:10-03","FURB","FURB","22567","PreservedSpecimen","Plantae","Orchidaceae","Hadrolaelia","purpurata","Hadrolaelia purpurata","(Lindl.) Chiron & V.P.Castro","Cadorin, TJ","2010","03","10","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","2010","03","10","Brasil","Santa Catarina","Florianópolis","Parque Municipal da Lagoa do Peri.","-48.535","-27.7241667","-48.5350000","-27.7241667","Epífita IFFSC e8003a (Acima de 4m) Habitat: Floresta Ombrófila Densa; Estágio Primário Habito: epífita;","FURB35411","FURB35411",NA,NA,NA,NA,NA,NA,"1629",NA,NA,NA,"317","317",NA,NA
"25","2020-12-21 16:38:35-03","MBM","MBM","49713","PreservedSpecimen","Plantae","Orchidaceae","Laelia","purpurata","Laelia purpurata werlehauseri","Lindl.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1953","12","20","Brazil","Rio Grande do Sul","Taquara","Taquara","-50.7806015014648","-29.6506004333496",NA,NA,NA,"MBM049713","MBM049713",NA,NA,NA,NA,"Southern America",NA,"3128","werlehauseri","22252","auto",NA,NA,NA,NA
"26","2017-11-29 12:09:36-02","MNHN","RECOLNAT_MNHN_P","P00480212","PreservedSpecimen",NA,"Orchidaceae","Cattleya","purpurata","Cattleya purpurata","(Lindl. & Paxton) Van den Berg","Batista",NA,NA,NA,"Hort. Bot. Kew","1914","1",NA,"Brésil",NA,NA,"cultivé à Kew, origine Brésil",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00480212' target='other'> <mi>dwc_moreinfo</mi></a>","P00480212","P00480212_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA
"27","2015-09-03 19:57:35-03","MNHN","RECOLNAT_MNHN_P","P00480213","PreservedSpecimen",NA,"Orchidaceae","Cattleya","purpurata","Cattleya purpurata","(Lindl. & Paxton) Van den Berg","Batista",NA,NA,NA,"Gaudichaud, C.","1831",NA,NA,"Brésil",NA,NA,"Ile Ste Catherine",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00480213' target='other'> <mi>dwc_moreinfo</mi></a>","P00480213","P00480213_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb","137"
"28","2016-02-11 16:00:35-02","MNHN","RECOLNAT_MNHN_P","P00480214","PreservedSpecimen",NA,"Orchidaceae","Cattleya","purpurata","Cattleya purpurata","(Lindl. & Paxton) Van den Berg","Batista",NA,NA,NA,"Gaudichaud, C.","1831",NA,NA,"Brésil",NA,NA,"Ile Ste Catherine",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00480214' target='other'> <mi>dwc_moreinfo</mi></a>","P00480214","P00480214_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb","137"
"29","2014-11-06 16:18:29-02","UFPB","EAN","4011","S","Plantae","Orchidaceae","Laelia","purpurata","Laelia purpurata var. caruca","Lindl","L. P. Felix & G. V. Dornelas","1988","01","05","L. P. Felix ; G. V. Dornelas","1988","07","05","Brasil","Paraíba","Areia",NA,"-35.6917","-6.96333",NA,NA,"Herbácea; flores com fauce cerulea..Habitat: Epífita",NA,NA,NA,NA,NA,NA,NA,NA,"932","var. caruca","15425","auto",NA,NA,NA,NA
"30","2019-10-07 09:19:53-03","UEFS","HUEFS","161545","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","purpurata","Cattleya purpurata","(Lindl.) Beer",NA,NA,NA,NA,"van den Berg, C.","2009","12","01","Brasil",NA,NA,"planta cultivida, sem localidade.",NA,NA,NA,NA,NA,"HUEFS0161545",NA,"Angiospermae","Asparagales",NA,"Lilianae",NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA
"31","2019-07-09 12:43:56-03","F","FMNH-SEEDPLANTS","V0433654F","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","purpurata","Cattleya purpurata",NA,NA,NA,NA,NA,"F. C. Hoehne","1931","11","9","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0433654F","V0433654F_01","Spermatophyta",NA,NA,"Monocotyledoneae","South America",NA,"28750",NA,NA,NA,NA,NA,NA,NA
"32","2020-07-21 15:08:18-03","UNISANTA","HUSC","8954","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","purpurata","Cattleya purpurata","(Lindl. & Paxton) Van den Berg","Sampaio, P.S.P.","2015","02",NA,"Sattelmayer, E.R.","2014","11","27","Brasil","Minas Gerais","São Thomé das Letras","Ribeirão Canta Galo","-44.9852981567383","-21.7222003936768",NA,NA,"Epífita com flores de pétalas alvas e labelo vináceo; floresceu em cultivo.; mata ciliar",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"6",NA,"16076","auto",NA,NA,NA,NA
"33","2020-07-21 15:08:18-03","UNISANTA","HUSC","10157","PreservedSpecimen","Plantae","Orchidaceae","Cattleya","purpurata","Cattleya purpurata","(Lindl. & Paxton) Van den Berg","Sampaio, P.S.P.","2015","03",NA,"Boldrim, A.H.L.; et al.","2008","10",NA,"Brasil","São Paulo","Santos","Antigo sítio Sandi, hoje área foi totalmente desmatada para construção de terminal potuário Embraport.","-46.3300018310547","-23.9599990844727",NA,NA,"Epífita crescendo em tronco de árvore; Floresta de restinga.",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,"509",NA,"26836","auto",NA,NA,NA,NA
"34","2020-11-04 17:30:10-03","UEM","HUEM","11367","S","Plantae","Orchidaceae","Cattleya","purpurata","Cattleya purpurata","(Lindl. & Paxton) Van den Berg","Milaneze-Gutierre, MA","2018","03","29","Maria Aparecida Sert.","2004","12","13","Brasil","Paraná","Maringá",NA,"-51.9385986328125","-23.4253005981445",NA,NA,"Planta cultivada, flores lilases.","HUEM000009541","HUEM000009541",NA,NA,NA,NA,NA,NA,"s.n.",NA,"19250","auto",NA,NA,NA,NA
"35","2020-08-20 14:54:47-03","UFSC","FLOR","3861","PreservedSpecimen","Plantae","Orchidaceae","Hadrolaelia","purpurata","Hadrolaelia purpurata","(Lindl.) Chiron & V.P.Castro","Pabst, G.","2011","09","20","Klein, R.M.; Bresolin, A. & Occhioni","1968","11","19","Brasil","Santa Catarina","Florianópolis","Tapera, Ribeirão da Ilha, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"flor roxeada, labelo roxo","FLOR0003861",NA,NA,"Asparagales",NA,NA,NA,NA,"7957",NA,"27000","auto","300","300",NA,NA
"36","2017-09-11 17:11:58-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Laelia","purpurata","Laelia purpurata","Lindl. & Paxton",NA,NA,NA,NA,"Backhouse",NA,NA,NA,"Brazil","Santa Catarina",NA,"Habitat in rupibus et in arboribus prov. S. Catharina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA
"37","2017-09-11 17:11:58-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Laelia","purpurata","Laelia purpurata","Lindl. & Paxton",NA,NA,NA,NA,"Gaudichaud Beaupré, C",NA,NA,NA,"Brazil","Santa Catarina",NA,"in ins. S. Catharina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"137",NA,NA,NA,NA,NA,NA,NA
"38","2017-09-11 17:11:58-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Laelia","purpurata","Laelia purpurata","Lindl. & Paxton",NA,NA,NA,NA,"Fr. De Vos",NA,NA,NA,"Brazil","Santa Catarina",NA,"Habitat in rupibus et in arboribus prov. S. Catharina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA
"39","2017-09-11 17:11:58-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Laelia","purpurata","Laelia purpurata","Lindl. & Paxton",NA,NA,NA,NA,"Gaudichaud Beaupré, C",NA,NA,NA,"Brazil","Santa Catarina",NA,"in ins. S. Catharina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"137?",NA,NA,NA,NA,NA,NA,NA
"40","2017-09-11 17:11:58-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Laelia","purpurata","Laelia purpurata","Lindl. & Paxton",NA,NA,NA,NA,"Backhouse",NA,NA,NA,"Brazil","Santa Catarina",NA,"Habitat in rupibus et in arboribus prov. S. Catharina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA
"41","2017-09-11 17:11:58-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Laelia","purpurata","Laelia purpurata","Lindl. & Paxton",NA,NA,NA,NA,"Fr. De Vos",NA,NA,NA,"Brazil","Santa Catarina",NA,"Habitat in rupibus et in arboribus prov. S. Catharina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA
"42","2021-02-08 12:52:12-03","UFRGS","ICN","014963","S","Plantae","Orchidaceae","Cattleya","purpurata","Cattleya purpurata","(Lindl. & Paxton) Van den Berg","Buzatto, CR","2009","10","17","Dutra, J",NA,NA,NA,"Brasil","RS","São Leopoldo","Fazenda Fialho","-51.1472015380859","-29.7602996826172",NA,NA,"Epífita e rupícola.; Mato","ICN00039471",NA,"Monocotyledon",NA,NA,NA,"América do Sul",NA,"963",NA,"10287","auto",NA,NA,NA,NA
"43","2021-02-08 12:52:12-03","UFRGS","ICN","162573","S","Plantae","Orchidaceae","Cattleya","purpurata","Cattleya purpurata","(Lindl. & Paxton) Van den Berg","Singer, RB",NA,NA,NA,"Singer, RB","2008","01","15","Brasil","RS","Dom Pedro de Alcântara",NA,"-49.8497009277344","-29.3694000244141",NA,NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,"América do Sul",NA,"s.n.",NA,"7549","auto",NA,NA,NA,NA
"44","2021-02-08 12:52:12-03","UFRGS","ICN","051687","S","Plantae","Orchidaceae","Cattleya","purpurata","Cattleya purpurata","(Lindl. & Paxton) Van den Berg","Buzatto, CR","2009","10","17","Waechter, JL","1981","12","20","Brasil","RS","Torres","Faxinal","-49.7268981933594","-29.3353004455566",NA,NA,"Epifítica com sépalas e pétalas purpúreo-pálidas, labelo purpúreo intenso.","ICN00039472",NA,"Monocotyledon",NA,NA,NA,"América do Sul",NA,"1865",NA,"20837","auto",NA,NA,NA,NA
"45","2021-02-08 12:52:12-03","UFRGS","ICN","043281","S","Plantae","Orchidaceae","Cattleya","purpurata","Cattleya purpurata","(Lindl. & Paxton) Van den Berg","Buzatto, CR","2009","10","17","Waechter, JL",NA,NA,NA,"Brasil","RS","Torres","Limoeiro","-49.7268981933594","-29.3353004455566",NA,NA,"Espécie ameaçada de extinção (Vulnerável). Mantida em cultura; herborizada em 27/XI/1978.; sépalas purpúreo-pálidas; labelo purpúreo-pálido na metade basal e purpúreo-intenso na metade apical; coluna branca; flores aromáticas; epifítica","ICN00039473",NA,"Monocotyledon",NA,NA,NA,"América do Sul",NA,"1040",NA,"20837","auto",NA,NA,NA,NA
"46","2019-11-21 10:13:29-03","IBt","SP","25595","S","Plantae","Orchidaceae","Hadrolaelia","purpurata","Hadrolaelia purpurata","(Lindl.) Chiron & V.P.Castro","Mamede, MCH","2011","03",NA,"Spannagel, C",NA,NA,NA,"Desconhecido",NA,NA,"Sem notas de localidade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"45",NA,NA,NA,NA,NA,NA,NA
"47","2019-11-21 10:13:29-03","IBt","SP","40641","S","Plantae","Orchidaceae","Hadrolaelia","purpurata","Hadrolaelia purpurata","(Lindl.) Chiron & V.P.Castro","Mamede, MCH","2011","03",NA,"Handro, O",NA,NA,NA,"Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA
"48","2019-11-21 10:13:29-03","IBt","SP","6016","S","Plantae","Orchidaceae","Hadrolaelia","purpurata","Hadrolaelia purpurata","(Lindl.) Chiron & V.P.Castro","Mamede, MCH","2011","03",NA,"Gehrt, A","1921","12","10","Desconhecido",NA,NA,"Sem indicação de procedência",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA
"49","2019-11-21 10:13:29-03","IBt","SP","24520","S","Plantae","Orchidaceae","Hadrolaelia","purpurata","Hadrolaelia purpurata","(Lindl.) Chiron & V.P.Castro","Mamede, MCH","2011","03",NA,"Hoehne, FC",NA,NA,NA,"Brasil","Santa Catarina","Laguna",NA,"-48.7807998657227","-28.4825000762939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,"21199","auto",NA,NA,NA,NA
"50","2019-11-21 10:13:29-03","IBt","SP","23530","S","Plantae","Orchidaceae","Hadrolaelia","purpurata","Hadrolaelia purpurata","(Lindl.) Chiron & V.P.Castro",NA,NA,NA,NA,"Loefgren, A; Edwall, G","1898","01",NA,"Brasil","São Paulo","Itanhaém","Conceição de Itanhaem, em cultivo na capital.","-46.7799987792969","-24.1800003051758",NA,NA,"É considerada a rainha das orquideas (desse gênero). Devido a sua exploração irracional, corre risco de ser extinta. Floração outubro-novembro.","SP009607","SP009607",NA,NA,NA,NA,NA,NA,"CGG3887",NA,"26998","auto",NA,NA,NA,NA
"51","2019-11-21 10:13:30-03","IBt","SP","28750","S","Plantae","Orchidaceae","Laelia","purpurata","Laelia purpurata","Lindl. ex Paxton","Hoehne, FC",NA,NA,NA,"Hoehne, FC","1931","11","09","Brasil","São Paulo","Itanhaém",NA,"-46.7799987792969","-24.1800003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,"26998","auto",NA,NA,NA,NA
"52","2019-11-21 10:13:30-03","IBt","SP","37076","S","Plantae","Orchidaceae","Laelia","purpurata","Laelia purpurata","Lindl. ex Paxton","Hoehne, FC",NA,NA,NA,"Hoehne, FC","1936","12","11","Brasil","São Paulo","Praia Grande",NA,"-46.4000015258789","-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,"22363","auto",NA,NA,NA,NA
"53","2019-11-21 10:13:30-03","IBt","SP","183025","S","Plantae","Orchidaceae","Laelia","purpurata","Laelia purpurata","Lindl. ex Paxton","Handro, O","1982","11",NA,"Handro, O",NA,NA,NA,"Brasil","São Paulo","Praia Grande","Suarão","-46.4000015258789","-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2315",NA,"22363","auto",NA,NA,NA,NA
"54","2019-11-21 10:13:30-03","IBt","SP","23528","S","Plantae","Orchidaceae","Laelia","purpurata","Laelia purpurata","Lindl. ex Paxton","Hoehne, FC",NA,NA,NA,"Marques, W","1928","12","03","Brasil","São Paulo","São Vicente",NA,"-46.3899993896484","-23.9599990844727",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,"25482","auto",NA,NA,NA,NA
