"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","fieldNumber","monthIdentified","dayIdentified","class","individualCount","sex"
"15","2021-03-01 16:24:00-03","UNICAMP","UEC","142554","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H.Rob.","Moraes, MD","Moraes, MD","648","2001","04","12",NA,"Brazil","Goiás","ca. de 16 km da cidade em direção a Terezina de Goiás, encosta rochosa.",NA,"Arbusto 1m, lígulas amarelas com estrias vináceas na face abaxial, tornando-se inteiramente em tom vinácio, com xilopódio, crescende entre rochas, associada com palmeita de ca. 1m, Syagrus ? .; Cerrado rupestre, circundado por campo,","UEC122577","UEC122577","Alto Paraíso de Goiás","-47.5099983215332","-14.1324996948242",NA,NA,NA,NA,NA,NA,"44724","auto",NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:24:00-03","UNICAMP","UEC","118915","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H.Rob.","Moraes, MD","Moraes, MD","648","2001","04","12",NA,"Brazil","Goiás","ca. de 16 km da cidade em direção a Terezina de Goiás, encosta rochosa.",NA,"Arbusto 1m, lígulas amarelas com estrias vináceas na face abaxial, tornando-se inteiramente em tom vinácio, com xilopódio, crescende entre rochas, associada com palmeita de ca. 1m, Syagrus ? .; Cerrado rupestre, circundado por campo,","UEC122579","UEC122579","Alto Paraíso de Goiás","-47.5099983215332","-14.1324996948242",NA,NA,NA,NA,NA,NA,"44724","auto",NA,NA,NA,NA,NA,NA
"17","2021-03-01 16:24:00-03","UNICAMP","UEC","142556","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H.Rob.","Moraes, MD","Moraes, MD","651","2001","04","12",NA,"Brazil","Goiás","ca. de 42 km da cidade em direção a Terezina de Goiás.",NA,"Arbusto 1m, com xilopódio, crescendo entre rochas, associada com palmeira de ca. 1m, Syagrus ? .; Cerrado rupestre, campo arenoso.","UEC122585","UEC122585","Alto Paraíso de Goiás","-47.5099983215332","-14.1324996948242",NA,NA,NA,NA,NA,NA,"44724","auto",NA,NA,NA,NA,NA,NA
"18","2021-03-01 16:24:00-03","UNICAMP","UEC","118917","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H.Rob.","Moraes, MD","Moraes, MD","651","2001","04","12",NA,"Brazil","Goiás","ca. de 42 km da cidade em direção a Terezina de Goiás.",NA,"Arbusto 1m, com xilopódio, crescendo entre rochas, associada com palmeira de ca. 1m, Syagrus ? .; Cerrado rupestre, campo arenoso.","UEC122580","UEC122580","Alto Paraíso de Goiás","-47.5099983215332","-14.1324996948242",NA,NA,NA,NA,NA,NA,"44724","auto",NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:24:00-03","UNICAMP","UEC","142553","S","Plantae","Magnoliopsida",NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H.Rob.","Moraes, MD","Moraes, MD","651","2001","04","12",NA,"Brazil","Goiás","ca. de 42 km da cidade em direção a Terezina de Goiás.",NA,"Arbusto 1m, com xilopódio, crescendo entre rochas, associada com palmeira de ca. 1m, Syagrus ? .; Cerrado rupestre, campo arenoso.","UEC122578","UEC122578","Alto Paraíso de Goiás","-47.5099983215332","-14.1324996948242",NA,NA,NA,NA,NA,NA,"44724","auto",NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:15:45-03","MBM","MBM","248103","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H. Robinson","Robinson, H.","Hatschbach, G.; Schinini, A.; Barboza, E.; Schinini, A.; Barboza, E.","70687","2000","05","08","Southern America","Brazil","Goiás","Rod. GO-118, Chapada dos Veadeiros, 10km N de Alto Paraíso",NA,"Ereta, 1m, capítulo amarelo. Campo rupestre, solo arenoso","MBM248103","MBM248103","Alto Paraíso de Goiás","-47.5099983215332","-14.1324996948242",NA,NA,NA,NA,NA,"2000","44724","auto",NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:15:45-03","MBM","MBM","244133","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H. Robinson","Robinson, H.","Hatschbach, G.; et al.; et al.","70131","2000","02","13","Southern America","Brazil","Goiás","Serra dos Pireneus, rodovia para Cocalzinho de Goiás",NA,NA,"MBM244133","MBM244133","Pirenópolis","-48.9592018127441","-15.852499961853",NA,NA,NA,NA,NA,NA,"40887","auto",NA,NA,NA,NA,NA,NA
"22","2015-10-05 07:46:31-03","MNHN","RECOLNAT_MNHN_P","P00710165","PreservedSpecimen",NA,NA,NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H.Robinson","Robinson","Irwin, H.S.|Harley, R.M.|Smith, G.L.",NA,"1971","3","20",NA,"Brésil",NA,"Estado de Goias, Chapada dos Veadeiros : cerrado on steep rocky slopes, surrounded by campo, ca. 19 km N. of Alto do Paraiso","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00710165' target='other'> <mi>dwc_moreinfo</mi></a>","P00710165","P00710165_01",NA,NA,NA,"1250",NA,"isotype",NA,NA,NA,NA,NA,"32779",NA,NA,NA,NA,NA
"23","2020-10-01 14:15:24-03","JBB","HEPH","26434","S","Plantae","Dicotyledon","Asterales","Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H.Rob.","Bringel Júnior, JBA","Bringel Júnior, JBA; et al.","574","2010","02","03","Southern America","Brasil","Goiás","Parque Estadual Serra dos Pirineus. Coletada em uma região mais baixa com afloramento rochoso, circundando por campo.",NA,NA,NA,NA,"Pirenópolis","-48.837778","-15.792222","1289","1289",NA,"-48.837778","-15.792222","2010",NA,NA,NA,"03",NA,NA,NA,NA
"24","2020-12-11 11:32:47-03","UFMG","BHCB","171616","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H.Rob.",NA,"Bringel Jr., JB; et al.","574","2010","02","03","Southern America","Brasil","Goiás","Parque Estadual da Serra dos Pirineus",NA,"Coletada em uma região mais baixa com afloramento rochoso, circundando por campo.; Arbusto, flor amarela. Capitúlos com páleas do receptáculo vináceo-escuro.; Cerrado rupestre, afloramento rochoso, relevo acidentado.","BHCB016293",NA,"Pirenópolis","-48.837778","-15.792222","1289","1289",NA,"-48.837778","-15.792222","2010",NA,NA,NA,"03",NA,NA,NA,NA
"25","2020-12-11 11:32:47-03","UFMG","BHCB","61578","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H.Rob.",NA,"Hatschbach, G; Schinini, A; Barbosa, E","70687","2000","05","08","Southern America","Brasil","Goiás","Chapada dos Veadeiros., Rodovia GO 118, 10km N de Alto Paraíso.",NA,"Campo rupestre, solo arenoso. Ereta, 1m. Capítulo amarelo.",NA,NA,"Alto Paraíso de Goiás","-47.5099983215332","-14.1324996948242",NA,NA,NA,NA,NA,NA,"44724","auto",NA,NA,NA,NA,NA,NA
"26","2020-12-11 11:32:47-03","UFMG","BHCB","59631","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H.Rob.",NA,"Hatschbach, G; Hatschbach, M; Ribas, OS; Willberg, D","70131","2000","02","13","Southern America","Brasil","Goiás","Serra dos Pireneus., Rodovia Pirenópolis-Cocalzinho de Goiás.",NA,"Campo cerrado degradado. Arbusto, 2m. Capítulo amarelo.",NA,NA,"Pirenópolis","-48.9592018127441","-15.852499961853",NA,NA,NA,NA,NA,NA,"40887","auto",NA,NA,NA,NA,NA,NA
"27","2008-05-27 22:02:00-03","MO","MOBOT","3318522","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H. Rob.","H. Robinson","Gert G. Hatschbach","Hatschbach 70687","2000","5","8","South America","Brazil","Goiás","Rod. GO-118, Chapada dos Veadeiros, 10km N de Alto Paraíso (Mun. Alto Paraíso de Goiás)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2009-06-25 13:32:00-03","MO","MOBOT","3319024","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H. Rob.","H. Robinson","William R. Anderson","Anderson 6346","1973","3","5","South America","Brazil","Goiás","1 km E of Alto Paraíso on road to Nova Roma; region of mesophytic forest along stream and on hill above, changing to cerado on higher, drier slopes.",NA,NA,NA,NA,NA,NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2015-02-22 14:19:00-03","MO","MOBOT","3437733","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H. Rob.","Marta de Moraes (UEC)","Howard S. Irwin","Irwin 12903","1966","2","15","South America","Brazil","Goiás","Chapada dos Veadeiros. Burned-over campo, ca. 7 km W of Veadeiros, Goiás.",NA,NA,NA,NA,NA,"-47","-14","950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-06-15 15:28:47-03","UNESP-RC","HRCB","34250","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H.Robinson","Robinson, H.","Hatschbach, G.","70687","2000","05","08",NA,"Brasil","Goiás","Chapada dos Veadeiros",NA,"Ereta, 1m, capítulo amarelo.",NA,NA,"Alto Paraíso de Goiás","-47.5099983215332","-14.1324996948242",NA,NA,NA,NA,NA,"2000","44724","auto",NA,NA,NA,NA,NA,NA
"31","2019-12-19 11:17:20-03","UFG","UFG","60096","S","Plantae",NA,NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H.Rob.","Freire, T.C.","Freire, T.C.; Silva, G.H.; Oliveira, N.V.; Zoccoli, J.P. & Melo, T.M.S.","18","2015","04","23",NA,"Brasil","Goiás","Morro do Cabeludo",NA,NA,"UFG0060096","UFG0060096","Pirenópolis","-48.836444","-15.799972","1282","1282",NA,"-48.836444","-15.799972","2015",NA,NA,NA,"06","30",NA,NA,NA
"32","2020-09-12 05:00:02-03","US","US","2818476","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H. Rob.",NA,"H. S. Irwin, R. M. Harley & G. L. Smith","32779","1971","3","20","South America - Neotropics","Brazil","Goiás","Chapada dos Veadeiros, ca. 19 km. N. of Alto Paraiso",NA,NA,"US01772425","US01772425_01",NA,NA,NA,"1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"33","2020-09-12 05:00:02-03","US","US","2858870","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H. Rob.",NA,"H. S. Irwin, R. M. Harley & G. L. Smith","32779","1971","3","20","South America - Neotropics","Brazil","Goiás","Chapada dos Veadeiros, ca. 19 km N of Alto do Paraíso.",NA,NA,"US00125198","US00125198_01",NA,NA,NA,"1250","1250","Isotype",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"34","2020-09-12 05:00:02-03","US","US","2858871","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H. Rob.",NA,"H. S. Irwin, J. W. Grear, R. Souza & R. Reis dos Santos","12903","1966","2","15","South America - Neotropics","Brazil","Goiás","Chapada so Veadeiros, Burned-over campo, ca. 7 km W. of Veadeiros",NA,NA,"US01772422","US01772422_01",NA,NA,NA,"950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"35","2020-09-12 05:00:02-03","US","US","3389409","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H. Rob.",NA,"G. Hatschbach, M. M. Hatschbach, O. S. Ribas & D. Willberg","70131","2000","2","13","South America - Neotropics","Brazil","Goiás","Serra dos Piremeus, rodovia Pirenopolis - Cocalzinho de Goias (Mun. Pirenopolis)",NA,NA,"US01772423","US01772423_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"36","2020-09-12 05:00:02-03","US","US","2818485","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H. Rob.",NA,"H. S. Irwin, R. M. Harley & G. L. Smith","33151","1971","3","25","South America - Neotropics","Brazil","Goiás","Chapada dos Veadeiros, ca. 42 km N. of Alto do Paraiso",NA,NA,"US01772424","US01772424_01",NA,NA,NA,"1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"37","2020-09-12 05:00:02-03","US","US","2818755","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H. Rob.",NA,"H. S. Irwin, J. W. Grear, R. Souza & R. Reis dos Santos","12903","1966","2","15","South America - Neotropics","Brazil","Goiás","Chapada dos Veadeiros, burned-over campo, ca. 7 km. W of Veadeiros",NA,NA,"US01772420","US01772420_01",NA,NA,NA,"950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"38","2020-09-12 05:00:02-03","US","US","2858869","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H. Rob.",NA,"H. S. Irwin, R. M. Harley & G. L. Smith","33151","1971","3","25","South America - Neotropics","Brazil","Goiás","Chapada dos Veadeiros, Cerrado on rocky slopes and adjacent campo, ca. 42 km N. of Alto do Paraiso",NA,NA,"US01772419","US01772419_01",NA,NA,NA,"1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"39","2020-09-12 05:00:02-03","US","US","3395874","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H. Rob.",NA,"G. Hatschbach, A. Schinini & E. L. Barbosa","70687","2000","5","8","South America - Neotropics","Brazil","Goiás","Rod. GO-118, Chapada dos Veadeiros, 10 km N de Alto Paraiso (Mun. Alto Paraiso de Goias)",NA,NA,"US01772421","US01772421_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"40","2020-09-02 16:21:10-03","Cenargen","CEN","76887","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H.Rob.","J. B. Bringel","João Bernardo de Azevedo Bringel Jr.","762","2011","03","30",NA,"Brasil","GO","Goiás - estrada de teresina de Goiás para Alto paraiso, cerrado rupestre.","Exsicatas","BRASIL - Goiás - HERBARIO UB","CEN00076887","CEN00076887","TERESINA DE GOIAS","-47.4825","-13.966388",NA,NA,NA,"-47.4825","-13.966388","2011",NA,NA,NA,"03",NA,NA,"1",NA
"41","2020-09-02 16:21:10-03","Cenargen","CEN","111278","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H.Rob.","J. B. Bringel","J. Moises Mendoza F.","5012","2015","05","16",NA,"Brasil","GO","GO-118, ca. 30,5 km do trevo GO-239, sentido Teresina, e 350 m à direita, na encosta.","Exsicatas","Arbusto moderadamente ramificado. Inflorescência café-amarelado. Plantas dispersas, entre rochas. Montanhas elevadas cobertas de cerrado campo rupestre bastante acidentado, campo limpo na base e partes das plantas perto do topo.","CEN00111278","CEN00111278","ALTO PARAISO DE GOIAS","-47.433611","-14.9325","1513","1513",NA,"-47.433611","-14.9325","2017",NA,NA,NA,"10",NA,NA,"7",NA
"42","2020-09-02 16:21:10-03","Cenargen","CEN","104449","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H.Rob.","J. B. Bringel","João Bernardo de Azevedo Bringel Jr.","1263","2015","03","18",NA,"Brasil","GO","Área de extração de rochas, cerca de 3,9 km NW de Cocalzinho.","Exsicatas","Páleas do receptáculo com a metade apical de coloração fortemente vinácea. Brácteas involucrais foliáceas verdes e patentes.","CEN00104449","CEN00104449","COCALZINHO DE GOIAS","-48.803055","-15.810277","1260","1260",NA,"-48.803055","-15.810277","2015",NA,NA,NA,"03",NA,NA,"5",NA
"43","2020-09-02 16:21:10-03","Cenargen","CEN","104457","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H.Rob.","J. B. Bringel","João Bernardo de Azevedo Bringel Jr.","1271","2015","03","19",NA,"Brasil","GO","Área rural , cerca de12 km ( em linha reta) a NW de Cocalzinho.","Exsicatas","Páleas do receptáculo com ápice fortemente vináceo.","CEN00104457","CEN00104457","CORUMBA DE GOIAS","-48.870555","-15.851388","1080","1080",NA,"-48.870555","-15.851388","2015",NA,NA,NA,"03",NA,NA,"8",NA
"44","2020-09-02 16:21:10-03","Cenargen","CEN","104471","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Dimerostemma","grazielae","Dimerostemma grazielae","H.Rob.","J. B. Bringel","João Bernardo de Azevedo Bringel Jr.","1285","2015","03","20",NA,"Brasil","GO","Estrada não pavimentada de Cocalzinho para Edilândia, cerca de 7,2 km a Leste de Cocalzinho.","Exsicatas",NA,"CEN00104471","CEN00104471","COCALZINHO DE GOIAS","-48.7225","-15.818888","1255","1255",NA,"-48.7225","-15.818888","2015",NA,NA,NA,"03",NA,NA,"4",NA
