"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","month","day","stateProvince","county","decimalLongitude","decimalLatitude","typeStatus","minimumElevationInMeters","class","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","previousCatalogNumber"
"51","2019-12-19 16:20:33-03","UFMG","BHCB-SL","107519","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.","Salino, A","Almeida, TE; Souza, FS; Mota, NFO; Viana, PL; Norderstam, B; Antunes, K; Abreu, NL","744","2007","América","Brasil",NA,NA,"Terrestre no interior de Floresta Ombrófila Densa","BHCB000601","BHCB000601","04","09","Minas Gerais","Rio Preto","-43.891306","-21.975389",NA,NA,NA,NA,"2007","05",NA,NA,NA,"-43.891306","-21.975389",NA,NA,NA
"52","2021-01-12 15:23:42-03","UFMG","BHCB-SL","33278","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.","Mynssen, CM; Sylvestre, LS","Salino, A","2919","1996","América","Brasil","Parque Estadual da Serra do Mar, Núcleo de Cunha, trilha da Casa de Pedra ao Indaiá.",NA,"Terrestre no interior de floresta.","BHCB055782",NA,"12","16","São Paulo",NA,"-44.993333","-23.245833",NA,"1070",NA,"1070","1999",NA,NA,NA,NA,"-44.993333","-23.245833",NA,NA,NA
"53","2020-03-17 21:25:12-03","UFMG","BHCB-SL","108911","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.","Salino, A","Salino, A; Almeida, TE; Heringer, G; Lara, DS","12347","2007","América","Brasil","Serra de Carrancas, Trecho conhecido como Serra das Broas, na Chapada dos Perdizes. Área de Campo Rupestre, campo limpo e Matas de Galeria.",NA,"Terrestre em mata de encosta úmida.","BHCB055784",NA,"06","19","Minas Gerais","Carrancas","-44.605333","-21.604728",NA,"1270",NA,"1350","2007","06",NA,NA,NA,"-44.605333","-21.604728",NA,NA,NA
"54","2020-03-17 21:25:12-03","UFMG","BHCB-SL","163783","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.",NA,"Souza, JF; Salino, A","161","2012","América","Brasil","Mata do Sossego, Trilha das Hortências e Trilha 2.",NA,"Vegetal terrestre.","BHCB055783",NA,"06","12","Minas Gerais","Simonésia","-42.076944","-20.069722",NA,"1298",NA,"1298",NA,NA,NA,NA,NA,"-42.076944","-20.069722",NA,NA,NA
"55","2020-03-17 21:25:12-03","UFMG","BHCB-SL","111284","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.","Salino, A; Salino, A","Salino, A; Almeida, TE; Heringer, G; Dittrich, VAO; Lara, DS","12406","2007","América","Brasil","Parque Nacional do Itatiaia, Na divisa entre Minas Gerais e Rio de Janeiro, na estrada para Abrigo Rebouças.",NA,"Terrestre no interior de floresta.","BHCB055785",NA,"07","10","Minas Gerais","Itamonte","-44.751167","-22.372028",NA,"1785",NA,"1785","2007","07",NA,NA,NA,"-44.751167","-22.372028",NA,NA,NA
"56","2020-03-17 21:25:12-03","UFMG","BHCB-SL","129513","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.","Almeida, TE; Salino, A","Salino, A; Megale, M","14220","2009","América","Brasil","RPPN Mata do Sossego",NA,"Terrestre na trilha.","BHCB055787",NA,"03","20","Minas Gerais","Simonésia","-42.0875","-20.069167",NA,"1485",NA,"1485","2009","03","20",NA,NA,"-42.0875","-20.069167",NA,NA,NA
"57","2019-11-07 11:15:04-03","UFMG","BHCB-SL","122887","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.",NA,"Salino, A; Heringer, G; Dittrich, VAO","13729","2008","América","Brasil","Parque Estadual do Forno Grande, Floresta Ombrófila Densa Montana, na vertente conhecida como Balança",NA,"Terrestre no interior de floresta",NA,NA,"06","28","Espírito Santo","Castelo","-41.098944","-20.530861",NA,"1400",NA,"1400","2008","06","28",NA,NA,"-41.098944","-20.530861",NA,NA,NA
"58","2019-11-07 11:15:04-03","UFMG","BHCB-SL","62829","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.","Salino, A","Salino, A; Dittrich, VAO; Morais, PO; Carvalho, A; Teixeira, LCRS","7497","2001","América","Brasil","Estação Ecológica de Bananal, Estação Ecológica de Bananal, Pedra Vermelha e Córrego do Barbosa, Floresta Ombrófila Densa Montana.",NA,NA,NA,NA,"09","11","São Paulo","Bananal","-44.359056","-22.792278",NA,"1200",NA,"1450","2001","09",NA,NA,NA,"-44.359056","-22.792278",NA,NA,NA
"59","2019-11-07 11:15:04-03","UFMG","BHCB-SL","62888","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.","Salino, A","Salino, A; Dittrich, VAO; Morais, PO; Carvalho, A; Teixeira, LCRS","7556","2001","América","Brasil","Estação Ecológica de Bananal, Estação Ecológica de Bananal, trilha para o Pico do Caracol.",NA,NA,NA,NA,"09","13","São Paulo","Bananal","-44.360389","-22.779722",NA,NA,NA,NA,"2001","09",NA,NA,NA,"-44.360389","-22.779722",NA,NA,NA
"60","2019-11-07 11:15:04-03","UFMG","BHCB-SL",NA,"PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.","Dittrich, VAO","Dittrich, VAO; Vale, AA; Ribeiro, JHC; Santana, LD","1885","2014","América","Brasil","Parque Estadual do Pico do Papagaio, Floresta Ombrófila Densa. Picada para o Pico do Papagaio.",NA,"Terrícola.",NA,NA,"05","11","Minas Gerais","Aiuruoca","-44.65","-22.042222",NA,NA,NA,NA,"2014","06",NA,NA,NA,"-44.65","-22.042222",NA,NA,NA
"61","2019-11-07 11:15:04-03","UFMG","BHCB-SL","174854","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.","Dittrich, VAO","Dittrich, VAO; Vale, AA; Ribeiro, JHC; Santana, LD","1885","2014","América","Brasil","Parque Estadual do Pico do Papagaio, Floresta Ombrófila Densa. Picada para o Pico do Papagaio.",NA,"Terrícola.",NA,NA,"05","11","Minas Gerais","Aiuruoca","-44.65","-22.042222",NA,NA,NA,NA,"2014","06",NA,NA,NA,"-44.65","-22.042222",NA,NA,NA
"62","2021-01-12 15:23:42-03","UFMG","BHCB-SL","79917","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.","Antunes, F; Salino, A","Mota, RC; Viana, PL","1743","2002","América","Brasil","Parque Natural Municipal do Ribeirão do Campo",NA,"Planta coletada em mata de galeria; terrestre.",NA,NA,"11","08","Minas Gerais","Conceição do Mato Dentro","-43.4249992370605","-19.0372009277344",NA,NA,NA,NA,NA,NA,NA,"60318","auto",NA,NA,NA,NA,NA
"63","2021-01-12 15:23:42-03","UFMG","BHCB-SL","74710","PreservedSpecimen","Plantae",NA,NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.",NA,"Rodrigues Jr., CE","917",NA,"América","Brasil",NA,NA,NA,"BHCB055800",NA,NA,NA,"São Paulo","Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,NA,NA,NA,NA,NA,"21048","auto",NA,NA,NA,NA,NA
"64","2016-08-23 09:46:41-03","NHMLondon","NHM-LONDON-BOT","BM000864896","S","Plantae","Pteridophyta",NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.",NA,"Mathias Wacket; d.1925","1531","1908",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,NA,NA,"Type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:559650"
"65","2015-02-26 09:31:21-03","NHMLondon","NHM-LONDON-BOT","BM000864895","S","Plantae","Pteridophyta",NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.",NA,"Hermann Luederwaldt; b.1865; d.1934","s.n.",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,"-46.3167","-23.7833",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-46.3167","-23.7833",NA,NA,"NHMUK:ecatalogue:559644"
"66","2015-02-26 09:31:21-03","NHMLondon","NHM-LONDON-BOT","BM000787819","S","Plantae","Pteridophyta",NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.","da Silva Sylvestre, Lana - 5002365 - Universidade Federal Rural do Rio de Janeiro","Mathias Wacket; d.1925","21417","1908",NA,"Brasil",NA,NA,NA,NA,NA,"01","01","São Paulo",NA,"-48.164472","-24.889281",NA,NA,NA,NA,"1999","01","01",NA,NA,"-48.164472","-24.889281",NA,NA,"NHMUK:ecatalogue:2349530"
"67","2015-02-26 09:31:21-03","NHMLondon","NHM-LONDON-BOT","BM000787820","S","Plantae","Pteridophyta",NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.",NA,"Anon.","21418",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"São Paulo",NA,"-46.316667","-23.783333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-46.316667","-23.783333",NA,NA,"NHMUK:ecatalogue:2349532"
"68","2016-08-23 09:46:41-03","NHMLondon","NHM-LONDON-BOT","BM000787821","S","Plantae","Pteridophyta",NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.",NA,"Collaboration; J. Bowie & A. Cunningham","567","1814",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,"NHMUK:ecatalogue:2349579"
"69","2016-08-23 09:46:41-03","NHMLondon","NHM-LONDON-BOT","BM000787822","S","Plantae","Pteridophyta",NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.","da Silva Sylvestre, Lana - 5002365 - Universidade Federal Rural do Rio de Janeiro","Anon.","s.n.","1861",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:2349561"
"70","2016-08-23 09:46:41-03","NHMLondon","NHM-LONDON-BOT","BM000787823","S","Plantae","Pteridophyta",NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.","Alexander Curt Brade; b.1881; d.1971; Brade","Alexander Curt Brade; b.1881; d.1971; Brade","9387","1929",NA,"Brasil",NA,NA,NA,NA,NA,"09","23","Rio de Janeiro",NA,"-42.966117","-22.423394",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-42.966117","-22.423394",NA,NA,"NHMUK:ecatalogue:2349562"
"71","2016-08-23 09:46:41-03","NHMLondon","NHM-LONDON-BOT","BM000787824","S","Plantae","Pteridophyta",NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.","Alexander Curt Brade; b.1881; d.1971; Brade","George Gardner; b.1812; d.1849; Gardner","177","1837",NA,"Brasil",NA,NA,NA,NA,NA,"03",NA,"Rio de Janeiro",NA,"-42.989594","-22.510275",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-42.989594","-22.510275",NA,NA,"NHMUK:ecatalogue:2349563"
"72","2015-02-26 09:31:21-03","NHMLondon","NHM-LONDON-BOT","BM000787825","S","Plantae","Pteridophyta",NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.",NA,"Mathias Wacket; d.1925","298","1906",NA,"Brasil",NA,NA,NA,NA,NA,"01","01",NA,NA,"-52.09861111","-32.03333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-52.09861111","-32.03333333",NA,NA,"NHMUK:ecatalogue:2349564"
"73","2016-08-23 09:46:41-03","NHMLondon","NHM-LONDON-BOT","BM001026715","S","Plantae","Pteridophyta",NA,"Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.",NA,"Collaboration; J. Bowie & A. Cunningham","s.n.","1815",NA,"Brasil",NA,NA,NA,NA,NA,"05",NA,NA,NA,"-46.63888889","-23.54888889",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-46.63888889","-23.54888889",NA,NA,"NHMUK:ecatalogue:2348947"
"74","2021-03-04 15:46:59-03","IF","SPSF","37756","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","wacketii","Asplenium wacketii","Rosenst.","J.Prado","R.T. Polisel & M.C.Assis & R.Esteves & N.M.Ivanauskas","298","2007","América do Sul","Brasil","Região do Cedro Vermelho",NA,"COLETA: Erva terrestre.; GEOGRAFIA: Subbosque de reflorestamento de araucária e pinus.;",NA,NA,"01","07","SP","Campos do Jordão","-45.4425","-22.658889",NA,"1559","Polypodiopsida","1559","2007","09","12",NA,NA,NA,NA,NA,NA,NA
"75","2021-03-04 15:46:59-03","IF","SPSF","30638","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","wacketii","Asplenium wacketii",NA,NA,"A.Salino","7497","2001","América do Sul","Brasil","estacao ecologica",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: floresta ombrofila densa montana&nf;;",NA,NA,"09","11","SP","Itapeva","-48.8699989318848","-23.9799995422363",NA,NA,"Polypodiopsida",NA,NA,NA,NA,"42926","auto",NA,NA,NA,NA,NA
"76","2021-03-04 15:46:59-03","IF","SPSF","30929","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Aspleniaceae","Asplenium","wacketii","Asplenium wacketii",NA,NA,"A.Salino","7556","2001","América do Sul","Brasil","estacao ecologica",NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: trilha para o pico do Caracol&nf;;",NA,NA,"09","13","SP","Itapeva","-48.8699989318848","-23.9799995422363",NA,NA,"Polypodiopsida",NA,NA,NA,NA,"42926","auto",NA,NA,NA,NA,NA
