"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","fieldNumber","typeStatus","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","01874416","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","R. Vásquez Martínez; R. Rojas","E. F. Rodríguez Rodríguez","1003","1996","06","13","South America","Peru","Amazonas","Bagua","Distrito Imaza, Comunidad Aguaruna de Putuim.","-78.32","-4.92","780","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2526434' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874416","NY01874416_01","780",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","2469704","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin",NA,"J. J. Wurdack","43375","1959","07","10","South America","Venezuela","Amazonas",NA,"Near left bank of Cano Duquiapo (2km. above Solano)",NA,NA,"100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2686106' target='other'> <mi>dwc_moreinfo</mi></a>","NY02469704","NY02469704_01","130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","2469688","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","S. S. Renner","T. J. Killeen","7238","1994","11","23","South America","Bolivia","Santa Cruz","José Miguel de Velasco","Parque Nacional Noel Kempff Mercado. Campamento a la base de la serrania sobre la base de GEOBOL, a 15 Km al SE de Los Fierros.","-60.7722","-14.5642","500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2686089' target='other'> <mi>dwc_moreinfo</mi></a>","NY02469688","NY02469688_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","2469683","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","J. J. Wurdack","A. Jardim","101","1993","11","11","South America","Bolivia","Santa Cruz","José Miguel de Velasco","Parque Nacional Noel Kempff M. Lis Fierros.","-60.7614","-14.5583","500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2686084' target='other'> <mi>dwc_moreinfo</mi></a>","NY02469683","NY02469683_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","2469686","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","S. S. Renner","M. Saldías Paz","3835","1994","04","11","South America","Bolivia","Santa Cruz","José Miguel de Velasco","Parque Nacional Noel Kempff Mercado; a 10 km del campamento Los Fierros, sobre el camino al aserradero Tarbo.","-60.92","-14.67","200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2686087' target='other'> <mi>dwc_moreinfo</mi></a>","NY02469686","NY02469686_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","909927","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","J. J. Wurdack","D. Philcox","3446","1967","12","09","South America","Brazil","Mato Grosso",NA,"Transect from Expedition Base Camp road.","-51.77","-12.82",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982840' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909927","NY00909927_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","909926","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","R. Goldenberg","G. G. Hatschbach","65567","1996","11","14","South America","Brazil","Mato Grosso","Vila Bela da Santíssima Trindade","Serra Ricardo Franco, Córrego Cachoeira.","-59.9506","-15.0083",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=982837' target='other'> <mi>dwc_moreinfo</mi></a>","NY00909926","NY00909926_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","2469703","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","J. J. Wurdack","O. Huber","4394","1979","10","05","South America","Venezuela","Amazonas","Atabapo","Serranía del Parú (Aroko). Sabanas sobre colinas onduladas en el sector centro-nororiental de la serranía, al S del río Parú.","-65.52","4.55","710","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2686105' target='other'> <mi>dwc_moreinfo</mi></a>","NY02469703","NY02469703_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","2469705","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","J. J. Wurdack","O. Huber","4410","1979","10","07","South America","Venezuela","Amazonas","Mun. Atabapo","Serranía del Parú (Aroko), borde S de la tercera meseta central, en el sector centro-S de la Serranía","-65.53","4.45","1100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2686107' target='other'> <mi>dwc_moreinfo</mi></a>","NY02469705","NY02469705_01","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-12-16 12:03:00-02","NY","NYBG","02487782","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii",NA,NA,"Schomburgk","568",NA,NA,NA,"South America","Guyana",NA,NA,"Roraima. Bristish Guiana.",NA,NA,NA,"sheet","Types of the Delessert Herbarium. [Specimen sheet includes photo and packet with plant material.] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2706421' target='other'> <mi>dwc_moreinfo</mi></a>","NY02487782","NY02487782_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-12-16 12:03:00-02","NY","NYBG","2469694","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii",NA,NA,"G. H. H. Tate","931","1928","08",NA,"South America","Venezuela",NA,NA,"Slopes of Mount Duida",NA,NA,"945","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2686096' target='other'> <mi>dwc_moreinfo</mi></a>","NY02469694","NY02469694_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-27 16:43:00-03","NY","NYBG","01874384","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii",NA,"R. Vásquez Martínez; R. Rojas","C. Díaz Santibañez","7010","1994","08","25","South America","Peru","Amazonas","Bagua","Distrito Imaza. Comunidad Aguaruna de Putuim (Campou) (anexo Yamayakat) Monte Alto de Putuim.",NA,NA,"450","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2525986' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874384","NY01874384_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","2469697","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","J. J. Wurdack","O. Huber","9212","1984","03","05","South America","Venezuela","Bolívar","Roscio","Aprox. 10 km ESE de San Franciso de Yuruaní en camino a Chirimatá.","-61","5.03","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2686099' target='other'> <mi>dwc_moreinfo</mi></a>","NY02469697","NY02469697_01","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02104691","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","F. A. Michelangeli","R. G. Barbosa-Silva","323","2014","04","22","South America","Brazil","Amazonas","Barcelos","Parque Estadual da Serra do Aracá. Serra do Aracá, trilha da cachoeira do Eldorado para a cachoeira do Desabamento.","-63.3275","0.8811",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2548999' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104691","NY02104691_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-12-16 12:03:00-02","NY","NYBG","2469695","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii",NA,NA,"M. Fariñas","422","1969","01",NA,"South America","Venezuela","Amazonas",NA,NA,NA,NA,"1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2686097' target='other'> <mi>dwc_moreinfo</mi></a>","NY02469695","NY02469695_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-27 03:34:00-03","NY","NYBG","01421512","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii",NA,"F. A. Michelangeli","K. M. Redden","7133","2011","10",NA,"South America","Guyana","Cuyuni-Mazaruni",NA,"On west side of airstrip.","-60.29886","5.70636","516","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1687850' target='other'> <mi>dwc_moreinfo</mi></a>","NY01421512","NY01421512_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-12-16 12:03:00-02","NY","NYBG","2469712","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii",NA,NA,"R. E. Schultes","3931","1942","06","04","South America","Colombia","Amazonas",NA,"Rio Igaraparana, lost alredadores de La Chorrera",NA,NA,"180","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2686114' target='other'> <mi>dwc_moreinfo</mi></a>","NY02469712","NY02469712_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1289697","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","J. J. Wurdack","G. T. Prance","P24935","1977","11","06","South America","Brazil","Pará",NA,"Serra do Cachimbo, BR 163, Cuiabá-Santarem Highway; Km 872","-54.9650824","-8.8339969",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1759144' target='other'> <mi>dwc_moreinfo</mi></a>","NY01289697","NY01289697_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","2469693","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin",NA,"J. A. Steyermark","58272","1944","09","02","South America","Venezuela",NA,NA,NA,NA,NA,"1025","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2686095' target='other'> <mi>dwc_moreinfo</mi></a>","NY02469693","NY02469693_01","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-12-16 12:03:00-02","NY","NYBG","2469711","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii",NA,NA,"R. E. Schultes","12995","1951","07","08","South America","Colombia","Vaupés",NA,"Rio Apaporis, Jirijirimo y alrededores",NA,NA,"250","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2686113' target='other'> <mi>dwc_moreinfo</mi></a>","NY02469711","NY02469711_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-12-16 12:03:00-02","NY","NYBG","2469718","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii",NA,"F. A. Michelangeli","K. M. Redden","4548","2006","10","04","South America","Guyana","Cuyuni-Mazaruni",NA,"Mazaruni River.","-60.58464","6.447","115","sheet","Silica sample. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2686120' target='other'> <mi>dwc_moreinfo</mi></a>","NY02469718","NY02469718_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01038825","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","J. J. Wurdack","G. T. Prance","8630","1968","11","18","South America","Brazil","Rondônia",NA,"Basin of rio Madeira, km 217-219 Madeira-Mamoré railroad, 2-4 km, east of Abunã.","-65.2800938","-9.798918",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1564886' target='other'> <mi>dwc_moreinfo</mi></a>","NY01038825","NY01038825_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01462595","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","F. A. Michelangeli","B. M. Torke","532","2009","05","26","South America","Bolivia","La Paz","Abel Iturralde","Pampas del Madidi area of the middle reaches of the Rio Madidi basin: Campamento Permanente on the N shore of the Rio Madidi, ca. 15.6 linear km NE of the confluence with the Rio Enatahua (Rio Inambari according to one guide), pampas ca. 1.2 km N of camp","-67.78869","-12.92758","180","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1320226' target='other'> <mi>dwc_moreinfo</mi></a>","NY01462595","NY01462595_01","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-12-16 12:03:00-02","NY","NYBG","2469715","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii",NA,"H. Mendoza","R. E. Schultes","16404","1952","05","08","South America","Colombia","Amazonas",NA,"Río Miritiparanà: Caño Guayacá.","-70.67","-0.5","213","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2686117' target='other'> <mi>dwc_moreinfo</mi></a>","NY02469715","NY02469715_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01874385","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","R. Vásquez Martínez; R. Rojas","C. Díaz Santibañez","7968","1996","08","25","South America","Peru","Amazonas","Bagua","Dtto. Imaza, comunidad Aguaruna de Wanás (km 92 carretera Bagua-Imacita): Cerros Chinim.",NA,NA,"600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2525993' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874385","NY01874385_01","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","2469685","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","S. S. Renner","P. F. Foster","579","1995","11","01","South America","Bolivia","Santa Cruz","José Miguel de Velasco","Parque Nacional Noel Kempff Mercado. Campamento Las Gamas.","-60.3889","-14.8106","850","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2686086' target='other'> <mi>dwc_moreinfo</mi></a>","NY02469685","NY02469685_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","02613630","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin","M. Alvear","M. Alvear","1503","2013","01","05","South America","Colombia","Risaralda","Pueblo Rico","Vereda La Selva. Sector El Pino o Venteadero. Zona amortiguadora del Parque Nacional Tatamá.","-76.07164","5.24694","1374",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2790233' target='other'> <mi>dwc_moreinfo</mi></a>","NY02613630","NY02613630_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-12-16 12:03:00-02","NY","NYBG","2469719","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii",NA,"F. Almeda; D. S. Penneys","P. A. Mutchnick","9","1994","10","12","South America","Guyana","Potaro-Siparuni",NA,"Pakaraima Mts; upper Ireng River; hills 2-3 km E of Cipo settlement","-60.03333333","4.8","760","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2686121' target='other'> <mi>dwc_moreinfo</mi></a>","NY02469719","NY02469719_01","760",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-09-27 16:43:00-03","NY","NYBG","01874390","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii",NA,"R. Vásquez Martínez; R. Rojas","R. Vásquez Martínez","24681","1997","10","23","South America","Peru","Amazonas","Bagua","Imaza, Tayu Mujaji. Comunidad de Wawas.","-78.3686","-5.2656","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2526089' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874390","NY01874390_01","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-09-30 03:46:00-03","NY","NYBG","01164728","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii",NA,"F. A. Michelangeli","K. M. Redden","6414","2009","05","06","South America","Guyana",NA,NA,"Kako. River on savanna near old farm","-60.632","5.714527778","486","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1512013' target='other'> <mi>dwc_moreinfo</mi></a>","NY01164728","NY01164728_01","486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-11-07 15:37:00-02","NY","NYBG","02595557","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii",NA,"F. A. Michelangeli","T. L. P. Couvreur","249","2009","10","28","South America","Bolivia","La Paz",NA,"Ixiamas","-67.80554","-13.01215","183","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1306177' target='other'> <mi>dwc_moreinfo</mi></a>","NY02595557","NY02595557_01","183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","2469698","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii","Naudin",NA,"J. A. Steyermark","60357","1944","11","20","South America","Venezuela","Bolívar",NA,"Wooded slopes of Quebrada O-paru- ma, between Santa Teresita de Kavanayen and Rio Pacairao (tributary of RIo Mouak)",NA,NA,"1065","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2686100' target='other'> <mi>dwc_moreinfo</mi></a>","NY02469698","NY02469698_01","1220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2016-09-27 14:01:00-03","NY","NYBG","01855997","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Graffenrieda","weddellii","Graffenrieda weddellii",NA,"H. Mendoza Cifuentes","A. H. Gentry","69517","1990","02","25","South America","Peru","Madre de Dios","Tambopata","Pampas de Heath. Forest-savannah interface along small stream near Mauritia grove.","-68.8333333","-12.8333333","200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2206886' target='other'> <mi>dwc_moreinfo</mi></a>","NY01855997","NY01855997_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
