"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","individualCount","typeStatus"
"11","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055575","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","N. Silveira, 1992.","J. Cordeiro; G. Hatschbach","385","1986","12","11",NA,"Brazil","Parana","Sao Jose dos Pinhais","Colonia Santos Andrade.","-49.2167","-25.5167",NA,NA,NA,"Coor from www.fallingrain.com/world; Arbusto 2m, botoes alvascentes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-11-21 14:40:24-03","UFJF","CESJ","48561","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","M. Sobral; K. Antunes","K. Antunes; N.L. Abreu; P.L. Viana; F.S. Souza; N.F.O. Mota; T.E. Almeida; A.M. Teles; B.No","253","2007","04","10","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Burro de Ouro.","-43.8278007507324","-22.0891990661621",NA,NA,NA,"Árvore, ca. 4m, interior e borda de mata nebular em um topo de serra. Dominante na mata. Frutos vermelhos quando maduros","CESJ048561",NA,"20815","auto","2007","04","27",NA,NA,NA,NA,NA
"13","2019-11-21 14:40:24-03","UFJF","CESJ","46998","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","K. Antunes","P.L. Viana; N.F.O. Mota","1925","2006","02","26","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Burro de Ouro.","-43.8278007507324","-22.0891990661621",NA,NA,NA,"Arvoreta, ca. 3m alt., borda de mata nebular. Frutos maduros negros.","CESJ046998",NA,"20815","auto","2019",NA,NA,NA,NA,NA,NA,NA
"14","2019-11-21 14:40:24-03","UFJF","CESJ","46260","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","M. Sobral","K. Antunes; C.N. Matozinhos; N.L. Abreu; F.S. Souza; P.L. Viana","185","2005","11","09","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Trilha para o Ninho da Égua.","-43.8278007507324","-22.0891990661621",NA,NA,NA,"Arbusto, em campo de solo quartzítico. Flores passadas, botões florais, sépalas verde-avermelhadas.","CESJ046260",NA,"20815","auto","2012","06","14",NA,NA,NA,NA,NA
"15","2019-11-21 14:40:24-03","UFJF","CESJ","46251","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","M. Sobral","K. Antunes; C.N. Matozinhos; N.L. Abreu; F.S. Souza; P.L. Viana","176","2005","11","09","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Trilha para o Ninho da Égua.","-43.8278007507324","-22.0891990661621",NA,NA,NA,"Arbusto, campo com solo quartzítico, botões florais com sépalas verde-avermelhadas, muito freqüente na área.","CESJ046251",NA,"20815","auto","2005","12",NA,NA,NA,NA,NA,NA
"16","2019-11-21 14:40:24-03","UFJF","CESJ","46261","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","M. Sobral","K. Antunes; C.N. Matozinhos; N.L. Abreu; F.S. Souza; P.L. Viana","186","2005","11","09","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Trilha para o Ninho da Égua.","-43.8278007507324","-22.0891990661621",NA,NA,NA,"Arbusto, em campo de solo quartzítico, flores passadas, botões florais, sépalas verdes.","CESJ046261",NA,"20815","auto","2005","12",NA,NA,NA,NA,NA,NA
"17","2019-11-27 13:50:53-03","UFS","ASE","35499","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Vieira, FCS","Vieira, FCS","2147","2009","04","22","Southern America","Brasil","Santa Catarina","Garuva","Serra Quiriri, Próximo ao rancho São Tiago.","-48.939081","-26.06738",NA,NA,NA,"Arbusto. ca de 1,5 m.; Floresta Ombrófila Densa Altomontana","ASE0036469","ASE0036469",NA,NA,NA,NA,NA,NA,"-48.939081","-26.06738",NA,NA
"18","2019-11-27 13:50:53-03","UFS","ASE","39593","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Korte, A","Korte, A","7245","2011","06","09","Southern America","Brasil","Santa Catarina","Otacílio Costa","Bom Jesus","-49.5136","-27.3224",NA,NA,NA,"Arbórea.; Floresta Ombrófila Mista. Estágio médio.","ASE0041114",NA,NA,NA,"2011","06","16",NA,"-49.5136","-27.3224",NA,NA
"19","2021-03-01 16:36:48-03","UNICAMP","UEC","90628","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Sobral, M; Mazine, FF","Franciosi, ERN; Bertani, DF; Yamamoto, LF; Albuquerque, LB; Rodrigues, RR; Souza, VC","18","1996","12","16",NA,"Brazil","São Paulo","Cunha","P.E da Serra do Mar. - Núcleo Cunha","-44.993333","-23.245833",NA,NA,NA,"Arbusto, 2,5m da altura; folhas jovnes pilosas.; Floresta Ombrófila Densa Montana. Pastagem com arbustos e árvores isoladas.","UEC023459","UEC023459",NA,NA,NA,NA,NA,NA,"-44.993333","-23.245833",NA,NA
"20","2021-03-01 16:36:48-03","UNICAMP","UEC","92429","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Sobral, M; Mazine, FF","Ferretti, AR; Vanini, A; Nave, AG; Peneireiro, FM; Rodrigues, RR; Ivanauskas, NM","58","1996","12","13",NA,"Brazil","São Paulo","Cunha","Estação Experimental da Serra do Mar. Núcleo Cunha. Trilha da Pedreira.","-45.004722","-23.239444",NA,NA,NA,"Floresta Ombrófila densa, DVegetação Secundária (Foi pastagem há 20 anos)","UEC023454","UEC023454",NA,NA,NA,NA,NA,NA,"-45.004722","-23.239444",NA,NA
"21","2021-03-01 16:36:48-03","UNICAMP","UEC","92431","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Sobral, M","Ferretti, AR; Vanini, A; Nave, AG; Peneireiro, FM; Rodrigues, RR; Souza, VC; et al.","62","1996","12","13",NA,"Brazil","São Paulo","Cunha","Estação Experimental da Serra do Mar - Núcleo Cunha- Trilha da Pedreira.","-45.004722","-23.239444",NA,NA,NA,"Floresta Ombrófila Densa, Veg. secundária( foi pastagem há 20 anos).","UEC033123","UEC033123",NA,NA,"2003",NA,NA,NA,"-45.004722","-23.239444",NA,NA
"22","2019-11-06 09:56:42-03","UFOP","OUPR","6245","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Sobral, M.","Roschel, M.B.","392","1996","12","13",NA,"Brasil","Minas Gerais","Ouro Preto","Antônio Pereira, Córrego do Macaco, Alegria Sul - Samarco, campo ferruginoso","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Arbusto, flores brancas",NA,NA,"44599","auto","2014",NA,NA,NA,NA,NA,NA,NA
"23","2020-10-14 10:03:36-03","FURB","FURB","34843","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Sobral, M","Korte, A.; Kniess, A.","6068","2010","08","19",NA,"Brasil","Santa Catarina","Joinville","Serra Quimada.","-49.0497222","-26.1002778","1167","1167",NA,"Voucher estéril IFFSC 1065 (Fitossociologia) Habitat: Floresta Ombrófila Densa Alto Montana; Estágio Avançado Habito: arbórea;","FURB34119","FURB34119",NA,NA,"2010",NA,NA,NA,"-49.0497222","-26.1002778",NA,NA
"24","2020-10-14 10:03:36-03","FURB","FURB","35074","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Korte, A","Korte, A.","7245","2011","06","09",NA,"Brasil","Santa Catarina","Otacílio Costa","Bom Jesus.","-49.86","-27.54","860","860",NA,"Florística IFFSC 339 (Arbórea) Habitat: Floresta Ombrófila Mista; Estágio Médio Habito: arbórea;","FURB34120","FURB34120",NA,NA,"2011","06","16",NA,"-49.8600000","-27.5400000",NA,NA
"25","2020-10-14 10:03:36-03","FURB","FURB","35086","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Korte, A","Korte, A.","7012","2011","06","08",NA,"Brasil","Santa Catarina","Campo Belo do Sul",NA,"-50.76","-27.72","811","811",NA,"Florística IFFSC 264 (Arbórea) Habitat: Floresta Ombrófila Mista; Estágio Inicial Habito: arbórea;","FURB34121","FURB34121",NA,NA,"2011","06","16",NA,"-50.7600000","-27.7200000",NA,NA
"26","2020-10-14 10:03:36-03","FURB","FURB","2882","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Sobral, M","Cordeiro, J.; et al.","578","1988","11","23",NA,"Brasil","Paraná","Quatro Barras","Morro 7.","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"FURB02559","FURB02559","17116","auto","1996",NA,NA,NA,NA,NA,NA,NA
"27","2020-12-15 14:16:32-03","UFSM","SMDB","17214","S","Plantae",NA,NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Moia, IW","Moia, IW","4","2016","08","02",NA,"Brasil","São Paulo","São Roque",NA,"-47.135","-23.596056","900","900",NA,"Mata atlântica, borda de mata. Porte arbustivo","SMDB017214",NA,NA,NA,"2016","08","30",NA,"-47.135","-23.596056",NA,NA
"28","2020-12-21 16:37:26-03","MBM","MBM","423729","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Korte, A.","Korte, A.","7012","2011","06","08","Southern America","Brazil","Santa Catarina","Campo Belo do Sul",NA,"-50.76","-27.72","811","811",NA,"Arbórea.; FOM, Estágio Inicial.","MBM423729",NA,NA,NA,"2011","06","16",NA,"-50.76","-27.72",NA,NA
"29","2020-12-21 16:37:26-03","MBM","MBM","239081","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Sobral, M.","Santos, E.P.; et al.; et al.","355","1997","10","15","Southern America","Brazil","Paraná","Guaratuba","Serra do Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"MBM239081","MBM239081","41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:37:26-03","MBM","MBM","290426","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Sobral, M.","Ribas, O.S.; Silva, J.M.; Costa, E.F.; Silva, J.M.; Costa, E.F.","5728","2004","01","09","Southern America","Brazil","Paraná","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,"MBM290426","MBM290426","12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:37:26-03","MBM","MBM","126223","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Silveira, N.","Cordeiro, J.; Silva, J.M.; Silva, J.M.","578","1988","11","23","Southern America","Brazil","Paraná","Quatro Barras","Morro Sete","-49.0769004821777","-25.3656005859375",NA,NA,NA,NA,"MBM126223","MBM126223","17116","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:37:26-03","MBM","MBM","112847","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Silveira, N.","Cordeiro, J.; Hatschbach, G.; Hatschbach, G.","385","1986","12","11","Southern America","Brazil","Paraná","São José dos Pinhais","Colônia Santos Andrade","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"MBM112847","MBM112847","45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:37:26-03","MBM","MBM","232048","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Sobral, M.","Silva, J.M.; O.S. Ribas, O.S.; Barboza, E.; O.S. Ribas, O.S.; Barboza, E.","2766","1998","12","29","Southern America","Brazil","Santa Catarina","Campo Alegre","Serra do Quiriri","-49.2655982971191","-26.1924991607666",NA,NA,NA,NA,"MBM232048","MBM232048","37493","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:37:26-03","MBM","MBM","78117","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Sobral, M.","Oliveira, P.I.","717","1982","12","10","Southern America","Brazil","Paraná","Morretes","Rio dos Padres","-48.834400177002","-25.476900100708",NA,NA,NA,"Arbusto 2m, flor alva, da beira do rio","MBM078117","MBM078117","30514","auto","2009",NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:37:26-03","MBM","MBM","53814","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Legrand, D.","Hatschbach, G.","15942","1967","02","03","Southern America","Brazil","Paraná","São José dos Pinhais","Colônia Santos Andrade","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"MBM053814","MBM053814","45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:37:26-03","MBM","MBM","52717","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Sobral, M.","Hatschbach, G.","4281","1957","12","01","Southern America","Brazil","Paraná","São José dos Pinhais","Colônia Santos Andrade","-49.2064018249512","-25.5347003936768",NA,NA,NA,"Pequena árvore 4m, flor alva. Da borda da mata higrofila junto a brejo acido.","MBM052717","MBM052717","45291","auto","2009",NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:37:26-03","MBM","MBM","61344","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Sobral, M.","Landrum, L.R.","2297","1977","11","01","Southern America","Brazil","Paraná","São José dos Pinhais","Near Guaricana","-49.2064018249512","-25.5347003936768","1000","1000",NA,"Evergreen forest and wet campo; area often misty or rainy. Tree 3m high.","MBM061344","MBM061344","45291","auto","2009",NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:37:26-03","MBM","MBM","220004","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Sobral, M.","Ribas, O.S.; Cordeiro, J.; Silva, J.M.; Cordeiro, J.; Silva, J.M.","2220","1997","12","31","Southern America","Brazil","Paraná","Tijucas do Sul","Serra Papanduva","-49.1988983154297","-25.9281005859375","1400","1400",NA,"Subarbusto, 2m, fruto negro. Encosta do morro, beira de córrego.","MBM220004","MBM220004","25228","auto","2009",NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:37:26-03","MBM","MBM","290312","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Cordeiro, J.","Blum, C.T.; et al.; et al.","105","2003","10","08","Southern America","Brazil","Rio Grande do Sul","Bom Jesus","Rio das Antas","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"MBM290312","MBM290312","55856","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:37:26-03","MBM","MBM","52699","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Legrand, D.","Reitz, R.; Klein, R.M.; Klein, R.M.","10321","1960","11","04","Southern America","Brazil","Santa Catarina","São Francisco do Sul","Morro do Campo Alegre","-48.6380996704102","-26.2432994842529",NA,NA,NA,NA,"MBM052699","MBM052699","23627","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:37:26-03","MBM","MBM","144786","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Chiea, S.C.","Kirizawa, M.","908","1983","03","28","Southern America","Brazil","São Paulo","Santo André","Estação Biológica do Alto da Serra de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,"MBM144786","MBM144786","27258","auto",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-11 11:39:30-03","UFMG","BHCB","121075","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand",NA,"Vieira, FCS","1969","2007","11","14","Southern America","Brasil","Santa Catarina","Garuva","Serra Quiriri, Morro Pirabeiraba","-49.607222","-26.065","1230","1230",NA,"Arvoreta, 2m, flor em botão; Borda da mata em Floresta Ombrófila Densa Altomontana","BHCB018191",NA,NA,NA,"2008","05","29",NA,"-49.607222","-26.065",NA,NA
"43","2020-12-11 11:39:30-03","UFMG","BHCB","121079","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand",NA,"Vieira, FCS","1986","2007","11","15","Southern America","Brasil","Santa Catarina","Garuva","Serra Quiriri, Sopé do Morro dos Alemães.&nf;Rio dos Alemães","-49.607222","-26.065",NA,NA,NA,"Arvoreta 3m; Mata ciliar em Floresta Ombrófila densa Altomontana","BHCB018190",NA,NA,NA,"2008","05","29",NA,"-49.607222","-26.065",NA,NA
"44","2020-12-11 11:39:30-03","UFMG","BHCB","92160","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand",NA,"Santos, EP; Fernandes, HM; Fiorese, EF; Massaroth, LFM","355","1997","10","15","Southern America","Brasil","Paraná","Guaratuba","Morro dos Perdidos, Serra de Araçatuba","-48.956667","-25.890278",NA,NA,NA,"Arvoreta de ca. 3,5m, flores alvas.; Campo de altitude","BHCB013502",NA,NA,NA,"1999",NA,NA,NA,"-48.956667","-25.890278",NA,NA
"45","2020-12-11 11:39:30-03","UFMG","BHCB","190393","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand",NA,"Antunes, K; Abreu, NL; Viana, PL; Mota, NFO; Teles, AM; Nordenstam, B","253","2007","04","10","Southern America","Brasil","Minas Gerais","Rio Preto","Burro de Ouro.","-43.8278007507324","-22.0891990661621",NA,NA,NA,"Árvore, ca. 4m, interior e borda de mata nebular em um topo de serra. Frutos vermelhos quando maduros. Dominante na mata.","BHCB190393",NA,"20815","auto","2011",NA,NA,NA,NA,NA,NA,NA
"46","2020-12-11 11:39:30-03","UFMG","BHCB","190338","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand",NA,"Antunes, K; Matozinhos, CN; Abreu, NL; Souza, FS; Viana, PL","185","2005","11","09","Southern America","Brasil","Minas Gerais","Rio Preto","Funil., Trilha para o Ninho da égua.","-43.8278007507324","-22.0891990661621",NA,NA,NA,"Arbusto. Flores passadas. Botões florais. Sépalas verde - avermelhadas.","BHCB190338",NA,"20815","auto","2011",NA,NA,NA,NA,NA,NA,NA
"47","2020-12-11 11:39:30-03","UFMG","BHCB","190392","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand",NA,"Antunes, K; Matozinhos, CN; Abreu, NL; Souza, FS; Viana, PL","176","2005","11","09","Southern America","Brasil","Minas Gerais","Rio Preto","Funil., Trilha para o Ninho da Égua","-43.8278007507324","-22.0891990661621",NA,NA,NA,"Arbusto, campo com solo quartizítico. Botões florais com sépalas verdes - avermelhadas. Muito frequente na área.","BHCB190392",NA,"20815","auto","2011",NA,NA,NA,NA,NA,NA,NA
"48","2020-12-11 11:39:30-03","UFMG","BHCB","92139","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand",NA,"Santos, EP; et al.","355","1997","10","15","Southern America","Brasil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos.","-48.5746994018555","-25.8827991485596",NA,NA,NA,"Arvoreta de aprox. 3,5m, flores alvas. Campo de altitude.",NA,NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-02-11 17:20:46-03","UFPR","UPCB","40728","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Dala Rosa, S.","Dala Rosa, S.","62","1999","11","24",NA,"Brasil","Paraná","Morretes","Parque Estadual do Pico Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,"Arvoreta ±1m, flores brancas. Matinha nebular, 1080m..","UPCB0023893","UPCB0023893","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-02-11 17:20:46-03","UFPR","UPCB","43574","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","rupicola","Myrcia rupicola","D.Legrand","Sobral, M.","Dala Rosa, S.","148","1999","12","07",NA,"Brasil","Paraná","Morretes","Parque Estadual Pico do Marumbi","-48.834400177002","-25.476900100708",NA,NA,NA,"Árvore ca. 5m altura com flores creme. Floresta alto-montana 1100m s.n.m..","UPCB0023798","UPCB0023798","30514","auto","2001","02",NA,NA,NA,NA,NA,NA
