"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","yearIdentified","monthIdentified","dayIdentified","year","month","day","individualCount","occurrenceRemarks","class","scientificNameAuthorship","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","identifiedBy","recordedBy","recordNumber","continentOcean","preparationType","barcode","imagecode","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","typeStatus","relatedCatalogItem"
"17","2016-07-05 11:14:20-03","FFCLRP","LBMBP","159","S","Plantae",NA,NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Regel) Schltr.","Brasil","São Paulo","Bragança Paulista",NA,"-46.533333","-22.95",NA,NA,"E.R. Pansarin","E.R. Pansarin",NA,NA,NA,NA,NA,"46°32'W","22°57'S",NA,NA,NA,NA,NA
"18","2019-08-20 10:01:02-03","UNICAMP","UEC","135428","S","Plantae","Liliopsida",NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei","2005","05","14","1999","12",NA,NA,"Epífita, pétalas amareladas, labelo branco salpicado de manchas púrpura, coluna branco-esverdeada. Flores muito fragrantes.",NA,"(Regel) Schltr.","Brazil","Minas Gerais","Carrancas","Caminho para Serra de Bicas, Pedreira do Guilherme, afloramento.","-44.6425018310547","-21.4874992370605","21143","auto","Singer, RB","Simões, AO","1018",NA,NA,"UEC027032","UEC027032",NA,NA,NA,NA,NA,NA,NA
"19","2019-08-20 10:01:02-03","UNICAMP","UEC","95463","S","Plantae","Liliopsida",NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei","2004","05",NA,"1997","11","22",NA,NA,NA,"(Regel) Schltr.","Brazil","São Paulo","Jundiaí","Serra do Japi, Bairro Eloy Chaves, próximo à represa do DAE.","-46.8800010681152","-23.1800003051758","17840","auto","Pansarin, ER","Pansarin, ER","97/88",NA,NA,"UEC027031","UEC027031",NA,NA,NA,NA,NA,NA,NA
"20","2019-08-20 10:01:02-03","UNICAMP","UEC","133874","S","Plantae","Liliopsida",NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei","2004","05",NA,"2003","01","15",NA,NA,NA,"(Regel) Schltr.","Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido Bairro Eloy Chaves, próximo à represa do DAE.","-46.8800010681152","-23.1800003051758","17840","auto","Pansarin, ER","Pansarin, ER; Mickeliunas, L","1108",NA,NA,"UEC027034","UEC027034",NA,NA,NA,NA,NA,NA,NA
"21","2019-11-06 09:56:54-03","UFOP","OUPR","13858","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei","2012",NA,NA,NA,NA,NA,NA,"Epifita. Erva. Flores brancas",NA,"(Regel) Schltr.","Brasil","Minas Gerais","Itabirito","Barção","-43.801399230957","-20.2532997131348","20553","auto","Barros, F.; Vinhos, F.; Rodrigues, VT (LEFB)","s.col.","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-06 09:56:54-03","UFOP","OUPR","13859","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei","2012",NA,NA,NA,NA,NA,NA,"Sobre dolomita. Erva. Flores cremes e vermelhas",NA,"(Regel) Schltr.","Brasil","Minas Gerais","Ouro Preto","Serra do Frazão","-43.5080986022949","-20.2875003814697","44599","auto","Barros, F.; Vinhos, F.; Rodrigues, VT (LEFB)","Badini, J.","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-06 09:56:54-03","UFOP","OUPR","13860","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei","2012",NA,NA,NA,NA,NA,NA,"Sobre arvores. Erva. Flores pálidas",NA,"(Regel) Schltr.","Brasil","Minas Gerais","Resende Costa",NA,"-44.2374992370605","-20.9221992492676","29517","auto","Barros, F.; Vinhos, F.; Rodrigues, VT (LEFB)","s.col.","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-10-14 10:04:22-03","FURB","FURB","14410","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei","2010","01","25","2009","09","16",NA,"Epífita IFFSC e8002a (Abaixo de 4m), frutos grandes e capsulares com reentrancias. Habitat: Floresta Ombrófila Densa; Habito: epífita;",NA,"(Regel) Schltr.","Brasil","Santa Catarina","Porto Belo",NA,"-48.6019444","-27.1494444",NA,NA,"Mancinelli, WS","Cadorin, T.J.; Schimitt, J.L. & Gasper, A.L. de","98",NA,NA,"FURB36433","FURB36433","-48.6019444","-27.1494444","3","3",NA,NA,NA
"25","2020-10-14 10:04:22-03","FURB","FURB","17544","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei","2010","01","25","2009","12","11",NA,"Epífita IFFSC e37a (Acima de 4m), forófito 13. Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: epífita; flor corola esbranquiçada, labelo com pontos rochos",NA,"(Regel) Schltr.","Brasil","Santa Catarina","Morro Grande","Três Barras.","-49.77","-28.71",NA,NA,"Mancinelli, WS","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","979",NA,NA,"FURB02873","FURB02873","-49.7700000","-28.7100000","203","203",NA,NA,NA
"26","2020-10-14 10:04:22-03","FURB","FURB","29399","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei","2010","09","30","2010","06","30",NA,"Epífita IFFSC e8002c (Abaixo de 4m) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Avançado; interior do fragmento Habito: epífita de arbórea; Fruto seco;",NA,"(Regel) Schltr.","Brasil","Santa Catarina","Porto Belo","Margem da BR 101.","-48.6019444","-27.1494444",NA,NA,"Schmitt, JL","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2907",NA,NA,"FURB36430","FURB36430","-48.6019444","-27.1494444","6","6",NA,NA,NA
"27","2020-12-21 16:38:51-03","MBM","MBM","188460","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Stanhopea","graveolens","Stanhopea graveolens",NA,NA,NA,"1996","01","03",NA,NA,NA,"Lindl.","Brazil","Paraná","São José dos Pinhais","Guaricana","-49.2064018249512","-25.5347003936768","45291","auto","Hatschbach, G.","Motta, J.T.","292","Southern America",NA,"MBM188460","MBM188460",NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:38:51-03","MBM","MBM","50098","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Stanhopea","graveolens","Stanhopea graveolens",NA,NA,NA,"1952","12","31",NA,NA,NA,"Lindl.","Brazil","Paraná","Tibagi","Fazenda Monte Alegre, Jaguatirica","-50.4136009216309","-24.5093994140625","56988","auto",NA,"Pabst, G.","s.n.","Southern America",NA,"MBM050098","MBM050098",NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:38:51-03","MBM","MBM","385469","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei","2011","01",NA,"2011","01",NA,NA,"Resgate de flora da UHE Mauá; Epífita, flor pendente.",NA,"(Regel) Schltr.","Brasil","Paraná","Telêmaco Borba","UHE Mauá","-50.706944","-24.100556",NA,NA,"Ariati, V.","Ariati, V.; Michelon, C.; Michelon, C.","562",NA,NA,"MBM385469","MBM385469","-50.706944","-24.100556","520","750",NA,NA,NA
"30","2020-12-21 16:38:51-03","MBM","MBM","408492","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei","2017","03","31","2016","12","12",NA,"Erva epífita; flor bege com máculas vinosas.; Floresta Estacional Semidecidual, na margem de rio encachoeirado.",NA,"(Regel) Schltr.","Brazil","Paraná","Pitanga","PCH Itaguaçu, rio Pitanga","-51.523056","-24.698333",NA,NA,"Barboza, E.","Silva, J.M.; Bayeri, I.; Noguchi, G.; Bayeri, I.; Noguchi, G.","9700","Southern America",NA,"MBM408492",NA,"-51.523056","-24.698333","550","550",NA,NA,NA
"31","2015-09-03 20:51:03-03","MNHN","RECOLNAT_MNHN_P","P00449187","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei",NA,NA,NA,"1862","12","11",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00449187' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"(Regel) Schltr.","Brésil",NA,NA,"Brésil",NA,NA,NA,NA,"Gerlach","Regnell, A.F.",NA,NA,"hb","P00449187","P00449187_01",NA,NA,NA,NA,"III 1177",NA,NA
"32","2020-12-11 11:44:53-03","UFMG","BHCB","92506","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei","2007","07",NA,"2002","11","16",NA,"erva rupestre; labelo amarelo-alaranjado e demais pétalas e sépalas cremes; Planta coletada em mata ciliar",NA,"(Regel) Schltr.","Brasil","Minas Gerais","Serro","Milho Verde, Cachoeira do Moinho","-43.3793983459473","-18.604700088501","37754","auto",NA,"Mota, RC da","2627","Southern America",NA,"BHCB001549","BHCB001549",NA,NA,NA,NA,NA,NA,NA
"33","2020-12-11 11:44:53-03","UFMG","BHCB","92285","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei",NA,NA,NA,"2002","12","18",NA,"planta coletada em mata de galeria; rupestre; sépalas e pétalas laterais creme, labelo alaranjado na base com um ocelo vináceo em cada lado, no ápice ele é branco com manchas vináceas",NA,"(Regel) Schltr.","Brasil","Minas Gerais","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555","11966","auto",NA,"Mota, RC da","2406","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-11 11:44:53-03","UFMG","BHCB","92352","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei",NA,NA,NA,"2004","11","15",NA,"planta coletada em mata de galeria; rupestre; sépalas e pétalas laterais creme, labelo alaranjado na base com um ocelo vináceo em cada lado, no ápice ele é branco com manchas vináceas",NA,"(Regel) Schltr.","Brasil","Minas Gerais","Catas Altas","Serra do Caraça","-43.4075012207031","-20.0746994018555","11966","auto",NA,"Mota, RC da","2473","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-30 08:54:00-03","MO","MOBOT","101235598","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Stanhopea","graveolens","Stanhopea graveolens",NA,NA,NA,NA,NA,NA,"1",NA,NA,"Lindl.","Peru",NA,NA,NA,NA,NA,NA,NA,NA,"Anonymous","Anonymous s.n.","South America",NA,NA,NA,NA,NA,NA,NA,NA,"Holotype",NA
"36","2012-04-07 05:12:00-03","MO","MOBOT","2294087","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Stanhopea","graveolens","Stanhopea graveolens",NA,NA,NA,"1997","10","28",NA,NA,NA,"Lindl.","Argentina","Salta","Orán","Finca San Andrés. Camino a Los Naranjos.",NA,NA,NA,NA,"Schinini, A., //","Aurelio Schinini|Carlos Saravia T.|Robert Neumann","Schinini Cacace 32900","South America",NA,NA,NA,NA,NA,"450.00000000","500.00000000",NA,NA,NA
"37","2013-01-28 05:13:00-02","MO","MOBOT","2430218","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Stanhopea","graveolens","Stanhopea graveolens",NA,NA,NA,"1997","5","19",NA,NA,NA,"Lindl.","Argentina","Jujuy","Ledesma","Parque Nacional Calilegua, Arroyo Tres Cruces",NA,NA,NA,NA,"Correa, M. N.","Andres E. Johnson","Johnson 757","South America",NA,NA,NA,NA,NA,"900.00000000",NA,NA,NA,NA
"38","2020-07-10 09:48:36-03","MBML","MBML-HERBARIO","23212",NA,"Plantae",NA,NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei",NA,NA,NA,"2002","04","20",NA,"Epífita; caída na mata. Florida em 23/12/2003. Flores amarelas.",NA,"(Regel) Schltr.","Brasil","Espírito Santo","Santa Teresa","A.P.P. São Lourenço","-40.620278","-19.923889",NA,NA,"G.B. Bortolan/2019","A. P. Fontana; et al","347",NA,NA,"MBML023212","MBML023212","40W37'13","19S55'26",NA,NA,NA,NA,NA
"39","2021-02-18 12:37:24-03","MBML","MBML-HERBARIO","38380",NA,"Plantae",NA,NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei",NA,NA,NA,"2007","06","13",NA,"Rupícola estéril. Interior de mata secundária. Em cultivo na casa das Epífitas. Herborizada em 01/04/2009. Flores amarelo-esbranquiçadas, coluna esbranquiçada com máculas vináceas.",NA,"(Regel) Schltr.","Brasil","Espírito Santo","Marilândia","Liberdade (Água Viva, Pedra do Cruzeiro), propr.: Aguilar A. Lorenccini","-40.549167","-19.345833",NA,NA,"G.B. Bortolan/2019","V. Demuner; R. R. Vervloet, T. Cruz e Elias Bausen.","4251",NA,NA,"MBML038380","MBML038380","40W32'57","19S20'45","300","300",NA,NA,NA
"40","2020-09-12 05:00:02-03","US","US","3070929","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei",NA,NA,NA,"1986","3","4","1",NA,"Monocotyledonae","Schltr.","Brazil","Bahia","Una",NA,"-39.0752983093262","-15.2932996749878","36070","auto",NA,"T. S. Santos & E. J. Judziewicz","4142","South America - Neotropics",NA,"US00478475","US00478475_01",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-25 13:53:07-03","UNIVILLE","JOI","16611","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei","2015","03","22","2015","03","22",NA,"; HABITO: rupícola",NA,"(Regel) Schltr.","Brasil","Santa Catarina","Governador Celso Ramos","Ganchos.","-48.5592002868652","-27.3146991729736","13751","auto","Mancinelli, W.S.","Mancinelli, W.S.","1519",NA,NA,"JOI016611",NA,NA,NA,"100","100",NA,NA,NA
"42","2021-03-25 13:53:06-03","UNIVILLE","JOI","15346","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei","2009","12","15","2009","12","15",NA,"; HABITO: Epífita",NA,"(Regel) Schltr.","Brasil","Santa Catarina","Joinville","Morro da Tromba.","-48.8456001281738","-26.3043994903564","37150","auto","Mancinelli, W. S.","Mancinelli, W.S.","1089",NA,NA,"JOI015346",NA,NA,NA,"250","250",NA,NA,NA
"43","2019-07-09 12:44:40-03","F","FMNH-SEEDPLANTS","V0450292F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Stanhopea","graveolens","Stanhopea graveolens",NA,NA,NA,"1929","2","20",NA,NA,"Monocotyledoneae",NA,"Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,"A. Weberbauer","7841","South America",NA,"V0450292F","V0450292F_01",NA,NA,NA,NA,NA,NA,NA
"44","2019-07-09 12:43:26-03","F","FMNH-SEEDPLANTS","V0450293F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Stanhopea","graveolens","Stanhopea graveolens",NA,NA,NA,"1930","3",NA,NA,NA,"Monocotyledoneae",NA,"Peru",NA,NA,NA,"-74.14","-9.1839",NA,NA,NA,"C. Schunke","1278","South America",NA,"V0450293F","V0450293F_01",NA,NA,NA,NA,NA,NA,NA
"45","2020-07-23 12:17:31-03","CEPLAC","CEPEC","39393","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei",NA,NA,NA,"2004","02","05",NA,NA,NA,NA,"Brasil","Bahia","UNA","Serra dos Quatis. 8.7Km a E Rod. São José/Una.","-38.291667","-15.095",NA,NA,"S. F. Smith","T. S. dos Santos","4142",NA,NA,NA,NA,"38W17'30","15S5'42",NA,NA,NA,NA,"30/08/1986"
"46","2021-04-08 17:13:25-03","UESB","HUESB","7790","S","Plantae","Monocotyledoneae",NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei","2013","02","06","2012","04","01",NA,"Erva. Folhas paralelinérveas. Brotos florais brancos.&nf;; Floresta Ombrófila Densa.",NA,"(Regel) Schltr.","Brasil","Bahia","Itamari","Fazenda Mesquita.","-40.051611","-14.206972",NA,NA,"Pessoa, E.","Oliveira, M.N.; Silva, G.S.; Silva, G.S.","387",NA,NA,"HUESB000007790",NA,"-40.051611","-14.206972",NA,NA,NA,NA,NA
"47","2021-04-08 17:13:25-03","UESB","HUESB","7805","S","Plantae","Monocotyledoneae",NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei","2013","02","06","2012","05","13",NA,"Epífita.#?#Folhas paralelinérveas. Flores rosas claras. Formigas no interior da planta.&nf;; Floresta Ombrófila Densa.",NA,"(Regel) Schltr.","Brasil","Bahia","Itamari","Fazenda Mesquita.","-40.051611","-14.206972",NA,NA,"Pessoa, E.","Oliveira, M.N.; Silva, G.S.; Silva, G.S.","423",NA,NA,"HUESB000007805",NA,"-40.051611","-14.206972",NA,NA,NA,NA,NA
"48","2019-11-13 16:04:59-03","UNISANTA","HUSC","11464","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei","2015",NA,NA,"2015",NA,NA,NA,"fotografada",NA,"(Regel) Schltr.","Brasil","Minas Gerais","São Thomé das Letras",NA,"-44.9852981567383","-21.7222003936768","16076","auto","Jader Caetano","Vaz, T.","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-11-04 17:30:12-03","UEM","HUEM","29694","S","Plantae",NA,NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei",NA,NA,NA,"2015","01","23",NA,"Epífita; flores de coloração branca.",NA,"Schltr.","Brasil","Paraná","Ortigueira/Telêmaco Borba","UHE Mauá","-50.701389","-24.063333",NA,NA,"Milaneze-Gutierre, MA","Milaneze-Gutierre, MA","625",NA,NA,"HUEM000009650","HUEM000009650","-50.701389","-24.063333",NA,NA,NA,NA,NA
"50","2020-11-04 17:30:12-03","UEM","HUEM","20470","S","Plantae",NA,NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei","2011","02","08","2011","02","08",NA,"Epífita. Labelo com pintas lilases.",NA,"Schltr.","Brasil","Paraná","Telêmaco Borba","Área de alagamento da UHE Mauá","-50.591667","-24.35",NA,NA,"Milaneze-Gutierre, MA","Milaneze-Gutierre, MA","s.n.",NA,NA,"HUEM000014355","HUEM000014355","-50.591667","-24.35",NA,NA,NA,NA,NA
"51","2020-11-04 17:30:12-03","UEM","HUEM","22247","S","Plantae",NA,NA,"Orchidaceae","Stanhopea","lietzei","Stanhopea lietzei","2012","03",NA,"2012","11",NA,NA,"Epífita; flor de coloração branca.",NA,"Schltr.","Brasil","Paraná","Telêmaco Borba","Área de alagamento da UHE Mauá","-50.583333","-24.35",NA,NA,"Milaneze-Gutierre, MA","Milaneze-Gutierre, MA; colaboradores","s.n.",NA,NA,"HUEM000009652","HUEM000009652","-50.583333","-24.35",NA,NA,NA,NA,NA
