"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","typeStatus","class","relatedCatalogItem","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","infraspecificEpithet","sex"
"46","2021-03-15 16:37:00-03","NY","NYBG","01171884","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","H. H. van der Werff",NA,NA,NA,"S. R. Hill","1983","07","15","Brazil","Amazonas",NA,"Rio Parauari, tributary of the Rio Maués-Açu, at Agua Mineral.","-57.93","-4.8",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1302804' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171884","NY01171884_01","13066",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","459878","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","I. de Vattimo",NA,NA,NA,"E. Pereira","1965","02","25","Brazil","Espírito Santo","Santa Teresa","Santa Teresa","-40.598137","-19.937786",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131135' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459878","NY00459878_01","9837",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","00917987","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","V. Koch",NA,NA,NA,"H. S. Irwin","1966","02","22","Brazil","Distrito Federal","Brasília","Ribeirão Torto, ca. 10 km N.E. of Brasília","-47.87","-15.72",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985295' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917987","NY00917987_01","13077","950","950","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","814712","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","J. G. Rohwer",NA,NA,NA,"F. C. Hoehne","1932","02","20","Brazil","São Paulo","Sao Paulo","Parque do Estado","-46.621883","-23.654505",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=816569' target='other'> <mi>dwc_moreinfo</mi></a>","NY00814712","NY00814712_01","28811",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","196192","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","H. H. van der Werff",NA,NA,NA,"M. N. Alexiades","1989","07","17","Peru","Madre de Dios","Tambopata","Comunidad Nativa de Infierno. Hermosa Chica. Study plot 1","-69.28","-12.83",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131178' target='other'> <mi>dwc_moreinfo</mi></a>","NY00196192",NA,"849","260","260","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","1016565","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","A. Schinini",NA,NA,NA,"T. M. Pedersen","1975","02","07","Brazil","Paraná","Santa Helena","Santa Helen Velha.","-54.3328","-24.8606",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1179650' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016565",NA,"11004",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","459934","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"K. Kubitzki","1981","02","21","Brazil","São Paulo","Cananéia","Ilha do Cardoso","-47.992538","-25.197304",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131188' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459934","NY00459934_01","8139",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","459894","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","I. de Vattimo",NA,NA,NA,"R. M. Klein","1955","02","08","Brazil","Santa Catarina","Itajaí","Cunhas","-48.6617","-26.9081",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131145' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459894","NY00459894_01","1127","10","10","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","459885","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","I. de Vattimo",NA,NA,NA,"J. G. Kuhlmann","1926","12","24","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara, Gavea, Matas das Obras Publicas, perto da sede do Horto Florestal","-43.2075","-22.9031",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131131' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459885","NY00459885_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","00918001","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","R. Callejas Posada",NA,NA,NA,"E. P. Heringer","1980","01","24","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985426' target='other'> <mi>dwc_moreinfo</mi></a>","NY00918001","NY00918001_01","3187",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","459887","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","I. de Vattimo",NA,NA,NA,"J. Fontella Pereira","1976","01","05","Brazil","Rio de Janeiro","Rio de Janeiro","Jardim Botanico. No canteiro chamado cerrado da Seçao 37","-43.2075","-22.9031",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131139' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459887","NY00459887_01","476",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","459873","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","J. C. Lindeman",NA,NA,NA,"J. C. Lindeman","1966","06","22","Brazil","Paraná","Altônia","Rio Paraná at Porto Byington","-53.9017","-23.8744",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131150' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459873",NA,"1697",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","00917980","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","V. Koch",NA,NA,NA,"P. Clausen","1837",NA,NA,"Brazil","Minas Gerais",NA,"Brésil. Minas Geraes",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985253' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917980","NY00917980_01","17",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","00917982","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","H. H. van der Werff",NA,NA,NA,"W. R. Anderson","1972","02","02","Brazil","Minas Gerais","Diamantina","Serra do Espinhaço, ca. 7 km W of Diamantina, km 299 on MG-259","-43.60083333","-18.24015",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985267' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917982","NY00917982_01","35171","1350","1350","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","459892","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","I. de Vattimo",NA,NA,NA,"R. M. Klein","1954","10","29","Brazil","Santa Catarina","Itajaí","Cunhas","-48.6617","-26.9081",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131143' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459892","NY00459892_01","821","15","15","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","459880","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","I. de Vattimo",NA,NA,NA,"W. A. Ducke",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara, Gavea, estrada da Vista Chinesa","-43.257166","-22.971675",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131125' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459880","NY00459880_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","886997","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","A. Quinet",NA,NA,NA,"P. Fiaschi","2001","01","21","Brazil","São Paulo","Ubatuba","Parque Estadual da Serra do Mar, núcleo Picinguaba. Trilha para o Poço da Rasa. Logo após a ponte de pedra.","-45.0697","-23.4303",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1069685' target='other'> <mi>dwc_moreinfo</mi></a>","NY00886997","NY00886997_01","574",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","459916","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","V. Koch",NA,NA,NA,"G. Gardner","1836",NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131166' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459916","NY00459916_01","349",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","00917997","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","V. Koch",NA,NA,NA,"E. P. Heringer","1963","03","05","Brazil","Distrito Federal","Brasília","Parque Zoobotánico","-47.9294","-15.7797",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985409' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917997","NY00917997_01","1302/9108",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","00917995","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","R. Callejas Posada",NA,NA,NA,"R. C. de Mendonça","1979","06","05","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985403' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917995","NY00917995_01","61",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","01171842","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","H. H. van der Werff",NA,NA,NA,"C. A. Cid Ferreira","1982","10","16","Brazil","Amazonas","Tefé","Paraná de Tefé, rio Solimões, 20 minutos de motor de popa antes de chegar na cidade, lugar Santa Missões","-64.666667","-3.366667",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1372843' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171842","NY01171842_01","3270",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","459866","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","H. H. van der Werff",NA,NA,NA,"A. Peixoto","1985","02","05","Brazil","Espírito Santo","Santa Teresa","Santa Tereza, Reserva Biologica de Nova Lombardia","-40.6003","-19.9358",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131115' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459866","NY00459866_01","3504","700","700","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","459875","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","S. M. Silva",NA,NA,NA,"S. B. Mikich","1996","04","24","Brazil","Paraná","Fênix","Fazenda Cagibi","-52.45","-23.4",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131152' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459875","NY00459875_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","459872","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","V. Koch",NA,NA,NA,"G. G. Hatschbach","1966","01","20","Brazil","Paraná","Antonina","Rio Cotia","-48.7117","-25.4286",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131109' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459872","NY00459872_01","13572",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","459926","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"J. A. Pimenta","1990","09","26","Brazil","Paraná","Telêmaco Borba","Fazenda Monte Alegre","-50.6156","-24.3242",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131185' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459926","NY00459926_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","1018807","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"A. C. Giannerini","2007","08","13","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia. Trilha que da acesso ao Hotel Simon a partir da estrada para Piscina do Maromba, do lado esquerdo.","-44.5631","-22.4961",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1262456' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018807","NY01018807_01","57","1067","1067","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","00917990","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","J. G. Rohwer",NA,NA,NA,"G. M. Magalhaes","1961","03","20","Brazil","Minas Gerais","Brumadinho","Serra do Brumadinho, ± 40 km. da cidade.","-44.1994","-20.1433",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985299' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917990","NY00917990_01","s.n.",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","459920","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","J. G. Rohwer",NA,NA,NA,"L. Riedel","1831",NA,NA,"Brazil","Rio de Janeiro","Magé","Mandioca","-43.184668","-22.564777",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131155' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459920","NY00459920_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","01171844","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","H. H. van der Werff",NA,NA,NA,"C. A. Cid Ferreira","1979","08","10","Brazil","Amazonas","Itapiranga","Rio Uatumã, margem direita a 300m da Cachoeira Morena, subindo o rio","-58.7269878","-2.3065914",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1302796' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171844","NY01171844_01","203",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","459883","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","I. de Vattimo",NA,NA,NA,"W. A. Ducke",NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara, Gavea, estrada da Vista Chinesa","-43.257166","-22.971675",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131128' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459883","NY00459883_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 16:37:00-03","NY","NYBG","459886","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","I. de Vattimo",NA,NA,NA,"Pessoal do Horto Florestal","1927","06","13","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara, Horto Florestal","-43.2075","-22.9031",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131132' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459886","NY00459886_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-15 16:37:00-03","NY","NYBG","459906","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"P. K. H. Dusén","1914","08","24","Brazil","Paraná","Lapa","Serra do Mar, Volta Grande","-49.7156","-25.7697",NA,NA,"Fide M.L. Brotto, 2019: Probably municipality of Morretes, near the Marumbi's station. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131169' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459906","NY00459906_01","15434","400","400","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-15 16:37:00-03","NY","NYBG","00917991","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","A. S. Chanderbali",NA,NA,NA,"J. M. Pires","1963","04","18","Brazil","Distrito Federal","Brasília","Fundação Zoobotanica","-47.9294","-15.7797",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985300' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917991","NY00917991_01","9235",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-15 16:37:00-03","NY","NYBG","459908","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.",NA,NA,NA,NA,"F. C. Hoehne","1918","12","18","Brazil","São Paulo","Sao Paulo","Butantan","-46.724373","-23.565521",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131167' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459908","NY00459908_01","2642",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-15 16:37:00-03","NY","NYBG","459938","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","K. Kubitzki",NA,NA,NA,"G. Eiten","1965","02","08","Brazil","São Paulo","Paraguaçú Paulista","Fazenda Sao Jose, 1km N of Rio Sao Mateus and a few km N of main highway (Raposo Tavares) at km 484","-50.808","-22.542",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131149' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459938","NY00459938_01","5899","425","450","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-15 16:37:00-03","NY","NYBG","459895","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","I. de Vattimo",NA,NA,NA,"R. M. Klein","1955","06","23","Brazil","Santa Catarina","Itajaí","Cunhas","-48.6617","-26.9081",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131146' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459895","NY00459895_01","1410","15","15","South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-03-15 16:37:00-03","NY","NYBG","459914","PreservedSpecimen","Plantae","Lauraceae","Endlicheria","paniculata","Endlicheria paniculata","(Spreng.) J.F.Macbr.","V. Koch",NA,NA,NA,"L. Riedel","1823","02","01","Brazil","Rio de Janeiro","Magé","Mandioca","-43.184668","-22.564777",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131164' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459914","NY00459914_01","s.n.",NA,NA,"South America","sheet",NA,"Magnoliophyta","Laurales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
