"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","typeStatus","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","02339765","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","G. T. Prance","30189","1987","10","26","South America","Brazil","Amazonas","Rio Jutai, 6 km above mouth.","-66.82","-2.73","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2519028' target='other'> <mi>dwc_moreinfo</mi></a>","NY02339765","NY02339765_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1015367","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","H. S. Irwin","31643","1971","03","06","South America","Brazil","Bahia","Valley of the Rio das Ondas, ca. 5 km E. of Barreiras","-44.9919444","-12.1482","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1104948' target='other'> <mi>dwc_moreinfo</mi></a>","NY01015367","NY01015367_01","A. Krapovickas","Barreiras",NA,NA,"500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","2099753","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","M. G. da Silva","3874","1978","11","22","South America","Brazil","Pará","Parque Nacional do Tapajos; km 60 da estrada Itaituba-Jacarecanga; porto da Lorena.","-55.059354","-3.3969062","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2243962' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099753","NY02099753_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:43:53-03","EAO","IAN","151401","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Silva, NT da","4221","1976","01","17","Southern America","Brasil","Maranhão","Campo alagado, distante 6 km da margem do mearim (Ubá).",NA,NA,NA,"Planta de 60 cm; flor branca.","IAN151401",NA,"Silva, NT da",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:43:53-03","EAO","IAN","158626","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Rodrigues, IA","1100","1984","05","08","Southern America","Brasil","Pará","Igarapé das fazendas, fazenda São Joaquim (Lago Grande). Campo de várzea. Área totalmente alagada.","-55.766667","-2.183333",NA,"Arbusto com flor amarela. Uso da planta: Invasora.","IAN158626",NA,"Cordeiro, MR","Óbidos",NA,NA,NA,NA,"-55.766667","-2.183333",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:43:53-03","EAO","IAN","160593","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Rodrigues, IA","1126","1984","10","03","Southern America","Brasil","Pará","Igarapé Nhamundá, lado direito. Floresta Perenifolia de Várzea.",NA,NA,NA,"Arbusto com flor amarela.&nf;Uso da planta: invasora.","IAN160593",NA,"Cordeiro, MR","Nhamundá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:43:53-03","EAO","IAN","55430","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Black, GA; Lobato, LCB","9369","1950","04","15","Southern America","Brasil","Amapá","Lago Bom Nome, Fazenda Queimadas.",NA,NA,NA,"Perene, dentro d'água; flores brancas.","IAN055430",NA,"Monteiro, H",NA,NA,NA,NA,NA,NA,NA,"1955","02",NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:43:53-03","EAO","IAN","68344","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Smith, AC","3472","1938","03","31",NA,"Guiana",NA,"Northwestern slopes of Kanuku Mountains, in drainage of Moku-moku Creek (Takutu tributary); dense forest.",NA,NA,NA,"Coarse herb 1-2 m high, abundant in open swamp; petals pale pink.","IAN068344",NA,"Monteiro, H",NA,NA,NA,NA,NA,NA,NA,"1955","02",NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:43:53-03","EAO","IAN","74095","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Black, GA; Ledoux, PVD","14367","1952","05","02","Southern America","Brasil","Pará","Rio Ararí, Ilha do Marajó, fazenda Tuiuiú; campo semi-inundado.",NA,NA,NA,"Híspida; inflorescência em capítulo.","IAN074095",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:43:53-03","EAO","IAN","74144","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Black, GA; Ledoux, PVD","14416","1952","05","04","Southern America","Brasil","Pará","Fazenda Tuiuiú, campo, Rio Ararí, Ilha do marajó.",NA,NA,NA,"Flor rosea.","IAN074144",NA,"Monteiro, H",NA,NA,NA,NA,NA,NA,NA,"1955","02",NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:43:53-03","EAO","IAN","77433","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Black, GA","15589","1952","07","10","Southern America","Brasil","Pará","Cacaual Grande; lago de capim que dá para o Canal Maroja Neto.",NA,NA,NA,"Perene, com pico.","IAN077433",NA,"Monteiro, H",NA,NA,NA,NA,NA,NA,NA,"1955","02",NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:43:53-03","EAO","IAN","77547","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Black, GA","15469","1952","07","06","Southern America","Brasil","Pará","Cacaual Grande; Águas Pretas; capoeira.",NA,NA,NA,"Planta híspida e hirsuta.","IAN077547",NA,"Monteiro, H",NA,NA,NA,NA,NA,NA,NA,"1955","02",NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:43:53-03","EAO","IAN","95769","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Black, GA; Egler, WA","19653","1957","05","25","Southern America","Brasil","Pará","Região do Ariramba, da localidade Pedras até o Rio Jamaracarú.",NA,NA,NA,"Erva, muito híspida.","IAN095769",NA,"Krapovickas, A",NA,NA,NA,NA,NA,NA,NA,"1981","01",NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:43:53-03","EAO","IAN","64254","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Fróes, RL; Black, GA","27236","1951","07","05","Southern America","Brasil","Amapá","Rio Macacoarí.","-51.0663986206055","-0.366667002439499",NA,"Flor branca.","IAN064254","IAN064254 IAN064254_e","Monteiro, H","Macapá","225229","auto",NA,NA,NA,NA,"1955","02",NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:43:53-03","EAO","IAN","120043","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Belém, RP","1792","1965","09","23","Southern America","Brasil","Bahia","Margem do Rio Cachoeira.","-39.2803001403809","-14.7855997085571",NA,"Planta de 1m; flores roseas, caule piloso.","IAN120043",NA,NA,"Itabuna","30592","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:43:53-03","EAO","IAN","128259","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Belém, RP","1792","1965","09","23","Southern America","Brasil","Bahia","Margem do Rio Cachoeira.","-39.2803001403809","-14.7855997085571",NA,"Planta de 1m; flores roseas, caule piloso.","IAN128259",NA,NA,"Itabuna","30592","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:43:53-03","EAO","IAN","185863","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Ribeiro, M","94","2009","05","30","Southern America","Brasil","Maranhão","São Benedito.","-44.619701385498","-3.26444005966187",NA,"Subarbusto;flores brancas","IAN185863",NA,NA,"Anajatuba","26153","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:43:53-03","EAO","IAN","187790","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Sousa, EM","47","2011","06","10","Southern America","Brasil","Maranhão","Barreiro","-44.7799987792969","-3.45360994338989",NA,"Planta subarbustiva apresentando cor branca","IAN187790",NA,"Nascimento, EAP","Arari","46661","auto",NA,NA,NA,NA,"2012","05","14",NA,NA,NA,NA,NA
"29","2021-03-30 12:43:53-03","EAO","IAN","187643","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Araújo, ACM; Barbosa, MM","57","2011","06","05","Southern America","Brasil","Maranhão","Localidade Maravilha.","-44.8069000244141","-2.9552800655365",NA,"Herbácea, flor branca, pentâmera, folhas simples , tricomas pelo caule e folhas, causa irritação.","IAN187643",NA,NA,"São João Batista","29584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:43:53-03","EAO","IAN","166054","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Ribeiro, BGS","2540","1998","02","28","Southern America","Brasil","Pará","Terra firme; solo arenoso.","-46.7655982971191","-1.05360996723175",NA,NA,"IAN166054",NA,NA,"Bragança","56429","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:43:53-03","EAO","IAN","159180","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Neves, MP das; Rodrigues, IA","394","1982","11","04","Southern America","Brasil","Pará","Fazenda Mangueiras, caminho do Gigante. Campo de várzea.","-49.9883003234863","-0.159999996423721",NA,"Subarbusto com flor branca.","IAN159180",NA,"Cordeiro, MR","Chaves","123112","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:43:53-03","EAO","IAN","163553","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Marinho, LR","1390","1987","07","15","Southern America","Brasil","Pará","Campo de terra firme. Floresta Rio Doce.&nf;Experimento do Dr. Mario Dantas.","-49.1178016662598","-5.36860990524292",NA,"Arbusto de 1 m de altura; frutos maduros; planta invasora.","IAN163553",NA,"Marinho, LR","Marabá","262883","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:43:53-03","EAO","IAN","162280","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Marinho, LR","7","1988","06","17","Southern America","Brasil","Pará","Quadra da Castanha, nas parcelas do experimento do Dr. Mario Dantas. Floresta Rio Doce.&nf;Parcela 01, subparcela 01 (nº 7A).","-49.1178016662598","-5.36860990524292",NA,"Arbusto de 1m de altura com flor branca.","IAN162280",NA,NA,"Marabá","262883","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:43:53-03","EAO","IAN","54554","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Black, GA; Lobato, JJ","9273","1950","03","19","Southern America","Brasil","Pará","Fazenda Desterro.","-48.5233001708984","-0.716666996479034",NA,"Flor branca.","IAN054554",NA,"Monteiro, H","Soure","69952","auto",NA,NA,NA,NA,"1955","02",NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:43:53-03","EAO","IAN","167630","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Nitta, A","17520","1996","12","03","Southern America","Brasil","Pará","Jardim do Sr. Okabe.","-48.1521987915039","-2.41888999938965",NA,NA,"IAN167630",NA,NA,"Tomé-Açu","97524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-10-09 11:19:38-03","UFBA","ALCB","039327","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","Saar, E; Passos Júnior, LA; Stannard, B; Guedes, ML; Atkins, S; Harley, RM","PCD5190","1997","02","06","Southern America","Brasil","Bahia","Chapada Diamantina, Barragem do Zabumbão, margem da lagoa próximo a barragem Zabumbão","-42.228611","-13.434722",NA,"1,0 m, espinescente. Inflorescência com brácteas de base esbranquiçada, ápice verde. Calículo e cálice verde com espinho; corola lilás. Ocasional.; Solo arenoso com afloramentos rochosos.",NA,NA,"Fernandes Júnior, AJ","Paramirim",NA,NA,"660","660","-42.228611","-13.434722","2013","12","13",NA,NA,NA,NA,NA
"37","2020-02-08 09:59:27-03","NBC","NL-BOTANY","L.2358386","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","Herzog T",NA,"1911","01","01","Southern America","Bolivia",NA,"Am Weg von Rio Pirai nach Buenavista, in einem Tümpel.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2358386 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2358386","NL-L2358386",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"38","2020-02-08 09:59:27-03","NBC","NL-BOTANY","L.2358387","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","Hostmann FWR",NA,NA,NA,NA,"Southern America","Surinam",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2358387 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2358387","NL-L2358387",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"39","2020-02-08 09:59:27-03","NBC","NL-BOTANY","L.2358388","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","Hostmann FWR",NA,NA,NA,NA,"Southern America","Surinam",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2358388 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2358388","NL-L2358388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"40","2020-02-08 09:59:27-03","NBC","NL-BOTANY","L.2358389","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","Went FAFC",NA,"1901","08","01","Southern America","Surinam",NA,"Paramaribo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2358389 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2358389","NL-L2358389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"41","2020-02-08 09:59:27-03","NBC","NL-BOTANY","L.2358390","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","Hassler E",NA,"1913","04","01","Southern America","Paraguay",NA,"Paraguaria centralis: Cordillera de altos.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2358390 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2358390","NL-L2358390",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"42","2020-02-08 09:59:27-03","NBC","NL-BOTANY","U.1373351","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Malachra","radiata","Malachra radiata","(L.) L.","Krukoff BA",NA,"1931","09","01","Southern America","Brazil",NA,"Brazil, 'Quiaborana'. State of Para: Fordlandia, Tapajos River region.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1373351 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1373351","NL-U1373351",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"43","2020-11-19 10:24:12-03","CPAP","CPAP","7812","PreserverdSpecimen","Plantae",NA,NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Pott, A.","5662","1990","09","03",NA,"Brasil","MT","Fazenda Várzea Funda (retiro Jatoba), beira rio Paraguai, Sub-região Cáceres, Pantanal","-57.733333","-16.733333",NA,"Subarbusto com pelos pungentes, 02 m de altura. FLOR: rosa. FRUTO: . INTERESSE: Apícola. FREQUÊNCIA: Ocasional. AMBIENTE: Campo alagável Aprox. 1 m Profundidade.. SUBSTRATO: solo argiloso, vertissolo. RELEVO: plano.",NA,NA,NA,"Cáceres",NA,NA,"105","105","57°44' W","16°44' S",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-19 10:24:12-03","CPAP","CPAP","12871","PreserverdSpecimen","Plantae",NA,NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Pott, A.","6897","1994","05","13",NA,"Brasil","MS","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - invernada 19","-54.8","-19.333333",NA,"Erva ereta 70 cm. FLOR: rosa. FRUTO: . INTERESSE: . FREQUÊNCIA: Ocasional. AMBIENTE: Borda seca de lagoa, com Hymenachne amplexicaule. SUBSTRATO: solo arenoso. RELEVO: plano deprimido.",NA,NA,"A. Pott","Rio Negro",NA,NA,"150","150","54°48' W","19°20' S","1994","05",NA,NA,NA,NA,NA,NA
"45","2020-11-19 10:24:12-03","CPAP","CPAP","13299","PreserverdSpecimen","Plantae",NA,NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Pott, V. J.","2525","1995","02","25",NA,"Brasil","MS","Estrada Porto da Manga - curva do Leque (MS-228), corixo dos Cavalos, próximo curva do Leque; Pantanal","-57.1","-19.25",NA,"Erva aquática emergente, 70-90cm de altura. FLOR: rosa. FRUTO: . INTERESSE: . FREQUÊNCIA: Esparsa. AMBIENTE: Planície de inundação fluvial. SUBSTRATO: solo arenoso. RELEVO: plano deprimido.",NA,NA,"V. J. Pott","Corumbá",NA,NA,"85","85","57°06' W","19°15' S",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-19 10:24:12-03","CPAP","CPAP","13500","PreserverdSpecimen","Plantae",NA,NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Pott, A.","7125","1994","11","15",NA,"Brasil","MS","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - lagoa nº1, sede","-56.65","-18.983333",NA,"Erva ereta. FLOR: rosa forte. FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: . AMBIENTE: Vegetação herbáceo-abustiva de lagoa seca. SUBSTRATO: solo arenoso com matéria orgânica superficial. RELEVO: plano deprimido.",NA,NA,NA,"Corumbá",NA,NA,"90","90","56°39' W","18°59' S",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-19 10:24:12-03","CPAP","CPAP","17035","PreserverdSpecimen","Plantae",NA,NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Pott, V. J.","3402","1998","04","20",NA,"Brasil","MS","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - baía 66 (lagoa), invernada 8","-56.65","-18.983333",NA,"Subarbusto 80-90cm de altura. FLOR: rosa. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Borda de lagoa. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,"V. J. Pott","Corumbá",NA,NA,"90","90","56°39' W","18°59' S","1998","04",NA,NA,NA,NA,NA,NA
"48","2020-11-19 10:24:12-03","CPAP","CPAP","7074","PreserverdSpecimen","Plantae",NA,NA,"Malvaceae","Malachra","radiata","Malachra radiata","L.","Pott, A.","5230","1989","10","13",NA,"Brasil","MT","Mata do rio Alegre, Base de Pesquisa do IBDF (Ibama), Sub-região de Poconé, Pantanal","-56.916667","-17.083333",NA,"Erva subereta com pelos pungentes. FLOR: rosa. FRUTO: castanho-escuro. INTERESSE: Levantamento florístico. FREQUÊNCIA: Ocasional. AMBIENTE: Borda perturbada de mata alagável. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,NA,"Poconé",NA,NA,"90","90","56°55' W","17°05' S",NA,NA,NA,NA,NA,NA,NA,NA
