"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","imagecode","scientificNameAuthorship","year","month","stateProvince","locality","decimalLongitude","decimalLatitude","infraspecificEpithet","day","minimumElevationInMeters","maximumElevationInMeters","county","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","4201871","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","acutifolia","Prestonia acutifolia",NA,"F. Delascio","6996","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4526404' target='other'> <mi>dwc_moreinfo</mi></a>","NY04201871","Magnoliophyta","Gentianales",NA,"(Benth. ex Müll.Arg.) K.Schum.","1978","07","Bolívar","La Camilera. 40 kmts al Oeste de El Manteco",NA,NA,NA,NA,"250","260","Piar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","4201882","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","acutifolia","Prestonia acutifolia",NA,"J. A. Steyermark","107811","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4526415' target='other'> <mi>dwc_moreinfo</mi></a>","NY04201882","Magnoliophyta","Gentianales",NA,"(Benth. ex Müll.Arg.) K.Schum.","1973","08","Sucre","selva siempreverde a lo largo de la Quebrada Zurita, Paso Hondo, Sur de Limonal y Santa Fé",NA,NA,NA,"18","40",NA,"Sucre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","4201892","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","acutifolia","Prestonia acutifolia",NA,"H. Pittier","10655","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4526425' target='other'> <mi>dwc_moreinfo</mi></a>","NY04201892","Magnoliophyta","Gentianales",NA,"(Benth. ex Müll.Arg.) K.Schum.","1922","11","Zulia","Vicinity of Mene Grande",NA,NA,NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","4201851","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","acutifolia","Prestonia acutifolia",NA,"B. Maguire","37529","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4526384' target='other'> <mi>dwc_moreinfo</mi></a>","NY04201851","Magnoliophyta","Gentianales",NA,"(Benth. ex Müll.Arg.) K.Schum.","1954","02","Amazonas","along Río Yatua near Laja Catipan",NA,NA,NA,"06","100","140","Casiquiare",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","4201880","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","acutifolia","Prestonia acutifolia",NA,"I. Peredo","155732","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4526413' target='other'> <mi>dwc_moreinfo</mi></a>","NY04201880","Magnoliophyta","Gentianales",NA,"(Benth. ex Müll.Arg.) K.Schum.","1946","04","Santa Cruz","El Pari",NA,NA,NA,"14","440",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01251552","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","acutifolia","Prestonia acutifolia",NA,"C. Davidson","10327","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1486037' target='other'> <mi>dwc_moreinfo</mi></a>","NY01251552","Magnoliophyta","Gentianales","NY01251552_01","(Benth. ex Müll.Arg.) K.Schum.","1980","06","Pará","Rio Trombetas. River banks downriver from Cachoeira Porteira, N to NE bank-shale cliffs to terra firme. (Between C.P. and IBDF Reserval-Lago do Jacaré)","-56.941621","-1.2067814",NA,"17",NA,NA,"Oriximiná","B. F. Hansen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","4201898","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","acutifolia","Prestonia acutifolia",NA,"K. P. Dumont","VE7719","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4526431' target='other'> <mi>dwc_moreinfo</mi></a>","NY04201898","Magnoliophyta","Gentianales",NA,"(Benth. ex Müll.Arg.) K.Schum.","1972","07","Monagas","a un lado de la carretera Caicara-Guanaguana","-63.67","10",NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","4201856","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","acutifolia","Prestonia acutifolia",NA,"G. Klug","2105","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4526389' target='other'> <mi>dwc_moreinfo</mi></a>","NY04201856","Magnoliophyta","Gentianales",NA,"(Benth. ex Müll.Arg.) K.Schum.","1931","03","Loreto","Río Putumayo, at mouth of Río Zubineta",NA,NA,NA,NA,"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01131643","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","acutifolia","Prestonia acutifolia",NA,"J. B. E. Pohl","5164","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1277652' target='other'> <mi>dwc_moreinfo</mi></a>","NY01131643","Magnoliophyta","Gentianales","NY01131643_01","(Benth. ex Müll.Arg.) K.Schum.",NA,NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,NA,"M. do Rio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","4201883","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","acutifolia","Prestonia acutifolia",NA,"L. B. Holm-Nielsen","21159","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4526416' target='other'> <mi>dwc_moreinfo</mi></a>","NY04201883","Magnoliophyta","Gentianales",NA,"(Benth. ex Müll.Arg.) K.Schum.","1980","02","Napo","Río Cuyabeno. 10 km upstream from Río Aguas Negras","-75.97","-0.17",NA,"15","220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","4201854","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","acutifolia","Prestonia acutifolia",NA,"F. W. Pennell","8426","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4526387' target='other'> <mi>dwc_moreinfo</mi></a>","NY04201854","Magnoliophyta","Gentianales",NA,"(Benth. ex Müll.Arg.) K.Schum.","1922","07","Valle del Cauca","east of Zarzal",NA,NA,NA,"21","970","1050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01251557","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","acutifolia","Prestonia acutifolia",NA,"G. A. Black","52-14587A","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1486140' target='other'> <mi>dwc_moreinfo</mi></a>","NY01251557","Magnoliophyta","Gentianales","NY01251557_01","(Benth. ex Müll.Arg.) K.Schum.","1950","05","Rondônia","Beira da Estrada de Ferro Madeira-Mamoré, vizinhanças do km 4.","-63.9039","-8.76194",NA,"28",NA,NA,"Porto Velho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","4201884","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","acutifolia","Prestonia acutifolia",NA,"B. Øllgaard","34986","South America","Ecuador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4526417' target='other'> <mi>dwc_moreinfo</mi></a>","NY04201884","Magnoliophyta","Gentianales",NA,"(Benth. ex Müll.Arg.) K.Schum.","1980","07","Pastaza","Río Pastaza. River banks between the outlets of Río Bobonaza and Río Ishpingo","-76.72","-2.57",NA,"22","275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","4201857","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","acutifolia","Prestonia acutifolia",NA,"E. P. Killip","28212","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4526390' target='other'> <mi>dwc_moreinfo</mi></a>","NY04201857","Magnoliophyta","Gentianales",NA,"(Benth. ex Müll.Arg.) K.Schum.","1929","08","Loreto","Yurimaguas, lower Río Huallaga",NA,NA,NA,"22","135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01131724","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","acutifolia","Prestonia acutifolia",NA,"A. P. Duarte","7406","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1279350' target='other'> <mi>dwc_moreinfo</mi></a>","NY01131724","Magnoliophyta","Gentianales","NY01131724_01","(Benth. ex Müll.Arg.) K.Schum.","1962","11","Minas Gerais","Varzea da Palma, Faz. da Mae d'Agua, N. Minas","-44.749531","-17.411382",NA,"18",NA,NA,"Várzea da Palma","M. E. Fallen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","4201850","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","acutifolia","Prestonia acutifolia",NA,"J. J. Wurdack","39870","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4526383' target='other'> <mi>dwc_moreinfo</mi></a>","NY04201850","Magnoliophyta","Gentianales",NA,"(Benth. ex Müll.Arg.) K.Schum.","1955","12","Bolívar","on Isla Sta. Elena, opposite mouth of Rio Pargueni. Rio Orinoco",NA,NA,NA,"13","80","90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01131628","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","acutifolia","Prestonia acutifolia",NA,"H. S. Irwin","17679","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1277621' target='other'> <mi>dwc_moreinfo</mi></a>","NY01131628","Magnoliophyta","Gentianales","NY01131628_01","(Benth. ex Müll.Arg.) K.Schum.","1966","06","Goiás","Drainage of the Upper Rio Araguaia.","-51.85","-16.53",NA,"23","700","700","Piranhas","F. Markgraf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01251558","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","acutifolia","Prestonia acutifolia",NA,"M. J. G. Hopkins","684","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1486158' target='other'> <mi>dwc_moreinfo</mi></a>","NY01251558","Magnoliophyta","Gentianales","NY01251558_01","(Benth. ex Müll.Arg.) K.Schum.","1986","06","Roraima","Ilha de Maracá. Furo Paraná de Firmino. SEMA Estação. Furo Paraná de Firmino of Rio Uraricuera on S side of island. Within 1 km of end of Nova Olinda. Vegetation overhanging river.","-61.433333","3.4",NA,"12",NA,NA,"Alto Alegre","B. F. Hansen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","3851699","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","acutifolia","Prestonia acutifolia",NA,"K. M. Redden","4531","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4132842' target='other'> <mi>dwc_moreinfo</mi></a>","NY03851699","Magnoliophyta","Gentianales",NA,"(Benth. ex Müll.Arg.) K.Schum.","2006","10","Cuyuni-Mazaruni","Sand island on Mazaruni.","-60.53519","2.45372",NA,"04","75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01251551","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","acutifolia","Prestonia acutifolia",NA,"J. U. M. dos Santos","220","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1486036' target='other'> <mi>dwc_moreinfo</mi></a>","NY01251551","Magnoliophyta","Gentianales","NY01251551_01","(Benth. ex Müll.Arg.) K.Schum.","1978","03","Rondônia","Margem direita do rio Pacaas Novos, entre a 1a. e 2a. Cachoeira","-63.7693262","-10.9794376",NA,"21",NA,NA,NA,"A. J. M. Leeuwenberg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","4201863","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","acutifolia","Prestonia acutifolia",NA,"J. M. Schunke-Vigo","4612","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4526396' target='other'> <mi>dwc_moreinfo</mi></a>","NY04201863","Magnoliophyta","Gentianales",NA,"(Benth. ex Müll.Arg.) K.Schum.","1971","01","San Martín","A orilla del río en bosque alto. Puerto Pizana (margen derecha del río Huallaga)",NA,NA,NA,"02",NA,NA,"Mariscal Cáceres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-09-30 12:20:00-03","NY","NYBG","1843067","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","acutifolia","Prestonia acutifolia latissima","syntype","G. Tessmann","3368","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2162050' target='other'> <mi>dwc_moreinfo</mi></a>","NY01843067","Magnoliophyta","Gentianales","NY01843067_01","Markgr.","1923","11",NA,"East Peru [Bei Amaqueria in Gebiet des oberen Ucayali an einem toten Flussarm-- from protologue]",NA,NA,"latissima","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","4201899","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","acutifolia","Prestonia acutifolia",NA,"S. G. Beck","8304","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4526432' target='other'> <mi>dwc_moreinfo</mi></a>","NY04201899","Magnoliophyta","Gentianales",NA,"(Benth. ex Müll.Arg.) K.Schum.","1983","04","La Paz","cerca Coroico Yoloso 9 kms hacia Caranavi, al lado del puete sobre el rio Coroico",NA,NA,NA,"30","1100",NA,"Nor Yungas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","4201885","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","acutifolia","Prestonia acutifolia",NA,"J. M. Schunke-Vigo","4612","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4526418' target='other'> <mi>dwc_moreinfo</mi></a>","NY04201885","Magnoliophyta","Gentianales",NA,"(Benth. ex Müll.Arg.) K.Schum.","1971","01","San Martín","A orilla del río en bosque alto. Puerto Pizana (margen derecha del río Huallaga)",NA,NA,NA,"02",NA,NA,"Mariscal Cáceres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","4201860","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","acutifolia","Prestonia acutifolia",NA,"E. P. Killip","27840","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4526393' target='other'> <mi>dwc_moreinfo</mi></a>","NY04201860","Magnoliophyta","Gentianales",NA,"(Benth. ex Müll.Arg.) K.Schum.","1929","08","Loreto","Puerto Arturo, lower Río Huallaga below Yurimaguas",NA,NA,NA,"24","135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","4201875","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","acutifolia","Prestonia acutifolia",NA,"H. H. Rusby","2383","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4526408' target='other'> <mi>dwc_moreinfo</mi></a>","NY04201875","Magnoliophyta","Gentianales",NA,"(Benth. ex Müll.Arg.) K.Schum.","1886","05",NA,"Guanai",NA,NA,NA,NA,"610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01131642","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","acutifolia","Prestonia acutifolia",NA,"H. S. Irwin","26884","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1277649' target='other'> <mi>dwc_moreinfo</mi></a>","NY01131642","Magnoliophyta","Gentianales","NY01131642_01","(Benth. ex Müll.Arg.) K.Schum.","1970","03","Minas Gerais","Ca. 12 km W of Corinto.","-44.55675","-18.3589",NA,"04","600","600","Corinto","M. do Rio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","4201876","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","acutifolia","Prestonia acutifolia",NA,"R. S. Williams","444","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4526409' target='other'> <mi>dwc_moreinfo</mi></a>","NY04201876","Magnoliophyta","Gentianales",NA,"(Benth. ex Müll.Arg.) K.Schum.","1901","12",NA,"Jumupasa",NA,NA,NA,"11","549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","4201893","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","acutifolia","Prestonia acutifolia",NA,"E. P. Killip","26817","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4526426' target='other'> <mi>dwc_moreinfo</mi></a>","NY04201893","Magnoliophyta","Gentianales",NA,"(Benth. ex Müll.Arg.) K.Schum.","1929","07","Junín","Cahuapanas, on Río Pichis",NA,NA,NA,"20","340",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","4201896","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","acutifolia","Prestonia acutifolia",NA,"J. A. Steyermark","110703","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4526429' target='other'> <mi>dwc_moreinfo</mi></a>","NY04201896","Magnoliophyta","Gentianales",NA,"(Benth. ex Müll.Arg.) K.Schum.","1974","09","Falcón","bosque tropófilo, Cerro Chichiriviche, extremo oriental, entre Lizardo y Mallorquines","-68.23","10.8814",NA,"04","10","25","Silva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","4201849","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","acutifolia","Prestonia acutifolia",NA,"B. Maguire","34991","South America","Colombia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4526382' target='other'> <mi>dwc_moreinfo</mi></a>","NY04201849","Magnoliophyta","Gentianales",NA,"(Benth. ex Müll.Arg.) K.Schum.","1953","04",NA,"Río Negro, along river between Piedra Cucuy and Santa Rosa",NA,NA,NA,"11","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","4201848","PreservedSpecimen","Plantae","Apocynaceae","Prestonia","acutifolia","Prestonia acutifolia",NA,"H. H. Rusby","2383","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4526381' target='other'> <mi>dwc_moreinfo</mi></a>","NY04201848","Magnoliophyta","Gentianales",NA,"(Benth. ex Müll.Arg.) K.Schum.","1886","05",NA,"Guanai",NA,NA,NA,NA,"610",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
