"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount","class"
"47","2019-11-13 11:22:22-03","USP","SPF","74443","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo","Lewis, GP","Harley, RM","25083","1988","10","16",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.783333","-16.533333","900","900",NA,NA,"SPF00074443",NA,NA,"1989","-42.783333","-16.533333",NA,NA,NA,NA,NA,NA,NA
"48","2019-11-13 11:22:22-03","USP","SPF","68078","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo","Queiroz, LP","Pirani, JR","CFCR12465","1989","12","11",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717","1000","1200",NA,NA,"SPF00068078",NA,NA,"1996",NA,NA,"05","67219","auto",NA,NA,NA,NA
"49","2019-11-13 11:22:22-03","USP","SPF","42887","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo","Queiroz, LP","Cavalcanti, TB","CFCR9637","1986","02","25",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717","900","1000",NA,NA,"SPF00042887",NA,NA,"1996",NA,NA,"05","67219","auto",NA,NA,NA,NA
"50","2019-11-13 11:22:22-03","USP","SPF","41150","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo","Queiroz, LP","Pirani, JR","CFCR8993","1986","01","07",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717","1000","1000",NA,NA,"SPF00041150",NA,NA,"1996",NA,NA,"05","67219","auto",NA,NA,NA,NA
"51","2019-11-13 11:22:22-03","USP","SPF","30926","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo","Queiroz, LP","Simonis, E","CFCR4082","1983","02","24",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"SPF00030926",NA,NA,"1996",NA,NA,"05","67219","auto",NA,NA,NA,NA
"52","2019-11-13 11:22:22-03","USP","SPF","22837","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo","Queiroz, LP","Pirani, JR","CFCR910","1981","04","14",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"SPF00022837",NA,NA,"1996",NA,NA,"05","67219","auto",NA,NA,NA,NA
"53","2019-11-13 11:22:22-03","USP","SPF","42938","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo","Queiroz, LP","Chukr, NS","CFCR9688","1986","02","26",NA,"Brasil","Minas Gerais","Grão Mogol","Vale do Rio Itacambiruçu","-42.8897018432617","-16.5594005584717","700","700",NA,NA,"SPF00042938",NA,NA,"1996",NA,NA,"05","67219","auto",NA,NA,NA,NA
"54","2019-11-13 11:22:22-03","USP","SPF","39687","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo","Queiroz, LP","Kawasaki, ML","CFCR8385","1985","09","04",NA,"Brasil","Minas Gerais","Grão Mogol","Vale do Rio Itacambiruçu","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"SPF00039687",NA,NA,"1996",NA,NA,"08","67219","auto",NA,NA,NA,NA
"55","2020-05-08 11:12:36-03","UEFS","HUEFS","227479","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo",NA,"Siniscalchi, C.M.","332","2013","03","07",NA,"Brasil","Minas Gerais","Botumirim","Estrada de terra que liga Leme do Prado a Botumirim, afloramentos a ca. 5 km de Botumirim.","-42.977778","-16.871111","740","740",NA,"Afloramento rochoso, solo arenoso.","HUEFS0227479",NA,NA,NA,"42W58'40''","16S52'16''",NA,NA,NA,NA,NA,NA,"Rosanae"
"56","2020-05-08 11:12:36-03","UEFS","HUEFS","248746","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo",NA,"Cardoso, D.","3860","2016","01","06",NA,"Brasil","Minas Gerais","Grão Mogol","Parque Estadual Grão Mogol, campo rupestre seguindo a Trilha do Barão no entorno da cidade.","-42.890278","-16.553333","918","918",NA,"Campo rupestre.","HUEFS0248746",NA,NA,NA,"42W53'25''","16S33'12''",NA,NA,NA,NA,NA,NA,"Rosanae"
"57","2020-05-08 11:12:36-03","UEFS","HUEFS","251851","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo",NA,"Ferreira Jr, C.A.","1750","2019","02","20",NA,"Brasil","Minas Gerais","Botumirim","Estrada para o Rio do peixe , próximo a reserva da SAVE-Rolinha-do-planalto.","-42.992778","-16.896111","1750","1750",NA,"Afloramento rochoso após ao areal inundado.","HUEFS0251851",NA,NA,NA,"42W59'34''","16S53'46''",NA,NA,NA,NA,NA,NA,"Rosanae"
"58","2020-05-08 11:12:36-03","UEFS","HUEFS","27132","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo",NA,"Pirani, J.R.","CFCR11389","1987","11","03",NA,"Brasil","Minas Gerais","Grão Mogol","Montanha à esquerda do riacho Ribeirão.","-42.9","-16.55","850","1000",NA,NA,"HUEFS0027132",NA,NA,NA,"42W54'","16S33'",NA,NA,NA,NA,NA,NA,"Rosanae"
"59","2020-05-08 11:12:36-03","UEFS","HUEFS","67975","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo",NA,"Queiroz, L.P.de","7530","2003","01","08",NA,"Brasil","Minas Gerais","Grão Mogol","Serra de Grão Mogol.","-42.895278","-16.555556","903","903",NA,"Campo rupestre.","HUEFS0067975","HUEFS0067975_01 HUEFS0067975_02 HUEFS0067975_03",NA,NA,"42W53'43''","16S33'20''",NA,NA,NA,NA,NA,NA,"Rosanae"
"60","2020-05-08 11:12:36-03","UEFS","HUEFS","70288","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo","L.P.de Queiroz","França, F.","4354","2003","02","14",NA,"Brasil","Minas Gerais","Grão Mogol","Estrada Grão-Mogol-Cristália, c. 2km do entroncamento com a estrada Boqueirão-Grão-Mogol.","-42.725","-16.591667","645","680",NA,"Campo rupestre.","HUEFS0070288",NA,NA,"2005","42W43'30''","16S35'30''","06",NA,NA,NA,NA,NA,"Rosanae"
"61","2020-05-08 11:12:36-03","UEFS","HUEFS","10212","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo",NA,"Hatschbach, G.","55066","1991","02","11",NA,"Brasil","Minas Gerais","Botumirim",NA,"-43.010799407959","-16.872200012207",NA,NA,NA,NA,"HUEFS0010212",NA,NA,NA,NA,NA,NA,"39434","auto",NA,NA,NA,"Rosanae"
"62","2020-05-08 11:12:36-03","UEFS","HUEFS","114030","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Papilionoideae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo","L.P.de Queiroz","Pirani, J.R.","H41150","1986","01","07",NA,"Brasil","Minas Gerais","Grão Mogol","Próximo da saída na estrada para Francisco Sá.","-42.8897018432617","-16.5594005584717",NA,NA,NA,"No campo arenoso entre rochas.","HUEFS0114030","HUEFS0114030",NA,NA,NA,NA,NA,"67219","auto",NA,NA,NA,"Rosanae"
"63","2019-11-08 13:32:58-03","F","FMNH-SEEDPLANTS","V0059308F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Harpalyce","parvifolia","Harpalyce parvifolia",NA,NA,"H. S. Irwin et al.","23345","1969","2","16","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaco. 8 km W of Grão Mogol",NA,NA,"950",NA,NA,NA,"V0059308F","V0059308F_01","Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae"
"64","2020-01-01 19:26:16-03","F","FMNH-SEEDPLANTS","V0541309F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Harpalyce","parvifolia","Harpalyce parvifolia",NA,NA,"H. S. Irwin et al.","23518","1969","2","18","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0541309F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae"
"65","2020-01-01 19:29:56-03","F","FMNH-SEEDPLANTS","V0541310F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Harpalyce","parvifolia","Harpalyce parvifolia",NA,NA,"T. B. Cavalcanti et al.","CFCR 9637","1986","2","25","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0541310F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae"
"66","2020-01-01 19:32:19-03","F","FMNH-SEEDPLANTS","V0541311F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Harpalyce","parvifolia","Harpalyce parvifolia",NA,NA,"T. B. Cavalcanti et al.","CFCR 9637","1986","2","25","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0541311F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae"
"67","2020-03-15 15:18:52-03","F","FMNH-SEEDPLANTS","V0541312F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Harpalyce","parvifolia","Harpalyce parvifolia",NA,NA,"F. Markgraf et al.","3511","1938","11","12","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0541312F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae"
"68","2020-08-20 14:56:02-03","UFSC","FLOR","41576","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Harpalyce","parvifolia","Harpalyce parvifolia","H.S.Irwin & Arroyo",NA,"Ganev, W.","s.n.","1992","12","01",NA,"Brasil","Bahia","Abaíra","Distrito de Catolés, Funil próximo ao Rio da Água Suja.","-41.75","-13.366667","850","850",NA,"arbusto delgado, corola, filete rosado, anteras amarelo claro, estilete rosa. Folhas verdes, pedicelo e cálice creme, ferrugíneo.","FLOR0041576","FLOR0041576",NA,NA,"41º45'W","13º22'S",NA,NA,NA,NA,NA,NA,NA
"69","2021-03-04 15:43:14-03","IF","SPSF","14988","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Harpalyce","parvifolia","Harpalyce parvifolia",NA,NA,"G.Hatschbach","55066","1991","02","11","América do Sul","Brasil","MG","Botumirim","rodovia para Cristalia","-43.010799407959","-16.872200012207",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,NA,NA,NA,"39434","auto",NA,NA,NA,"Magnoliopsida"
