"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","locality","recordNumber","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","class","relatedCatalogItem","relationshipType","typeStatus","individualCount","fieldNumber","sex"
"1107","2020-07-10 09:47:49-03","MBML","MBML-HERBARIO","37443",NA,"Plantae","Myrtaceae","Calyptranthes","widgreniana","Calyptranthes widgreniana","O. Berg","M. Sobral/2010","C. N. de Fraga; R.Goldenberg, P.H.Labiak & M.M.Saavedra.","2008","07","19","Brasil","Espírito Santo","Castelo","-41.111389","-20.516111","41W6'41","20S30'58","MBML037443","MBML037443",NA,NA,NA,"Parque Estadual do Forno Grande. Goela da Onça. Floresta Ombrófila Densa Altomontana com Inselbergues.","2137","1500","1500","Árvore ca. 12m. Frutos verde amarelado com sépala persitente castanhas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1108","2021-01-09 21:48:40-03","UNICENTRO","HUCO","3779","S","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Ruiz, E.C.Z.","Ruiz, E.C.Z.; et al.; et al.","2012","01","25","Brasil","Paraná","Fernandes Pinheiro","-50.5475006103516","-25.4132995605469",NA,NA,"HUCO003779",NA,"2012","01","25","Assungui","s.n.",NA,NA,"Projeto Imbituvão; Arbóreo, flor branca, fruto verde/ roxo; Floresta Ombrófila Mista; HABITAT: Floresta Ombrófila Mista; DESC: Arbóreo, flor branca, fruto verde/ roxo",NA,NA,NA,NA,NA,"27771","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1109","2021-01-09 21:48:40-03","UNICENTRO","HUCO","2057","S","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Lopes, G.L.","Martins, E.; et al.; et al.","2010","10","15","Brasil","Paraná","Imbituva","-50.6044006347656","-25.2299995422363",NA,NA,"HUCO002057",NA,"2010","10","15","Fazenda Lageado","29",NA,NA,"Com flor; DESC: Com flor",NA,NA,NA,NA,NA,"24222","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1110","2021-01-09 21:48:40-03","UNICENTRO","HUCO","2170","S","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Martins, E.","Martins, E.; et al.; et al.","2009","10","16","Brasil","Paraná","Inácio Martins","-51.0788993835449","-25.5711002349854",NA,NA,"HUCO002170",NA,"2010",NA,NA,"Serra do Leão","3",NA,NA,"Com flor; DESC: Com flor",NA,NA,NA,NA,NA,"35964","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1111","2021-01-09 21:48:40-03","UNICENTRO","HUCO","3532","S","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Soares","Soares- Silva, L.H.","1994","11","15","Brasil","Paraná","Ipiranga","-50.5842018127441","-25.0238990783691",NA,NA,"HUCO003532",NA,"1996",NA,NA,NA,"(347)",NA,NA,"FUEL 11288; com flor; Arbórea; HABITAT: Arbórea; DESC: com flor",NA,NA,NA,NA,NA,"31827","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1112","2021-01-09 21:48:40-03","UNICENTRO","HUCO","3459","S","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","L.H Soares; Silva","L.H Soares; Silva","1994","11","15","Brasil","Paraná","Ipiranga","-50.5842018127441","-25.0238990783691",NA,NA,"HUCO003459",NA,"1996",NA,NA,"Prox á área projeto Tibagi","s.n.",NA,NA,"N° FUEL11.288",NA,NA,NA,NA,NA,"31827","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1113","2021-01-09 21:48:40-03","UNICENTRO","HUCO","0151","S","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Silva, S.M.","Souza, M.K.F.","2000","01","20","Brasil","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"HUCO000151",NA,NA,NA,NA,NA,"s.n.",NA,NA,"Casca Branca, pelos brancos que saem facilmente; Vegetação Floresta Ombrófila Mista; HABITAT: Vegetação Floresta Ombrófila Mista; DESC: Casca Branca, pelos brancos que saem facilmente",NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1114","2021-01-09 21:48:40-03","UNICENTRO","HUCO","0479","S","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.",NA,"Souza, M.K.F.","1999","12","10","Brasil","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"HUCO000479",NA,NA,NA,NA,"Fazenda Restingão","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1115","2021-01-09 21:48:40-03","UNICENTRO","HUCO","0478","S","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.",NA,"Souza, M.K.F.","2000","01","20","Brasil","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"HUCO000478",NA,NA,NA,NA,"Fazenda Restingão","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1116","2021-01-09 21:48:40-03","UNICENTRO","HUCO","0477","S","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.",NA,"Souza, M.K.F.","1999","12","08","Brasil","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"HUCO000477",NA,NA,NA,NA,"Fazenda Restingão","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1117","2021-01-09 21:48:40-03","UNICENTRO","HUCO","0011","S","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Sobral, M.","Souza, M.K.F.","1999","10","21","Brasil","Paraná","Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,NA,"HUCO000011",NA,NA,NA,NA,"Fazenda Restingão","s.n.",NA,NA,"Inflorescência; Floresta Ombrófila Mista Aluvial; HABITAT: Floresta Ombrófila Mista Aluvial; DESC: Inflorescência",NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1118","2021-01-09 21:48:40-03","UNICENTRO","HUCO","1405","S","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Blum, C.T.","Blum, C.T.; Costa, J.M.; Lantas, R.; Costa, J.M.; Lantas, R.","2002","11","20","Brasil","Paraná","Pinhão","-51.6596984863281","-25.6956005096436",NA,NA,"HUCO001405",NA,NA,NA,NA,"Salto Capivara","s.n.",NA,NA,"Arbustivo, 2 metros, incrustada na rocha, retorcida; DESC: Arbustivo, 2 metros, incrustada na rocha, retorcida",NA,NA,NA,NA,NA,"37408","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1119","2021-01-09 21:48:40-03","UNICENTRO","HUCO","3530","S","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Sores","F. Chagas; et al.; et al.","1996","12","11","Brasil","Paraná","Reserva","-50.8506011962891","-24.6502990722656",NA,NA,"HUCO003530",NA,"2001",NA,NA,NA,"(2180)",NA,NA,"FUEL 19020; com flor; Arbórea; HABITAT: Arbórea; DESC: com flor",NA,NA,NA,NA,NA,"43627","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1120","2021-01-09 21:48:40-03","UNICENTRO","HUCO","3678","S","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Aguiar, O. .T.","Santos, R L R","2009","07","20","Brasil","São Paulo","Itaberá","-49.1300010681152","-23.8600006103516",NA,NA,NA,NA,"2010","03","30",NA,"52",NA,NA,"SPSF 43829",NA,NA,NA,NA,NA,"29370","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1121","2021-01-09 21:48:40-03","UNICENTRO","HUCO","3705","S","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Kawazaki, M.L.","Pedroni, F.; et al.; et al.","1995","12","18","Brasil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,"HUCO003705",NA,"1997",NA,NA,NA,"577",NA,NA,"SPSF 13824",NA,NA,NA,NA,NA,"34265","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1122","2021-03-04 11:05:51-03","UFRB","HURB","6941","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","L.H.Soares-Silva","Soares-Silva, L.H.","1997","11","04","Brasil","Paraná","Tibagi","-50.4136009216309","-24.5093994140625",NA,NA,"HURB000006941",NA,"1997",NA,NA,"Canyon Guartelá;","356",NA,NA,NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1123","2021-03-04 11:05:51-03","UFRB","HURB","20476","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","widgreniana","Calyptranthes widgreniana","O.Berg",NA,"Souza, J.S.",NA,NA,NA,"Brasil","Bahia","São Felipe","-39.0894012451172","-12.8472003936768",NA,NA,"HURB000020476",NA,NA,NA,NA,"Serra da Copioba;",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15122","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1124","2021-03-04 11:05:51-03","UFRB","HURB","20513","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","widgreniana","Calyptranthes widgreniana","O.Berg",NA,"Souza, J.S.","2008","08","15","Brasil","Bahia","São Felipe","-39.0894012451172","-12.8472003936768",NA,NA,"HURB000020513",NA,NA,NA,NA,"Serra da Copioba;",NA,NA,NA,NA,NA,NA,NA,NA,NA,"15122","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1125","2021-02-08 13:25:39-03","UFBA-IMS","HVC","4258","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Soares - Silva, L. H.","L. H.Soares-Silva; Chagas, F.; Silva; Souza, L. R. M.","1996","12","03","Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"HVC00004258",NA,"1998","09","22","Porto de Areia.","686",NA,NA,"Botões florais acinzentados",NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1126","2021-02-08 13:25:39-03","UFBA-IMS","HVC","4168","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","L.H.Soares e Silva","L.H.Soares-Silva; F.Chagas e Silva; L.R.M.Souza","1996","12","03","Brasil","Paraná","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"HVC00004168",NA,"1998","09","22","Porto de Areia.","686",NA,NA,"Botões florais acinzentados",NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1127","2020-06-15 15:31:04-03","UNESP-RC","HRCB","46653","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concina","Calyptranthes concina","O. Swartz",NA,"Fr. Daniel","1954","09","15","Brasil","Rio Grande do Sul","Vale Vêneto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"90","90","arbusto, flor branca <ll>dwc_commonname:</ll> guamirim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1128","2018-10-05 13:28:15-03","UFLA","ESAL","15417","S","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.",NA,"Fontes, MAL",NA,NA,NA,"Brasil","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,NA,"Parque Estadual do Ibitipoca","88","1450","1450","árvore; 14.00m; ;; floresta",NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1129","2018-12-21 09:08:47-02","UFLA","ESAL","27244","S","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Silva; L.H. Soares","L.H. Soares - Silva",NA,NA,NA,"Brasil","Paraná","Ipiranga","-50.5842018127441","-25.0238990783691",NA,NA,NA,NA,NA,NA,NA,"Próximo a área do projeto","s.n.",NA,NA,"árvore; 5m; ;",NA,NA,NA,NA,NA,"31827","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1130","2017-11-24 14:11:41-02","UFLA","ESAL","11143","S","Plantae","Myrtaceae","Calyptranthes","widgreniana","Calyptranthes widgreniana","O.Berg",NA,"Melo, PHA; Pifano, DS; Costa, MP",NA,NA,NA,"Brasil","Minas Gerais","Poços de Caldas","-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,NA,NA,NA,"Parque Mun. Serra de São Domingos, trilha do Cristo, transição floresta-campo","3126",NA,NA,"árvore; ; ; imaturo verde; floresta",NA,NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1131","2018-08-29 16:33:22-03","UFLA","ESAL","25277","S","Plantae","Myrtaceae","Calyptranthes","widgreniana","Calyptranthes widgreniana","O.Berg",NA,"Naves, RP",NA,NA,NA,"Brasil","Minas Gerais","Varginha","-45.4303016662598","-21.551399230957",NA,NA,NA,NA,NA,NA,NA,"Parque São Francisco","142",NA,NA,"árvore; 5m; ;; floresta",NA,NA,NA,NA,NA,"17646","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1132","2018-10-09 16:31:52-03","UFLA","ESAL","1874","S","Plantae","Myrtaceae","Calyptranthes","widgreniana","Calyptranthes widgreniana","O.Berg","M.Sobral","Leitão Filho, HF; et al.",NA,NA,NA,"Brasil","Minas Gerais","Lavras","-44.999444","-21.245278","-44.999444","-21.245278",NA,NA,NA,NA,NA,"Km 3 da Reserva Poço Bonito","s.n.",NA,NA,"árvore; até 7,0; botão ferruginoso;; floresta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1133","2017-11-24 14:11:41-02","UFLA","ESAL","19991","S","Plantae","Myrtaceae","Calyptranthes","widgreniana","Calyptranthes widgreniana","O.Berg","M.Sobral","Pereira, IM",NA,NA,NA,"Brasil","Minas Gerais","Bocaina de Minas","-44.3946990966797","-22.1674995422363",NA,NA,NA,NA,NA,NA,NA,"Maciço do Itatiaia, floresta ambrofila Densa","s.n.",NA,NA,"; ; ;",NA,NA,NA,NA,NA,"35110","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1134","2017-11-24 14:11:41-02","UFLA","ESAL","12510","S","Plantae","Myrtaceae","Calyptranthes","widgreniana","Calyptranthes widgreniana","O.Berg","M.Sobral","Vilela, EA; et al.",NA,NA,NA,"Brasil","Minas Gerais","Bom Sucesso","-44.7580986022949","-21.0331001281738",NA,NA,NA,NA,NA,NA,NA,"Macaia, Mata Botelho","s.n.",NA,NA,"árvore; 9,0; ;; floresta",NA,NA,NA,NA,NA,"22016","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1135","2017-11-24 14:11:41-02","UFLA","ESAL","18949","S","Plantae","Myrtaceae","Calyptranthes","widgreniana","Calyptranthes widgreniana","O.Berg","M.Sobral","Rocha, C",NA,NA,NA,"Brasil","Minas Gerais","Coqueiral","-45.440601348877","-21.1893997192383",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"árvore; 5,5 m; ;; floresta",NA,NA,NA,NA,NA,"16658","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1136","2018-10-05 13:28:15-03","UFLA","ESAL","15415","S","Plantae","Myrtaceae","Calyptranthes","widgreniana","Calyptranthes widgreniana","O.Berg","M.Sobral","Fontes, MAL",NA,NA,NA,"Brasil","Minas Gerais","Lima Duarte","-43.793098449707","-21.8425006866455",NA,NA,NA,NA,NA,NA,NA,"Parque Estadual do Ibitipoca","26","1450","1450","árvore; 7,0; ;; floresta",NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1137","2017-11-24 14:11:41-02","UFLA","ESAL","20569","S","Plantae","Myrtaceae","Calyptranthes","widgreniana","Calyptranthes widgreniana","O.Berg","Marcos E. G. Sobral","Silva, AC da",NA,NA,NA,"Brasil","Minas Gerais","São Sebastião da Bela Vista","-45.7541999816895","-22.159200668335",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"árvore; ; ;; floresta",NA,NA,NA,NA,NA,"13705","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1138","2017-11-24 14:11:41-02","UFLA","ESAL","20568","S","Plantae","Myrtaceae","Calyptranthes","widgreniana","Calyptranthes widgreniana","O.Berg","Marcos E. G. Sobral","Silva, AC da",NA,NA,NA,"Brasil","Minas Gerais","São Sebastião da Bela Vista","-45.7541999816895","-22.159200668335",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"árvore; ; ;; floresta",NA,NA,NA,NA,NA,"13705","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1139","2017-11-24 14:11:41-02","UFLA","ESAL","20567","S","Plantae","Myrtaceae","Calyptranthes","widgreniana","Calyptranthes widgreniana","O.Berg","Marcos E. G. Sobral","Silva, AC da",NA,NA,NA,"Brasil","Minas Gerais","São Sebastião da Bela Vista","-45.7541999816895","-22.159200668335",NA,NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,"árvore; ; ;; floresta",NA,NA,NA,NA,NA,"13705","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1140","2020-06-25 16:06:21-03","FUVATES","HVAT","4193","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","M. Grings","M. Grings","2007","12","05","Brasil","Rio Grande do Sul","Encruzilhada do Sul","-52.521944","-30.543889","-52º31'19''W","-30º32'38''S","HVAT00004193",NA,"2007","12","05",NA,"439",NA,NA,"Duplicata de registro ICN: 159669; arvireta com botões florais; em mata brejosa próxima de arroio Abranjo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1141","2019-11-07 11:44:39-03","FUVATES","HVAT","2721","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","J. Jarenkow","N. I. Matzenbacher","2010","11","15","Brasil","Rio Grande do Sul","Guaíba","-51.325","-30.113889","-51º19'30''W","-30º6'50''S","HVAT00002721",NA,"2010","11","15","Fazenda São Maximiliano, BR 116, km 308.","s.n.",NA,NA,"Duplicata ICN: 183683; 3 metros de altura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1142","2019-11-07 11:44:39-03","FUVATES","HVAT","2790","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","M. Grings","L. C. Scherer","2013","07","02","Brasil","Rio Grande do Sul","Encantado","-52.471111","-29.368333","-52º28'16''W","-29º22'6''S","HVAT00002790",NA,"2013","10","26","Linha Pinheirinho, mata ciliar do Rio Taquari.","s.n.",NA,NA,"Arvoreta.; Mata ciliar do Rio Taquari.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1143","2020-06-25 16:06:21-03","FUVATES","HVAT","135","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","M. Grings","E. Freitas","2013","02","21","Brasil","Rio Grande do Sul","Lajeado","-51.939167","-29.451667","-51º56'21''W","-29º27'6''S","HVAT00000135",NA,"2013","10","20","Bairro Carneiros, Campus Univates.","936",NA,NA,"Arvoreta; Mata ciliar do Rio Taquari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1144","2019-11-07 11:44:39-03","FUVATES","HVAT","202","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","E. Freitas","N. Dametto","2013","09","18","Brasil","Rio Grande do Sul","Roca Sales","-51.8675","-29.284167","-51º52'3''W","-29º17'3''S","HVAT00000202",NA,"2014","04","15","Linha Fernando Abott.","s.n.",NA,NA,"Arbórea; Mata ciliar do Rio Taquari",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1145","2019-11-07 11:44:39-03","FUVATES","HVAT","2959","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","E. Freitas","E. Freitas","2014","01","07","Brasil","Rio Grande do Sul","Muçum","-51.8425","-29.144444","-51º50'33''W","-29º8'40''S","HVAT00002959",NA,"2015","04","22","Linha Barra das Contas, Mata Ciliar do Rio Taquari.","s.n.",NA,NA,"Mata Ciliar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1146","2019-11-07 11:44:39-03","FUVATES","HVAT","3721","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","C. R. Orlandi, F Bruxel","G. Nicolini","2013","12","17","Brasil","Rio Grande do Sul","Roca Sales","-52.404722","-29.256389","-52º24'17''W","-29º15'23''S","HVAT00003721",NA,"2015","06","26","Linha Fernando Abott, Mata Ciliar do Rio Taquari.","s.n.",NA,NA,"Arbóreo.; Mata Ciliar.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1147","2019-12-19 11:19:49-03","UFG","UFG","27784","S","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","Mart. ex DC.","Hashimoto, M.Y.","Rizzo, J.A.; et al.","2004","11","21","Brasil","Goiás","Catalão","-47.880278","-18.151389","-47.880278","-18.151389",NA,NA,"2005","10","17","Floresta de galeria, córrego Taquara II, Copebrás.","12579",NA,NA,"Árvore, cerca 4m de altura.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1148","2019-12-19 11:19:49-03","UFG","UFG","28658","S","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","Mart. ex DC.","Silva, S.S.","Rizzo, J.A.; et al.","2005","09","23","Brasil","Goiás","Catalão","-47.702528","-18.041611","-47.702528","-18.041611",NA,NA,"2005","09","26","São Marcos. Floresta de encosta.","13429",NA,NA,"Árvore de 8m de altura, com frutos vermelhos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1149","2021-01-26 13:56:37-03","IMA","MAC","23578","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","M.Sobral","J.Mattos; H.Bicalho","1974","03","17","Brasil","São Paulo","Jeriquara","-48","-20.535278","-48","-20.535278","MAC0023578","MAC0023578","1991",NA,NA,"Fazenda da Estiva","11553",NA,NA,"Árvore ca. de 4m de altura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1150","2021-01-26 14:12:44-03","CPACT","ECT","1608","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","glomerata","Myrcia glomerata","(Cambess.) G.Burton & E.Lucas","A.C.Lima","R.Wasum","2001","11","23","Brasil","Rio Grande do Sul","Bom Jesus","-50.441667","-28.655833","50º26'30''W","28º39'21''S","ECT0001608","ECT0001608","2020","11","06","Fazenda Fundo das Almas. Habitat: interior da mata. Coordenadas geográficas obtidas a partir dos dados de coordenadas geográficas, sede so munícipio.","1273","1025","1025",NA,NA,NA,NA,"Embryophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1151","2021-01-26 14:12:44-03","CPACT","ECT","1607","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","glomerata","Myrcia glomerata","(Cambess.) G.Burton & E.Lucas","A.C.Lima","R.Wasum","2000","11","08","Brasil","Rio Grande do Sul","São Francisco de Paula","-50.580556","-29.436667","50º34'50''W","29º26'12''S","ECT0001607","ECT0001607","2020","11","06","RS 235. Habitat: interior da mata. Coordenadas geográficas obtidas a partir dos dados de localidade, sede do munícipio.","655","880","880",NA,NA,NA,NA,"Embryophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1152","2021-03-17 14:34:36-03","UTFPR-SL","SHPR","777","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","Biral, L.","Biral, L. | A. Bussler | L.C. Zagobel","2019","12","10","Brasil","Paraná","Santa Helena","-54.35","-24.833333","54º21' W","24º50' S","SHPR000777",NA,"2019","12",NA,"ARIE (Área de Relevante Interesse Ecológico) de Santa Helena.","1913",NA,NA,"Árvore, 3 m de altura, botões marrons, flores brancas.Habitat: Floresta estacional semidecidual, vegetação secundária.","América do Sul","exsicata",NA,"Anthophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1153","2014-09-09 14:08:42-03","UNIVILLE","JOIW","119","S","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","M.F.Santos/ G.C.T. Ceccantini","G.C.T.Ceccantini","2006","04","27","Brasil","MG","Matozinhos","-43.985667","-19.471389","43º59'08,4'' W","19º28'17,0'' S",NA,NA,NA,NA,NA,"Fazenda Castelo de Jagoara; trilha em direção ao lago;ecótono cerradão - mata ciliar","2797","699","699","Árvore, 3m alt., DAP 3cm, com folha aromática. Madeira de galho coletada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1154","2014-09-09 14:08:42-03","UNIVILLE","JOIW","362","S","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","M.F.Santos","G.C.T.Ceccantini","2006","12","01","Brasil","MG","Matozinhos","-43.986917","-19.477167","43º59'12,9'' W","19º28'37,8'' S",NA,NA,NA,NA,NA,"Fazenda Castelo da Jagoara - Ecótono cerradão/Mata ciliar próximo ao açude. Borda de mata","2952","644","644","Árvore, h.= 5m., DAP= 15 cm. Flores de estames brancos e sépalas castanhas. Madeira de galho coletada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1155","2020-11-18 11:41:00-03","UERJ","HRJ","12377","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.","M.C. Souza","L. P. G. Rosa; W. Silva, C. Dias","2011","09","03","Brasil","Rio de Janeiro","Angra dos Reis","-44.3180999755859","-23.0067005157471",NA,NA,"HRJ00012710",NA,NA,NA,NA,"Ilha Grande.","s.n.","835","835",NA,NA,NA,NA,NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1156","2021-02-04 10:29:27-03","UFRPE","HST","11805","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","cruciflora","Myrcia cruciflora","A.R.Lourenço & E.Lucas",NA,"M.Falcão","1996","01","23","Brasil","Pernambuco","Igarassu","-34.947778","-7.824167","34W56'52''","7S49'27''","HST011805",NA,"2020","08",NA,"Refúgio Ecológico Charles Darwin","76",NA,NA,"Arvoreta ca. 4 m alt; botões florais creme-esverdeados.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1157","2021-02-09 10:13:35-03","UENF","HUENF","1762","PreservedSpecimen","Plantae","Myrtaceae","Calyptranthes","concinna","Calyptranthes concinna","DC.",NA,"Moreno, M.R.; Nascimento, M.T.","1997","08","29","Brasil","Rio de Janeiro","Campos dos Goytacazes","-41.796944","-21.846944","41º47'49''W","21º50'49''S","HUENF00001764",NA,NA,NA,NA,"Imbé","690","38","38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
