"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","monthIdentified","class","dayIdentified","relatedCatalogItem","fieldNumber","typeStatus","individualCount","infraspecificEpithet","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","880033","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Y. E. J. Mexia","1929","11","25","South America","Brazil","Espírito Santo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2528564' target='other'> <mi>dwc_moreinfo</mi></a>","NY00880033","Magnoliophyta","Lamiales","A.St.-Hil.",NA,"4021",NA,"Serra do Caparaó",NA,NA,"2650",NA,"NY00880033_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","880036","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","P. K. H. Dusén","1908","10","21","South America","Brazil","Paraná","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2528574' target='other'> <mi>dwc_moreinfo</mi></a>","NY00880036","Magnoliophyta","Lamiales","A.St.-Hil.",NA,"6942",NA,"Capivari","-49.156082","-25.257884",NA,NA,"NY00880036_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","929723","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","H. S. Irwin","1971","03","19","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997357' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929723","Magnoliophyta","Lamiales","A.St.-Hil.","P. Taylor","32712","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km N of Alto Paraíso","-47.5167","-13.93593","1250","1250","NY00929723_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","929724","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","H. S. Irwin","1971","03","22","South America","Brazil","Goiás","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997365' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929724","Magnoliophyta","Lamiales","A.St.-Hil.",NA,"33012","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km N of Alto Paraíso","-47.5167","-13.93593","1250","1250","NY00929724_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1145169","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","P. von Luetzelburg","1910",NA,NA,"South America","Brazil","Rio de Janeiro","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1306644' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145169","Magnoliophyta","Lamiales","A.St.-Hil.","P. G. Taylor","s.n.",NA,"Serra dos Orgaos.","-43.073169","-22.496706",NA,NA,"NY01145169_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","632283","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","R. M. Harley","1992","03","23","South America","Brazil","Bahia","sheet",NA,"Harley is not on the label but we can assume he is the collector <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=141708' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632283","Magnoliophyta","Lamiales","A.St.-Hil.","P. G. Taylor","H53311","Abaíra","Campo de Ouro Fino (baixo)","-41.9","-13.25","1600","1700","NY00632283_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:43:04-03","EAO","IAN","129793","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Irwin, HS; Grear Jr., JW; Grear Jr., JW","1966","02","10","Southern America","Brasil","Goiás",NA,NA,"Corolla yellow-orange.","IAN129793","Dicotiledônea",NA,"A.St.-Hil.","Taylor, P","12535",NA,"In shallow running water. Occasional. Rocky slopes, wet campo and creek margin, Chapada dos Veadeiros, ca. 20km W of Veadeiros.","-47","-14","1000","1000",NA,"1968","-47","-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:43:04-03","EAO","IAN","94324","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","ornata","Genlisea ornata","Glaziou, AFM","1937","10","23","Southern America","Brasil","Rio de Janeiro",NA,NA,NA,"IAN094324","Dicotiledônea",NA,"Mart. ex Benj.","Trinta, EF","4170",NA,NA,NA,NA,NA,NA,NA,"1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-12-04 15:25:20-03","PUCPR","HUCP","16269","S","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Cervi, AC","2003","11","26",NA,"Brasil","Paraná",NA,NA,NA,"HUCP00013007","Eudicotiledonea",NA,"A. St. Hil.","Cervi, AC","8563","Palmeira","Recanto dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,"HUCP00013007",NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-26 18:08:35-03","CPAN-UFMS","COR","7459","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","J. Cordeiro, J.M.Silva, E. Barbosa & O.S. Ribas","1999","12","28",NA,"Brasil","Santa Catarina",NA,NA,"Com Flor: amarela",NA,NA,NA,"A.St.-Hil.","G. Hatschbach","1704","Subida a Serra Quiriri","Campo de altitude; turfoso e úmido;.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:18:20-03","UFBA","ALCB","104497","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Santos, JFS; Rivadavia-Lopes, R; Silva, NG; Gonella, PM; et al.","2011","09","04","Southern America","Brasil","Minas Gerais",NA,NA,"Folhas verdes envoltas por mucilagem translucida, inflorescências, sépalas e frutos verdes, corola amarelo-ouro.; Crescendo entre gramíneas em solo arenoso úmido na beira de rio. Simpátrica com Drosera spp., Utricularia spp., e outras Genlisea spp.",NA,"Dicotyledon",NA,"A.St.-Hil.","Gonella, PM","10","Buenópolis","Parque Nacional das Sempre Vivas, em vale logo atrás do alojamento de guarda-parques","-43.785556","-17.916667","1280","1280",NA,"2011","-43.785556","-17.916667",NA,NA,"09",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 09:33:06-03","NBC","NL-BOTANY","WAG.1054983","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Kummrow R","1974","10","23","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1054983 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1054983",NA,"Lamiales","A.St.-Hil.",NA,NA,NA,"Tatuquara (mun. Curitiba) Parana.",NA,NA,NA,NA,"NL-WAG1054983",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 09:33:06-03","NBC","NL-BOTANY","L.2826979","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Düsen P","1908","10","21","Southern America","Brazil","São Paulo",NA,NA,"In paludosis.<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2826979 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2826979",NA,"Lamiales","A.St.-Hil.","Taylor P",NA,NA,"Parana Capivari.",NA,NA,NA,NA,"NL-L2826979","1972",NA,NA,NA,NA,"11","Magnoliopsidae","01",NA,NA,NA,NA,NA,NA
"24","2020-02-08 09:33:06-03","NBC","NL-BOTANY","L.2826980","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Sellow F",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2826980 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2826980",NA,"Lamiales","A.St.-Hil.",NA,NA,NA,"Brasilia.",NA,NA,NA,NA,"NL-L2826980",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 09:33:06-03","NBC","NL-BOTANY","U.1360448","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Simonis JE; Cordeiro I","1983","02","27","Southern America","Brazil","Minas Gerais",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1360448 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1360448",NA,"Lamiales","A.St.-Hil.","Taylor PG",NA,NA,"MG. Municipio de Grao-Mogol.",NA,NA,NA,NA,"NL-U1360448",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,"U 0257471",NA,NA,NA,NA,NA
"26","2020-11-04 11:12:11-03","ESALQ","ESA","73359","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Souza, V.C.; Souza, J.P.; Romão, G.O.; Araújo, A.O.","2001","07","05",NA,"Brasil","Minas Gerais",NA,NA,"Erva; flores amarelas. Foto: Souza, J.P.","ESA073359","Magnoliophyta",NA,"A.St. - Hil.","Souza, J.P.","25108.0","Santana do Riacho","Serra do Cipó. Rodovia Belo Horizonte - Conceição do Mato Dentro. Próximo à Bifurcação para Morro do Pilar. Campo rupestre com mata ciliar no fundo do vale.","-434.992","-192.203","1500","1500","ESA073359",NA,"-434,992","-192,203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:12:11-03","ESALQ","ESA","60193","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Souza, V.C. ; Souza, J.P.","1999","03","14",NA,"Brasil","Minas Gerais",NA,NA,"Erva; flores amarelas.","ESA060193","Magnoliophyta",NA,"A.St.-Hil.","Gonella, P.M.","22194.0","Diamantina","Estrada Diamantina - Conselheiro Mata, 3 - 6 Km da estrada Diamantina - Gouveia. Campo rupestre.","-43.6002998352051","-18.2493991851807",NA,NA,"ESA060193","2011",NA,NA,"101169","auto","03",NA,"31",NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:12:11-03","ESALQ","ESA","64464","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","2000","02","17",NA,"Brasil","Minas Gerais",NA,NA,"Erva; flores amarelas","ESA064464","Magnoliophyta",NA,"A.St.-Hil.","Gonella, P.M.","23307.0","Alto Caparaó","Parque Nacional do Caparaó. Arredores do Terreirão. Campo de altitude.","-41.49","-20.25","2300","2300","ESA064464","2011","-41.49","-20.25",NA,NA,"03",NA,"31",NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:12:11-03","ESALQ","ESA","120705","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Delfini, C.","2012","05","01",NA,"Brasil","Minas Gerais",NA,NA,"Erva, ca. 50cm alt., flores amarelas.","ESA120705","Magnoliophyta",NA,NA,"Paula-Souza, J.","277.0","Santana do Riacho","Parque Nacional da Serra do Cipó, rodovia MG 10, km 131, bifurcação para o Morro do Pilar.","-43.49884","-19.2236","1337","1337","ESA120705",NA,"-43.49884","-19.2236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 10:56:02-03","ESALQ","ESA","116518","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Kuntz",NA,NA,NA,NA,NA,NA,NA,NA,NA,"ESA116518",NA,NA,"A.St.-Hil.","P.M. Gonella",NA,NA,NA,NA,NA,NA,NA,"ESA116518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:12:11-03","ESALQ","ESA","86345","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Silva, J.M.","2003","10","28",NA,"Brasil","Paraná",NA,NA,NA,"ESA086345","Magnoliophyta",NA,"A.St.-Hil.","Gonella, P.M.","3784.0","Palmeira",NA,"-50.0064010620117","-25.4293994903564",NA,NA,"ESA086345","2011",NA,NA,"35166","auto","03",NA,"31",NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:12:11-03","ESALQ","ESA","26483","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Souza, V.C. et al.","1994","11","13",NA,"Brasil","São Paulo",NA,NA,NA,"ESA026483","Magnoliophyta",NA,"A.St.-Hil.","Gonella, P.M.","7215.0","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,"2011",NA,NA,"27729","auto","03",NA,"31",NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:12:11-03","ESALQ","ESA","24797","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Souza, V.C. et al.","1995","08","20",NA,"Brasil","São Paulo",NA,NA,NA,"ESA024797","Magnoliophyta",NA,"A.St.-Hil.","Gonella, P.M.","8943.0","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,"2011",NA,NA,"27729","auto","03",NA,"31",NA,NA,NA,NA,NA,NA
"34","2020-11-04 11:12:11-03","ESALQ","ESA","121490","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Souza, V.C.","2009","04","01",NA,"Brasil","São Paulo",NA,NA,"Erva, corola amarela. Foto.","ESA121490","Magnoliophyta",NA,"A.St.-Hil.","P.M. Gonella","33504.0","Itararé","Divisa Itararé-Itapeva, beira do Rio Verde. Campo na beira do rio.","-49.3400001525879","-24.1100006103516",NA,NA,"ESA121490",NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-04 11:12:11-03","ESALQ","ESA","64573","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","2000","02","18",NA,"Brasil","Espírito Santo",NA,NA,"Erva; flores amarelas","ESA064573","Magnoliophyta",NA,"A.St.-Hil.","Gonella, P.M.","23417.0","Iúna","Parque Nacional do Caparaó. Rancho dos Cabritos. Beira do Córrego José Pedro","-41.5358009338379","-20.3458003997803",NA,NA,"ESA064573","2011",NA,NA,"32198","auto","03",NA,"31",NA,NA,NA,NA,NA,NA
"36","2020-11-04 11:12:11-03","ESALQ","ESA","12212","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","ornata","Genlisea ornata","Souza, V.C. et al.","1993","10","30",NA,"Brasil","São Paulo",NA,NA,NA,"ESA012212","Magnoliophyta",NA,"Mart. ex Mess.","Corrêa, M.A. & Scaramuzza, C.A.M.","4520.0","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-01-14 15:31:20-03","MN","R","126269","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea",NA,"1897","04",NA,NA,"Brasil","Minas Gerais",NA,NA,"Commissão Geographica e Geologica de Minas",NA,NA,NA,"A. St.-Hil.","Taylor, P.",NA,"Serra do ibitipoca",NA,NA,NA,NA,NA,NA,"1972",NA,NA,NA,NA,"05",NA,"24",NA,NA,NA,NA,NA,NA
"38","2021-01-14 15:31:20-03","MN","R","126271","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Sellow, F.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"A. St.-Hil.","Taylor, P.","460","Rio Grande",NA,NA,NA,NA,NA,NA,"1972",NA,NA,NA,NA,"05",NA,"24",NA,NA,NA,NA,NA,NA
"39","2021-01-14 15:31:20-03","MN","R","141606","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Mamede, M.C.H. ; Giulietti, A.M.; Hensold, N. & Giulietti, N.","1982","05","22",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"A. St.-Hil.","Trinta, E.F.",NA,"Grão Mogol",NA,"-42.916667","-16.533333",NA,NA,NA,"1982","42°55'W","16°32'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-01-14 15:31:20-03","MN","R","141612","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Menezes, N.L. ; Semir, J.; Pirani, J.R.; Castro, N.M. & Furlan, A.","1980","07","19",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"A. St.-Hil.","Trinta, E.F.",NA,NA,NA,NA,NA,NA,NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-01-14 15:31:20-03","MN","R","141618","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Rossi, L. ; Hensold, N. & Furlan, A.","1982","04","06",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"A. St.-Hil.","Trinta, E.F.",NA,"Santo Antonio do Itambé",NA,"-43.333333","-18.433333",NA,NA,NA,"1982","43°20'W","18°26'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-01-14 15:31:20-03","MN","R","218137","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Bove, C.P. 2207; Paula; Philcuck, T. & Ruhfel, B.","2010","06","11",NA,"Brasil","Goiás",NA,NA,NA,NA,NA,NA,"A. St.-Hil.",NA,NA,NA,NA,"-47.836194","-14.157694","860","860",NA,NA,"47°50'10,3W","14°9'27,7S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-01-14 15:31:20-03","MN","R","227674","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Silva, N.G.","2008","07","20",NA,"Brasil","Minas Gerais",NA,NA,NA,"R010008297",NA,NA,"A. St.-Hil.",NA,"284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-01-14 15:31:20-03","MN","R","228090","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Silva, N.G. 297; Gonella, P.M. & Albuquerque, V.","2008","07","21",NA,"Brasil","Minas Gerais",NA,NA,NA,"R010008073,R010008074",NA,NA,"A. St.-Hil.",NA,NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-01-14 15:31:20-03","MN","R","97331","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Hoehne, F.C.","1909","06",NA,NA,"Brasil","Mato Grosso",NA,NA,"Commissão Rondon","R010061040",NA,NA,"A. St.-Hil.","Taylor, P.",NA,"Ponte de Pedras",NA,NA,NA,NA,NA,"R010061040","1972",NA,NA,NA,NA,"05",NA,"24",NA,NA,NA,NA,NA,NA
"46","2021-01-14 15:31:20-03","MN","R","232502","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Donza, A. 173; Bove, C.P.; Philbrick, C.T. & Philbrick, P.","2012","06","30",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,"A. St.-Hil.","Donza, A.",NA,"Abaíra","PARNA Chapada Diamantina",NA,"-13.329639","1445","1445",NA,"2012","41º51'13,1W","13º19'46,7S",NA,NA,"06",NA,"30",NA,NA,NA,NA,NA,NA
"47","2021-01-14 15:31:20-03","MN","R","226865","PreservedSpecimen","Plantae","Lentibulariaceae","Genlisea","aurea","Genlisea aurea","Alves, R.J.V.","2013","12","12",NA,"Brasil","Rio Grande do Sul",NA,NA,NA,"R010006179",NA,NA,"A. St.-Hil.",NA,NA,"São Francisco de Paula",NA,"-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
