"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","maximumElevationInMeters","imagecode","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","typeStatus","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","01173253","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","hispida","Utricularia hispida","Lam.","R. S. Cowan","38676",NA,NA,NA,"South America","Brazil","Amapá",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387607' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173253","P. G. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","3857370","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","hispida","Utricularia hispida","Lam.","B. Maguire","23686","1944","06","03","South America","Suriname",NA,NA,"Zanderil II",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134302' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857370",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","3857400","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","hispida","Utricularia hispida","Lam.","J. J. Wurdack","41154","1956","01","07","South America","Venezuela","Bolívar",NA,"1-4 km above Salto de Humito (25-30 km. from river mouth). Rio Villacoa (Rio Auyacoa)",NA,NA,"130","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134332' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857400",NA,"140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02706185","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","hispida","Utricularia hispida","Lam.","G. H. H. Tate","342","1927","11","11","South America",NA,NA,NA,"British Guiana and northern Brazil. Mt. Roraima: Philip Swamp",NA,NA,"1554.5","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2995779' target='other'> <mi>dwc_moreinfo</mi></a>","NY02706185",NA,"1585.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","3857383","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","hispida","Utricularia hispida","Lam.","B. Maguire","40633","1955","02","07","South America","Guyana",NA,NA,"Mt. Ayanganna, Pakaraima Mountains",NA,NA,"550","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134315' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857383",NA,"1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","3857378","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","hispida","Utricularia hispida","Lam.","J. A. Steyermark","75255","1953","04","30","South America","Venezuela","Bolívar",NA,"Large savanna, vicinity of Urimán",NA,NA,"300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134310' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857378",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01173259","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","hispida","Utricularia hispida","Lam.","T. C. Plowman","8637","1980","02","10","South America","Brazil","Pará","Conceição do Araguaia","Range of low hills ca. 20 km west of Redenção, near Corrego São João and Troncamento Santa Teresa.","-50.17","-8.05","350","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387629' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173259","P. G. Taylor","620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","3857412","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","hispida","Utricularia hispida","Lam.","R. L. Liesner","22947","1987","11","09","South America","Venezuela","Amazonas","Casiquiare","Near Chapezon, between Boca de Casiquiare and Solano","-67.05","1.97","120","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134344' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857412",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","493905","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","hispida","Utricularia hispida","Lam.","S. A. Mori","25190","2001","04","26","South America","French Guiana",NA,NA,"Savannas of Gallion. Ca. 20 km SW of Cayenne.","-52.41135","4.781967",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=78369' target='other'> <mi>dwc_moreinfo</mi></a>","NY00493905","S. A. Mori",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","929801","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","hispida","Utricularia hispida","Lam.","W. R. Anderson","35453","1972","02","05","South America","Brazil","Minas Gerais","Diamantina","Serra do Espinhaço, ca. 5 km SW of Diamantina, km 305 on MG 259","-43.6007","-18.24015","1300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997886' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929801","P. G. Taylor","1300","NY00929801_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01173258","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","hispida","Utricularia hispida","Lam.","J. M. Pires","52038",NA,NA,NA,"South America","Brazil","Amapá",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387627' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173258",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","3857396","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","hispida","Utricularia hispida","Lam.","H. H. van der Werff","7824","1985","11","07","South America","Venezuela","Bolívar","Cedeño","In morichal, 14 km S of Calcara de L'Orinoco","-66.25","7.58","100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134328' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857396",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","3857399","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","hispida","Utricularia hispida","Lam.","B. Maguire","54269","1963","07","17","South America","Suriname",NA,NA,"Wilhelmina Gebergte, 9 km north of Lucie Rivier, 12 km west of Oost Rivier",NA,NA,"275","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134331' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857399",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1032806","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","hispida","Utricularia hispida","Lam.","S. Tsugaru","B-2291","1987","12","02","South America","Brazil","São Paulo","São Roque","Bairro Caete, 50 km W from São Paulo.","-47.13","-23.5203","850","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1206674' target='other'> <mi>dwc_moreinfo</mi></a>","NY01032806","P. C. Baleeiro S.","850","NY01032806_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","3857381","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","hispida","Utricularia hispida","Lam.","B. Maguire","43832","1960","06","13","South America","Guyana",NA,NA,"Partang Savannah, near mouth of Partang River",NA,NA,"460","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134313' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01173260","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","hispida","Utricularia hispida","Lam.","J. M. Pires","48866",NA,NA,NA,"South America","Brazil","Amapá",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387631' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173260","P. G. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","3857382","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","hispida","Utricularia hispida","Lam.","B. Maguire","54189","1963","07","15","South America","Suriname",NA,NA,"9 km north of Lucie and 12 km west of Oost Riviers",NA,NA,"275","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134314' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857382",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","3857360","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","hispida","Utricularia hispida","Lam.","J. A. Steyermark","522","1960","04","24","South America","Venezuela","Bolívar",NA,"trail between km. 134 and km. 150, near headwaters of Río Aponguao, northeast of Luepa",NA,NA,"1200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134292' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00748675","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","hispida","Utricularia hispida","Lam.","H. S. Irwin","34536","1972","01","18","South America","Brazil","Goiás","Corumbá de Goiás","Serra dos Pirineus, ca. 21 km E. of Pirenópolis.","-48.75395","-15.85","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=880493' target='other'> <mi>dwc_moreinfo</mi></a>","NY00748675",NA,"1000","NY00748675_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","929802","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","hispida","Utricularia hispida","Lam.","H. S. Irwin","20030","1968","02","14","South America","Brazil","Minas Gerais",NA,"Serra do Cipó, ca. km 120 (ca. 145km N of Belo Horizonte).","-43.4","-18.87","1200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997893' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929802",NA,"1200","NY00929802_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","3857393","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","hispida","Utricularia hispida","Lam.","O. Huber","9186","1984","03","03","South America","Venezuela","Bolívar","Roscio","Cuenca alta del Río Agua Fría, aprox. 8-10 km al SSE de San Ignacio de Yuruaní","-61.08","4.87","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134325' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857393",NA,"1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","929729","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","hispida","Utricularia hispida","Lam.","R. R. de Santos","R.1768","1968","06","13","South America","Brazil","Mato Grosso",NA,"Lagoa do Sucuri, approx 15 km S of the Base Camp of the Expedition (close to the Xavantina-São Felix road).","-51.87","-12.9",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997404' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929729","P. C. Baleeiro S.",NA,"NY00929729_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01173261","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","hispida","Utricularia hispida","Lam.","B. Maguire","47132",NA,NA,NA,"South America","Brazil","Amapá",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387632' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01173339","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","hispida","Utricularia hispida","Lam.","L. Coradin","708",NA,NA,NA,"South America","Brazil","Roraima",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1388356' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173339","P. C. Baleeiro S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","3857395","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","hispida","Utricularia hispida","Lam.","O. Huber","8242","1983","08","31","South America","Venezuela","Bolívar","Piar","Cerro El Venado, aprox. 20 km al este de Canaima. Vegetación sobre rocas y arbustales en la Cumbre Norte","-62.68","6.28","1300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134327' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","3857353","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","hispida","Utricularia hispida","Lam.","B. Maguire","23686","1944","06","03","South America","Suriname",NA,NA,"Zanderij II",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134285' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857353",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1032816","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","hispida","Utricularia hispida","Lam.","L. Riedel","1602","1933","12",NA,"South America","Brazil",NA,NA,"In Paludosis. pr. [illegible.]",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1206732' target='other'> <mi>dwc_moreinfo</mi></a>","NY01032816","P. C. Baleeiro S.",NA,"NY01032816_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","929800","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","hispida","Utricularia hispida","Lam.","M. Macedo","1531","1980","05","29","South America","Brazil","Mato Grosso","Santo Antônio do Leverger","Varginha Road, St. Antonio de Leverger, Cuiabá.","-56.0767","-15.8658",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997883' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929800","R. Callejas Posada",NA,"NY00929800_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00748699","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","hispida","Utricularia hispida","Lam.","H. S. Irwin","21758a","1968","03","24","South America","Brazil","Goiás","Alto Paraíso de Goiás","Ca. 24 km S. of Paraíso.","-47.48","-14.37","600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=880490' target='other'> <mi>dwc_moreinfo</mi></a>","NY00748699",NA,"600","NY00748699_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","929804","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","hispida","Utricularia hispida","Lam.","H. S. Irwin","32715","1971","03","19","South America","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km N of Alto Paraíso","-47.5167","-13.93593","1250","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997905' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929804",NA,"1250","NY00929804_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","929799","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","hispida","Utricularia hispida","Lam.","A. Macedo","2839","1951","01","05","South America","Brazil","Minas Gerais","Ouro Preto","Saramen[?]","-43.5081","-20.2878",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997877' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929799","L. B. Smith",NA,"NY00929799_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01173252","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","hispida","Utricularia hispida","Lam.","W. A. Egler","24572",NA,NA,NA,"South America","Brazil","Amapá",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387604' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173252","P. G. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","3857403","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","hispida","Utricularia hispida","Lam.","S. A. Mori","8348","1976","09","19","South America","Suriname",NA,NA,"Vicinity of Zanderij, 45-50 kms S of Paramaribo. Zanderij savanna on white sand, near Matta",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134335' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857403",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","3857389","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","hispida","Utricularia hispida","Lam.","B. Maguire","43831","1960","06","13","South America","Guyana",NA,NA,"Upper Mazaruni River Basin, Partang Savannah, near mouth of Partang River, Merume Mountains",NA,NA,"460","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4134321' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","01173254","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Lentibulariaceae","Utricularia","hispida","Utricularia hispida","Lam.","R. S. Cowan","38675",NA,NA,NA,"South America","Brazil","Amapá",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387610' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173254","P. G. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
