"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","previousCatalogNumber","fieldNumber","individualCount","relatedCatalogItem"
"12","2021-03-30 12:50:00-03","EAO","IAN","106784","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","Giacomin, LL","Magalhães, MG","17730",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,"Coronel Fabriciano. Margem do Rio Doce.",NA,NA,NA,"Árvore de 4 - 5m. Frequentes. Flor alva.","IAN106784",NA,NA,NA,NA,"2019","05","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:50:00-03","EAO","IAN","106784a","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","Giacomin, LL","Mendes, M","17730",NA,NA,NA,"Southern America","Brasil","Minas Gerais",NA,"Margem do Rio Doce.",NA,NA,NA,"Árvore de 4 - 5m. Frequentes. Flor alva.","IAN106784a",NA,NA,NA,NA,"2019","05","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:50:00-03","EAO","IAN","107877","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","Giacomin, LL","Magalhães, MG","17730","1960","02","02","Southern America","Brasil","Minas Gerais","Coronel Fabriciano","Rio Doce.","-42.6288986206055","-19.5186004638672",NA,NA,"IAN107877",NA,NA,NA,NA,"2019","05","07","21443","auto",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:50:00-03","EAO","IAN","106786","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","Giacomin, LL","Magalhães, MG","17732","1960","02","02","Southern America","Brasil","Minas Gerais","Coronel Fabriciano","Rio Doce.","-42.6288986206055","-19.5186004638672",NA,NA,"IAN106786",NA,NA,NA,NA,"2019","05","07","21443","auto",NA,NA,NA,NA,NA,NA,NA
"16","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","26561","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","Knapp, S.","Blanchet, J.S.","128",NA,NA,NA,"Southern America","Brazil",NA,NA,"[sin loc.]",NA,NA,NA,NA,"BM000935736",NA,NA,NA,NA,"1985","01",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"17","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","26563","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","Morton, C.V.","Mexia, Y.","4217","1930","01","10","Southern America","Brazil","Minas Gerais",NA,"Viçosa, Agricultural College lands.",NA,NA,NA,"Bush 1 m. high; white flower.; Near a ditch, terraces of fruit trees.","BM000935738",NA,"680","680",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"18","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","57332","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","Knapp, S.","Bailey, L.H.; Bailey, E.Z.","1000","1924","02","27","Southern America","Brazil","Minas Gerais",NA,"Viçosa, (approx. 21 degrees S)",NA,NA,NA,"shrub; fls. greenish white, anthers yellow; frs. whitish","BH000039388",NA,"650","650",NA,"2011","08",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"19","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","73180","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern",NA,"Giacomin, L.L.; Bohs, L.; Knapp, S.","1972","2013","11","02","Southern America","Brazil","Bahia","Jussari","Margens da rod. BA-667 que liga a BR-101 a Jussari, ca. 2km da BR","-39.453833","-15.1965",NA,"Árvore, 4 m, muito ramificada. Flores com pétalas alvas, estames amarelos. Leve odor. Frutos verdes; margens de estrada pavimentada, anexo a plantação de cacau (cabruca)","BM001035178",NA,"168","168",NA,NA,NA,NA,NA,NA,"Dicotyledoneae","-39.453833","-15.1965",NA,NA,NA,NA
"20","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","73180","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern",NA,"Giacomin, L.L.; Bohs, L.; Knapp, S.","1972","2013","11","02","Southern America","Brazil","Bahia","Jussari","Margens da rod. BA-667 que liga a BR-101 a Jussari, ca. 2km da BR","-39.453833","-15.1965",NA,"Árvore, 4 m, muito ramificada. Flores com pétalas alvas, estames amarelos. Leve odor. Frutos verdes; margens de estrada pavimentada, anexo a plantação de cacau (cabruca)",NA,NA,"168","168",NA,NA,NA,NA,NA,NA,"Dicotyledoneae","-39.453833","-15.1965","166925",NA,NA,NA
"21","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","96257","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","Giacomin, L.L.","Giacomin, L.L.; Stehmann, J.R.; Barboza, G.E.; Zamberlan, P.; Mader, G.","202","2008","09","22","Southern America","Brazil","Bahia","São José da Vitória","estrada que liga São José da Vitória a Una","-39.264861","-15.134983",NA,"árvore; pétalas brancas; frutos imaturos verdes, variegados; as margens da estrada em local alterado","BM001120579",NA,"115","115",NA,"2012","01","01",NA,NA,"Dicotyledoneae","-39.264861","-15.134983",NA,NA,NA,NA
"22","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","97931","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","Knapp, S.","Lima, D.S.; Fagundes, M.; Guedes, L.; Fonseca, M.; Jesus, N.; Saar, E.","75","2000","05","09","Southern America","Brazil","Bahia","Espianada","Fazenda Chapada, camino para Sitio do Conde","-37.851389","-11.759167",NA,"arbusto 2.5 m; folhas cartaceas, discolores; flores alvas; frutos imaturos verdes; mata",NA,NA,"526","526",NA,"2014","10",NA,NA,NA,"Dicotyledoneae","-37.851389","-11.759167","048572",NA,NA,NA
"23","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","96257","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","Giacomin, L.L.","Giacomin, L.L.; Stehmann, J.R.; Barboza, G.E.; Zamberlan, P.; Mader, G.","202","2008","09","22","Southern America","Brazil","Bahia","São José da Vitória","estrada que liga São José da Vitória a Una","-39.264861","-15.134983",NA,"árvore; pétalas brancas; frutos imaturos verdes, variegados; as margens da estrada em local alterado",NA,NA,"115","115",NA,"2012","01","01",NA,NA,"Dicotyledoneae","-39.264861","-15.134983","126186",NA,NA,NA
"24","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","26560","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","Knapp, S.","Mexia, Y.","5368a","1930","11","27","Southern America","Brazil","Minas Gerais",NA,"Viçosa, Fazenda de Aguada; Cabeçeina do matto.",NA,NA,NA,"Plant 2 m. high; white flower.; In forest.","BM000935735",NA,"750","750",NA,"1999","01","01",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"25","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","26562","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","Morton, C.V.","Mexia, Y.","5392","1930","12","09","Southern America","Brazil","Minas Gerais",NA,"Viçosa, Fazenda do Bom Jardim; road to São Domingo.",NA,NA,NA,"Tree 8 m. high; white flower; pale green fruit.; Woods on hill.","BM000935737",NA,"740","740",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"26","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","27350","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","Knapp, S.","Warming, J.E.B.","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Lagoa Santa",NA,NA,NA,NA,NA,NA,NA,NA,"isotype","2007","11",NA,NA,NA,"Dicotyledoneae",NA,NA,"S04-2997",NA,NA,NA
"27","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","6901","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","Knapp, S.","Warming, J.E.B.","8",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Lagoa Santa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2005","07",NA,NA,NA,"Dicotyledoneae",NA,NA,"1901_7658",NA,NA,NA
"28","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","73180","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern",NA,"Giacomin, L.L.; Bohs, L.; Knapp, S.","1972","2013","11","02","Southern America","Brazil","Bahia","Jussari","Margens da rod. BA-667 que liga a BR-101 a Jussari, ca. 2km da BR","-39.453833","-15.1965",NA,"Árvore, 4 m, muito ramificada. Flores com pétalas alvas, estames amarelos. Leve odor. Frutos verdes; margens de estrada pavimentada, anexo a plantação de cacau (cabruca)",NA,NA,"168","168",NA,NA,NA,NA,NA,NA,"Dicotyledoneae","-39.453833","-15.1965",NA,NA,NA,NA
"29","2015-02-10 11:46:58-02","BM","SOLANACEAE_SOURCE_BR","63632","O","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","Knapp, S.","Hatschbach, G.; Silva, J.M.","48592","1984","12","04","Southern America","Brazil","Minas Gerais","Manhuaçu","Rod. BR-262","-42.0336","-20.2581",NA,"arbusto 2 m; flor creme; orla da mata da encosta de morro","CORD00013300",NA,NA,NA,NA,"2012","02",NA,"32626","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"30","2019-08-27 13:33:35-03","IAP","PACA-AGP","61824","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","warmingii","Solanum warmingii","Hier.","Emrich-Rambo","Camargo, O. R.","2247","1957","10","29",NA,"Brasil","RS","Garibaldi",NA,"-51.5335998535156","-29.2560997009277",NA,"Sem material. Habitat: In dumetosis Fenofase: flor","PACA061824",NA,NA,NA,NA,"1958","09","27","25074","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"31","2019-08-27 13:33:35-03","IAP","PACA-AGP","59755","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","warmingii","Solanum warmingii","Hier.","Emrich-Rambo","Camargo, O. R.","693","1956","05","28",NA,"Brasil","RS","Farroupilha",NA,"-51.3478012084961","-29.2250003814697",NA,"Sem material. Habitat: In araucarieto Fenofase: fruto submaturo","PACA059755",NA,NA,NA,NA,"1957","05","06","19545","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"32","2019-08-27 13:33:35-03","IAP","PACA-AGP","52193","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","warmingii","Solanum warmingii","Hier.","Emrich-Rambo","Rambo, B.",NA,"1951","11",NA,NA,"Brasil","RS","Montenegro","Kappesberg","-51.4611015319824","-29.6886005401611",NA,"Sem material. Habitat: In silvula secundaria Fenofase: flor","PACA052193",NA,NA,NA,NA,NA,NA,NA,"21601","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"33","2019-08-27 13:33:35-03","IAP","PACA-AGP","64258","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Solanum","warmingii","Solanum warmingii","Hier.","Emrich-Rambo","Mattos","6047","1958","02","17",NA,"Brasil","SC","Lages",NA,"-50.326099395752","-27.8160991668701",NA,"Sem material. Habitat: In silvula Fenofase: fruto","PACA064258",NA,NA,NA,NA,"1958","09","19","70701","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"34","2020-12-20 21:19:32-03","UFV","VIC","023065","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern.",NA,"Bovini, M.G.; Bortoluzzi","1607","1998","12","16",NA,"Brasil","Minas Gerais","Marliéria","PERD, Trilha do Anibal.","-42.7322006225586","-19.7122001647949",NA,"Árvorea umbrófila ca de 3 m, folhas menbranáceas levemente discolores, flores alvas de cálice alvo, frutos imaturos verdes.","VIC023065",NA,NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA
"35","2020-12-20 21:19:32-03","UFV","VIC","002607","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern.",NA,"Kuhlmann","s.n.","1935","03","15",NA,"Brasil","Minas Gerais","Viçosa","Campus da UFV","-42.8819007873535","-20.7539005279541",NA,NA,"VIC002607","VIC002607",NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA
"36","2020-12-20 21:19:32-03","UFV","VIC","001754","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern.",NA,"Kuhlmann","s.n.","1934","02","09",NA,"Brasil","Minas Gerais","Viçosa","Campus da UFV","-42.8819007873535","-20.7539005279541",NA,NA,"VIC001754","VIC001754",NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA
"37","2020-12-20 21:19:32-03","UFV","VIC","000490","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern.",NA,"Mexia, Y.","5392",NA,NA,NA,NA,"Brasil","Minas Gerais","Viçosa","Campus da UFV","-42.8819007873535","-20.7539005279541",NA,NA,"VIC000490","VIC000490",NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA
"38","2020-12-20 21:19:32-03","UFV","VIC","000467","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern.",NA,"Mexia, Y.","4217",NA,NA,NA,NA,"Brasil","Minas Gerais","Viçosa","Campus da UFV","-42.8819007873535","-20.7539005279541",NA,NA,"VIC000467","VIC000467",NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA
"39","2020-10-20 14:18:19-03","UFOPA","HSTM","7979","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","Tovar, J.D.","Rodrigues-Silva, D.G.; Rosário, J.D.","380","2004","04","07",NA,"Brasil","Minas Gerais","Matozinhos","Mata Lapa do Santo, área em frente ao Sítio arqueológico. Interior da mata, sombra. Floresta Estacional Semidecidual.","-44.773056","-22.363056",NA,NA,"HSTM007979","HSTM007979",NA,NA,NA,"2017","09","01",NA,NA,NA,"44º46'23''W","22º21'47''S",NA,NA,NA,NA
"40","2020-04-22 16:25:40-03","UFPB","JPB","60697","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","Gouvêa, YF","Thomas, WW; Lima, IB; Persson, CH; Razafimandimbison, SG","16442","2014","10","29","Southern America","Brasil","Bahia","Camacan","6-8 km up road to Embratel tower, 8 NW of Camacan on road to Jacareci, above branch road to the Serra Bonita Private Reserve (RPPN), Caminho da Bapeba.","-39.5678","-15.3808",NA,"; HABITAT: Montane moist tropical (rain) forest.; DESC: Shrub, 2m; corolla white.",NA,NA,"800","920",NA,"2019","08",NA,NA,NA,NA,"-39.5678","-15.3808",NA,NA,NA,NA
"41","2019-08-16 08:41:17-03","UTFPR","HCF","18443","S","Plantae",NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","J.R. Stehmann","G. Hatschbach","47677","1984","04","06",NA,"Brasil","MG","Realeza","Rod. BR-262, 5 Km L de Realeza",NA,NA,NA,"arbusto delicado, 1,50 m, flor alva. Mata secundária.",NA,NA,NA,NA,NA,"2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:46:02-03","MBM","MBM","214432","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","Stehmann, J.R.","Stehmann, J.R.; et al.; et al.","20907",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Mariléria","Parque Estadual do Rio Doce",NA,NA,NA,NA,"MBM214432","MBM214432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:46:02-03","MBM","MBM","214438","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","Stehmann, J.R.","Stehmann, J.R.","20859",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Mariléria","Parque Estadual do Rio Doce",NA,NA,NA,NA,"MBM214438","MBM214438",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:46:02-03","MBM","MBM","227958","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","Stehmann, J.R.","Brina, A.E.; et al.; et al.","s.n.",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,"Entre Lagoa Santa e Matozinho",NA,NA,NA,NA,"MBM227958","MBM227958",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:46:02-03","MBM","MBM","418788","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","Marinero, F.","Marinero, F.; Nardin, E.C.; Nardin, E.C.","1048","2018","11","21","Southern America","Brazil","Minas Gerais","Bom Jesus do Galho","Rio Doce","-42.493889","-19.69",NA,"Arbusto1,5 m; flores com corola alva e estames amarelos; frutos globosos.; Várzea","MBM418788",NA,"243","243",NA,"2019","01","21",NA,NA,NA,"-42.493889","-19.69",NA,NA,NA,NA
"46","2016-12-28 15:28:54-02","MNHN","RECOLNAT_MNHN_P","P00384883","PreservedSpecimen",NA,NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hieron.","Knapp","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Prov. Rio de Janeiro",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00384883' target='other'> <mi>dwc_moreinfo</mi></a>","P00384883","P00384883_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"565",NA,NA
"47","2015-09-17 10:30:58-03","MNHN","RECOLNAT_MNHN_P","P00384884","PreservedSpecimen",NA,NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hieron.","Knapp","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00384884' target='other'> <mi>dwc_moreinfo</mi></a>","P00384884","P00384884_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"518",NA,NA
"48","2016-12-28 15:28:54-02","MNHN","RECOLNAT_MNHN_P","P00384881","PreservedSpecimen",NA,NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hieron.",NA,"Warming",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Lagoa Santa",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00384881' target='other'> <mi>dwc_moreinfo</mi></a>","P00384881","P00384881_01 P00384881_02",NA,NA,"type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
