"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","previousCatalogNumber","fieldNumber","individualCount","relatedCatalogItem"
"99","2015-03-07 09:02:56-03","F","FMNH-SEEDPLANTS","V0147807F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Solanum","warmingii","Solanum warmingii",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0147807F","V0147807F_01",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"100","2020-04-07 16:32:50-03","IAC","IAC","29348","S","Plantae",NA,NA,"Solanaceae-8.Solanoideae","Solanum","warmingii","Solanum warmingii","Hiern","L.L. Giacomin","L.S. Leoni","2393","1993","12","02",NA,"Brasil","Minas Gerais","Carangola","Fazenda Santa Rita","-42.0294","-20.7331",NA,NA,NA,NA,NA,NA,NA,"2011","09","02",NA,NA,NA,"-42.0294","-20.7331",NA,NA,NA,NA
"101","2020-07-23 12:23:25-03","CEPLAC","CEPEC","107278","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii",NA,"J. R. Stehmann & L.L.Giacomin","A. M. Amorim","4426","2004","12","08",NA,"Brasil","Bahia","CAMACAN","Fazenda Serra Bonita, RPPN Serra Bonita, 9,7Km a W de Camcan na estrada para Jacarecí, daí, 6Km Sw na estrada para a RPPN e Torre da Embratel.","-39.565278","-15.391667",NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W33'55","15S23'30",NA,NA,NA,NA
"102","2020-07-23 12:23:25-03","CEPLAC","CEPEC","115725","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii",NA,"L. L. Giacomin","Amorim, A. M.","6663","2007","01","19",NA,"Brasil","Bahia","arataca","Serra do Peito-de-Moça. Estrada que liga Arataca à Una, ramal ca. 22,4km de Arataca com entrada no Assentamento Santo Antônio. RPPN Caminho das Pedras.","-39.341667","-15.173611",NA,NA,NA,NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,"39W20'30","15S10'25",NA,NA,NA,NA
"103","2020-07-23 12:23:25-03","CEPLAC","CEPEC","127267","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii",NA,"L. L. Giacomin","Jardim, A. B.","135","2008","12","19",NA,"Brasil","Bahia","arataca","RPPN do IESB. Serra do Peito de Moça. Rod. Arataca/Una, entrada 9,5Km da cidade, mais 8,9km da entrada. Trilha do Mormaço.","-39.339444","-15.174167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39w20'22","15s10'27",NA,NA,NA,NA
"104","2020-07-23 12:23:25-03","CEPLAC","CEPEC","26643","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii",NA,"J. R. Stehmann & L. Giacomin","Grupo Pedra do Cavalo","1082","1981","01","01",NA,"Brasil","Bahia","CACHOEIRA","Estação da Mata. Vale dos Rios Paraguaçu e Jacuipe.","-39.083333","-12.533333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W5'","12S32'",NA,NA,NA,"30/09/2013"
"105","2020-07-23 12:23:25-03","CEPLAC","CEPEC","133821","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii",NA,"J. R. Stehmann","L. L. Giacomin","202","2008","09","22",NA,"Brasil","Bahia","SÃO JOSÉ DA VITÓRIA","Estrada qu eliga São José da Vitória a Una.","-39.265","-15.135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W15'54","15S8'6",NA,NA,NA,"30/12/2008"
"106","2016-08-23 10:23:04-03","NHMLondon","NHM-LONDON-BOT","BM000935735","S","Plantae",NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","Sandra (Sandy) Diane Knapp; b.1956; S.Knapp","Ynes Enriquetta Julietta Mexia; b.1870; d.1938; Mexia","5368a","1930","11","27",NA,"Brasil","Minas Gerais",NA,"Viçosa, Viçosa, Agricultural College lands, near western boundary",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999",NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:5451427",NA,NA,NA
"107","2016-08-23 09:46:17-03","NHMLondon","NHM-LONDON-BOT","BM000935736","S","Plantae",NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","Sandra (Sandy) Diane Knapp; b.1956; S.Knapp","Jacques Samuel Blanchet; b.1807; d.1875; Blanchet","128",NA,NA,NA,NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,"1985","01",NA,NA,NA,NA,"-53.08982","-10.773109","NHMUK:ecatalogue:4344240",NA,NA,NA
"108","2016-08-23 10:23:04-03","NHMLondon","NHM-LONDON-BOT","BM000935737","S","Plantae",NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","Conrad Vernon Morton; b.1905; d.1972; C.V.Morton","Ynes Enriquetta Julietta Mexia; b.1870; d.1938; Mexia","5392","1930","12","09",NA,"Brasil","Minas Gerais",NA,"Viçosa, Viçosa, Agricultural College lands, near western boundary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:5451428",NA,NA,NA
"109","2016-08-23 10:23:04-03","NHMLondon","NHM-LONDON-BOT","BM000935738","S","Plantae",NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","Conrad Vernon Morton; b.1905; d.1972; C.V.Morton","Ynes Enriquetta Julietta Mexia; b.1870; d.1938; Mexia","4217","1930","01","10",NA,"Brasil","Minas Gerais",NA,"Viçosa, Viçosa, Agricultural College lands, near western boundary",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:5451429",NA,NA,NA
"110","2016-08-23 10:23:04-03","NHMLondon","NHM-LONDON-BOT","BM001120579","S","Plantae",NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","L.L.Giacomin","L.L.Giacomin; João Renato Stehmann; b.1962; Stehmann; Gloria Estela Barboza; b.1959; Barboza; P. Za","202","2008","09","22",NA,"Brasil","Bahia",NA,"estrada que liga São José da Vitória a Una","-39.264861","-15.134983",NA,NA,NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,"-39.264861","-15.134983","NHMUK:ecatalogue:4338470",NA,NA,NA
"111","2020-11-12 17:03:41-03","UEL","FUEL","35485","PreservedSpecimen","Plantae","Tracheophyta","Solanales","Solanaceae","Solanum","warmingii","Solanum warmingii","Hieron.",NA,"Lombardi, JA; et al.","2497","1999","03","01",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA,NA,NA
"112","2021-03-22 16:23:57-03","FEPAGRO","BLA","3369","PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hieron.","B. Rambo","O. R. Camargo",NA,"1958","01","02",NA,"Brasil","Rio Grande do Sul","Farroupilha","Est.Exp.de Fruticultura","-51.3478012084961","-29.2250003814697",NA,"Habitat: Na orla do mato","BLA003369",NA,"600","600",NA,NA,NA,NA,"19545","auto",NA,NA,NA,NA,NA,NA,NA
"113","2021-03-22 16:23:57-03","FEPAGRO","BLA","3368","PreservedSpecimen","Plantae","Spermatophyta",NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hieron.","B. Rambo","O. R. Camargo",NA,"1957","10","29",NA,"Brasil","Rio Grande do Sul","Garibaldi","Arredores da cidade","-51.5335998535156","-29.2560997009277",NA,"Habitat: Na orla do mato","BLA003368",NA,"600","600",NA,NA,NA,NA,"25074","auto",NA,NA,NA,NA,NA,NA,NA
"114","2020-02-06 10:42:17-03","IBt","SP","39006","S","Plantae",NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","Morton, CV","Heringer, EP","30","1937","01",NA,NA,"Brasil","Minas Gerais","Manhuaçu",NA,"-42.0335998535156","-20.2581005096436",NA,NA,"SP117421","SP117421",NA,NA,NA,"1942",NA,NA,"32626","auto",NA,NA,NA,NA,NA,NA,NA
"115","2020-02-06 10:42:17-03","IBt","SP","35439","S","Plantae",NA,NA,"Solanaceae","Solanum","warmingii","Solanum warmingii","Hiern","Morton, CV","Williams, LO; Assis, V","6754","1945","04","29",NA,"Brasil","Minas Gerais","Nova Lima","Serra do Curral, Ribeirão da Mutuca","-43.8466987609863","-19.9855995178223",NA,NA,"SP117420","SP117420",NA,NA,NA,NA,NA,NA,"29211","auto",NA,NA,NA,NA,NA,NA,NA
