"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","class","identifiedBy","relatedCatalogItem","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","784210","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","W. Hoehne","s.n.","1948","12","30","South America","Brazil","São Paulo","Sao Paulo","Sao Paulo, SP. Prox. a Congonhas","-46.660488","-23.627973",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=70838' target='other'> <mi>dwc_moreinfo</mi></a>","NY00784210","NY00784210_01","(Chase ex Zuloaga & Morrone) Zuloaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-09-28 13:46:00-03","NY","NYBG","784213","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","M. A. Chase","9839","1925","05","20","South America","Brazil","São Paulo",NA,"Campos do Jordao, Serra Mantiqueira",NA,NA,"1570","1570","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=70837' target='other'> <mi>dwc_moreinfo</mi></a>","NY00784213","NY00784213_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-29 21:11:00-03","NY","NYBG","00864456","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","M. A. Chase","10677","1930","01","18","South America","Brazil","Minas Gerais","Poços de Caldas","Poços de Caldas","-46.5614","-21.7881","1100","1500","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=956604' target='other'> <mi>dwc_moreinfo</mi></a>","NY00864456","NY00864456_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00864480","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","M. A. Chase","8664","1925","02","28","South America","Brazil","Minas Gerais","Barbaçena","Barbacena, Serra Mantiqueira","-43.76926331","-21.21714431","1230","1230","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=956601' target='other'> <mi>dwc_moreinfo</mi></a>","NY00864480","NY00864480_01","(Chase ex Zuloaga & Morrone) Zuloaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","784209","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","M. A. Chase","8324","1925","01","18","South America","Brazil","Rio de Janeiro",NA,"Below Macieiras, Serra de Itatiaia","-44.637434","-22.433733","1700","1800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=70835' target='other'> <mi>dwc_moreinfo</mi></a>","NY00784209","NY00784209_01","(Chase ex Zuloaga & Morrone) Zuloaga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","03042327","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Panicum","surrectum","Panicum surrectum","A. J. Castelo","200","2012","08","05","South America","Brazil","Rio de Janeiro","Macaé","Entre as Lagoas Comprida e Carapebus. Parque Nacional da Restinga de Jurubatiba","-41.6372222","-22.2725",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3272408' target='other'> <mi>dwc_moreinfo</mi></a>","NY03042327","NY03042327_01","Chase ex Zuloaga & Morrone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 10:19:10-03","NBC","NL-BOTANY","U.1502104","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Panicum","surrectum","Panicum surrectum","Hatschbach GG; Lindeman JC; Haas JH de",NA,"1966","02","12","Southern America","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1502104 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1502104","NL-U1502104","Chase ex Zuloaga & Morrone","Magnoliopsidae","Zuloaga FO; Morrone O","U 0100203",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 12:18:36-03","ESALQ","ESA","61883","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Souza, J.P. et al.","769.0","1996","12","11",NA,"Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"ESA061883","ESA061883",NA,NA,"Guglieri, A.",NA,"38855","auto",NA,NA,NA,NA,NA,NA,NA
"19","2019-08-27 13:26:04-03","IAP","PACA-AGP","53771","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Panicum","surrectum","Panicum surrectum","Rambo, B.",NA,"1953","02","03",NA,"Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203","12000","12000",NA,"Habitat: ad silvulam nebulari Fenofase: fruto","PACA053771",NA,"Zuloaga & Morrone","Liliatae","A. Guglieri",NA,"55856","auto","1999","11","09",NA,NA,NA,NA
"20","2019-08-27 13:26:04-03","IAP","PACA-AGP","44693","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Panicum","surrectum","Panicum surrectum","Rambo, B.",NA,"1949","12","03",NA,"Brasil","RS","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557",NA,NA,NA,"Habitat: in dumetosis Fenofase: fruto","PACA044693",NA,"Zuloaga & Morrone","Liliatae","A. Guglieri",NA,"49662","auto","1999","01","07",NA,NA,NA,NA
"21","2019-08-27 13:26:04-03","IAP","PACA-AGP","62015","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Panicum","surrectum","Panicum surrectum","Camargo, O. R.","2677","1957","11","22",NA,"Brasil","RS","Farroupilha","Est. Exp. Fruticultura","-51.3478012084961","-29.2250003814697",NA,NA,NA,"Habitat: in dumetosis Fenofase: flor","PACA062015",NA,"Zuloaga & Morrone","Liliatae","A. Guglieri",NA,"19545","auto","1998","11","30",NA,NA,NA,NA
"22","2019-08-27 13:26:00-03","IAP","PACA-AGP","60547","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Gramineae","Panicum","cf. surrectum","Panicum cf. surrectum","J. Mattos",NA,"1956","01","25",NA,"Brasil","SC","São Joaquim",NA,"-49.9317016601562","-28.2938995361328",NA,NA,NA,"Habitat: in campestribus dumetosis Fenofase: fruto","PACA060547",NA,"Zuloaga & Morrone","Liliatae","A. Guglieri",NA,"48290","auto","1999","11","11",NA,NA,NA,NA
"23","2020-06-30 18:32:44-03","UFJF","CESJ","46864","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","F.M. Ferreira; P.L. Viana; F.R.G. Salimena","988","2006","03","07","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"Erva cespitosa no campo rupestre. Trilha do Monjolinho para Janela do Céu.","CESJ046864",NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"F.M. Ferreira",NA,"30417","auto","2006","03","21",NA,NA,NA,NA
"24","2020-06-30 18:32:44-03","UFJF","CESJ","46863","PreservedSpecimen","Plantae","Angiosperma",NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","F.M. Ferreira; P.L. Viana; F.R.G. Salimena","987","2006","03","07","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,NA,"Erva cespitosa no campo rupestre. Trilha do Monjolinho para Janela do Céu.","CESJ046863",NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"F.M. Ferreira",NA,"30417","auto","2006","03","21",NA,NA,NA,NA
"25","2021-04-07 11:47:16-03","UFMS","CGMS","44215","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","C. Kozera; O.P. Kozera","2809","2005","12","19",NA,"Brasil","Paraná","Balsa Nova","Ponte dos Arcos.","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"CGMS1074104",NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"A. Guglieri",NA,"27346","auto","2007",NA,NA,NA,NA,NA,NA
"26","2021-04-07 11:47:16-03","UFMS","CGMS","44207","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","C. Kozera; R. Kersten","1981","2005","03","29",NA,"Brasil","Paraná","Balsa Nova","Ponte dos Arcos.","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"CGMS1074176",NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"A. Guglieri",NA,"27346","auto","2007",NA,NA,NA,NA,NA,NA
"27","2021-04-07 11:47:16-03","UFMS","CGMS","44212","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","C. Kozera; O.P. Kozera","2885","2006","01","12",NA,"Brasil","Paraná","Balsa Nova","Ponte dos Arcos.","-49.6356010437012","-25.5839004516602",NA,NA,NA,"Em dreno. Habitat: Várzea. Habito: Erva.","CGMS1074181",NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"A. Guglieri",NA,"27346","auto","2007",NA,NA,NA,NA,NA,NA
"28","2021-04-07 11:47:16-03","UFMS","CGMS","44210","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","C. Kozera","2910","2005","04","14",NA,"Brasil","Paraná","Balsa Nova","Ponte dos Arcos.","-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,"CGMS1074179",NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"A. Guglieri",NA,"27346","auto","2007",NA,NA,NA,NA,NA,NA
"29","2021-04-07 11:47:35-03","UFMS","CGMS","44199","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","surrectum","Panicum surrectum","C. Kozera; R. Kersten","2016","2005","04","19",NA,"Brasil","Paraná","Balsa Nova","Ponte dos Arcos.","-49.6356010437012","-25.5839004516602",NA,NA,NA,"Folhas azuladas-avermelhadas. Habitat: Várzea. Habito: Erva.","CGMS1074168",NA,"Chase ex Zuloaga & Morrone",NA,"A. Guglieri",NA,"27346","auto","2007",NA,NA,NA,NA,NA,NA
"30","2019-01-17 11:23:24-02","PUCRS","MPUC","14054","S","Plantae",NA,"Poales","Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","C.A. Mondin",NA,"2010","10","20","South America","Brasil","RS","Porto Alegre","Bairro Lami, Reserva Biológica","-51.2372222222","-30.0191388889",NA,NA,NA,NA,NA,NA,"(Chase ex Zuloaga & Morrone) Zuloaga","Liliopsida","P.J.S. Silva Filho",NA,NA,NA,"2010","01","01","-51.2372222222","-30.0191388889","1",NA
"31","2019-01-17 11:23:37-02","PUCRS","MPUC","12264","S","Plantae",NA,"Poales","Poaceae","Panicum","surrectum","Panicum surrectum","C.S.A. Martins",NA,"1996","11","16","South America","Brasil","RS","Maximiliano de Almeida","Junto ao rio Forquilha","-51.8036111","-27.6341667",NA,NA,NA,NA,NA,NA,"Chase ex Zuloaga & Morrone","Liliopsida","A. Guglieri",NA,NA,NA,NA,NA,NA,"-51.8036111000","-27.6341667000","1",NA
"32","2021-03-16 17:54:35-03","UCS","HUCS","14722","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Panicum","surrectum","Panicum surrectum","Scur, L.","163","1999","11","12",NA,"Brasil","Rio Grande do Sul","Farroupilha",NA,"-51.3478012084961","-29.2250003814697","750","750",NA,"orla de capoeira",NA,NA,"Chase ex Zuloaga & Morrone",NA,"Zuloaga, F.O.",NA,"19545","auto","2002","05",NA,NA,NA,NA,NA
"33","2021-03-16 17:54:35-03","UCS","HUCS","18656","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Panicum","surrectum","Panicum surrectum","Wasum, R.A.","s.n.","1995","12","14",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Floresta Nacional","-50.5835990905762","-29.4480991363525",NA,NA,NA,"interior da mata",NA,NA,"Chase ex Zuloaga & Morrone",NA,"Zuloaga, F.O.",NA,"76715","auto","2002","05",NA,NA,NA,NA,NA
"34","2019-11-25 12:12:28-03","UFSM","SMDB","10576","S","Plantae",NA,NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Santos, V","366","2006","04","07",NA,"Brasil","Rio Grande do Sul","Santa Maria","UFSM, Campus Camobi, Jardim Botânico","-53.8069000244141","-29.6842002868652",NA,NA,NA,"Projeto: Composição florística do componente herbáceo do Jardim Botânico da UFSM, Rio Grande do Sul. Aluna: Vanessa Terra dos Santos. Orientadora: Thais Scotti do Canto-Dorow.","SMDB010576",NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"Santos, V",NA,"37819","auto","2008","01","25",NA,NA,NA,NA
"35","2020-12-21 16:40:15-03","MBM","MBM","420686","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","s.n.","2019","01","25","Southern America","Brazil","Minas Gerais","Conselheiro Pena",NA,"-41.465556","-19.161389","127","127",NA,"Vegetação secundária média/avançada","MBM420686",NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"Mazziero, F.F.F.",NA,NA,NA,"2019","02","01","-41.465556","-19.161389",NA,NA
"36","2020-12-21 16:40:15-03","MBM","MBM","420688","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","4197","2019","01","25","Southern America","Brazil","Minas Gerais","Conselheiro Pena",NA,"-41.465278","-19.161667","130","130",NA,"Erva terrícola, encontrada no interior da floresta.; Vegetação secundária média/avançada","MBM420688",NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"Mazziero, F.F.F.",NA,NA,NA,"2019","02","01","-41.465278","-19.161667",NA,NA
"37","2020-12-21 16:40:44-03","MBM","MBM","356649","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","surrectum","Panicum surrectum","Andrade, B.O.","252","2009","02","15","Southern America","Brazil","Paraná","Ponta Grossa","Nascente do rio Tibagi","-50.1618995666504","-25.0949993133545","1096","1096",NA,"Campos hidrófilos sobre Organossolo","MBM356649","MBM356649","Chase ex Zuloaga & Morrone",NA,"Andrade, B.O.",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"38","2021-02-11 17:21:17-03","UFPR","UPCB","60863","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Kozera, C.","2737","2005","12","07",NA,"Brasil","Paraná","Balsa Nova","Ponte dos Arcos.","-49.6356010437012","-25.5839004516602",NA,NA,NA,"Herbácea em solo hidromórfico, transiçaõ para várzea..","UPCB0039635","UPCB0039635","(Chase ex Zuloaga & Morrone) Zuloaga",NA,"Guglieri, A.",NA,"27346","auto","2007","01","01",NA,NA,NA,NA
"39","2021-02-11 17:21:19-03","UFPR","UPCB","40901","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Panicum","surrectum","Panicum surrectum","Gatti, G.","292","1998","10","12",NA,"Brasil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato, Trilha da Figueira","-48.3288993835449","-25.3066997528076",NA,NA,NA,"Erva apoiante, 1m, anteras amarelas. Floresta ombrófila densa submontana, capoeirinha herbácea/arbustiva, local sem sombreamento..","UPCB0039096","UPCB0039096","Zuloaga & Morrone",NA,"Boldrini, I.",NA,"37295","auto","1999","09",NA,NA,NA,NA,NA
"40","2008-05-27 22:02:00-03","MO","MOBOT","1796747","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Gerrit Davidse|T.P. Ramamoorthy","Davidse 10602","1976","2","25","South America","Brazil","Minas Gerais",NA,"19 km NE of the intersection of highways 381 amd 459 (ca. 12 km SW of S. Gonçalo do Sapucai. Marsh with standing water with grasses, sedges, and Ludwigia dominant.",NA,NA,"870.00000000",NA,NA,NA,NA,NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"G. Davidse (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1107"
"41","2008-05-27 22:02:00-03","MO","MOBOT","1803129","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Gerrit Davidse|T.P. Ramamoorthy","Davidse 10704","1976","2","27","South America","Brazil","Minas Gerais",NA,"19 km SE of Consolheiro Lafaiete along Highway 135 to Barbacena.",NA,NA,"1040.00000000",NA,NA,NA,NA,NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"G. Davidse (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1123"
"42","2008-05-27 22:02:00-03","MO","MOBOT","1805139","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Gerrit Davidse|T.P. Ramamoorthy|Daniel M. Vital","Davidse 10915","1976","3","8","South America","Brazil","São Paulo",NA,"1 km NE of Juquitiba along Highway 116 to Curitiba. Verge of Typha marsh.",NA,NA,"660.00000000",NA,NA,NA,NA,NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"G. Davidse (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1135"
"43","2009-06-24 18:35:00-03","MO","MOBOT","1923575","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Agnes Chase","Chase 9839","1925","5","20","South America","Brazil","São Paulo",NA,"Sand and clay campo. Campos do Jordão, Serra Mantiqueira",NA,NA,"1570.00000000",NA,NA,NA,NA,NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"G. Davidse (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2015-08-13 05:50:00-03","MO","MOBOT","1923579","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Howard S. Irwin|R.M. Harley|Eunice Onishi","Irwin 28942","1971","1","23","South America","Brazil","Minas Gerais",NA,"Sedge meadow (brejo). Cerrao, sedge meadow, and gallery forest, gray sandy soil, lower slopes of Serra da Caraca, ca. 10 km W of Barão de Cocais",NA,NA,"1400.00000000",NA,NA,NA,NA,NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"G. Davidse (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2009-06-24 18:35:00-03","MO","MOBOT","1923584","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Agnes Chase","Chase 9815","1925","5","20","South America","Brazil","São Paulo",NA,"Open sandy campo, Campos do Jordão, Serra Mantiqueira",NA,NA,"1580.00000000",NA,NA,NA,NA,NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"G. Davidse (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2009-06-24 18:35:00-03","MO","MOBOT","1923585","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Agnes Chase","Chase 9555","1925","4","19","South America","Brazil","Minas Gerais",NA,"Slope above jungle summit. Chapadão",NA,NA,"1700.00000000",NA,NA,NA,NA,NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"G. Davidse (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2009-06-24 18:35:00-03","MO","MOBOT","1923586","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Agnes Chase","Chase 9380","1925","4","8","South America","Brazil","Minas Gerais",NA,"Among bamboo and brush. Summit. Itacolumy (east of Ouro Preto)",NA,NA,"1400.00000000",NA,NA,NA,NA,NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"G. Davidse (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2008-05-27 22:02:00-03","MO","MOBOT","1923587","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Dichanthelium","surrectum","Dichanthelium surrectum","Per Dusén","Dusén 16390","1915","1","15","South America","Brazil","Paraná",NA,"Jaguariahyna in campo cerrado",NA,NA,"720.00000000",NA,NA,NA,NA,NA,"(Chase ex Zuloaga & Morrone) Zuloaga",NA,"G. Davidse (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
