"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","class","identifiedBy","yearIdentified","monthIdentified","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","infraspecificEpithet","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount"
"24","2020-12-21 16:40:46-03","MBM","MBM","400558","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Brotto, M.L.","2059","2015","10","06","Southern America","Brazil","Paraná","Jardim Botânico Municipal, Coleção do Campo Nativo",NA,"Erva entouceirada.; Estepe gramíneo-lenhosa (Campos de Curitiba).","MBM400558",NA,NA,"Barboza, E.","2015","10","Curitiba","-49.2375","-25.443611",NA,NA,NA,"09","-49.2375","-25.443611","920","920",NA,NA
"25","2020-12-21 16:40:46-03","MBM","MBM","48362","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Krapovickas, A.; et al.; et al.","23086",NA,NA,NA,"Southern America","Brazil","Paraná","Rod. BR-468, 17km S de Curitiba",NA,NA,"MBM048362","MBM048362",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:40:46-03","MBM","MBM","5121","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Lindeman, J.; Haas, H.; Haas, H.","2607",NA,NA,NA,"Southern America","Brazil","Santa Catarina","15km N de Frederico Westphalen",NA,NA,"MBM005121",NA,NA,"Oliveira, R.C.",NA,NA,"Frederico Westphalen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:40:46-03","MBM","MBM","24898","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Hatschbach, G.","3458",NA,NA,NA,"Southern America","Brazil","Paraná","Catanduvas",NA,NA,"MBM024898","MBM024898",NA,"Oliveira, R.C.",NA,NA,"Contenda","-49.5346984863281","-25.6756000518799","22732","auto",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-21 16:40:46-03","MBM","MBM","207583","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Clayton, W.D.","4214",NA,NA,NA,"Southern America","Brazil","Paraná","Capão da Imbuia",NA,NA,"MBM207583","MBM207583",NA,"Oliveira, R.C.",NA,NA,"Curitiba","-49.2731018066406","-25.4277992248535","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-21 16:40:46-03","MBM","MBM","2029","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Hatschbach, G.","15400",NA,NA,NA,"Southern America","Brazil","Paraná","Santo Agostinho",NA,"= 2030","MBM002029","MBM002029",NA,"Oliveira, R.C.",NA,NA,"Palmas","-51.9906005859375","-26.4841995239258","46666","auto",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-21 16:40:46-03","MBM","MBM","207551","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Dombrowski, L.T.; Kuniyoshi, Y.S.; Kuniyoshi, Y.S.","2325",NA,NA,NA,"Southern America","Brazil","Paraná","Palmeira",NA,NA,"MBM207551","MBM207551",NA,"Oliveira, R.C.",NA,NA,"Palmeira","-50.0064010620117","-25.4293994903564","35166","auto",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:40:46-03","MBM","MBM","89468","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Hatschbach, G.","47586",NA,NA,NA,"Southern America","Brazil","Paraná","Rod. BR-277, descida ao Rio Capivari",NA,NA,"MBM089468","MBM089468",NA,"Oliveira, R.C.",NA,NA,"Palmeira","-50.0064010620117","-25.4293994903564","35166","auto",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:40:46-03","MBM","MBM","67805","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Kummrow, R.","1465",NA,NA,NA,"Southern America","Brazil","Paraná","Colônia Maria Luiza",NA,NA,"MBM067805","MBM067805",NA,"Oliveira, R.C.",NA,NA,"Piraquara","-49.0633010864258","-25.4416999816895","12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:40:46-03","MBM","MBM","207580","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Hatschbach, G.","5457",NA,NA,NA,"Southern America","Brazil","Paraná","Fazenda Palmito, estrada para Castro",NA,"= 2894","MBM207580","MBM207580",NA,"Oliveira, R.C.",NA,NA,"Tibagi","-50.4136009216309","-24.5093994140625","56988","auto",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:40:46-03","MBM","MBM","207457","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Sacco, J.C.","221",NA,NA,NA,"Southern America","Brazil","Rio Grande do Sul","Instituto Agronômico do Sul",NA,NA,"MBM207457",NA,NA,"Oliveira, R.C.",NA,NA,"Pelotas","-52.3424987792969","-31.771900177002","51462","auto",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-12-21 16:40:46-03","MBM","MBM","207555","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Clayton, W.D.","4300",NA,NA,NA,"Southern America","Brazil","Paraná","Atuba",NA,NA,"MBM207555","MBM207555",NA,"Oliveira, R.C.",NA,NA,"Curitiba","-49.2731018066406","-25.4277992248535","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:40:45-03","MBM","MBM","10580","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Lindeman, J.; Haas, H.; Haas, H.","415",NA,NA,NA,"Southern America","Brazil","Paraná","Avenida Paraná",NA,NA,"MBM010580","MBM010580",NA,"Oliveira, R.C.",NA,NA,"Curitiba","-49.2731018066406","-25.4277992248535","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:40:46-03","MBM","MBM","24876","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Hatschbach, G.","56",NA,NA,NA,"Southern America","Brazil","Paraná","Barigui",NA,NA,"MBM024876","MBM024876",NA,"Oliveira, R.C.",NA,NA,"Curitiba","-49.2731018066406","-25.4277992248535","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:40:46-03","MBM","MBM","207578","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Dombrowski, L.T.; Saito, Y.; Saito, Y.","1227",NA,NA,NA,"Southern America","Brazil","Paraná","Capão da Imbuia",NA,NA,"MBM207578","MBM207578",NA,"Oliveira, R.C.",NA,NA,"Curitiba","-49.2731018066406","-25.4277992248535","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:40:46-03","MBM","MBM","207557","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Dombrowski, L.T.; Kuniyoshi, Y.S.; Kuniyoshi, Y.S.","1949",NA,NA,NA,"Southern America","Brazil","Paraná","Colônia Orleans",NA,NA,"MBM207557","MBM207557",NA,"Oliveira, R.C.",NA,NA,"Curitiba","-49.2731018066406","-25.4277992248535","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:40:46-03","MBM","MBM","168280","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Imaguire, N.","2749",NA,NA,NA,"Southern America","Brazil","Paraná","Faculdade de Agronomia",NA,NA,"MBM168280","MBM168280",NA,"Oliveira, R.C.",NA,NA,"Curitiba","-49.2731018066406","-25.4277992248535","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:40:46-03","MBM","MBM","207556","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Imaguire, N.","2746",NA,NA,NA,"Southern America","Brazil","Paraná","Faculdade de Agronomia",NA,NA,"MBM207556","MBM207556",NA,"Oliveira, R.C.",NA,NA,"Curitiba","-49.2731018066406","-25.4277992248535","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:40:46-03","MBM","MBM","62724","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Hatschbach, G.","40732",NA,NA,NA,"Southern America","Brazil","Paraná","Horto Guabirotuba",NA,NA,"MBM062724","MBM062724",NA,"Oliveira, R.C.",NA,NA,"Curitiba","-49.2731018066406","-25.4277992248535","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:40:46-03","MBM","MBM","33014","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Ferreira, L.F.","192",NA,NA,NA,"Southern America","Brazil","Paraná","Parque Barigui",NA,NA,"MBM033014","MBM033014",NA,"Oliveira, R.C.",NA,NA,"Curitiba","-49.2731018066406","-25.4277992248535","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:40:46-03","MBM","MBM","28991","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Kummrow, R.","190",NA,NA,NA,"Southern America","Brazil","Paraná","Rio Atuba",NA,NA,"MBM028991","MBM028991",NA,"Oliveira, R.C.",NA,NA,"Curitiba","-49.2731018066406","-25.4277992248535","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:40:46-03","MBM","MBM","207552","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Dombrowski, L.T.","12866",NA,NA,NA,"Southern America","Brazil","Paraná","Chapada Santo Antônio",NA,NA,"MBM207552","MBM207552",NA,"Oliveira, R.C.",NA,NA,"Jaguariaíva","-49.7057991027832","-24.2511005401611","44368","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:40:46-03","MBM","MBM","207550","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Dombrowski, L.T.","6713",NA,NA,NA,"Southern America","Brazil","Paraná","Lapa",NA,NA,"MBM207550","MBM207550",NA,"Oliveira, R.C.",NA,NA,"Lapa","-49.7158012390137","-25.7696990966797","49965","auto",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:40:46-03","MBM","MBM","80969","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Klein, R.; et al.; et al.","12152",NA,NA,NA,"Southern America","Brazil","Paraná","Rod. BR-153, ca. 15km do trevo para Palmas",NA,NA,"MBM080969","MBM080969",NA,"Oliveira, R.C.",NA,NA,"Palmas","-51.9906005859375","-26.4841995239258","46666","auto",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:40:46-03","MBM","MBM","2030","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Hatschbach, G.","15400",NA,NA,NA,"Southern America","Brazil","Paraná","Santo Agostinho",NA,"= 2029","MBM002030","MBM002030",NA,"Oliveira, R.C.",NA,NA,"Palmas","-51.9906005859375","-26.4841995239258","46666","auto",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:40:46-03","MBM","MBM","72746","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Oliveira, P.I.","290",NA,NA,NA,"Southern America","Brazil","Paraná","Fazenda Jacuí",NA,NA,"MBM072746","MBM072746",NA,"Oliveira, R.C.",NA,NA,"Palmeira","-50.0064010620117","-25.4293994903564","35166","auto",NA,NA,NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:40:46-03","MBM","MBM","80092","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Kummrow, R.","2175",NA,NA,NA,"Southern America","Brazil","Paraná","Fazenda Santa Rita",NA,NA,"MBM080092","MBM080092",NA,"Oliveira, R.C.",NA,NA,"Palmeira","-50.0064010620117","-25.4293994903564","35166","auto",NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:40:46-03","MBM","MBM","207563","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Dombrowski, L.T.","9454",NA,NA,NA,"Southern America","Brazil","Paraná","Vila Velha",NA,NA,"MBM207563","MBM207563",NA,"Oliveira, R.C.",NA,NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545","46557","auto",NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-12-21 16:40:46-03","MBM","MBM","24894","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Hatschbach, G.","5457",NA,NA,NA,"Southern America","Brazil","Paraná","Fazenda Palmito, estrada para Castro",NA,"= 207580","MBM024894","MBM024894",NA,"Oliveira, R.C.",NA,NA,"Tibagi","-50.4136009216309","-24.5093994140625","56988","auto",NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-12-21 16:40:46-03","MBM","MBM","24897","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","compressifolium","Paspalum compressifolium","Swallen",NA,"Reitz, R.","5263",NA,NA,NA,"Southern America","Brazil","Santa Catarina","Mafra",NA,NA,"MBM024897","MBM024897",NA,"Oliveira, R.C.",NA,NA,"Mafra","-49.8053016662598","-26.111400604248","66490","auto",NA,NA,NA,NA,NA,NA,NA,NA
