"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","day","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","individualCount","relationshipType","relatedCatalogItem"
"46","2020-09-02 16:23:29-03","Cenargen","CEN","81660","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Howard Samuel Irwin Jr.","12464","1966","02",NA,"Brasil","Chapada dos Veadeiros, ca. 15 km W of dos Veadeiros.","Exsicatas","Among boulders, slopes. Corolla white the fimbriate margins pink. Doação Instituto de Botânica - SP","CEN00081660","CEN00081660","R. S. Bianchini","GO","CAVALCANTE","-47.4583015441895","-13.7974996566772","10","1000","1000","1997","06",NA,"92497","auto",NA,NA,"1",NA,NA
"47","2020-09-02 16:23:29-03","Cenargen","CEN","76278","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Juliene Roveratti Santos","767","2007","03",NA,"Brasil","Parque Nacional de Brasília. Descendo a estrada do portão 9.","Exsicatas",NA,"CEN00076278","CEN00076278","A. L. Moreira","DF","BRASILIA","-47.9296989440918","-15.7797002792358","01",NA,NA,"2012","07",NA,"70570","auto",NA,NA,"4",NA,NA
"48","2019-09-18 16:17:02-03","UFG","HJ","3850","S","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Souza, L.F.","4373","2009","05",NA,"Brasil","UFG, Campus Jatobá, Roda dágua.",NA,NA,"HJ00003850","HJ00003850","F.S.Petrongari","Goiás","Jataí","-51.717222","-17.923056","20","700","700","2017","08","17",NA,NA,"51º43'2''W","17º55'23''S",NA,NA,NA
"49","2020-11-05 13:53:44-03","UNIRIO","HUNI","2584","PreservedSpecimen","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"A.C.A. Soares; M.S. Oliveira","197","2014","02",NA,"Brasil","Rebrota de area queimada, estrada que dá acesso a captação 3/2. Estação Ecológica Jardim Botânico de Brasília",NA,"Material doado pelo HEPH. Erva, 60 cm de altura, flor jovem de cor lilás e velha de cor branca. Habito: Erva","HUNI00002584",NA,"M.S. Oliveira","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358","20",NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"50","2017-09-11 17:09:25-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","acrocephala","Jacquemontia acrocephala","Meisn.",NA,"Riedel, L","s.n.",NA,NA,"Southern America","Brazil","Habitat in campis arenosis ad fl. Rio Pardo prov. S.Pauli.",NA,"Oreas?; HABITAT: Oreas?",NA,NA,NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2017-09-11 17:09:26-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Riedel, L","s.n.",NA,NA,"Southern America","Brazil","Habitat in campis siccis petrosis pr. Paracatú prov. Minarum.",NA,"Oreas.; HABITAT: Oreas.",NA,NA,NA,"Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-08-26 10:48:33-03","MCN-FZBRS","HAS","95595","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Soares, A.C.A","197","2014","02",NA,"Brasil","Estação Ecológica do Jardim Botânico de Brasilia, estrada que dá acesso a captação 3/2",NA,"Erva 60cm de altura, flor jovem de cor lilás e velha de cor branca. Doação HEPH 30373","HAS0095595",NA,"Ferreira, P.P.A.","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358",NA,NA,NA,"2018","06","05","70570","auto",NA,NA,NA,NA,NA
"53","2019-11-21 10:03:19-03","IBt","SP","308658","S","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Irwin, HS; Grear Jr, JW; Souza, R; Reis dos Santos, R","12464","1966","02",NA,"Brasil","Chapada dos Veadeiros, Ca. 15 km W of Veadeiros",NA,NA,NA,NA,"Simão Bianchini, R","Goiás","Veadeiros","-47","-14","10","1000","1000","1997","06","17",NA,NA,"-47","-14",NA,NA,NA
"54","2020-06-04 11:03:22-03","IBt","SP","271898","S","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Hatschbach, G","34043","1974","02",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Mato Grosso do Sul","Itaquira",NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-08-27 12:19:39-03","IBt","SP","308736","S","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Anderson, WR","36684","1972","03",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Bahia",NA,NA,NA,"06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-10-08 08:52:34-03","IBt","SP","334257","S","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Rezende, JM","260","1995","12",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Distrito Federal","Samambaia",NA,NA,"10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-11-21 10:03:19-03","IBt","SP","343676","S","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Batalha, MA","2363","1998","12",NA,"Brasil","Parque Nacional das Emas, Municípios de Chapadão do Céu e Mineiros. Próximo ao ponto Y. (17°49'-18°28' S e 52°39'-53°10' W)",NA,NA,NA,NA,"Batalha, MA","Goiás","Mineiros","-52.65","-17.816667","06",NA,NA,"2000","03",NA,NA,NA,"-52.65","-17.816667",NA,NA,NA
"58","2020-08-27 12:19:39-03","IBt","SP","308650","S","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Irwin, HS","14888","1966","04",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Bahia","São Desidério","-44.9733009338379","-12.3633003234863","15",NA,NA,NA,NA,NA,"175149","auto",NA,NA,NA,NA,NA
"59","2020-09-10 10:17:50-03","IBt","SP","315402","S","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Assis, MC","11","1994","05",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358","05",NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"60","2020-10-22 10:12:39-03","IBt","SP","345426","S","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Pirani, JR","2128","1988","02",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358","10",NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"61","2020-08-27 12:19:39-03","IBt","SP","308664","S","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Irwin, HS","12161","1966","01",NA,"Brasil","Chapada da Contagem",NA,NA,NA,NA,NA,"Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358","31",NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA
"62","2020-10-15 10:08:34-03","IBt","SP","340195","S","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Hatschbach, G","59880","1994","02",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Goiás","Campo Alegre de Goiás","-47.7783012390137","-17.6331005096436","06",NA,NA,NA,NA,NA,"53964","auto",NA,NA,NA,NA,NA
"63","2020-10-22 10:12:39-03","IBt","SP","343674","S","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Batalha, MA","3300","1999","05",NA,"Brasil","Parque Nacional das Emas",NA,NA,NA,NA,NA,"Goiás","Chapadão do Céu","-52.548900604248","-18.4074993133545","01",NA,NA,NA,NA,NA,"44163","auto",NA,NA,NA,NA,NA
"64","2020-10-22 10:12:39-03","IBt","SP","343675","S","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Batalha, MA","3223","1999","04",NA,"Brasil","Parque Nacional das Emas",NA,NA,NA,NA,NA,"Goiás","Chapadão do Céu","-52.548900604248","-18.4074993133545","07",NA,NA,NA,NA,NA,"44163","auto",NA,NA,NA,NA,NA
"65","2020-08-27 12:19:39-03","IBt","SP","308683","S","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Irwin, HS","9146","1965","10",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Goiás","Formosa","-47.334400177002","-15.5371999740601","11",NA,NA,NA,NA,NA,"113054","auto",NA,NA,NA,NA,NA
"66","2020-08-27 12:19:39-03","IBt","SP","308651","S","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Irwin, HS","14520","1966","04",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Goiás","Posse","-46.3694000244141","-14.0930995941162","07",NA,NA,NA,NA,NA,"55730","auto",NA,NA,NA,NA,NA
"67","2020-08-27 12:19:39-03","IBt","SP","308709","S","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Irwin, HS","28060","1970","03",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Minas Gerais","Diamantina","-43.6002998352051","-18.2493991851807","22",NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA
"68","2020-12-23 08:48:27-03","IBt","SP","411893","S","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Brandão, M","12232","1987","03",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Minas Gerais","Formoso","-46.2318992614746","-14.9467000961304","14",NA,NA,NA,NA,NA,"79140","auto",NA,NA,NA,NA,NA
"69","2020-08-27 12:19:39-03","IBt","SP","308698","S","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Irwin, HS","23820","1969","02",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Minas Gerais","Montes Claros","-43.8616981506348","-16.7350006103516","24",NA,NA,NA,NA,NA,"72568","auto",NA,NA,NA,NA,NA
"70","2020-08-27 12:19:39-03","IBt","SP","308725","S","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Irwin, HS","25588","1970","01",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Minas Gerais","Patrocínio","-46.9925003051758","-18.9438991546631","29",NA,NA,NA,NA,NA,"44638","auto",NA,NA,NA,NA,NA
"71","2021-01-21 15:28:52-03","IBt","SP","498075","S","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Kojima, RK","13","2018","02",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Minas Gerais","São Roque de Minas","-46.3657989501953","-20.2453002929688","12",NA,NA,NA,NA,NA,"57119","auto",NA,NA,NA,NA,NA
"72","2021-01-07 09:33:36-03","IBt","SP","465781","S","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Arbo, MM","3032","1990","01",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Minas Gerais","Uberaba","-47.9319000244141","-19.7483005523682","29",NA,NA,NA,NA,NA,"73879","auto",NA,NA,NA,NA,NA
"73","2020-12-23 08:48:27-03","IBt","SP","411895","S","Plantae",NA,NA,"Convolvulaceae","Jacquemontia","sphaerocephala","Jacquemontia sphaerocephala","Meisn.",NA,"Ferreira, MB","7769","1979","02",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Minas Gerais","Uberaba","-47.9319000244141","-19.7483005523682","02",NA,NA,NA,NA,NA,"73879","auto",NA,NA,NA,NA,NA
