"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","year","stateProvince","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","identifiedBy","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","dayIdentified","fieldNumber","individualCount","relatedCatalogItem"
"13","2021-03-15 16:37:00-03","NY","NYBG","802244","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Koanophyllon","adamantium","Koanophyllon adamantium","(Gardner) R.M.King & H.Rob.","G. G. Hatschbach","48241","South America","Brazil","Mucugê, rod. p/ Andarai, entre km 5-15.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=796684' target='other'> <mi>dwc_moreinfo</mi></a>","NY00802244","NY00802244_01","1984","Bahia","09","15",NA,NA,NA,NA,"H. E. Robinson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","859928","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Koanophyllon","adamantium","Koanophyllon adamantium","(Gardner) R.M.King & H.Rob.","E. Pereira","1588","South America","Brazil",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=960603' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859928","NY00859928_01","1955","Minas Gerais","05","27","Diamantina","-43.6003","-18.2494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:34:53-03","EAO","IAN","104534","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Koanophyllon","adamantium","Koanophyllon adamantium","(Gardner) R.M.King & H.Rob.","Magalhães, MG","2488","Southern America","Brasil","Serra do Córrego da Congonha. Caeté.",NA,"Subarbusto.","IAN104534",NA,"1942",NA,"10","10",NA,NA,NA,NA,"Fernandes, AC",NA,"2012","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-10-09 11:10:31-03","UFBA","ALCB","62680","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Koanophyllon","adamantium","Koanophyllon adamantium","(Gardner) R.M.King & H.Rob.","Ganev, W","1968","Southern America","Brasil","Chapada Diamantina, Garimpo das Almas (Cristal)",NA,"Delgado, até 2,7 m alt. Folhas verde-claro. Brácteas verde-claro. Flores alvas.; Com vegetação de encosta, beira do riacho.",NA,NA,"1993","Bahia","07","24","Rio do Pires","-42.483333","-13.9","1400","Hind, DJN","1400","1996","11","-42.483333","-13.9",NA,NA,NA,NA,NA,NA,NA
"17","2019-10-09 11:10:31-03","UFBA","ALCB","033200","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Koanophyllon","adamantium","Koanophyllon adamantium","(Gardner) R.M.King & H.Rob.","Guedes, ML; Orlandi, RP; Stradmann, MTS; Poveda, A","PCD692","Southern America","Brasil","Chapada Diamantina, Serra da Chapadinha",NA,"Folhas simples, membranáceas, discolores. Inflorescência creme. Frutos imaturs, aquênio. Ocasional.; Degraus rochosos com vegetação rupícola. Afloramento rochoso de arenito.",NA,NA,"1994","Bahia","08","31","Lençóis","-41.438889","-12.455556","900","Hind, DJN","900","1996","11","-41.438889","-12.455556",NA,NA,NA,NA,NA,NA,NA
"18","2019-10-09 11:10:31-03","UFBA","ALCB","033296","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Koanophyllon","adamantium","Koanophyllon adamantium","(Gardner) R.M.King & H.Rob.","Pereira, A; Bautista, HP; Orlandi, RP","PCD249","Southern America","Brasil","Chapada Diamantina, Serra da Chapadinha",NA,"1,00 m. Folhas coriáceas. Inflorescência com flores creme. Ocasional.; Arbustos esparsos em terreno plano. Afloramento rochoso de arenito.",NA,NA,"1994","Bahia","07","29","Lençóis","-41.440278","-12.459722","905","Hind, DJN","905","1996","11","-41.440278","-12.459722",NA,NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:10:31-03","UFBA","ALCB","033297","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Koanophyllon","adamantium","Koanophyllon adamantium","(Gardner) R.M.King & H.Rob.","Stradmann, MTS; Orlandi, RP; Poveda, A","PCD539","Southern America","Brasil","Chapada Diamantina, Morro do Pai Inácio, lado oposto da torre de repetição",NA,"1,10 m. Folhas simples, coriáceas, discolores. Flores singelas, alvas. Ocasional.; Vegetação rupícola em terreno plano. Afloramento rochoso de arenito.",NA,NA,"1994","Bahia","08","30","Palmeiras","-41.472222","-12.45","1090","Hind, DJN","1090","1996","11","-41.472222","-12.45",NA,NA,NA,NA,NA,NA,NA
"20","2019-10-09 11:10:31-03","UFBA","ALCB","033298","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Koanophyllon","adamantium","Koanophyllon adamantium","(Gardner) R.M.King & H.Rob.","Guedes, ML; Orlandi, RP; Stradmann, MTS; Poveda, A","PCD553","Southern America","Brasil","Chapada Diamantina, Morro do Pai Inácio, lado oposto da torre de repetição",NA,"escandente. Folhas simples. Inflorescência em capítulos. Raro.; Vegetação rupícola em terreno plano. Afloramento rochoso de arenito.",NA,NA,"1994","Bahia","08","30","Palmeiras","-41.472222","-12.45","1090","Hind, DJN","1090","1996","11","-41.472222","-12.45",NA,NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:10:31-03","UFBA","ALCB","033299","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Koanophyllon","adamantium","Koanophyllon adamantium","(Gardner) R.M.King & H.Rob.","Poveda, A; Orlandi, RP; Stradmann, MTS","PCD584","Southern America","Brasil","Chapada Diamantina, Morro do Pai Inácio, lado oposto da torre de repetição",NA,"1,00 m. Folhas simples, coriáceas, discolores. Inflorescência com flores creme. Ocasional.; Vegetação rupícola em terreno plano. Afloramento rochoso de arenito.",NA,NA,"1994","Bahia","08","30","Palmeiras","-41.472222","-12.45","1090","Hind, DJN","1090","1996","11","-41.472222","-12.45",NA,NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:10:31-03","UFBA","ALCB","033301","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Koanophyllon","adamantium","Koanophyllon adamantium","(Gardner) R.M.King & H.Rob.","Guedes, ML; Orlandi, RP; Stradmann, MTS; Poveda, A","PCD688","Southern America","Brasil","Chapada Diamantina, Serra da Chapadinha",NA,"1,00 m. Folhas simples, membranáceas, discolores. Inflorescência com flores creme. Ocasional.; Degraus rochosos com vegetação rupícola. Afloramento rochoso de arenito.",NA,NA,"1994","Bahia","08","31","Lençóis","-41.438889","-12.455556","900","Hind, DJN","900","1996","11","-41.438889","-12.455556",NA,NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:10:31-03","UFBA","ALCB","033302","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Koanophyllon","adamantium","Koanophyllon adamantium","(Gardner) R.M.King & H.Rob.","Guedes, ML; Giulietti, AM; Bautista, HP; Stam, G","PCD728","Southern America","Brasil","Chapada Diamantina, Morro do Pai Inácio",NA,"Subarbusto de ca de 0,80 m de altura. Folhas simples, discolores. Brácteas involucrais do capítulo verde-amarelado, flores creme. Ocasional.; campo rupestre. Degraus rochosos com vegetação rupícola. Afloramento rochoso de arenito.",NA,NA,"1994","Bahia","09","25","Palmeiras","-41.468056","-12.454722","885","Hind, DJN","885","1996","11","-41.468056","-12.454722",NA,NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:10:31-03","UFBA","ALCB","041134","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Koanophyllon","adamantium","Koanophyllon adamantium","(Gardner) R.M.King & H.Rob.","Giulietti, AM; Bautista, HP; Stam, G; Guedes, ML","PCD812","Southern America","Brasil","Chapada Diamantina, Morro do Pai Inácio",NA,"2,0 m, ereto. Inflorescência com brácteas involucrais amarelo-esverdeadas; flores perfumadas, corola e estilete alvos; anteras marrons. Frequente.; Margem do rio. Afloramento rochoso de arenito.",NA,NA,"1994","Bahia","09","26","Palmeiras","-41.468056","-12.454722","960","Hind, DJN","960","1996","11","-41.468056","-12.454722",NA,NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:10:31-03","UFBA","ALCB","106007","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Koanophyllon","adamantium","Koanophyllon adamantium","(Gardner) R.M.King & H.Rob.","Roque, N; Quaresma, AS; Franco, IM; Gonçalves, DJP","3070","Southern America","Brasil","Instituto Estadual de Floresta, Parque Estadual do Rio Preto, trilha para Vargem das Estrelas acima da Casa de Hóspede",NA,"ca. 3m alt. com ramos decumbentes, folhas concolores. Brácteas involucrais castanhas, corola creme.; borda de mata ciliar",NA,NA,"2011","Minas Gerais","06","24","São Gonçalo do Rio Preto","-43.377778","-18.127778","1015","Quaresma, AS","1015","2012","10","-43.377778","-18.127778",NA,NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:10:31-03","UFBA","ALCB","108375","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Koanophyllon","adamantium","Koanophyllon adamantium","(Gardner) R.M.King & H.Rob.","Quaresma, AS; Franco, IM; Goncalves, DJP; Roque, N","167","Southern America","Brasil","Parque Estadual do Rio Preto. Trilha para Vargem Estrela, acima da casa hospede",NA,"com ramos decumbentes. corola de rosea a lva, anteras castanhas.",NA,NA,"2011","Minas Gerais","06","24","São Gonçalo do Rio Preto","-43.377778","-18.128056","1015",NA,"1015",NA,NA,"-43.377778","-18.128056",NA,NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:10:31-03","UFBA","ALCB","135433","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Koanophyllon","adamantium","Koanophyllon adamantium","(Gardner) R.M.King & H.Rob.","Amorim, VO","367","Southern America","Brasil","Morro do Cobira.",NA,"Alt.: 1,8. Folha coriáceas, levemente discolor. Inflorescência em capítulo, brácteas involucrais verdes, flores alvas, ramos do estilete alvo. DNA: S. População: G.; Solo rochoso.","ALCB063895","ALCB063895","2015","Bahia","09","14","Mucugê","-41.313611","-12.963333","1101","Amorim, VO","1101","2015","09","-41.313611","-12.963333",NA,NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:10:31-03","UFBA","ALCB","135434","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Koanophyllon","adamantium","Koanophyllon adamantium","(Gardner) R.M.King & H.Rob.","Amorim, VO","396","Southern America","Brasil","Morro do Cobira.",NA,"Alt.: 1,50. Folha coriáceas, concolores. Inflorescência em capítulo, brácteas involucrais verdes, flores alvas e ramos do estilete alvo. DNA: S. População: G.; Solo pedregoso.","ALCB063896","ALCB063896","2015","Bahia","09","17","Mucugê","-41.377778","-13.084444","1348","Amorim, VO","1348","2015","09","-41.377778","-13.084444",NA,NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:10:31-03","UFBA","ALCB","81513","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Koanophyllon","adamantium","Koanophyllon adamantium","(Gardner) R.M.King & H.Rob.","Roque, N; Ferreira, SC; Alunos de Botânica III","s/n","Southern America","Brasil","Chapada Diamantina, Trilha para a Cachoeira das Andorinhas",NA,"até 0,8cm alt., folhas discolores. Brácteas involucrais verdes, flores creme.",NA,NA,"2006","Bahia","07","08","Mucugê","-41.345278","-13.001389","915","Roque, N; Liro, RM","915","2007","12","-41.345278","-13.001389",NA,NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:10:31-03","UFBA","ALCB","81513","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Koanophyllon","adamantium","Koanophyllon adamantium","(Gardner) R.M.King & H.Rob.","Roque, N; Ferreira, SC; Alunos de Botânica III","s/n","Southern America","Brasil","Chapada Diamantina, Parque Municipal de Mucugê, trilha para a Cachoeira das Andorinhas",NA,"até 0,8cm alt., folhas discolores. Brácteas involucrais verdes, flores creme.",NA,NA,"2006","Bahia","07","08","Mucugê","-41.345278","-13.001389","915","Roque, N; Liro, RM","915","2007","12","-41.345278","-13.001389",NA,NA,NA,NA,NA,NA,NA
"31","2019-10-09 11:10:31-03","UFBA","ALCB","81513","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Koanophyllon","adamantium","Koanophyllon adamantium","(Gardner) R.M.King & H.Rob.","Roque, N; Ferreira, SC; Alunos de Botânica III","s/n","Southern America","Brasil","Chapada Diamantina, Trilha para a Cachoeira das Andorinhas",NA,"até 0,8cm alt., folhas discolores. Brácteas involucrais verdes, flores creme.",NA,NA,"2006","Bahia","07","08","Mucugê","-41.345278","-13.001389","915","Roque, N; Lyro, RM","915","2007","12","-41.345278","-13.001389",NA,NA,NA,NA,NA,NA,NA
"32","2019-10-09 11:10:31-03","UFBA","ALCB","91963","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Koanophyllon","adamantium","Koanophyllon adamantium","(Gardner) R.M.King & H.Rob.","Guedes, ML; et al.","16234","Southern America","Brasil","Chapada Diamantina",NA,"densamente piloso. Folhas opostas, de base cuneada, velutina na base abaxial. Inflorescência terminal, paniculada, capítulos pedicelados, filárias em 2 séries., flores cremes.",NA,NA,"2007","Bahia","07","18","Mucugê","-41.366667","-13",NA,"Roque, N",NA,"2009","07","-41.366667","-13",NA,NA,NA,NA,NA,NA,NA
"33","2019-10-09 11:10:31-03","UFBA","ALCB","92087","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Koanophyllon","adamantium","Koanophyllon adamantium","(Gardner) R.M.King & H.Rob.","Abreu, IS","39","Southern America","Brasil","Chapada Diamantina, Caminho de Arapiranga para Ouro Verde, na área do Porco Gordo",NA,"ca. 1,6m, folhas discolores. Brácteas involucrais verdes, flores com corola e estiles alvos.",NA,NA,"2009","Bahia","09","22","Rio de Contas","-42.266667","-13.753056","1026","Guedes, ML; Roque, N; Abreu, IS","1026","2009","10","-42.266667","-13.753056",NA,NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:10:31-03","UFBA","ALCB","62704","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Koanophyllon","adamantium","Koanophyllon adamantium","(Gardner) R.M.King & H.Rob.","Ganev, W","2004","Southern America","Brasil","Chapada Diamantina, Capão da Mata de Zé do Amabica (Marques). Caminho Outeiro-Marques",NA,"Até 1,5 m Alt. Folhas verdes. Brácteas verde-claro. Flores alvas.; Com solo arenoso e nascente de Água.",NA,NA,"1993","Bahia","08","05","Rio do Pires","-42.366667","-13.766667","1100","Hind, DJN","1100","1996","11","-42.366667","-13.766667",NA,NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:10:31-03","UFBA","ALCB","97448","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Koanophyllon","adamantium","Koanophyllon adamantium","(Gardner) R.M.King & H.Rob.","Roque, N; Alves, M; Moura, L; Alunos de Botânica III","2960","Southern America","Brasil","Chapada Diamantina, Trilha para Cachoeira do Cardoso",NA,"ca. de 2m altura. Folhas discolores. Brácteas involucrais verdes, flores alvas.",NA,NA,"2010","Bahia","10","23","Mucugê","-41.3708000183105","-13.0052995681763",NA,"Alves, M; Moura, L",NA,"2010","12",NA,NA,"52493","auto",NA,NA,NA,NA,NA
"36","2019-10-09 11:10:31-03","UFBA","ALCB","127318","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Koanophyllon","adamantium","Koanophyllon adamantium","(Gardner) R.M.King & H.Rob.","Azevêdo-Gonçalves, CF","1305","Southern America","Brasil","Trilha do Pati, Gerais do Rio Preto.",NA,NA,"ALCB042786","ALCB042786","2013","Bahia","06","30","Palmeiras","-41.5588989257812","-12.5289001464844",NA,"Azevedo-Gonçalves, CF",NA,"2013","06",NA,NA,"20767","auto",NA,NA,NA,NA,NA
"37","2019-10-09 11:10:31-03","UFBA","ALCB","14555","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Koanophyllon","adamantium","Koanophyllon adamantium","(Gardner) R.M.King & H.Rob.","Ganev, W","1968","Southern America","Brasil","Chapada Diamantina, Garimpo das Almas (Cristal)",NA,"Delgado, até 2,7 m alt. Folhas verde-claro. Brácteas verde-claro. Flores alvas.; Com vegetação de encosta, beira do riacho.",NA,NA,"1993","Bahia","07","24","Rio do Pires","-42.483333","-13.9","1400","Hind, DJN","1400","1996","11","-42.483333","-13.9",NA,NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:10:31-03","UFBA","ALCB","62703","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Koanophyllon","adamantium","Koanophyllon adamantium","(Gardner) R.M.King & H.Rob.","Ganev, W","1981","Southern America","Brasil","Chapada Diamantina, Riacho da Forquilha",NA,"Até 1,5 m Alt. Folhas verdes. Pedúnculo, pedicelo e brácteas verde-claro. Flores alvas.; Vegetação com Campo Rupestre.",NA,NA,"1993","Bahia","07","25","Rio do Pires","-42.316667","-13.9","1500","Hind, DJN","1500","1996","11","-42.316667","-13.9",NA,NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:10:31-03","UFBA","ALCB","102639","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Koanophyllon","adamantium","Koanophyllon adamantium","(Gardner) R.M.King & H.Rob.","Moura, L; Borges, RL","145","Southern America","Brasil","Chapada Diamantina, Serra do Sincorá, Morro do Cruzeiro, atrás do Cemitério Bizantino",NA,"ca. 2m, folhas levemente discolores, brácteas involucrais verde amareladas, flores passadas. Pápus creme, aquênios negros.",NA,NA,"2011","Bahia","10","14","Mucugê","-41.3708000183105","-13.0052995681763",NA,"Quaresma, AS",NA,"2011","12",NA,NA,"52493","auto",NA,NA,NA,NA,NA
"40","2019-10-09 11:10:31-03","UFBA","ALCB","102635","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Koanophyllon","adamantium","Koanophyllon adamantium","(Gardner) R.M.King & H.Rob.","Moura, L; Borges, RL","137","Southern America","Brasil","Chapada Diamantina, Serra do Sincorá, Morro do Cruzeiro, atrás do Cemitério Bizantino",NA,"ca. 2m, folhas discolores, brácteas involucrais verde amareladas, pápus creme.",NA,NA,"2011","Bahia","10","14","Mucugê","-41.3708000183105","-13.0052995681763",NA,"Quaresma, AS",NA,"2011","12",NA,NA,"52493","auto",NA,NA,NA,NA,NA
"41","2019-10-09 11:10:31-03","UFBA","ALCB","97442","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Koanophyllon","adamantium","Koanophyllon adamantium","(Gardner) R.M.King & H.Rob.","Roque, N; Alves, M; Moura, L; Alunos de Botânica III","2954","Southern America","Brasil","Chapada Diamantina, Trilha para Cachoeira do Cardoso",NA,"ca de 1,5m altura. Brácteas involucrais verdes. Flores passadas castanhas, pápus creme.",NA,NA,"2010","Bahia","10","23","Mucugê","-41.3708000183105","-13.0052995681763",NA,"Alves, M; Moura, L",NA,"2010","12",NA,NA,"52493","auto",NA,NA,NA,NA,NA
"42","2019-10-09 11:10:31-03","UFBA","ALCB","127315","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Koanophyllon","adamantium","Koanophyllon adamantium","(Gardner) R.M.King & H.Rob.","Azevêdo-Gonçalves, CF","1285","Southern America","Brasil","Trilha do Pati, Gerais do Rio Preto",NA,NA,"ALCB042783","ALCB042783","2013","Bahia","06","30","Palmeiras","-41.5588989257812","-12.5289001464844",NA,"Azevedo-Gonçalves, CF",NA,"2013","06",NA,NA,"20767","auto",NA,NA,NA,NA,NA
