"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","typeStatus","infraspecificEpithet","county","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber"
"1737","2019-05-06 11:54:53-03","UFU","HUFU","28241","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Mendes, S.; Arruda, R. & Yamamoto, M.","226","2002","08","22",NA,"Brasil","Minas Gerais","Estação Ambiental Galheiro, EPDA - Galheiro, Estrada para Mata da Zilda.","-47.2928009033203","-19.3528003692627",NA,"Árvore, ca. 5,0 m. Cálice ferrugíneo, corola esverdeada, filetes verdes, anteras ferrugíneas.; Mata semidecídua.","HUFU00005378","HUFU00005378",NA,NA,NA,"Perdizes",NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1738","2019-05-06 11:54:53-03","UFU","HUFU","31248","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Mendes, S.; Oliveira, A.P.; Yamamoto, M. & Duarte, P.C.","426","2002","12","20",NA,"Brasil","Minas Gerais","Estação Ambiental Galheiro, EPDA - Galheiro, Gerônimo.","-47.2928009033203","-19.3528003692627",NA,"Árvore ca. de 2,5 m. Frutos amarelo-alaranjado deiscentes, sementes negras com elaissomo amarelo.; Cerrado.","HUFU00005375","HUFU00005375",NA,NA,NA,"Perdizes",NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1739","2019-05-06 11:54:53-03","UFU","HUFU","35535","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Hattori, E.K.O.; Amorim, E.H. & Fleury-Silva, H.R.","133","2003","12","05",NA,"Brasil","Minas Gerais","Estação Ambiental Galheiro, EPDA - Galheiro. Mata do Alaor.","-47.2928009033203","-19.3528003692627",NA,"Hemiparasita. Cálice verde, estames creme e anteras acastanhadas.; Mata.","HUFU00005379","HUFU00005379","Proença, C.",NA,NA,"Perdizes",NA,NA,NA,NA,"45889","auto","2004","12","09",NA,NA,NA,NA,NA
"1740","2019-05-06 11:54:53-03","UFU","HUFU","28305","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Amorim, E.H.; Mendes, S. & Marçal, O.","162","2002","09","19",NA,"Brasil","Minas Gerais","Estação Ambiental Galheiro, EPDA - Galheiro. Perdizes - Gerônimo","-47.2928009033203","-19.3528003692627",NA,"Árvore, ca. 2,5 m. Frutos imaturos esverdeados.","HUFU00005377","HUFU00005377",NA,NA,NA,"Perdizes",NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1741","2019-05-06 11:54:53-03","UFU","HUFU","27510","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Volpi, R.L.; Pacheco, R.A.; Fleury-Silva, H.R.; Nakajima, J.N. & Mendes, S.","26","2001","10","31",NA,"Brasil","Minas Gerais","Parque Municipal Victorio Siquierolli, Estrada da entrada.","-48.2771987915039","-18.9186000823975",NA,"Árvore 2 m. Corola branca, cálice verde-claro.; Final da borda do cerradão.","HUFU00005383","HUFU00005383","Fleury-Silva, H.R.",NA,NA,"Uberlândia",NA,NA,NA,NA,"58223","auto","2002","10","08",NA,NA,NA,NA,NA
"1742","2020-08-04 12:47:55-03","UFU","HUFU","4928","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Arantes, A.A.A.; Romero, R.","120","1993","11","30",NA,"Brasil","Minas Gerais","Reserva do Clube Caça e Peca Itororó","-48.2771987915039","-18.9186000823975",NA,"Arvoreta ca. de 1 m. Frutos maduros alaranjados.","HUFU00005384","HUFU00005384",NA,NA,NA,"Uberlândia",NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1743","2019-05-06 11:54:53-03","UFU","HUFU","54605","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Siqueira, A.S.; Cardoso, E.; Netto, C.R.B.; Silva-Neto, E.N.; Rodrigues, E.B.; et al.","1085","2008","08","25",NA,"Brasil","Goiás","Serra do Facão",NA,NA,NA,"Arbusto 1,5 m. Flores creme.","HUFU00005371","HUFU00005371",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1744","2019-05-06 11:54:53-03","UFU","HUFU","40725","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Vasques, J.B.","s.n.","2004","11","22",NA,"Brasil","Goiás","Parque Estadual Serra de Caldas Novas","-48.625","-17.74169921875",NA,"Arbustivo 2 m. Fruto deiscente de cor vermelha.; Cerrado sentido restrito.","HUFU00005382","HUFU00005382","Nakajima, J.N.",NA,NA,"Caldas Novas",NA,NA,NA,NA,"36612","auto","2005","03","03",NA,NA,NA,NA,NA
"1745","2019-05-06 11:54:53-03","UFU","HUFU","60614","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Siqueira, P.C.","118","2010","12",NA,NA,"Brasil","Goiás","Entorno do reservatório AHE Serra do Facão Energia","-47.9463996887207","-18.1658000946045",NA,"Arbusto.; Cerrado s. l.","HUFU00005370","HUFU00005370",NA,NA,NA,"Catalão",NA,NA,NA,NA,"94621","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1746","2019-05-06 11:54:53-03","UFU","HUFU","65365","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Pafume, A.; Velasco, D.; Vilela, D.; Vieira, M.; Fernandes, L.; Fernandes, J. & Oliveira, A.","1089","2012","11","29",NA,"Brasil","Minas Gerais","AHE Batalha","-46.874698638916","-17.2222003936768",NA,"Árvore.; Cerrado.","HUFU00004960","HUFU00004960",NA,NA,NA,"Paracatu",NA,NA,NA,NA,"72344","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1747","2019-05-06 11:54:53-03","UFU","HUFU","35515","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Hattori, E.K.O.; Amorim, E.H. & Fleury-Silva, H.R.","90","2003","12","05",NA,"Brasil","Minas Gerais","Estação Ambiental Galheiro, EPDA - Galheiro. Céu Cavalo.","-47.2928009033203","-19.3528003692627",NA,"Arvoreta ca. de 1,5 m. Frutos alaranjados.; Cerrado.","HUFU00005376","HUFU00005376",NA,NA,NA,"Perdizes",NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1748","2019-05-06 11:54:53-03","UFU","HUFU","28210","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Mendes, S.; Arruda, R. & Yamamoto, M.","194","2002","08","22",NA,"Brasil","Minas Gerais","Estação Ambiental Galheiro, EPDA - Galheiro, Estrada para Mata do Alaor.","-47.2928009033203","-19.3528003692627",NA,"Árvore, ca. 4,0 m. Cálice ferrugíneo, corola e filetes verdes, anteras ferrugíneas.; Cerrado denso.","HUFU00005372","HUFU00005372",NA,NA,NA,"Perdizes",NA,NA,NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1749","2019-05-06 11:54:53-03","UFU","HUFU","3375","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Barbosa, A.A.A.","s.n.","1988","11","11",NA,"Brasil","Minas Gerais","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,"HUFU00005380","HUFU00005380",NA,NA,NA,"Uberlândia",NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1750","2019-05-06 11:54:53-03","UFU","HUFU","586","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Araújo, G.M.","s.n.","1986","10","24",NA,"Brasil","Minas Gerais","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,"Cerrado.","HUFU00005381","HUFU00005381","Araújo, G.M.",NA,NA,"Uberlândia",NA,NA,NA,NA,"58223","auto","1986","10","23",NA,NA,NA,NA,NA
"1751","2019-05-06 11:54:53-03","UFU","HUFU","67159","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Deus, F.F.","s.n.","2012","08","17",NA,"Brasil","Minas Gerais","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,"Arbusto; Campo cerrado","HUFU00005373","HUFU00005373",NA,NA,NA,"Uberlândia",NA,NA,NA,NA,"58223","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1752","2019-05-06 11:54:53-03","UFU","HUFU","9669","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Guilherme, F.A.G.","99","1995","08","10",NA,"Brasil","Minas Gerais","Parque do Sabiá, Área alterada. Antigamente era cerrado s.s.","-48.2771987915039","-18.9186000823975",NA,"Árvore, ca. 3 m. Cálice marrom-esverdeado, pétalas amarelo-esverdeadas, estames esverdeados, estigma marrom.","HUFU00005374","HUFU00005374","Guilherme, F.A.G.",NA,NA,"Uberlândia",NA,NA,NA,NA,"58223","auto","1995","10","17",NA,NA,NA,NA,NA
"1753","2019-08-06 10:39:30-03","FMM","FMM","456","MachineObservation","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.",NA,NA,"2011","10","29",NA,"Brasil","Distrito Federal","Parque Ecológico Dom Bosco","-47.80725","-15.797658",NA,"Hábito: Árvore; Domínio Fitogeográfico: Cerrado; Vegetação: Cerrado (lato sensu)","FMM00456","FMM00456_v1 FMM00456_v2",NA,NA,NA,"Brasília",NA,NA,"47°48'26.10W","15°47'51.57S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1754","2019-08-06 10:39:30-03","FMM","FMM","458","MachineObservation","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.",NA,NA,"2010","07","31",NA,"Brasil","Distrito Federal","Parque Ecológico Dom Bosco","-47.80725","-15.797658",NA,"Hábito: Árvore; Domínio Fitogeográfico: Cerrado; Vegetação: Cerrado (lato sensu)","FMM00458","FMM00458_v",NA,NA,NA,"Brasília",NA,NA,"47°48'26.10W","15°47'51.57S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1755","2019-08-06 10:39:30-03","FMM","FMM","457","MachineObservation","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.",NA,NA,"2012","10","20",NA,"Brasil","Distrito Federal","Campus da Universidade de Brasília","-47.865642","-15.773819",NA,"Hábito: Árvore; Domínio Fitogeográfico: Cerrado; Vegetação: Cerrado (lato sensu)","FMM00457","FMM00457_v1 FMM00457_v2",NA,NA,NA,"Brasília",NA,NA,"47°51'56.31W","15°46'25.75S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1756","2019-08-06 10:39:30-03","FMM","FMM","509","MachineObservation","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.",NA,NA,"2013","12","01",NA,"Brasil","Distrito Federal","Parque Ecológico Dom Bosco","-47.80725","-15.797658",NA,"Hábito: Árvore; Domínio Fitogeográfico: Cerrado; Vegetação: Cerrado (lato sensu)","FMM00509","FMM00509_v",NA,NA,NA,"Brasília",NA,NA,"47°48'26.10W","15°47'51.57S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1757","2019-08-06 10:39:30-03","FMM","FMM","455","MachineObservation","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.",NA,NA,"2013","11","03",NA,"Brasil","Goiás","Parque Estadual dos Pirineus","-48.813317","-15.800092",NA,"Hábito: Árvore; Domínio Fitogeográfico: Cerrado; Vegetação: Cerrado (lato sensu)","FMM00455","FMM00455_v1 FMM00455_v2",NA,NA,NA,"Cocalzinho de Goiás",NA,NA,"48°48'47.94W","15°48'00.33S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1758","2018-07-20 21:34:30-03","UFMT","UFMT","30332","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Nave, A.G.; Dario, F.R.; Lopes, R.F.; Cameiro, P.H.M.","1255","1997","02","26",NA,"Brasil","Mato Grosso","Fazenda Morro da Laje.","-55.745","-15.326944",NA,"Arvore com 3m com fruto vermelho.; cerrado.",NA,NA,"Souza, J.P.",NA,NA,"Chapada dos Guimarães",NA,NA,"-55.745","-15.326944",NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA
"1759","2018-08-09 21:10:56-03","UFMT","UFMT","12673","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Macedo, M.; Godinho, R.; Lopes, P.","4550","1995","09","08",NA,"Brasil","Mato Grosso","Faz. Baía Funda margem do rio Guaporé.",NA,NA,NA,"árvore de 7 m, fruto capsula vermelha, semente arilada.; Mata ciliar, arenoso.",NA,NA,NA,NA,NA,"Vila Bela da Sma Trindade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1760","2018-07-20 21:34:30-03","UFMT","UFMT","39632","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Prado, A.L.; Galdino, L.P.; Eloino, N.A.","9153","2011","10","28",NA,"Brasil","Mato Grosso","Chapada do Albo (faz N. Conceição) a 30km da cidade na 2ª entrada para Manso.",NA,NA,NA,"Arbusto de 1,80m, flores creme.; cerrdo, solo argilo arenoso.",NA,NA,NA,NA,NA,"Nossa Senhora do Rosário",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1761","2018-11-21 20:31:06-02","UFMT","UFMT","2286","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Guarim Neto, G.","226","1979","11","15",NA,"Brasil","Mato Grosso","cerrado do morro Santo Antonio de Leverger.",NA,NA,NA,"Arbusto tortuoso, poucas folhas presentes. Frutos cor de abóbora, apiculados. sementes negras, ariladas na base, frutos deiscentes.; Morro santo Antonio de Leverger.",NA,NA,"Fovero, E.",NA,NA,"Santo Antônio de Leverger",NA,NA,NA,NA,NA,NA,"1984",NA,NA,NA,NA,NA,NA,NA
"1762","2018-07-20 21:34:29-03","UFMT","UFMT","11403","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Dubs, B.","1709","1994","08","24",NA,"Brasil","Mato Grosso","Road Currupira - Arenápolis, mun. Alto Paraguay.","-56.85","-14.95",NA,"Roadside secondary vegetation, tree 4 m high.",NA,NA,"Dubs, B.",NA,NA,"Arenápolis",NA,NA,"-56.85","-14.95",NA,NA,"1996",NA,NA,NA,NA,NA,NA,NA
"1763","2019-04-15 17:39:15-03","UFMT","UFMT","39277","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Lucena, I.C.; Carvalho, J.L.; Amorim Neto, L.","15","2009","09","30",NA,"Brasil","Mato Grosso","Mt, município de STO Antonio de Leverger. Fazenda Miranda.","-56.605","-16.1",NA,"arbóreo cerca de 2,3m, jovens pelos seríceos flor amarelada.; cerrado sensu stricto. solo arenoso-cascalho.",NA,NA,"Amorim Neto, L.; Lucena, I.C.",NA,NA,"Santo Antônio de Leverger",NA,NA,"-56.605","-16.1",NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA
"1764","2018-12-06 13:43:19-02","UFMT","UFMT","42915","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Campos, E.P.; Dalla Côrt, A.S.; Melgar, G.F.; Silveira, G.L.","s.n.","2012","11","28",NA,"Brasil","Mato Grosso","Campus Universitário de Rondonópolis UFMT","-54.578378","-16.465103",NA,"Árvore; Cerrado",NA,NA,NA,NA,NA,"Rondonópolis",NA,NA,"-54.578378","-16.465103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1765","2018-07-20 21:34:30-03","UFMT","UFMT","36699","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Ileana, F.M.","136","2005","11","12",NA,"Brasil","Porto Velho","Parque Natural.",NA,NA,NA,"Arborea, folha coriácea, legumes com sementes ariladas.; cerrado.",NA,NA,NA,NA,NA,"Rondônia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1766","2019-02-19 18:21:35-03","UFMT","UFMT","23511","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Guarim Neto, G.; Ferreira, H.; Morais, R.G.","4442","2000","07","19",NA,"Brasil","Mato Grosso","sitio de santo antonio aterrado.","-56.037167","-15.444167",NA,"PROJETO Flora medicinal do cerrado ( sitio antonio do aterrado, rod Cuibá- Manso).",NA,NA,NA,NA,NA,"Cuiabá",NA,NA,"-56.037167","-15.444167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1767","2019-10-30 09:27:48-03","UFMT","UFMT","2887","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Guarim Neto, G.; Amorim Neto, L.","648","1982","08","31",NA,"Brasil","Mato Grosso","Guia, cerrado",NA,NA,NA,"Arbustinhos de 2m, frutos elipsóides mat. de levantamento.; Mt, Guia.",NA,NA,"Fovero, E.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1984",NA,NA,NA,NA,NA,NA,NA
"1768","2018-07-20 21:34:30-03","UFMT","UFMT","30326","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Souza, V.C.; Souza, J.P.; Duarte, A.R.; Miyagi, P.H.","17311","1977","06","07",NA,"Brasil","Mato Grosso","estrada entre a fazenda Contagro e o assentamento do Incra.","-56.716667","-12.366667",NA,"Arvore ca 6m botões creme; Floresta ombrófila-floresta Estacional.",NA,NA,NA,NA,NA,"Tapurah",NA,NA,"-56.716667","-12.366667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1769","2019-04-15 17:39:15-03","UFMT","UFMT","39320","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Lucena, I.C.; Quintão, I.T.; Amorim Neto, L.","05","2009","09","18",NA,"Brasil","Mato Grosso","Mt, Municipio de Santo Antonio De Leverger fazenda Miranda","-56.605","-16.1",NA,"Arbóreo cerca de 2,3m, concolor, jovem pubescente. flor amarela&nf;; cerrado sensu stric solo arenoso-cascalho afloramneto rochoso (pedra ganga).",NA,NA,"Amorim Neto, L.; Lucena, I.C.",NA,NA,"Santo Antônio de Leverger",NA,NA,"-56.605","-16.1",NA,NA,"2010",NA,NA,NA,NA,NA,NA,NA
"1770","2018-07-20 21:34:30-03","UFMT","UFMT","30336","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","20178","1997","10","07",NA,"Brasil","Mato Grosso","estrada entre Riolandia e Marzagão.","-55.066667","-14.75",NA,"arvore 5m, frutos imaturos verdes.; savana arborizada ( carrado).",NA,NA,"Souza, V.C.",NA,NA,"Nova Brasilândia",NA,NA,"-55.066667","-14.75",NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA
"1771","2018-07-20 21:34:30-03","UFMT","UFMT","30337","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","20703","1997","10","10",NA,"Brasil","Mato Grosso","estrada nova brasilandia- planalto da serra, ca 20km, NE.","-54.816667","-14.866667",NA,"arbustos, ca 2,5 m; frutos imaturos verdes.; SAVANA ARBORIZADA ( CERRADO).",NA,NA,"Souza, V.C.",NA,NA,"Nova Brasilândia",NA,NA,"-54.816667","-14.866667",NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA
"1772","2019-04-15 17:39:15-03","UFMT","UFMT","2903","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Duarte, M.M.; Assumpção, S.","962","1978","11","05",NA,"Brasil","Mato Grosso","area de loteamento, estrada do pedregal.","-56.933333","-16.007222",NA,"Arbutos, flor amarela fruto marrom.; cerrado, terrestre, solo ariloso seco.",NA,NA,NA,NA,NA,"Cuiabá",NA,NA,"-56.933333","-16.007222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1773","2018-12-06 13:43:19-02","UFMT","UFMT","42914","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Campos, E.P.; Dalla Côrt, A.S.; Melgar, G.F.; Silveira, G.L.","s.n.","2012","08","28",NA,"Brasil","Mato Grosso","Campus Universitário de Rondonópolis UFMT","-54.578378","-16.465103",NA,"Árvore, flores pequenas, cálice e corola de cor verde, casca grossa, clara e com fissuras; Cerrado",NA,NA,NA,NA,NA,"Rondonópolis",NA,NA,"-54.578378","-16.465103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1774","2018-07-20 21:34:30-03","UFMT","UFMT","30331","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Árbocz, G.F.","4750","1997",NA,NA,NA,"Brasil","Mato Grosso",NA,"-50.9958000183105","-14.3971996307373",NA,NA,NA,NA,NA,NA,NA,"Cocalinho",NA,NA,NA,NA,"293587","auto",NA,NA,NA,NA,NA,NA,NA,NA
"1775","2018-07-20 21:34:29-03","UFMT","UFMT","22185","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Ferreira, M.M.; Silva, A.R.","7046","1899","07","07",NA,"Brasil","Mato Grosso","Mata Cavalo- N.S.Livramento.",NA,NA,NA,"Arvore Aproximadamente 5m, folhas composta, imparipenadas. flores aromáticas melífera amareladas.; Cerrado, Arenoso Pedregoso.",NA,NA,"Amorim Neto, L.",NA,NA,"Nossa Senhora do Rosário",NA,NA,NA,NA,NA,NA,"2007","09","19",NA,NA,NA,NA,NA
"1776","2019-08-05 17:47:35-03","UFMT","UFMT","18252","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Macedo, M.; Somavilla, N.; Silva, A.","5965","1997","08","29",NA,"Brasil","Mato Grosso","Faz.Nene Pires,alto Coité",NA,NA,NA,"FOLHAS COMPOSTA ALTERNAS, iNFLORESCENCIA COM FLORES AMARELAS.; solo arenoso.",NA,NA,"Amorim Neto, L.",NA,NA,"Poxoréu",NA,NA,NA,NA,NA,NA,"1998","09","24",NA,NA,NA,NA,NA
"1777","2018-07-17 19:03:35-03","UFMT","UFMT","42916","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Campos, E.P.; Dalla Côrt, A.S.; Nogueira, L.A.S.; Silveira, G.L.","s.n.","2012","10","30",NA,"Brasil","Mato Grosso","Campus Universitário de Rondonópolis UFMT","-54.578378","-16.465103",NA,"Árvore, fruto imaturo de cor verde, caule grosso, claro e com fissuras; Cerrado",NA,NA,NA,NA,NA,"Rondonópolis",NA,NA,"-54.578378","-16.465103",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1778","2020-04-17 17:41:28-03","UFMT","UFMT","12909","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Ecologia Vegetal Polo","1627","1987","09","16",NA,"Brasil","Mato Grosso","Serra das Araras, Est.Ecol.Serra Das Araras- Porto Estrela.",NA,NA,NA,"Arbusto, ca. 3,5m.Flores alvacentas.; Cerrado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1779","2018-07-20 21:34:30-03","UFMT","UFMT","30335","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","20109","1997","10","07",NA,"Brasil","Mato Grosso","savana arborizada, solo pedrogozo.","-54.966667","-14.733333",NA,"arvore, ca 4 m . frutos imaturos verdes, passando laranjados.; ca. 1 m NE de Riolandia (Frieira) em direção a planalto da serra.",NA,NA,"Souza, V.C.",NA,NA,"Nova Brasilândia",NA,NA,"-54.966667","-14.733333",NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA
"1780","2018-07-20 21:34:30-03","UFMT","UFMT","30333","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Souza, V.C.; Souza, J.P.; Mazine, F.F.; Romão, G.O.","20225","1997","10","07",NA,"Brasil","Mato Grosso","Distrito Nossa Senhora da Guia. Ca 75km, E de Rosario oes. Estrada entre Riolandia ( freira) e Marzagão.","-55.166667","-14.716667",NA,"Arvoreta, ca 4m botoes e frutos imaturos verdes.; cerrado, solo pedrogoso.",NA,NA,"Souza, V.C.",NA,NA,"Cuiabá",NA,NA,"-55.166667","-14.716667",NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA
"1781","2019-12-18 18:37:20-03","UFMT","UFMT","2884","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Oliveira-Filho, A.T.","071","1983","05","20",NA,"Brasil","Mato Grosso","Estrada Santo Antonio de Leverger",NA,NA,NA,"ARVORETA, ca 2m, flores alvas.; cerrado típico",NA,NA,"Fovero, E.",NA,NA,"Santo Antônio de Leverger",NA,NA,NA,NA,NA,NA,"1984",NA,NA,NA,NA,NA,NA,NA
"1782","2018-07-20 21:34:29-03","UFMT","UFMT","19350","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Ferreira, A.R.; Oliveira, D.; Costa, M.","23","1983","11","07",NA,"Brasil","Mato Grosso","Pirá, Serra da Borda- Campo prox Córrego 3.",NA,NA,NA,"Arbusto, folhas opostas,frutos imaturos vermelhados.; cerrado, pedregoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1783","2019-04-15 17:39:15-03","UFMT","UFMT","38875","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Amorim Neto, L.; Silva, R.R.; Soares, G.","s.n.",NA,NA,NA,NA,"Brasil","Mato Grosso","bacia do corrego São Francisco.","-57.619167","-14.614722",NA,"ARVORETA de 5m frutos imaturos amarelados e frutos madeuros vermelhos.&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;&nf;; solo arenoso.",NA,NA,NA,NA,NA,"Nova Marilândia",NA,NA,"-57.619167","-14.614722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1784","2018-08-09 21:10:56-03","UFMT","UFMT","30325","S","Plantae",NA,NA,"Connaraceae","Connarus","suberosus","Connarus suberosus","Planch.","Nave, A.G.; Dário, F.R.; Lopes, R.F.; Bertani, D.F.","1514","1997","07","12",NA,"Brasil","Mato Grosso","Estrada da fazenda Iracema, ao Rio Azul.","-55.030278","-11.688056",NA,"Arbóreo 25m com fruto maduro marrom.; Beira da estrada, antropizada por exploração madeira.",NA,NA,NA,NA,NA,"Cláudia",NA,NA,"-55.030278","-11.688056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
