"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","infraspecificEpithet","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"3296","2019-11-01 14:57:22-03","UnB","UB","258","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Anderson, WR; Stieber, M; et al.","36834","1972","03","08","Southern America","Brasil",NA,NA,"D2M#.; Arbusto 2m. Fruto amarela.; Cerrado campo sujo e brejo.",NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Plowman, TC","Bahia",NA,"Espigão Mestra 100 Km WSW de Barreiras",NA,NA,"750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3297","2019-11-01 14:57:22-03","UnB","UB","58","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Nascimento, EA; Catharina, B","68","1986","02","24","Southern America","Brasil",NA,NA,"D1,10M# Com frutos.; Erva 1,1m; Cerrado perturbado.",NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Amaral Júnior, A","Distrito Federal","Brasília","SQN 208","-45.883333","-15.75",NA,NA,NA,NA,NA,NA,"-45.883333","-15.75",NA,NA,NA,NA,NA,NA,NA,NA
"3298","2019-11-01 14:57:22-03","UnB","UB","26068","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Grando, RLSC; Proença, CEB; Turma de Botânica de Campo","17","2006","09","13","Southern America","Brasil",NA,NA,"Com frutos, sem exudação, frutos verdes pequenos.; Erva 0,7m. Fruto verde.; .",NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Grando, RLSC","Distrito Federal","Brasília","Campus da Universidade de Brasília, Centro Olímpico","-47.856111","-15.765833","1012","1012",NA,NA,NA,NA,"-47.856111","-15.765833",NA,NA,NA,NA,NA,NA,NA,NA
"3299","2019-11-01 14:57:22-03","UnB","UB","2906","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Ramos, PCM","30","1990","09","30","Southern America","Brasil",NA,NA,"Arbusto. Flor branca; Cerrado, junto a estrada do cristal d'água.",NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Ramos, PCM","Distrito Federal","Brasília","Parque Nacional de Brasília. Mata Barriguda. Próximo ao decantador","-47.933333","-15.883333","1020","1250",NA,NA,NA,NA,"-47.933333","-15.883333",NA,NA,NA,NA,NA,NA,NA,NA
"3300","2019-11-01 14:57:22-03","UnB","UB","2921","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Ramos, PCM","45","1990","09","30","Southern America","Brasil",NA,NA,"Flores caulinares, botões verde amarelados.; Arbusto 1m. Flor fl branca, bot verde amarelado; Cerrado.",NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Ramos, PCM","Distrito Federal","Brasília","Parque Nacional de Brasília. Bifurcação estrada Cristal d'água","-47.933333","-15.883333","1020","1250",NA,NA,NA,NA,"-47.933333","-15.883333",NA,NA,NA,NA,NA,NA,NA,NA
"3301","2019-11-01 14:57:22-03","UnB","UB","329","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Oliveira, E","1883","1962","05","14","Southern America","Brasil",NA,NA,"D1,5M#.; Árvore 1,5m. Flor branca; Campo.",NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Plowman, TC","Pará",NA,"Rio Tírios",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3302","2019-11-01 14:57:22-03","UnB","UB","38477","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Macedo, YA; Rocha, MP","41","2006","11","21","Southern America","Brasil",NA,NA,"Material testemunha do Projeto de IC de Yamara Alves Macedo: Variações na área específica foliar e concentração de nutrientes em espécies lenhosas da camada rasteira do cerrado .; Arbusto 1,6m. Fruto vermelho.; Cerrado sentido restrito. Solo: Solo",NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Proença, CEB; Macedo, YA","Distrito Federal","Brasília","Jardim Botânico de Brasília, Reserva Ecológica do IBGE","-47.8775","-15.973333",NA,NA,NA,NA,NA,NA,"-47.8775","-15.973333",NA,NA,NA,NA,NA,NA,NA,NA
"3303","2019-11-01 14:57:22-03","UnB","UB","4509","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Munhoz, CBR","211","1995","01","06","Southern America","Brasil",NA,NA,"Frutos imaturos com cálice persistente.; Arbusto 0,8m. Fruto verde.; Campo sujo perturbado com domínio de capim gordura. Solo: Poucas espécies de cerrado rebrotando.",NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Amaral Júnior, A","Distrito Federal","Brasília","Asa Norte em frente ao Cenargen/Embrapa","-47.9","-15.733333","1018","1018",NA,NA,NA,NA,"-47.9","-15.733333",NA,NA,NA,NA,NA,NA,NA,NA
"3304","2019-11-01 14:57:22-03","UnB","UB","8604","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Proença, CEB; Farias, R; Sato, MN; Oliveira, RC","2128","1999","11","30","Southern America","Brasil",NA,NA,"Cálice verde-claro; frutos amarelos, alaranjados e poucos vermelho-claros, opacos.; Arbusto 1,8m. Fruto vermelho.; Cerrado de encosta íngreme. Solo: Solo laterítico.",NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Sato, MN","Distrito Federal","Brasília","Parque Recreativo e Reserva Ecológica do Gama","-48.05","-16.033333",NA,NA,NA,NA,NA,NA,"-48.05","-16.033333",NA,NA,NA,NA,NA,NA,NA,NA
"3305","2019-11-01 14:57:22-03","UnB","UB","88885","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Fonseca, ML","5925",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Fonseca, ML","Goiás","Colinas do Sul","Colinas do Sul, APA Pouso Alto, próximo a Fazenda Santa Maria Madalena","-48.058028","-13.769972",NA,NA,NA,NA,NA,NA,"-48.058028","-13.769972",NA,NA,NA,NA,NA,NA,NA,NA
"3306","2019-11-01 14:57:22-03","UnB","UB","93968","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Soares-Silva, LH; Farias, R; Carvalho, JA","1278","2002","02","10","Southern America","Brasil",NA,NA,"Súber com cortiça, suberoso, amarelo, salmão alaranjado com fibras.&nf;OBS.: Nome popular de informante local.; Árvore 3m; .",NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Soares-Silva, LH","Goiás","Alto Paraíso de Goiás","Camping Portal da Chapada","-47.632833","-14.164667","1164","1164",NA,NA,NA,NA,"-47.632833","-14.164667",NA,NA,NA,NA,NA,NA,NA,NA
"3307","2019-11-01 14:57:22-03","UnB","UB","98669","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Ratter, JA","7579","1996","09",NA,"Southern America","Brasil",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Incógnito","Mato Grosso do Sul","Guia Lopes da Laguna","9 Km N de Guia Lopes da Laguna","-56.016667","-21.4",NA,NA,NA,NA,NA,NA,"-56.016667","-21.4",NA,NA,NA,NA,NA,NA,NA,NA
"3308","2019-11-01 14:57:22-03","UnB","UB","98672","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Costa, PLS","3",NA,NA,NA,"Southern America","Brasil",NA,NA,".",NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Proença, CEB","Distrito Federal","Brasília","Jardim Botânico de Brasília","-47.833333","-15.866667",NA,NA,NA,NA,NA,NA,"-47.833333","-15.866667",NA,NA,NA,NA,NA,NA,NA,NA
"3309","2019-11-01 14:57:22-03","UnB","UB","98673","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Macedo, M","2307","1989","08","17","Southern America","Brasil",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Incógnito","Mato Grosso","Livramento",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3310","2019-11-01 14:57:22-03","UnB","UB","98674","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Fonsêca, SG","1526","1968","10","14","Southern America","Brasil",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Amaral, A; Barbosa, AVG","Goiás",NA,"15 Km na estrada de Caiapônia para Jataí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3311","2019-11-01 14:57:22-03","UnB","UB","98675","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Ratter, JA","6991","1993","11",NA,"Southern America","Brasil",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Incógnito","Mato Grosso",NA,"12 Km de Rondonópolis","-54.616667","-16.483333",NA,NA,NA,NA,NA,NA,"-54.616667","-16.483333",NA,NA,NA,NA,NA,NA,NA,NA
"3312","2019-11-01 14:57:22-03","UnB","UB","98676","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Oliveira, G","33","1986","11",NA,"Southern America","Brasil",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Amaral, A; Barbosa, AVG","Goiás","Formosa","Formosa","-47.3344","-15.5372",NA,NA,NA,NA,NA,NA,"-47.3344","-15.5372",NA,NA,NA,NA,NA,NA,NA,NA
"3313","2019-11-01 14:57:22-03","UnB","UB","98677","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Haridasan, M","MH317","1983","08",NA,"Southern America","Brasil",NA,NA,".",NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Ribeiro","Distrito Federal","Planaltina","Centro de Pesquisa Agropecuária do Cerrado - EMBRAPA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3314","2019-11-01 14:57:22-03","UnB","UB","98678","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Fonsêca, SG","1076","1968","10",NA,"Southern America","Brasil",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Plowman, TC","Mato Grosso","Barra do Garças","Barra do Garças","-52.25","-15.883333",NA,NA,NA,NA,NA,NA,"-52.25","-15.883333",NA,NA,NA,NA,NA,NA,NA,NA
"3315","2019-11-01 14:57:22-03","UnB","UB","98682","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Filgueiras, TS","1767","1989","01","12","Southern America","Brasil",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Amaral, A; Barbosa, AVG","Goiás","Leopoldo de Bulhões","Leopoldo de Bulhões","-48.7436","-16.6192",NA,NA,NA,NA,NA,NA,"-48.7436","-16.6192",NA,NA,NA,NA,NA,NA,NA,NA
"3316","2019-11-01 14:57:22-03","UnB","UB","98684","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Rizzo, JA","2049","1968","09",NA,"Southern America","Brasil",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Amaral, A","Goiás","Goiânia","Goiânia","-49.2539","-16.6786",NA,NA,NA,NA,NA,NA,"-49.2539","-16.6786",NA,NA,NA,NA,NA,NA,NA,NA
"3317","2019-11-01 14:57:22-03","UnB","UB","98685","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Rizzo, JA","4523","1969",NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Amaral, A","Goiás","Serra Dourada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3318","2019-11-01 14:57:22-03","UnB","UB","98686","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Bianchi, C","s.n.arbust","1997","10","31","Southern America","Brasil",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Incógnito","Goiás","Mineiros","Mineiros","-52.5511","-17.5694",NA,NA,NA,NA,NA,NA,"-52.5511","-17.5694",NA,NA,NA,NA,NA,NA,NA,NA
"3319","2019-11-01 14:57:22-03","UnB","UB","98688","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Irwin, HS","32900","1971","03","21","Southern America","Brasil",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Amaral, A; Barbosa, AVG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3320","2019-11-01 14:57:22-03","UnB","UB","98702","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Eiten, G","8876","1968","09",NA,"Southern America","Brasil",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Costa-Lima, JL","Mato Grosso",NA,"1/2 Km W da Base Camp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3321","2019-11-01 14:57:22-03","UnB","UB","98707","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Fonseca, ML","3827","2002","11","27","Southern America","Brasil",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Costa-Lima, JL","Goiás","Pirenópolis","Pirenópolis","-48.849167","-15.802222",NA,NA,NA,NA,NA,NA,"-48.849167","-15.802222","2018","07","05",NA,NA,NA,NA,NA
"3322","2019-11-01 14:57:22-03","UnB","UB","98708","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Coradin, LC","1136",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Costa-Lima, JL","Goiás","Alvorada do Norte","Alvorada do Norte","-46.492246","-14.4808",NA,NA,NA,NA,NA,NA,"-46.492246","-14.4808","2018","07","05",NA,NA,NA,NA,NA
"3323","2019-11-01 14:57:22-03","UnB","UB","98788","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Santos, E","477","2000","08","31","Southern America","Brasil",NA,NA,"Flor branca; .",NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Incógnito","Distrito Federal","Brasília","Fazenda Água Limpa, Fazenda Água Limpa - Universidade de Brasília","-47.916667","-15.95",NA,NA,NA,NA,NA,NA,"-47.916667","-15.95",NA,NA,NA,NA,NA,NA,NA,NA
"3324","2019-11-01 14:57:22-03","UnB","UB","98789","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Ratter, JA","3735","1976","10","08","Southern America","Brasil",NA,NA,"Flor brancas; .",NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Amaral, A; Mendonça, JO","Distrito Federal","Brasília","Fazenda Água Limpa - Universidade de Brasília","-47.9","-15.933333",NA,NA,NA,NA,NA,NA,"-47.9","-15.933333",NA,NA,NA,NA,NA,NA,NA,NA
"3325","2019-11-01 14:57:22-03","UnB","UB","98791","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Gomes Júnior, JC","2467","1964","11","28","Southern America","Brasil",NA,NA,"Fruto amarelos.; .",NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Amaral, A; Mendonça, JO","Distrito Federal","Gama","Parque Municipal do Gama","-48.05","-16.033333",NA,NA,NA,NA,NA,NA,"-48.05","-16.033333",NA,NA,NA,NA,NA,NA,NA,NA
"3326","2019-11-01 14:57:22-03","UnB","UB","98792","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Kirkbride Junior, JH","4516","1981","10","26","Southern America","Brasil",NA,NA,"Flor rosea esverdeada; .",NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Amaral, A; Mendonça, JO","Distrito Federal","Brasília","Córrego Açude","-47.466667","-15.65",NA,NA,NA,NA,NA,NA,"-47.466667","-15.65",NA,NA,NA,NA,NA,NA,NA,NA
"3327","2019-11-01 14:57:22-03","UnB","UB","98793","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Grandi, TSM","7","1980","07","29","Southern America","Brasil",NA,NA,"Flor cremes; .",NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Amaral, A; Mendonça, JO","Distrito Federal","Brasília","Chapada da Contagem","-48.033333","-15.55",NA,NA,NA,NA,NA,NA,"-48.033333","-15.55",NA,NA,NA,NA,NA,NA,NA,NA
"3328","2019-11-01 14:57:22-03","UnB","UB","98794","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Barros, M","983","1985","06","02","Southern America","Brasil",NA,NA,"Flor alva; .",NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Amaral, A; Mendonça, JO","Distrito Federal","Brasília","Fazenda Água Limpa - Universidade de Brasília","-47.9","-15.95",NA,NA,NA,NA,NA,NA,"-47.9","-15.95",NA,NA,NA,NA,NA,NA,NA,NA
"3329","2019-11-01 14:57:22-03","UnB","UB","98796","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Lopes, L","10","2003","11","13","Southern America","Brasil",NA,NA,"Fruto vermelhos.; .",NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Proença, CEB","Distrito Federal","Planaltina","Águas Emendadas","-47.55","-15.533333",NA,NA,NA,NA,NA,NA,"-47.55","-15.533333",NA,NA,NA,NA,NA,NA,NA,NA
"3330","2019-11-01 14:57:22-03","UnB","UB","98798","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Melo, JPF","s.n.amarel","1986","10","27","Southern America","Brasil",NA,NA,"Flor amarela; .",NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Amaral, A; Barbosa, AVG","Distrito Federal","Sobradinho","DF-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3331","2019-11-01 14:57:22-03","UnB","UB","98799","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","César, HL","490","1980","05","07","Southern America","Brasil",NA,NA,".",NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Amaral, A; Barbosa, AVG","Distrito Federal","Brasília","Fazenda Água Limpa - Universidade de Brasília","-47.933333","-15.95",NA,NA,NA,NA,NA,NA,"-47.933333","-15.95",NA,NA,NA,NA,NA,NA,NA,NA
"3332","2019-11-01 14:57:22-03","UnB","UB","98800","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Haridasan, M","NH418","1983","12","12","Southern America","Brasil",NA,NA,".",NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Amaral, A; Barbosa, AVG","Distrito Federal","Brasília","Fazenda Água Limpa - Universidade de Brasília","-47.933333","-15.95",NA,NA,NA,NA,NA,NA,"-47.933333","-15.95",NA,NA,NA,NA,NA,NA,NA,NA
"3333","2019-11-01 14:57:22-03","UnB","UB","98802","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Gottsberger, GK","13-220998","1998","09","22","Southern America","Brasil",NA,NA,"Flor brancas; .",NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Amaral, A; Mendonça, JO","Distrito Federal","Brasília","Águas Emendadas","-47.583333","-15.583333",NA,NA,NA,NA,NA,NA,"-47.583333","-15.583333",NA,NA,NA,NA,NA,NA,NA,NA
"3334","2019-11-01 14:57:22-03","UnB","UB","98803","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Pereira, BAS","45","1981","09","12","Southern America","Brasil",NA,NA,"Flor amarelas; .",NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Amaral, A; Mendonça, JO","Distrito Federal","Brasília","Fazenda Água Limpa, Fazenda Água Limpa - Universidade de Brasília","-47.916667","-15.95",NA,NA,NA,NA,NA,NA,"-47.916667","-15.95",NA,NA,NA,NA,NA,NA,NA,NA
"3335","2019-11-01 14:57:22-03","UnB","UB","98805","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Albuquerque, JM","509","1980","07","20","Southern America","Brasil",NA,NA,"Flor amarelas; .",NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Amaral, A; Mendonça, JO","Distrito Federal","Brasília","Chapada da Contagem","-48.033333","-15.55",NA,NA,NA,NA,NA,NA,"-48.033333","-15.55",NA,NA,NA,NA,NA,NA,NA,NA
"3336","2019-11-01 14:57:22-03","UnB","UB","98806","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Dantas, IC","9","1980","08","05","Southern America","Brasil",NA,NA,"Flor amarelo-parda; .",NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Amaral, A; Mendonça, JO","Distrito Federal","Brasília","Chapada da Contagem","-47.966667","-15.616667",NA,NA,NA,NA,NA,NA,"-47.966667","-15.616667",NA,NA,NA,NA,NA,NA,NA,NA
"3337","2019-11-01 14:57:22-03","UnB","UB","98807","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Bernd, RB","5","1980","09","03","Southern America","Brasil",NA,NA,"Flor amarelo-limão; .",NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Amaral, A; Mendonça, JO","Distrito Federal","Brasília","Fazenda Água Limpa - Universidade de Brasília","-47.9","-15.95",NA,NA,NA,NA,NA,NA,"-47.9","-15.95",NA,NA,NA,NA,NA,NA,NA,NA
"3338","2019-11-01 14:57:22-03","UnB","UB","98809","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Proença, CEB","284B","1982","11","22","Southern America","Brasil",NA,NA,"Fruto vermelhos, amarelos.; .",NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Amaral, A; Mendonça, JO","Distrito Federal","Brasília","DF-20","-48.2","-16.016667",NA,NA,NA,NA,NA,NA,"-48.2","-16.016667",NA,NA,NA,NA,NA,NA,NA,NA
"3339","2019-11-01 14:57:22-03","UnB","UB","98808","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Silva, FC","434","1980","08","05","Southern America","Brasil",NA,NA,".",NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Amaral, A; Mendonça, JO","Distrito Federal","Brasília","Chapada da Contagem","-48","-15",NA,NA,NA,NA,NA,NA,"-48","-15",NA,NA,NA,NA,NA,NA,NA,NA
"3340","2019-11-01 14:57:22-03","UnB","UB","98811","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Munhoz, CBR","211","1995","01","06","Southern America","Brasil",NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Amaral, A; Barbosa, AVG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3341","2019-11-01 14:57:22-03","UnB","UB","98801","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Barros, M","982","1985","06","02","Southern America","Brasil",NA,NA,"Flor branca; .",NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Amaral Júnior, A","Distrito Federal","Brasília","Fazenda Água Limpa - Universidade de Brasília","-48.9","-15.95",NA,NA,NA,NA,NA,NA,"-48.9","-15.95",NA,NA,NA,NA,NA,NA,NA,NA
"3342","2019-11-01 14:57:22-03","UnB","UB","98813","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Haridasan, M","MH53","1981","09","08","Southern America","Brasil",NA,NA,".",NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Amaral, A; Barbosa, AVG","Distrito Federal","Brasília","Fazenda Água Limpa, Fazenda Água Limpa - Universidade de Brasília","-47.916667","-15.95",NA,NA,NA,NA,NA,NA,"-47.916667","-15.95",NA,NA,NA,NA,NA,NA,NA,NA
"3343","2019-11-01 14:57:22-03","UnB","UB","98804","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Silva, GP","2017","1993","10","10","Southern America","Brasil",NA,NA,"Flor amarela; .",NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Amaral, A; Mendonça, JO","Distrito Federal","Guará","Reserva Ecológica do Guará","-47.966667","-15.8",NA,NA,NA,NA,NA,NA,"-47.966667","-15.8",NA,NA,NA,NA,NA,NA,NA,NA
"3344","2019-11-01 14:57:22-03","UnB","UB","98816","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Mendonça, RC","5142","2002","09","30","Southern America","Brasil",NA,NA,"Flor amarelados; .",NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Mendonça, RC","Distrito Federal","Brasília","MSPW - 26","-47.955222","-15.905417",NA,NA,NA,NA,NA,NA,"-47.955222","-15.905417",NA,NA,NA,NA,NA,NA,NA,NA
"3345","2019-11-01 14:57:22-03","UnB","UB","98817","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","suberosum","Erythroxylum suberosum","Mendonça, RC","5083","2002","09","25","Southern America","Brasil",NA,NA,"Flor flor branca,botão verde claro; .",NA,NA,"Dicotyledoneae",NA,"A.St.-Hil.","Alvarenga, D","Distrito Federal","Brasília","Fazenda Água Limpa - Universidade de Brasília","-47.955306","-15.970694",NA,NA,NA,NA,NA,NA,"-47.955306","-15.970694",NA,NA,NA,NA,NA,NA,NA,NA
