"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","recordNumber","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","relationshipType","individualCount","fieldNumber","infraspecificEpithet","previousCatalogNumber"
"178","2020-10-14 10:06:23-03","FURB","FURB","30167","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Sobral, M","2010","08","15","Vieira, F.C.S.; Carvalho, R.J. de; Pellens, G.C. & Tomporowisky, H.","2010","05","14","Brasil","Santa Catarina","Massaranduba","Serra do Jacú.","-49.05","-26.55","-49.0500000","-26.5500000","638","638","Florística IFFSC 909 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbustiva;","FURB42970","2195","FURB42970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2020-10-14 10:06:23-03","FURB","FURB","30170","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Sobral, M","2010","08","15","Stival-Santos, A.; Meyer, D. & Silveira, S.","2010","04","20","Brasil","Santa Catarina","Major Gercino",NA,"-49.14","-27.4497222","-49.1400000","-27.4497222","708","708","Florística IFFSC 385 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbustiva; Fruto verde;","FURB42968","2523","FURB42968",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2020-10-14 10:06:23-03","FURB","FURB","30173","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Sobral, M","2010","08","15","Dreveck, S.","2010","05","04","Brasil","Santa Catarina","Doutor Pedrinho","Ribeirão Rigo.","-49.4997222","-26.73","-49.4997222","-26.7300000","600","600","Florística IFFSC 802 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbustiva; Fruto verde;","FURB42969","2152","FURB42969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2020-10-14 10:06:23-03","FURB","FURB","33862","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Dreveck, S","2010","10","09","Dreveck, S.; Verdi, M.","2010","10","09","Brasil","Santa Catarina","São Bento do Sul","Rio Mandioca - Apa do Rio Vermelho/Humbold.","-49.39","-26.3416666","-49.3900000","-26.3416666","838","838","Plano de Manejo APA do Rio Vermelho/Humbold Habitat: Floresta Ombrófila Mista; Estágio Médio; brejo Habito: arbustiva; Fruto verde;","FURB42966","2456","FURB42966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2020-10-14 10:06:23-03","FURB","FURB","45646","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Oliveira, AA de","2015","02","05","Oliveira, A.A. de","2015","02","05","Brasil","Santa Catarina","Leoberto Leal","Rio do Meio.","-49.3166667","-27.5375","-49.3166667","-27.5375000","847","847","Regeneração IFFSC 345 /N/133","FURB42961","1067","FURB42961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2020-10-14 10:06:23-03","FURB","FURB","46335","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Brotto, M.L.","2020","06","15","Schwirkowski, P.","2014","04","12","Brasil","Santa Catarina","São Bento do Sul","Parque Vinte e Três de Setembro, trilha.","-49.2572222","-26.2755556","-49.2572222","-26.2755556",NA,NA,NA,"FURB42852","294","FURB42852",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2020-10-14 10:06:23-03","FURB","FURB","57355","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Farias, D.M.","2018","03","08","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Silva, D.A.","2018","02","25","Brasil","Santa Catarina","Apiúna",NA,"-49.32","-27.0897222","-49.3200000","-27.0897222","370","370","flor creme Habitat: interior da unidade amostral Habito: arbusto","FURB57355","2188","FURB57355",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2019-11-08 08:56:15-03","FURB","FURB","60406","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Farias, D.M.","2018","09","24","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","07","28","Brasil","Santa Catarina","Angelina",NA,"-48.96","-27.54","-48.9600000","-27.5400000",NA,NA,"fruto imaturo Habitat: interior da unidade amostral Habito: arbusto","FURB60406","3172","FURB60406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2020-10-14 10:06:23-03","FURB","FURB","60505","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Kassner-Filho, A.","2018","08","11","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","2018","08","11","Brasil","Santa Catarina","Armazém",NA,"-48.9594444","-28.2625","-48.9594444","-28.2625000",NA,NA,"fruto imaturo Habitat: interior da unidade amostral Habito: arbusto","FURB60505","3242","FURB60505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2020-10-14 10:06:23-03","FURB","FURB","1525","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Oliveira, AA de","2010","04","12","Sevegnani, L.","1997","12","13","Brasil","Santa Catarina","Blumenau","Ribeirão Cego - Velha Grande.","-49.0661010742188","-26.9193992614746",NA,NA,NA,NA,NA,"FURB42960",NA,"FURB42960",NA,NA,NA,NA,"34291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"188","2014-10-14 15:56:49-03","BS","M","M-0112987","S","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Sellow, F.",NA,NA,NA,"Brasil",NA,NA,"Brasilia.",NA,NA,NA,NA,NA,NA,NA,"M0112987",NA,NA,"Magnoliophyta","Malpighiales",NA,NA,NA,NA,"Magnoliopsida","NOTATYPE",NA,NA,NA,NA,NA,NA
"189","2019-07-05 19:08:49-03","UFES","VIES","42423","S","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Nepomuceno, A.; Melo, B.N.; Nichio, R.; Mendes, B.S.; Alves, V.","2018","11","28","Brasil","Espírito Santo","Conceição da Barra","Trilha da Lagoa Seca. Flona do Rio Preto","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,NA,"VIES042423","552","VIES042423",NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA,NA
"190","2019-07-05 19:08:49-03","UFES","VIES","42554","S","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Nepomuceno, A.; Nicchio, R.; Miranda, V.S.; Sossai, B.G.; Mendes, B.; Dias, L.F.D.; Alves-Araújo, A.","2019","02","20","Brasil","Espírito Santo","Conceição da Barra","Trilha do Paliteiro (interior). Flona do Rio Preto","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,NA,"VIES042554","722","VIES042554",NA,NA,NA,NA,"41644","auto",NA,NA,NA,NA,NA,NA,NA,NA
"191","2019-09-27 18:06:22-03","UFES","VIES","39306","S","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","A. Nepomuceno","2018","12","21","Julkoski, D.","2014","10","31","Brasil","Espírito Santo","Domingos Martins",NA,"-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,"VIES039306","61","VIES039306",NA,NA,NA,NA,"48150","auto",NA,NA,NA,NA,NA,NA,NA,NA
"192","2020-04-27 16:11:34-03","UFES","VIES","3363","S","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Marquete, R.","2014","08",NA,"Pereira, O.J.; Thomaz, L.D.","1989","05","19","Brasil","Espírito Santo","Vila Velha",NA,"-40.2924995422363","-20.3297004699707",NA,NA,NA,NA,NA,"VIES003363","1997","VIES003363",NA,NA,NA,NA,"27156","auto",NA,NA,NA,NA,NA,NA,NA,NA
"193","2019-08-16 08:41:03-03","UTFPR","HCF","20300","S","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","M. Sobral","2010","08","15","A. Stival-Santos","2010","04","24","Brasil","SC","Angelina","Barra Clara","-49.14","-27.54","49°08'24 W","27°32'24 S","630","630","Floresta Ombrófila Densa; Estádio médio de regeneração; Interior do fragmento; arvoreta. Fruto verde.",NA,"2567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2020-06-29 09:32:05-03","UFRRJ","RBR","17820","S","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"F.C. Nettesheim","2002","05","16","Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Praça Sebastion Paul.","-44.040599822998","-22.9596996307373",NA,NA,NA,NA,NA,"RBR00017820","82",NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA,NA,NA,NA
"195","2021-03-21 19:38:43-03","UFC","EAC","5218","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Nepomuceno, F.A.A.","2017","07","05","Nunes, E.; Martins, P.; Farias, J.A.","1979","01","19","Brasil","Ceará","Fortaleza","Mata secundária na base do morro Carurú, terreno brocado na borda da mata, solo arenoso.","-38.543098449707","-3.71722006797791",NA,NA,NA,NA,"Arvoreta, abundante.","EAC0005218","EAC5218",NA,"Dicotyledon",NA,"Southern America",NA,"19924","auto",NA,NA,NA,NA,NA,NA,NA,NA
"196","2021-03-21 19:38:43-03","UFC","EAC","1804","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Nepomuceno, F.A.A.","2017","07","05","Fernandes, A.","1958","04","19","Brasil","Ceará","Fortaleza","Campo da Escola de Agronomia do Ceará","-38.543098449707","-3.71722006797791",NA,NA,NA,NA,"Arbusto.","EAC0001804","EAC1804",NA,"Dicotyledon",NA,"Southern America",NA,"19924","auto",NA,NA,NA,NA,NA,NA,NA,NA
"197","2021-03-21 19:38:43-03","UFC","EAC","5200","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Nepomuceno, F.A.A.","2017","07","05","Matos, F.J.A.","1979","01","03","Brasil","Ceará","Fortaleza","perto de Messejana","-38.543098449707","-3.71722006797791",NA,NA,NA,NA,"Arbusto.; Tabuleiro litorâneo","EAC0005200","s.n.",NA,"Dicotyledon",NA,"Southern America",NA,"19924","auto",NA,NA,NA,NA,NA,NA,NA,NA
"198","2021-03-21 19:38:43-03","UFC","EAC","29410","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Nepomuceno, F.A.A.","2017","07","05","Castro, A.S.F.","2000","03","06","Brasil","Ceará","Monsenhor Tabosa","Serra Branca, Serra das Matas","-40.0633010864258","-4.7894401550293",NA,NA,NA,NA,"Arbusto.; Mata seca","EAC0029410","796",NA,"Dicotyledon",NA,"Southern America",NA,"43074","auto",NA,NA,NA,NA,NA,NA,NA,NA
"199","2021-03-21 19:38:43-03","UFC","EAC","30701","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Nepomuceno, F.A.A.","2017","07","05","Matos, M.R.R.","2001","01","08","Brasil","Piauí","Teresina","Parque Ambiental do Mocambinho","-42.8018989562988","-5.08916997909546",NA,NA,NA,NA,"Arbusto, caule lenhoso, folha membranácea, fruto verde (imaturo) e roxo (maduro).; Cerrado","EAC0030701","34",NA,"Dicotyledon",NA,"Southern America",NA,"56344","auto",NA,NA,NA,NA,NA,NA,NA,NA
"200","2021-03-21 19:38:43-03","UFC","EAC","30676","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Nepomuceno, F.A.A.","2017","07","05","Matos, M.R.R.; Maia, J.M.; Conceição, G.M.","2000","11","18","Brasil","Piauí","Teresina","Parque Ambiental do Mocambinho","-42.8018989562988","-5.08916997909546",NA,NA,NA,NA,"Arbusto em plena floração, caule lenhoso com espinhos, folha membranácea, flor clara pequena.; Cerrado.","EAC0030676","7",NA,"Dicotyledon",NA,"Southern America",NA,"56344","auto",NA,NA,NA,NA,NA,NA,NA,NA
"201","2020-12-21 16:44:20-03","MBM","MBM","415189","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Völtz, R.R.","2018","11","26","Völtz, R.R.; Santos, G.H.; Santos, G.H.","2014","08","24","Brazil","Paraná","Campina Grande do Sul","Trilha para o morro Camapuã","-48.863056","-25.261389","-48.863056","-25.261389","1375","1375","Arvoreta 3 m alt.; flores verde-amareladas; interior de Floresta Ombrófila Densa Altomontana.; Floresta Ombrófila Densa Altomontana.","MBM415189","1970","MBM415189",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2020-12-21 16:28:51-03","MBM","MBM","131442","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Santos, T.S. dos","1989","04","26","Brazil","Bahia","Ilhéus","Área do CEPEC","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,"MBM131442","4509","MBM131442",NA,NA,"Southern America",NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA
"203","2020-12-21 16:28:51-03","MBM","MBM","150706","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Santos, T.S. dos",NA,NA,NA,"Santana, S.C. de; et al.; et al.","1992","02","06","Brazil","Bahia","Ilhéus","Área do CEPEC","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,"MBM150706","177","MBM150706",NA,NA,"Southern America",NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA
"204","2020-12-21 16:28:51-03","MBM","MBM","7281","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Sleumer, H.",NA,NA,NA,"Hatschbach, G.","1968","02","14","Brazil","Paraná","Paranaguá","Picadão Cambará, Colônia Limeira","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,"MBM007281","18609","MBM007281",NA,NA,"Southern America",NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA
"205","2020-12-21 16:28:51-03","MBM","MBM","150705","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Barroso, G.M.",NA,NA,NA,"Hage, J.L.","1981","11","25","Brazil","Bahia","Ilhéus","Fazenda Santa Luzia","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,"MBM150705","1533","MBM150705",NA,NA,"Southern America",NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA
"206","2020-12-21 16:44:20-03","MBM","MBM","410184","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Marquete, R.","2015",NA,NA,"Souza, P.F.","2014","09","30","Brazil","Paraíba","Lagoa","Assentamento Santa Mônica.","-37.937472","-6.618417","-37.937472","-6.618417","600","600","Árvore ca. 5 m de alt., com folhas membranáceas, flores creme-amarelada visitada por insetos.; Caatinga arbórea, solo areno-argiloso.","MBM410184","136","MBM410184",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2020-12-21 16:44:20-03","MBM","MBM","410311","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Brotto, M.L.","2020","06","15","Uller, H.F.; Klitzke, A.R.; Klitzke, A.R.","2015","01","27","Brazil","Santa Catarina","Guaramirim","Morro da Antena","-49.041944","-26.531944","-49.041944","-26.531944",NA,NA,"Arbórea; fruto verde; Beira de ribeirão; sob incidência solar direta","MBM410311","s.n.","MBM410311",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2020-12-21 16:28:51-03","MBM","MBM","3973","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Sleumer, H.",NA,NA,NA,"Hatschbach, G.","1967","05","21","Brazil","Paraná","Campina Grande do Sul","Caminho ao Cerro Verde","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM003973","16463","MBM003973",NA,NA,"Southern America",NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA
"209","2020-12-21 16:28:51-03","MBM","MBM","3963","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Ribas, O.S.",NA,NA,NA,"Hatschbach, G.","1967","04","08","Brazil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,NA,"MBM003963","16264","MBM003963",NA,NA,"Southern America",NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA
"210","2020-12-21 16:44:20-03","MBM","MBM","392106","PreservedSpecimen","Plantae","Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Brotto, M.L.","2020","06","15","Schwirkowski, P.","2014","04","12","Brazil","Santa Catarina","São Bento do Sul","Parque Vinte e Três de Setembro, trilha","-49.3786010742188","-26.2502994537354",NA,NA,NA,NA,"Árvore de 4m de altura.","MBM392106","294","MBM392106",NA,NA,"Southern America",NA,"23090","auto",NA,NA,NA,NA,NA,NA,NA,NA
"211","2020-12-21 16:28:51-03","MBM","MBM","38046","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Sleumer, H.",NA,NA,NA,"Hatschbach, G.","1949","05","01","Brazil","Paraná","Piraquara","Rio do Corvo, região alta","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"MBM038046","1396","MBM038046",NA,NA,"Southern America",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"212","2020-12-21 16:28:51-03","MBM","MBM","38048","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Sleumer, H.",NA,NA,NA,"Lindeman, J.; Haas, H.; Haas, H.","1957","06","15","Brazil","Santa Catarina","Vidal Ramos","Sabia","-49.3558006286621","-27.3918991088867",NA,NA,NA,NA,NA,"MBM038048","4364","MBM038048",NA,NA,"Southern America",NA,"21797","auto",NA,NA,NA,NA,NA,NA,NA,NA
"213","2020-12-21 16:28:51-03","MBM","MBM","196444","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","salzmannii","Xylosma salzmannii","(Clos.) Eichl.","Dombrowski, L.T.",NA,NA,NA,"Dombrowski, L.T.","1978","10","09","Brazil","Paraná","Piraquara","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"MBM196444","9844",NA,NA,NA,"Southern America",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"214","2020-12-21 16:28:51-03","MBM","MBM","196444","PreservedSpecimen","Plantae","Flacourtiaceae","Xylosma","salzmannii","Xylosma salzmannii","(Clos.) Eichl.","Dombrowski, L.T.",NA,NA,NA,"Dombrowski, L.T.","1978","10","09","Brazil","Paraná","Piraquara","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,NA,NA,NA,"MBM196444","9844",NA,NA,NA,"Southern America",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"215","2015-09-05 06:38:30-03","MNHN","RECOLNAT_MNHN_P","P04734577","PreservedSpecimen",NA,"Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Salzmann",NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04734577' target='other'> <mi>dwc_moreinfo</mi></a>","P04734577",NA,"P04734577_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2015-09-05 06:38:30-03","MNHN","RECOLNAT_MNHN_P","P04734578","PreservedSpecimen",NA,"Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Salzmann",NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,"donné par ses enfants en 1910 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04734578' target='other'> <mi>dwc_moreinfo</mi></a>","P04734578",NA,"P04734578_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2015-09-05 06:38:30-03","MNHN","RECOLNAT_MNHN_P","P04734579","PreservedSpecimen",NA,"Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Salzmann",NA,NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04734579' target='other'> <mi>dwc_moreinfo</mi></a>","P04734579",NA,"P04734579_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2015-09-05 12:34:40-03","MNHN","RECOLNAT_MNHN_P","P06137450","PreservedSpecimen",NA,"Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Santos, A.|Scabbia, R.J.A.|Costa, P.O.|Yang, A.M.K.","2008","9","11","Brasil","São Paulo","Santo André","Santo André; SP; Parque Andreense, Rua Felipe dos Santos","-46.475","-23.75556",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06137450' target='other'> <mi>dwc_moreinfo</mi></a>","P06137450",NA,"P06137450_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,"41",NA,NA
"219","2018-06-26 10:35:59-03","MNHN","RECOLNAT_MNHN_P","P02442210","PreservedSpecimen",NA,"Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Sleumer",NA,NA,NA,"Blanchet, J.S.|Salzmann, P.","1845",NA,NA,"Brésil",NA,NA,"In provincia Bahia : Jacobina",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02442210' target='other'> <mi>dwc_moreinfo</mi></a>","P02442210",NA,"P02442210_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,"3589",NA,NA
"220","2018-06-26 10:36:00-03","MNHN","RECOLNAT_MNHN_P","P02442211","PreservedSpecimen",NA,"Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Sleumer",NA,NA,NA,"Blanchet, J.S.|Salzmann, P.","1845",NA,NA,"Brésil",NA,NA,"In provincia Bahia : Jacobina",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02442211' target='other'> <mi>dwc_moreinfo</mi></a>","P02442211",NA,"P02442211_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,"3589",NA,NA
"221","2018-01-15 16:36:04-02","MNHN","RECOLNAT_MNHN_P","P04734554","PreservedSpecimen",NA,"Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.","Sleumer",NA,NA,NA,"Blanchet, J.S.|Salzmann, P.","1845",NA,NA,"Brésil",NA,NA,"In provincia Bahia : Jacobina",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04734554' target='other'> <mi>dwc_moreinfo</mi></a>","P04734554",NA,"P04734554_01 P04734554_02",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,"3589",NA,NA
"222","2015-09-05 06:37:51-03","MNHN","RECOLNAT_MNHN_P","P04734569","PreservedSpecimen",NA,"Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Glaziou, A.","1884","6","9","Brasil","Minas Gerais",NA,"Serra do Batatal",NA,NA,NA,NA,NA,NA,"Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04734569' target='other'> <mi>dwc_moreinfo</mi></a>","P04734569",NA,"P04734569_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,"14478",NA,NA
"223","2015-09-05 06:37:52-03","MNHN","RECOLNAT_MNHN_P","P04734571","PreservedSpecimen",NA,"Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Riedel",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Donné par Mme Simard, sa fille en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04734571' target='other'> <mi>dwc_moreinfo</mi></a>","P04734571",NA,"P04734571_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2015-09-05 06:37:52-03","MNHN","RECOLNAT_MNHN_P","P04734572","PreservedSpecimen",NA,"Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Loefgren",NA,NA,NA,"Brasil",NA,NA,"Bresil",NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04734572' target='other'> <mi>dwc_moreinfo</mi></a>","P04734572",NA,"P04734572_01",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA,"1306",NA,NA
"225","2015-09-05 06:37:51-03","MNHN","RECOLNAT_MNHN_P","P04734568","PreservedSpecimen",NA,"Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Gaudichaud",NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04734568' target='other'> <mi>dwc_moreinfo</mi></a>","P04734568",NA,"P04734568_01",NA,NA,NA,"hb","33524","auto",NA,NA,NA,NA,NA,"560",NA,NA
"226","2015-09-05 06:37:51-03","MNHN","RECOLNAT_MNHN_P","P04734567","PreservedSpecimen",NA,"Salicaceae","Xylosma","prockia","Xylosma prockia","(Turcz.) Turcz.",NA,NA,NA,NA,"Gaudichaud",NA,NA,NA,"Brasil","Minas Gerais","Mariana",NA,"-43.4160995483398","-20.377799987793",NA,NA,NA,NA,"Blanchet <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04734567' target='other'> <mi>dwc_moreinfo</mi></a>","P04734567",NA,"P04734567_01",NA,NA,NA,"hb","33524","auto",NA,NA,NA,NA,NA,"560",NA,NA
