"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","country","stateProvince","locality","occurrenceRemarks","individualCount","recordedBy","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","identifiedBy","yearIdentified","monthIdentified","dayIdentified","year","month","day","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","recordNumber","continentOcean","preparationType","barcode","imagecode","typeStatus","relatedCatalogItem","infraspecificEpithet","fieldNumber","sex"
"11","2019-06-10 10:11:01-03","FZB-BH","CVJBFZB","2919","S","Plantae","Magnoliophyta","Equisetopsida","Asparagales","Orchidaceae","Laelia","sp.","Laelia sp.",NA,"Brasil","Minas Gerais","Caminho da Senhorinha, Inhamés","254",NA,"Carlos Alberto F. Jr.;","Santana do Pirapama",NA,NA,NA,NA,"Carlos A. Ferreira Jr.","2009","11","11","2009","11","11","43°45.457'","18°57.050'","1305","1305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-06-10 10:11:01-03","FZB-BH","CVJBFZB","2920","S","Plantae","Magnoliophyta","Equisetopsida","Asparagales","Orchidaceae","Laelia","sp.","Laelia sp.",NA,"Brasil","Minas Gerais","Caminho da Senhorinha, Inhamés","254",NA,"Carlos Alberto F. Jr.;","Santana do Pirapama",NA,NA,NA,NA,"Carlos A. Ferreira Jr.","2009","11","11","2009","11","11","43°45.457'","18°57.050'","1305","1305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-06-10 10:11:01-03","FZB-BH","CVJBFZB","1460","S","Plantae","Magnoliophyta","Equisetopsida","Asparagales","Orchidaceae","Laelia","sp.","Laelia sp.",NA,"Brasil","Minas Gerais","serra da piedade","254",NA,"Carlos Alberto F. Jr.; Rainna Souza Gomes","Caeté","-43.6697006225586","-19.8799991607666","22051","auto","Carlos A. Ferreira Jr.","2010","04","01","2010","04","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","2019","S","Plantae","Magnoliophyta","Equisetopsida","Asparagales","Orchidaceae","Laelia","cf. gloriosa","Laelia cf. gloriosa","(Rchb.f.) L.O.Williams","Brasil","Minas Gerais",NA,"254","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","1976","S","Plantae","Magnoliophyta","Equisetopsida","Asparagales","Orchidaceae","Laelia","cf. gloriosa","Laelia cf. gloriosa","(Rchb.f.) L.O.Williams","Brasil",NA,NA,"254","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","2039","S","Plantae","Magnoliophyta","Equisetopsida","Asparagales","Orchidaceae","Laelia","gloriosa","Laelia gloriosa","(Rchb.f.) L.O.Williams","Brasil",NA,NA,"254","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-06-10 10:11:01-03","FZB-BH","CVJBFZB","2118","S","Plantae","Magnoliophyta","Equisetopsida","Asparagales","Orchidaceae","Laelia","gloriosa","Laelia gloriosa","(Rchb.f.) L.O.Williams","Brasil","Minas Gerais","Usina Porto Estrela","254","1","Eugênio Tameirão;","Joanesia","-42.6786003112793","-19.1721992492676","21197","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-06-10 10:11:01-03","FZB-BH","CVJBFZB","2078","S","Plantae","Magnoliophyta","Equisetopsida","Asparagales","Orchidaceae","Laelia","gloriosa","Laelia gloriosa","(Rchb.f.) L.O.Williams","Brasil","Minas Gerais",NA,"254","1","Rubens Custódio;","Itambé do Mato Dentro","-43.3210983276367","-19.414400100708","22479","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-06-10 10:11:01-03","FZB-BH","CVJBFZB","2020","S","Plantae","Magnoliophyta","Equisetopsida","Asparagales","Orchidaceae","Laelia","gloriosa","Laelia gloriosa","(Rchb.f.) L.O.Williams","Brasil","Minas Gerais",NA,"254","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-06-10 10:11:01-03","FZB-BH","CVJBFZB","2245","S","Plantae","Magnoliophyta","Equisetopsida","Asparagales","Orchidaceae","Laelia","gloriosa","Laelia gloriosa","(Rchb.f.) L.O.Williams","Brasil","Minas Gerais","Fazenda Cauaia","254","1",NA,"Matozinhos","-44.0814018249512","-19.5578002929688","20503","auto","Carlos A. Ferreira Jr.","2009","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-06-10 10:10:59-03","FZB-BH","CVJBFZB","2038","S","Plantae","Magnoliophyta","Equisetopsida","Asparagales","Orchidaceae","Laelia","gloriosa","Laelia gloriosa","(Rchb.f.) L.O.Williams","Brasil",NA,NA,"254","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","4077833","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Epidendrum","fimbriatum","Epidendrum fimbriatum","Kunth","Venezuela","Táchira","carretera Rubio-Delicias-Villa Páez, entre km 6 y 12 del trayecto Delicias-Villa Páez, al lado de la vía; zona de bosque siempreverde","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4394955' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"G. S. Bunting",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975","11","14",NA,NA,"1740","1840","4880","South America","sheet","NY04077833","NY04077833_01",NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","4077792","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Epidendrum","fimbriatum","Epidendrum fimbriatum","Kunth","Colombia","Cundinamarca","San Miguel a La Aguadita, carretera a Girardot","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4394912' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"H. García-Barriga",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1946","04","21",NA,NA,"1980","2360","12089","South America","sheet","NY04077792","NY04077792_01",NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","4077892","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Epidendrum","fimbriatum","Epidendrum fimbriatum","Kunth","Colombia","Nariño","Volcán Azufral, eastern slopes, ca 9-13 km W of Tuquerres","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4395589' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"J. L. Luteyn","Tuquerres","-77.67","1.12",NA,NA,NA,NA,NA,NA,"1989","05","12",NA,NA,"3500","3800","12806","South America","sheet","NY04077892","NY04077892_01",NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","4077878","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Epidendrum","fimbriatum","Epidendrum fimbriatum","Kunth","Ecuador","Tungurahua","Cashurco, near Río Negro, northern side of Río Pastaza","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4395575' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"H. Lugo Sanchez",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1969","03","18",NA,NA,NA,NA,"807","South America","sheet","NY04077878","NY04077878_01",NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","4077874","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Epidendrum","fimbriatum","Epidendrum fimbriatum","Kunth","Ecuador","Pichincha","Lloa valley (W of Quito) 15 km below Lloa","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4395569' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"H. Balslev",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1981","02","02",NA,NA,"2200",NA,"1932","South America","sheet","NY04077874",NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","4077799","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Epidendrum","fimbriatum","Epidendrum fimbriatum","Kunth","Colombia",NA,"Cordillera Oriental","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4394919' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"F. J. Hermann",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1944","03","08",NA,NA,"2400",NA,"11257","South America","sheet","NY04077799","NY04077799_01",NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","4077841","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Epidendrum","fimbriatum","Epidendrum fimbriatum","Kunth","Venezuela","Zulia","Campamento Frontera VI, on tepuí-like sandstone ridge 4 x 0.5 - 1 km running E-W, east of the international border, between the headwaters of Río del Norte and southermost branch of Río Aricuaisa","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4395534' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"P. E. Berry","Perijá","-73.1","9.5",NA,NA,NA,NA,NA,NA,"1974","07","23",NA,NA,"2400",NA,"138","South America","sheet","NY04077841",NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","4077905","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Epidendrum","fimbriatum","Epidendrum fimbriatum","Kunth","Bolivia","La Paz","1 km W of Chuspipata.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4395602' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"J. C. Solomon","Nor Yungas","-67.82","-16.28",NA,NA,NA,NA,NA,NA,"1982","03","24",NA,NA,"3140",NA,"7279","South America","sheet","NY04077905",NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","4077883","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Epidendrum","fimbriatum","Epidendrum fimbriatum","Kunth","Ecuador","Carchi","Carretera El Carmelo-Tulcán, a través del páramo de El Guagua Negro, Km 11-12","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4395580' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"M. Gavilanes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1992","03","09",NA,NA,"2850","2930","899","South America","sheet","NY04077883","NY04077883_01",NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","4077889","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Epidendrum","fimbriatum","Epidendrum fimbriatum","Kunth","Colombia","Nariño","University of Nariño property, vicinity Granja Botana, 3.5 km down road from entrance which is about 7 km S of Pasto","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4395586' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"J. L. Luteyn",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1976","01","24",NA,NA,"2895",NA,"4994","South America","sheet","NY04077889","NY04077889_01",NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","4077860","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Epidendrum","fimbriatum","Epidendrum fimbriatum","Kunth","Ecuador",NA,"Santiago-Zamora: Eastern slope of the cordillera, vallley of the ríos Negro and Chupianza (on the trail from Sevilla de Oro to Mndez)","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4395553' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"W. H. Camp",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1944","12","15",NA,NA,NA,NA,"E1559","South America","sheet","NY04077860","NY04077860_01",NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","4077838","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Epidendrum","fimbriatum","Epidendrum fimbriatum","Kunth","Ecuador","Pichincha","(western slope of the cordillera): Cerro Corazón","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4395531' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"W. H. Camp",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1945","01","05",NA,NA,"2438","2835","E1670","South America","sheet","NY04077838","NY04077838_01",NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","4077814","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Epidendrum","fimbriatum","Epidendrum fimbriatum","Kunth","Colombia","Caldas","Salento, Cordillera Central. Grassy slopes, west of S","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4394936' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"F. W. Pennell",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1922","07","25",NA,NA,"1600","1900","8757","South America","sheet","NY04077814","NY04077814_01",NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","4077780","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Epidendrum","fimbriatum","Epidendrum fimbriatum","Kunth","Ecuador","Carchi","above El Pun towards Tulcán","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4394900' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"E. Asplund",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1955","07","15",NA,NA,"3200",NA,"16902","South America","sheet","NY04077780",NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","4077859","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Epidendrum","fimbriatum","Epidendrum fimbriatum","Kunth","Colombia","Huila","Cordillera Oriental, east of Neiva","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4395552' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"H. H. Rusby",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1917","08","01",NA,NA,"1800","2300","889","South America","sheet","NY04077859","NY04077859_01",NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","4077888","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Epidendrum","fimbriatum","Epidendrum fimbriatum","Kunth","Colombia","Huila","20 km from Altamira towards Florencia","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4395585' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"J. L. Luteyn",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1976","01","15",NA,NA,"2000",NA,"4863","South America","sheet","NY04077888","NY04077888_01",NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01045373","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Epidendrum","fimbriatum","Epidendrum fimbriatum","Kunth","Bolivia",NA,"Road from Cocopunco to Pararani. Part of Sorata-Mapiri Road","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1184594' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"G. H. H. Tate",NA,"-68.43","-15.47",NA,NA,"E. Hágsater",NA,NA,NA,"1926","03","29",NA,NA,"2591","2591","387","South America","sheet","NY01045373","NY01045373_01",NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","4077830","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Epidendrum","fimbriatum","Epidendrum fimbriatum","Kunth","Peru","Amazonas","Chachapoyas Balsas-Leimebamba road km 413","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4394952' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"J. D. Boeke","Chachapoyas",NA,NA,NA,NA,NA,NA,NA,NA,"1977","05","28",NA,NA,NA,NA,"1816","South America","sheet","NY04077830","NY04077830_01",NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","4077852","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Epidendrum","fimbriatum","Epidendrum fimbriatum","Kunth","Bolivia","La Paz","Nor Yungas: Trail through cloud forest, 1.2 km E of Cotapata along rd. to Yolosa","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4395545' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"J. L. Luteyn",NA,"-67.83","-16.3",NA,NA,NA,NA,NA,NA,"1990","05","07",NA,NA,"3200",NA,"13556","South America","sheet","NY04077852","NY04077852_01",NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","4077787","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Epidendrum","fimbriatum","Epidendrum fimbriatum","Kunth","Ecuador","Pichincha","Cantón Ruminiahui. Parroquia Amaguaña. Bosque Protector Pasochoa","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4394907' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"C. E. Cerón Martínez",NA,"-78.47","-0.45",NA,NA,NA,NA,NA,NA,"1988","02","06",NA,NA,"2800","3500","3509","South America","sheet","NY04077787","NY04077787_01",NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","4077778","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Epidendrum","fimbriatum","Epidendrum fimbriatum","Kunth","Bolivia",NA,"Road from Cocopunco to Pararani","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4394898' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"G. H. H. Tate",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1926","03","29",NA,NA,"2591",NA,"387","South America","sheet","NY04077778",NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","01405972","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Epidendrum","fimbriatum","Epidendrum fimbriatum","Kunth","Ecuador","Chimborazo","3-4 km from Puela","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2953706' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"H. Lugo Sanchez",NA,"-78.5","-1.5",NA,NA,NA,NA,NA,NA,"1968","10","10",NA,NA,NA,NA,"586","South America","sheet","NY01405972","NY01405972_01",NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","4077812","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Epidendrum","fimbriatum","Epidendrum fimbriatum","Kunth","Colombia","Caldas","Rio San Rafael, below Cerro Tatama. Cordillera Occidental","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4394934' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"F. W. Pennell",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1922","09","07",NA,NA,"2600","2800","10364","South America","sheet","NY04077812","NY04077812_01",NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","01045393","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Epidendrum","fimbriatum","Epidendrum fimbriatum","Kunth","Colombia","Cauca","Volcán Puracé. Termales de San Juan","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1184599' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"A. M. Cleef",NA,NA,NA,NA,NA,"E. Hágsater",NA,NA,NA,"1972","03","31",NA,NA,"3280","3280","2677","South America","sheet","NY01045393","NY01045393_01",NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","4077903","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Epidendrum","fimbriatum","Epidendrum fimbriatum","Kunth","Venezuela","Táchira","10 km E of La Fundación (13-23 km by road), around Represa Dorada.","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4395600' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"R. L. Liesner",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1981","03","10",NA,NA,"600","1000","10362","South America","sheet","NY04077903",NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","4077832","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Epidendrum","fimbriatum","Epidendrum fimbriatum","Kunth","Colombia","Antioquia","Mpio. de Sonsón; km 11 of road Sonsón - Nariño (25 km from Nariño) near kilometer post 151 marking distance from Bogotá","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4394954' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"J. L. Zarucchi",NA,"-75.25","5.7",NA,NA,NA,NA,NA,NA,"1987","04","01",NA,NA,"2780",NA,"5212","South America","sheet","NY04077832","NY04077832_01",NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","4077885","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asparagales","Orchidaceae","Epidendrum","fimbriatum","Epidendrum fimbriatum","Kunth","Ecuador","Pichincha","6-11 km W of San Juan along old road between Quito and Santo Domingo de los Colorados","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4395582' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"B. M. Boom",NA,"-78.75","-0.25",NA,NA,NA,NA,NA,NA,"1982","05","20",NA,NA,"2900","3300","1481","South America","sheet","NY04077885","NY04077885_01",NA,NA,NA,NA,NA
