"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","fieldNumber","infraspecificEpithet","individualCount","dayIdentified"
"11","2021-03-15 16:37:00-03","NY","NYBG","856096","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","G. M. Barroso","H. S. Irwin","13805","1966","03","08","South America","Brazil","Goiás","Serra dos Cristais, ca. 25 km S. of Cristalina","-47.6","-16.9759","1050","1050","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931337' target='other'> <mi>dwc_moreinfo</mi></a>","NY00856096","NY00856096_01","Ipameri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","804403","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"J. B. E. Pohl","337",NA,NA,NA,"South America","Brazil",NA,"Ad Rio Parauahyba",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=511871' target='other'> <mi>dwc_moreinfo</mi></a>","NY00804403","NY00804403_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","856102","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","J. F. Pruski","P. Clausen","s.n.",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931365' target='other'> <mi>dwc_moreinfo</mi></a>","NY00856102","NY00856102_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","856101","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","Baker","J. E. B. Warming","s.n.","1863","12","13","South America","Brazil","Minas Gerais","Lagoa Santa","-43.8894","-19.6272",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931358' target='other'> <mi>dwc_moreinfo</mi></a>","NY00856101","NY00856101_01","Lagoa Santa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","804402","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","J. F. Pruski","J. B. E. Pohl","337",NA,NA,NA,"South America","Brazil",NA,"Ad Rio Parauahyba",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=511872' target='other'> <mi>dwc_moreinfo</mi></a>","NY00804402","NY00804402_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:35:20-03","EAO","IAN","123144","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","Barroso, GM","Irwin, HS; Grear Jr., JW; Grear Jr., JW","13805","1966","03","08","Southern America","Brasil","Goiás","Cerrado, ca. 25km S of Cristalina.","-48","-17","1050","1050",NA,"Decumbent herb, the stems ca. 50cm long. Heads yerllow-green.","IAN123144",NA,NA,"-48","-17",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:35:20-03","EAO","IAN","90684","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","Barroso, GM","Macêdo, A","4231","1956","02","02","Southern America","Brasil","Minas Gerais",NA,"-46.940601348877","-19.5932998657227",NA,NA,NA,"Subarbusto campestre em moitas, amarelas.","IAN090684",NA,"Araxá",NA,NA,"29994","auto",NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 08:52:24-03","NBC","NL-BOTANY","WAG.1555973","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Wedelia","puberula","Wedelia puberula","DC.",NA,"Irwin HS; Reis dos Santos R; Souza R; Fonsêca F da",NA,"1969","01","16","Southern America","Brazil",NA,"Estado de Minas Gerals, Serra do Espinhaço. Ca. 25 km S.W. of Diamantina on road to Gouveia.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1555973 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1555973","NL-WAG1555973",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"19","2020-12-20 21:16:06-03","UFV","VIC","31513","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"Hattori, E.K.O.; et al.","249","2004","02","14",NA,"Brasil","Minas Gerais","EPDA Galheiro, Trilha dos Primatas. Transição Mata - Cerrado.","-47.2928009033203","-19.3528003692627",NA,NA,NA,"Subarbusto, c.a. de 40 cm de altura. Brácteas involucrais verdes, cálice e ramos do estilete amarelos e anteras castanhas.","VIC031513","VIC031513","Perdizes",NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA
"20","2021-04-07 11:41:40-03","UFMS","CGMS","5718","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","M. Magenta","U.M. Resende","927","1994","01","27",NA,"Brasil","Mato Grosso do Sul","Cerrado entre Bonito e Jardim.","-56.1380996704102","-21.4803009033203",NA,NA,NA,"Flor amarelo pálido. Áspero ao tato.","CGMS1014708",NA,"Jardim",NA,NA,"79469","auto",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-01 16:26:13-03","UNICAMP","UEC","138609","S","Plantae","Magnoliopsida",NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","A.DC.","Nakajima, JN","Mello-Silva, R; Pirani, JR; Calió, MFA; Lepis, KB; Riina, R; Lovo, J","2450","2004","01","22",NA,"Brazil","Minas Gerais","Rodovia Diamantina - Gouveia (BR-259), 300 m sul do entrocamento para Datas, a oeste da rodovia.","-43.691667","-18.426389","1346","1346",NA,"Brácteas involucrais verdes. Corolas amarelas. Anteras castanhas.; No brejo. Capão de mata com brejo circundante.","UEC130285","UEC130285","Gouveia","-43.691667","-18.426389",NA,NA,NA,"2015","10",NA,NA,NA,NA
"22","2021-03-01 16:26:13-03","UNICAMP","UEC","111876","S","Plantae","Magnoliopsida",NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","A.DC.","Nakajima, JN","Romero, R; Nakajima, JN","1506","1994","12","08",NA,"Brazil","Minas Gerais","Base do morro após o Curral de Pedras, estrada para Sacramento, PARNA Serra da Canastra.","-46.3657989501953","-20.2453002929688",NA,NA,NA,"Herbáceo, ca. 0,4 m. Brácteas esverdeadas. Corola amarelada.; Campo sujo.","UEC130287","UEC130287","São Roque de Minas",NA,NA,"57119","auto",NA,"1998",NA,NA,NA,NA,NA
"23","2021-03-01 16:26:13-03","UNICAMP","UEC","2646","S","Plantae","Magnoliopsida",NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","A.DC.","Pruski, JF","Leitão Filho, HF; Andrade, JB; Bufarah, GBG","6609","1977","12","06",NA,"Brazil","Minas Gerais",NA,"-46.8231010437012","-19.9221992492676","1300","1300",NA,"Herbáceo ereto até 30 cm, flores amarelas.; Nativo em cerrado.","UEC130286","UEC130286","Tapira",NA,NA,"37174","auto",NA,"1987","10",NA,NA,NA,NA
"24","2020-12-21 16:17:49-03","MBM","MBM","164578","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","Pruski, J.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","59882","1994","02","06","Southern America","Brazil","Goiás","Rod. BR-050, km 222",NA,NA,NA,NA,NA,NA,"MBM164578","MBM164578","Campo Alegre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-21 16:17:49-03","MBM","MBM","58298","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","Cabrera, A.L.","Krapovickas, A.; et al.; et al.","33387","1978","01","30","Southern America","Brazil","Minas Gerais","53km E de Araxá, Rio Quebra Anzol",NA,NA,NA,NA,NA,NA,"MBM058298","MBM058298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:17:49-03","MBM","MBM","68697","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","Pruski, J.","Hatschbach, G.","43806","1981","04","11","Southern America","Brazil","Goiás","Ponte Alta, 5km O","-48.1596984863281","-17.7219009399414",NA,NA,NA,NA,"MBM068697","MBM068697","Ipameri",NA,NA,"102542","auto",NA,NA,NA,NA,NA,NA,NA
"27","2020-12-21 16:17:49-03","MBM","MBM","120449","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","Pruski, J.","Hatschbach, G.; Cordeiro, J.; Cordeiro, J.","51779","1988","01","23","Southern America","Brazil","Goiás","Rod. BR-050","-47.7783012390137","-17.6331005096436",NA,NA,NA,NA,"MBM120449","MBM120449","Campo Alegre de Goiás",NA,NA,"53964","auto",NA,NA,NA,NA,NA,NA,NA
"28","2015-09-04 05:07:36-03","MNHN","RECOLNAT_MNHN_P","P02514326","PreservedSpecimen",NA,NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"Riedel",NA,"1824","12",NA,NA,"Brésil",NA,"Brésil Central : in campis graminosis",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02514326' target='other'> <mi>dwc_moreinfo</mi></a>","P02514326","P02514326_01",NA,NA,NA,NA,NA,NA,NA,NA,"1329",NA,NA,NA
"29","2015-09-04 05:07:36-03","MNHN","RECOLNAT_MNHN_P","P02514327","PreservedSpecimen",NA,NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"Weddell, H.A.",NA,"1844",NA,NA,NA,"Brésil",NA,"Brésil Central : Campos",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02514327' target='other'> <mi>dwc_moreinfo</mi></a>","P02514327","P02514327_01",NA,NA,NA,NA,NA,NA,NA,NA,"85",NA,NA,NA
"30","2015-09-04 05:07:36-03","MNHN","RECOLNAT_MNHN_P","P02514328","PreservedSpecimen",NA,NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"Pohl, J.E.",NA,NA,NA,NA,NA,"Brésil",NA,"Brasilia",NA,NA,NA,NA,"hb","avec P04026373 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02514328' target='other'> <mi>dwc_moreinfo</mi></a>","P02514328","P02514328_01",NA,NA,NA,NA,NA,NA,NA,NA,"335",NA,NA,NA
"31","2015-09-04 05:07:36-03","MNHN","RECOLNAT_MNHN_P","P02514329","PreservedSpecimen",NA,NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"Riedel",NA,"1824","12",NA,NA,"Brésil",NA,"in campis Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02514329' target='other'> <mi>dwc_moreinfo</mi></a>","P02514329","P02514329_01",NA,NA,NA,NA,NA,NA,NA,NA,"1481",NA,NA,NA
"32","2015-12-11 16:42:41-02","MNHN","RECOLNAT_MNHN_P","P02514330","PreservedSpecimen",NA,NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"Glaziou, A.",NA,"1886","1","25",NA,"Brésil",NA,"Brésil (Minas) : entre Cachambu et Ayuruoca",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02514330' target='other'> <mi>dwc_moreinfo</mi></a>","P02514330","P02514330_01",NA,NA,NA,NA,NA,NA,NA,NA,"16162 a",NA,NA,NA
"33","2015-09-04 05:07:36-03","MNHN","RECOLNAT_MNHN_P","P04026372","PreservedSpecimen",NA,NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"Riedel",NA,"1824","12",NA,NA,"Brésil",NA,"Brésil Central : in campis graminosis",NA,NA,NA,NA,"hb","avec P02514327 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04026372' target='other'> <mi>dwc_moreinfo</mi></a>","P04026372","P04026372_01",NA,NA,NA,NA,NA,NA,NA,NA,"1329",NA,NA,NA
"34","2014-03-26 14:11:30-03","MNHN","RECOLNAT_MNHN_P","P04026373","PreservedSpecimen",NA,NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"Pohl, J.E.",NA,NA,NA,NA,NA,"Brésil",NA,"Serra da Christaes, Pico San Marcos",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04026373' target='other'> <mi>dwc_moreinfo</mi></a>","P04026373","P04026373_01",NA,NA,NA,NA,NA,NA,NA,NA,"336",NA,NA,NA
"35","2020-12-11 11:33:47-03","UFMG","BHCB","54623","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"Barreto, HLM","4104","1933","01","27","Southern America","Brasil","Minas Gerais","Barro Preto.","-43.937801361084","-19.9207992553711",NA,NA,NA,"Cerrado. Muito frequente. Subarbustivo, 0,5m. Flor amarela.",NA,NA,"Belo Horizonte",NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA
"36","2020-12-11 11:33:47-03","UFMG","BHCB","404","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Wedelia","puberula","Wedelia puberula puberula","DC.",NA,NA,"s.n.","1950",NA,NA,"Southern America","Brasil","Minas Gerais","Cachoeira do Campo.","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Cerrado. Subarbustivo. Material do Herbário Mello Barreto.",NA,NA,"Ouro Preto",NA,NA,"44599","auto",NA,NA,NA,NA,"puberula",NA,NA
"37","2020-12-11 11:33:47-03","UFMG","BHCB","120845","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"Hattori, EKO; Amorim, EH; Barbosa, JM","213","2004","02","13","Southern America","Brasil","Minas Gerais","EPDA Galheiro.","-47.2928009033203","-19.3528003692627",NA,NA,NA,"Cerrado. Herbáceo, ca. 0,8m. Brácteas verdes. Corola e ramos do estilete amarelos.",NA,NA,"Perdizes",NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA
"38","2020-12-11 11:33:47-03","UFMG","BHCB","54624","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"Barreto, HLM","10522","1939","12","28","Southern America","Brasil","Minas Gerais","Lagoa de D. Ignacia.","-43.7449989318848","-19.513599395752",NA,NA,NA,"Cerrado. Muito frequente. Subarbustivo, 0,5m. Flor amarela.",NA,NA,"Jaboticatubas",NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA,NA
"39","2020-12-11 11:33:47-03","UFMG","BHCB","25889","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"Tameirão Neto, E; Werneck, MS","1301","1994","12","17","Southern America","Brasil","Minas Gerais","Unidade de Conservação de Galheiro - CEMIG. Céu do","-47.2928009033203","-19.3528003692627",NA,NA,NA,"Cerrado. Herbáceo. Inflorescência amarela.",NA,NA,"Perdizes",NA,NA,"45889","auto",NA,NA,NA,NA,NA,NA,NA
"40","2009-08-04 15:50:00-03","MO","MOBOT","100205079","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","J.N. Nakajima","J.N. Nakajima","Nakajima 2374","1997","4","18","South America","Brazil","Minas Gerais","Estrada para o Retiro de Pedas, Parque Nacional da Serra da Canastra, São Roque de Minas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"41","2009-08-28 05:32:00-03","MO","MOBOT","3394128","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"Robert M. King|Luther E. Bishop","King 8823","1981","2","7","South America","Brazil","Goiás","West of road to Monte Alegre de Goias, 12-20 Km. N. of Alto Paraiso de Goias.",NA,NA,"1219.20000000","1341.12000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2009-08-28 05:32:00-03","MO","MOBOT","3394189","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"Robert M. King|Luther E. Bishop","King 8980","1981","2","15","South America","Brazil","Minas Gerais","75 km SE along road from Crystallina to Paracatu.",NA,NA,"731.52000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2008-05-27 22:02:00-03","MO","MOBOT","3394275","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","J. Pruski","Gert G. Hatschbach","Hatschbach 51779","1988","1","23","South America","Brazil","Goiás","Rod. BR-050 (mun. Campo Alegre de Goiás)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2009-08-28 05:32:00-03","MO","MOBOT","3394396","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"Robert M. King|Luther E. Bishop","King 8532","1981","1","18","South America","Brazil","Minas Gerais","10 Km S of Diamantina from road to 8 Km W.",NA,NA,"1097.28000000","1219.20000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","3394564","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","John Pruski","Gert G. Hatschbach","Hatschbach 43806","1981","4","11","South America","Brazil","Goiás","Ponte Alta, 5 km o (mun. Ipameri)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-08-31 08:53:13-03","INPA","INPA","200888","S","Plantae","Dicotyledon Asterids","Asterales","Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","Pruski, JF","Hatschbach, GG","51779","1988","01","23","Southern America","Brasil","Goiás","Rodovia BR-050.","-47.86235","-17.89945",NA,NA,NA,NA,"INPA0200888","INPA0200888 INPA0200888_e","Campo Alegre de Goiás","-47.86235","-17.89945",NA,NA,NA,"1989",NA,NA,NA,NA,NA
"47","2019-07-11 08:30:51-03","ICAUFMG","MCCA","2916","S","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"MUNHOZ, E.J.M.; SOUZA, C.L.L.; SILVA, H.I.R.","312","2017","03","03",NA,"Brasil","Minas Gerais","Fazenda Pequi Porterinha","-43.8616981506348","-16.7350006103516",NA,NA,NA,"Encontrada em área degradada","MCCA03041",NA,"Montes Claros",NA,NA,"72568","auto",NA,NA,NA,NA,NA,NA,NA
"48","2020-06-15 15:28:58-03","UNESP-RC","HRCB","12194","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","Arbo, M.M.","Arbo, M.M.","3247","1990","01","31",NA,"Brasil","Minas Gerais","Serra dos Pilões",NA,NA,"1000","1000",NA,"Flores amarillo vivo.",NA,NA,"Guarda Mor",NA,NA,NA,NA,NA,"1994",NA,NA,NA,NA,NA
"49","2019-12-19 11:17:32-03","UFG","UFG","30041","S","Plantae",NA,NA,"Asteraceae","Wedelia","puberula","Wedelia puberula","DC.","Aparecida da Silva, M.","Aparecida da Silva, M.; et al.","5793","2005","12","10",NA,"Brasil","Goiás","Parque Estadual da Serra dos Pireneus","-48.836667","-15.790833","1300","1300",NA,NA,"UFG0030041","UFG0030041","Pirenópolis","-48.836667","-15.790833",NA,NA,NA,"2006","05",NA,NA,NA,"30"
"50","2020-09-12 05:00:02-03","US","US","3363308","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"R. Simão, R. Mello-Silva, J. R. Pirani & M. Meguro","11720","1988","1","8","South America - Neotropics","Brazil","Minas Gerais","Rodovia Datas-Serro., Morro do Coco","-43.68","-18.43","1300","1330",NA,NA,"US01764695","US01764695_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
"51","2020-09-12 05:00:02-03","US","US","2657993","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wedelia","puberula","Wedelia puberula","DC.",NA,"E. Warming","560*",NA,NA,NA,"South America - Neotropics","Brazil",NA,"Lagoa Santa",NA,NA,NA,NA,NA,NA,"US01764707","US01764707_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA
