"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","sex"
"12","2016-12-15 15:01:00-02","NY","NYBG","1291221","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","mariquitense","Cestrum mariquitense",NA,NA,"B. A. Krukoff","5777","1933","09","03","South America","Brazil","Acre",NA,"Basin of Rio Purus, near mouth of Rio Macauhan, (tributary of the Rio Iaco).","-69","-9.33",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760573' target='other'> <mi>dwc_moreinfo</mi></a>","NY01291221","NY01291221_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","626957","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","M. H. Nee","M. Caetano Filho","s.n.","1989","11","17","South America","Brazil","Paraná","Londrina","Usina do Rio Apucaraninha.","-51.1628","-23.3106",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=276593' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626957","NY00626957_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","627050","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","M. H. Nee","W. A. Palacios","8254","1991","10","18","South America","Ecuador","Zamora-Chinchipe","Nangaritza","Canton Pachicutza. Camino al Hito.","-78.62","-4.12","900","900","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=276601' target='other'> <mi>dwc_moreinfo</mi></a>","NY00627050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00962443","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","M. H. Nee","L. M. Braga","3","1984","05","17","South America","Brazil","São Paulo","Botucatu","Distrito de Rubião Junior, ao lado da Igreja de Santo Antonio.","-48.4397","-22.88",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1085199' target='other'> <mi>dwc_moreinfo</mi></a>","NY00962443","NY00962443_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","685240","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","M. H. Nee","L. Riedel","2747","1834","01",NA,"South America","Brazil",NA,NA,"St. Carlos",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=887755' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685240","NY00685240_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","822639","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","M. H. Nee","L. Riedel","s.n.","1826","01",NA,"South America","Brazil","Rio de Janeiro",NA,"Prope Ipanema.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=920068' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822639","NY00822639_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","626940","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","M. H. Nee","L. Riedel","298","1821",NA,NA,"South America","Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=276587' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626940","NY00626940_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","626944","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth",NA,"S. Romaniuc Neto","1337","1992","10","14","South America","Brazil","São Paulo","Moji-Guaçu","Reserva Biologica e Estaçao Experimental de Moji-Guaçu, Mata da Figueira.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=276604' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626944","NY00626944_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","309632","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","M. H. Nee","M. H. Nee","49739","1998","06","11","South America","Bolivia","Santa Cruz","Ichilo","Along road to Palacios, 2.5 km NNW of Montero-Buena Vista highway.","-63.6","-17.38","295","295","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=276585' target='other'> <mi>dwc_moreinfo</mi></a>","NY00309632",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","626942","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth",NA,"W. Hoehne","s.n.","1939","08","09","South America","Brazil","São Paulo","Sao Paulo","Anástacio. Capital de Sao Paulo.","-46.63","-23.5403",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=276606' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626942","NY00626942_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-26 17:05:00-03","NY","NYBG","627051","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","mariquitense","Cestrum mariquitense",NA,NA,"R. O. Vanni","1430","1990","02","27","South America","Argentina","Corrientes","San Miguel","12km NE de San Miguel, Ea. Toro-y.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=276594' target='other'> <mi>dwc_moreinfo</mi></a>","NY00627051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","626951","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth",NA,"L. Miranda","231","1996","08","21","South America","Brazil","São Paulo","Avaí","Rio Batalha, margem esquerda.","-49.33","-22.14",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=276597' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626951","NY00626951_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","626947","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","M. H. Nee","N. A. Rosa","3726","1980","11","15","South America","Brazil","São Paulo",NA,"Reserva do Instituto de Botânica de São Paulo",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=276600' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626947","NY00626947_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","627052","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","M. H. Nee","I. G. Vargas Caballero","1449","1992","06","07","South America","Bolivia","Santa Cruz","Manuel María Caballero","Parque Nacional Amboro. Cerro Bravo, próxima a las juntas del Río Alizar y Amparo; ca. 20km al NW de San Juan del Potrero. Parcela permanente de estudio en la vegetación.","-64.4","-17.83","2000","2000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=276602' target='other'> <mi>dwc_moreinfo</mi></a>","NY00627052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","626954","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","M. H. Nee","A. L. L. Vanzela","s.n.","1989","06","27","South America","Brazil","Paraná","Ibipora","Barra da Jacutinga.","-51.0481","-23.2694",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=276588' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626954","NY00626954_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","626866","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","M. H. Nee","J. Ball","s.n.","1882","07","01","South America","Brazil","São Paulo",NA,"Ex apricis Brasiliae juxta Sao Paolo.",NA,NA,"731.5","731.5","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=423718' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626866","NY00626866_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","810430","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","M. H. Nee","F. A. González","3538","1995","12","30","South America","Colombia","Boyacá",NA,"Moniquirá, Belchite.","-73.58","5.92","1700","2000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=280921' target='other'> <mi>dwc_moreinfo</mi></a>","NY00810430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","626950","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth",NA,"E. Forero","8145","1980","09","21","South America","Brazil","São Paulo","Guarulhos","Bairro das Pimentas, sítio Kida.","-46.5297","-23.46","600","600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=276596' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626950","NY00626950_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1291220","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth",NA,"W. R. Anderson","12317","1978","03","30","South America","Brazil","Rondônia",NA,"Near the rio Pacaás Novos, at the Seringal São Luiz. Forest on terra firme, edge forest.","-64.0728557","-11.0850275","200.00","200.00","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760572' target='other'> <mi>dwc_moreinfo</mi></a>","NY01291220","NY01291220_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","626941","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","M. H. Nee","A. C. Cervi","3947","1992","12","18","South America","Brazil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu.","-54.5881","-25.5481",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=276599' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626941","NY00626941_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","626955","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","M. H. Nee","M. C. Dias","s.n.","1995","08","31","South America","Brazil","Paraná","Ibipora","Fazenda Doralice.","-51.0481","-23.2694",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=276589' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626955","NY00626955_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","626949","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth",NA,"M. A. Batalha","1458","1996","08","02","South America","Brazil","São Paulo","Santa Rita do Passa Quatro","A.R.I.E. Cerrado Pé-de-Gigante.","-47.4700012207031","-21.7099990844727",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=276595' target='other'> <mi>dwc_moreinfo</mi></a>","NY00626949","NY00626949_01","24893","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1291216","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","M. H. Nee","M. N. F. da Silva","75","1983","04","25","South America","Brazil","Pará","Itaituba","Arredores da Base Aérea do Cachimbo, próximo ao destacamento km 6 da estrada que para o Aeroporto km 794. Savana, solo arenoso com pedras.","-54.916667","-9.366667",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760568' target='other'> <mi>dwc_moreinfo</mi></a>","NY01291216","NY01291216_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1145192","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","sendtnerianum","Cestrum sendtnerianum","Mart. ex Sendtn.","D. C. Zappi","R. M. Harley","H.51892","1992","03","12","South America","Brazil","Bahia","Abaíra","Estrada Catolé - Barra, 10-11 km de Catolés.","-41.6633","-13.2497","1120","1120","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1306837' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145192","NY01145192_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1291219","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","sendtnerianum","Cestrum sendtnerianum","Mart. ex Sendtn.",NA,"G. T. Prance","16766","1973","07","24","South America","Brazil","Amazonas",NA,"Rio Solimões, north bank 2 km below Tabatinga.","-69.9386","-4.2533",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760571' target='other'> <mi>dwc_moreinfo</mi></a>","NY01291219","NY01291219_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-12-15 15:01:00-02","NY","NYBG","1291218","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","sendtnerianum","Cestrum sendtnerianum",NA,NA,"I. L. do Amaral","1472","1984","02","04","South America","Brazil","Amazonas","Barcelos","0-3 km N do km 211 da estrada Perimetral Norte, encosta do Pico Rondon","-62.8","1.53",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760570' target='other'> <mi>dwc_moreinfo</mi></a>","NY01291218","NY01291218_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-12-15 15:01:00-02","NY","NYBG","1291217","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Cestrum","sendtnerianum","Cestrum sendtnerianum",NA,NA,"L. O. A. Teixeira","408","1982","05","13","South America","Brazil","Rondônia","Ariquemes","Mineração Mibrasa, Setor Alto Candeias, km 128, Sudoeste de Ariquemes.","-63.58","-10.583333",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1760569' target='other'> <mi>dwc_moreinfo</mi></a>","NY01291217","NY01291217_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-08 11:10:18-03","UNESP-IBB","BOTU","27964","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","Ishara, K.L.","Ishara, K.L.","134","2008","06","17",NA,"Brasil","São Paulo","Pratânia",NA,"-48.733333","-22.8",NA,NA,NA,"Cerradão. Arbusto 1m., flores esverdeadas.","BOTU027964",NA,NA,NA,"48°44'w","22°48' s",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-18 09:30:46-03","UNESP-IBB","BOTU","6149","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","Campos, R.P.","Amaral Jr., A.","845","1972","06","07",NA,"Brasil","São Paulo","Botucatu",NA,NA,NA,NA,NA,NA,"Arbusto de 3 m. de altura, flores com pétalas brancas esverdeadas.","BOTU006149",NA,NA,NA,"9999","9999","2019","07","11",NA,NA,NA,NA,NA,NA
"41","2021-02-18 09:30:46-03","UNESP-IBB","BOTU","24491","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth",NA,"Pinheiro, M.H.O.","372","1997","07","26",NA,"Brasil","São Paulo","Bauru",NA,NA,NA,NA,NA,NA,"Mata mesófila. Arbusto de 1,0 m altura; flores brancas.","BOTU024491",NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-08 11:10:18-03","UNESP-IBB","BOTU","30321","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth",NA,"Galhego, A.A.","F40","1994","08","12",NA,"Brasil","São Paulo","Botucatu",NA,"-48.434167","-22.872222",NA,NA,NA,"Jardim Botânico UNESP Botucatu","BOTU030321",NA,NA,NA,"48°26'3w","22°52'20s",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-18 09:30:46-03","UNESP-IBB","BOTU","12467","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth",NA,"Gemtchújnicov, I.D.",NA,"1969","04","15",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"BOTU012467",NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-18 09:30:46-03","UNESP-IBB","BOTU","20366","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth",NA,"Nordi, J.C.","16:3-14 (4)","1993","08","13",NA,"Brasil","São Paulo","Bofete",NA,NA,NA,NA,NA,NA,"Subbosque de Eucalyptus grandis. Arbusto, +- 1,50 m. Flores branco-amarelas perfumadas.","BOTU020366",NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-02-08 11:10:18-03","UNESP-IBB","BOTU","29345","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","Mantovani, W.","Bignotto, R.B.","119","2003","11","10",NA,"Brasil","São Paulo","Botucatu",NA,"-48.433333","-22.866667",NA,NA,NA,"Arbusto 2,5m, frutos imaturos verdes e maduros negros.; Coleção: Jardim Botânico UNESP Botucatu","BOTU029345",NA,NA,NA,"48°26'w","22°52's","2013","08","16",NA,NA,NA,NA,NA,NA
"46","2021-02-08 11:10:18-03","UNESP-IBB","BOTU","29371","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Cestrum","mariquitense","Cestrum mariquitense","Kunth","Mantovani, W.","Bignotto, R.B.","133","2003","11","11",NA,"Brasil","São Paulo","Botucatu",NA,"-48.433333","-22.866667",NA,NA,NA,"Árvore 3m, frutos pretos.; Coleção: Jardim Botânico UNESP Botucatu","BOTU029371",NA,NA,NA,"48°26'w","22°52's","2013","08","16",NA,NA,NA,NA,NA,NA
