"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","02796274","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","R. L. G. Coelho","A. M. Amorim","4473","2004","12","10","South America","Brazil","Bahia","Jussari","RPPN Serra Teimoso, entrada 7,5 km da Rod. Jussari/Palmira, Faz. Teimoso, 1,7 km da entrada.","-39.5311","-15.1544","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2474206' target='other'> <mi>dwc_moreinfo</mi></a>","NY02796274","NY02796274_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","985148","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","J. R. Pirani","M. do C. E. Amaral","CFSC7136","1981","03","02","South America","Brazil","Minas Gerais","Santana do Riacho","Km 133 ao loingo da rodovia Belo Horizonte - Conceição do Mato Dentro. Morro do Calcáreo (antiga extração de mármore).","-43.7142","-19.1692","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1075963' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985148","NY00985148_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","985154","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","P. C. Standley","Y. E. J. Mexia","4401","1930","02","26","South America","Brazil","Minas Gerais","Viçosa","Agricultural College lands, near western boundary.","-42.868031","-20.7613428","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1075991' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985154","NY00985154_01","670","670",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","985151","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","R. S. Cowan","H. S. Irwin","2102",NA,NA,NA,"South America","Brazil","Minas Gerais","Viçosa","State Agricultural School.","-42.868031","-20.7613428","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1075980' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985151","NY00985151_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","985150","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.",NA,"E. P. Heringer","5615","1980","11","03","South America","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu. Córrego Forquilha.","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1075974' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985150","NY00985150_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","447805","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","M. S. Ferrucci","G. G. Hatschbach","57967","1992","10","11","South America","Brazil","Espírito Santo","Domingos Martins","Alto do Galo.","-40.6592","-20.3633","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=188400' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447805","NY00447805_01","900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-30 03:11:00-03","NY","NYBG","01159399","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","sericeus","Allophylus sericeus",NA,NA,"J. Lima","791","1987","05","20","South America","Brazil","Roraima",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1471996' target='other'> <mi>dwc_moreinfo</mi></a>","NY01159399","NY01159399_01 NY01159399_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","985158","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.",NA,"L. Riedel","s.n.","1824","11",NA,"South America","Brazil","Minas Gerais","Sabará",NA,"-43.8067","-19.8867","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1076017' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985158","NY00985158_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","777980","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","I. Cordeiro","L. Rossi","2134","2000","09","18","South America","Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba, Trilha do Jequitibá","-45.4097","-23.6203","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=188405' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777980","NY00777980_01","60","80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","818277","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","G. T. Prance","G. T. Prance","59693","1964","10","27","South America","Brazil","Goiás","Caiapônia","42 km South of Caiaponia. Riverine forest or Rio Claro. Serra do Caiapó.","-51.8103","-16.9569","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=859270' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818277","NY00818277_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","818290","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","G. T. Prance","H. S. Irwin","19123","1968","01","24","South America","Brazil","Goiás","Cocalzinho de Goiás","50 km N. of Corumbá de Goiás on road to Niquelândia, valley of Rio Maranhão. Serra dos Pirineus.","-48.6","-15.57","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=860056' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818290","NY00818290_01","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","985157","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","P. C. Standley","Y. E. J. Mexia","5401","1930","12","10","South America","Brazil","Minas Gerais","Viçosa","Road to Barroso; Fazenda de Reserva.","-42.8817","-20.7542","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1076011' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985157","NY00985157_01","740","740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-30 03:11:00-03","NY","NYBG","01159397","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","sericeus","Allophylus sericeus",NA,NA,"W. Milliken","331","1987","11","06","South America","Brazil","Roraima",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1471994' target='other'> <mi>dwc_moreinfo</mi></a>","NY01159397","NY01159397_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-30 03:11:00-03","NY","NYBG","01159398","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","sericeus","Allophylus sericeus",NA,NA,"W. Milliken","318","1987","06","08","South America","Brazil","Roraima",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1471995' target='other'> <mi>dwc_moreinfo</mi></a>","NY01159398","NY01159398_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","985153","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","G. T. Prance","H. S. Irwin","19123","1968","01","24","South America","Brazil","Goiás","Cocalzinho de Goiás","50 km N. of Corumbá de Goiás on road to Niquelândia, valley of Rio Maranhão. Serra dos Pirineus.","-48.6","-15.57","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1075989' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985153","NY00985153_01","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","447807","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.",NA,"M. M. T. Rosa","95","1982","10","16","South America","Brazil","Rio de Janeiro","Bom Jesus de Itabapoana","Fazenda Sao Jorge.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=188411' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447807","NY00447807_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-29 22:40:00-03","NY","NYBG","985149","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","sericeus","Allophylus sericeus",NA,NA,"E. P. Heringer","3170","1980","01","17","South America","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1075965' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985149","NY00985149_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","447814","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","P. Acevedo-Rodríguez","J. L. Hage","1534","1981","11","25","South America","Brazil","Bahia","Ilhéus","Fazenda Santa Luzia ao lado da quadra H.","-39.0492","-14.7892","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=188409' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447814","NY00447814_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","447817","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.",NA,"L. Riedel","640","1824","11",NA,"South America","Brazil","Minas Gerais",NA,"Rio De Janeiro, Sabará",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=188413' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447817","NY00447817_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-09-30 03:11:00-03","NY","NYBG","01159400","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","sericeus","Allophylus sericeus",NA,NA,"W. Milliken","M66","1987","04","14","South America","Brazil","Roraima",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1471997' target='other'> <mi>dwc_moreinfo</mi></a>","NY01159400","NY01159400_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","447813","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.",NA,"R. P. Belém","2909","1966","11","22","South America","Brazil","Bahia","Almadina","Plantaçao de cacau.","-39.63","-14.7","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=188419' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447813","NY00447813_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","447803","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","P. Acevedo-Rodríguez","S. A. Mori","11563","1979","03","15","South America","Brazil","Bahia","Caatiba","Rodovia BA-265, trecho Caatiba/Barra do Choça, a 6 km a W de Caatiba.","-40.4506382","-14.9907814","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=188403' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447803","NY00447803_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","447812","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.",NA,"R. P. Belém","2865",NA,NA,NA,"South America","Brazil","Bahia","Itapebi","Plantaçao de cacau.","-39.5339","-15.9508","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=188418' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447812","NY00447812_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","447800","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","M. S. Ferrucci","J. G. Jardim","76","1993","02","22","South America","Brazil","Bahia","Saúde","Cachoeira do Paulista. entrada no km 10 da Estrada Saúde/Jacobina. Ca. 6 km a partir da entrada.","-40.4189","-10.9411","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=188401' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447800","NY00447800_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","02431501","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.",NA,"J. Bowie","10","1814",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2976989' target='other'> <mi>dwc_moreinfo</mi></a>","NY02431501","NY02431501_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","985156","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","P. C. Standley","Y. E. J. Mexia","5358","1930","11","26","South America","Brazil","Minas Gerais","Viçosa","Fazenda do Paraíso; road up valley.","-42.8817","-20.7542","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1076006' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985156","NY00985156_01","710","710",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","447809","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","M. S. Ferrucci","G. G. Hatschbach","49888","1985","10","17","South America","Brazil","Espírito Santo","Castelo","Caxixa.","-41.1844","-20.6036","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=188408' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447809","NY00447809_01","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","447810","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","G. T. Prance","R. P. Belém","3","1964","12","10","South America","Brazil","Distrito Federal","Brasília","Fercal. Regiao do calcário.","-47.9294","-15.7797","sheet","Coleçao de madeira. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=191538' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447810","NY00447810_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","447818","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.",NA,"L. Riedel","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,"Brasilia",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=188414' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447818","NY00447818_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","447806","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.",NA,"A. Löfgren","10433","1893","01","02","South America","Brazil","São Paulo","Franca","Franca","-47.408394","-20.588552","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=188410' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447806","NY00447806_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1016793","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.","G. G. Hatschbach","G. G. Hatschbach","71514","2000","10","22","South America","Brazil","Espírito Santo","Castelo","Alto Caxixe.","-41.1844","-20.6036","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1193163' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016793","NY01016793_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","447808","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.",NA,"F. R. Martins","10055","1978","10","25","South America","Brazil","São Paulo","Santa Rita do Passa Quatro","Santa Rita do Passa Quatro. Parque Estadual de Vassununga","-47.47","-21.71","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=188412' target='other'> <mi>dwc_moreinfo</mi></a>","NY00447808","NY00447808_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","985152","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Sapindaceae","Allophylus","sericeus","Allophylus sericeus","(Cambess.) Radlk.",NA,"H. S. Irwin","2695","1959","02","22","South America","Brazil","Minas Gerais","Viçosa","State Agricultural School.","-42.868031","-20.7613428","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1075986' target='other'> <mi>dwc_moreinfo</mi></a>","NY00985152","NY00985152_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
