"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","typeStatus","fieldNumber","individualCount","dayIdentified","class"
"11","2019-10-09 11:11:13-03","UFBA","ALCB","118512","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Roque, N; Sano, PT; Trovó, MLO; Andrino, CO; et al.","4611","2014","11","29","Southern America","Brasil","Minas Gerais","Diamantina","Galheiros.","-43.6002998352051","-18.2493991851807",NA,"20-40cm alt., folhas verdes com indumento cinério. Brácteas involucrais verde-cinéreas, flores com corola alva. Amostra para DNA.; campo rupestre",NA,NA,"Roque, N",NA,NA,NA,NA,"2014","11","101169","auto",NA,NA,NA,NA,NA
"12","2019-10-09 11:11:13-03","UFBA","ALCB","108317","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Quaresma, AS; Gonçalves, DJP; Costa, LCB; Hattori, EKO","254","2011","12","13","Southern America","Brasil","Minas Gerais","Gouveia","Barão de Guaicuy. Cachoeira","-43.7407989501953","-18.4543991088867",NA,NA,NA,NA,"Roque, N","1425","1425",NA,NA,NA,NA,"37970","auto",NA,NA,NA,NA,NA
"13","2019-10-09 11:11:13-03","UFBA","ALCB","23908","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Marcondes-Ferreiras, W; Simões, O; Belinello, R","1349","1996","10","11","Southern America","Brasil","Minas Gerais","Serro","Estrada para Gouvea.","-43.3793983459473","-18.604700088501",NA,"50 cm. Flores brancas.; Campo rupestre.","ALCB033021","ALCB033021","Roque, N",NA,NA,NA,NA,"2016","07","37754","auto",NA,NA,NA,NA,NA
"14","2021-03-01 16:25:10-03","UNICAMP","UEC","195032","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Monge, M; Shimizu, GH; Brito, VLG; Carmo, JAM","2210","2013","11","17",NA,"Brazil","Minas Gerais","Cardeal Mota","Serra do Cipó. Alto do Palácio, meio do caminho para Vellozia Gigante, planta presnsada em Álcool.","-43.835806","-19.374167",NA,"campo rupestre","UEC156594","UEC156594","Monge, M",NA,NA,"-43.835806","-19.374167",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:25:10-03","UNICAMP","UEC","195323","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Monge, M; Shimizu, GH; Brito, VLG; Carmo, JAM","2151","2013","11","16",NA,"Brazil","Minas Gerais","Cardeal Mota","Serra do Cipó. Fazenda Geraldinho, planta presnsada em Álcool.","-43.587778","-19.285833",NA,"Erva, ereta, 40 cm de altura, flores do raio albas, flores de disco albas e roseas.&nf;Planta prensada em álcool.; Campo rupestre","UEC155716","UEC155716","Monge, M",NA,NA,"-43.587778","-19.285833",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-08-20 10:06:34-03","UNICAMP","UEC","169666","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Monge, M; Shimizu, GH; Urbanetz, C","548","2008","10","02",NA,"Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó, Morro do Pilar, trilha para velozias gigantes.","-43.7144012451172","-19.1688995361328",NA,NA,"UEC130780","UEC130780","Monge, M",NA,NA,NA,NA,"2008","10","26557","auto",NA,NA,NA,NA,NA
"17","2021-03-01 16:25:10-03","UNICAMP","UEC","86375","S","Plantae","Magnoliopsida",NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Marcondes-Ferreira, W; Simões, AO; Belinello, R","1349","1996","10","11",NA,"Brazil","Minas Gerais","Serro","Estrada para Gouvea","-43.3793983459473","-18.604700088501",NA,"Subarbusto ca. 50 cm; flores brancas.","UEC030709","UEC030709","Franco, IM",NA,NA,NA,NA,"2013","04","37754","auto",NA,NA,NA,NA,NA
"18","2020-12-21 16:17:05-03","MBM","MBM","32176","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Hatschbach, G.","35304","1974","10","24","Southern America","Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,NA,"MBM032176","MBM032176","Roque, N.",NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA
"19","2020-12-21 16:17:05-03","MBM","MBM","268123","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Ribas, O.S.; Barboza, E.; Cordeiro, J.; Barboza, E.; Cordeiro, J.","4551","2002","03","07","Southern America","Brazil","Paraná","Lapa","Rio Capivari, próximo a barra com o Rio Iguaçu","-49.7158012390137","-25.7696990966797",NA,NA,"MBM268123","MBM268123","Hatschbach, G.",NA,NA,NA,NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA
"20","2015-09-04 06:13:36-03","MNHN","RECOLNAT_MNHN_P","P02418137","PreservedSpecimen",NA,NA,NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Riedel, L.",NA,"1824","11",NA,NA,"Brésil",NA,NA,"In graminosis S. [Serra] da Lapa",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02418137' target='other'> <mi>dwc_moreinfo</mi></a>","P02418137","P02418137_01 P02418137_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"néotype","1077",NA,NA,NA
"21","2015-09-04 06:13:36-03","MNHN","RECOLNAT_MNHN_P","P02418138","PreservedSpecimen",NA,NA,NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Glaziou, A.",NA,"1892","4","6",NA,"Brasil","Minas Gerais",NA,"Brésil. Diamantina au Tombador. Minas Gerais, Sudeste, Brasil, América do Sul",NA,NA,"hb",". . Herbier de A. Glaziou donné par Mme SIMARD, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02418138' target='other'> <mi>dwc_moreinfo</mi></a>","P02418138","P02418138_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19555",NA,NA,NA
"22","2020-12-11 11:33:27-03","UFMG","BHCB","134296","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Hattori, EKO; Viana, PL; Cardoso, D; Salas, R","1014","2009","10","31","Southern America","Brasil","Minas Gerais","Gouveia","Estrada para Barão do Guaicui","-43.7407989501953","-18.4543991088867",NA,"campo rupestre com afloramentos rochosos em meio a solo arenoso; subarbusto, ca. folhas griseo-pubescentes, brácteas involucrais verde-claros, corola creme, estames amarelos",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37970","auto",NA,NA,NA,NA,NA
"23","2014-08-23 05:36:00-03","MO","MOBOT","100223741","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Howard S. Irwin|R. Reis dos Santos|R. Souza|S.F. da Fonsêca","Irwin 22395","1969","1","21","South America","Brazil","Minas Gerais",NA,"Cerrado on steep rocky slopes with thin gravelly soil, ca. 20 km SW of Diamantina.",NA,NA,NA,NA,NA,NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"24","2010-08-24 09:25:00-03","MO","MOBOT","100223742","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","F. Sellow","Sellow s.n.","1814",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"25","2020-06-15 15:28:54-03","UNESP-RC","HRCB","30124","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Ferreira, W.M.","1349","1996","10","11",NA,"Brasil","Minas Gerais","Serro",NA,"-43.3793983459473","-18.604700088501",NA,"Subarbusto ca. 50cm; flores brancas.",NA,NA,"Roque, N.",NA,NA,NA,NA,"2016","07","37754","auto",NA,NA,NA,"08",NA
"26","2020-09-12 05:00:02-03","US","US","3724829","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","N. Roque & A. Quaresma","3720","2012","9","22","South America - Neotropics","Brazil","Minas Gerais","Gouveia","Planalto Diamantina, Estrada para Barao do Guaicui,","-43.7322","-18.3775",NA,NA,NA,NA,NA,"1336",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"27","2020-09-12 05:00:02-03","US","US","3524424","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","S. Splett","626","1994","9","23","South America - Neotropics","Brazil","Minas Gerais",NA,"Minas Gerais, estrada Diamantina-Conselheiro Mata, 20.3km depois do asfalto","-43.8833","-18.3333",NA,NA,"US00942919","US00942919_01","Roque, N.","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"28","2020-09-12 05:00:02-03","US","US","2630916","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","H. S. Irwin, R. Reis dos Santos, R. Souza & S. F. Fonsêca","22895","1969","1","30","South America - Neotropics","Brazil","Minas Gerais",NA,"Serra do Espinhaco, ca. 15 km NE of Diamantina, road to Mendanha",NA,NA,NA,NA,"US01209206","US01209206_01",NA,"1275",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"29","2020-09-12 05:00:02-03","US","US","3680850","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","N. Roque, P. T. Sano, M. Trovó, C. Andrino & et al.","4611","2014","11","29","South America - Neotropics","Brazil","Minas Gerais",NA,"Brasil, Minas Gerais, Diamantina, Galheiros",NA,NA,NA,NA,"US01622224","US01622224_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"30","2020-09-12 05:00:02-03","US","US","3387173","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","G. Hatschbach, R. Spichiger, A. C. Cervi & E. L. Barbosa","69766","1999","10","26","South America - Neotropics","Brazil","Minas Gerais",NA,"Corrego do Tigre ( Mun. Gouveia)",NA,NA,NA,"HYBRID?","US01209208","US01209208_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"31","2020-09-12 05:00:02-03","US","US","2630867","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","H. S. Irwin, R. Reis dos Santos, R. Souza & S. F. Fonsêca","22395","1969","1","21","South America - Neotropics","Brazil","Minas Gerais",NA,"Serra do Espinhaco, ca 20 km SW of Diamantina",NA,NA,NA,NA,"US01209205","US01209205_01",NA,"1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"32","2020-09-12 05:00:02-03","US","US","3653909","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","N. Roque & A. Quaresma","3708","2012","9","22","South America - Neotropics","Brazil","Minas Gerais",NA,"Planalto Diamantina, Gouveia, Estrada para Barão do Guaicui","-43.7028","-18.3769",NA,NA,"US01951666","US01951666_01",NA,"1434",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"33","2020-09-12 05:00:02-03","US","US","3724840","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","N. Roque, A. Quaresma, I. Franco & D. Gonçalves","3111","2011","6","26","South America - Neotropics","Brazil","Minas Gerais","Gouveia","Planalto Diamantina, estrada Barao de Guaicui.","-43.7219","-18.3717",NA,NA,NA,NA,NA,"1432",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"34","2020-09-12 05:00:02-03","US","US","3387181","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","G. Hatschbach, R. Spichiger, A. C. Cervi & E. L. Barbosa","69641","1999","10","24","South America - Neotropics","Brazil","Minas Gerais",NA,"Serra do Espinhaco, rodovia para Barao do Guacui",NA,NA,NA,NA,"US01209207","US01209207_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,"Dicotyledonae"
"35","2019-11-13 11:16:34-03","USP","SPF","100444","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Splett, S","626","1994","09","23",NA,"Brasil","Minas Gerais",NA,NA,"-43.883333","-18.333333",NA,NA,"SPF00100444",NA,"Roque, N","1200","1200","-43.883333","-18.333333","1999",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-11-13 11:16:34-03","USP","SPF","216835","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Franco, IM","1215","2012","07","04",NA,"Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri","-43.569111","-18.147694",NA,NA,"SPF00216835",NA,"Anônimo","1215","1215","-43.569111","-18.147694",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-11-13 11:16:34-03","USP","SPF","216841","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Franco, IM","1147","2012","11","03",NA,"Brasil","Minas Gerais","Diamantina","Parque Estadual do Biribiri","-43.606806","-18.176417",NA,NA,"SPF00216841",NA,"Anônimo","1326","1326","-43.606806","-18.176417",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 18:25:35-03","USP","SPF","218690","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Pena, MA","16A","2007","11","13",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 108 da rodovia MG 010, lado direito, sentido Morro do Pilar.","-43.587778","-19.289444",NA,"Erva ca. 20 cm alt. Invólucro alvo, flores do raio com corola alva, flores do disco rosa claro.","SPF00218690",NA,"Pena, MA","1206","1206","-43.587778","-19.289444","2009",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-11-13 11:16:34-03","USP","SPF","220824","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Roque, N","3720","2012","09","22",NA,"Brasil","Minas Gerais","Gouveia","Planalto Diamantina, estrada para Barão do Guaicuí.","-43.732222","-18.3775",NA,NA,"SPF00220824",NA,"Anônimo","1336","1336","-43.732222","-18.3775",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-11-13 11:16:34-03","USP","SPF","220826","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Roque, N","3708","2012","09","22",NA,"Brasil","Minas Gerais","Gouveia","Planalto Diamantina, estrada para Barão do Guaicuí.","-43.702778","-18.376944",NA,NA,"SPF00220826",NA,"Anônimo",NA,NA,"-43.702778","-18.376944",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-13 11:16:34-03","USP","SPF","221170","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Quaresma, AS","39","2009","12","10",NA,"Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.290008","-17.801394",NA,NA,"SPF00221170",NA,"Antar, GM","1259","1259","-44.290008","-17.801394","2016","10",NA,NA,NA,NA,NA,NA,NA
"42","2019-11-13 11:16:34-03","USP","SPF","40350","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Thomas, WW","CFCR8713","1985","11","24",NA,"Brasil","Minas Gerais","Datas",NA,"-43.6557998657227","-18.4456005096436",NA,NA,"SPF00040350",NA,"Roque, N",NA,NA,NA,NA,"1999",NA,"23532","auto",NA,NA,NA,NA,NA
"43","2019-11-13 11:16:34-03","USP","SPF","121223","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Roque, N","203","1996","07","13",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,"SPF00121223",NA,"Roque, N",NA,NA,NA,NA,"1999",NA,"101169","auto",NA,NA,NA,NA,NA
"44","2019-11-13 11:16:34-03","USP","SPF","121236","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Roque, N","196","1996","07","13",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,"SPF00121236",NA,"Roque, N",NA,NA,NA,NA,"1999",NA,"101169","auto",NA,NA,NA,NA,NA
"45","2019-11-13 11:16:34-03","USP","SPF","125994","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Roque, N","381","1997","12","07",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,"SPF00125994",NA,"Roque, N",NA,NA,NA,NA,"1999",NA,"101169","auto",NA,NA,NA,NA,NA
"46","2019-11-13 11:16:34-03","USP","SPF","125996","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Roque, N","435","1997","12","10",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,"SPF00125996",NA,"Roque, N",NA,NA,NA,NA,"1999",NA,"101169","auto",NA,NA,NA,NA,NA
"47","2019-11-13 11:16:34-03","USP","SPF","181893","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Costa, FN","703","2003","09","23",NA,"Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,"SPF00181893",NA,"Roque, N",NA,NA,NA,NA,"2009","01","101169","auto",NA,NA,NA,NA,NA
"48","2021-03-15 18:25:35-03","USP","SPF","125967","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Roque, N","386","1997","12","08",NA,"Brasil","Minas Gerais","Diamantina","Estrada Biri-Biri, afloramento rochoso na ponte do Ribeirão das Pedras.","-43.6002998352051","-18.2493991851807",NA,"Arbusto ca. 0.5 cm alt., em solo úmido, arenoso. Brácteas involucrais cremes, papus cinéreos. Capítulos passados.","SPF00125967",NA,"Roque, N",NA,NA,NA,NA,"1999",NA,"101169","auto",NA,NA,NA,NA,NA
"49","2021-03-15 18:25:35-03","USP","SPF","125997","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Roque, N","450","1997","12","10",NA,"Brasil","Minas Gerais","Diamantina","Estrada Diamantina-Conselheiro Mata, km 188 - lado direito.","-43.6002998352051","-18.2493991851807",NA,"Afloramento rochoso.","SPF00125997",NA,"Franco, IM",NA,NA,NA,NA,"2014",NA,"101169","auto",NA,NA,NA,NA,NA
"50","2019-10-07 09:11:58-03","UEFS","HUEFS","193103","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Quaresma, A.S.","436","2012","09","22",NA,"Brasil","Minas Gerais","Gouveia","Estrada para Barão de Guaycuí.","-43.703056","-18.376944",NA,"Campo rupestre.","HUEFS0193103",NA,NA,"1434","1434","43W42'11''","18S22'37''",NA,NA,NA,NA,NA,NA,NA,NA,"Asteranae"
"51","2019-10-07 09:11:58-03","UEFS","HUEFS","192921","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Richterago","polyphylla","Richterago polyphylla","(Baker) Ferreyra","Quaresma, A.S.","254","2011","12","13",NA,"Brasil","Minas Gerais","Gouveia","Estrada para Barão de Guaycuí","-43.7407989501953","-18.4543991088867",NA,"Campo rupestre.","HUEFS0192921",NA,NA,"1425","1425",NA,NA,NA,NA,"37970","auto",NA,NA,NA,NA,"Asteranae"
