"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus","infraspecificEpithet"
"19","2021-03-30 12:33:50-03","EAO","IAN","126679","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.",NA,NA,NA,NA,"Del, Puerto","1962","02","17","Uruguai",NA,NA,"Herbario 1419. Balneario La Pedrera. Depto. de Rocha. Costa arenosa del Oceano Atlantico.",NA,NA,NA,NA,NA,NA,"Buds white; flowers rose-purple, foetid.","IAN126679",NA,"3654","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:33:50-03","EAO","IAN","130512","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Constance, L","1968",NA,NA,"Irwin, HS; Maxwell, HS","1968","02","10","Brasil","Minas Gerais",NA,"Steep slopes, campo and adjacent gallery forest, Serra do Itaberito, ca. 50km S of Belo Horizonte.",NA,NA,NA,NA,"1500","1500","Rosette herb, the inflorescence to ca. 1m tall. Heads violet.","IAN130512",NA,"19720","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-30 12:33:50-03","EAO","IAN","60717","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.",NA,NA,NA,NA,"Schwarz, GJ","1947","12","06","Argentina",NA,NA,"Gb. Misiones. Dep. San Ignacio. Localidad: Corpus.",NA,NA,NA,NA,NA,NA,NA,"IAN060717","IAN060717 IAN060717_e","5326","Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-11-26 18:06:56-03","CPAN-UFMS","COR","10495","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","G. Hatschbach",NA,NA,NA,"Cordeiro, J.","2002","02","28","Brasil","Paraná","Curitiba","Jardim Botânico. Campo limpo seco.; ;.","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Com Flor: azul",NA,NA,"2043",NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:08:43-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schlecht.","Hatschbach, G","2003",NA,NA,"Cordeiro, J","2002","02","28","Brasil","Paraná","Curitiba","Jardim Botânico","-49.266667","-25.416667","-49.266667","-25.416667",NA,NA,"ereta. Flor azul.; seco",NA,NA,"2043","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-02-24 18:13:29-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schlecht.","Hatschbach, G","2000",NA,NA,"Cruz, JM; Cordeiro, J","2000","02","09","Brasil","Paraná","Curitiba","Jardim Botnico","-49.266667","-25.416667","-49.266667","-25.416667",NA,NA,"ereta. Flor azul.; seco.",NA,NA,"239","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 08:43:55-03","NBC","NL-BOTANY","AMD.20753","PreservedSpecimen","Plantae","Umbelliferae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.",NA,NA,NA,NA,"Herter","1926","12","01","Uruguay",NA,NA,"Dict. Barra, Departamento de San Jose.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.20753 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD20753","NL-AMD20753",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"26","2020-02-08 08:43:55-03","NBC","NL-BOTANY","L.2576504","PreservedSpecimen","Plantae","Umbelliferae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.",NA,NA,NA,NA,"Pedersen TM","1977","11","10","Brazil",NA,NA,"Brasilienses, Rio Grande do Sul, mun. Arroio dos Ratos: Faxinai.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2576504 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2576504","NL-L2576504",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"27","2020-02-08 08:43:55-03","NBC","NL-BOTANY","L.2576505","PreservedSpecimen","Plantae","Umbelliferae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.",NA,NA,NA,NA,"Pedersen TM","1977","02","18","Argentina",NA,NA,"Argentinenses, Estancia,,Las Tres Marias'', Dep. Empedrado, Prov. Corrientes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2576505 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2576505","NL-L2576505",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"28","2020-02-08 08:43:55-03","NBC","NL-BOTANY","L.2576506","PreservedSpecimen","Plantae","Umbelliferae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.",NA,NA,NA,NA,"Pedersen TM","1971","11","25","Argentina",NA,NA,"Argentinae, Upper slopes of the banks of the R. Paraná, Estancia ''La Pasteril'', Dep. Lavalle, Prov. Corrientes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2576506 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2576506","NL-L2576506",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"29","2020-02-08 08:43:55-03","NBC","NL-BOTANY","L.2576507","PreservedSpecimen","Plantae","Umbelliferae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.",NA,NA,NA,NA,"Pedersen TM","1974","12","05","Argentina",NA,NA,"Argentinae, Estancia '' Buena Vista'', Dep. Concepcion, Prov. Corrientes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2576507 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2576507","NL-L2576507",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"30","2020-02-08 08:43:55-03","NBC","NL-BOTANY","L.2576508","PreservedSpecimen","Plantae","Umbelliferae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.",NA,NA,NA,NA,"Pedersen TM","1969","12","11","Paraguay",NA,NA,"Paraguayenses, Near Ypané, Dep. Central.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2576508 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2576508","NL-L2576508",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"31","2020-02-08 08:43:55-03","NBC","NL-BOTANY","L.2576509","PreservedSpecimen","Plantae","Umbelliferae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.",NA,NA,NA,NA,"Pedersen TM","1969","12","12","Paraguay",NA,NA,"Paraguayenses, Near Caapucú, Dep. Paraguarí.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2576509 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2576509","NL-L2576509",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"32","2020-02-08 08:43:55-03","NBC","NL-BOTANY","L.2576510","PreservedSpecimen","Plantae","Umbelliferae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.",NA,NA,NA,NA,"Pedersen TM","1969","11","16","Paraguay",NA,NA,"near Villeta, Dep. Central.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2576510 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2576510","NL-L2576510",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"33","2020-02-08 08:43:55-03","NBC","NL-BOTANY","L.2576511","PreservedSpecimen","Plantae","Umbelliferae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.",NA,NA,NA,NA,"Fiebrig K","1902","12","01","Paraguay",NA,NA,"Paraguayenses, Cordillera de Altos. Cerro Cnoche.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2576511 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2576511","NL-L2576511",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"34","2020-02-08 08:43:55-03","NBC","NL-BOTANY","L.3758419","PreservedSpecimen","Plantae","Umbelliferae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.",NA,NA,NA,NA,"Pedersen TM","1984","11","21","Paraguay",NA,NA,"San Miguel. Dep. Misiones.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3758419 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3758419","NL-L3758419",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"35","2020-02-08 08:43:55-03","NBC","NL-BOTANY","U.1076899","PreservedSpecimen","Plantae","Umbelliferae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.",NA,NA,NA,NA,"Meyer T","1944","02","06","Argentina",NA,NA,"Prov.de Corrientes. Estancia 'El Plata'. Dep. Ituzaingó.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1076899 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1076899","NL-U1076899",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"36","2020-02-08 08:43:55-03","NBC","NL-BOTANY","U.1076900","PreservedSpecimen","Plantae","Umbelliferae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.",NA,NA,NA,NA,"Carnevali R","1969","11","21","Argentina",NA,NA,"Prov.de Corrientes. Dep Lavalle. Paso López. En pastizal de Andropogon Lateralis.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1076900 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1076900","NL-U1076900",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"37","2020-02-08 08:43:55-03","NBC","NL-BOTANY","U.1076901","PreservedSpecimen","Plantae","Umbelliferae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.",NA,NA,NA,NA,"Pedersen TM","1949","12","19","Argentina",NA,NA,"Estancia,,Santa Teresa'. Dep. Mburucuyá. Prov.Corrientes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1076901 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1076901","NL-U1076901",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"38","2020-02-08 08:43:55-03","NBC","NL-BOTANY","U.1076940","PreservedSpecimen","Plantae","Umbelliferae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Lindeman JC",NA,NA,NA,"Lindeman JC; Haas JH de","1966","12","13","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1076940 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1076940","NL-U1076940",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae","U 0137145",NA,NA,NA,NA
"39","2020-02-08 08:43:55-03","NBC","NL-BOTANY","U.1076941","PreservedSpecimen","Plantae","Umbelliferae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.",NA,NA,NA,NA,"Woolston AL","1957","08","29","Paraguay",NA,NA,"Depto. San Pedro, Alto Paraguay: Primavera. Low campo & Lomas.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1076941 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1076941","NL-U1076941",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"40","2020-02-08 08:43:55-03","NBC","NL-BOTANY","WAG.1848702","PreservedSpecimen","Plantae","Umbelliferae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.",NA,NA,NA,NA,"Pedersen TM","1977","02","18","Argentina",NA,NA,"Argentinenses, Estancia,,Las Tres Marias'', Dep. Empedrado, Prov. Corrientes.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1848702 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1848702","NL-WAG1848702",NA,"Southern America",NA,NA,NA,"Apiales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"41","2020-11-04 10:59:29-03","ESALQ","ESA","9977","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Souza, V.C.",NA,NA,NA,"Souza, V.C. ; Sakuragui, C.M.","1993","05","02","Brasil","Minas Gerais","Santana do Riacho",NA,"-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,"ESA009977","ESA009977","3402.0",NA,NA,NA,"Magnoliophyta",NA,"26557","auto",NA,NA,NA,NA,NA,NA
"42","2020-11-04 10:59:29-03","ESALQ","ESA","79209","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Schinini, A.",NA,NA,NA,"Ferrucci, M.S. et al.","1999","12","15","Paraguai",NA,"Amambay",NA,NA,NA,NA,NA,NA,NA,NA,"ESA079209","ESA079209","1488.0",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-01-14 15:19:49-03","MN","R","92574","PreservedSpecimen","Plantae","Apiaceae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.",NA,NA,NA,NA,"Glaziou, A.F.M.","1891","01","25","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000092574","R000092574_001","18270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-08-27 13:33:47-03","IAP","PACA-AGP","33098","PreservedSpecimen","Plantae","Umbelliferae","Eryngium","sanguisorba","Eryngium sanguisorba","Cham. & Schltdl.","Emrich-Rambo","1954","09","25","Hatschbach, G.","1946","02","07","Brasil","PR","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"fl. Habitat: in humidis graminosis Fenofase: flor","PACA033098",NA,"176",NA,NA,NA,"Magnoliophyta","Umbellales","25180","auto","Magnoliatae",NA,NA,NA,NA,NA
