"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","order","typeStatus","continentOcean","preparationType","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","relationshipType","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"145","2019-11-07 11:44:47-03","FUVATES","HVAT","2252","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","E. Freitas","2008","01","26","E. Freitas","s.n.","2008","01","26","Brasil","Rio Grande do Sul","Arroio do Meio","Morro Gaúcho.","-51.945","-29.401111","-51º56'42''W","-29º24'4''S","Terrícola","HVAT00002252",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2019-11-07 11:44:47-03","FUVATES","HVAT","1648","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","E. Freitas","2004","01","14","A. Turatti","s.n.","2004","12","10","Brasil","Rio Grande do Sul","Caxias do Sul","São Virgilio.","-51.179444","-29.168056","-51º10'46''W","-29º10'5''S","terrícola; Interior de mata","HVAT00001648",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2019-11-07 11:44:47-03","FUVATES","HVAT","2286","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","W. Heberle","2008","03","12","R. Wasun; L. Scur","s.n.","2006","04","30","Brasil","Paraná","Dorizon",NA,NA,NA,NA,NA,"Terrícola; Interior de mata primária.","HVAT00002286",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-10-20 15:00:16-03","FUVATES","HVAT","600","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","A. Jasper; E. Freitas","2001","03","29","J. Bruxel; J. Klein; E. Freitas; E. Musskopf","s.n.","2001","02","24","Brasil","Rio Grande do Sul","Arroio do Meio","Forqueta.","-51.945","-29.401111","51º56'42''W","29º24'4''S",NA,"HVAT00000600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2019-11-07 11:44:47-03","FUVATES","HVAT","782","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","E. Freitas","2001","07","01","E. Freitas","s.n.","2001","07","01","Brasil","Rio Grande do Sul","Sério",NA,"-52.268611","-29.383333","-52º16'7''W","-29º22'60''S",NA,"HVAT00000782",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2021-02-25 10:11:26-03","CVRD","CVRD","5190","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl","J. T. Atwood","1997","12","10","Folli, D.A.","2553","1995","02","01","BRASIL","ES","Venda Nova do Imigrante","Erva terrestre.","-41.1347007751465","-20.3397006988525",NA,NA,"<ll>dwc_commonname:</ll> Orquídea migrante","CVRD005190","Magnoliophyta","Asparagales",NA,"América do Sul",NA,NA,NA,NA,"15909","auto","Liliopsida",NA,NA,NA,NA,NA,NA
"151","2020-09-12 05:00:02-03","US","US","814041","PreservedSpecimen","Plantae","Orchidaceae","Govenia","boliviensis","Govenia boliviensis","Rolfe",NA,NA,NA,NA,"M. Bang","609","1890",NA,NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orchidales","Isotype","South America - Neotropics",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1",NA,NA
"152","2020-09-12 05:00:02-03","US","US","37865","PreservedSpecimen","Plantae","Orchidaceae","Govenia","boliviensis","Govenia boliviensis","Rolfe",NA,NA,NA,NA,"M. Bang","609","1890",NA,NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,"US00038039",NA,"Orchidales","Isotype","South America - Neotropics",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1",NA,NA
"153","2020-09-12 05:00:02-03","US","US","1593840","PreservedSpecimen","Plantae","Orchidaceae","Govenia","gardneri","Govenia gardneri",NA,NA,NA,NA,NA,"B. Lutz","732","1932","1","6","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"US00038040",NA,"Orchidales",NA,"South America - Neotropics",NA,"US00038040_01",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1",NA,NA
"154","2020-09-12 05:00:02-03","US","US","600425","PreservedSpecimen","Plantae","Orchidaceae","Govenia","platyglossa","Govenia platyglossa","Schltr.",NA,NA,NA,NA,"Herbert H. Smith","2490","1898",NA,NA,"Colombia","Magdalena",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orchidales","Isotype","South America - Neotropics",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1",NA,NA
"155","2020-09-12 05:00:02-03","US","US","3394362","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.",NA,NA,NA,NA,"R. A. Wasum & -. Rossato","7","1999","2","24","Brazil","Rio Grande do Sul","Igrejinha",NA,"-50.7902984619141","-29.5743999481201",NA,NA,NA,"US00632011",NA,"Orchidales",NA,"South America",NA,"US00632011_01",NA,NA,"12791","auto","Monocotyledonae",NA,NA,NA,"1",NA,NA
"156","2020-09-12 05:00:02-03","US","US","3075415","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.",NA,NA,NA,NA,"M. Poloni et al.","2530","1987","2","21","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"US00038052",NA,"Orchidales",NA,"South America",NA,"US00038052_01","950","950",NA,NA,"Monocotyledonae",NA,NA,NA,"1",NA,NA
"157","2020-09-02 16:34:53-03","Cenargen","CEN","14984","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","L. B. Bianchetti","1991","02",NA,"João Aguiar Nogueira Batista","188","1991","02","11","Brasil","DF","BRASILIA","Córrego do Acampamento. Próximo ao Regimento de Cavalaria e Guarda (RCG).","-47.9296989440918","-15.7797002792358",NA,NA,"Labelo branco. Interiormente amarelo-pálido. Dois pontos marrons na borda (ápice).","CEN00014984",NA,NA,NA,NA,"Exsicatas","CEN00014984",NA,NA,"70570","auto",NA,NA,NA,NA,"3",NA,NA
"158","2020-09-02 16:34:53-03","Cenargen","CEN","102953","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","J. A. N. Batista","2013","03",NA,"João Aguiar Nogueira Batista","3266","2013","03","07","Brasil","RJ","ITATIAIA","Parque Nacional do Itatiaia, trilha na subida Maromba-Macieiras","-44.5633010864258","-22.4960994720459",NA,NA,"Em frutificação. Coordenadas aproximadas. Doação do Herbário BHCB Nº 180125","CEN00102953",NA,NA,NA,NA,"Exsicatas","CEN00102953","1323","1323","19648","auto",NA,NA,NA,NA,"1",NA,NA
"159","2020-09-02 16:34:53-03","Cenargen","CEN","67457","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","L. B. Bianchetti","2007","01",NA,"Glocimar Pereira-Silva","11215","2007","01","18","Brasil","SC","LAGES",NA,"-50.326099395752","-27.8160991668701",NA,NA,"Área de influência indireta.","CEN00067457",NA,NA,NA,NA,"Unicata","CEN00067457","749","749","70701","auto",NA,NA,NA,NA,"1",NA,NA
"160","2019-12-09 17:30:35-03","UFPR","EFC","14209","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Völtz, R.R.","2015","12","18","Vieira, R.S.; Bizarro, O.M.R.","771","2015","05","19","Brasil","Paraná","Curitiba","Capão do Cifloma","-49.1426","-25.2652","-49.1426","-25.2652","Herbácea terrestre com 60 cm. Com frutos verdes.","EFC014209",NA,NA,NA,NA,NA,NA,"920","920",NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2019-12-09 17:30:35-03","UFPR","EFC","12699","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Smidt, E.C.","2014","02","12","Blum, C.T.","1432","2014","01","18","Brasil","Paraná","Campo Largo","Rondinha","-49.4843","-25.4283","-49.4843","-25.4283","Herbácea terrestre 50cm, bainha roxa, flores brancas, e frutos verdes. Capão do Cifloma, subosque","EFC012699",NA,NA,NA,NA,NA,NA,"920","920",NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2019-12-09 17:30:35-03","UFPR","EFC","14589","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Völtz, R.R.","2015","12","18","Souza, I.; Völtz, R.R.; Bizarro, O.M.R.",NA,"2015","12","09","Brasil","Paraná","Curitiba","Capão do Cifloma","-49.2395","-25.4485","-49.2395","-25.4485","Erva terrestre 0,4m alt.; flores com pétalas alvas e máculas roxas; interior da Floresta Ombrófila Mista em estágio médio.","EFC014589",NA,NA,NA,NA,NA,NA,"915","915",NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2019-12-09 17:30:35-03","UFPR","EFC","17989","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Völtz, R.R.","2019","02","08","Völtz, R.R.; Serejo, S.V.","2025","2019","02","07","Brasil","Paraná","São Mateus do Sul ou São João do Triunfo","Ferreira","-50.3756","-25.7178","-50.3756","-25.7178","Erva 0,5 m alt.; flores alvas; interior de erval no interior de Floresta Ombrófila Mista.","EFC017989",NA,NA,NA,NA,NA,NA,"820","820",NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2019-12-09 17:30:38-03","UFPR","EFC","17936","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","SOUZA, I.; DALL AGNOL, R. T.","2019","02","08","DALL AGNOL, R. T.","908","2019","02","07","Brasil","Paraná","Curitiba","Capão do Cifloma.","-49.2390555555556","-25.4494833333333","-49,2390555555556","-25,4494833333333","Erva terrestre, ereta; corola alva com máculas róseas, frutos imaturos verdes.","EFC017936",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2019-12-09 17:30:35-03","UFPR","EFC","16626","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Engels, M. E.","2009","03",NA,"Engels, M. E.","24","2008","08","05","Brasil","Paraná","Carambeí","1° Planalto, Catanduvas de Fora","-50.0971984863281","-24.9178009033203",NA,NA,"Humícola, folhas verdes","EFC016626",NA,NA,NA,NA,NA,NA,NA,NA,"26641","auto",NA,NA,NA,NA,NA,NA,NA
"166","2020-01-14 12:02:02-03","USP","SPF","231979","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Vieira, TL","2018","07",NA,"Cordeiro, I","3211","2009","11","25","Brasil","Minas Gerais","Caldas",NA,"-46.135278","-21.964444","-46.135278","-21.964444",NA,"SPF00231979",NA,NA,NA,NA,NA,NA,"1532","1532",NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2019-10-07 09:20:02-03","UEFS","HUEFS","242105","PreservedSpecimen","Plantae","Orchidaceae","Govenia","gardneri","Govenia gardneri","Hook.","T.E.C.Meneguzzo","2015","01",NA,"Meneguzzo, T.E.C.","1097","2015","01","30","Brasil","Rio de Janeiro","Teresópolis","Parque Estadual dos Três Picos. Trilha para a caixa de Fósforo.","-42.731667","-22.329167","42W43'54''","22S19'45''","Floresta Ombrófila Densa Alto Montana, secundária.","HUEFS0242105","Angiospermae","Asparagales",NA,NA,NA,"HUEFS0242105","1659","1659",NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA
"168","2019-01-25 15:43:45-02","IAC","IAC","39282","S","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","R.C. Mota","2002","05","23","R.B. Torres; A. Geremias & J.B. Paula","1187","2000","03","23","Brasil","Minas Gerais","Camanducaia","Mata dos Vargas","-46.1447","-22.7553","-46.1447","-22.7553","UTM(23)= 385215 E e 7848647 N, 1115 m.s.m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2019-01-25 15:43:45-02","IAC","IAC","39283","S","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","R.C. Mota","2002","05","13","R.B. Torres; A. Geremias & J.B. Paula","1188","2000","03","23","Brasil","Minas Gerais","Camanducaia","Mata dos Vargas","-46.1447","-22.7553","-46.1447","-22.7553","UTM(23)= 385215 E e 7848647 N, 1115 m.s.m.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2019-04-02 09:32:19-03","URICER","HPBR","6143","S","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.",NA,NA,NA,NA,"SCARIOT, C.",NA,"1999","02","16","Brasil","RS","Marcelino Ramos","ESTAÇÃO ECOLÓGICA TEIXEIRA SOARES","-51.9063987731934","-27.4617004394531",NA,NA,NA,"HPBR006143",NA,NA,NA,NA,NA,"HPBR006143",NA,NA,"18635","auto",NA,NA,NA,NA,"1",NA,NA
"171","2020-11-04 17:30:10-03","UEM","HUEM","20390","S","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","M.E. Engels","2013","03","27","Milaneze-Gutierre, MA","s.n.","2011","03","18","Brasil","Paraná","Telêmaco Borba","Área de alagamento da UHE Mauá","-50.591667","-24.35","-50.591667","-24.35","Planta terrestre. Bainha que envolve o eixo de inflorescência e o eixo de inflorescência de coloração roxa. Parte basal da folha levemente arroxeada.","HUEM000014367",NA,NA,NA,NA,NA,"HUEM000014367",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2020-11-04 17:30:10-03","UEM","HUEM","20378","S","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Milaneze-Gutierre, MA","2011","02",NA,"Milaneze-Gutierre, MA","s.n.","2011","02",NA,"Brasil","Paraná","Mauá da Serra",NA,"-51.2294006347656","-23.9013996124268",NA,NA,"Flores de coloração branca.","HUEM000009521",NA,NA,NA,NA,NA,"HUEM000009521",NA,NA,"16036","auto",NA,NA,NA,NA,NA,NA,NA
"173","2020-11-04 17:30:10-03","UEM","HUEM","31571","S","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Costa, AC","2015","03",NA,"Costa, AC","40","2015","03",NA,"Brasil","Paraná","Pinhão","Distrito de Faxinal do Céu.","-51.6596984863281","-25.6956005096436",NA,NA,"Terrícola.","HUEM000016512",NA,NA,NA,NA,NA,"HUEM000016512",NA,NA,"37408","auto",NA,NA,NA,NA,NA,NA,NA
"174","2016-08-23 09:45:45-03","NHMLondon","NHM-LONDON-BOT","BM000525994","S","Plantae","Orchidaceae","Govenia","gardneri","Govenia gardneri","Hook.",NA,NA,NA,NA,"John Miers; b.1789; d.1879; Miers","s.n.",NA,NA,NA,"Brasil",NA,NA,NA,"-53.08982","-10.773109","-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4648284",NA
"175","2015-02-26 09:30:06-03","NHMLondon","NHM-LONDON-BOT","BM000525995","S","Plantae","Orchidaceae","Govenia","gardneri","Govenia gardneri","Hook.",NA,NA,NA,NA,"George Gardner; b.1812; d.1849; Gardner","670","1837","01","01","Brasil",NA,NA,NA,"-53.08982","-10.773109","-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4648286",NA
"176","2016-08-23 09:45:45-03","NHMLondon","NHM-LONDON-BOT","BM000525996","S","Plantae","Orchidaceae","Govenia","gardneri","Govenia gardneri","Hook.",NA,NA,NA,NA,"Ynes Enriquetta Julietta Mexia; b.1870; d.1938; Mexia","5496","1931","01","08","Brasil",NA,NA,NA,"-53.08982","-10.773109","-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4648288",NA
"177","2020-11-12 16:58:07-03","UEL","FUEL","55475","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Schwirkowski, P","2016","01","30","Schwirkowski, P","1530","2016","01","30","Brasil","Santa Catarina","São Bento do Sul","Trilha do Parque 23 de setembro, Em interior de floresta","-49.386111","-26.275556","-49.386111","-26.275556",NA,"FUEL055475","Tracheophyta","Asparagales",NA,NA,NA,NA,"830","830",NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2020-11-12 16:58:07-03","UEL","FUEL","9701","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Mancinelli, WS","2009","10","07","Francisco das Chagas e Silva","1094","1986","04","09","Brasil","Paraná","Londrina","Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Tracheophyta","Asparagales",NA,NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA
"179","2019-11-01 15:15:24-03","UnB","UB","87234","PreservedSpecimen","Plantae","Orchidaceae","Govenia","gardneri","Govenia gardneri","Hook.","Pabst, GFJ","1979","06","28","Irwin, HS","25381","1970","01","25","Brasil","Goiás",NA,"24km ao NE de Catalão",NA,NA,NA,NA,"Terrestrial, the inflorescence 0,6m. Perianth white, the labellum with transverse purplish striations; Gallery shade. Gallery forest and adjoining cerrado","UB0018298","Monocotyledonae",NA,NA,"Southern America",NA,"UB0018298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2019-11-01 15:15:24-03","UnB","UB","87263","PreservedSpecimen","Plantae","Orchidaceae","Govenia","gardneri","Govenia gardneri","Hook.","Pabst, GFJ",NA,NA,NA,"Irwin, HS","25381","1970","01",NA,"Brasil","Goiás",NA,"24km ao NE de Catalão",NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2019-11-01 15:15:24-03","UnB","UB","4395","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Pabst, GFJ",NA,NA,NA,"Heringer, EP","7996","1961","02","25","Brasil","Distrito Federal","Brasília","Córrego do Guará-Fundação Zoobotânica","-47.95","-15.85","-47.95","-15.85","Erva; Mata ciliar úmida. Solo: Solo humoso.","UB0019534","Monocotyledonae",NA,NA,"Southern America",NA,"UB0019534","1090","1090",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2020-08-20 14:54:45-03","UFSC","FLOR","67166","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Ceolin, L.M.","2008","07","29","Gasper, A.L. de","1319","2008","01","21","Brasil","Santa Catarina","Arroio Trinta","Linha São Roque.","-51.299167","-26.910278","51º17'57''W","26º54'37''S","Terrícola; flor branca. Projeto Florística IFFSC 669, IFFSC - 1/669/Florística/Erva Terrícola. Recebido de FURB nº9940","FLOR0067166",NA,"Asparagales",NA,NA,NA,NA,"1012","1012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2020-08-20 20:37:53-03","UFSC","FLOR","2565","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata","(Sw.) Lindl.","Pabst, G.","1974",NA,NA,"Bresolin, A.","582","1972","06","09","Brasil","Santa Catarina","Florianópolis","Ribeirão, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,"terrícola, flor branca; ligeiramente roxa, passando a creme. Exemplar único.","FLOR0002565",NA,"Asparagales",NA,NA,NA,NA,"300","300","27000","auto",NA,NA,NA,NA,NA,NA,NA
"184","2021-03-04 15:42:05-03","IF","SPSF","33836","PreservedSpecimen","Plantae","Orchidaceae","Govenia","utriculata","Govenia utriculata",NA,NA,NA,NA,NA,"D.A.Medeiros","56","2003","04","17","Brasil","SP","Ribeirão Grande","vegetacao secundaria","-48.433333","-24.266667",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,"Magnoliophyta","Orchidales",NA,"América do Sul",NA,NA,"820","820",NA,NA,"Liliopsida",NA,NA,NA,NA,NA,NA
"185","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Govenia","gardneri","Govenia gardneri","Hook.",NA,NA,NA,NA,"Glaziou, AFM","s.n.",NA,NA,NA,"Brazil",NA,NA,"ad Campo Bello",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"P03P5N0080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Govenia","gardneri","Govenia gardneri","Hook.",NA,NA,NA,NA,"Glaziou, AFM","s.n.",NA,NA,NA,"Brazil",NA,NA,"ad Campo Bello",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"P03P5N0080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Govenia","gardneri","Govenia gardneri","Hook.",NA,NA,NA,NA,"Weddell, HA","1593",NA,NA,NA,"Brazil","Minas Gerais",NA,"in prov. Minas Geraes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"P03P5N0080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Govenia","gardneri","Govenia gardneri","Hook.",NA,NA,NA,NA,"Miers, J","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"ad Serra dos Orgãos altit. 1000-1200m",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"P03P5N0080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Govenia","gardneri","Govenia gardneri","Hook.",NA,NA,NA,NA,"Moura, JT de","37",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in locis humidis solo pingui secus flum. Paquequer",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"P03P5N0080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Govenia","gardneri","Govenia gardneri","Hook.",NA,NA,NA,NA,"Moura, JT de","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro","Teresópolis","in sylvis prope Theresopolis","-42.9656","-22.4122",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"P03P5N0080",NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA
"191","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Govenia","gardneri","Govenia gardneri","Hook.",NA,NA,NA,NA,"Regnell, AF","420?",NA,NA,NA,"Brazil","Minas Gerais",NA,"in sylvis umbrosis ad Serra de Caldas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"P03P5N0080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Govenia","gardneri","Govenia gardneri","Hook.",NA,NA,NA,NA,"Lund, PW","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"P03P5N0080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Govenia","gardneri","Govenia gardneri","Hook.",NA,NA,NA,NA,"Lund, PW","s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Habitat in prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"P03P5N0080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Govenia","gardneri","Govenia gardneri","Hook.",NA,NA,NA,NA,"Warming, JEB","s.n.",NA,NA,NA,"Brazil","Minas Gerais",NA,"ad Lagoa Santa in solo sylvarum satis frequens",NA,NA,NA,NA,"Floret Decembri ad Februario",NA,NA,NA,NA,"Southern America",NA,"P03P5N0080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Govenia","gardneri","Govenia gardneri","Hook.",NA,NA,NA,NA,"Moura, JT de","93?",NA,NA,NA,"Brazil","Minas Gerais","Caxambu","ad Cachambú","-44.9325","-21.9772",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"P03P5N0080",NA,NA,"11683","auto",NA,NA,NA,NA,NA,NA,NA
"196","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Govenia","gardneri","Govenia gardneri","Hook.",NA,NA,NA,NA,"Schenck, H","2742?",NA,NA,NA,"Brazil","Rio de Janeiro","Teresópolis","in sylvis prope Theresopolis","-42.9656","-22.4122",NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"P03P5N0080",NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA
"197","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Govenia","gardneri","Govenia gardneri","Hook.",NA,NA,NA,NA,"Gardner, G","670?",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"ad Serra dos Orgãos altit. 1000-1200m",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"P03P5N0080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Orchidaceae","Govenia","gardneri","Govenia gardneri","Hook.",NA,NA,NA,NA,"Regnell, AF","420",NA,NA,NA,"Brazil","Minas Gerais",NA,"in sylvis umbrosis ad Serra de Caldas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"P03P5N0080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
