"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","01108493","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","prunifolia","Psychotria prunifolia","(Kunth) Steyerm.",NA,"G. T. Prance","13807","1971","06","29","South America","Brazil","Amazonas","Fortaleza Savanna, Rio Puciari tributary of Rio Ituxi, 20 km above mouth.","-64.7678","-7.2808","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1268415' target='other'> <mi>dwc_moreinfo</mi></a>","NY01108493","NY01108493_01","J. H. Kirkbride Jr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01108499","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","prunifolia","Psychotria prunifolia","(Kunth) Steyerm.",NA,"G. T. Prance","5419","1968","07","01","South America","Brazil","Rondônia","Vicinity of Mutumparaná. Basin of Rio Madeira","-64.9400568","-9.6223322","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1271203' target='other'> <mi>dwc_moreinfo</mi></a>","NY01108499","NY01108499_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01108490","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","prunifolia","Psychotria prunifolia","(Kunth) Steyerm.",NA,"C. A. Cid Ferreira","5423","1985","06","12","South America","Brazil","Amazonas",NA,"-62.0333331","-7.9666669","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1268412' target='other'> <mi>dwc_moreinfo</mi></a>","NY01108490","NY01108490_01","J. F. Ramos","Humaitá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01108485","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","prunifolia","Psychotria prunifolia","(Kunth) Steyerm.",NA,"G. T. Prance","22874","1974","10","13","South America","Brazil","Amazonas","BR 319, Km 380, Manaus-Porto Velho Road, 2 km south of rio Jutaí.","-62.1301103","-5.5141899","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1271200' target='other'> <mi>dwc_moreinfo</mi></a>","NY01108485","NY01108485_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-10-28 13:59:00-02","NY","NYBG","1033804","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","prunifolia","Psychotria prunifolia",NA,NA,"E. P. Heringer","14964","1975","08","28","South America","Brazil","Distrito Federal","Fazenda da Sucupira; margem do corrego vicente Pira.","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1227483' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033804","NY01033804_01","J. H. Kirkbride Jr.","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01108496","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","prunifolia","Psychotria prunifolia","(Kunth) Steyerm.",NA,"G. T. Prance","6521","1968","07","26","South America","Brazil","Rondônia","1 Km north of Ribeirão, road Abunã-Guajará-Mirim","-65.287488","-10.245693","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1271216' target='other'> <mi>dwc_moreinfo</mi></a>","NY01108496","NY01108496_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1033822","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","prunifolia","Psychotria prunifolia","(Kunth) Steyerm.",NA,"W. R. Anderson","9619","1973","05","02","South America","Brazil","Goiás","Serra do Caiapó, ca. 12 km (straight line) S of Caiapônia","-51.81666667","-17.0566","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1227535' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033822","NY01033822_01","J. H. Kirkbride Jr.","Caiapônia","840","840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1033807","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","prunifolia","Psychotria prunifolia","(Kunth) Steyerm.",NA,"P. G. Delprete","6783","1998","10","02","South America","Brazil","Goiás","Parque Nacional das Emas. Rio Jacuba","-52.97","-17.9","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=755873' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033807","NY01033807_01","P. G. Delprete","Mineiros","815","815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-30 01:01:00-03","NY","NYBG","01108489","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","prunifolia","Psychotria prunifolia",NA,NA,"C. A. Cid Ferreira","5962","1985","05","02","South America","Brazil","Amazonas","BR-230. Rodovia Transamazônica a 436 km de Humaitá. Mata de terra firme, solo argiloso úmido.","-59.8333331","-7.1666669","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1268411' target='other'> <mi>dwc_moreinfo</mi></a>","NY01108489","NY01108489_01",NA,"Novo Aripuanã",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1033815","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","prunifolia","Psychotria prunifolia","(Kunth) Steyerm.",NA,"A. F. M. Glaziou","81540",NA,NA,NA,"South America","Brazil","Goiás","Goyaz",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1227511' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033815","NY01033815_01","J. A. Steyermark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-30 01:02:00-03","NY","NYBG","01108484","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","prunifolia","Psychotria prunifolia",NA,NA,NA,"28",NA,NA,NA,"South America","Brazil","Amazonas",NA,NA,NA,"sheet","Collector as Wiffen <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1271199' target='other'> <mi>dwc_moreinfo</mi></a>","NY01108484","NY01108484_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-10-28 13:59:00-02","NY","NYBG","1033809","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","prunifolia","Psychotria prunifolia",NA,NA,"J. H. Kirkbride Jr.","4344","1981","08","13","South America","Brazil","Distrito Federal","Na margem de estrada, ca 1 km W do Rio das Salinas.","-47.97","-15.52","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1227488' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033809","NY01033809_01","J. H. Kirkbride Jr.","Brasília","840","840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1005397","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","prunifolia","Psychotria prunifolia","(Kunth) Steyerm.",NA,"R. M. Harley","11126","1968","11","19","South America","Brazil","Mato Grosso","Small lake near West shore of Rio Suia Missù c. 20 km. N. of the ferry and c. 50 km. N.N.W. of base camp.","-51.77","-12.82","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084871' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005397","NY01005397_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-10-28 16:59:00-02","NY","NYBG","1005398","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","prunifolia","Psychotria prunifolia",NA,NA,"L. M. M. Carreira","763","1983","05","05","South America","Brazil","Mato Grosso","km 23 de Vila Bela, caminho da Cachoeira.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084877' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005398","NY01005398_01","M. G. da Silva","Vila Bela de Santíssima Trindade",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-10-28 16:59:00-02","NY","NYBG","1005399","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","prunifolia","Psychotria prunifolia",NA,NA,"J. M. Felfili","206","1989","04","20","South America","Brazil","Distrito Federal","córrego do Gama","-47.9703","-15.9506","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084880' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005399","NY01005399_01","C. M. Taylor","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1033817","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","prunifolia","Psychotria prunifolia","(Kunth) Steyerm.",NA,"R. Marquete","2417","1996","04","10","South America","Brazil","Distrito Federal","BR-060, Brasília/Anápolis, Km 09, EMBRAPA-CNPH: área nova, proximidades da cidade satélite de Samambaia.","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1227513' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033817","NY01033817_01","S. F. Smith","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1033820","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","prunifolia","Psychotria prunifolia","(Kunth) Steyerm.",NA,"H. S. Irwin","14161","1966","03","21","South America","Brazil","Distrito Federal","Parque Municipal do Gama","-48.05","-16.03","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1227532' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033820","NY01033820_01","J. A. Steyermark","Brasília","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","754596","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","prunifolia","Psychotria prunifolia","(Kunth) Steyerm.",NA,"L. G. Lohmann","512","2001","05","14","South America","Brazil","Acre","Porto Edith. Area com mata de taboca e campo aberto, nos arredores da casa do Sr. João. Margem esquerda do Rio Abunã.","-67.1856","-10.3356","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=411163' target='other'> <mi>dwc_moreinfo</mi></a>","NY00754596","NY00754596_01","C. M. Taylor","Plácido de Castro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1005396","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","prunifolia","Psychotria prunifolia","(Kunth) Steyerm.",NA,"J. B. E. Pohl","1694",NA,NA,NA,"South America","Brazil",NA,"Serra de Carebão",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084867' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005396","NY01005396_01","J. A. Steyermark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-11-07 11:53:00-02","NY","NYBG","1181471","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","prunifolia","Psychotria prunifolia",NA,NA,"D. C. Zappi","908","2008","01","28","South America","Brazil","Mato Grosso","Parque Estadual Cristalino. Cachoeira do Escondido. Entrada pela Fazenda AJJ.","-55.24844","-9.59819","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1375669' target='other'> <mi>dwc_moreinfo</mi></a>","NY01181471","NY01181471_01","D. C. Zappi","Novo Mundo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1005403","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","prunifolia","Psychotria prunifolia","(Kunth) Steyerm.",NA,"E. P. Heringer","10401","1965","05","01","South America","Brazil","Distrito Federal","Rio São Bartolomeu","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084891' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005403","NY01005403_01","J. A. Steyermark","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-10-28 13:59:00-02","NY","NYBG","1033810","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","prunifolia","Psychotria prunifolia",NA,NA,"J. H. Kirkbride Jr.","4645","1982","02","10","South America","Brazil","Distrito Federal","Em Fazenda 28 de Maio, perto de DF-20, ca 12 km W de Gama.","-48.2","-16.02","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1227490' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033810","NY01033810_01","J. H. Kirkbride Jr.","Brasília","960","960",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1005395","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","prunifolia","Psychotria prunifolia","(Kunth) Steyerm.",NA,"H. S. Irwin","17985","1966","06","29","South America","Brazil","Goiás","Ca. 30 km. S. of Caiapônia, road to Jataí. Serra do Caiapó.","-51.82","-17.15","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084864' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005395","NY01005395_01","J. A. Steyermark","Caiapônia","950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1033808","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","prunifolia","Psychotria prunifolia","(Kunth) Steyerm.",NA,"P. G. Delprete","6794","1998","10","02","South America","Brazil","Goiás","Parque Nacional das Emas. Rio Jacuba","-52.97","-17.9","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131834' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033808","NY01033808_01",NA,"Mineiros","815","815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-10-28 16:59:00-02","NY","NYBG","1005401","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","prunifolia","Psychotria prunifolia",NA,NA,"D. R. Gifford","G136","1968","03","15","South America","Brazil","Mato Grosso","6 km N. of base (c. 270 km. N. of Xavantina).","-51.37","-12.9","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1084887' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005401","NY01005401_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01108497","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","prunifolia","Psychotria prunifolia","(Kunth) Steyerm.",NA,"G. T. Prance","7977","1968","10","28","South America","Brazil","Amazonas",NA,"-64.7981","-7.2586","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1268400' target='other'> <mi>dwc_moreinfo</mi></a>","NY01108497","NY01108497_01","J. A. Steyermark","Lábrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01108498","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","prunifolia","Psychotria prunifolia","(Kunth) Steyerm.",NA,"G. T. Prance","8797","1968","11","24","South America","Brazil","Rondônia","Basin of Rio Madeira. Road Mutumparaná to Porto Velho, 2-4 km E of Mutumparaná.","-64.91817","-9.6104662","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1271202' target='other'> <mi>dwc_moreinfo</mi></a>","NY01108498","NY01108498_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-10-28 14:00:00-02","NY","NYBG","1033801","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","prunifolia","Psychotria prunifolia",NA,NA,"J. A. Rizzo","763","1968","05","16","South America","Brazil","Goiás","de Goiânia a Leopoldo de Bulhões, 18 km de Goiânia.","-49.2539","-16.6786","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1227478' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033801","NY01033801_01",NA,"Goiânia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-10-28 16:55:00-02","NY","NYBG","1005504","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","prunifolia","Psychotria prunifolia",NA,NA,"B. M. T. Walter","2052","1993","03","30","South America","Brazil","Distrito Federal","Mata de Galeria Alagada. Res. Ecol. Roncador - IBGE (Mata do Pitoco).","-47.88","-15.93","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1090250' target='other'> <mi>dwc_moreinfo</mi></a>","NY01005504","NY01005504_01",NA,"Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01108501","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","prunifolia","Psychotria prunifolia","(Kunth) Steyerm.",NA,"G. T. Prance","550","1968","07","04","South America","Brazil","Rondônia","Rio Mutumparaná, 4-15 km above Mutumparaná",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1271204' target='other'> <mi>dwc_moreinfo</mi></a>","NY01108501","NY01108501_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-10-28 13:59:00-02","NY","NYBG","1033806","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","prunifolia","Psychotria prunifolia",NA,NA,"E. P. Heringer","14496","1975","03","15","South America","Brazil","Goiás","Loteamento ao lado leste da cidade Industrial.","-47.9503","-16.2528","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1227486' target='other'> <mi>dwc_moreinfo</mi></a>","NY01033806","NY01033806_01","J. H. Kirkbride Jr.","Luziânia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","1146457","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Psychotria","prunifolia","Psychotria prunifolia","(Kunth) Steyerm.",NA,"P. G. Delprete","9454","2006","01","15","South America","Brazil","Goiás","Mun. Terezópolis. Faz. Santa Branca. Trilha do Macaco. Floresta semi-caducifolia, renascente de Mato Grosso goiano.","-49.2967","-16.6667","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1340902' target='other'> <mi>dwc_moreinfo</mi></a>","NY01146457","NY01146457_01","P. G. Delprete",NA,"720","720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
