"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","class","dayIdentified","relatedCatalogItem","fieldNumber","individualCount"
"11","2009-10-30 07:48:00-02","MO","MOBOT","3380605","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","pallens","Pouteria pallens","T.D. Penn.","T. D. Pennington","Boris A. Krukoff","Krukoff 6940","1934","10","12","South America","Brazil","Amazonas","Humayta, near Livramento, on Rio Livramento. On terra firma. Basin of Rio Madeira.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2010-04-28 21:32:00-03","MO","MOBOT","3380805","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","pallens","Pouteria pallens","T.D. Penn.","T. D. Pennington","Boris A. Krukoff","Krukoff 6933","1934","10","12","South America","Brazil","Amazonas","Humayta, near Livramento, on Rio Livramento. On terra firma. Basin of Rio Madeira.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2008-05-27 22:02:00-03","MO","MOBOT","408360","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","pallens","Pouteria pallens","T.D. Penn.","T.D. Pennington (K)","John James Pipoly, III|et al.","Pipoly 14380","1991","3","4","South America","Peru","Loreto","Región de Amazonas, Dtto. Las Amazonas. Explornapo Camp. Inventario MacArthur; cerca de Sucusari, a lo largo del río Napo. Bosque alto en terra firme. PARCELA Y","-72.91666","-3.33333",NA,NA,NA,NA,"Maynas",NA,NA,NA,NA,NA,NA,"100.00000000","140.00000000",NA,NA,NA,"42","5"
"14","2008-05-27 22:02:00-03","MO","MOBOT","3380133","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","pallens","Pouteria pallens","T.D. Penn.","Pennington, T. D., 2/98","Assuncao","Assuncao 633","1997","8","22","South America","Brazil","Amazonas","Floresta de Vertente. Árvore.","-59.96666","-2.88333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-01-10 20:43:19-03","INPA","INPA","179230","Carpo","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","pallens","Pouteria pallens","T.D.Penn.","Pennington, TD","Assunção, PACL","5","1993","12","17","Southern America","Brasil","Amazonas","Reserva Florestal Adolfo Ducke, Igarapé do Barro Branco, a jusante da piscina.","-59.966667","-2.883333",NA,NA,"INPA0179230","INPA0179230 INPA0179230_e","Manaus",NA,NA,"1998","02","-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA
"16","2021-01-10 20:43:19-03","INPA","INPA","179230","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","pallens","Pouteria pallens","T.D.Penn.","Pennington, TD","Assunção, PACL","5","1993","12","17","Southern America","Brasil","Amazonas","Reserva Florestal Adolfo Ducke, Igarapé do Barro Branco, a jusante da piscina.","-59.966667","-2.883333",NA,NA,"INPA0179230","INPA0179230 INPA0179230_e","Manaus",NA,NA,"1998","02","-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA
"17","2021-01-10 20:43:19-03","INPA","INPA","191020","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","pallens","Pouteria pallens","T.D.Penn.","Pennington, TD","Ribeiro, JELS","1905","1997","07","21","Southern America","Brasil","Amazonas","Reserva Florestal Adolfo Ducke","-59.966667","-2.883333",NA,NA,"INPA0191020",NA,"Manaus",NA,NA,NA,NA,"-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA
"18","2021-01-10 20:43:19-03","INPA","INPA","191030","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","pallens","Pouteria pallens","T.D.Penn.","Pennington, TD","Assunção, PACL","633","1997","08","22","Southern America","Brasil","Amazonas","Reserva Florestal Adolfo Ducke","-59.966667","-2.883333",NA,NA,"INPA0191030","INPA0191030 INPA0191030_e INPA0191030_e1","Manaus",NA,NA,"1998","02","-59.966667","-2.883333",NA,NA,NA,NA,NA,NA,NA
"19","2021-01-10 20:43:19-03","INPA","INPA","232947","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","pallens","Pouteria pallens","T.D.Penn.",NA,"Castilho, CV de","926","2003","01","14","Southern America","Brasil","Amazonas","Reserva Florestal Adolfo Ducke, Rodovia Manaus-Itacoatiara, km 26. Trilha L-O4, km 4.5.","-59.925108","-2.948074",NA,NA,"INPA0232947","INPA0232947 INPA0232947_e","Manaus",NA,NA,NA,NA,"-59.925108","-2.948074","98","98",NA,NA,NA,NA,NA
"20","2021-01-10 20:43:19-03","INPA","INPA","267857","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","pallens","Pouteria pallens","T.D.Penn.","Assunção, PACL","Silva, VG da","153","2010","02","04","Southern America","Brasil","Amazonas","Reserva Florestal Adolfo Ducke, Área do Museu da Amazônia - MUSA","-59.9","-2.8",NA,NA,"INPA0267857",NA,"Manaus",NA,NA,"2015","03","-59.9","-2.8",NA,NA,NA,NA,NA,NA,NA
"21","2020-08-31 08:54:57-03","INPA","INPA","274621","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","pallens","Pouteria pallens","T.D.Penn.","Simon, MF; Dias, EBA","Perigolo, NA","196","2012","09","20","Southern America","Brasil","Rondônia","12Km NW de Abunã, margem direita do rio Madeira, a 100 m da margem do rio.","-65.369444","-9.597778",NA,NA,"INPA0274621",NA,"Porto Velho",NA,NA,"2015","03","-65.369444","-9.597778","106","106",NA,NA,NA,NA,NA
"22","2020-08-31 08:54:57-03","INPA","INPA","171522","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","pallens","Pouteria pallens","T.D.Penn.","Pennington, TD","Oliveira, AA de","346","1992","02","07","Southern America","Brasil","Amazonas","Distrito Agropecuário, ZF3., 90 km NNE de Manaus. Reserva 1501 (km 41). Mata de terra firme.","-59.727778","-2.407222",NA,NA,"INPA0171522","INPA0171522 INPA0171522_e","Manaus",NA,NA,"2004",NA,"-59.727778","-2.407222","50","125",NA,NA,NA,NA,NA
"23","2020-08-31 08:54:57-03","INPA","INPA","276637","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Pouteria","pallens","Pouteria pallens","T.D.Penn.",NA,"Camargo, JLC","GPP34","2003","01","22","Southern America","Brasil","Amazonas","Rodovia BR-174, ARIE-PDBFF, km 64, Colosso, Parcela 1202-11, quadrante 117, árvore 1202-6284","-60.453333","-2.679333",NA,NA,"INPA0276637",NA,"Rio Preto da Eva",NA,NA,NA,NA,"-60.453333","-2.679333",NA,NA,NA,NA,NA,NA,NA
"24","2020-09-02 16:39:43-03","Cenargen","CEN","76778","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","pallens","Pouteria pallens","T.D.Penn.","M. F. Simon & E. B. A. Dias","Glocimar Pereira-Silva","14587","2009","06","16",NA,"Brasil","RO","Canteiro de obras da UHE Jirau, margem direita do rio Madeira. Foz do córrego Traíras.","-64.640277","-9.2727777","Exsicatas","Área de influência direta (canteiro).","CEN00076778","CEN00076778","PORTO VELHO",NA,NA,"2015","04","-64.640277","-9.2727777","80","80",NA,NA,NA,NA,"4"
"25","2020-09-02 16:39:43-03","Cenargen","CEN","93452","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","pallens","Pouteria pallens","T.D.Penn.","E. B. A. Dias & M. F. Simon","Natália Alves Perigolo","196","2012","09","20",NA,"Brasil","RO","12Km NW de Abunã, margem direita do rio Madeira, a 100 m da margem do rio.","-65.366944","-9.5977777","Exsicatas","Modulo RAPELD em Abunã, transecto 10, área de influência indireta da UHE Jirau (T10P1). Indivíduo 2749. Ambiente de Transição de Várzea e Floresta de Terra Firme. Botão floral verde.","CEN00093452","CEN00093452","PORTO VELHO",NA,NA,"2015","03","-65.366944","-9.5977777","106","106",NA,NA,NA,NA,"8"
"26","2019-06-22 10:22:17-03","F","FMNH-SEEDPLANTS","V0325226F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Pouteria","pallens","Pouteria pallens",NA,"RRC ID Flag","B. A. Krukoff","6940",NA,NA,NA,"South America","Brazil","Amazonas",NA,NA,NA,NA,NA,"V0325226F","V0325226F_01 V0325226F_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,"6940",NA
"27","2015-04-16 14:20:30-03","F","FMNH-SEEDPLANTS","V0325227F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Pouteria","pallens","Pouteria pallens",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0325227F","V0325227F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"28","2015-04-16 14:20:30-03","F","FMNH-SEEDPLANTS","V0325228F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Sapotaceae","Pouteria","pallens","Pouteria pallens",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,"V0325228F","V0325228F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"29","2019-11-01 15:10:49-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Sapotaceae","Pouteria","pallens","Pouteria pallens","T.D.Penn.","Dias, EBA; Simon, M","Perigolo, NA; Santos, AJB; Pereira, JB; Pereira-Silva, G; Silva, TR; Walter, BMT","196","2012","09","20","Southern America","Brasil","Rondônia","12 km NW de Abunã, margem direita do Rio Madeira, a 100 m da margem do Rio","-65.366944","-9.597778",NA,"Levantamento florístico, Taxonomico. Módulo RAPELD em Abunã, transecto 10, área de influência indireta da UHE Jirau T10P1; Árvore. Botão floral verde; Floresta Ombrofita , Relevo plano no local. Ambiente de transição de Várzea e Floresta de Terra Fi",NA,NA,NA,NA,NA,"2015","03","-65.366944","-9.597778","106","106",NA,NA,NA,NA,NA
"30","2020-01-31 10:39:39-03","IFAM","EAFM","15263","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","pallens","Pouteria pallens","T.D.Penn.","Marra, D.M.","Marra, D.M.; Neves, A.F. & Souza, I.G.","880","2012","08","23",NA,"Brasil","Amazonas","Ramal ZF5 (SUFRAMA), BR-174, Km 83, Parcelas permanentes instaladas ao longo de transectos que cruzam uma floresta de terra-firme (ca. 900 hectares) atingida por uma tempestade de vento ocorrida no ano de 1996","-60.292022","-2.435244",NA,"; HABITAT: Floresta de terra-firme; DESC: árvore, DAP = 16.3 cm",NA,NA,"Manaus, Presidente Figueiredo",NA,NA,"2012","08","-60.292022","-2.435244",NA,NA,NA,"23",NA,NA,NA
"31","2020-01-31 10:39:39-03","IFAM","EAFM","14882","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","pallens","Pouteria pallens","T.D.Penn.","Marra, D.M.","Marra, D.M.; Neves, A.F. & Souza, I.G.","499","2011","06","09",NA,"Brasil","Amazonas","Ramal ZF5 (SUFRAMA), BR-174, Km 83, Parcelas permanentes instaladas ao longo de transectos que cruzam uma floresta de terra-firme (ca. 900 hectares) atingida por uma tempestade de vento ocorrida no ano de 1996","-60.296783","-2.427528",NA,"; HABITAT: Floresta de terra-firme; DESC: árvore, DAP = 11.1 cm",NA,NA,"Manaus, Presidente Figueiredo",NA,NA,"2011","06","-60.296783","-2.427528","18","18",NA,"09",NA,NA,NA
"32","2020-01-31 10:39:39-03","IFAM","EAFM","14840","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Pouteria","pallens","Pouteria pallens","T.D.Penn.","Marra, D.M.","Marra, D.M.; Neves, A.F. & Souza, I.G.","457","2011","05","26",NA,"Brasil","Amazonas","Ramal ZF5 (SUFRAMA), BR-174, Km 83, Parcelas permanentes instaladas ao longo de transectos que cruzam uma floresta de terra-firme (ca. 900 hectares) atingida por uma tempestade de vento ocorrida no ano de 1996","-60.298272","-2.424903",NA,"; HABITAT: Floresta de terra-firme; DESC: árvore, DAP = 15.7 cm",NA,NA,"Manaus, Presidente Figueiredo",NA,NA,"2011","05","-60.298272","-2.424903",NA,NA,NA,"26",NA,NA,NA
"33","2018-12-04 20:28:19-02","UNIR","RON","14565","S","Plantae","Angiosperma","Ericales","Sapotaceae","Pouteria","pallens","Pouteria pallens","T.D.Penn.","Simon, MF; Dias, EBA","Perigolo, NA","196","2012","09","20","Southern America","Brasil","Rondônia","Distrito de Abunã. 12 Km, margem direita do rio Ma, Floresta Ombrofila. Ambiente de transição de várzea e floresta de terra firme.","-65.366944","-9.597778",NA,"Árvore. Botão flora verde. Modulo RAPELD em Abunã, transecto 10, área de influência indireta da UHE Jirau (T10P1).","RON00014565","RON00014565","Porto Velho",NA,NA,"2015","03","-65.366944","-9.597778","106","106",NA,NA,NA,NA,NA
"34","2020-09-24 08:25:36-03","IBt","SP","332302","S","Plantae",NA,NA,"Sapotaceae","Pouteria","pallens","Pouteria pallens","T.D.Penn.",NA,"Assunção, PACL","633","1997","08","22",NA,"Brasil","Amazonas","Reserva Florestal Ducke","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,"Manaus","138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
