"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","typeStatus"
"11","2021-04-05 14:24:48-03","UNESC","CRI","2800","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A.St.-Hil.","A. P. Duarte","1966",NA,NA,"A. P. Duarte; E. Pereira.","8911","1965","09","18","Brasil","Minas Gerais","Curvelo",NA,"-44.430278","-18.754444","44º25'49''W","18º45'16''S",NA,NA,"Flor esverdeada.","CRI012841",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:24:48-03","UNESC","CRI","6433","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A.St.-Hil.","J. A. Jarenkow","1998","02","27","J. A. Jarenkow","3580","1997","10","18","Brasil","Rio Grande do Sul","Pelotas","Colônia Maciel Parq. Farroup.","-52.342778","-31.7725","52º20'34''W","31º46'21''S","5","5",NA,"CRI000111","CRI000111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","642461","PreservedSpecimen","Plantae","Annonaceae","Annona","sylvatica","Annona sylvatica","A.St.-Hil.","R. de Mello-Silva",NA,NA,NA,"W. W. Thomas","10265","1994","02","03","Brazil","Bahia","Itapetinga","Itapetinga, Parque da Matinha.","-40.2347","-15.2392",NA,NA,"270","270","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131355' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642461","NY00642461_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00837576","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A.St.-Hil.) Mart.","P. J. M. Maas; L. Y. T. Westra",NA,NA,NA,"A. P. Duarte","8458","1964","10",NA,"Brazil","Minas Gerais",NA,"BR3 5km. antes de J. de Fora",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930275' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837576","NY00837576_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","395825","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A.St.-Hil.) Mart.","P. J. M. Maas; L. Y. T. Westra",NA,NA,NA,"E. Pereira","9672","1965","01","24","Brazil","Bahia","Maracás","Fazenda da Cova a 18 km de Maracás rumo Contendas e Brumado","-40.4306","-13.4411",NA,NA,NA,NA,"Also numbered as G. Pabst 8561 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131363' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395825","NY00395825_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","395820","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A.St.-Hil.) Mart.","P. J. M. Maas; L. Y. T. Westra",NA,NA,NA,"H. de F. Leitão Filho","10395","1979","09","10","Brazil","São Paulo","Joanópolis","A 15 km da cidade junto a Cachoeira dos Pretos","-46.27","-22.9303",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131350' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395820","NY00395820_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","395830","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A.St.-Hil.) Mart.","P. J. M. Maas; L. Y. T. Westra",NA,NA,NA,"B. Rambo","49258","1950","11","26","Brazil","Rio Grande do Sul","Montenegro","Parecí, p. Montenegro","-51.4608","-29.6886",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131347' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395830","NY00395830_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00861574","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A.St.-Hil.) Mart.","H. Rainer",NA,NA,NA,"H. S. Irwin","2104","1958","11","16","Brazil","Minas Gerais","Viçosa","State agricultural School, Viçosa","-42.868031","-20.7613428",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=934490' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861574","NY00861574_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","395817","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A.St.-Hil.) Mart.","P. J. M. Maas; L. Y. T. Westra",NA,NA,NA,"R. Reitz","2631","1956","02","05","Brazil","Santa Catarina","Ibirama","Ibirama","-49.534691","-27.013976",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131359' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395817","NY00395817_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00837552","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A.St.-Hil.) Mart.","P. J. M. Maas; L. Y. T. Westra",NA,NA,NA,"A. P. Duarte","8911","1965","09","18","Brazil","Minas Gerais","Curvelo","Curvello","-44.4306","-18.7567",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930280' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837552","NY00837552_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00837550","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A.St.-Hil.) Mart.","P. J. M. Maas; L. Y. T. Westra",NA,NA,NA,"J. E. B. Warming","521",NA,NA,NA,"Brazil",NA,NA,"Brasilia. Ad Lagoa Santa",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930253' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837550","NY00837550_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00861598","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A.St.-Hil.) Mart.","P. J. M. Maas",NA,NA,NA,"A. P. Duarte","3117","1950","09","13","Brazil","Minas Gerais","Sete Lagoas","Sete Lagoas, Estaçao Experimental Federal","-44.2467","-19.4658",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=934483' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861598","NY00861598_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00861575","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A.St.-Hil.) Mart.","P. J. M. Maas",NA,NA,NA,"I. Cordeiro","CFCR5751","1984","11","02","Brazil","Minas Gerais","São Thomé das Letras","Estrada de Sao Thomé, Morro do Gaviao","-44.9853","-21.7222",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=934494' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861575","NY00861575_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00837577","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A.St.-Hil.) Mart.","P. J. M. Maas; L. Y. T. Westra",NA,NA,NA,"A. P. Duarte","2984","1950","08","23","Brazil","Minas Gerais","Patos de Minas","Patos de Minas","-46.5181","-18.5792",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930277' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837577","NY00837577_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","395819","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A.St.-Hil.) Mart.","P. J. M. Maas; L. Y. T. Westra",NA,NA,NA,"H. de F. Leitão Filho","10395","1979","09","10","Brazil","São Paulo","Joanópolis","A 15 km da cidade junto a Cachoeira dos Pretos","-46.27","-22.9303",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131349' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395819","NY00395819_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00837578","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A.St.-Hil.) Mart.","P. J. M. Maas; L. Y. T. Westra",NA,NA,NA,"A. P. Duarte","3064","1950","09","01","Brazil","Minas Gerais",NA,"Patos de Minas. Estaçao Experimental do Estado",NA,NA,NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930283' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837578","NY00837578_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00861573","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A.St.-Hil.) Mart.","P. J. M. Maas; L. Y. T. Westra",NA,NA,NA,"A. P. Duarte","3064","1950","09","01","Brazil","Minas Gerais","Patos de Minas","Cascata-Patos de Minas. Estaçao Experimental do Estado","-46.5181","-18.5792",NA,NA,"900","900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=934476' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861573","NY00861573_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","03044787","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A.St.-Hil.) Mart.",NA,NA,NA,NA,"C. M. Vieira","408","1993","09","12","Brazil","Rio de Janeiro",NA,"Estrada para Fazenda Ouro Verde.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3281646' target='other'> <mi>dwc_moreinfo</mi></a>","NY03044787","NY03044787_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","573263","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A.St.-Hil.) Mart.","R. de Mello-Silva",NA,NA,NA,"W. Ganev","2915","1994","01","31","Brazil","Bahia","Abaíra","Jambreiro","-41.87","-13.3",NA,NA,"1100","1150","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131353' target='other'> <mi>dwc_moreinfo</mi></a>","NY00573263","NY00573263_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00837551","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A.St.-Hil.) Mart.","P. J. M. Maas; L. Y. T. Westra",NA,NA,NA,"Y. E. J. Mexia","5120","1930","09","29","Brazil","Minas Gerais","Viçosa","Fazenda de Aguada; pasture about .5 km. beyond first house","-42.8817","-20.7542",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930270' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837551","NY00837551_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1281772","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A.St.-Hil.) Mart.","A. Q. Lobão",NA,NA,NA,"J. M. A. Braga","1954","1995","02","13","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia. Ponte do Maromba, próxima margem do rio Campo Belo.","-44.65833","-22.35833",NA,NA,"1050",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1742231' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281772","NY01281772_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","395829","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A.St.-Hil.) Mart.","P. J. M. Maas",NA,NA,NA,"N. A. Rosa","2169","1977","06","23","Brazil","Mato Grosso","Aripuanã","Margem direita de R. Juruena, Fazenda Ariel, SC 21 VC","-58.3804411","-11.0249185",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131357' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395829","NY00395829_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1145440","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A.St.-Hil.) Mart.","R. de Mello-Silva",NA,NA,NA,"R. de Mello-Silva","1627","1999","02","22","Brazil","Minas Gerais","São Thomé das Letras","Pico do Gavião, contrafortes Sudoeste","-44.92","-21.62",NA,NA,"1400","1400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1317056' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145440","NY01145440_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1182793","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A.St.-Hil.) Mart.","D. B. O. S. Cardoso",NA,NA,NA,"D. B. O. S. Cardoso","1232","2006","04","21","Brazil","Bahia","Ruy Barbosa","ARIE Serra do Orobó. Fragmento de floresta estacional semidecidual em frente da sede da Faz. Rancho de Deus.","-40.4761","-12.3286",NA,NA,"591","591","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1408979' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182793","NY01182793_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","395831","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A.St.-Hil.) Mart.","P. J. M. Maas; L. Y. T. Westra",NA,NA,NA,"F. C. Hoehne","28533",NA,NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131348' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395831","NY00395831_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","395818","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A.St.-Hil.) Mart.","P. J. M. Maas; L. Y. T. Westra",NA,NA,NA,"R. M. Harley","16512","1974","02","27","Brazil","Bahia",NA,"Side road ca. 2 km from Estiva, about 12 km N of Senhor do Bonfirm on the BA 130 to Juazeiro","-40.17","-10.38",NA,NA,"620","620","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131364' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395818","NY00395818_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","395824","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A.St.-Hil.) Mart.","P. J. M. Maas; L. Y. T. Westra",NA,NA,NA,"F. C. Hoehne","28533","1932","03","03","Brazil","São Paulo","Sao Paulo","Jardim Botanico, S. Paulo","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131361' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395824","NY00395824_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","395816","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A.St.-Hil.) Mart.","P. J. M. Maas; L. Y. T. Westra",NA,NA,NA,"R. Reitz","2631","1956","02","05","Brazil","Santa Catarina","Ibirama","Ibirama","-49.534691","-27.013976",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131358' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395816","NY00395816_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","02699071","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A.St.-Hil.) Mart.",NA,NA,NA,NA,"A. P. Duarte","9250A","1965","10","13","Brazil",NA,NA,"Estrada de Belo Horizonte-Brasilia.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2982663' target='other'> <mi>dwc_moreinfo</mi></a>","NY02699071","NY02699071_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00837553","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A.St.-Hil.) Mart.","P. J. M. Maas",NA,NA,NA,"R. de Mello-Silva","CFCR5739","1984","10","30","Brazil","Minas Gerais","São Thomé das Letras","No cemitério de Sao Thomé","-44.9853","-21.7222",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=930287' target='other'> <mi>dwc_moreinfo</mi></a>","NY00837553","NY00837553_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","395827","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A.St.-Hil.) Mart.","P. J. M. Maas; L. Y. T. Westra",NA,NA,NA,"G. G. Hatschbach","39992","1977","06","15","Brazil","Paraná","Cerro Azul","Rio Turvo","-49.2608","-24.8236",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131362' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395827","NY00395827_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01132039","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A.St.-Hil.) Mart.","A. Q. Lobão",NA,NA,NA,"J. M. A. Braga","7509","2004","10","28","Brazil","Rio de Janeiro","Santa Maria Madalena","Fazenda Dubois (propriedad do Sr. Portugal), base da Pedra Dubois.","-41.99167","-21.94819",NA,NA,"756","785","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1287849' target='other'> <mi>dwc_moreinfo</mi></a>","NY01132039","NY01132039_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","395823","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A.St.-Hil.) Mart.","P. J. M. Maas",NA,NA,NA,"H. S. Irwin","31215","1971","02","27","Brazil","Bahia","Seabra","Serra de Agua de Rega. Ca, 29 km N of Seabra, road to Agua de Rega","-41.7703","-12.4186",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131356' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395823","NY00395823_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","395828","PreservedSpecimen","Plantae","Annonaceae","Rollinia","sylvatica","Rollinia sylvatica","(A.St.-Hil.) Mart.","R. de Mello-Silva",NA,NA,NA,"G. G. Hatschbach","61475","1994","12","07","Brazil","Paraná","Doutor Ulysses","Cabeceiras do Ribeirao do Tigre","-49.4194","-24.5683",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=131351' target='other'> <mi>dwc_moreinfo</mi></a>","NY00395828","NY00395828_01","Magnoliophyta","Magnoliales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
