"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","fieldNumber","class","individualCount","relatedCatalogItem"
"12","2019-06-27 10:27:02-03","UFES","VIES","1965","S","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme","Wanderley, M.G.L.","Pereira, O.J.; Fabris, L.C.","1147","1987","10","01",NA,"Brasil","Espírito Santo","Guarapari","Setiba - Lagoa do Milho.","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"VIES001965","VIES001965",NA,"1990",NA,NA,NA,NA,"28401","auto",NA,NA,NA,NA
"13","2020-12-21 16:47:46-03","MBM","MBM","349364","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme","Lozano, E.D.","Brotto, M.L.","2621","2018","04","23","Southern America","Brazil","Minas Gerais","Conceição do Mato Dentro","Pico ao lado da cachoeira do Tabuleiro","-43.565556","-19.088611",NA,NA,NA,"Ascendente, flor lilás. Pequeno campo do alto do morro; Erva de 50 cm com flor amarela.; Campo rupestre.","MBM349364",NA,NA,"2018",NA,NA,"-43.565556","-19.088611",NA,NA,NA,NA,NA,NA
"14","2020-12-21 16:47:46-03","MBM","MBM","171070","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme","Wanderley, M.G.L.","Santana, S.C. de; et al.; et al.","132","1991","12","13","Southern America","Brazil","Bahia","Santa Cruz Cabrália","6-7km de Santa Cruz Cabrália","-39.0247001647949","-16.2780990600586",NA,NA,NA,NA,"MBM171070","MBM171070",NA,NA,NA,NA,NA,NA,"49584","auto",NA,NA,NA,NA
"15","2020-12-21 16:47:46-03","MBM","MBM","20444","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme","Smith, L.B.","Hatschbach, G.; Smith, L.B.; Ayensu, E.; Smith, L.B.; Ayensu, E.","29050","1972","01","20","Southern America","Brazil","Minas Gerais","Diamantina","Guinda","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"MBM020444","MBM020444",NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA
"16","2020-12-21 16:47:46-03","MBM","MBM","426444","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme","Mota, N.F.O.","Mota, N.F.O.; Freitas, G.H.S.; Costa, L.M.; Freitas, G.H.S.; Costa, L.M.","2196","2011","04","07","Southern America","Brazil","Minas Gerais","Morro do Pilar","Parque Nacional da Serra do Cipó, Trilha do vale do córrego do Salitreiro","-43.484722","-19.308333",NA,NA,NA,"Erva terrestre, cespitosa, formando densas populações. Espiga castanha. Brácteas com mácula na face dorsal. Flores amarelas.; Campo limpo, próximo ao Pico do Salitreiro.","MBM426444",NA,NA,"2011",NA,NA,"-43.484722","-19.308333",NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:47:46-03","MBM","MBM","20429","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme","Smith, L.B.","Hatschbach, G.","27423","1971","09","07","Southern America","Brazil","Minas Gerais","Diamantina","Estrada para Salto da Divisa","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"MBM020429","MBM020429",NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA
"18","2020-12-21 16:47:46-03","MBM","MBM","25327","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme","Smith, L.B.","Hatschbach, G.","30117","1972","08","09","Southern America","Brazil","Minas Gerais","Santo Antônio do Itambé","Pico Itambé","-43.3067016601562","-18.465799331665",NA,NA,NA,NA,"MBM025327","MBM025327",NA,NA,NA,NA,NA,NA,"19014","auto",NA,NA,NA,NA
"19","2015-09-26 10:38:27-03","MNHN","RECOLNAT_MNHN_P","P00746219","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"brésil",NA,NA,"Province de Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00746219' target='other'> <mi>dwc_moreinfo</mi></a>","P00746219","P00746219_01 P00746219_02","type",NA,NA,NA,NA,NA,NA,NA,"B1 831",NA,NA,NA
"20","2015-10-20 14:38:02-02","MNHN","RECOLNAT_MNHN_P","P00746221","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme","Smith & Downs","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"brésil",NA,NA,"Province de Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00746221' target='other'> <mi>dwc_moreinfo</mi></a>","P00746221","P00746221_01 P00746221_02","type",NA,NA,NA,NA,NA,NA,NA,"B1 831",NA,NA,NA
"21","2015-09-26 08:43:52-03","MNHN","RECOLNAT_MNHN_P","P00746229","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"brésil",NA,NA,"Province de Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00746229' target='other'> <mi>dwc_moreinfo</mi></a>","P00746229","P00746229_01 P00746229_02","type",NA,NA,NA,NA,NA,NA,NA,"B1 831",NA,NA,NA
"22","2016-11-16 11:11:25-02","MNHN","RECOLNAT_MNHN_P","P00868529","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil","Minas Gerais",NA,"Province de Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00868529' target='other'> <mi>dwc_moreinfo</mi></a>","P00868529","P00868529_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2015-09-03 21:47:16-03","MNHN","RECOLNAT_MNHN_P","P01766960","PreservedSpecimen",NA,NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme","Wanderley","Prance, G.T.|Fidalgo, O.|Nelson, B.W.|Ramos, J.F.",NA,"1974","7","30",NA,"Brasil","Roraima",NA,"Near summit of Serra Parima, south of Auaris airstrip.",NA,NA,"1200",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01766960' target='other'> <mi>dwc_moreinfo</mi></a>","P01766960","P01766960_01",NA,NA,NA,NA,NA,NA,NA,NA,"21564",NA,NA,NA
"24","2020-12-11 11:45:33-03","UFMG","BHCB","109750","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Marino, F; Cheib, A; Anselmo, L; Gonçalves, PO","307","2007","07","09","Southern America","Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral, Estrada que vai para a portaria da SCAI","-44.2725","-17.699722","1017","1017",NA,"Afloramento na beira da estrada","BHCB007957",NA,NA,"2013","05","02","-44.2725","-17.699722",NA,NA,NA,NA,NA,NA
"25","2020-12-11 11:45:33-03","UFMG","BHCB","109752","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Marino, F; Cheib, A; Anselmo, L; Gonçalves, PO","309","2007","07","09","Southern America","Brasil","Minas Gerais","Joaquim Felício","Serra do Cabral, Estrada que vai para a portaria da SCAI","-44.2725","-17.699722","1017","1017",NA,"Afloramento na beira da estrada","BHCB007956",NA,NA,"2013","05","02","-44.2725","-17.699722",NA,NA,NA,NA,NA,NA
"26","2020-12-11 11:45:33-03","UFMG","BHCB","149642","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Mota, NFO; Freitas, GHS; Costa, LM","2196","2011","04","07","Southern America","Brasil","Minas Gerais","Morro do Pilar","PARNA Serra do Cipó - trilha do vale do córrego do, Campo limpo próximo ao Pico do Salitreiro.","-43.484722","-19.308333","1288","1288",NA,"Erva terretsre, cespitosa, formando densas populações. Espiga castanha. Brácteas com mácula verde na face dorsal. Flores amarelas.",NA,NA,NA,NA,NA,NA,"-43.484722","-19.308333",NA,NA,NA,NA,NA,NA
"27","2020-12-11 11:45:33-03","UFMG","BHCB","156898","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Paula, LFA de; Augsten, M; Fernandes, AC","29","2010","10","22","Southern America","Brasil","Minas Gerais","Serro","Distrito de Milho Verde/ Lajeado","-43.482778","-18.475833",NA,NA,NA,NA,"BHCB005094",NA,NA,"2012","04","23","-43.482778","-18.475833",NA,NA,NA,NA,NA,NA
"28","2020-12-11 11:45:33-03","UFMG","BHCB","161354","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"V. Giorni","s.n.","2011","10","15","Southern America","Brasil","Maranhão","São Luís","Parque Estadual do Bacanga","-44.272778","-2.596389",NA,NA,NA,"Coordenadas Aproximadas. Amostra preservada em álcool 70%; Herbáceo.; Várzea, Brejo.",NA,NA,NA,NA,NA,NA,"-44.272778","-2.596389",NA,NA,NA,NA,NA,NA
"29","2020-12-11 11:45:33-03","UFMG","BHCB","170813","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Nardi, KO; Dugarte, BAC","7","2012","05","30","Southern America","Brasil","Minas Gerais","Santana do Riacho","Antigo km 127, à direita da estrada que liga Santana do Riacho à Conceição do Mato Dentro. Próximo à trilha para Vellozia gigantea (Velloziaceae) e junto com a população de Comanthera elegantula (Eriocaulaceae).","-43.520286","-19.246117","1298","1298",NA,NA,"BHCB015508",NA,NA,NA,NA,NA,"-43.520286","-19.246117",NA,NA,NA,NA,NA,NA
"30","2020-12-11 11:45:33-03","UFMG","BHCB","182245","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Moreira, SN; França, M; Toledo, F; Farias, AP; Knegt, R","1761","2015","07","08","Southern America","Brasil","Minas Gerais","Conceição do Mato Dentro","Parque Estadual da Serra do Intendente","-43.677222","-18.9425",NA,NA,NA,"Erva até 30cm, escapo até 60cm de altura. Flor amarela. Escapo achatado. Campo quartzítico. Solo arenoso.","BHCB037576",NA,NA,NA,NA,NA,"-43.677222","-18.9425",NA,NA,NA,NA,NA,NA
"31","2020-12-11 11:45:33-03","UFMG","BHCB","189074","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Brina, AE","s.n.","2016","08","03","Southern America","Brasil","Minas Gerais","Ouro Preto","Fazenda Conta História","-43.530278","-20.225",NA,NA,NA,"Erva","BHCB189074",NA,NA,NA,NA,NA,"-43.530278","-20.225",NA,NA,NA,NA,NA,NA
"32","2020-12-11 11:45:33-03","UFMG","BHCB","191567","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Paiva, JAM; Souza, JAM; Silva, SHA","1782","2018","05","22","Southern America","Brasil","Minas Gerais","Itabira","Parque Nacional da Serra do Cipó, Serra dos Alves","-43.475","-19.491667","1061","1061",NA,"Erva, 0,50m. Flor amarela. Próximo a curso d'água.; Campo Rupestre Quartzítico","BHCB191567",NA,NA,"2018","08","10","-43.475","-19.491667",NA,NA,NA,NA,NA,NA
"33","2020-12-11 11:45:33-03","UFMG","BHCB","191603","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Souza, JAM; Correia, DR; Silva, SHA","114","2017","09","27","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Capivari II","-43.649444","-20.151944","1280","1280",NA,"Erva, 0,20 a 0,25 m. Brácteas marrons flores amarelas.; Campo Rupestre Quartzítico","BHCB191603",NA,NA,"2018","08","10","-43.649444","-20.151944",NA,NA,NA,NA,NA,NA
"34","2020-12-11 11:45:33-03","UFMG","BHCB","191604","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Souza, JAM; Correia, DR; Silva, SHA","123","2017","09","27","Southern America","Brasil","Minas Gerais","Itabirito","RPPN Capivari II","-43.65","-20.151944","1277","1277",NA,"Erva, 0,10 m. Brácteas marrons, flores brancas e amarelas. Folhas avermelhadas.; Campo Rupestre Quartzítico","BHCB191604",NA,NA,"2018","08","10","-43.65","-20.151944",NA,NA,NA,NA,NA,NA
"35","2020-12-11 11:45:33-03","UFMG","BHCB","195476","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Quaresma, AS","888","2017","06","22","Southern America","Brasil","Minas Gerais","Itabira","Serra dos Alves","-43.478056","-19.469167","122","128",NA,"Campo rupestre quatzítico.","BHCB195476",NA,NA,NA,NA,NA,"-43.478056","-19.469167",NA,NA,NA,NA,NA,NA
"36","2020-12-11 11:45:33-03","UFMG","BHCB","19498","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Braga, MMN","s.n.","1991","12","02","Southern America","Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA
"37","2020-12-11 11:45:33-03","UFMG","BHCB","31066","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Santana do Riacho","Afloramento Rochoso das Canela-de-Ema-Gigantes, próximo a portaria do IBAMA, Alto Palácio","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA
"38","2020-12-11 11:45:33-03","UFMG","BHCB","99037","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Tameirão Neto, E","4243","2004","10","04","Southern America","Brasil","Minas Gerais","Juramento","Fazenda Tamanduá - Córrego Brejinho.","-43.5868988037109","-16.8481006622314",NA,NA,NA,"herbáceo; Campo hidromórfico",NA,NA,NA,"2008",NA,NA,NA,NA,"19357","auto",NA,NA,NA,NA
"39","2020-12-11 11:45:33-03","UFMG","BHCB","49813","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Lombardi, JA","s.n.","1999","09","18","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto.","-43.3908004760742","-18.0041999816895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26697","auto",NA,NA,NA,NA
"40","2020-12-11 11:45:33-03","UFMG","BHCB","47791","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Lombardi, JA","s.n.","1999","06","12","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto.","-43.3908004760742","-18.0041999816895",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26697","auto",NA,NA,NA,NA
"41","2021-02-11 17:22:10-03","UFPR","UPCB","11857","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme","Smith, L.B.","Hatschbach, G.","27423","1971","09","07",NA,"Brasil","Minas Gerais","Diamantina","Estrada para Salto da Divisa","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Flor amarela. Campo pedregoso..",NA,NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA
"42","2021-02-11 17:22:10-03","UFPR","UPCB","11856","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme","Smith, L.B.","Hatschbach, G.","29050","1972","01","20",NA,"Brasil","Minas Gerais","Diamantina","Guinda","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Flor amarela. Campo arenoso, junto a afloramentos rochosos..",NA,NA,NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA
"43","2008-05-27 22:02:00-03","MO","MOBOT","1681324","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme",NA,"Howard S. Irwin|et al.","Irwin 22055","1969","1","16","South America","Brazil","Minas Gerais",NA,"Inflorescences to ca. 1.25 M. Tall; perianth yellow. Common. Rocky slopes with Sandfilled pockets, ca. 26Km. Sw of diamantina on road to gouveia",NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2008-05-27 22:02:00-03","MO","MOBOT","3000107","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme","M. Gracas & L. Wanderley","M.G.L. Wanderley","Wanderley 220","1980","11","7","South America","Brazil","Minas Gerais",NA,"Municipio de Santana do Riacho: km 128 ao longo da rodovia Belo Horizonte- Conceição do Mato Dentro. Solo arenoso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-07-15 14:43:50-03","UNESP-RC","HRCB","74205","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata","Malme","Mota, N.F.O.","Nardi",NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"Serra do Cipó","-43.510194","-19.246917",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43º30'36.7W","19º14'48.9S",NA,NA,NA,NA,NA,NA
"46","2019-06-10 10:11:49-03","FZB-BH","BHZB","10355","S","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata",NA,"MGL, Wanderley","Ferreira Junior, C.A. et al.","1268","2013","10","17",NA,"Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço. Margens do córrego Ventania.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Planta pouco cespitosa com folhas verdes e bainha castanha com base enegrescida. Brácteas com mácula esverdeada.Com duplicata. Outro coletor: Fernandes, F.M.",NA,NA,NA,"2013","11","13",NA,NA,"26557","auto",NA,NA,NA,NA
"47","2019-06-10 10:11:49-03","FZB-BH","BHZB","10184","S","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata",NA,"M.G.L. Wanderley","Ferreira Junior, C.A. et al.","911","2013","01","29",NA,"Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo do Gerais, Brumas","-43.717222","-19.033056","1355","1355",NA,"Ponto 103 , 635004 7895005 1355m , com duplicata Anteriormente identificada como Xyris obcordata Kral & Wand.",NA,NA,NA,"2013","11","13","43W 43' 02","19S 01' 59",NA,NA,NA,NA,NA,NA
"48","2019-06-10 10:11:49-03","FZB-BH","BHZB","2200","S","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata",NA,"M.G. L. Wanderley","Fernandes, M.G.C.","1136","1999","04","21",NA,"Brasil","MG","Cornélio","Serra do Cipó/ Km 128 MG 010","-43.499167","-19.221111","1250","1250",NA,"Anteriormente identificada por comparação BHZB 833 X. melanopoda",NA,NA,NA,"2013","11","13","43W 29' 57","19S 13' 16",NA,NA,NA,NA,NA,NA
"49","2019-06-10 10:11:49-03","FZB-BH","BHZB","10182","S","Plantae",NA,NA,"Xyridaceae","Xyris","bialata","Xyris bialata",NA,"Wanderley, M.G.L","Ferreira Junior, C.A. et al.","918","2013","01","29",NA,"Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo do Gerais, Brumas","-43.72","-19.025833","1223","1223",NA,"Ponto 97 ,634720 7895813 1223 m.",NA,NA,NA,"2013","11","13","43W 43' 12","19S 01' 33",NA,NA,NA,NA,NA,NA
