"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","previousCatalogNumber","phylum","coordinatePrecision","barcode","imagecode","geoFlag","continentOcean","fieldNumber","preparationType","class","order","individualCount","typeStatus"
"11","2015-09-05 11:05:31-03","MNHN","RECOLNAT_MNHN_P","P05587398","PreservedSpecimen",NA,"Begoniaceae","Begonia","stenolepis","Begonia stenolepis","L.B.Sm. & R.C.Sm.",NA,NA,NA,NA,"Smith, L.B.|Reitz, R.|Sufridini, O.",NA,"1956","12","26","Brasil","Santa Catarina","Chapecó","Rocky banks of Rio Capetinga Gorge, Fazenda Campo São Vicente, 26km west of Campo Erê.","-52.6183013916016","-27.096399307251",NA,NA,"900","1000","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05587398' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"22671","P05587398","P05587398_01","auto",NA,"9297","hb",NA,NA,NA,NA
"12","2021-02-11 17:18:15-03","UFPR","UPCB","64009","PreservedSpecimen","Plantae","Begoniaceae","Begonia","stenolepis","Begonia stenolepis","L.B.Smith & R.C.Smith","Jaramillo, J.C.","2017","06","29","Urben-Filho, A.","265","2008","09","28","Brasil","Paraná","Telêmaco Borba","Bota Fora II.","-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,"Flores branca, inodoro..",NA,NA,"35037","UPCB0004959","UPCB0004959","auto",NA,NA,NA,NA,NA,NA,NA
"13","2018-06-22 05:25:00-03","MO","MOBOT","2455633","PreservedSpecimen","Plantae","Begoniaceae","Begonia","stenolepis","Begonia stenolepis","L.B. Sm. & R.C. Sm.",NA,NA,NA,NA,"Lyman B. Smith|Pe. Raulino Reitz","Smith 9911","1957","1","4","Brazil","Santa Catarina",NA,"Concórdia. Barra do Veado, 28 km de Concórdia",NA,NA,NA,NA,"400.00000000","500.00000000",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA
"14","2020-07-10 09:44:03-03","MBML","MBML-HERBARIO","50603",NA,"Plantae","Begoniaceae","Begonia","stenolepis","Begonia stenolepis","L.B.Sm. & R.C.Sm.","L. Kollmann/19-09-2016",NA,NA,NA,"E.M. Francisco","337","2010","02","24","Brasil","Paraná","Mauá da Serra","Estância Manain","-51.133333","-23.85","51W8'","23S51'",NA,NA,"Begonia com fruto, flor cor de rosa e amarela",NA,NA,NA,"MBML050603",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-07-10 09:44:03-03","MBML","MBML-HERBARIO","46591",NA,"Plantae","Begoniaceae","Begonia","stenolepis","Begonia stenolepis","L.B.Sm. & R.C.Sm.","C. Michelon/12-02-2013",NA,NA,NA,"C. Michelon","1595","2013","12","05","Brasil","Paraná","Telêmaco Borba","APP da UHE Mauá","-50.6156005859375","-24.3239002227783",NA,NA,"600","600","Terrícola na floresta ripária do rio Tibagi. Flores brancas, estames amarelos",NA,NA,"35037","MBML046591","MBML046591","auto",NA,NA,NA,NA,NA,NA,NA
"16","2020-07-10 09:44:03-03","MBML","MBML-HERBARIO","46590",NA,"Plantae","Begoniaceae","Begonia","stenolepis","Begonia stenolepis","L.B.Sm. & R.C.Sm.","C. Michelon/12-02-2013",NA,NA,NA,"C. Michelon","1659","2013","01","17","Brasil","Paraná","Telêmaco Borba","Tomada de Baixa Pressão da UHE Mauá","-50.6156005859375","-24.3239002227783",NA,NA,"610","610","Terrícola no interior de floresta de encosta. Flores alvas. Face abaxial das folhas vermelhas",NA,NA,"35037","MBML046590","MBML046590","auto",NA,NA,NA,NA,NA,NA,NA
"17","2020-09-12 05:00:02-03","US","US","2251527","PreservedSpecimen","Plantae","Begoniaceae","Begonia","stenolepis","Begonia stenolepis","L.B. Sm.",NA,NA,NA,NA,"L. B. Smith, R. Reitz & O. Sufridini","9297","1956","12","26","Brazil","Santa Catarina","Chapecó","Rocky banks of rio capetinga gorge, fazenda campo sao vicente, 26 km w of campo ere","-52.6183013916016","-27.096399307251",NA,NA,"900","1000",NA,NA,NA,"22671","US00327574","US00327574_01","auto","South America",NA,NA,"Dicotyledonae","Violales","1",NA
"18","2020-09-12 05:00:02-03","US","US","2566130","PreservedSpecimen","Plantae","Begoniaceae","Begonia","stenolepis","Begonia stenolepis","L.B. Sm.",NA,NA,NA,NA,"G. Hatschbach & O. A. Guimarães","20542","1968","12","7","Brazil","Paraná","São Jorge D'oeste","Rio iguacu, salto osorio","-52.9183006286621","-25.7056007385254",NA,NA,NA,NA,NA,NA,NA,"23663","US00324409","US00324409_01","auto","South America",NA,NA,"Dicotyledonae","Violales","1",NA
"19","2020-09-12 05:00:02-03","US","US","2251623","PreservedSpecimen","Plantae","Begoniaceae","Begonia","stenolepis","Begonia stenolepis","L.B. Sm.","Smith, L. B., (US), NMNH",NA,NA,NA,"L. B. Smith & R. Reitz","9911","1957","1","4","Brazil","Santa Catarina",NA,"Mun. Concórdia: Barro do Veado (28 km. from Concórdia)",NA,NA,NA,NA,"400","500","Holotype mounted on 2 sheets? Sheet 1 (USNH 2251622) annotated by L.B. Smith as holotype, Sheet 2 (USNH 2251623) annotated by L.B. Smith as Type no.",NA,NA,NA,"US00327575","US00327575_01",NA,"South America",NA,NA,"Dicotyledonae","Violales","1","Isotype"
"20","2020-09-12 05:00:02-03","US","US","2251622","PreservedSpecimen","Plantae","Begoniaceae","Begonia","stenolepis","Begonia stenolepis","L.B. Sm.",NA,NA,NA,NA,"L. B. Smith & R. Reitz","9911",NA,NA,NA,"Brazil","Santa Catarina",NA,"Concordia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00115458","US00115458_01",NA,"South America",NA,NA,"Dicotyledonae","Violales","1","Holotype"
"21","2020-09-12 05:00:02-03","US","US","3668171","PreservedSpecimen","Plantae","Begoniaceae","Begonia","stenolepis","Begonia stenolepis","L.B. Sm.","Smith, S. F., (US), NMNH",NA,NA,NA,"M. Borgo et al.","721","2000","4","1","Brazil","Paraná",NA,"Estancia Herminio e Maria (Mun. Braganey).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01234920","US01234920_01",NA,"South America",NA,NA,"Dicotyledonae","Violales","1",NA
"22","2020-09-12 05:00:02-03","US","US","3370893","PreservedSpecimen","Plantae","Begoniaceae","Begonia","stenolepis","Begonia stenolepis","L.B. Sm.",NA,NA,NA,NA,"J. M. Silva, A. Soares & W. Mascjio","2096","1997","10","14","Brazil","Paraná",NA,"Fazenda adm, barra do rio perdido",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00616708","US00616708_01",NA,"South America",NA,NA,"Dicotyledonae","Violales","1",NA
"23","2020-09-12 05:00:02-03","US","US","2566131","PreservedSpecimen","Plantae","Begoniaceae","Begonia","stenolepis","Begonia stenolepis","L.B. Sm.",NA,NA,NA,NA,"G. Hatschbach & O. A. Guimarães","20542","1968","12","7","Brazil","Paraná","São Jorge D'oeste","Rio iguacu, salto osorio","-52.9183006286621","-25.7056007385254",NA,NA,NA,NA,NA,NA,NA,"23663","US00324386","US00324386_01","auto","South America",NA,NA,"Dicotyledonae","Violales","1",NA
"24","2020-09-12 05:00:02-03","US","US","3381463","PreservedSpecimen","Plantae","Begoniaceae","Begonia","stenolepis","Begonia stenolepis","L.B. Sm.",NA,NA,NA,NA,"G. Hatschbach, R. Spichiger, A. C. Cervi & P. Loizeau","68751","1998","11","16","Brazil","Paraná",NA,"Candoi, represa salto santiago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00613802","US00613802_01",NA,"South America",NA,NA,"Dicotyledonae","Violales","1",NA
"25","2020-09-12 05:00:02-03","US","US","2602014","PreservedSpecimen","Plantae","Begoniaceae","Begonia","stenolepis","Begonia stenolepis","L.B. Sm.",NA,NA,NA,NA,"R. Reitz","4623","1952","1","24","Brazil","Santa Catarina",NA,"Capetinga, campo ere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US00327573","US00327573_01",NA,"South America",NA,NA,"Dicotyledonae","Violales","1",NA
"26","2021-03-25 13:51:47-03","UNIVILLE","JOI","6107","PreservedSpecimen","Plantae","Begoniaceae","Begonia","stenolepis","Begonia stenolepis","L.B.Sm. & R.C.Sm.","Condorcet Aranha","1999","10","18","Célia Rosane Nossol","6","1999","05","04","Brasil","Santa Catarina","Joinville","Trilha na entrada dois do Castelo dos Bugres, nas margens do rio Piraí.","-48.8456001281738","-26.3043994903564",NA,NA,NA,NA,"Museu Botânico Municipal - HJ - Herbário Joinville - 00025 - Folhas verdes membranáceas, com pêlos; HABITAT: terrestre; HABITO: semi-arbustiva",NA,NA,"37150","JOI006107","JOI006107","auto",NA,NA,NA,NA,NA,NA,NA
"27","2019-10-07 09:24:04-03","UEFS","HUEFS","74056","PreservedSpecimen","Plantae","Begoniaceae","Begonia","stenolepis","Begonia stenolepis","L.B.Sm. & R.C.Sm.",NA,NA,NA,NA,"Kinupp, V.F.","413","1997","04","19","Brasil","Paraná","Sapopema","Salto das Orquídeas.","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,NA,NA,"Angiospermae","21990","HUEFS0074056","HUEFS0074056","auto",NA,NA,NA,"Rosanae","Cucurbitales",NA,NA
"28","2020-04-29 16:29:37-03","UFVJM","HDJF","2576","PreservedSpecimen","Plantae","Begoniaceae","Begonia","stenolepis","Begonia stenolepis","L.B. Sm. & R.C. Sm.","Jacques, EL","2010","05","03","Korte, A; Kniess, A","841","2009","11","10","Brasil","Santa Catarina","Presidente Nereu","Rio Novo","-49.230556","-27.180278","-49.230556","-27.180278",NA,NA,NA,NA,"Dicotyledoneae",NA,"HDJF002576","HDJF002576_01",NA,"Southern America",NA,NA,NA,NA,NA,NA
"29","2020-04-29 16:29:37-03","UFVJM","HDJF","2577","PreservedSpecimen","Plantae","Begoniaceae","Begonia","stenolepis","Begonia stenolepis","L.B. Sm. & R.C. Sm.","Jacques, EL","2010","05","03","Korte, A; Kniess, A","841","2009","11","10","Brasil","Santa Catarina","Presidente Nereu","Rio Novo","-49.230556","-27.180278","-49.230556","-27.180278",NA,NA,NA,NA,"Dicotyledoneae",NA,"HDJF002577","HDJF002577_01",NA,"Southern America",NA,NA,NA,NA,NA,NA
"30","2019-01-25 15:34:09-02","IAC","IAC","43829","S","Plantae","Begoniaceae","Begonia","stenolepis","Begonia stenolepis","L.B.Sm. & R.C.Sm.","W.M. Kranz","1999","06","19","V.F. Kinupp & C. Medri","413","1997","04","19","Brasil","Paraná","Sapopema","Salto das Orquideas","-50.5803","-23.9108","-50.5803","-23.9108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 17:28:42-03","UEM","HUEM","24271","S","Plantae","Begoniaceae","Begonia","stenolepis","Begonia stenolepis","L.B.Sm. & R.C.Sm","Julio Cesar Jaramillo V.","2017","06","29","Milaneze-Gutierre, MA","s.n.","2015","01",NA,"Brasil","Paraná","Telêmaco Borba","Área de alagamento da UHE Mauá","-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,"Epífita, possivelmente acidental. Folhas com face abaxial rubra, flores brancas e anteras amarelas. Cultivada no epifitário da UEM. Floresce de setembro a março.",NA,NA,"35037","HUEM000015391","HUEM000015391","auto",NA,NA,NA,NA,NA,NA,NA
"32","2020-11-12 16:59:00-03","UEL","FUEL","12783","PreservedSpecimen","Plantae","Begoniaceae","Begonia","stenolepis","Begonia stenolepis","Smith & Downs","Kollmann, L","2017","09","18","Kranz, WM","610","1997","12","22","Brasil","Paraná","Cândido de Abreu","Rio do Tigre","-51.3333015441895","-24.5669002532959",NA,NA,"800","800",NA,NA,"Tracheophyta","55411","FUEL001820",NA,"auto",NA,NA,NA,NA,"Cucurbitales",NA,NA
"33","2020-11-12 16:59:00-03","UEL","FUEL","12776","PreservedSpecimen","Plantae","Begoniaceae","Begonia","stenolepis","Begonia stenolepis","Smith & Downs","Kollmann, L","2016","09","28","Kranz, WM","584","1990","03","05","Brasil","Paraná","Cerro Azul","Próximo a Caraguatá","-49.261100769043","-24.823600769043",NA,NA,"600","600",NA,NA,"Tracheophyta","32006","FUEL001817",NA,"auto",NA,NA,NA,NA,"Cucurbitales",NA,NA
"34","2020-11-12 16:59:00-03","UEL","FUEL","15986","PreservedSpecimen","Plantae","Begoniaceae","Begonia","stenolepis","Begonia stenolepis","Smith & Downs","Kollmann, L","2016","09","28","Kranz, WM","145","1987","11","09","Brasil","Paraná","Guarapuava","A margem da rodovia Três Pinheiros, indo para Pato Branco, próximo ao Rio Iguaçu","-51.4580993652344","-25.395299911499",NA,NA,"500","500",NA,NA,"Tracheophyta","53832","FUEL001836",NA,"auto",NA,NA,NA,NA,"Cucurbitales",NA,NA
"35","2020-11-12 16:59:00-03","UEL","FUEL","9001","PreservedSpecimen","Plantae","Begoniaceae","Begonia","stenolepis","Begonia stenolepis","Smith & Downs","Kollmann, L","2017","09","28","Kranz, WM","620","1997","12","23","Brasil","Paraná","Ortigueira","Caeté","-50.9494018554688","-24.2082996368408",NA,NA,"870","870",NA,NA,"Tracheophyta","46016","FUEL001831",NA,"auto",NA,NA,NA,NA,"Cucurbitales",NA,NA
"36","2020-11-12 16:59:00-03","UEL","FUEL","15976","PreservedSpecimen","Plantae","Begoniaceae","Begonia","stenolepis","Begonia stenolepis","Smith & Downs","Kollmann, L","2016","11","18","Kranz, WM","161","1987","11","20","Brasil","Paraná","Ortigueira","Caetê, 12 km da rodovia do Café para Vista Alegre","-50.9494018554688","-24.2082996368408",NA,NA,"700","700",NA,NA,"Tracheophyta","46016","FUEL001823",NA,"auto",NA,NA,NA,NA,"Cucurbitales",NA,NA
"37","2020-11-12 16:59:00-03","UEL","FUEL","9007","PreservedSpecimen","Plantae","Begoniaceae","Begonia","stenolepis","Begonia stenolepis","Smith & Downs","Kollmann, L","2016","09","28","Kranz, WM","655","1999","05","07","Brasil","Paraná","Ponta Grossa","Rio Guarituva, Próximo ao rio, na Rodovia do Cerne","-50.1618995666504","-25.0949993133545",NA,NA,"550","550",NA,NA,"Tracheophyta","46557","FUEL001813",NA,"auto",NA,NA,NA,NA,"Cucurbitales",NA,NA
"38","2020-11-12 16:59:00-03","UEL","FUEL","53342","PreservedSpecimen","Plantae","Begoniaceae","Begonia","stenolepis","Begonia stenolepis","Smith & Downs","Kollmann, L","2017","09","28","Kranz, WM","566","1990","01","24","Brasil","Paraná","Prudentópolis","Jaciaba, às margens da rodovia.","-50.9777984619141","-25.2131004333496",NA,NA,"500","500",NA,NA,"Tracheophyta","61049","FUEL001828",NA,"auto",NA,NA,NA,NA,"Cucurbitales",NA,NA
"39","2020-11-12 16:59:00-03","UEL","FUEL","9014","PreservedSpecimen","Plantae","Begoniaceae","Begonia","stenolepis","Begonia stenolepis","Smith & Downs","Kollmann, L","2016","09","28","Kranz, WM","562","1990","01","23","Brasil","Paraná","Prudentópolis","São Sebastião, Estrada para Jaciaba","-50.9777984619141","-25.2131004333496",NA,NA,"600","600",NA,NA,"Tracheophyta","61049","FUEL001814",NA,"auto",NA,NA,NA,NA,"Cucurbitales",NA,NA
"40","2020-11-12 16:59:00-03","UEL","FUEL","21350","PreservedSpecimen","Plantae","Begoniaceae","Begonia","stenolepis","Begonia stenolepis","Smith & Downs","Kranz, WM","1999",NA,NA,"Kinupp, VF; Medri, C","413","1997","04","19","Brasil","Paraná","Sapopema","Salto das Orquídeas","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,NA,NA,"Tracheophyta","21990","FUEL001981",NA,"auto",NA,NA,NA,NA,"Cucurbitales",NA,NA
"41","2020-11-12 16:59:00-03","UEL","FUEL","23435","PreservedSpecimen","Plantae","Begoniaceae","Begonia","stenolepis","Begonia stenolepis","Smith & Downs","Kranz, WM","1999",NA,NA,"Medri, C; et al.","758","1998","11","14","Brasil","Paraná","Sapopema","Salto das Orquídeas","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,NA,NA,"Tracheophyta","21990","FUEL001982",NA,"auto",NA,NA,NA,NA,"Cucurbitales",NA,NA
"42","2020-08-20 14:55:42-03","UFSC","FLOR","64151","PreservedSpecimen","Plantae","Begoniaceae","Begonia","stenolepis","Begonia stenolepis","L.B.Sm. & R.C.Sm.","Jaramillo, J.C.","2017","06","29","Milaneze-Gutierre, M.A.","s.n.","2015","01",NA,"Brasil","Paraná","Telêmaco Borba","Área de alagamento da Usina Hidrelétrica Mauá. Cultivada no epifitário da UEM.","-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,"Epífita, possivelmente acidental. Folhas com face abaxial rubra, flores brancas e anteras amarelas. Floresce de setembro a março",NA,NA,"35037","FLOR0064151","FLOR0064151","auto",NA,NA,NA,NA,"Cucurbitales",NA,NA
"43","2020-05-20 18:18:19-03","UFMT","CNMT","4624","S","Plantae","Begoniaceae","Begonia","stenolepis","Begonia stenolepis","L.B.Sm. & R.C.Sm.","Gasper, A.L.","2010","08","12","Korte, A.; Kniess, A.","1430","2009","12","07","Brasil","Santa Catarina","Rio doSul","Fundo Canoas","-49.68","-27.18","49°40'48W","27°10'48S","625","625","Flor: rosaDoação Herbário Dr. Roberto Miguel Klein - FURB 18042",NA,"Angiosperma",NA,"CNMT004624",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-21 10:01:53-03","IBt","SP","365777","S","Plantae","Begoniaceae","Begonia","stenolepis","Begonia stenolepis","L.B.Sm. & R.C.Sm.","Kranz, WM","1999",NA,NA,"Kinupp, VF; Medri, C","413","1997","04","19","Brasil","Paraná","Sapopema","Salto das Orquídeas","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"Erva rupícula, flores com cálice creme, corola de creme a lilás, frutos secos, face inferior da folha avermelhada",NA,NA,"21990",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA
