"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"104","2021-03-01 11:53:03-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Alves-Araújo, A","Alves-Araújo, A; Albuquerque, N; Sotero, D","663","2007","10","19",NA,"Brasil","Pernambuco",NA,"120","120",NA,"Base das folhas roxas e flores amarelas.; Mata Atlântica. Borda da mata, Mata da Zambana.",NA,NA,"34.990556","7.716111","Igarassu",NA,NA,"2008","06",NA,"34.990556","7.716111",NA,NA,NA,NA,NA
"105","2021-03-01 11:53:03-03","UFPE","UFP","66344","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Alves-Araújo, A","Alves-Araújo, A; Albuquerque, N; Sotero, D","663","2007","10","19",NA,"Brasil","Pernambuco",NA,"120","120",NA,"Base das folhas roxas e flores amarelas.; Mata Atlântica. Borda da mata, Mata da Zambana.","UFP066344",NA,"34.990556","7.716111","Igarassu",NA,NA,"2008","06",NA,"34.990556","7.716111",NA,NA,NA,NA,NA
"106","2021-03-01 11:53:03-03","UFPE","UFP","11995","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Wanderley, MG","Bastos, MN; Lobato, LC; Mattos, AD; Ana, C; Moraes, C; Senna, R; et al.","1183","1992","01","15",NA,"Brasil","Pará",NA,NA,NA,NA,"Erva de cerca de 25cm de altura, flor amarela.","UFP011995",NA,"-47.1772003173828","-0.77472198009491","São João de pirabas","24190","auto","1994","05","03",NA,NA,NA,NA,NA,NA,NA
"107","2021-03-01 11:53:03-03","UFPE","UFP","03800","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Viana, A","Mariz, G","664","1971","12","02",NA,"Brasil","Pernambuco",NA,NA,NA,NA,NA,"UFP003800",NA,"-35.0349998474121","-8.28666973114014","Cabo de Santo Agostinho","25282","auto","1996","02",NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-03-01 11:53:03-03","UFPE","UFP","00357","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Wanderley, MG","Tavares, S","495","1959","03","05",NA,"Brasil","Pernambuco",NA,NA,NA,NA,"Erva. Fls. amarelas.","UFP000357",NA,"-34.9063987731934","-7.83416986465454","Igarassu","24709","auto","1996","02",NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-03-01 11:53:03-03","UFPE","UFP","11956","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Wanderley, MG","Alves, M; Manno, MB; Silva, MA; Santos, E","619","1994","09",NA,NA,"Brasil","Tocantins",NA,NA,NA,NA,"Tépalas amarelas.; Área de dunas (Jalapão)","UFP011956",NA,"-46.4211006164551","-10.5474996566772","Mateiros","87923","auto","1996","02",NA,NA,NA,NA,NA,NA,NA,NA
"110","2020-09-12 05:00:02-03","US","US","2545422","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"S. Tavares",NA,"1962","10","1","South America - Neotropics","Brazil","Paraíba","Fontainha, depois de Sta. Emília",NA,NA,NA,NA,"US01919472","US01919472_01","-35.1164016723633","-7.401939868927","Pedras de Fogo","19663","auto",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"111","2020-09-12 05:00:02-03","US","US","1673778","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"F. E. Drouet",NA,"1935","9","10","South America - Neotropics","Brazil","Ceará","Flats about Açude João Lopez",NA,NA,NA,NA,"US01919474","US01919474_01","-38.543098449707","-3.71722006797791","Fortaleza","19924","auto",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"112","2020-09-12 05:00:02-03","US","US","1282161","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"A. Chase",NA,"1924","11","8","South America - Neotropics","Brazil","Pernambuco","Vicinity of Pernambuco (Recife), Pern. Quaking bog Dois Irmãos",NA,NA,NA,NA,"US01919477","US01919477_01","-34.8810997009277","-8.05389022827148","Recife","18865","auto",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"113","2020-09-12 05:00:02-03","US","US","2776340","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"G. T. Prance",NA,"1974","7","15","South America - Neotropics","Brazil","Pará","Atalaia",NA,NA,NA,NA,"US01919470","US01919470_01","-47.3560981750488","-0.613610982894897","Salinópolis","23190","auto",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"114","2020-09-12 05:00:02-03","US","US","2142227","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"A. Lutz",NA,"1917","8","29","South America - Neotropics","Brazil","Rio Grande do Norte","Lagoa de Estremoz.",NA,NA,NA,NA,"US01919476","US01919476_01","-35.209400177002","-5.79500007629395","Natal","12751","auto",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"115","2020-09-12 05:00:02-03","US","US","2267174","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"J. Huber",NA,"1896","8","27","South America - Neotropics","Brazil","Pará","Marajó, Campos de Pacoval.",NA,NA,NA,NA,"US01919471","US01919471_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"116","2020-09-12 05:00:02-03","US","US","1989741","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"H. C. Cutler",NA,"1945","6","10","South America - Neotropics","Brazil","Ceará","4 km north of Soure",NA,NA,NA,NA,"US01919475","US01919475_01","-38.6530990600586","-3.73610997200012","Caucaia","40484","auto",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"117","2020-09-12 05:00:02-03","US","US","1673761","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"F. E. Drouet",NA,"1935","8","13","South America - Neotropics","Brazil","Ceará","Sandy flats about Lagoa do Tauapé.",NA,NA,NA,NA,"US01919468","US01919468_01","-38.543098449707","-3.71722006797791","Fortaleza","19924","auto",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"118","2020-09-12 05:00:02-03","US","US","2740222","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"J. M. Pires, N. A. Rosa & N. T. Silva",NA,"1973","9","2","South America - Neotropics","Brazil","Pará","Marajó.",NA,NA,NA,NA,"US01919473","US01919473_01","-48.5167007446289","-0.75333297252655","Salvaterra","52029","auto",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"119","2020-09-12 05:00:02-03","US","US","2342758","PreservedSpecimen","Plantae",NA,"Commelinales","Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"J. Coelho de Moraes",NA,"1959","10","18","South America - Neotropics","Brazil","Paraíba","Nas proximidades dos mangues",NA,NA,NA,NA,"US01919469","US01919469_01","-34.9357986450195","-6.68833017349243","Baía da Traição","12599","auto",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"120","2019-10-07 09:22:44-03","UEFS","HUEFS","130711","PreservedSpecimen","Plantae","Angiospermae","Poales","Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","M.G.L.Wanderley","van den Berg, C.","1717","2006","08","19",NA,"Brasil","Bahia","Estrada para Baiacu, brejo à esquerda da rodovia depois de ca de 2km de seu início, atrás das casas, próximo à extração de areia, solo arenoso, encharcado.",NA,NA,NA,NA,"HUEFS0130711","HUEFS0130711","-38.6086006164551","-12.9603004455566","Vera Cruz","27816","auto","2011","01",NA,NA,NA,"Lilianae",NA,NA,NA,NA
"121","2019-10-07 09:22:44-03","UEFS","HUEFS","130710","PreservedSpecimen","Plantae","Angiospermae","Poales","Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","M.G.L.Wanderley","van den Berg, C.","1718","2006","08","19",NA,"Brasil","Bahia","Estrada para Baiacu, brejo à esquerda da rodovia depois de ca de 2km de seu início, atrás das casas, próximo à extração de areia, solo arenoso, encharcado.",NA,NA,NA,NA,"HUEFS0130710","HUEFS0130710","-38.6086006164551","-12.9603004455566","Vera Cruz","27816","auto","2008","06",NA,NA,NA,"Lilianae",NA,NA,NA,NA
"122","2021-03-04 11:16:16-03","UEFS","HUEFS","212731","PreservedSpecimen","Plantae","Angiospermae","Poales","Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","M.G.L.Wanderley","Tavares, S.","495","1959","03","05",NA,"Brasil","Pernambuco","Porto Adiantado. Margem do mangue.",NA,NA,NA,NA,"HUEFS0212731","HUEFS0212731 HUEFS0212731_e1","-34.9063987731934","-7.83416986465454","Igarassu","24709","auto","1996","02",NA,NA,NA,"Lilianae",NA,NA,NA,NA
"123","2019-10-07 09:22:44-03","UEFS","HUEFS","105271","PreservedSpecimen","Plantae","Angiospermae","Poales","Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","M.G.L.Wanderley","Melo, E.","4156","2005","10","31",NA,"Brasil","Alagoas","Povoado de Capela. Várzea do Rio Murituba, afluente do São Francisco.","20","20",NA,NA,"HUEFS0105271","HUEFS0105271","-36.471389","-10.3225","Penedo",NA,NA,"2007","02",NA,"36W28'17''","10S19'21''","Lilianae",NA,NA,NA,NA
"124","2020-07-23 12:24:43-03","CEPLAC","CEPEC","85773","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps",NA,"M. das G. L. Wanderley","M. L. Guedes","7405","1999","12","12",NA,"Brasil","Bahia","Litoral Norte. Sítio do Conde.",NA,NA,NA,NA,NA,NA,"-37.6","-11.8","conde",NA,NA,NA,NA,NA,"37W36'","11S48'",NA,NA,NA,NA,"04/12/2007"
"125","2020-09-17 10:41:45-03","UEPA","MFS","005642","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"Falcão da Silva, M","553",NA,NA,NA,NA,"Brasil","Pará","Praia do Salazar; Ilha do Marajó, Brejo.",NA,NA,NA,"Erva de 40 cm de altura. Folhas lineares, carnosas, inflorescência globosa, ovóide a elíptica, amarelada, com flores pequenas e amarelas.","MFS005642","MFS005642 MFS005642_e","-48.520506","-0.7898","Salvaterra",NA,NA,NA,NA,NA,"-48.520506","-0.7898",NA,NA,NA,NA,NA
"126","2019-11-21 10:19:55-03","IBt","SP","234466","S","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Wanderley, MGL","Kral, R; Wanderley, MGL","75574","1988","11","08",NA,"Brasil","Bahia","Estrada entre Jussiapê e Abaira","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2010","12","09",NA,NA,NA,NA,NA,NA,NA
"127","2020-12-10 11:28:23-03","IBt","SP","390699","S","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"Melo, E","4156","2005","10","31",NA,"Brasil","Alagoas",NA,NA,NA,NA,NA,NA,NA,"-36.5863990783691","-10.2903003692627","Penedo","31870","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2019-11-21 10:19:55-03","IBt","SP","210944","S","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Wanderley, MGL","Wanderley, MGL","s.n.","1985","09","25",NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,"-41.1561012268066","-11.5500001907349","Morro do Chapéu","98143","auto","2018","05","02",NA,NA,NA,NA,NA,NA,NA
"129","2020-11-26 10:01:06-03","IBt","SP","382064","S","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"Versieux, LM","213","2005","07","19",NA,"Brasil","Maranhão",NA,NA,NA,NA,NA,NA,NA,"-42.8264007568359","-2.74693989753723","Barreirinhas","56843","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-11-21 10:19:55-03","IBt","SP","202312","S","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"Meguro, M; Isejima, EM; Mello-Silva, R; Pirani, JR","CFCR5561","1984","10","15",NA,"Brasil","Minas Gerais","Diamantina - Biribiri (3 km do estádio JK)",NA,NA,NA,NA,NA,NA,"-43.6002998352051","-18.2493991851807","Diamantina","101169","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2020-12-30 07:49:03-03","IBt","SP","444680","S","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"Mota, NFO","2515","2012","02","13",NA,"Brasil","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,"-49.5917015075684","-28.0149993896484","Urubici","30102","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2020-12-10 11:28:23-03","IBt","SP","396685","S","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"Prata, AP","1178","2006","04","03",NA,"Brasil","Sergipe",NA,NA,NA,NA,NA,NA,NA,"-36.8560981750488","-10.7377996444702","Pirambu","22600","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
