"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"19","2021-03-30 12:54:34-03","EAO","IAN","140231","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Smith, LB","Pires, JM; Silva, NT da","13248","1973","09","02","Southern America","Brasil","Pará","Joanes",NA,NA,NA,"Flor amarela.","IAN140231",NA,"-48.5167007446289","-0.75333297252655","Salvaterra","52029","auto","1975",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-30 12:54:34-03","EAO","IAN","60647","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Smith, D","Tavares, U","25","1950","06","23","Southern America","Brasil","Pará","Junto a praia.",NA,NA,NA,NA,"IAN060647","IAN060647 IAN060647_e IAN060647_f","-46.1399993896484","-1.1966700553894","Viseu","126900","auto","1956",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:29:20-03","UFBA","ALCB","113214","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","anceps","Xyris anceps","H.J.Lam.","Lozano, ED","Gomes, FS; Guedes, ML; Kelmo, F; Alunos de Ecologia","1325","2014","02","02","Southern America","Brasil","Bahia","Litoral Norte, Mangue seco.",NA,NA,NA,"Folhas alternas dísticas, paralelinérveas. Inflorescência espiga no ápice de um escapo, flores amarelas.",NA,NA,"-37.783333","-11.55","Jandaíra",NA,NA,"2014","10",NA,"-37.783333","-11.55",NA,NA,NA,NA,NA
"22","2019-10-09 11:29:20-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","anceps","Xyris anceps","H.J.Lam.","Wanderley, MGL","Rocha, RFA; Miranda, A; Montovane; Lyra-Lemos, RP de; Dayse","282","1982","10","23","Southern America","Brasil","Alagoas",NA,NA,NA,NA,"flores amarelas.; solo mal drenado.",NA,NA,"-36.434398651123","-10.4055995941162","Piaçabuçú","16123","auto","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:21:02-03","NBC","NL-BOTANY","L.1425848","PreservedSpecimen","Plantae",NA,"Poales","Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"Burchell WJ",NA,NA,NA,NA,"Southern America","Brazil",NA,"Brasilia at Para.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1425848 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1425848","NL-L1425848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"24","2020-02-08 10:21:02-03","NBC","NL-BOTANY","L.1425849","PreservedSpecimen","Plantae",NA,"Poales","Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"Herb Mus Paris",NA,NA,NA,NA,"Southern America","French Guiana",NA,"!",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1425849 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1425849","NL-L1425849",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"25","2020-02-08 10:21:02-03","NBC","NL-BOTANY","U.1779735","PreservedSpecimen","Plantae",NA,"Poales","Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"Black GA",NA,"1950","07","09","Southern America","Brazil",NA,"Amazonia, Estado do Para, Rio Camara: fazenda Gurupatuba.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1779735 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1779735","NL-U1779735",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"26","2020-02-08 10:21:02-03","NBC","NL-BOTANY","U.1779736","PreservedSpecimen","Plantae",NA,"Poales","Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"Prance GT",NA,"1974","07","15","Southern America","Brazil",NA,"State of Para. Atalaia Salinopolis, Para.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1779736 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1779736","NL-U1779736",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"27","2021-01-14 15:33:59-03","MN","R","44455","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Smith, L.B. & Downs, R.","Freire Allemão, F.; Cysneiros, M.","1546","1859","08",NA,NA,"Brasil","Ceará",NA,NA,NA,NA,"M.N. Plantas da Comm. Scient. da Prov. do Ceará","R010054320","R010054320_001 R010054320_002",NA,NA,NA,NA,NA,"1954","05",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-01-14 15:33:59-03","MN","R","76529","PreservedSpecimen","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Smith, L.B. & Downs, R.","Freire Allemão, F.; Cysneiros, M.","1544 p.p.",NA,NA,NA,NA,"Brasil","Ceará",NA,NA,NA,NA,NA,"R010054324","R010054324_001",NA,NA,NA,NA,NA,"1954","07",NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-07-26 11:41:29-03","IPA","IPA","233","S","Plantae","Plantae",NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Smith, L.B.; Downs, R.J.","Vasconcellos Sobrinho","233","1936","10",NA,"Southern America","Brasil","Pernambuco","Terrenos do brejo. Peixinhos, margem do mangue, terreno salgado",NA,NA,NA,NA,"IPA0000233",NA,NA,NA,NA,NA,NA,"1960","07",NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-02-15 11:52:08-02","IPA","IPA","7653","S","Plantae","Plantae",NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Smith, L.B.; Downs, R.J.","Black, G.A.; Pires, J.M.; Andrade-Lima; Pires, J.M.; Andrade-Lima","16552","1954","07","06","Southern America","Brasil","Maranhão","Campo, encontrado no chárco",NA,NA,NA,NA,"IPA0007653",NA,NA,NA,NA,NA,NA,"1960","07",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-02-15 11:52:08-02","IPA","IPA","7961","S","Plantae","Plantae",NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Smith, L.B.; Downs, R.J.","Andrade-Lima","2082","1955","06","26","Southern America","Brasil","Pernambuco","Campina dos Marcos",NA,NA,NA,"Erva paludosa, flor amarela","IPA0007961",NA,"-34.9063987731934","-7.83416986465454","Igarassu","24709","auto","1960","07",NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-02-15 11:52:08-02","IPA","IPA","78633","S","Plantae","Plantae",NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Wanderley, M.G.L.","Albuquerque, N.A.; Albuquerque, N.A.; Alves-Araújo, A.; Araújo, D.; Albuquerque, N.A.; Alves-Araújo, A.; Araújo, D.","539","2007","10","19","Southern America","Brasil","Pernambuco","Mata da Zambana, Usina São José. Borda da mata com canavial.",NA,NA,NA,"Erva. Inflorescência dourada.","IPA0078633",NA,"-34.9063987731934","-7.83416986465454","Igarassu","24709","auto","2016","02","17",NA,NA,NA,NA,NA,NA,NA
"33","2019-02-15 11:52:08-02","IPA","IPA","12266","S","Plantae","Plantae",NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Smith, L.B.","Pickel, B.","799","1924","09","07","Southern America","Brasil","Pernambuco","Prazeres; terrenos arenosos, úmidos do litoral",NA,NA,NA,"Desdobrada da nº 3467 - Xyris caroliniana Walt. var. caroliniana, em 1960","IPA0012266",NA,"-35.0147018432617","-8.11277961730957","Jaboatão dos Guararapes","16392","auto","1960",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-10-25 11:40:37-03","IECOS","HBRA","4463","S","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"L. Oliveira","285","2010","07","01","América do Sul","Brasil","Pará","Península de Ajuruteua, Praia de Ajuruteua",NA,NA,"exsicata","Herbácea: Flor branca","HBRA0004509","HBRA0004509","-46.59583333","-0.81861111","Bragança",NA,NA,NA,NA,NA,"-46.59583333","-0.81861111",NA,NA,NA,NA,NA
"35","2019-10-25 11:40:37-03","IECOS","HBRA","4995","S","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"M. J. Silva","217","2011","06","12","América do Sul","Brasil","Pará","Ilha Camarauaçu, restinga de Camarauaçu",NA,NA,"exsicata",NA,"HBRA0004523","HBRA0004523","-46.42833333","-0.89138889","Augusto Corrêa",NA,NA,NA,NA,NA,"-46.42833333","-0.89138889",NA,NA,NA,NA,NA
"36","2019-10-25 11:40:37-03","IECOS","HBRA","1462","S","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Graça Vanderley","L. O. Santos","383","2007","06","24","América do Sul","Brasil","Pará","Península de Ajuruteua, Salinas dos Roques/Jabuti, área ruderal próximo à casa demolida da antiga fazenda",NA,NA,"exsicata","Erva. Flores com pétalas amarelas","HBRA0004533",NA,"-46.67555556","-0.91472222","Bragança",NA,NA,"2008","01","01","-46.67555556","-0.91472222",NA,NA,NA,NA,NA
"37","2019-10-25 11:40:37-03","IECOS","HBRA","153","S","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"C. C. L. Santos","46","2003","07","23","América do Sul","Brasil","Pará","Península de Ajuruteua, margem da estrada Bragança-Ajuruteua (PA-458)",NA,NA,"exsicata",NA,NA,NA,"-46.7655982971191","-1.05360996723175","Bragança","56429","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-10-25 11:40:37-03","IECOS","HBRA","5061","S","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.",NA,"M. J. Silva","281","2011","07","14","América do Sul","Brasil","Pará","Ilha do Coco, mata secundária em terreno elevado, circundado por manguezais",NA,NA,"exsicata",NA,"HBRA0004529","HBRA0004529","-47.08666667","-0.85388889","Primavera",NA,NA,NA,NA,NA,"-47.08666667","-0.85388889",NA,NA,NA,NA,NA
"39","2019-10-25 11:40:37-03","IECOS","HBRA","58","S","Plantae",NA,NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","C. S. Rosário (MG)","U. Mehlig","8","2002","07","21","América do Sul","Brasil","Pará","Península de Ajuruteua, Salinas dos Roques/Jabuti, campo oeste da 6ª ilha de terra firme",NA,NA,"exsicata",NA,"HBRA0004489","HBRA0004489","-46.66388889","-0.92833333","Bragança",NA,NA,"2004","01","01","-46.66388889","-0.92833333",NA,NA,NA,NA,NA
"40","2019-11-27 13:53:23-03","UFS","ASE","12760","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Wanderley, MGL","Nascimento - Júnior, JE; Dantas, TVP","531","2008","12","19","Southern America","Brasil","Sergipe",NA,NA,NA,NA,"Erva. Coleta realizada para o diagnóstico da área em virtude da criação de Parque Estadual.&nf;; Erva. Coleta realizada para o diagnóstico da área em virtude da criação de Parque Estadual.&nf;; Restinga.","ASE0009043",NA,"-37.054167","-10.789167","Santo Amaro das Brotas",NA,NA,"2013","05","28","-37.054167","-10.789167",NA,NA,NA,NA,NA
"41","2019-11-27 13:53:23-03","UFS","ASE","37834","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Figueiredo, MAM","Farias, MCV; Santos, E; Figueiredo, MAM","772","2014","07","10","Southern America","Brasil","Sergipe","APA - Sul",NA,NA,NA,"Erva com ca. de 40 cm. Folhas alternadas longa haste sustentando. Inflorescência em espiga. Flor amarela.&nf;; Mata atlântica","ASE0038914","ASE0038914","-37.145","-11.1454","Itaporanga d'Ajuda",NA,NA,"2014","09","25","-37.145","-11.1454",NA,NA,NA,NA,NA
"42","2019-11-27 13:53:23-03","UFS","ASE","8319","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Wanderley, MGL","Prata, AP; Silva, AC; Silva, EJ; Lemos, IC; Costa, SM","1178","2006","04","03","Southern America","Brasil","Sergipe","Povoado Lagoa Redonda, margens do Riacho Aningas",NA,NA,NA,"Restinga","ASE0009038",NA,"-36.873747","-10.678208","Pirambu",NA,NA,"2013","05","28","-36.873747","-10.678208",NA,NA,NA,NA,NA
"43","2019-11-27 13:53:23-03","UFS","ASE","26045","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Wanderley, MGL","Farias, MCV; Matos, GMA; Oliveira, R; Santos, E","150","2012","09","21","Southern America","Brasil","Sergipe","Povoado Pontal, Fazenda São José, margem da Rodovia SE-285, lado esquerdo em direção ao Pov. Pontal. UTM: 672657, 8729310.",NA,NA,NA,"Flor amarela.; Restinga","ASE0009073",NA,"-37.3041","-11.311","Indiaroba",NA,NA,"2013","05","28","-37.3041","-11.311",NA,NA,NA,NA,NA
"44","2019-11-27 13:53:22-03","UFS","ASE","12319","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Wanderley, MGL","Costa, SM","251","2008","01","09","Southern America","Brasil","Sergipe","Fazenda Caju (EMBRAPA), Apicum do mangue do Rio Paruí.",NA,NA,NA,"Erva. Rara.; Erva. Rara.; Apicum.","ASE0009044",NA,"-37.1837","-10.5954","Itaporanga d'Ajuda",NA,NA,"2013","05","28","-37.1837","-10.5954",NA,NA,NA,NA,NA
"45","2019-11-27 13:53:23-03","UFS","ASE","12487","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Wanderley, MGL","Prata, AP; Sobrinho-Santos, CK; Nascimento - Júnior, JE; Menezes, IRN","1561","2008","10","02","Southern America","Brasil","Sergipe","Povoado Aguilhão, Conhecido com Estambaque. Ponto de referência: 3 Postes colados um no outro ( só existe neste local). 3 Km do ponto de coleta até a placa da Tartaruga que indica a entrada do Povoado Lagoa Redonda.",NA,NA,NA,"Flores amarelas bem pequenas.; Flores amarelas bem pequenas.; Restinga.","ASE0009045",NA,"-36.5121","-10.4416","Pirambu",NA,NA,"2013","05","28","-36.5121","-10.4416",NA,NA,NA,NA,NA
"46","2020-04-22 16:26:59-03","UFPB","JPB","18877","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Wanderey, MGL","Moura, OT","828","1992","09","24","Southern America","Brasil","Paraíba",NA,"16","16",NA,NA,"JPB0018877",NA,"-34.978056","-7.114167","Santa Rita",NA,NA,"1994","04","15","-34.978056","-7.114167",NA,NA,NA,NA,NA
"47","2020-04-22 16:26:59-03","UFPB","JPB","62840","PreservedSpecimen","Plantae","Angiosperma","Monocotyledon","Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Lima, RB","Rocha, FV","26","2011","11","20","Southern America","Brasil","Paraíba","APA da Barra do Rio Mamanguape",NA,NA,NA,"; HABITAT: Mata Atlântica; DESC: Erva de flor amarela que ocorre em solos arenosos.","JPB0062840",NA,"-34.923111","-6.795194","Rio Tinto",NA,NA,"2012","06","05","-34.923111","-6.795194",NA,NA,NA,NA,NA
"48","2020-12-14 16:14:45-03","UFC","EAC","14527","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Lozano, E.D.","Fernandes, A.; Nunes, E.; Silva, E.","EAC14527","1986","07","25","Southern America","Brasil","Ceará","Batoque",NA,NA,NA,"Erva.; Dunas.","EAC0014527","EAC0014527","-38.3911018371582","-3.90139007568359","Aquiraz","22325","auto","2018","09","19",NA,NA,NA,NA,NA,NA,NA
"49","2020-12-14 16:14:45-03","UFC","EAC","16389","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Lozano, E.D.","Figueiredo, M.A.; Araújo, F.S.","s.n.","1989","03","12","Southern America","Brasil","Ceará","Caponga, Engenho Velho.","10","10",NA,"Cerrado.","EAC0016389","EAC0016389","-38.2419013977051","-4.13305997848511","Cascavel","42722","auto","2018","09","19",NA,NA,NA,NA,NA,NA,NA
"50","2020-12-14 16:14:45-03","UFC","EAC","13512","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Lozano, E.D.","Mata, M.F.","s.n.","1985","08","14","Southern America","Brasil","Ceará","Campus do Pici",NA,NA,NA,"Erva, flor amarela.; Área de mata.","EAC0013512","EAC0013512","-38.543098449707","-3.71722006797791","Fortaleza","19924","auto","2018","09","19",NA,NA,NA,NA,NA,NA,NA
"51","2020-12-14 16:14:45-03","UFC","EAC","28153","PreservedSpecimen","Plantae","Monocotyledon",NA,"Xyridaceae","Xyris","anceps","Xyris anceps","Lam.","Lozano, E.D.","Oliveira, E.R.A.","4","1998","11","15","Southern America","Brasil","Ceará","Barra do Cauípe",NA,NA,NA,"Herbáceo, flor marrom esverdeada.; Litoral, entre Cumbuco e Pecém; substrato arenoso encharcado com lama, solo pisoteado por animais.","EAC0028153","EAC0028153","38.783333","3.083333","Caucaia",NA,NA,"2018","09","19","38.783333","3.083333",NA,NA,NA,NA,NA
