"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","identifiedBy","county","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","monthIdentified","dayIdentified","fieldNumber","individualCount"
"30","2020-10-21 18:50:19-03","UFJF","CESJ","58467","PreservedSpecimen","Plantae","Angiosperma",NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","L. Roth","CESJ1752A","1956","04","21","América do Sul","Brasil","Minas Gerais","Sanatório Hugo Werneck","-43.937801361084","-19.9207992553711",NA,"Herbácea, à beira d'água, flores brancas.","CESJ058467","CESJ058467",NA,"M.S.Marchioretto","Belo Horizonte","17082",NA,NA,"auto","2010",NA,NA,NA,NA,"01",NA,NA,NA
"31","2021-04-07 11:40:36-03","UFMS","CGMS","49675","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","G. Hatschbach; A. & V.J. Pott; J.M. Silva","62730","1995","05","13",NA,"Brasil","Mato Grosso","Rio Padre Manoel.","-56.4460983276367","-14.4085998535156",NA,"Flor alvescente. Habitat: Sobre rochas ao longo de rio encachoeirado. Habito: Erva.","CGMS1079607",NA,NA,"T.M. Pedersen","Diamantino","134442",NA,NA,"auto","1997",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-10-14 09:58:02-03","FURB","FURB","36191","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Gasper, A.L. de; Bueno, M.L. & Neves, D.R.M.","2566","2011","03","15",NA,"Brasil","Minas Gerais","Fazenda da Onça.","-45.345","-22.6080556",NA,NA,"FURB00446","FURB00446",NA,"Gasper, AL de","Delfim Moreira",NA,"1670","1670",NA,"2011","-45.3450000","-22.6080556",NA,NA,"03","31",NA,NA
"33","2014-10-14 15:56:26-03","BS","M","M-0137181","S","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Gomphrena","glabrata","Gomphrena glabrata","(Mart.) Moq.","Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,"Provinc. Minas Gerais.",NA,NA,NA,NA,"M0137181",NA,"NOTATYPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"34","2014-10-14 15:56:26-03","BS","M","M-0137182","S","Plantae","Magnoliophyta","Caryophyllales","Amaranthaceae","Gomphrena","glabrata","Gomphrena glabrata","(Mart.) Moq.","Martius, C.F.P. von",NA,NA,NA,NA,NA,"Brasil",NA,"Habitat in aquatiens prope Sabara oppidum. Provinciae Min. Ger.",NA,NA,NA,NA,"M0137182",NA,"NOTATYPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA
"35","2019-08-16 08:38:10-03","UTFPR","HCF","18340","S","Plantae",NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","M.G. Caxambu","7102","2015","10","30",NA,"Brasil","PR","Parque Nacional do Iguaçu, Rio Iguaçu","-53.809833","-25.603472",NA,"erva ca. 1 m, ripária, heliófita. Capítulos florais alvos.",NA,NA,NA,"E. Barboza","Capanema",NA,"215","215",NA,"2017","53°48'35,4 W","25°36'12,5 S",NA,NA,NA,NA,NA,NA
"36","2019-08-16 08:38:10-03","UTFPR","HCF","17097","S","Plantae",NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","M.G. Caxambu","6398","2015","05","21",NA,"Brasil","PR","Parque Nacional do Iguaçu, trilha do","-54.392","-25.597472",NA,"erva ca. 1 m, ripária, heliófita. Flores diminutas alvas. Barranca do Rio Iguaçu.",NA,NA,NA,"E. Barboza","Foz do Iguaçu",NA,"180","180",NA,"2017","54°23'31,2 W","25°35'50,9 S",NA,NA,NA,NA,NA,NA
"37","2019-08-16 08:38:10-03","UTFPR","HCF","5047","S","Plantae",NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","M.G. Caxambu","1478","2007","03","30",NA,"Brasil","PR","Parque Estadual Lago Azul (PELA)","-52.303889","-24.1",NA,"erva reptante, heliófita, com flores brancas. Em área de afloramento rochoso na beira do rio.",NA,NA,NA,"J. Cordeiro & E. Barboza","Campo Mourão",NA,"547","547",NA,"2007","52°18'14 W","24°06'00 S",NA,NA,NA,NA,NA,NA
"38","2019-08-16 08:38:10-03","UTFPR","HCF","22985","S","Plantae",NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","E.L. Siqueira","2181","2017","05","25",NA,"Brasil","PR","Estação Ecológica Municipal Dr. Orlando","-51.900639","-24.356722",NA,"erva ca. 0,60 m, ripária, heliófita, rupícola, ereta. Inflorescencias alvas.",NA,NA,NA,"E. Barboza","Nova Tebas",NA,"406","406",NA,"2018","51°54'02,3 W","24°21'24,2 S",NA,NA,NA,NA,NA,NA
"39","2019-08-16 08:38:10-03","UTFPR","HCF","15598","S","Plantae",NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","M.G. Caxambu","5807","2014","11","20",NA,"Brasil","PR","RPPN Vila Rica - Propriedade de Bernard","-51.97","-23.871139",NA,"erva heliófita, ca. 1,70 m, palustre. Inflorescências alvas.",NA,NA,NA,"E. Barboza","Fênix",NA,"392","392",NA,"2017","51°58'12 W","23°52'16,1 S",NA,NA,NA,NA,NA,NA
"40","2019-08-16 08:38:10-03","UTFPR","HCF","8496","S","Plantae",NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","M.G. Caxambu","2946","2010","02","12",NA,"Brasil","PR","Estação Ecológica Luiziana","-52.434222","-24.533306",NA,"erva semi-ciófila, ripária, ca. 0,45 m. Flores de cálice verde e corola alva.",NA,NA,NA,"E. Barboza","Luiziana",NA,"624","624",NA,"2010","52°26'03,2 W","24°31'59,9 S",NA,NA,NA,NA,NA,NA
"41","2021-02-11 16:52:45-03","UFSM","SMDB","10403","S","Plantae",NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Záchia, R.A; Mohr, FV","2080","1995","11","18",NA,"Brasil","Santa Catarina","Rio Tavares","-48.5491981506348","-27.596700668335",NA,"Erva ma vegetação da restinga arenosa, perto da dunas. com flores","SMDB010403",NA,NA,NA,"Florianopólis","27000",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:11:29-03","MBM","MBM","364624","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Caxambu, M.G.","2946","2010","02","12","Southern America","Brazil","Paraná","Estação Ecológica Luiziana","-52.433333","-2.719444",NA,"Erva semi ciófita, ripária 0,45cm; flores de cálice verde e corola alva.","MBM364624",NA,NA,"Barboza, E.","Luiziana",NA,"624","624",NA,"2010","-52.433333","-2.719444",NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:11:29-03","MBM","MBM","335195","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Caxambu, M.G.","1478","2007","03","30","Southern America","Brazil","Paraná","Parque Estadual do Lago Azul","-52.3","-24.1",NA,"Erva reptante, heliófita; flores brancas.; Afloramento rochoso, beira de rio.","MBM335195",NA,NA,"Cordeiro, J.; Barboza, E.","Campo Mourão",NA,"547","547",NA,"2007","-52.3","-24.1",NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:11:29-03","MBM","MBM","188687","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Hatschbach, G.; Pott, A.; Pott, V.; Silva, J.M.; Pott, A.; Pott, V.; Silva, J.M.","62730","1995","05","13","Southern America","Brazil","Mato Grosso","Rio Padre Manoel","-56.4460983276367","-14.4085998535156",NA,"Erva, flor alvacenta.; Sobre rochas; rio encachoeirado.","MBM188687","MBM188687",NA,"Pedersen, T.M.","Diamantino","134442",NA,NA,"auto","1997",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:11:29-03","MBM","MBM","208987","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Lima, R.X.","s.n.","1993","03","21","Southern America","Brazil","Paraná","Rio Iguaçu, Ilha de Salto Caxias.","-53.614200592041","-25.4792003631592",NA,"Erva, flores creme.; Local úmido e pedregoso, margens do rio.","MBM208987",NA,NA,"Guimarães, O.","Capitão Leônidas Marques","14258",NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:11:29-03","MBM","MBM","272804","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Linsingen, L. von","232","2000","05","21","Southern America","Brazil","Paraná","Parque Estadual do Cerrado, Rio Santo Antônio.","-49.7057991027832","-24.2511005401611",NA,"Erva, flor alva, estames amarelos.; Margem do rio.","MBM272804",NA,NA,"Siqueira, J.C.","Jaguariaíva","44368",NA,NA,"auto","2004",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:11:29-03","MBM","MBM","32566","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Hatschbach, G.","35437","1974","06","13","Southern America","Brazil","Paraná","Rio Jaguariaíva","-49.7057991027832","-24.2511005401611",NA,"Erva ramosa 70cm; flor alavacenta.; Margens rochosas do rio.","MBM032566",NA,NA,"Pedersen, T.M.","Jaguariaíva","44368",NA,NA,"auto","1975",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:11:29-03","MBM","MBM","168592","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Hatschbach, G.; Barboza, E.; Barboza, E.","60678","1994","03","19","Southern America","Brazil","Paraná","Rio das Cinzas, Salto Cavalcante.","-49.9496994018555","-23.778299331665",NA,"Flor alvacenta.; Formações compactas entre rochas; margens do rio.","MBM168592",NA,NA,"Pedersen, T.M.","Tomazina","29630",NA,NA,"auto","1997",NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:11:29-03","MBM","MBM","374784","PreservedSpecimen","Plantae",NA,NA,"Amaranthaceae","Pfaffia","glabrata","Pfaffia glabrata","Mart.","Roth, L.","1752A","1956","05","21","Southern America","Brazil","Minas Gerais","Sanatório Hugo Werneck","-43.937801361084","-19.9207992553711",NA,"Herbácea; flores brancas.; Beira d'água.","MBM374784","MBM374784",NA,"Marchioretto, M.S.","Belo Horizonte","17082",NA,NA,"auto","2010",NA,NA,NA,NA,"01",NA,NA,NA
