"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","relatedCatalogItem","typeStatus","previousCatalogNumber"
"11","2020-11-13 09:19:58-03","UFRJ","RFA","29468","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","(Klotzsch) Willd. ex Kunze","F. Segadas-Vianna","138","1944","02",NA,"Brasil","Rio de Janeiro","Morro do Açú. Serra dos Órgãos",NA,NA,NA,NA,"RFA41765",NA,NA,"23","Petrópolis","-43.1786003112793","-22.5049991607666","36524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:50:55-03","EAO","IAN","112511","PreservedSpecimen","Plantae","Fern",NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd.","Brade, AC","11526","1932","03","Southern America","Brasil","Rio de Janeiro","Serra dos Orgãos.",NA,NA,NA,NA,"IAN112511",NA,"Brade, AK","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:50:55-03","EAO","IAN","82022","PreservedSpecimen","Plantae","Fern",NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd.","Mexia, Y","4069","1929","11","Southern America","Brasil","Espírito Santo","Southeast slope of Serra da Caparaó. Rain forest.","2460","2460",NA,"Epiphytic on tree trunk.","IAN082022",NA,"Copel","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:50:55-03","EAO","IAN","110279","PreservedSpecimen","Plantae","Fern",NA,"Hymenophyllaceae","Hymenophyllum","magellanicum","attenuatum","Hymenophyllum magellanicum attenuatum","Willd.","Brade, AC","16633","1940","08","Southern America","Brasil","Rio de Janeiro","Serra dos Orgãos. Picada Rancho Frio no leito do Rio Paquequer. Nas pedras e rochedos.",NA,NA,NA,NA,"IAN110279",NA,NA,"23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-12-04 15:26:15-03","PUCPR","HUCP","20276","S","Plantae","Monilofita",NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd. ex Kunze","Michelon, C","362","2008","11",NA,"Brasil","Paraná","Morro do Canal",NA,NA,NA,NA,NA,NA,"Michelon, C","22","Piraquara","-49.0633010864258","-25.4416999816895","12577","auto","2008","11","24",NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-12-04 15:26:15-03","PUCPR","HUCP","20963","S","Plantae","Monilofita",NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd. ex Kunze","Michelon, C","647","2010","01",NA,"Chile","Araucanía",NA,NA,NA,NA,NA,NA,NA,"Michelon, C","15","Pucón",NA,NA,NA,NA,"2010","01","15",NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-12-04 15:26:15-03","PUCPR","HUCP","19140","S","Plantae","Monilofita",NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd. ex Kunze","Kersten, RA","s.n.","2008","07",NA,"Brasil","Paraná","Pico Paraná",NA,NA,NA,NA,NA,NA,"Kersten, RA","09","Antonina","-48.7118988037109","-25.4286003112793","38300","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-12-04 15:26:15-03","PUCPR","HUCP","20293","S","Plantae","Monilofita",NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd. ex Kunze","Selusniaki, M; Kersten, RA; Michelon, C","2715","2008","09",NA,"Brasil","Paraná",NA,NA,NA,NA,NA,NA,NA,"Selusniaki, M","03","Balsa Nova","-49.6356010437012","-25.5839004516602","27346","auto","2009","09","11",NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-12-04 15:26:15-03","PUCPR","HUCP","21861","S","Plantae","Monilofita",NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd. ex Kunze","Selusniaki, M; Michelon, C","2903/632","2009","11",NA,"Brasil","Paraná","Morro do Canal",NA,NA,NA,NA,NA,NA,NA,"07","Piraquara","-49.0633010864258","-25.4416999816895","12577","auto","2009","11","11",NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-12-04 15:26:15-03","PUCPR","HUCP","21764","S","Plantae","Monilofita",NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd. ex Kunze","Michelon, C; Selusniaki, M","473/2800","2009","07",NA,"Brasil","Paraná","Morro do Canal","1200","1200",NA,"Frequente.",NA,NA,"Michelon, C","04","Piraquara","-49.0633010864258","-25.4416999816895","12577","auto","2009","07","06",NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-12-04 15:26:15-03","PUCPR","HUCP","20050","S","Plantae","Monilofita",NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd. ex Kunze","Michelon, C","262","2008","08",NA,"Brasil","Paraná","Morro do Anhangava",NA,NA,NA,NA,NA,NA,"Michelon, C","22","Quatro Barras","-49.0769004821777","-25.3656005859375","17116","auto","2008","09","16",NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-12-04 15:26:15-03","PUCPR","HUCP","20593","S","Plantae","Monilofita",NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd. ex Kunze","Kersten, RA","814","2004","03",NA,"Brasil","Paraná","Morro do Anhangava","1400","1400",NA,NA,NA,NA,NA,"11","Quatro Barras","-49.0769004821777","-25.3656005859375","17116","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-12-04 15:26:15-03","PUCPR","HUCP","20434","S","Plantae","Monilofita",NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd. ex Kunze","Acordi, E","s.n.","2009","05",NA,"Brasil","Paraná","Morro Sete",NA,NA,NA,NA,NA,NA,"Acordi, E","31","Quatro Barras","-49.0769004821777","-25.3656005859375","17116","auto","2009","06","04",NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-12-04 15:26:15-03","PUCPR","HUCP","21081","S","Plantae","Monilofita",NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd. ex Kunze","Kersten, RA","1107","2007","08",NA,"Brasil","Paraná","Morro dos Perdidos","1200","1200",NA,NA,NA,NA,"Kersten, RA","20","Tijucas do Sul","-49.1988983154297","-25.9281005859375","25228","auto","2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:41:41-03","NBC","NL-BOTANY","U.1025833","PreservedSpecimen","Plantae",NA,"Hymenophyllales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd. ex Kunze","Lutz BMJ",NA,"1949","04","Southern America","Brazil",NA,"Rio de Janeiro: Serra dos Orgaos.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1025833 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1025833","NL-U1025833",NA,"03",NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:41:41-03","NBC","NL-BOTANY","U.1025834","PreservedSpecimen","Plantae",NA,"Hymenophyllales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd. ex Kunze","Maas PJM; Martinelli G",NA,"1977","10","Southern America","Brazil",NA,"Edo. Rio de Janeiro, Mun. Terezopolis, Parque Nacional da Serra dos Orgaos, Rio Beijaflor.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1025834 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1025834","NL-U1025834",NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:41:41-03","NBC","NL-BOTANY","U.1026890","PreservedSpecimen","Plantae",NA,"Hymenophyllales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd. ex Kunze","Castellanos A",NA,"1945","02","Southern America","Argentina",NA,"Lago Menendez, Brazo Norte, Gob. Chubut.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1026890 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1026890","NL-U1026890",NA,"02",NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 10:41:41-03","NBC","NL-BOTANY","U.1026891","PreservedSpecimen","Plantae",NA,"Hymenophyllales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd. ex Kunze","Haas JH de",NA,"1968","01","Southern America","Argentina",NA,"trail directly E of 'Monte Tronador'3554m over 'paso de las nubes'from Pt Blest to pampa linda. Rio Negro.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1026891 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1026891","NL-U1026891",NA,"28",NA,NA,NA,NA,NA,NA,NA,NA,"Pteropsida",NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:21:14-03","ESALQ","ESA","55059","PreservedSpecimen","Plantae","Pteridophyta",NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd.","Salino, A.","11990.0","2007","04",NA,"Brasil","Santa Catarina","Fazenda Farofa, trilha do rio Caveira. Vegetação Secundária de Floresta Ombrófila Mista Aluvial","1360","1360",NA,"Terrestre em em húmus na margem do rio.","ESA055059",NA,"Salino, A.","05","Limite de município Painel / Urupema",NA,NA,NA,NA,"2007","04","05",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:21:14-03","ESALQ","ESA","55025","PreservedSpecimen","Plantae","Pteridophyta",NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd.","Salino, A.","11956.0","2007","04",NA,"Brasil","Santa Catarina","Fazenda Farofa, trilha do meio antes do campo drenado, em direçao ao campo de altitude","1535","1535",NA,"Epifita na base de xaxim (Dicksonia sellowiana), interior de mata","ESA055025",NA,"Salino, A.","04","Urupema","-49.8731002807617","-27.9528007507324","23096","auto","2007","04","04",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-08-27 13:35:33-03","IAP","PACA-AGP","74811","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd. ex Kunze","Sehnem, A.",NA,"1950","01",NA,"Brasil","RS","Serra da Rocinha - Aparados da serra",NA,NA,NA,"Habitat: in humo in silva nebulari","PACA074811",NA,"Sehnem","19",NA,NA,NA,NA,NA,NA,NA,NA,"Filicopsida",NA,NA,NA,NA,NA,NA,NA
"32","2019-08-27 13:35:33-03","IAP","PACA-AGP","74816","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd. ex Kunze","Reitz, R.","9887","1960","09",NA,"Brasil","RS","Serra da Boa Vista",NA,NA,NA,"Matinha","PACA074816",NA,"Sehnem","07","São José",NA,NA,NA,NA,"1969","12","21","Filicopsida",NA,NA,NA,NA,NA,NA,NA
"33","2019-08-27 13:35:33-03","IAP","PACA-AGP","74819","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd. ex Kunze","I. Maguire","2580","1970","09",NA,"Brasil","PR","C. gaiola - FEA",NA,NA,NA,"Habitat: sob bosque","PACA074819",NA,"Sehnem","23",NA,NA,NA,NA,NA,"1974",NA,NA,"Filicopsida",NA,NA,NA,NA,NA,NA,NA
"34","2019-08-27 13:35:33-03","IAP","PACA-AGP","99193","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd. ex Kunze","Sehnem, A.","4357","1950","01",NA,"Brasil","RS","Aparados da Serra, Serra da Rocinha","1000","1000",NA,"Habitat: in humo in silva","PACA099193",NA,"A. Sehnem","19",NA,NA,NA,NA,NA,"1950",NA,NA,"Filicopsida",NA,NA,NA,NA,NA,NA,NA
"35","2019-08-27 13:35:33-03","IAP","PACA-AGP","74814","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd. ex Kunze","A.C. Brade","16633","1940","08",NA,"Brasil","RJ","Serra dos Orgaos",NA,NA,NA,NA,"PACA074814",NA,"Sehnem-Brade","23","Teresópolis","-42.9655990600586","-22.4122009277344","38539","auto","1967",NA,NA,"Filicopsida",NA,NA,NA,NA,NA,NA,NA
"36","2019-08-27 13:35:33-03","IAP","PACA-AGP","74812","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd. ex Kunze","Sehnem, A.",NA,"1950","01",NA,"Brasil","RS","Serra da Rocinha",NA,NA,NA,"Habitat: in humo","PACA074812",NA,"Sehnem","19","Bom Jesus","-50.4166984558105","-28.6678009033203","55856","auto",NA,NA,NA,"Filicopsida",NA,NA,NA,NA,NA,NA,NA
"37","2019-08-27 13:35:33-03","IAP","PACA-AGP","90823","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd. ex Kunze","Windisch, P. G.","8738","1997","04",NA,"Brasil","RS","Distrito Silveiras, Pico do Montenegro, coxilhas com campo e formações com araucária.","1300","1300",NA,"HASU 7442 Habitat: Sobre tronco caído, na mata nebular.","PACA090823",NA,NA,"27","São José dos Ausentes","-50.0657997131348","-28.7483005523682","42598","auto",NA,NA,NA,"Filicopsida",NA,NA,NA,NA,NA,NA,NA
"38","2019-08-27 13:35:33-03","IAP","PACA-AGP","90799","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd. ex Kunze","Windisch, P. G.","8741","1997","04",NA,"Brasil","RS","Distrito Silveiras, Pico Montenegro, coxilhas com campo e formações com araucária.","1300","1300",NA,"HASU 7453 Habitat: Epífita na mata nebular.","PACA090799",NA,"P. G. Windisch","27","São José dos Ausentes","-50.0657997131348","-28.7483005523682","42598","auto","1997","04",NA,"Filicopsida",NA,NA,NA,NA,NA,NA,NA
"39","2019-08-27 13:35:33-03","IAP","PACA-AGP","30330","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd. ex Kunze","Reitz, R.","673","1943","12",NA,"Brasil","SC","Serra da Pedra.","800","800",NA,"Habitat: rupestre","PACA030330",NA,"Brade","28","Araranguá","-49.4858016967773","-28.934700012207","19353","auto",NA,NA,NA,"Filicopsida",NA,NA,NA,NA,NA,NA,NA
"40","2019-08-27 13:35:33-03","IAP","PACA-AGP","74813","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd. ex Kunze","Sehnem, A.",NA,"1957","01",NA,"Brasil","SC","Campo dos Padres",NA,NA,NA,"Habitat: in humo in silva","PACA074813",NA,"Sehnem","16","Bom Retiro","-49.489200592041","-27.7971992492676","35974","auto",NA,NA,NA,"Filicopsida",NA,NA,NA,NA,NA,NA,NA
"41","2019-08-27 13:35:33-03","IAP","PACA-AGP","74756","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd. ex Kunze","N. Imaguire","535","1971","05",NA,"Brasil","PR","Lomba Pico Caratuva",NA,NA,NA,"Habitat: sobre tronco de arvores","PACA074756",NA,"Windisch","02","Campina Grande do Sul","-49.0553016662598","-25.3055992126465","55154","auto","1997","05","20","Filicopsida",NA,NA,NA,NA,NA,NA,NA
"42","2019-08-27 13:35:33-03","IAP","PACA-AGP","74817","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd. ex Kunze","Hatschbach, G.","8237",NA,NA,NA,"Brasil","PR","Serra do Capivari",NA,NA,NA,"Habitat: epifita, mata nebular Ecossistema: Mata Atlântica","PACA074817",NA,"Sehnem",NA,"Campina Grande do Sul","-49.0553016662598","-25.3055992126465","55154","auto","1964",NA,NA,"Filicopsida",NA,NA,NA,NA,NA,NA,NA
"43","2019-08-27 13:35:33-03","IAP","PACA-AGP","74818","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd. ex Kunze","Hatschbach, G.","24953","1970","10",NA,"Brasil","PR","Serra do Emboque",NA,NA,NA,"Habitat: epifita, matinha nebular Ecossistema: Mata Atlântica","PACA074818",NA,"Sehnem","14","Piraquara","-49.0633010864258","-25.4416999816895","12577","auto","1971","04","05","Filicopsida",NA,NA,NA,NA,NA,NA,NA
"44","2019-08-27 13:35:33-03","IAP","PACA-AGP","74810","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd. ex Kunze","Sehnem, A.",NA,"1942","01",NA,"Brasil","RS","Aparados",NA,NA,NA,"Habitat: in humo ad terram in silvatico","PACA074810",NA,"Leite-Brade-Sehnem","14","Bom Jesus","-50.4166984558105","-28.6678009033203","55856","auto",NA,NA,NA,"Filicopsida",NA,NA,NA,NA,NA,NA,NA
"45","2019-08-27 13:35:33-03","IAP","PACA-AGP","74815","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd. ex Kunze","Reitz, R.","15873","1963","07",NA,"Brasil","SC","Urupema - Matinha",NA,NA,NA,NA,"PACA074815",NA,"Sehnem","15","São Joaquim","-49.9317016601562","-28.2938995361328","48290","auto","1969","12","21","Filicopsida",NA,NA,NA,NA,NA,NA,NA
"46","2020-12-20 21:17:58-03","UFV","VIC","040148","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd.","Pereira, J.B.S.; Silva, J.S.","4","2007","04",NA,"Brasil","Paraná","Parque Estadual Pico do Paraná, Floresta Ombrofila densa altamontana.",NA,NA,NA,"Epífita de campo de altitude. Floresta Ombrófila densa alatamontana.","VIC040148","VIC040148",NA,"30","Campina Grande do Sul","-49.0553016662598","-25.3055992126465","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-20 21:17:58-03","UFV","VIC","040147","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd.","Pereira, J.B.S.; Meyer, F.","233","2008","03",NA,"Brasil","Paraná","Parque Estadual Pico do Paraná, Pico Caravatuva.",NA,NA,NA,"Epífita de campo de altitude. Floresta Ombrófila densa alatamontana.","VIC040147","VIC040147",NA,"18","Campina Grande do Sul","-49.0553016662598","-25.3055992126465","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-20 21:17:58-03","UFV","VIC","003341","PreservedSpecimen","Plantae",NA,NA,"Hymenophyllaceae","Hymenophyllum","magellanicum",NA,"Hymenophyllum magellanicum","Willd.","Brade, A.C.","16633","1940","08",NA,"Brasil","Rio de Janeiro","Serra dos Orgãos, 1600 m.",NA,NA,NA,NA,"VIC003341","VIC003341",NA,"23","Teresópolis","-42.9655990600586","-22.4122009277344","38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
