"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","relatedCatalogItem","occurrenceRemarks","barcode","continentOcean","preparationType","previousCatalogNumber","phylum","order","identifiedBy","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","dayIdentified","class","fieldNumber","individualCount","sex"
"16","2021-03-15 16:37:00-03","NY","NYBG","01539052","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"C. A. Cid Ferreira","4053","1983","07","04","Brazil","Amazonas","Borba","Acima de Terra Preta, campina do rio Surubím, afluente do rio Abacaxis","-58.55","-4.48",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1841600' target='other'> <mi>dwc_moreinfo</mi></a>","NY01539052","South America","sheet",NA,"Magnoliophyta","Malvales","J. A. Kallunki","NY01539052_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","402570","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"A. F. M. Glaziou","16704",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"Received July 1888 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=153087' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402570","South America","sheet",NA,"Magnoliophyta","Malvales",NA,"NY00402570_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","867365","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"D. C. Daly","7521","1992","03","19","Brazil","Acre","Cruzeiro do Sul","Reserva Extrativista do Alto Rio Juruá, Seringal São João, Colocação Tapaúna","-72.68","-9.2",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=153076' target='other'> <mi>dwc_moreinfo</mi></a>","NY00867365","South America","sheet",NA,"Magnoliophyta","Malvales","J. A. Kallunki","NY00867365_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","472387","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"D. C. Daly","8787","1995","11","25","Brazil","Acre","Tarauacá","Basin of Rio Juruá, Rio Tarauacá, left bank, Reserva Indígena Praia do Carapaná, Seringal Universo, Colocaçao Morada Nova.","-71.1992","-8.3453",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=153086' target='other'> <mi>dwc_moreinfo</mi></a>","NY00472387","South America","sheet",NA,"Magnoliophyta","Malvales","J. A. Kallunki","NY00472387_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","03296900","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"P. Acevedo-Rodríguez","14638","2008","08","18","Brazil","Amazonas",NA,"Tunuí (community on middle Rio Içana), Igarape Jacitarí.","-68.15733","1.39447",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3606209' target='other'> <mi>dwc_moreinfo</mi></a>","NY03296900","South America","sheet",NA,"Magnoliophyta","Malvales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00996763","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"R. de Lemos Fróes","11916","1940","09",NA,"Brazil","Maranhão","São Luís","Island of São Luiz, Anil.","-44.24243","-2.550163",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117135' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996763","South America","sheet",NA,"Magnoliophyta","Malvales","A. G. M. W. A. Robyns","NY00996763_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","230027","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"D. C. Daly","8623","1995","11","19","Brazil","Acre","Tarauacá","Basin of Rio Juruá, Rio Tarauacá, right bank, Seringal Sumaré.","-71.4639","-8.5139",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=602608' target='other'> <mi>dwc_moreinfo</mi></a>","NY00230027","South America","sheet",NA,"Magnoliophyta","Malvales","J. A. Kallunki","NY00230027_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1551622","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"F. C. Hoehne","s.n.","1936","08","06","Brazil","Mato Grosso do Sul","Campo Grande",NA,"-54.6464","-20.4431",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1226721' target='other'> <mi>dwc_moreinfo</mi></a>","NY01551622","South America","sheet",NA,"Magnoliophyta","Malvales",NA,"NY01551622_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-27 04:06:00-03","NY","NYBG","402481","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica",NA,NA,NA,"M. Colella","2097","1991","02","12","Venezuela","Amazonas","Casiquiare","Rio Casiquiare. Caño Pasiba.","-66.3","2.37",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=153083' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402481","South America","sheet",NA,"Magnoliophyta","Malvales","J. A. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01539111","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"H. T. Beck","222","1987","10","29","Brazil","Pará",NA,"Ilha de Marajó. Rio Anajás.","-50.1666669","-1.1666669",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1842135' target='other'> <mi>dwc_moreinfo</mi></a>","NY01539111","South America","sheet",NA,"Magnoliophyta","Malvales","J. A. Kallunki","NY01539111_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01539116","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"W. A. Archer","7545","1942","08","11","Brazil","Pará","Belém","Jardim Botanico do Museu Goeldi.","-48.4765479","-1.4534887",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1842143' target='other'> <mi>dwc_moreinfo</mi></a>","NY01539116","South America","sheet",NA,"Magnoliophyta","Malvales",NA,"NY01539116_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01539099","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"B. Maguire","47044","1960","07","17","Brazil","Amapá",NA,"Rio Oiapoque. Cachoeira Grande Roche.","-51.88","3.8",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1842077' target='other'> <mi>dwc_moreinfo</mi></a>","NY01539099","South America","sheet",NA,"Magnoliophyta","Malvales","A. G. M. W. A. Robyns","NY01539099_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00996771","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"G. J. Shepherd","3664","1976","11","27","Brazil","Goiás",NA,"Estrada São João da Aliança a Alto Paraíso.",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117301' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996771","South America","sheet",NA,"Magnoliophyta","Malvales","T. M. Macedo","NY00996771_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-09-27 16:13:00-03","NY","NYBG","402479","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica",NA,NA,NA,"J. Brandbyge","31791","1980","06","07","Ecuador","Pastaza",NA,"Ceilán. Path going from Ceilán to Río Cononaco on the S side of Río Curaray.","-75.67","-1.6",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=153088' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402479","South America","sheet",NA,"Magnoliophyta","Malvales",NA,NA,"200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01539250","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"W. A. Rodrigues","3845","1961","12","11","Brazil","Amazonas","Manaus","Igarapé da Cachoeira Alta do Tarumã.","-60.0962609","-2.8743255",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1841421' target='other'> <mi>dwc_moreinfo</mi></a>","NY01539250","South America","sheet",NA,"Magnoliophyta","Malvales","W. A. Rodrigues","NY01539250_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","2711139","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"Y. E. J. Mexia","6024","1931","07","31","Brazil","Pará","Acará","Thomé Assú; down Rio Acará 3 km. Overflow bank.","-48.1967010498047","-1.96082997322083",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3038682' target='other'> <mi>dwc_moreinfo</mi></a>","NY02711139","South America","sheet",NA,"Magnoliophyta","Malvales",NA,NA,"35",NA,"100976","auto",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01539106","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"Y. E. J. Mexia","5984","1931","07","27","Brazil","Pará","Acará","Thomé Assú. Up Rio Acará ½ km.","-48.1967010498047","-1.96082997322083",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1842122' target='other'> <mi>dwc_moreinfo</mi></a>","NY01539106","South America","sheet",NA,"Magnoliophyta","Malvales",NA,"NY01539106_01","45",NA,"100976","auto",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01539249","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"M. L. Alencar","347","1979","07","03","Brazil","Amazonas",NA,"Along Rio Cauburi between Rio Negro and first cachoeira","-65.92","-0.25",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1841392' target='other'> <mi>dwc_moreinfo</mi></a>","NY01539249","South America","sheet",NA,"Magnoliophyta","Malvales","J. A. Kallunki","NY01539249_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","867363","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"C. A. Cid Ferreira","10817","1992","03","14","Brazil","Acre","Marechal Thaumaturgo","Upper Rio Juruá, left bank, Tapauna, seringal Sao Joao","-72.23","-9.2",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=153078' target='other'> <mi>dwc_moreinfo</mi></a>","NY00867363","South America","sheet",NA,"Magnoliophyta","Malvales","J. A. Kallunki","NY00867363_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00191024","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"S. Tiwari","380","1991","10","14","Guyana",NA,NA,"Pomeroon. Kabakaburi",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1152851' target='other'> <mi>dwc_moreinfo</mi></a>","NY00191024","South America","sheet",NA,"Magnoliophyta","Malvales",NA,NA,"1","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00996765","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"D. C. Daly","D693","1980","10","20","Brazil","Maranhão","Codó","Approx. 40 km W of Caxias on BR 135 near km 512.","-43.78","-4.7",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1117147' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996765","South America","sheet",NA,"Magnoliophyta","Malvales","J. A. Kallunki","NY00996765_01 NY00996765_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01539105","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"G. T. Prance","1323","1965","09","17","Brazil","Pará",NA,"Rios Pacaja and Muirapiranga. West bank of Rio pacaja, opposite Ilha de Breu.","-50.733","-2.692",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1842109' target='other'> <mi>dwc_moreinfo</mi></a>","NY01539105","South America","sheet",NA,"Magnoliophyta","Malvales","A. G. M. W. A. Robyns","NY01539105_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01539098","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"W. A. Egler","46680","1961","08","26","Brazil","Amapá",NA,"Rio Jari. Cachoeira Miriti.","-53.1","0.68",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1842074' target='other'> <mi>dwc_moreinfo</mi></a>","NY01539098","South America","sheet",NA,"Magnoliophyta","Malvales","A. G. M. W. A. Robyns","NY01539098_01","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01539109","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"R. Spruce","170","1849","08",NA,"Brazil","Pará",NA,"Caripi, juxta, Para.",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1842132' target='other'> <mi>dwc_moreinfo</mi></a>","NY01539109","South America","sheet",NA,"Magnoliophyta","Malvales","A. G. M. W. A. Robyns","NY01539109_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1181771","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"P. Acevedo-Rodríguez","8192","1996","08","10","Brazil","Amazonas",NA,"Along Dermini River (a tributary of Aracá River). Boat stationed [at coordinates]. Collected up to 10 km N from boat.","-62.7667","-0.3014",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387420' target='other'> <mi>dwc_moreinfo</mi></a>","NY01181771","South America","sheet",NA,"Magnoliophyta","Malvales","W. S. Alverson","NY01181771_01","100","100",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","402475","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"F. Souza Santos","291","1984","03","07","Brazil","Bahia","Santa Cruz Cabrália","Area da Estaçao Ecológica do Pau-brasil (ESPAB), cerca de 16 km a W de Porto Seguro, Rod. BR 367 (Porto Seguro/Eunapólis).","-39.13","-16.38",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=153081' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402475","South America","sheet",NA,"Magnoliophyta","Malvales","J. A. Kallunki","NY00402475_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","472104","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"D. C. Daly","8787","1995","11","25","Brazil","Acre","Tarauacá","Basin of Rio Juruá, Rio Tarauacá, left bank, Reserva Indígena Praia do Carapaná, Seringal Universo, Colocaçao Morada Nova.","-71.1992","-8.3453",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=153085' target='other'> <mi>dwc_moreinfo</mi></a>","NY00472104","South America","separate fruit",NA,"Magnoliophyta","Malvales","J. A. Kallunki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","01539114","PreservedSpecimen","Plantae","Malvaceae","Pachira","aquatica","Pachira aquatica","Aubl.",NA,NA,"W. A. Archer","7545","1942","08","11","Brazil","Pará","Belém","Jardim Botanico do Museu Goeldi.","-48.4765479","-1.4534887",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1842140' target='other'> <mi>dwc_moreinfo</mi></a>","NY01539114","South America","sheet",NA,"Magnoliophyta","Malvales","A. G. M. W. A. Robyns","NY01539114_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
