"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","individualCount","typeStatus"
"19","2020-04-27 16:09:29-03","UFES","VIES","41429","S","Plantae",NA,NA,"Dilleniaceae","Doliocarpus","lancifolius","Doliocarpus lancifolius","Kubitzki","Broggio, I.S.","Oliveira, I.R.; Ribeiro, M.; Rocha, T.L.; Broggio, I.S.","52","2010","08","15",NA,"Brasil","Espírito Santo","Pinheiros","Reserva Biológica Córrego do Veado. Estrada a esquerda da sede da REBIO, que vai para o córrego da água limpa.","-40.2132987976074","-18.3703002929688",NA,NA,"VIES041429","VIES041429",NA,"28525","auto","2011","06","29",NA,NA,NA,NA,NA,NA
"20","2020-04-27 16:09:29-03","UFES","VIES","11982","S","Plantae",NA,NA,"Dilleniaceae","Doliocarpus","lancifolius","Doliocarpus lancifolius","Kubitzki","Rossini, J.","Ribeiro, M.; Broggio, I.S.; Rocha, T.L. & Oliveira, I.R.","232","2010","08","14",NA,"Brasil","Espírito Santo","Pinheiros","Reserva Biológica de Córrego do Veado.","-40.2132987976074","-18.3703002929688",NA,NA,"VIES011982","VIES011982",NA,"28525","auto","2011","02","03",NA,NA,NA,NA,NA,NA
"21","2019-12-06 19:29:28-03","UFES","VIES","25665","S","Plantae",NA,NA,"Dilleniaceae","Doliocarpus","lancifolius","Doliocarpus lancifolius","Kubitzki",NA,"Assis, A.M.; Freitas, J.","3406","2012","09","30",NA,"Brasil","Espírito Santo","Conceição da Barra","APA de Conceição da Barra - Quadrado.","-39.801944","-18.668611",NA,NA,"VIES025665","VIES025665",NA,NA,NA,NA,NA,NA,"39º48'7''W","18º40'7''S","16","16",NA,NA
"22","2019-09-27 18:04:27-03","UFES","VIES","41399","S","Plantae",NA,NA,"Dilleniaceae","Doliocarpus","lancifolius","Doliocarpus lancifolius","Kubitzki","Siqueira, G.S.","Ferreira, V.B.R.","107","2010","10","18",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale. C.N.Gávea (Graminóide denso). Nativo.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES041399","VIES041399",NA,"48094","auto","2011","11","21",NA,NA,NA,NA,NA,NA
"23","2020-04-27 16:09:29-03","UFES","VIES","12006","S","Plantae",NA,NA,"Dilleniaceae","Doliocarpus","lancifolius","Doliocarpus lancifolius","Kubitzki","Rossini, J.","Oliveira, I.R.; Ribeiro, M. & Broggio, I.S.","75","2010","09","18",NA,"Brasil","Espírito Santo","Pinheiros","Reserva Biológica de Córrego do Veado.","-40.2132987976074","-18.3703002929688",NA,NA,"VIES012006","VIES012006",NA,"28525","auto","2011","01","21",NA,NA,NA,NA,NA,NA
"24","2020-04-27 16:09:29-03","UFES","VIES","41427","S","Plantae",NA,NA,"Dilleniaceae","Doliocarpus","lancifolius","Doliocarpus lancifolius","Kubitzki","Menezes, L.F.T.","Coelho, R.; Ribeiro, I.O.; Giaretta, A.O.; Monteiro, M.M.; Lopes, L.C.M.","31","2009","07","05",NA,"Brasil","Espírito Santo","São Mateus","Bairro Liberdade. Vegetação de restinga pleistocênica. Entrada de terra adjacente à fábrica de tijolos, depois do hospital Roberto Silvares no sentido São Mateus - Guriri.","-39.8588981628418","-18.716100692749",NA,NA,"VIES041427","VIES041427",NA,"56510","auto","2010","01","27",NA,NA,NA,NA,NA,NA
"25","2019-06-27 10:24:44-03","UFES","VIES","27205","S","Plantae",NA,NA,"Dilleniaceae","Doliocarpus","lancifolius","Doliocarpus lancifolius","Kubitzki",NA,"Martins, R.F.A.; Pereira, O.J.; Menezes, L.F.T. & Oliveira, A.G.","27","2007","08","01",NA,"Brasil","Espírito Santo","São Mateus","Bairro Litorâneo.","-39.8588981628418","-18.716100692749",NA,NA,"VIES027205","VIES027205",NA,"56510","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-04-27 16:09:29-03","UFES","VIES","12007","S","Plantae",NA,NA,"Dilleniaceae","Doliocarpus","lancifolius","Doliocarpus lancifolius","Kubitzki","Rossini, J.","Giaretta, A.O.; Andrade, R.C.; Ribeiro, M.; Menezes, L.F.T. & Deleon","583","2009","08","28",NA,"Brasil","Espírito Santo","São Mateus","Bairro Quadrado.","-39.8588981628418","-18.716100692749",NA,NA,"VIES012007","VIES012007",NA,"56510","auto","2011","01","21",NA,NA,NA,NA,NA,NA
"27","2019-09-27 18:04:27-03","UFES","VIES","41430","S","Plantae",NA,NA,"Dilleniaceae","Doliocarpus","lancifolius","Doliocarpus lancifolius","Kubitzki","Giaretta, A.","Giaretta, A.O.","1071","2011","11","30",NA,"Brasil","Espírito Santo","São Mateus","Bairro Quadrado. Floresta de restinga sobre cordão arenoso. fundos do campus do CEUNES, próximo ao rio São Mateus.","-39.8588981628418","-18.716100692749",NA,NA,"VIES041430","VIES041430",NA,"56510","auto","2011","11","30",NA,NA,NA,NA,NA,NA
"28","2020-12-11 11:34:57-03","UFMG","BHCB","10676","PreservedSpecimen","Plantae","Dicotyledon",NA,"Dilleniaceae","Doliocarpus","lancifolius","Doliocarpus lancifolius","Kubitzki",NA,"Andrade, IR","220","1987","09",NA,"Southern America","Brasil","Espírito Santo","Linhares","Reserva Florestal da CVRD","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2011-09-18 11:51:00-03","MO","MOBOT","3061741","PreservedSpecimen","Plantae",NA,NA,"Dilleniaceae","Doliocarpus","lancifolius","Doliocarpus lancifolius","Kubitzki",NA,"Dimitri Sucre","Sucre 8666","1972","3","13","South America","Brazil","Espírito Santo",NA,"Reserva Florestal de Linhares, Canto Grande, zona 2, Talhao 203, Município de Linhares, Docemade, 37 msm.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"30","2021-02-25 10:11:48-03","CVRD","CVRD","15911","PreservedSpecimen","Plantae","Magnoliophyta","Dilleniales","Dilleniaceae","Doliocarpus","lancifolius","Doliocarpus lancifolius","Kubitzki","Geovane S. Siqueira","Siqueira, G.S.","1276","2018","07","09","América do Sul","BRASIL","ES","Linhares",NA,"-40.070589","-19.149401",NA,"<ll>dwc_commonname:</ll> Cipó de macaco","CVRD015911","CVRD015911","Magnoliopsida",NA,NA,"2018","07","09","-40,070589","-19,149401",NA,NA,NA,NA
"31","2021-02-25 10:11:48-03","CVRD","CVRD","15876","PreservedSpecimen","Plantae","Magnoliophyta","Dilleniales","Dilleniaceae","Doliocarpus","lancifolius","Doliocarpus lancifolius","Kubitzki","Geovane S. Siqueira","Siqueira, G.S.","1259","2018","02","09","América do Sul","BRASIL","ES","Linhares",NA,"-40.070589","-19.149401",NA,"liana com flores verde claro e sepalas amarelas e numerosos estames brancos. <ll>dwc_commonname:</ll> Cipó de macaco","CVRD015876",NA,"Magnoliopsida",NA,NA,"2018","02","09","-40,070589","-19,149401",NA,NA,NA,NA
"32","2021-02-25 10:11:48-03","CVRD","CVRD","16495","PreservedSpecimen","Plantae","Magnoliophyta","Dilleniales","Dilleniaceae","Doliocarpus","lancifolius","Doliocarpus lancifolius","Kubitzki","Naves, R. P.","Meirelles, J.","571","2011","04","18","América do Sul","BRASIL","ES","Linhares",NA,"-39.965278","-19.209444",NA,"Arbusto, étalas e estames brancos. <ll>dwc_commonname:</ll> Cipó de macaco","CVRD016495",NA,"Magnoliopsida",NA,NA,"2011","04","19","39°57'55'' W","19°12'34'' S",NA,NA,NA,NA
"33","2021-02-25 10:11:48-03","CVRD","CVRD","14957","PreservedSpecimen","Plantae","Magnoliophyta","Dilleniales","Dilleniaceae","Doliocarpus","lancifolius","Doliocarpus lancifolius","Kubitzki","Claudio Nicoletti Fraga","Folli, D.A.","7225","2014","06","23","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Cipó de macaco","CVRD014957",NA,"Magnoliopsida","48094","auto","2016","12","14",NA,NA,"48","48",NA,NA
"34","2021-02-25 10:11:48-03","CVRD","CVRD","6427","PreservedSpecimen","Plantae","Magnoliophyta","Dilleniales","Dilleniaceae","Doliocarpus","lancifolius","Doliocarpus lancifolius","Kubitzki","Claudio Nicoletti Fraga","Folli, D.A.","3564","2000","02","03","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Cipó de macaco","CVRD006427","CVRD006427","Magnoliopsida","48094","auto","2016","12","14",NA,NA,NA,NA,NA,NA
"35","2021-02-25 10:11:48-03","CVRD","CVRD","13083","PreservedSpecimen","Plantae","Magnoliophyta","Dilleniales","Dilleniaceae","Doliocarpus","lancifolius","Doliocarpus lancifolius","Kubitzki","Claudio Nicoletti Fraga","Siqueira, G.S.","565","2010","08","25","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"Na Parcela 100 x 100 no tabuleiro <ll>dwc_commonname:</ll> Cipó de macaco","CVRD013083",NA,"Magnoliopsida","48094","auto","2016","12","14",NA,NA,NA,NA,NA,NA
"36","2021-02-25 10:11:48-03","CVRD","CVRD","6656","PreservedSpecimen","Plantae","Magnoliophyta","Dilleniales","Dilleniaceae","Doliocarpus","lancifolius","Doliocarpus lancifolius","Kubitzki","Claudio Nicoletti Fraga","Folli, D.A.","3721","2000","10","20","América do Sul","BRASIL","ES","Linhares","Trilha do tatu canastra","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Cipó de macaco","CVRD006656","CVRD006656","Magnoliopsida","48094","auto","2016","12","14",NA,NA,NA,NA,NA,NA
"37","2019-10-07 09:19:27-03","UEFS","HUEFS","194126","PreservedSpecimen","Plantae","Angiospermae","Dilleniales","Dilleniaceae","Doliocarpus","lancifolius","Doliocarpus lancifolius","Kubitzki",NA,"Lopes, J.C.","195","2011","04","17",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da Vale. Estrada Roxinho.","-40","-19",NA,"Nativo.","HUEFS0194126","HUEFS0194126","Dillenianae",NA,NA,NA,NA,NA,"40W","19S","4","4",NA,NA
"38","2016-06-29 15:43:37-03","F","FMNH-SEEDPLANTS","V0330097F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Dilleniaceae","Doliocarpus","lancifolius","Doliocarpus lancifolius",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0330097F","V0330097F_01","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-05-22 17:52:55-03","UFMT","UFMT","11134","S","Plantae",NA,NA,"Dilleniaceae","Doliocarpus","lancifolius","Doliocarpus lancifolius","Kubitski",NA,"Sucre, D.","5451","1969","08","02",NA,"Brasil","Espírito Santo",NA,"Mata do lado Norte da Reserva de Sooretama.",NA,NA,NA,"Cipó umbrófilo; fruto maduro de cor vermelha, arilo branco.","UFMT00011134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype"
"40","2021-02-08 12:40:52-03","UFRGS","ICN","065062","S","Plantae","Dicotyledon",NA,"Dilleniaceae","Doliocarpus","lancifolius","Doliocarpus lancifolius","Kubitzki","de Fraga, CN","Sobral, M","4000","1985","07",NA,"América do Sul","Brasil","ES","Linhares","Reserva Florestal Cia. Vale do Rio doce","-40.0722007751465","-19.3910999298096",NA,"Dupl. CVRD, INPA, UFES.; arbusto 1-2 m alt.; frutos imaturos; em campo nativo de solo arenoso.",NA,NA,NA,"48094","auto","2006","10","27",NA,NA,NA,NA,NA,NA
