"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","year","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","fieldNumber","verbatimLongitude","verbatimLatitude","class","individualCount"
"12","2019-11-01 15:28:35-03","PUC-RIO","FCAB","1427","PreservedSpecimen","Plantae",NA,"Angiospermae","Poaceae","Olyra","polypodioides","Olyra polypodioides","Trin.",NA,"P. Capell S.J.","s.n.",NA,"Brasil","Corcovado",NA,"Epiteto não encontrado na Lista de Espécie da Flora do Brasil. (Pio Correa Vol. I pg. 247).","001427",NA,"1950","11",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2015-09-03 19:57:13-03","MNHN","RECOLNAT_MNHN_P","P00405270","PreservedSpecimen",NA,NA,NA,"Poaceae","Raddia","distichophylla","Raddia distichophylla","(Steud. ex Nees) Chase",NA,"Soderstrom, T.R.|Russell, G.F.|Hage, J.",NA,NA,"Brésil","Municipio Porto Seguro: Fazenda Nini, old cacao plantation near Parque Nacionan Monte Pascoal, located 14 km east of BR 101 at a point 13 km north of Itamarajú","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00405270' target='other'> <mi>dwc_moreinfo</mi></a>","P00405270","P00405270_01","1976","5","12",NA,NA,NA,NA,NA,NA,"Oliveira & Dorea",NA,NA,NA,NA,"2205",NA,NA,NA,NA
"14","2014-06-26 14:58:28-03","MNHN","RECOLNAT_MNHN_P","P00405271","PreservedSpecimen",NA,NA,NA,"Poaceae","Raddia","distichophylla","Raddia distichophylla","(Steud. ex Nees) Chase",NA,"Calderón, C.E.|Pinheiro, R.S.",NA,NA,"Brésil","Mun. de Itajú do Colonia: Road Santa Cruz da Vitória-Itajú do Colonia: 18 km N.W. of Itajú do Colonia","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00405271' target='other'> <mi>dwc_moreinfo</mi></a>","P00405271","P00405271_01","1972","5","11",NA,NA,"-39.8","-15.01667","170",NA,"Oliveira & Dorea",NA,NA,NA,NA,"2262",NA,NA,NA,NA
"15","2016-01-14 15:11:21-02","MNHN","RECOLNAT_MNHN_P","P00405272","PreservedSpecimen",NA,NA,NA,"Poaceae","Raddia","distichophylla","Raddia distichophylla","(Steud. ex Nees) Chase",NA,"Plowman, T.|Mattos Silva, L.A.|dos Santos, T.S.",NA,NA,"Brésil","state of Bahia, Municipio de Itacaré: Rodovia BA 654 entre Ubaituba e Tabaquinhas, km 16 ao leste de Ubaituba","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00405272' target='other'> <mi>dwc_moreinfo</mi></a>","P00405272","P00405272_01","1980","4","12",NA,NA,"-39.2","-14.33333","100",NA,"Oliveira & Dorea",NA,NA,NA,NA,"10057",NA,NA,NA,NA
"16","2015-09-04 00:55:24-03","MNHN","RECOLNAT_MNHN_P","P02628578","PreservedSpecimen",NA,NA,NA,"Poaceae","Raddia","distichophylla","Raddia distichophylla","(Steud. ex Nees) Chase",NA,"Calderón, C.E.|Pinheiro, R.S.",NA,NA,"Brasil","Água Fria, Faz As Almas, 19km SE of Ubaitaba.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02628578' target='other'> <mi>dwc_moreinfo</mi></a>","P02628578","P02628578_01","1972","3","17","Bahia","Itacaré","-39.26667","-14.35","100",NA,"Oliveira & Dorea",NA,NA,NA,NA,"2176",NA,NA,NA,NA
"17","2015-09-04 00:55:47-03","MNHN","RECOLNAT_MNHN_P","P02628587","PreservedSpecimen",NA,NA,NA,"Poaceae","Raddia","distichophylla","Raddia distichophylla","(Steud. ex Nees) Chase",NA,"Calderón, C.E.|Pinheiro, R.S.",NA,NA,"Brasil","Ferradas: Faz. Alberta Grande, 14 km SW of Itabuna.","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02628587' target='other'> <mi>dwc_moreinfo</mi></a>","P02628587","P02628587_01","1972","3","13","Bahia","Itabuna","-39.33333","-14.85","80",NA,"Oliveira & Dorea",NA,NA,NA,NA,"2165",NA,NA,NA,NA
"18","2009-10-26 23:36:00-02","MO","MOBOT","234815","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Olyra","polypodioides","Olyra polypodioides","Trin.",NA,"Ludwig Riedel","Riedel s.n.","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2012-10-17 05:07:00-03","MO","MOBOT","1011584","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Raddia","distichophylla","Raddia distichophylla","(Schrad. ex Nees) Chase",NA,"José L. Hage","Hage 470","South America","Brazil","Mpio. de Ihéus. Area do CEPEC (Centro de Pesquisas do Cacau), km 22 da Rodovia Ihéus/ltabuna (BR 415). Regia|^o de Mata Hugréfila Sul Baiana. 50 m alt. Quadra I'.",NA,NA,NA,NA,"1981","2","24","Bahia",NA,NA,NA,"50.00000000",NA,"Renoize",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2010-02-20 21:07:00-02","MO","MOBOT","1117125","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Raddia","distichophylla","Raddia distichophylla","(Schrad. ex Nees) Chase",NA,"Jomar G. Jardim|M. Hummel","Jardim 368","South America","Brazil","Mpio. de Ilhéus. Fazenda situada W da sede do CEPEC. Plantacao de cacau. CABRUCA.",NA,NA,NA,NA,"1994","3","18","Bahia",NA,NA,NA,NA,NA,"G. Davidse",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2013-01-10 09:34:00-02","MO","MOBOT","1814122","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Raddia","distichophylla","Raddia distichophylla","(Schrad. ex Nees) Chase",NA,"Timothy C. Plowman","Plowman 10057","South America","Brazil","Mpio. de Itacaré. Rodovia BA 654 entre Ubaituba e Tabaquinhas, km 16 ao leste de Ubaituba. Growing in clumps along stream in logged primary forest",NA,NA,NA,NA,"1980","4","12","Bahia",NA,"-39.2","-14.33333","100.00000000",NA,"Judziewicz",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2011-02-12 13:01:00-02","MO","MOBOT","2977365","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Raddia","distichophylla","Raddia distichophylla","(Schrad. ex Nees) Chase",NA,"Cleofé E. Calderón|R.S. Pinheiro","Calderón 2176","South America","Brazil","Mun. Itacaré: Agua Fria: Faz. As Almas, 19 KM SE of Ubaitaba.",NA,NA,NA,NA,"1972","3","17","Bahia",NA,"-39.26666","-14.35","100.00000000",NA,"Judziewicz",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2012-10-17 05:07:00-03","MO","MOBOT","2977626","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Raddia","distichophylla","Raddia distichophylla","(Schrad. ex Nees) Chase",NA,"Thomas R. Soderstrom|George F. Russell|José L. Hage","Soderstrom 2205","South America","Brazil","Municipio Porto Seguro: Fazenda Nini, old cacao plantation with sandy soil near Parque Nacional Monte Pascoal, located 14 km east of BR 101 at a point 13 km nort of Itamarajú. Common in shade of Marantaceae and other herbaceous plants that grow under old cacao trees. At 3:30-4:00 p.m., when plants collected, they were already exhibiting sleep movements, the blades closing upward.",NA,NA,NA,NA,"1976","5","12","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2011-02-12 13:01:00-02","MO","MOBOT","2977828","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Raddia","distichophylla","Raddia distichophylla","(Schrad. ex Nees) Chase",NA,"Cleofé E. Calderón|R.S. Pinheiro","Calderón 2262","South America","Brazil","Mun. de Itajú do Colônia: Road Santa Cruz da Vitória Itajú do Colônia: 18 km N.W. of Itajú do Colôia.",NA,NA,NA,NA,"1972","5","11","Bahia",NA,"-39.8","-15.01666","170.00000000",NA,"Judziewicz",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2011-02-12 13:01:00-02","MO","MOBOT","2977918","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Raddia","distichophylla","Raddia distichophylla","(Schrad. ex Nees) Chase",NA,"Cleofé E. Calderón|R.S. Pinheiro","Calderón 2165","South America","Brazil","Mun. Itabuna: Ferradas: Faz. Aberta Grande, 14 Km SW of Itabuna.",NA,NA,NA,NA,"1972","3","13","Bahia",NA,"-39.33333","-14.85","80.00000000",NA,"Judziewicz",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2018-06-26 05:23:00-03","MO","MOBOT","3299603","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Raddia","distichophylla","Raddia distichophylla","(Schrad. ex Nees) Chase",NA,"J. Lima da Paixão|Sérgio C. de Sant'Ana|L. Carlos","Paixão 386","South America","Brazil","Pau-Brasil: Ramal sentido Vadiação, ca. 4 km a direita, Faz Camacã a ca. 12 km. Mata seca.",NA,NA,NA,NA,"2005","3","24","Bahia",NA,"-39.6975","-15.58083",NA,NA,"G. Davidse",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-04 11:06:10-03","UFRB","HURB","12955","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Raddia","distichophylla","Raddia distichophylla","(Schrad. ex Nees) Chase",NA,"Silva, T.T.; Ribeiro, P.L. & Costa, G.","30",NA,"Brasil","Fazenda Sete Voltas;",NA,NA,"HURB000012955",NA,"2016","05","04","Bahia","Laje","-39.091972","-12.657306",NA,NA,NA,NA,NA,NA,NA,NA,"39º05'31,1W","12º39'26,3S",NA,NA
"28","2020-09-12 05:00:02-03","US","US","2877931","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Olyra","polypodioides","Olyra polypodioides","Trin.","Type collection","L. Riedel","---","South America - Neotropics","Brazil","North of Esplanda city on road to Jaquera.",NA,NA,"US00132847","US00132847_01",NA,NA,NA,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1"
"29","2020-09-12 05:00:02-03","US","US","2810654","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Raddia","distichophylla","Raddia distichophylla","Nees",NA,"T. R. Soderstrom, G. F. Russell & J. Hage","2205","South America - Neotropics","Brazil","Faz. nini, br101",NA,NA,"US00143934","US00143934_01","1976","5","12","Bahia","Pôrto Seguro","-39.0647010803223","-16.4496994018555",NA,NA,"Judziewicz, E. J.",NA,NA,"68835","auto",NA,NA,NA,"Monocotyledonae","1"
"30","2020-09-12 05:00:02-03","US","US","2722774","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Raddia","distichophylla","Raddia distichophylla","Nees",NA,"C. E. Calderón & R. S. Pinheiro","2262","South America - Neotropics","Brazil","Santa cruz da vitoria-itaju do colonia lat 15 01's: long 39 48'w",NA,NA,"US00143910","US00143910_01","1972","5","11","Bahia",NA,NA,NA,"170","170","Judziewicz, E. J.",NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1"
"31","2020-09-12 05:00:02-03","US","US","2722653","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Raddia","distichophylla","Raddia distichophylla","Nees",NA,"C. E. Calderón & R. S. Pinheiro","2165","South America - Neotropics","Brazil","Ferrodas, faz. aberta grande lat 14 51's: long 39 20'w",NA,NA,"US00143936","US00143936_01","1972","3","13","Bahia","Itabuna","-39.2803001403809","-14.7855997085571","80","80","Judziewicz, E. J.",NA,NA,"30592","auto",NA,NA,NA,"Monocotyledonae","1"
"32","2020-09-12 05:00:02-03","US","US","2722640","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Raddia","distichophylla","Raddia distichophylla","Nees",NA,"C. E. Calderón & R. S. Pinheiro","2176","South America - Neotropics","Brazil","Agua fria: faz. as almas lat 14 21's: long 39 16'w",NA,NA,"US00143911","US00143911_01","1972","3","17","Bahia","Itacaré","-38.9967002868652","-14.2775001525879","100","100",NA,NA,NA,"41230","auto",NA,NA,NA,"Monocotyledonae","1"
"33","2020-09-12 05:00:02-03","US","US","2810655","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Raddia","distichophylla","Raddia distichophylla","Nees",NA,"T. R. Soderstrom, G. F. Russell & J. Hage","2205","South America - Neotropics","Brazil","Faz. nini, br101",NA,NA,"US00143935","US00143935_01","1976","5","12","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae","1"
"34","2019-10-07 09:22:25-03","UEFS","HUEFS","142363","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Raddia","distichophylla","Raddia distichophylla","(Schrad. ex Nees) Chase",NA,"Ferreira, F.M.","1927",NA,"Brasil","CEPLAC, cabruca fora do terreno da CEPLAC, lado direito, seguindo o ramal que circunda a CEPLAC.",NA,"Floresta Ombrófila Densa.","HUEFS0142363","HUEFS0142363","2008","03","18","Bahia","Ilhéus","-39.0625","-14.8125",NA,NA,"R.P.Oliveira","2010","03",NA,NA,NA,"39W3'45''","14S48'45''","Lilianae",NA
"35","2019-10-07 09:22:25-03","UEFS","HUEFS","142527","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Raddia","distichophylla","Raddia distichophylla","(Schrad. ex Nees) Chase",NA,"Dórea, M.C.","123",NA,"Brasil","Cabruca nos fundos da estação da CEPLAC na BR 415, rodovia Itabuna/Ilhéus.",NA,"Mata atlântica.","HUEFS0142527","HUEFS0142527","2008","07","18","Bahia",NA,"-39.218333","-14.795833",NA,NA,NA,NA,NA,NA,NA,NA,"39W13'6''","14S47'45''","Lilianae",NA
"36","2019-10-07 09:22:25-03","UEFS","HUEFS","241881","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Raddia","distichophylla","Raddia distichophylla","(Schrad. ex Nees) Chase",NA,"Silva, C.","1062",NA,"Brasil","CEPLAC, Quadra D, Fl. Omb. Densa, interior da mata, trilha atrás do viveiro do bicho-preguiça. 52 m.",NA,NA,"HUEFS0241881",NA,"2013","12","16","Bahia","Ilhéus","-39.220556","-14.773333",NA,NA,NA,NA,NA,NA,NA,NA,"39W13'14''","14S46'24''","Lilianae",NA
"37","2019-10-07 09:22:25-03","UEFS","HUEFS","46228","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Raddia","distichophylla","Raddia distichophylla","(Schrad. ex Nees) Chase",NA,"Oliveira, R.P.","601",NA,"Brasil","Área do CEPEC.",NA,"Mata Atlântica. Interior da mata.","HUEFS0046228","HUEFS0046228","2000","06","19","Bahia","Ilhéus","-39.25","-14.25",NA,NA,NA,NA,NA,NA,NA,NA,"39W15'0''","14S15'0''","Lilianae",NA
"38","2019-10-07 09:22:25-03","UEFS","HUEFS","41770","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Raddia","distichophylla","Raddia distichophylla","(Schrad. ex Nees) Chase",NA,"Riedel, L.",NA,NA,"Brasil",NA,NA,NA,"HUEFS0041770",NA,"1831",NA,NA,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lilianae",NA
"39","2019-10-07 09:22:25-03","UEFS","HUEFS","91644","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Raddia","distichophylla","Raddia distichophylla","(Schrad. ex Nees) Chase",NA,"Sem coletor",NA,NA,"Brasil",NA,NA,NA,"HUEFS0091644",NA,NA,NA,NA,"Bahia",NA,NA,NA,NA,NA,"R.P.Oliveira","2005","04",NA,NA,NA,NA,NA,"Lilianae",NA
"40","2019-10-07 09:22:25-03","UEFS","HUEFS","92527","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Raddia","distichophylla","Raddia distichophylla","(Schrad. ex Nees) Chase","Isótipo","Riedel","164",NA,"Brasil",NA,NA,NA,"HUEFS0092527",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lilianae",NA
"41","2019-10-07 09:22:25-03","UEFS","HUEFS","92528","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Raddia","distichophylla","Raddia distichophylla","(Schrad. ex Nees) Chase",NA,"Blanchet","1966A",NA,"Brasil",NA,NA,NA,"HUEFS0092528",NA,NA,NA,NA,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lilianae",NA
"42","2019-10-07 09:22:25-03","UEFS","HUEFS","92529","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Raddia","distichophylla","Raddia distichophylla","(Schrad. ex Nees) Chase",NA,"Blanchet","1966A",NA,"Brasil",NA,NA,NA,"HUEFS0092529",NA,NA,NA,NA,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lilianae",NA
"43","2019-10-07 09:22:25-03","UEFS","HUEFS","109038","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Raddia","distichophylla","Raddia distichophylla","(Schrad. ex Nees) Chase",NA,"Paixão, J.L.","386",NA,"Brasil","Ramal sentido Vadiação, ca. 4 km a direita, Faz. Camacã a ca. 12 km.",NA,"Mata seca.","HUEFS0109038","HUEFS0109038","2005","03","24","Bahia","Pau-Brasil","-39.6975","-15.580833",NA,NA,"R.P.Oliveira","2006","09",NA,NA,NA,"39W41'51''","15S34'51''","Lilianae",NA
"44","2019-10-07 09:22:25-03","UEFS","HUEFS","221434","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Raddia","distichophylla","Raddia distichophylla","(Schrad. ex Nees) Chase",NA,"Oliveira, R.P.","2247",NA,"Brazil","Área de CEPLAC, Fazenda lateral ao CEPEC.",NA,"Mata secundária bastante seca após longa estiagem.","HUEFS0221434","HUEFS0221434","2016","01","20","Bahia","Ilhéus","-39.243333",NA,"78","78",NA,NA,NA,NA,NA,NA,"39w14'36''","14s45'178''","Lilianae",NA
"45","2021-03-04 11:16:15-03","UEFS","HUEFS","166040","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Raddia","distichophylla","Raddia distichophylla","(Schrad. Ex Nees) Chase",NA,"Côrtes, A.L.","242",NA,"Brasil","Rod. 263 BA, Entre Itabuna e Ibicaraí, faz. São José 2 proximo ao arraial 41",NA,"Floresta Atlântica.","HUEFS0166040","HUEFS0166040","2010","04","02","Bahia","Ilhéus","-39.516667",NA,"198","198","R.P.Oliveira","2011","04",NA,NA,NA,"39W31'","14S51'248''","Lilianae",NA
"46","2019-10-07 09:22:25-03","UEFS","HUEFS","3721","PreservedSpecimen","Plantae","Angiospermae","Poales","Poaceae","Raddia","distichophylla","Raddia distichophylla","(Schrad. ex Nees) Chase",NA,"Santos, T.S.dos","3192",NA,"Brasil",NA,NA,NA,"HUEFS0003721","HUEFS0003721","1978","02","16","Bahia","Itacaré","-38.9967002868652","-14.2775001525879",NA,NA,NA,NA,NA,"41230","auto",NA,NA,NA,"Lilianae",NA
"47","2017-09-11 17:12:47-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Poaceae","Olyra","polypodioides","Olyra polypodioides","Trin.",NA,"Blanchet, JS","1966",NA,"?","et alibi",NA,"Floret mensibus Novembri et Decembri",NA,"P02P2N0045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2017-09-11 17:12:47-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Poaceae","Olyra","polypodioides","Olyra polypodioides","Trin.",NA,"Wied-Neuwied, MAP Prince","s.n.",NA,"?","et alibi",NA,NA,NA,"P02P2N0045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2017-09-11 17:12:47-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Poaceae","Olyra","polypodioides","Olyra polypodioides","Trin.",NA,"Wied-Neuwied, MAP Prince","s.n.",NA,"?","Humi enascens Habitat in silvis primaevis provinciae Bahiensis ad viam Felisberti et alibi",NA,NA,NA,"P02P2N0045",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2017-09-11 17:12:47-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Poaceae","Olyra","polypodioides","Olyra polypodioides","Trin.",NA,"?","s.n.","Southern America","Brazil","Humi enascens Habitat in silvis primaevis provinciae Bahiensis ad viam Felisberti",NA,NA,NA,"P02P2N0045",NA,NA,NA,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
