"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","individualCount","previousCatalogNumber"
"11","2019-11-21 14:40:53-03","UFJF","CESJ","57923","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","J.A.N.Batista","V.A.O. Dittrich; A.A. Vale","1712","2010","12","05","América do Sul","Brasil","Minas Gerais","Tiradentes","Serra de São José, Coordenadas geográficas e Altitude aproximadas","-44.193333","-21.0975","1060","1060",NA,"Terrícola em campo. Flor predominantemente branca; labelo branco com máculas verdes.","CESJ057923",NA,NA,NA,"2011","05",NA,NA,NA,"-44.193333","-21.0975",NA,NA,NA,NA
"12","2019-08-20 10:00:54-03","UNICAMP","UEC","118019","S","Plantae","Liliopsida",NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","Batista, JAN","Batista, JAN","824","1999","01","01",NA,"Brazil","Goiás","Cavalcante","Cerca de 28 Km de Cavalcante, no alto da Chapada, em direção a região conhecida como São Domingos. Campo limpo associado a vereda. Solo escuro, úmido. Área anteriormente queimada.","-47.4583015441895","-13.7974996566772",NA,NA,NA,"Erva terrestre. Frequente por toda a vereda. Em final de floração, só um ou outro exemplar com flores ainda boas. Sépalos verdes. Labelo branco com linhas destacadas em verde.","UEC034303","UEC034303",NA,NA,"1999","01",NA,"92497","auto",NA,NA,NA,NA,NA,NA
"13","2019-08-20 10:00:54-03","UNICAMP","UEC","49745","S","Plantae","Liliopsida",NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","Batista, JAN","Semir, J; Martins, AB; Miotto, STS; Sales, MF; Medeiros, L; Fonseca, CRSD","20624","1987","12","09",NA,"Brazil","Goiás","Pirenópolis","Serra dos Pirineus, Campo rupestre.","-48.9592018127441","-15.852499961853",NA,NA,NA,"Terrestre, ocorrendo em locais brejosos. Com até 25 cm de altura. Flores verdes, com labelo branco, rajado de verde.","UEC034301","UEC034301",NA,NA,"2000","07","02","40887","auto",NA,NA,NA,NA,NA,NA
"14","2019-08-20 10:00:54-03","UNICAMP","UEC","47910","S","Plantae","Liliopsida",NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","Batista, JAN","Bernacci, LC; Cardoso; Nogueira-Borges, HB; Morellato, LPC; Carvalho, MC; Meira Neto, JAA","19970","1987","12","08",NA,"Brazil","Goiás","Pirenópolis","Serra dos Pirineus, Campo rupestre/ cerrado.","-48.9592018127441","-15.852499961853","1350","1350",NA,"Erva, aprox. 30 cm, terreno alagado, rizoma subterrâneo, tépalas esverdeadas com guias de néctar.","UEC034302","UEC034302",NA,NA,"2000","07","02","40887","auto",NA,NA,NA,NA,NA,NA
"15","2019-08-20 10:00:54-03","UNICAMP","UEC","135420","S","Plantae","Liliopsida",NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","Singer, RB","Simões, AO; Belinello, R; Koehler, S; Singer, RB","952","1999","11","05",NA,"Brazil","Minas Gerais","Minduri","Caminho para Mata Triste, Brejo próximo à linha de trem. Área seca, na borda de brejo.","-44.6039009094238","-21.6819000244141",NA,NA,NA,"Terrestre, até 15 cm, flores tubulosas, esverdeadas, labelo esbranquiçado com estrias verdes.","UEC034304","UEC034304",NA,NA,"2005","05","14","15713","auto",NA,NA,NA,NA,NA,NA
"16","2019-08-20 10:00:54-03","UNICAMP","UEC","34386","S","Plantae","Liliopsida",NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","Batista, JAN","Leitão Filho, HF; Semir, J; Tozzi, AMGA; Yamamoto, K; et al.","15266","1983","12","06",NA,"Brazil","Minas Gerais","Tiradentes","Campo Rupestre, Próximo à cidade.","-44.1781005859375","-21.1103000640869",NA,NA,NA,"Erva 20 cm, flores esbranquiçadas. Terrestre.","UEC034299","UEC034299",NA,NA,"2000","07","02","10355","auto",NA,NA,NA,NA,NA,NA
"17","2019-11-06 09:56:52-03","UFOP","OUPR","9667","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","Barros, F.; Vinhos, F.; Rodrigues, VT (LEFB)","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"Perto de Lavras Novas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-11-06 09:56:52-03","UFOP","OUPR","13861","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","Morrone, O.; Zuloaga, F.O.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Entre o Manso e Lavras Novas","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,NA,"2008",NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:38:35-03","MBM","MBM","160980","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","Buzatto, C.R.","Hatschbach, G.","37112","1975","09","19","Southern America","Brazil","Paraná","Sengés","Serra do Mocambo","-49.4636001586914","-24.1128005981445",NA,NA,NA,"Campo limpo, seco. Pétalas alvas, labelo creme","MBM160980","MBM160980",NA,NA,"2010","11","02","55682","auto",NA,NA,NA,NA,NA,NA
"20","2015-09-17 17:20:36-03","MNHN","RECOLNAT_MNHN_P","P00345572","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","Batista","Balansa, B.",NA,"1874","11",NA,NA,"Paraguay",NA,NA,"Caaguazu, dans les marais",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00345572' target='other'> <mi>dwc_moreinfo</mi></a>","P00345572","P00345572_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"645",NA,NA,NA
"21","2015-09-15 13:11:12-03","MNHN","RECOLNAT_MNHN_P","P00345573","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","Batista","Leprieur, F.M.R.",NA,"1840",NA,NA,NA,"Guyane",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00345573' target='other'> <mi>dwc_moreinfo</mi></a>","P00345573","P00345573_01 P00345573_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-10-01 14:26:07-03","JBB","HEPH","20325","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","Meneguzzo, TEC","Salles, AEH","2965B","2004","01","15","Southern America","Brasil","Distrito Federal","Brasília","BR 080 de Brazlândia para Taguatinga","-48.086667","-15.733611",NA,NA,NA,"Rara no local. Ornamental",NA,NA,NA,NA,"2009","12","20",NA,NA,"-48.086667","-15.733611",NA,NA,NA,NA
"23","2020-10-01 14:26:07-03","JBB","HEPH","22316","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","Meneguzzo, TEC","Salles, AEH","3971","2006","01","27","Southern America","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, Cristo Redentor","-47.85","-15.866667",NA,NA,NA,"Abaixo da estrada próximo da nascente",NA,NA,NA,NA,"2009","12","20",NA,NA,"-47.85","-15.866667",NA,NA,NA,NA
"24","2020-10-01 14:26:07-03","JBB","HEPH","21363","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","Meneguzzo, TEC","Salles, AEH","3563B","2004","12","21","Southern America","Brasil","Distrito Federal","Brazlândia","DF 001 de Taguatinga para Brazlândia","-48.086667","-15.735833",NA,NA,NA,NA,NA,NA,NA,NA,"2009","12","20",NA,NA,"-48.086667","-15.735833",NA,NA,NA,NA
"25","2020-10-01 14:26:07-03","JBB","HEPH","21360","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","Meneguzzo, TEC","Salles, AEH","3560B","2004","12","21","Southern America","Brasil","Distrito Federal","Brazlândia","DF 001 de Taguatinga para Brazlândia","-48.086667","-15.735833",NA,NA,NA,NA,NA,NA,NA,NA,"2009","12","20",NA,NA,"-48.086667","-15.735833",NA,NA,NA,NA
"26","2020-10-01 14:26:07-03","JBB","HEPH","6119","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","Meneguzzo, TEC","Salles, AEH","416","1985","11","20","Southern America","Brasil","Distrito Federal","Brasília","Brasília atrás do SIA Brejo","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Perfumada",NA,NA,NA,NA,"2009","12","20","70570","auto",NA,NA,NA,NA,NA,NA
"27","2020-12-11 11:44:45-03","UFMG","BHCB","120066","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.",NA,"Batista, JAN","2385","2008","01","04","Southern America","Brasil","Goiás","Teresina de Goiás","Chapada dos Veadeiros. GO-118, cerca de 36 km N de","-47.388389","-13.926389","1268","1268",NA,"Erva terrestre, em campo limpo estacionalmente úmido. Solo argilo-arenoso, escuro, superficialmente úmido. Local anteriormente queimado. Sépalas verdes, pétalas e labelo brancos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-47.388389","-13.926389",NA,NA,NA,NA
"28","2020-12-11 11:44:45-03","UFMG","BHCB","180159","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.",NA,"Batista, JAN; Proite, P","3300","2014","01","03","Southern America","Brasil","Distrito Federal","Brazlândia","Estrada Taguatinga - Brazlândia, Trevo","-48.085","-15.728333","1234","1234",NA,"Coordenadas aproximadas inferidas a partir do Google Earth.; Erva terrestre.Pouco comum. Sépalas verdes; pétalas brancas; labelo branco, lobo terminal com estrias verdes longitudinais.; Em campo limpo estacional úmido associado a muru","BHCB032477",NA,NA,NA,"2014","01","03",NA,NA,"-48.085","-15.728333",NA,NA,NA,NA
"29","2021-01-15 17:53:18-03","UFMG","BHCB","119498","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.",NA,"Batista, JAN; Mota, RC da; Faria, MWF de; Borges, KS","1821","2007","01","10","Southern America","Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, cerca de 30","-46.552611","-20.258194","1399","1399",NA,"Erva terrestre; em campo limpo estacionalmente úmido. Área queimada durante a seca","BHCB001423","BHCB001423",NA,NA,"2007","01","10",NA,NA,"-46.552611","-20.258194",NA,NA,NA,NA
"30","2020-12-11 11:44:45-03","UFMG","BHCB","120173","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.",NA,"Batista, JAN","2492","2008","02","02","Southern America","Brasil","Rio Grande do Sul","São José dos Ausentes","Cerca de 14.6 km NE de São José dos Ausentes, na estrada para Silveira","-49.966194","-28.671556","1185","1185",NA,"Erva terrestre, em campo limpo seco. Solo areno-argiloso, seco ou ligeiramente úmido.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-49.966194","-28.671556",NA,NA,NA,NA
"31","2020-12-11 11:44:45-03","UFMG","BHCB","151323","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.",NA,"Batista, JAN; Hattori, EKO; Fernandes, AC","3050","2010","12","15","Southern America","Brasil","Minas Gerais","Moeda","Serra da Moeda, Campos na base da Serra, lado direito da BR-040, sentido Moeda para Belo Horizonte, cerca de 8km N da entrada para Moeda.","-43.956667","-20.278333","1347","1347",NA,"Erva terrestre, em campo limpo úmido. Área queimada durante a seca. Rara, observados examplares esparsos. Em final de floração.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.956667","-20.278333",NA,NA,NA,NA
"32","2020-12-11 11:44:45-03","UFMG","BHCB","164765","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.",NA,"Dittrich, VAO; Vale, AA","1712","2010","12","05","Southern America","Brasil","Minas Gerais","Tiradentes","Serra de São José","-44.193333","-21.0975","1060","1060",NA,"Terrícola. Flor predominantemente branca; labelo branco com máculas verdes.; Campo.","BHCB012382",NA,NA,NA,"2011","05",NA,NA,NA,"-44.193333","-21.0975",NA,NA,NA,NA
"33","2020-12-11 11:44:45-03","UFMG","BHCB","120037","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.",NA,"Batista, JAN","2356","2007","12","27","Southern America","Brasil","Distrito Federal","Brasília","Área de Proteção de Manancial Corguinho, 4,5 km ap","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Erva terrestre, em campo limpo estacionalmente úmido com murundus. Solo cinza, superficialmente úmido. Local anteriormente queimado.",NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"34","2020-12-11 11:44:45-03","UFMG","BHCB","151382","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.",NA,"Batista, JAN; Bianchetti, LB","3108","2010","12","30","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, campos a direita da BR- 010 (GO- 118), sentido Alto Paraiso para Teresina de Goiás, cerca de 15,4km N de Alto Paraiso.","-47.5099983215332","-14.1324996948242","1512","1512",NA,"Erva terrestre, em campo limpo permanentemente úmido. Solo escuro, úmido, com água sobre a superfície. Área queimada durante a seca. Ocasional. Em extremo final de floração. Sépala dorsal esverdeada; sépalas laterais verde- esbraqnuiçadas. Pétalas e",NA,NA,NA,NA,NA,NA,NA,"44724","auto",NA,NA,NA,NA,NA,NA
"35","2020-12-11 11:44:52-03","UFMG","BHCB","1266","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Spiranthes","grisebachii","Spiranthes grisebachii","Cogn.",NA,"Schwacke, CAW","7615","1904",NA,NA,"Southern America","Brasil","Minas Gerais","Ouro Preto",NA,"-43.5080986022949","-20.2875003814697",NA,NA,NA,"Herbáceo; Rupícula",NA,NA,NA,NA,NA,NA,NA,"44599","auto",NA,NA,NA,"Syntypus",NA,NA
"36","2019-02-06 12:59:00-02","MO","MOBOT","100175968","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","E.A. Christenson","F.M.R. Leprieur","Leprieur s.n.","1840",NA,NA,"South America","French Guiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Syntype","1",NA
"37","2021-01-10 20:51:55-03","INPA","INPA","42445","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","Buzatto, CR","Prance, GT","18955A","1973","10","14","Southern America","Brasil","Mato Grosso",NA,"Veu de Noiva, Vicinity of Véu de Noiva. Sandy bank in cerrado.",NA,NA,"720","720",NA,NA,"INPA0042445","INPA0042445 INPA0042445_e INPA0042445_e1",NA,NA,"2014","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2018-10-09 16:31:58-03","UFLA","ESAL","24170","S","Plantae",NA,NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","Massensini Jr.; A.","Mansanares, ME; Campos, CF; Lasmar, CJ; Pe","2541","2011","11","19",NA,"Brasil","Minas Gerais","Itutinga","Ponto 17 - Afloramento próximo a estrada de terra para Carrancas","-44.6925","-21.352222",NA,NA,NA,"Projeto CSBC; Crescendo em campo arenoso úmido. Flor com corola verde com labelo branco com ornamento verde.",NA,NA,NA,NA,"2016","08","22",NA,NA,"-44.6925","-21.352222",NA,NA,NA,NA
"39","2020-09-12 05:00:02-03","US","US","2270272","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Spiranthes","euglossa","Spiranthes euglossa",NA,NA,"L. B. Smith & R. Reitz","8712","1956","12","18","South America","Brazil","Santa Catarina","Pôrto União",NA,"-51.0783004760742","-26.2381000518799","750","750",NA,NA,"US00018175","US00018175_01","Monocotyledonae",NA,NA,NA,NA,"41804","auto",NA,NA,NA,NA,"1",NA
"40","2020-09-02 16:35:17-03","Cenargen","CEN","45577","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lyroglossa","cf. grisebachii","Lyroglossa cf. grisebachii","(Cogn.) Schltr.","J. A. N. Batista","João Aguiar Nogueira Batista","1299","2002","02","07",NA,"Brasil","DF","BRASILIA","RA-I, Brasília - Plano Piloto. Asa Norte. Área da Universidade de Brasília, entre o biofério e a garagem, e entre a colina e o setor de clubes norte.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Área anteriormente queimada, com a vegetação ainda em início de brotação. Observado somente um pequeno conjunto de cerca de três plantas. Em plena floração. Sépalos verdes. Labelo branco com estrias verdes. Doação Flora do Brasil - Distrito Federal - Brasília.","CEN00045577","CEN00045577",NA,NA,"2002","09",NA,"70570","auto",NA,NA,NA,NA,"1",NA
"41","2020-09-02 16:35:17-03","Cenargen","CEN","45578","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lyroglossa","cf. grisebachii","Lyroglossa cf. grisebachii","(Cogn.) Schltr.","J. A. N. Batista","João Aguiar Nogueira Batista","1300","2002","09","07",NA,"Brasil","DF","BRASILIA","RA-I, Brasília - Plano Piloto. Final da Asa Norte. Área entre o Parque Ecológico Norte e o Parque Nacional de Brasília. Local do futuro Setor Noroeste. Área ao lado do Parque Ecológico.","-47.9296989440918","-15.7797002792358",NA,NA,"Unicata","Latossolo avermelhado. Área anteriormente queimada, com a vegetação ainda em início de brotação. Observado somente dois exemplares em uma grande área percorrida. Sépalos verdes. Labelo branco com estrias verdes. Em plena floração. Obs: Este táxon é aparentemente morfologicamente idêntico a L. grisebachii, mas ocorre em cerrado seco, enquanto esta última é de campos úmidos.","CEN00045578","CEN00045578",NA,NA,"2002","09",NA,"70570","auto",NA,NA,NA,NA,"1",NA
"42","2020-09-02 16:35:18-03","Cenargen","CEN","32573","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","J. A. N. Batista","João Aguiar Nogueira Batista","824","1999","01","01",NA,"Brasil","DF","BRASILIA","Campo a margem de pequeno curso d'agua com vereda, cerca de 28 km de Cavalcante, no alto da Chapada, em direção a região conhecida com São Domingos.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Área anteriormente queimada. Frequente por toda a vereda. Em final de floração, só um ou outro exemplar com flores ainda boas. Sépalos verdes. Labelo branco com linhas destacadas em verde.","CEN00032573","CEN00032573",NA,NA,"1999","01",NA,"70570","auto",NA,NA,NA,NA,"1",NA
"43","2020-09-02 16:35:18-03","Cenargen","CEN","25450","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","T. E. C. Meneguzzo","João Aguiar Nogueira Batista","648","1996","12","25",NA,"Brasil","DF","BRASILIA","Campo à margem esquerda da DF - 240, sentido Brazlândia - Taguatinga, um pouco após o entroncamento desta com a DF - 001. Contíguo ao PARNA Brasilia.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas","Solo firme. Área queimada anteriormente.","CEN00025450","CEN00025450",NA,NA,"2009","12",NA,"70570","auto",NA,NA,NA,NA,"1",NA
"44","2020-09-02 16:35:18-03","Cenargen","CEN","21197","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Lyroglossa","grisebachii","Lyroglossa grisebachii","(Cogn.) Schltr.","T. E. C. Meneguzzo","João Aguiar Nogueira Batista","459","1995","02","18",NA,"Brasil","DF","BRASILIA","Campo às margens do Cór. do Gama, atrás do aeroporto. Após a QI 17 do lago sul.","-47.9296989440918","-15.7797002792358",NA,NA,"Exsicatas",NA,"CEN00021197","CEN00021197",NA,NA,"2009","12",NA,"70570","auto",NA,NA,NA,NA,"1",NA
