"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","class","typeStatus","relatedCatalogItem","relationshipType","coordinatePrecision","geoFlag","individualCount","eventTime","fieldNumber"
"28","2019-08-27 13:31:18-03","IAP","PACA-AGP","67477","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D. Legrand","C. D. Legrand","1976",NA,NA,"R. M. Klein","9630","1971","08","10","Brasil","SC","Florianópolis","Costa do Morro de Paulo Lopes, Paulo Lopes","-48.5491981506348","-27.596700668335",NA,NA,"200","200","3m de altura e flores brancas. Herb. FLOR 3798. Habitat: mata Hábito: arbusto","PACA067477",NA,"Magnoliophyta","Myrtales",NA,NA,"Magnoliatae",NA,NA,NA,"27000","auto",NA,NA,NA
"29","2019-08-27 13:31:18-03","IAP","PACA-AGP","65468","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D. Legrand","C. D. Legrand","1957",NA,NA,"Reitz & Klein","3448","1956","07","18","Brasil","SC","Ibirama","Horto Florestal I.N.P.","-49.5177993774414","-27.0569000244141",NA,NA,"250","250","4m de altura e flores brancas. HBR 14939. Habitat: mata Hábito: arbusto","PACA065468",NA,"Magnoliophyta","Myrtales",NA,NA,"Magnoliatae",NA,NA,NA,"18533","auto",NA,NA,NA
"30","2019-08-27 13:31:18-03","IAP","PACA-AGP","64893","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D. Legrand","D. Legrand","1956",NA,NA,"R. Klein","1558","1955","09","09","Brasil","SC","Itajaí","Morro da Fazenda","-48.6618995666504","-26.9078006744385",NA,NA,"200","200","4m de altura e flores brancas. Habitat: mata Hábito: arvoreta","PACA064893",NA,"Magnoliophyta","Myrtales",NA,NA,"Magnoliatae",NA,NA,NA,"27253","auto",NA,NA,NA
"31","2019-08-27 13:31:18-03","IAP","PACA-AGP","64894","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D. Legrand","D. Legrand","1956",NA,NA,"R. Klein","1709","1955","10","14","Brasil","SC","Itajaí","Morro da Ressacada","-48.6618995666504","-26.9078006744385",NA,NA,"20","20","2m de altura e fruto maduro avermelhado. Habitat: capoeirão Hábito: arbusto","PACA064894",NA,"Magnoliophyta","Myrtales",NA,NA,"Magnoliatae",NA,NA,NA,"27253","auto",NA,NA,NA
"32","2019-08-27 13:31:18-03","IAP","PACA-AGP","64896","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D. Legrand","C. D. Legrand","1955",NA,NA,"P. R. Reitz","5710","1953","09","04","Brasil","SC","Itajaí","Praia Braba","-48.6618995666504","-26.9078006744385",NA,NA,NA,NA,"flores brancas. HBR 3909.","PACA064896",NA,"Magnoliophyta","Myrtales",NA,NA,"Magnoliatae",NA,NA,NA,"27253","auto",NA,NA,NA
"33","2019-08-27 13:31:18-03","IAP","PACA-AGP","70215","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D. Legrand","D. B. Falkenberg fide M. Sobral","1985",NA,NA,"D. B. Falkenberg","2531","1985","08","03","Brasil","SC","Palhoça","Morro Cambirela","-48.6678009033203","-27.645299911499",NA,NA,"100","100","1m de altura. Habitat: capoeira Hábito: arbusto","PACA070215",NA,"Magnoliophyta","Myrtales",NA,NA,"Magnoliatae",NA,NA,NA,"31105","auto",NA,NA,NA
"34","2019-11-21 14:40:03-03","UFJF","CESJ","62141","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","M. Sobral","2010","10","29","A. Korte; A.Kniess","4083","2010","08","18","Brasil","Santa Catarina","Joinville","Barragem do 8º Salto - Serra do Piraí, Lat.: 26º16'49,00S; Lon.: 49º03'02,00W; Alt.: 698m.s.m.","-48.8456001281738","-26.3043994903564",NA,NA,NA,NA,"Arvoreta, 2m alt. Floresta Ombrófila Densa. Estádio Sucessional: Avançado. (Florística IFFSC 1026)","CESJ062141",NA,"Angiosperma",NA,"América do Sul",NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA
"35","2021-04-07 11:46:29-03","UFMS","CGMS","68895","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","C.D. Legrand",NA,NA,NA,"G. Hatschbach","16885","1967","08","09","Brasil","Paraná","Guaraqueçaba","Serrinha.","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Fruto vinoso. Coordenadas geográficas: -25.3066997528076 -48.3288993835449 Habitat: Margem de rio. Habito: Arvoreta, 5,00 m de altura.","CGMS1101853",NA,NA,NA,NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA
"36","2019-11-27 13:50:40-03","UFS","ASE","12626","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","D.Legrand",NA,NA,NA,"Hatschbach, G","19217","1968","05","20","Brasil","Paraná","Guaraqueçaba","Rio Tabaçana","-48.328611","-25.306944","-48.328611","-25.306944",NA,NA,"Arvoreta 5 m, Encosta de morro. Alt. 50 m s/ mar.; Arvoreta 5 m, Encosta de morro. Alt. 50 m s/ mar.; Mata Pluvial.","ASE0023757","ASE0023757","Magnoliophyta",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:36:14-03","UNICAMP","UEC","11799","S","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Legrand, D","1969",NA,NA,"Hatschbach, G","19220","1969","05","20","Brazil","Paraná","Guaraqueçaba","Rio Tagaçaba","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Arvoreta 6m, tronco base 10cm, diam. flor alva. Mata pluvial encosta de morro.",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,"37295","auto",NA,NA,NA
"38","2019-01-17 11:26:39-02","PUCRS","MPUC","16367","S","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D. Legrand","S. Flores","1986","01","01",NA,NA,"1986","10","23","Brasil","SC","Porto Belo","Ilha João da Cunha","-48.5527778","-27.1580556","-48.5527778000","-27.1580556000",NA,NA,NA,NA,NA,NA,"Myrtales","South America",NA,"Magnoliopsida",NA,NA,NA,NA,NA,"1",NA,NA
"39","2019-01-17 11:26:39-02","PUCRS","MPUC","16368","S","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D. Legrand","N.I. Matzenbacher","1985","01","01",NA,NA,"1985","10","25","Brasil","SC","Porto Belo","Ilha João da Cunha","-48.5527778","-27.1580556","-48.5527778000","-27.1580556000",NA,NA,NA,NA,NA,NA,"Myrtales","South America",NA,"Magnoliopsida",NA,NA,NA,NA,NA,"1",NA,NA
"40","2019-01-17 11:26:39-02","PUCRS","MPUC","16369","S","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D. Legrand","N.I. Matzenbacher","1986","01","01",NA,NA,"1986","05","17","Brasil","SC","Porto Belo","Ilha João da Cunha","-48.5527778","-27.1580556","-48.5527778000","-27.1580556000",NA,NA,NA,NA,NA,NA,"Myrtales","South America",NA,"Magnoliopsida",NA,NA,NA,NA,NA,"2",NA,NA
"41","2019-01-17 11:26:39-02","PUCRS","MPUC","2575","S","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D. Legrand","N.I. Matzenbacher","1984","01","01",NA,NA,"1984","10","26","Brasil","SC","Porto Belo",".","-48.5527778","-27.1580556","-48.5527778000","-27.1580556000",NA,NA,NA,NA,NA,NA,"Myrtales","South America",NA,"Magnoliopsida",NA,NA,NA,NA,NA,"1",NA,NA
"42","2019-11-08 08:53:47-03","FURB","FURB","1369","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Sevegnani, L","1996","12","12","Sevegnani, L.",NA,"1996","12","12","Brasil","Santa Catarina","Blumenau","Sulfabril - Salto Weissbach.","-49.1275","-26.8925","-49.1275000","-26.8925000",NA,NA,NA,"FURB32146","FURB32146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-10-14 10:03:22-03","FURB","FURB","14245","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Stival-Santos, A","2009","09","25","Stival-Santos, A.; Legal, E. & Silveira, S.","933","2009","09","25","Brasil","Santa Catarina","Ilhota","Baú.","-48.8711111","-26.8197223","-48.8711111","-26.8197223","106","106","Florística IFFSC 752 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; beira da estrada Habito: arbórea; flor branca com odor agradável","FURB02431","FURB02431",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-10-14 10:03:22-03","FURB","FURB","14995","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Gasper, AL de","2016","08","10","Gasper, A.L. de; Alberton, M.D. & Echterhoff, M.","3727","2016","08","10","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal São Francisco de Assis.","-49.0766667","-26.9222223","-49.0766667","-26.9222223","100","100",NA,"FURB25292","FURB25292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-10-14 10:03:22-03","FURB","FURB","18308","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Verdi, M","2009","11","28","Verdi, M.; Klettenberg, D.H. & Tomaz, A.L.","3230","2009","11","28","Brasil","Santa Catarina","Siderópolis","Vila São Jorge.","-49.4088889","-28.6219445","-49.4088889","-28.6219445","43","43","Florística IFFSC 49 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Inicial a Médio Habito: arbustiva; Fruto preto;","FURB32133","FURB32133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-10-14 10:03:22-03","FURB","FURB","19419","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","catharinensis","Eugenia catharinensis","D.Legrand","Oliveira, AA de","2010","01","25","Korte, A.; Kniess, A.","898","2009","11","10","Brasil","Santa Catarina","Presidente Nereu","Rio Novo.","-49.2305556","-27.1802778","-49.2305556","-27.1802778","617","617","Florística IFFSC 518 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: arbustiva;","FURB32132","FURB32132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
