"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","recordNumber","continentOcean","preparationType","previousCatalogNumber","typeStatus","phylum","order","imagecode","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","individualCount","fieldNumber","sex"
"1495","2020-08-31 09:14:41-03","INPA","INPA","29145","S","Plantae","Leguminosae-Mim","Inga","edulis","Inga edulis","Mart.","Pennington, TD","1996",NA,NA,"Prance, GT","1971","03","01","Brasil","Roraima",NA,"Vicinity Uaicá airstrip, Rio Uraricoeira.","-63.183333","3.55","-63.183333","3.55",NA,NA,NA,"INPA0029145","10793","Southern America",NA,NA,NA,"Dicotyledon Rosids","Fabales","INPA0029145 INPA0029145_e",NA,NA,NA,NA,NA,NA,NA,NA
"1496","2020-08-31 09:14:43-03","INPA","INPA","58481","S","Plantae","Leguminosae-Mim","Inga","edulis","Inga edulis","Mart.","Pennington, TD","1996",NA,NA,"Shimabukuru, D","1976","08","20","Brasil","Amazonas","Manaus","BR174, Km 44. EEST, Estrada Manaus-Caracaraí, km 60, Reserva Biológica do INPA.","-60.038889","-2.597222","-60.038889","-2.597222",NA,NA,NA,"INPA0058481","8","Southern America",NA,NA,NA,"Dicotyledon Rosids","Fabales","INPA0058481 INPA0058481_e",NA,NA,NA,NA,NA,NA,NA,NA
"1497","2021-01-10 20:49:52-03","INPA","INPA","65658","S","Plantae","Leguminosae-Mim","Inga","edulis","Inga edulis","Mart.","Pennington, TD","1997",NA,NA,"Nascimento, JR do","1976","12","30","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke, material do levantamento R-K 10-6-1.","-59.966667","-2.883333","-59.966667","-2.883333",NA,NA,NA,"INPA0065658","217","Southern America",NA,NA,NA,"Dicotyledon Rosids","Fabales","INPA0065658 INPA0065658_e INPA0065658_e1",NA,NA,NA,NA,NA,NA,NA,NA
"1498","2020-08-31 09:14:43-03","INPA","INPA","77108","S","Plantae","Leguminosae-Mim","Inga","edulis","Inga edulis","Mart.","Pennington, TD","1996",NA,NA,"Nascimento, JR do","1978","06","19","Brasil","Amazonas","Manaus","Campus do INPA, Campus do INPA.","-59.985833","-3.096111","-59.985833","-3.096111",NA,NA,NA,"INPA0077108","596","Southern America",NA,NA,NA,"Dicotyledon Rosids","Fabales","INPA0077108 INPA0077108_e",NA,NA,NA,NA,NA,NA,NA,NA
"1499","2020-08-31 09:14:43-03","INPA","INPA","80539","S","Plantae","Leguminosae-Mim","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Absy, ML","1973","09","02","Brasil","Goiás",NA,"5 km West of Formosa.",NA,NA,NA,NA,"1000","1000",NA,"INPA0080539","1244","Southern America",NA,NA,NA,"Dicotyledon Rosids","Fabales","INPA0080539 INPA0080539_1 INPA0080539_e",NA,NA,NA,NA,NA,NA,NA,NA
"1500","2021-01-10 20:49:52-03","INPA","INPA","80554","S","Plantae","Leguminosae-Mim","Inga","edulis","Inga edulis","Mart.","Vieira, MGG","1998","05",NA,"Bisby, FA","1973","08","08","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke INPA, 26km NE of Manaus on route 010.","-59.966667","-2.883333","-59.966667","-2.883333","50","50",NA,"INPA0080554","1219","Southern America",NA,NA,NA,"Dicotyledon Rosids","Fabales","INPA0080554 INPA0080554_e INPA0080554_e1",NA,NA,NA,NA,NA,NA,NA,NA
"1501","2021-01-10 20:49:52-03","INPA","INPA","80555","S","Plantae","Leguminosae-Mim","Inga","edulis","Inga edulis","Mart.","Vieira, MGG","1998","05",NA,"Bisby, FA","1973","08","08","Brasil","Amazonas","Manaus","Reserva Florestal Adolfo Ducke, Reserva Florestal Ducke INPA, 26km NE of Manaus on route 010.","-59.966667","-2.883333","-59.966667","-2.883333","50","50",NA,"INPA0080555","1217","Southern America",NA,NA,NA,"Dicotyledon Rosids","Fabales","INPA0080555 INPA0080555_1 INPA0080555_e INPA0080555_e1",NA,NA,NA,NA,NA,NA,NA,NA
"1502","2021-01-10 20:49:52-03","INPA","INPA","84943","S","Plantae","Leguminosae-Mim","Inga","edulis","Inga edulis","Mart.","Silva, MG da","1979",NA,NA,"Pires, JM","1979","02","28","Brasil","Roraima",NA,"Rio Uraricoera.","-62.416667","3","-62.416667","3",NA,NA,NA,"INPA0084943","16822","Southern America",NA,NA,NA,"Dicotyledon Rosids","Fabales","INPA0084943 INPA0084943_e INPA0084943_nd INPA0084943_num",NA,NA,NA,NA,NA,NA,NA,NA
"1503","2020-08-31 09:14:43-03","INPA","INPA","57993","S","Plantae","Leguminosae-Mim","Inga","edulis","Inga edulis","Mart.","Pennington, TD","1996",NA,NA,"Medri, ME","1976","03","02","Brasil","Amazonas","Novo Airão","Arquipélago Anavilhanas, Foz do rio Ariaú, Arquipélago de Anavilhanas, foz do rio Ariau.","-60.65","-2.8","-60.65","-2.8",NA,NA,NA,"INPA0057993","13","Southern America",NA,NA,NA,"Dicotyledon Rosids","Fabales","INPA0057993 INPA0057993_e",NA,NA,NA,NA,NA,NA,NA,NA
"1504","2020-08-31 09:14:41-03","INPA","INPA","206132","S","Plantae","Leguminosae-Mim","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Paula, JE de","1994","03","12","Brasil","Pará","Almeirim","Distrito de Monte Dourado.","-52.5816993713379","-1.52332997322083",NA,NA,NA,NA,NA,"INPA0206132","3500","Southern America",NA,NA,NA,"Dicotyledon Rosids","Fabales","INPA0206132 INPA0206132_e","564600","auto",NA,NA,NA,NA,NA,NA
"1505","2021-01-10 20:49:52-03","INPA","INPA","280811","compl","Plantae","Leguminosae-Mim","Inga","edulis","Inga edulis","Mart.","Machado, CC","2017","09",NA,"Machado, CC","2017","04","10","Brasil","Amazonas","Beruri","RDS Piagaçu-Purus, Comunidade Cuiuanã; paranã do Ipixuna sentido Codajás","-61.3731002807617","-3.89832997322083",NA,NA,NA,NA,NA,"INPA0280811","290","Southern America",NA,NA,NA,"Dicotyledon Rosids","Fabales",NA,"192124","auto",NA,NA,NA,NA,NA,NA
"1506","2020-08-31 09:14:41-03","INPA","INPA","188168","S","Plantae","Leguminosae-Mim","Inga","edulis","Inga edulis","Mart.","Vieira, MGG","1999","11",NA,"Spironello, WR","1992","10","22","Brasil","Amazonas","Manaus","Rio Amazonas","-60.0250015258789","-3.10193991661072",NA,NA,NA,NA,NA,"INPA0188168","A511","Southern America",NA,NA,NA,"Dicotyledon Rosids","Fabales","INPA0188168 INPA0188168_e INPA0188168_e1","138090","auto",NA,NA,NA,NA,NA,NA
"1507","2020-08-31 09:14:41-03","INPA","INPA","151916","S","Plantae","Leguminosae-Mim","Inga","edulis","Inga edulis","Mart.","Vieira, MGG","1998","05",NA,"Magalhães, FMM","1987","01","31","Brasil","Amazonas",NA,"Estrada Rio Branco-Plácido de Castro AC-40, Estrada Rio Branco - Plácido de Castro AC-40.","-67.75","-10.333333","-67.75","-10.333333",NA,NA,NA,"INPA0151916","515","Southern America",NA,NA,NA,"Dicotyledon Rosids","Fabales","INPA0151916 INPA0151916_e INPA0151916_e1",NA,NA,NA,NA,NA,NA,NA,NA
"1508","2020-08-31 09:14:41-03","INPA","INPA","164072","S","Plantae","Leguminosae-Mim","Inga","edulis","Inga edulis","Mart.","Possette, RFS","2010","09",NA,"Tavares, AS","1987","10","12","Brasil","Pará","Almeirim","Monte Dourado, Monte Dourado, Est. Ecol. do Jari / SEMA, gleba SEMA da Genetica do Jari.","-52.85","0.45","-52.85","0.45",NA,NA,NA,"INPA0164072","184","Southern America",NA,NA,NA,"Dicotyledon Rosids","Fabales","INPA0164072 INPA0164072_e",NA,NA,NA,NA,NA,NA,NA,NA
"1509","2020-08-31 09:14:41-03","INPA","INPA","136004","S","Plantae","Leguminosae-Mim","Inga","edulis","Inga edulis","Mart.","Vieira, MGG","1998","05",NA,"Rosa, NA","1979","09","04","Brasil","Roraima",NA,"Marco divisor n° 10, Arredores do marco divisor nº 10.","-61.7","3.4","-61.7","3.4","700","700",NA,"INPA0136004","3273","Southern America",NA,NA,NA,"Dicotyledon Rosids","Fabales","INPA0136004 INPA0136004_e INPA0136004_e1",NA,NA,NA,NA,NA,NA,NA,NA
"1510","2020-07-10 09:47:00-03","MBML","MBML-HERBARIO","13352",NA,"Plantae","Leguminosae Mimosoideae","Inga","edulis","Inga edulis","Mart.","Robson D. Ribeiro/25-08-2009",NA,NA,NA,"C. N. de Fraga","2000","08","05","Brasil","Espírito Santo","Cariacica","Condomínio Rural Cantinho do Céu, divisa com a Reserva de Duas Bocas","-40.534722","-20.280833","40W32'5","20S16'51",NA,NA,"Mata Atlântica de encosta. Sépalas verdes, pétalas brancas, árvore de +/- 5,0m.","MBML013352","668",NA,NA,NA,NA,NA,NA,"MBML013352",NA,NA,NA,NA,NA,NA,NA,NA
"1511","2020-07-10 09:47:00-03","MBML","MBML-HERBARIO","27101",NA,"Plantae","Leguminosae Mimosoideae","Inga","edulis","Inga edulis","Mart.","Robson D. Ribeiro/25-08-2009",NA,NA,NA,"V. Demuner; L.F.S Magnago, T. Cruz e Elias Bausen","2006","07","14","Brasil","Espírito Santo","Marilândia","Liberdade, Prop.: Deoclécio. Lorenccini","-40.516","-19.354444","40W30'57,6","19S21'16","250","250","Árvore 13m, fuste 6m, Dap 25cm, sépalas verdes estames brancos, frutos verdes. Fundo de vale.","MBML027101","2629",NA,NA,NA,NA,NA,NA,"MBML027101",NA,NA,NA,NA,NA,NA,NA,NA
"1512","2020-09-03 19:37:20-03","MBML","MBML-HERBARIO","12257",NA,"Plantae","Leguminosae Mimosoideae","Inga","edulis","Inga edulis","Mart.","A.P. Chagas/29-05-2013",NA,NA,NA,"G. Hupp","1996","06","12","Brasil","Espírito Santo","Jaguaré","Barra Seca","-39.729722","-19.099722","39W43'47","19S5'59",NA,NA,"8m de altura, flores brancas, botões verdes. A 10m da nascente do corrego de Santa Rita. Nome vulgar: ingá.","MBML012257","37",NA,NA,NA,NA,NA,NA,"MBML012257",NA,NA,NA,NA,NA,NA,NA,NA
"1513","2020-07-10 09:47:00-03","MBML","MBML-HERBARIO","2837",NA,"Plantae","Leguminosae Mimosoideae","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"H. Q. Boudet Fernandes; W. Boone","1985","04","01","Brasil","Espírito Santo","Santa Teresa","Pátio do Museu de Biologia Mello Leitão","-40.6","-19.936111","40W36'0","19S56'10",NA,NA,"Ingá, árvore com cerca de 16m, fuste cimoso, tronco liso, flores com cálice e corola verde, estames e estiletes brancos","MBML002837","1048",NA,NA,NA,NA,NA,NA,"MBML002837",NA,NA,NA,NA,NA,NA,NA,NA
"1514","2020-07-10 09:47:00-03","MBML","MBML-HERBARIO","2843",NA,"Plantae","Leguminosae Mimosoideae","Inga","edulis","Inga edulis","(Vell.) Mart.","F. C. P. Garcia/Fev.-1993",NA,NA,NA,"W. A. Hoffmann","1984","04","26","Brasil","Espírito Santo","Santa Teresa","Santa Lúcia","-40.5125","-19.971944","40W30'45","19S58'19",NA,NA,"Arvoreta 7m, flores brancas, frutos jovens.","MBML002843","49",NA,NA,NA,NA,NA,NA,"MBML002843",NA,NA,NA,NA,NA,NA,NA,NA
"1515","2020-07-10 09:47:00-03","MBML","MBML-HERBARIO","34625",NA,"Plantae","Leguminosae Mimosoideae","Inga","edulis","Inga edulis","(Vell.) Mart.","H.C. Lima/Out.2008",NA,NA,NA,"C. N. de Fraga; et al","2008","02","16","Brasil","Espírito Santo","Cariacica","Reserva Biológica Duas Bocas","-40.481944","-20.3025","40W28'55","20S18'9",NA,NA,NA,"MBML034625","1866",NA,NA,NA,NA,NA,NA,"MBML034625",NA,NA,NA,NA,NA,NA,NA,NA
"1516","2020-07-24 17:21:06-03","MBML","MBML-HERBARIO","35317",NA,"Plantae","Leguminosae Mimosoideae","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"H. C. de Lima; et al","1993","01","12","Brasil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas","-42.25","-22.57","42W14'60","22S34'12",NA,NA,NA,"MBML035317","4596",NA,NA,NA,NA,NA,NA,"MBML035317",NA,NA,NA,NA,NA,NA,NA,NA
"1517","2020-07-10 09:47:00-03","MBML","MBML-HERBARIO","37257",NA,"Plantae","Leguminosae Mimosoideae","Inga","edulis","Inga edulis","Mart.","A. P. Fontana/23-mar-09","2009","03","23","A. P. Fontana; L. Kollmann & C. Esgario","2008","10","24","Brasil","Espírito Santo","Linhares","Povoação, Reserva de Desenvolvimento Sustentável-RDS, estrada para Linhares, Mata de Tabuleiro com plantação de cacau (Cabruca).","-39.8325","-19.557925","39W49'57","19S33'28,53","10","10","Árvore, ca. 15m. Flores marrons com estames brancos.","MBML037257","5614",NA,NA,NA,NA,NA,NA,"MBML037257",NA,NA,NA,NA,NA,NA,NA,NA
"1518","2020-07-10 09:47:00-03","MBML","MBML-HERBARIO","37258",NA,"Plantae","Leguminosae Mimosoideae","Inga","edulis","Inga edulis","Mart.","A. P. Fontana/23-mar-09","2009","03","23","A. P. Fontana; L. Kollmann & C. Esgario","2008","10","24","Brasil","Espírito Santo","Linhares","Povoação, Reserva de Desenvolvimento Sustentável-RDS, estrada para Caçimbas, Mata de Tabuleiro com plantação de cacau (Cabruca).","-39.802528","-19.56085","39W48'9,1","19S33'39,06","10","10","Árvore, ca. 10m. Frutos marrons.","MBML037258","5609",NA,NA,NA,NA,NA,NA,"MBML037258",NA,NA,NA,NA,NA,NA,NA,NA
"1519","2020-07-10 09:47:00-03","MBML","MBML-HERBARIO","37685",NA,"Plantae","Leguminosae Mimosoideae","Inga","edulis","Inga edulis","Mart.","A.P. Chagas/29-05-2013",NA,NA,NA,"C. N. de Fraga; P.H.Labiak","2008","07","23","Brasil","Espírito Santo","Cariacica","Reserva Biológica de Duas Bocas. Margem da Represa. Floresta Ombrófila Densa Baixo-Montana.","-40.478333","-20.274444","40W28'42","20S16'28","170","170","Árvore ca. 18m. Folhas discolores. Frutos verde escuros.","MBML037685","2196",NA,NA,NA,NA,NA,NA,"MBML037685",NA,NA,NA,NA,NA,NA,NA,NA
"1520","2020-07-10 09:47:00-03","MBML","MBML-HERBARIO","41374",NA,"Plantae","Leguminosae Mimosoideae","Inga","edulis","Inga edulis","Mart.","A. M. Assis/28-12-2007","2007","12","28","A. M. Assis; Valdir G. Demuner; Karla Fabiola O. Faria","2007","12","28","Brasil","Espírito Santo","Itapemirim","Fazenda do Ouvidor - Usina Paineiras. Fragmento 125 ha (altitude 20-100 m). Acesso pela Rodovia ES-490, entrada à esquerda, 2,5 km após o trevo da SAFRA, em direção à Marataízes","-41.055","-20.932222","41W3'18","20S55'56",NA,NA,"Árvore 10 m. Frutos verdes. Borda da Mata. Floresta Estacional Semidecidual em Estágio Médio/Avançado de Regeneração.","MBML041374","1194",NA,NA,NA,NA,NA,NA,"MBML041374",NA,NA,NA,NA,NA,NA,NA,NA
"1521","2020-07-10 09:47:00-03","MBML","MBML-HERBARIO","41824",NA,"Plantae","Leguminosae Mimosoideae","Inga","edulis","Inga edulis","(Vell.) Mart.",NA,NA,NA,NA,"A. M. Assis; L. F. D. Valentin","1998","09","27","Brasil","Espírito Santo","Conceição da Barra","RPPN Sayonara - Fragmento de Floresta de Tabuleiro em Estágio Avançado.","-39.956389","-18.496389","39W57'23","18S29'47","50","50","Árvore 10 m. Flores brancas. Frutos secos. Interior da mata.","MBML041824","1793",NA,NA,NA,NA,NA,NA,"MBML041824_1 MBML041824_2",NA,NA,NA,NA,NA,NA,NA,NA
"1522","2020-07-10 09:47:00-03","MBML","MBML-HERBARIO","44252",NA,"Plantae","Leguminosae Mimosoideae","Inga","edulis","Inga edulis","Mart.","G.M. Carvalho/Março-2010",NA,NA,NA,"G.M. Carvalho; J.L. Paixão","2010","04","16","Brasil","Bahia","Porto Seguro","RPPN Estação Veracel. Floresta de Tabuleiros. Floresta Alta","-39.25","-16.5","39W15'","16S30'","100","100","Árvore ca 12m alt., folhas discolores. Flores alvas. Frutos imaturos marrons. Área alterada entorno do centro de pesquisa","MBML044252","361",NA,NA,NA,NA,NA,NA,"MBML044252_1 MBML044252_2",NA,NA,NA,NA,NA,NA,NA,NA
"1523","2020-07-10 09:47:00-03","MBML","MBML-HERBARIO","45756",NA,"Plantae","Leguminosae Mimosoideae","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"A. M. Assis; J. Santos","2012","06","27","Brasil","Espírito Santo","Cariacica","APA Monte Mochuara - Sertão Velho","-40.471944","-20.302722","40W28'19","20S18'9,8","200","200","Árvore 8m, frutos verdes. Isolada no pasto","MBML045756","3166",NA,NA,NA,NA,NA,NA,"MBML045756",NA,NA,NA,NA,NA,NA,NA,NA
"1524","2020-07-10 09:47:00-03","MBML","MBML-HERBARIO","46547",NA,"Plantae","Leguminosae Mimosoideae","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"A. M. Assis; Mateus Helmer","2009","09","30","Brasil","Espírito Santo","Águia Branca","Córrego Berlim - macega na beira da estrada próx. Rio São José","-40.710167","-18.975667","40W42'36,6","18S58'32,4","140","140","Árvore 12m. Flores brancas. Nome popular: angá. Projeto APES - Flora Apícola - SEBRAE.","MBML046547","2130",NA,NA,NA,NA,NA,NA,"MBML046547",NA,NA,NA,NA,NA,NA,NA,NA
"1525","2021-01-04 11:29:46-03","UEMA","SLUI","1394","PreservedSpecimen","Plantae","Fabaceae","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"C. Pereira","2003","08","15","Brasil","Maranhão","São Luís","Campos Paulo VI da Universidade Estadual do Maranhão","-44.209467","-2.5747","44°12'34.08W","2°34'28.92S","36","36",NA,"SLUI001394",NA,NA,NA,NA,NA,"Angiospermae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1526","2021-01-04 11:29:46-03","UEMA","SLUI","1642","PreservedSpecimen","Plantae","Fabaceae","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"K. C. Silva","2003","10","25","Brasil","Maranhão","São Luís","Fazenda Escola da UEMA","-44.209467","-2.5747","44°12'34.08W","2°34'28.92S","36","36",NA,"SLUI001642",NA,NA,NA,NA,NA,"Angiospermae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1527","2021-01-04 11:29:46-03","UEMA","SLUI","1066","PreservedSpecimen","Plantae","Fabaceae","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"M. Gomes Costa","2003","08","18","Brasil","Maranhão","São Luís","Campus da Universidade Estadual do Maranhão","-44.209467","-2.5747","44°12'34.08W","2°34'28.92S","36","36",NA,"SLUI001066",NA,NA,NA,NA,NA,"Angiospermae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1528","2021-01-04 11:29:46-03","UEMA","SLUI","907","PreservedSpecimen","Plantae","Fabaceae","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Nadson","2002","12","13","Brasil","Maranhão","São Luís","Maiobão","-44.172908","-2.540269","44°10'22.47W","2°32'24.97S",NA,NA,NA,"SLUI000907",NA,NA,NA,NA,NA,"Angiospermae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1529","2021-01-04 11:29:46-03","UEMA","SLUI","913","PreservedSpecimen","Plantae","Fabaceae","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Alana","1995","06","15","Brasil","Maranhão","São Luís","Cohab","-44.218531","-2.546817","44°13'6.71W","2°32'48.54S",NA,NA,NA,"SLUI000913",NA,NA,NA,NA,NA,"Angiospermae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1530","2021-01-04 11:29:46-03","UEMA","SLUI","3011","PreservedSpecimen","Plantae","Fabaceae","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Lima, R.","2012","11","12","Brasil","Maranhão","Arari",NA,"-44.7799987792969","-3.45360994338989",NA,NA,NA,NA,NA,"SLUI003011",NA,NA,NA,NA,NA,"Angiospermae",NA,NA,"46661","auto",NA,NA,NA,NA,NA,NA
"1531","2021-01-04 11:29:46-03","UEMA","SLUI","2913","PreservedSpecimen","Plantae","Fabaceae","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"M. A. Soares","2010","08","20","Brasil","Maranhão","São Luís","Área de Proteção Ambiental do Maranhão","-44.3027992248535","-2.52972006797791",NA,NA,NA,NA,NA,"SLUI002913",NA,NA,NA,NA,NA,"Angiospermae",NA,NA,"33693","auto",NA,NA,NA,NA,NA,NA
"1532","2020-07-21 08:48:02-03","ICAUFMG","MCCA","71","S","Plantae","Fabaceae","Inga","edulis","Inga edulis","Mart.","CARENCE, C.C.","2007","11","01","CARENCE, C.C.","2007","11","01","Brasil","Minas Gerais","Montes Claros",NA,"-43.8616981506348","-16.7350006103516",NA,NA,NA,NA,NA,"MCCA00071",NA,NA,NA,NA,NA,NA,NA,"MCCA00071","72568","auto",NA,NA,NA,NA,NA,NA
"1533","2020-07-21 08:48:02-03","ICAUFMG","MCCA","164","S","Plantae","Fabaceae","Inga","edulis","Inga edulis","Mart.","DOS SANTOS, A.C.R.","2007","10","13","DOS SANTOS, A.C.R.","2007","10","13","Brasil","Minas Gerais","Montes Claros",NA,"-43.8616981506348","-16.7350006103516",NA,NA,NA,NA,NA,"MCCA00165",NA,NA,NA,NA,NA,NA,NA,"MCCA00165","72568","auto",NA,NA,NA,NA,NA,NA
"1534","2021-03-09 10:46:54-03","ICAUFMG","MCCA","817","S","Plantae","Fabaceae","Inga","edulis","Inga edulis","Mart.","LACERDA, V.R.","2012","12","04","LACERDA, V.R.","2012","12","04","Brasil","Minas Gerais","Montes Claros","Norte de Minas, em frente ao dominó (área de funcionários) ICA, ,.","-43.8616981506348","-16.7350006103516",NA,NA,NA,NA,NA,"MCCA00824",NA,NA,NA,NA,NA,NA,NA,"MCCA00824","72568","auto",NA,NA,NA,NA,NA,NA
"1535","2021-03-09 10:46:54-03","ICAUFMG","MCCA","819","S","Plantae","Fabaceae","Inga","edulis","Inga edulis","Mart.","ARAÚJO, R.G./","2014","09","30","BRAYOM, M./ GONÇALVES, H.","2014","09","30","Brasil","Minas Gerais","Montes Claros","Norte de Minas, Estrada nos arredores de Montes Claros.","-43.8616981506348","-16.7350006103516",NA,NA,NA,NA,NA,"MCCA00826",NA,NA,NA,NA,NA,NA,NA,"MCCA00826","72568","auto",NA,NA,NA,NA,NA,NA
"1536","2021-03-09 10:46:54-03","ICAUFMG","MCCA","818","S","Plantae","Fabaceae","Inga","edulis","Inga edulis","Mart.","MIGUEL, V.M.","2012","12","21","MIGUEL, V.M.","2012","12","21","Brasil","Minas Gerais","Montes Claros","Norte de Minas, ICA, UFMG.,.","-43.8616981506348","-16.7350006103516",NA,NA,NA,NA,NA,"MCCA00825",NA,NA,NA,NA,NA,NA,NA,"MCCA00825","72568","auto",NA,NA,NA,NA,NA,NA
"1537","2021-03-09 10:46:54-03","ICAUFMG","MCCA","602","S","Plantae","Fabaceae","Inga","edulis","Inga edulis","Mart.","DA CRUZ, S.F.","2009","10","31","DA CRUZ, S.F.","2009","10","31","Brasil","Minas Gerais","Montes Claros","prédio de máquinas, ICA, UFMG.,.","-43.8616981506348","-16.7350006103516",NA,NA,NA,NA,NA,"MCCA00609",NA,NA,NA,NA,NA,NA,NA,"MCCA00609","72568","auto",NA,NA,NA,NA,NA,NA
"1538","2021-03-04 11:05:23-03","UFRB","HURB","9491","PreservedSpecimen","Plantae","Fabaceae","Inga","edulis","Inga edulis","Mart.","Guedes,M.L.","2015","02",NA,"Guedes,M.L.; Costa,T.F.","2015","02","07","Brasil","Bahia","Varzedo","Recôncavo Sul, Fazenda do sr. Getúlio.Rio Cai Camarão.;","-39.446389","-12.960833","39°26'47W","12°57'39S",NA,NA,"<ll>dwc_commonname:</ll> ingá","HURB000009491","23275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1539","2021-03-04 11:05:23-03","UFRB","HURB","8182","PreservedSpecimen","Plantae","Fabaceae","Inga","edulis","Inga edulis","Mart.","M.L. Guedes","2014","05",NA,"Guedes, M.L.; Costa, T.F.","2014","04","05","Brasil","Bahia","Conde",NA,"-38","-11.813611","37°60'W","11°48'49S",NA,NA,NA,"HURB000008182","21293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1540","2021-03-04 11:05:23-03","UFRB","HURB","20569","PreservedSpecimen","Plantae","Fabaceae","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Moreira, D.M.; Brandão, C.S.S. & Vitorio, C.D.P.","2017","04","23","Brasil","Bahia","São Felipe","Serra da Copioba;","-39.101639","-12.658889","39º06'5,9W","12º39'32S",NA,NA,NA,"HURB000020569","136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1541","2021-03-04 11:05:23-03","UFRB","HURB","18981","PreservedSpecimen","Plantae","Fabaceae","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Ribeiro, P.L.; Alunos de Sistematica","2018","11","06","Brasil","Bahia","Jiquiriçá","Cachoeira dos Prazeres; ao lado da trilha, na subida do morro","-39.58439","-13.24757","39º35'3,804W","13º14'51,252S",NA,NA,NA,"HURB000018981","605",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1542","2021-03-04 11:05:34-03","UFRB","HURB","7831","PreservedSpecimen","Plantae","Leguminosae","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Moreno, R.; Dineia","2014","04","15","Brasil","Bahia","Elisio Medrado",NA,"-39.5217018127441","-12.9463996887207",NA,NA,NA,NA,"Petrobras Socioambiental (HURB 7831).","HURB000007831",NA,NA,NA,NA,NA,NA,NA,NA,"17900","auto",NA,NA,NA,NA,NA,NA
"1543","2021-03-04 11:05:34-03","UFRB","HURB","7818","PreservedSpecimen","Plantae","Leguminosae","Inga","edulis","Inga edulis","Mart.",NA,NA,NA,NA,"Moreno, R.; Dineia","2014","04","15","Brasil","Bahia","Elisio Medrado",NA,"-39.5217018127441","-12.9463996887207",NA,NA,NA,NA,"Petrobras Socioambiental (HURB 7818)/ Coleção Carpoteca.","HURB000007818",NA,NA,NA,NA,NA,NA,NA,NA,"17900","auto",NA,NA,NA,NA,NA,NA
"1544","2021-03-04 11:05:23-03","UFRB","HURB","23743","PreservedSpecimen","Plantae","Fabaceae","Inga","edulis","Inga edulis","(Vell.) Mart.",NA,NA,NA,NA,"Aona, L.Y.S.; Costa, G.; E.H. Souza; Vitório, C.D.P.; Fonseca, W.O.","2019","01","23","Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"PM 27","HURB000023743","5248",NA,NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA
"1545","2021-03-04 11:05:23-03","UFRB","HURB","23740","PreservedSpecimen","Plantae","Fabaceae","Inga","edulis","Inga edulis","(Vell.) Mart.",NA,NA,NA,NA,"Aona, L.Y.S.; Costa, G.; E.H. Souza; Vitório, C.D.P.; Fonseca, W.O.","2019","03","20","Brasil","Bahia","Ilhéus",NA,"-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,"PM 66","HURB000023740","5246",NA,NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA
