"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","typeStatus","fieldNumber"
"33","2020-11-04 11:12:03-03","ESALQ","ESA","16096","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Gabrielli, A.C. et al.","327.0","1980","11","04",NA,"Brasil","Minas Gerais","Poços de Caldas",NA,"-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,"ESA016096",NA,"Baitello, J.B.",NA,NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA
"34","2020-11-04 11:12:03-03","ESALQ","ESA","86638","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Silva, J.M.; Lucas, E.; Mazine, F.F.","3777.0","2003","10","27",NA,"Brasil","Paraná","São José dos Pinhais",NA,"-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"ESA086638","ESA086638","Brotto, M.L.","2017","02","02",NA,NA,"45291","auto",NA,NA,NA,NA,NA
"35","2020-11-04 11:12:03-03","ESALQ","ESA","68118","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Moraes, P.L.R.","2314.0","2000","12","19",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA068118","ESA068118","Moraes, P.L.R.",NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA
"36","2020-11-04 11:12:03-03","ESALQ","ESA","69674","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Franco, G.A.D.C.; Scalon, V.R.; Souza, S.C.; Siqueira, L.P.; Atanasio, C.; Sorreano, M.C.; Buchineri, V.; Rodrigues, R.R.; Tamashiro, J.Y.; Souza, V.C.","3004.0","2000","04","24",NA,"Brasil","São Paulo","Mogi das Cruzes","Entorno da Represa Casa Grande (Sabesp) , ao longo da Estrada Usacá. Floresta Ombrófila Densa no reverso da Serra do Mar (com perturbação). Borda de mata","-45.57","-23.39",NA,NA,NA,"Árvore, 8m alt.; flores amarelo-claro","ESA069674","ESA069674","Franco, G.C.",NA,NA,NA,"-45.57","-23.39",NA,NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:12:03-03","ESALQ","ESA","99424","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor",NA,"Forzza, R.C.","3648.0","2004","11","23",NA,"Brasil","Minas Gerais","Lima Duarte",NA,"-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"ESA099424",NA,"Quinet, A.","2007",NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA
"38","2020-11-04 11:12:03-03","ESALQ","ESA","9773","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo","Andrade, P.M. et al.","970.0","1989","01","24",NA,"Brasil","Minas Gerais","Lima Duarte",NA,"-43.793098449707","-21.8425006866455",NA,NA,NA,NA,"ESA009773",NA,"Moraes, P.L.R.",NA,NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA
"39","2020-11-04 11:12:03-03","ESALQ","ESA","16090","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor",NA,"Martins, F.R.","2121.0","1983","12","01",NA,"Brasil","Minas Gerais","Poços de Caldas",NA,"-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,"ESA016090",NA,"Assis, L.C.S","2006",NA,NA,NA,NA,"23696","auto",NA,NA,NA,NA,NA
"40","2020-11-04 11:12:03-03","ESALQ","ESA","17032","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Sakuragui, C.M. et al.","470.0","1993","10","02",NA,"Brasil","São Paulo","Itararé",NA,"-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"ESA017032",NA,"Baitello, J.B.",NA,NA,NA,NA,NA,"27729","auto",NA,NA,NA,NA,NA
"41","2020-11-04 11:12:03-03","ESALQ","ESA","7119","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Moraes, P.L.R.","593.0","1992","01","20",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA007119",NA,"Baitello, J.B.",NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA
"42","2020-11-04 11:12:03-03","ESALQ","ESA","20552","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Moraes, P.L.R.","1195.0","1995","03","02",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA020552",NA,"Baitello, J.B.",NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA
"43","2020-11-04 11:12:03-03","ESALQ","ESA","104273","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor",NA,"Aguiar, O.T.","1088.0","2002","03","14",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA104273",NA,"Baitello, J.B.","2002","03","19",NA,NA,"27904","auto",NA,NA,NA,NA,NA
"44","2019-08-27 13:30:39-03","IAP","PACA-AGP","113764","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","M. Verdi","4829","2010","05","30",NA,"Brasil","SC","São Bonifácio","Rio Sete","-49.048889","-27.989167","821","821",NA,"FURB 28752 Habitat: Interior do fragmento Ecossistema: floresta ombrófila densa","PACA113764",NA,"M. Verdi","2010","05","30","49°02'56,00W","27°59'21,00S",NA,NA,"Magnoliatae",NA,NA,NA,NA
"45","2019-08-27 13:30:39-03","IAP","PACA-AGP","66305","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","R. M. Klein","3177","1962","12","04",NA,"Brasil","SC","Lages","Encruzilhada; Alto da Serra","-50.326099395752","-27.8160991668701",NA,NA,NA,"Habitat: mata pluvial Fenofase: flor Hábito: árvore","PACA066305",NA,"L.C.S. Assis","2005","03","03",NA,NA,"70701","auto","Magnoliatae",NA,NA,NA,NA
"46","2020-12-20 21:18:04-03","UFV","VIC","11189","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Silva, A.F.","1564","1987","08","29",NA,"Brasil","São Paulo","São José dos Campos","Flora da Reserva Florestal da Boa Vista","-45.9375","-23.075",NA,NA,NA,"Árvore de ate 8 m, flores em botão verde madeira aromática.","VIC011189",NA,NA,NA,NA,NA,"-45.9375","-23.075",NA,NA,NA,NA,NA,NA,NA
"47","2020-12-20 21:18:04-03","UFV","VIC","18463","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Lopes, W.P.","448","1997","09","11",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, Vinhático.","-42.7322006225586","-19.7122001647949",NA,NA,NA,"Árvore de 9,5 m flores brancas perfumadas, ponto 16 ind 62","VIC018463",NA,NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA
"48","2020-12-20 21:18:04-03","UFV","VIC","28177","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Lopes, W.P.","119","1997","09","17",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, Vinhático.","-42.7322006225586","-19.7122001647949",NA,NA,NA,"Árvore de 8 m flores creme, casca e alburno amarelo ramos odoriferos.","VIC028177",NA,NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA
"49","2020-12-20 21:18:04-03","UFV","VIC","18452","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Lopes, W.P.","449","1997","09","11",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, Vinhático.","-42.7322006225586","-19.7122001647949",NA,NA,NA,"Árvore de 8,2 m, flores brancas perfumadas, ponto 17 ind 65","VIC018452",NA,NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA
"50","2020-12-20 21:18:04-03","UFV","VIC","18454","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Lopes, W.P.; Silva, A.F.","86","1996","10","05",NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, Vinhático.","-42.7322006225586","-19.7122001647949",NA,NA,NA,"Árvore de 6 m flores creme perfumadas.","VIC018454",NA,NA,NA,NA,NA,NA,NA,"28215","auto",NA,NA,NA,NA,NA
"51","2021-03-10 14:35:09-03","UFSC","CTBS","1024","PreservedSpecimen","Plantae",NA,NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo-Gil","Santos, Vanderlei dos (Guga)","115","2014","08","12",NA,"Brasil","Santa Catarina","Curitibanos","Sistema Agroflorestal UFSC, Campus Curitibanos.","-50.532111","-27.287272",NA,NA,NA,"Canelinha-fogo, árvore abatida, medeira depositada na xiloteca.",NA,NA,"Scipioni, M.C.",NA,NA,NA,"50°31'55.60W","27°17'14.18S",NA,NA,NA,NA,NA,NA,NA
"52","2020-06-30 18:32:26-03","UFJF","CESJ","50826","PreservedSpecimen","Plantae","Angiosperma",NA,"Lauraceae","Ocotea","bicolor","Ocotea bicolor","Vattimo.Gil","L.C.S. Assis; M.G. de Avelar; L.M. Bezerra; M.F.A. Calió; R.C. Forzza; L.G.Temponi","1087","2005","01","19","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Floresta no acero do parque, próximo à portaria.","-43.793098449707","-21.8425006866455",NA,NA,NA,"Árvore ca. 11m alt., na borda da floresta. Folhas discolores. Flores verdes. Material em sílica gel.","CESJ050826",NA,"A.Quinet","2007",NA,NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA
