"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","coordinatePrecision","imagecode","geoFlag","class","order","typeStatus","relatedCatalogItem","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","preparationType","individualCount"
"48","2008-05-27 22:02:00-03","MO","MOBOT","3208793","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O. Berg) Landrum","M. Sobral",NA,NA,"J.M. Silva","Silva 520","1988","4","12","South America","Brazil","Paraná",NA,"Morro Mãe Catira (mun. Quarto Barras). Matinha nebular.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1300.00000000",NA,NA,NA,NA
"49","2020-09-12 05:00:02-03","US","US","3147053","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O. Berg) Landrum",NA,NA,NA,"J. M. Silva & J. Cordeiro","520","1988","4","12","South America - Neotropics","Brazil","Paraná","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,NA,"US01890479","17116","US01890479_01 US01890479_02","auto","Dicotyledonae","Myrtales",NA,NA,NA,"1300",NA,NA,NA,"1"
"50","2019-12-09 17:30:23-03","UFPR","EFC","2673","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","Vieira, R.S.","2014","10","Tramujas, A.P.","218","1990","10","16",NA,"Brasil","Paraná","Campina Grande do Sul","Serra dos Órgãos","-48.8401","-25.2645","-48.8401","-25.2645","Arvoreta frequente em floresta altomontana a 1510 m s.n.m., em encosta íngreme, pico do Luar.","EFC002673",NA,NA,NA,NA,NA,NA,NA,"06","1510","1510",NA,NA,NA
"51","2019-12-09 17:30:23-03","UFPR","EFC","2674","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","Ribeiro, C.L.","2015","11","Tramujas, A.P.; Struminski, E.",NA,"1991","07","05",NA,"Brasil","Paraná","Campina Grande do Sul","Serra dos Órgãos","-48.8287","-25.241","-48.8287","-25.2410","Arvoreta 2 m, em floresta altomontana a 1550 m s.n.m., pico Caratuva.","EFC002674",NA,NA,NA,NA,NA,NA,NA,"13","1550","1550",NA,NA,NA
"52","2019-12-09 17:30:23-03","UFPR","EFC","14179","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","Vieira, R.S.","2015","06","Vieira, R.S.","764","2015","06","07",NA,"Brasil","Paraná","Morretes","Serra do Marumbi - morro Esfinge","-48.9129","-25.4493","-48.9129","-25.4493","Arvoreta com 2 m no cume, em refúgio altomontano. Com frutos.","EFC014179",NA,NA,NA,NA,NA,NA,NA,"07","1270","1270",NA,NA,NA
"53","2019-12-09 17:30:23-03","UFPR","EFC","12951","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","Vieira, R.S.","2014","09","Vieira, R.S.; et al.","423","2014","07","20",NA,"Brasil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire - trilha para o Pico Paraná","-48.8174","-25.2518","-48.8174","-25.2518","Arvoreta com 2 m. em refúgio altomontano. Com frutos verdes.","EFC012951",NA,NA,NA,NA,NA,NA,NA,"25",NA,NA,NA,NA,NA
"54","2019-12-09 17:30:23-03","UFPR","EFC","13918","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","Vieira, R.S.","2015","04","Blum, C.T.","1609","2014","04","21",NA,"Brasil","Paraná","Morretes","Serra da Farinha Seca - morro Mãe Catira","-48.9052","-25.3505","-48.9052","-25.3505","Arbusto com 1,2 m, aos 1.260 m.s.n.m. Com frutos jovens.","EFC013918",NA,NA,NA,NA,NA,NA,NA,"28","1260","1260",NA,NA,NA
"55","2019-12-09 17:30:23-03","UFPR","EFC","13660","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","Ribeiro, C.L.","2014","09","Ribeiro, C.L.; et al.","124","2014","08","23",NA,"Brasil","Paraná","Campina Grande do Sul","Morro Cerro verde","-48.8361","-25.2582","-48.8361","-25.2582","Espécie arbustiva","EFC013660",NA,NA,NA,NA,NA,NA,NA,"01",NA,NA,NA,NA,NA
"56","2019-12-09 17:30:23-03","UFPR","EFC","13020","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","Völtz, R.R.","2014","08","Vieira, R.S.","448","2014","07","23",NA,"Brasil","Paraná","Campina Grande do Sul","Serra do Capivari - Morro Capivari Grande","-48.4919","-25.0803","-48.4919","-25.0803","Arvoreta em refúgio altomontano. Com frutos.","EFC013020",NA,NA,NA,NA,NA,NA,NA,"20",NA,NA,NA,NA,NA
"57","2019-12-09 17:30:23-03","UFPR","EFC","13007","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","Vieira, R.S.","2014","07","Vieira, R.S.; et al.","435","2014","07","07",NA,"Brasil","Paraná","Campina Grande do Sul","Serra do Capivari - Morro Capivari Grande","-48.4919","-25.0803","-48.4919","-25.0803","Arvoreta com 1,5 m. na crista, em floresta altomontana. Com frutos verdes.","EFC013007",NA,NA,NA,NA,NA,NA,NA,"07",NA,NA,NA,NA,NA
"58","2019-12-09 17:30:23-03","UFPR","EFC","12147","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","Ribeiro, C.L.","2016","06","Bizarro, O.M.R.","28","2014","02","08",NA,"Brasil","Paraná","Campina Grande do Sul","Morro Ciririca","-48.8317","-25.2842","-48.8317","-25.2842","Arvoreta; Encontrada a 1705m s.n.m.","EFC012147",NA,NA,NA,NA,NA,NA,NA,"06",NA,NA,NA,NA,NA
"59","2019-12-09 17:30:23-03","UFPR","EFC","12938","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","Vieira, R.S.","2014","09","Vieira, R.S.; et al.","410","2014","06","06",NA,"Brasil","Paraná","Campina Grande do Sul","Serra do Capivari - Morro Capivari Grande","-48.4919","-25.0803","-48.4919","-25.0803","Arbusto com 1,5 m., em refúgio altomontano. Com frutos.","EFC012938",NA,NA,NA,NA,NA,NA,NA,"19",NA,NA,NA,NA,NA
"60","2019-12-09 17:30:23-03","UFPR","EFC","14388","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","Vieira, R.S.","2015","07","Vieira, R.S.","787","2015","07","06",NA,"Brasil","Paraná","Campina Grande do Sul","Serra do Ibitiraquire - trilha para o morro Cerro Verde","-48.8421","-25.2564","-48.8421","-25.2564","Árvore com 5 m, sobre vertente divergente. Com frutos.","EFC014388",NA,NA,NA,NA,NA,NA,NA,"06","1510","1510",NA,NA,NA
"61","2019-12-09 17:30:23-03","UFPR","EFC","13834","PreservedSpecimen","Plantae",NA,"Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","Ribeiro, C.L.","2016","03","Vieira, R.S.","720","2015","04","10",NA,"Brasil","Paraná","Morretes","Serra da Graciosa - morro Mãe Sete","-48.8302","-25.2409","-48.8302","-25.2409","Arvoreta na borda das matinha nebular. Com frutos.","EFC013834",NA,NA,NA,NA,NA,NA,NA,"21","1400","1400",NA,NA,NA
"62","2019-10-07 09:35:29-03","UEFS","HUEFS","87095","PreservedSpecimen","Plantae","Angiospermae","Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum",NA,NA,NA,"Hatschbach, G.","18950","1966","03","24",NA,"Brasil","Paraná","Jaguariaíva","Barra Rio das Mortes.","-49.7057991027832","-24.2511005401611",NA,NA,NA,"HUEFS0087095","44368",NA,"auto","Rosanae","Myrtales","Tipo",NA,NA,NA,NA,NA,NA,NA
"63","2019-09-04 19:52:08-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta","Myrtaceae","Eugenia","franciscensis","Eugenia franciscensis",NA,NA,NA,NA,"C. F. P. von Martius",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"Lectotype",NA,NA,NA,NA,NA,NA,NA
"64","2020-11-12 17:01:57-03","UEL","FUEL","25017","PreservedSpecimen","Plantae","Tracheophyta","Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum",NA,NA,NA,"Hatschbach, G","18950","1968","03","24",NA,"Brasil","Paraná","Jaguariaíva","Barra do Rio das Mortes","-49.7057991027832","-24.2511005401611",NA,NA,NA,"FUEL025017","44368",NA,"auto",NA,"Myrtales","isotype",NA,NA,NA,NA,NA,NA,NA
"65","2020-11-12 17:01:57-03","UEL","FUEL","21812","PreservedSpecimen","Plantae","Tracheophyta","Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","Kawasaki, ML","1995","04","Souza, VC; Miyagi, PH; Souza, JP; Nakagomi, MY","7361","1994","11","14",NA,"Brasil","São Paulo","Itararé","Estr. Itararé - Bonsucesso, Faz. Sta. Maria do Esp, Faz. Sta. Maria do Espinho Bonsucesso","-49.3400001525879","-24.1100006103516",NA,NA,NA,NA,"27729",NA,"auto",NA,"Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-01 15:05:56-03","UnB","UB","131402","PreservedSpecimen","Plantae","Dicotyledoneae","Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O. Berg) Landrum","Kawasaki, ML","1995",NA,"Souza, VC","7361","1994","11","14","Southern America","Brasil","São Paulo","Itararé","Estrada Itararé-Bonsucesso. Fazenda Santa Maria do Espinho","-49.263056","-24.261667","-49.263056","-24.261667","Pétalas e estames alvos.; Arbusto 3m.; Campo natural",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-01 15:05:56-03","UnB","UB","131453","PreservedSpecimen","Plantae","Dicotyledoneae","Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O. Berg) Landrum","Meireles, LD","2017","10","Takeda","Herb 1640s.n.","1991","03","23","Southern America","Brasil","Paraná ","Jaguariaíva",NA,"-49.7057991027832","-24.2511005401611",NA,NA,"Arvoreta",NA,"44368",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-01 15:05:56-03","UnB","UB","131403","PreservedSpecimen","Plantae","Dicotyledoneae","Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O. Berg) Landrum","Landrum, L","1994",NA,"Souza, VC","2373","1993","02","19","Southern America","Brasil","São Paulo","Itararé","Fazenda Santa Maria do Espinho","-49.3400001525879","-24.1100006103516",NA,NA,"Frutos imaturos verdes.; Arbusto 2m.",NA,"27729",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-04 15:45:28-03","IF","SPSF","34860","PreservedSpecimen","Plantae","Magnoliophyta","Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis",NA,"M.L.Kawasaki",NA,NA,"P.H.Miyagi & J.P.Souza & J.A.Sandoval","357","1995","02","12","América do Sul","Brasil","SP","Itararé","fazenda Ibiti","-49.3400001525879","-24.1100006103516",NA,NA,"COLETA: XLS: SPSFNovo; Arbusto 2,5 - 3m altura, frutos verdes; GEOGRAFIA: campo com mata ciliar perturbada adjacente&nf;;",NA,"27729",NA,"auto","Magnoliopsida","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-04 15:45:28-03","IF","SPSF","47522","PreservedSpecimen","Plantae","Magnoliophyta","Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O. Berg) Landrum","L. Meireles","2014","12","T.E.Barreto","58","2013","02","19","América do Sul","Brasil","SP","Campos do Jordão","Parque Estadual","-45.766667","-23.183333",NA,NA,"COLETA: Árvore; GEOGRAFIA: FOD altomontana;",NA,NA,NA,NA,"Magnoliopsida","Myrtales",NA,NA,"15",NA,NA,NA,NA,NA
"71","2017-09-11 17:11:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,"Myrtaceae","Eugenia","franciscensis","Eugenia franciscensis","O.Berg",NA,NA,NA,"Martius, C","s.n.",NA,NA,NA,NA,"?",NA,NA,"ad flumen S. Francisci",NA,NA,NA,NA,"Original herbarium: Mart.; Hamadryas; HABITAT: Hamadryas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-02-08 12:44:04-03","UFRGS","ICN","165602","S","Plantae","Dicotyledon","Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O. Berg.) Landrum","Molz, M","2017","07","Lozano, ED; Scholz, I","175","2009","11","07","América do Sul","Brasil","PR","Campina Grande do Sul","Serra do Ibitiraquire Pico Caratuva","-49.0553016662598","-25.3055992126465",NA,NA,"doação MBM; árvore, caule esfoliante, 3m, frutos acinzentados; em matinha nebular",NA,"55154",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-02-08 12:44:04-03","UFRGS","ICN","083516","S","Plantae","Dicotyledon","Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O. Berg.) Landrum","Molz, M","2017","05","Silva, JM; Cordeiro, J","520","1988","04","12","América do Sul","Brasil","PR","Quatro Barras","Morro Mãe Catira","-49.0769004821777","-25.3656005859375",NA,NA,"Arbusto 1m altura, flores alvas.; Matinha nebular.",NA,"17116",NA,"auto",NA,NA,NA,NA,"03","1300","1300",NA,NA,NA
"74","2019-11-21 10:11:49-03","IBt","SP","27019","S","Plantae",NA,"Myrtaceae","Luma","mucronata","Luma mucronata","Burret","Burret, M","1941",NA,"Usteri, A","s.n.","1907","07","25",NA,"Brasil","São Paulo","Iguape","Ilha do mar","-47.5499992370605","-24.7000007629395",NA,NA,NA,"SP001348","55628","SP001348","auto",NA,NA,"Holotype",NA,NA,NA,NA,NA,NA,NA
"75","2019-11-21 10:11:55-03","IBt","SP","335329","S","Plantae",NA,"Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","Souza, VC","1996","10","Souza, VC; et al.","4729","1993","09","27",NA,"Brasil","São Paulo","Itararé","Fazenda do Espinho, campo natural atingido por fogo há 4 meses","-49.3400001525879","-24.1100006103516",NA,NA,"Arbusto, pétalas e estames creme, escrube alagável","SP057533","27729","SP057533","auto",NA,NA,NA,NA,"04",NA,NA,NA,NA,NA
"76","2019-11-21 10:11:55-03","IBt","SP","307100","S","Plantae",NA,"Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","Kawasaki, ML","1996",NA,"Miyagi, PH; et al.","357","1995","02","12",NA,"Brasil","São Paulo","Itararé","Fazenda Ibiti (Ripasa), beira de estrada Itararé-Bonsucesso de Itararé, campo com mata ciliar perturbada adjacente","-49.3400001525879","-24.1100006103516",NA,NA,"Arbusto 2,5-3m alt., frutos verdes, mata","SP057534","27729","SP057534","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-11-21 10:11:55-03","IBt","SP","304749","S","Plantae",NA,"Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","Landrum, LR","1994","11","Souza, VC; et al.","2373","1993","02","19",NA,"Brasil","São Paulo","Itararé","Fazenda Santa Maria do Espinho, córrego do Peão","-49.3400001525879","-24.1100006103516",NA,NA,"Arbusto ca. 2m alt., frutos imaturos verdes, beira de córrego pedregoso","SP057535","27729","SP057535","auto",NA,NA,NA,NA,"10",NA,NA,NA,NA,NA
"78","2019-11-21 10:11:55-03","IBt","SP","102272","S","Plantae",NA,"Myrtaceae","Myrceugenia","franciscensis","Myrceugenia franciscensis","(O.Berg) Landrum","Landrum, LR","1980",NA,"Mattos, J","13993","1967","10","20",NA,"Brasil","São Paulo","Itararé","Rodovia Itararé-Bom Sucesso. Num capãozinho.","-49.3400001525879","-24.1100006103516",NA,NA,"Arbusto 1,5m alt.,","SP057536","27729","SP057536","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
