"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet"
"15","2021-03-15 16:37:00-03","NY","NYBG","950292","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","E. P. Heringer","2825","1979","11","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1060099' target='other'> <mi>dwc_moreinfo</mi></a>","NY00950292","Magnoliophyta","Gentianales","Müll.Arg.","M. R. de V. Barbosa","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797","NY00950292_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","950293","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","E. P. Heringer","1370","1979","05","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1060103' target='other'> <mi>dwc_moreinfo</mi></a>","NY00950293","Magnoliophyta","Gentianales","Müll.Arg.","M. R. de V. Barbosa","Distrito Federal","Brasília","Área de inundação da Barragem do São Bartolomeu.","-47.9294","-15.7797","NY00950293_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00891585","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","G. Davidse","12295","1976","04","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959232' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891585","Magnoliophyta","Gentianales","Müll.Arg.","P. G. Delprete","Goiás","Hidrolândia","47 km S of Goiânia along Highway BR-153","-49.2281","-16.9622","NY00891585_01",NA,"800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","950367","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","M. G. da Silva","4450","1979","02","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1061440' target='other'> <mi>dwc_moreinfo</mi></a>","NY00950367","Magnoliophyta","Gentianales","Müll.Arg.","M. G. da Silva","Mato Grosso","Várzea Grande","entroncamento das rodovias, Cuiabá Santarém e Porto Velho, arredores do aeroporto.","-56.195","-15.6489","NY00950367_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1006353","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","H. S. Irwin","21685","1968","03","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1109888' target='other'> <mi>dwc_moreinfo</mi></a>","NY01006353","Magnoliophyta","Gentianales","Müll.Arg.","J. A. Steyermark","Goiás","Alto Paraíso de Goiás","Ca. 27 km S. of Paraíso.","-47.53","-14.38","NY01006353_01",NA,"600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00891577","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","S. P. Cordovil-Silva","299","1993","04","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959217' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891577","Magnoliophyta","Gentianales","Müll.Arg.","P. G. Delprete","Goiás","Corumbaíba","Margem esquerda do rio Corumba; 300 m a montante da alternativa 4","-48.5614","-18.1425","NY00891577_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00891578","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","S. P. Cordovil-Silva","266","1993","04","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959218' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891578","Magnoliophyta","Gentianales","Müll.Arg.","P. G. Delprete","Goiás","Caldas Novas","Alternativa 15- Ponto de hidrometria","-48.6247","-17.7419","NY00891578_01",NA,"580","580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00891583","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","B. M. T. Walter","1085","1991","12","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959230' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891583","Magnoliophyta","Gentianales","Müll.Arg.","P. G. Delprete","Goiás","Colinas do Sul","Abaixo da linha de transmissao que liga Niquelandia a Serra da Mesa. Estrada a 2 km da entrada Sul do Canteiro. Bacia de inundaçao da UHE serra da Mesa. Corrego afluente do Rio Tocantins","-48.3","-13.83","NY00891583_01",NA,"360","360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00891558","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","B. A. S. Pereira","2586","1994","03","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959225' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891558","Magnoliophyta","Gentianales","Müll.Arg.","P. G. Delprete","Goiás","Cabeceiras","Fazenda Raizama, km 20 da rodovia GO","-46.9267","-15.8008","NY00891558_01",NA,"850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1182901","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","P. G. Delprete","9153","2004","12","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1411161' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182901","Magnoliophyta","Gentianales","Müll.Arg.","P. G. Delprete","Goiás","Corumbá de Goiás","Rod. GO-010. Ponte sobre o Rio Corumbá.","-48.8","-15.9167","NY01182901_01",NA,"1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00891579","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","S. P. Cordovil-Silva","215","1993","02","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959219' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891579","Magnoliophyta","Gentianales","Müll.Arg.","P. G. Delprete","Goiás","Caldas Novas","Proximo a Foz do Ribeirao Pirapitinga","-48.6247","-17.7419","NY00891579_01",NA,"530","530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","397595","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","R. Kummrow","35751","1975","01","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=126258' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397595","Magnoliophyta","Gentianales","Müll.Arg.","J. H. Kirkbride Jr.","Paraná","Morretes","Ilha do Malha","-48.8342","-25.4769","NY00397595_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00891584","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","G. Davidse","12242","1976","04","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959231' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891584","Magnoliophyta","Gentianales","Müll.Arg.","P. G. Delprete","Goiás",NA,"31 km N of the intersection of highways BR-153 & GO-54.",NA,NA,"NY00891584_01",NA,"650","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00891580","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","R. Cesar","49","1994","04","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959220' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891580","Magnoliophyta","Gentianales","Müll.Arg.","P. G. Delprete","Goiás","Goiânia","Parque Ecológico. Preserv. Ambiental e Florestal Ulysses Guimaraes, 3° Presto","-49.2539","-16.6786","NY00891580_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","397598","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","M. H. Nee","40536","1991","05","24","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=126255' target='other'> <mi>dwc_moreinfo</mi></a>","NY00397598","Magnoliophyta","Gentianales","Müll.Arg.","M. H. Nee","Santa Cruz","Andrés Ibáñez","Along quebrada Salada and oil pipeline, 4 km W of highway bridge over Río Pirai","-63.5","-18.1",NA,NA,"750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","950365","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","G. M. Magalhaes","19037","1963","05","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1061434' target='other'> <mi>dwc_moreinfo</mi></a>","NY00950365","Magnoliophyta","Gentianales","Müll.Arg.","J. A. Steyermark","Minas Gerais",NA,"Ituitaba, vale do rio da Prata.",NA,NA,"NY00950365_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","131685","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","J. B. E. Pohl","883d?",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=126259' target='other'> <mi>dwc_moreinfo</mi></a>","NY00131685","Magnoliophyta","Gentianales","Müll.Arg.",NA,NA,NA,"Villa Boa. Corallinho.",NA,NA,"NY00131685_01","syntype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00891555","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","H. S. Irwin","31726","1971","03","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959215' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891555","Magnoliophyta","Gentianales","Müll.Arg.","J. H. Kirkbride Jr.","Goiás","São João d'Aliança","Serra Geral do Paraná, ca. 3 km S.of São João de Aliança","-47.5333","-14.72711","NY00891555_01",NA,"850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00891562","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","B. M. T. Walter","1174","1992","04","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959229' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891562","Magnoliophyta","Gentianales","Müll.Arg.","P. G. Delprete","Goiás","Niquelândia","Ponte sobre o Rio Bagagem; distante 32.5 m da cidade de Niquelandia. Estrada Niquelandia/Colinas do Sul. Bacia de inundaçao da UHE Serra da Mesa","-48.2","-14.37","NY00891562_01",NA,"450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1182913","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","P. G. Delprete","9173","2004","12","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1411184' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182913","Magnoliophyta","Gentianales","Müll.Arg.","P. G. Delprete","Goiás","Goiâna","Setor Goiania 2. Ribeirão João Leite, 500 m antes do entronco com o Rio Meia Ponte. Na beira do Ribeirão João Leite.","-49.2967","-16.6667","NY01182913_01",NA,"720","720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01066701","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","J. Jangoux","1718","1981","11","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1203797' target='other'> <mi>dwc_moreinfo</mi></a>","NY01066701","Magnoliophyta","Gentianales","Müll.Arg.","M. R. de V. Barbosa","Tocantins","Tocantinópolis","Fazenda Mucambo, 11 Km from town.","-47.42","-6.33","NY01066701_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00891576","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","H. D. Ferreira","3426","1997","05","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959216' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891576","Magnoliophyta","Gentianales","Müll.Arg.","P. G. Delprete","Goiás","Serranópolis","Na Fazenda Pousada dos Araras","-51.9619","-18.3061","NY00891576_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00891559","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","R. R. Brooks","BRASPEX #64","1988","04","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959226' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891559","Magnoliophyta","Gentianales","Müll.Arg.","P. G. Delprete","Goiás","Hidrolândia","Morro Feio, 5 km N Hidrolandia","-49.23","-16.92","NY00891559_01",NA,"925","925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00891553","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","H. S. Irwin","15872","1966","05","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959213' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891553","Magnoliophyta","Gentianales","Müll.Arg.","J. A. Steyermark","Distrito Federal","Brasília","Ca. 30 km N. E. of Brasília","-47.71872","-15.5916","NY00891553_01",NA,"950","950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00891563","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","W. R. Anderson","9602","1973","05","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959235' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891563","Magnoliophyta","Gentianales","Müll.Arg.","J. H. Kirkbride Jr.","Goiás","Caiapônia","Serra do Caiapó, ca. 12 km (straight line) S of Caiapônia","-51.81666667","-17.0566","NY00891563_01",NA,"840","840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00891587","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","W. R. Anderson","7769","1973","03","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959234' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891587","Magnoliophyta","Gentianales","Müll.Arg.","J. H. Kirkbride Jr.","Goiás","São João d'Aliança","3 km by road S of São João da Aliança. Serra Geral do Paraná.","-47.5","-14.73","NY00891587_01",NA,"1040","1040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00891582","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","J. M. de Rezende","1932","1996","04","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959224' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891582","Magnoliophyta","Gentianales","Müll.Arg.","S. P. Cordovil-Silva; T. B. Cavalcanti","Goiás","Caldas Novas","Alternativa 4","-48.6247","-17.7419","NY00891582_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00891552","PreservedSpecimen","Plantae","Rubiaceae","Guettarda","pohliana","Guettarda pohliana","H. S. Irwin","15247","1966","04","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959212' target='other'> <mi>dwc_moreinfo</mi></a>","NY00891552","Magnoliophyta","Gentianales","Müll.Arg.","J. A. Steyermark","Goiás","Formosa","Serra do Morcêgo, Côrrego Estrema, ca. 35 km N.E. of Formosa.","-47.1025","-15.30964","NY00891552_01",NA,"800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
